municipality,group,variable,month,Mujeres con primer control post parto,TOTAL
COBIJA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,44,44
COCHABAMBA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,847,847
COIPASA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,1,1
COLCAPIRHUA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,107,107
"COLCHA ""K""",atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,4,4
COLLANA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,1,1
COLOMI,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,26,26
COLPA BELGICA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,12,12
COLQUECHACA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,62,62
COLQUENCHA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,7,7
COLQUIRI,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,33,33
COMARAPA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,16,16
COMBAYA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,5,5
CONCEPCION,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,5,5
COPACABANA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,14,14
CORIPATA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,10,10
CORO CORO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,11,11
COROICO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,13,13
CORQUE,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,7,7
COTAGAITA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,10,10
COTOCA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,112,112
CUATRO CAÑADAS,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,13,13
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,1,1
CUEVO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,4,4
CULPINA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,18,18
CURAHUARA DE CARANGAS,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,6,6
CURVA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,5,5
DESAGUADERO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,8,8
EL ALTO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,713,713
EL CHORO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,4,4
EL PUENTE(STC),atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,11,11
EL PUENTE(TJA),atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,22,22
EL TORNO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,33,33
EL VILLAR,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,4,4
ENTRE RIOS,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,26,26
ENTRE RIOS,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,32,32
EUCALIPTUS,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,7,7
EUREKA (SANTOS MERCADO),atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,1,1
EXALTACION,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,7,7
FILADELFIA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,6,6
GENERAL SAAVEDRA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,24,24
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,7,7
GUANAY,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,22,22
GUAQUI,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,17,17
GUAYARAMERIN,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,32,32
GUTIERREZ,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,7,7
HUACARETA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,15,15
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,2,2
HUACHACALLA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,1,1
HUANUNI,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,29,29
HUARACAJE,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,3,3
HUAYLLAMARCA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,12,12
ICHOCA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,1,1
ICLA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,22,22
INCAHUASI,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,45,45
INQUISIVI,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,18,18
IRUPANA (VILLA DE LANZA),atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,12,12
IXIAMAS,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,15,15
JESUS DE MACHACA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,14,14
LA ASUNTA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,65,65
LA GUARDIA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,131,131
LA PAZ,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,1437,1437
LAGUNILLAS,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,1,1
LAJA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,16,16
LAS CARRERAS,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,6,6
LICOMA PAMPA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,4,4
LLALLAGUA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,50,50
LLICA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,6,6
LORETO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,1,1
LURIBAY,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,7,7
MACHACAMARCA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,8,8
MACHARETI,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,7,7
MAGDALENA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,30,30
MAIRANA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,13,13
MALLA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,6,6
MAPIRI,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,15,15
MECAPACA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,12,12
MINEROS,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,16,16
MIZQUE,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,27,27
MOCOMOCO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,16,16
MOJOCOYA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,17,17
MONTEAGUDO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,61,61
MONTERO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,133,133
MOROCHATA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,37,37
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,10,10
NAZACARA DE PACAJES,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,1,1
OCURI,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,23,23
OKINAWA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,23,23
OMEREQUE,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,7,7
ORURO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,476,476
PADCAYA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,17,17
PADILLA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,21,21
PAILON,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,30,30
PALCA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,1,1
PALOS BLANCOS,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,48,48
PAMPA AULLAGAS,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,2,2
PAMPA GRANDE,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,9,9
PAPEL PAMPA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,6,6
PASORAPA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,2,2
PATACAMAYA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,21,21
PAZÑA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,6,6
PELECHUCO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,11,11
POCOATA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,37,37
POCONA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,20,20
POJO (CBBA),atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,15,15
POOPO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,8,8
PORCO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,13,13
POROMA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,28,28
PORONGO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,13,13
PORTACHUELO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,27,27
PORVENIR,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,5,5
POSTRER VALLE,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,2,2
POTOSI,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,261,261
PRESTO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,13,13
PUCARA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,3,3
PUCARANI,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,25,25
PUERTO ACOSTA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,29,29
PUERTO CARABUCO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,10,10
PUERTO GONZALO MORENO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,9,9
PUERTO PEREZ,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,11,11
PUERTO QUIJARRO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,25,25
PUERTO RICO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,14,14
PUERTO SILES,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,1,1
PUERTO SUAREZ,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,9,9
PUERTO VILLARROEL,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,69,69
PUNA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,44,44
PUNATA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,39,39
QUIABAYA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,1,1
QUILLACOLLO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,73,73
QUIME,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,5,5
RAVELO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,25,25
REYES,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,11,11
RIBERALTA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,13,13
ROBORE,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,36,36
RURRENABAQUE,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,34,34
SABAYA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,2,2
SACABA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,133,133
SACABAMBA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,4,4
SACACA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,31,31
SAIPINA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,15,15
SAMAIPATA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,8,8
SAN AGUSTIN,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,3,3
SAN ANDRES,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,21,21
SAN ANDRES DE MACHACA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,4,4
SAN ANTONIO DE ESMORUCO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,4,4
SAN ANTONIO DE LOMERIO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,6,6
SAN BENITO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,2,2
SAN BORJA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,69,69
SAN BUENA VENTURA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,18,18
SAN CARLOS,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,35,35
SAN IGNACIO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,43,43
SAN IGNACIO DE VELASCO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,63,63
SAN JAVIER(BNI),atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,4,4
SAN JAVIER(STC),atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,23,23
SAN JOAQUIN,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,2,2
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,35,35
SAN JUAN DE YAPACANI,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,26,26
SAN JULIAN,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,46,46
SAN LORENZO(PND),atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,5,5
SAN LORENZO(TJA),atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,13,13
SAN LUCAS,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,47,47
SAN MATIAS,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,31,31
SAN MIGUEL DE VELASCO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,19,19
SAN PABLO DE LIPEZ,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,7,7
SAN PEDRO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,19,19
SAN PEDRO DE BUENA VISTA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,25,25
SAN PEDRO DE CURAHUARA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,2,2
SAN PEDRO DE TIQUINA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,3,3
SAN PEDRO(PND),atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,3,3
SAN RAFAEL,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,8,8
SAN RAMON,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,33,33
SAN RAMON,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,14,14
SANTA ANA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,43,43
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,1147,1147
SANTA ROSA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,26,26
SANTA ROSA DEL SARA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,16,16
SANTIAGO DE CALLAPA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,3,3
SANTIAGO DE HUARI,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,8,8
SANTIAGO DE MACHACA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,3,3
SANTIVAÑES,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,3,3
SANTUARIO DE QUILLACAS,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,9,9
SAPAHAQUI,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,8,8
SENA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,3,3
SICA SICA (VILLA AROMA),atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,14,14
SICAYA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,2,2
SIPE SIPE,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,38,38
SOPACHUY,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,14,14
SORACACHI,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,7,7
SORATA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,21,21
SUCRE,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,339,339
TACACHI,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,3,3
TACACOMA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,2,2
TACOBAMBA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,4,4
TACOPAYA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,15,15
TAHUA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,2,2
TAPACARI,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,24,24
TARABUCO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,32,32
TARACO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,2,2
TARATA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,6,6
TARIJA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,183,183
TARVITA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,28,28
TEOPONTE,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,14,14
TIAWANACU,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,19,19
TINGUIPAYA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,28,28
TIPUANI,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,22,22
TIQUIPAYA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,40,40
TIRAQUE (CBBA),atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,64,64
TOCO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,5,5
TOLATA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,7,7
TOLEDO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,8,8
TOMAVE,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,17,17
TOMINA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,16,16
TORO TORO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,8,8
TOTORA(CBBA),atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,8,8
TOTORA(ORR),atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,9,9
TRIGAL,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,1,1
TRINIDAD,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,99,99
TUPIZA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,65,65
TURCO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,2,2
UMALA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,4,4
UNCIA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,34,34
URIONDO (A. CONCEPCION),atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,11,11
URUBICHA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,8,8
UYUNI,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,22,22
VACAS,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,8,8
VALLEGRANDE,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,16,16
VIACHA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,43,43
VILA VILA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,3,3
VILLA MONTES,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,49,49
VILLA NUEVA (LOMA ALTA),atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,8,8
VILLA RIVERO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,6,6
VILLA SERRANO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,18,18
VILLA TUNARI,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,113,113
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,15,15
VILLAZON,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,47,47
VINTO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,21,21
VITICHI,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,8,8
WALDO BALLIVIAN,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,5,5
WARNES,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,85,85
YACO,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,9,9
YACUIBA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,167,167
YAMPARAEZ,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,12,12
YANACACHI,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,2,2
YAPACANI,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,47,47
YOCALLA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,5,5
YOTALA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,7,7
YUNCHARA,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,5,5
ZUDAÑEZ,atencion de partos en servicio,mujeres con primer control post parto,2008-03-01,18,18
ACACIO,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,9,9
ACHACACHI,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,49,49
ACHOCALLA,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,6,6
AIQUILE,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,40,40
ALALAY,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,5,5
ALCALA,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,2,2
ANCORAIMES,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,15,15
ANDAMARCA,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,3,3
ANTEQUERA,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,2,2
ANZALDO,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,2,2
APOLO,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,31,31
ARAMPAMPA,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,12,12
ARANI,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,14,14
ARBIETO,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,4,4
ARQUE,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,14,14
ASCENCION DE GUARAYOS,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,59,59
ATOCHA,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,18,18
AUCAPATA,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,1,1
AYATA,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,12,12
AYO AYO,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,34,34
AZURDUY,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,23,23
BATALLAS,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,14,14
BAURES,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,5,5
BELEN DE ANDAMARCA,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,1,1
BELLA FLOR,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,2,2
BERMEJO,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,19,19
BETANZOS,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,43,43
BOLIVAR,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,9,9
BOYUIBE,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,2,2
BUENA VISTA,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,19,19
CABEZAS,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,13,13
CAIROMA,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,13,13
"CAIZA ""D""",atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,8,8
CAJUATA,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,9,9
CALACOTO,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,4,4
CALAMARCA,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,18,18
CAMARGO,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,30,30
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,6,6
CAMIRI,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,27,27
CAPINOTA,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,13,13
CAQUIAVIRI,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,5,5
CARACOLLO,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,21,21
CARANAVI,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,90,90
CARAPARI,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,13,13
CARIPUYO,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,7,7
CATACORA,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,1,1
CHALLAPATA,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,45,45
CHAQUI,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,8,8
CHARAGUA,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,50,50
CHAYANTA,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,19,19
CHIMORE,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,8,8
CHIPAYA,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,4,4
CHOQUE COTA,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,4,4
CHUMA,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,9,9
CLIZA,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,29,29
COBIJA,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,44,44
COCHABAMBA,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,938,938
COLCAPIRHUA,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,58,58
"COLCHA ""K""",atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,8,8
COLLANA,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,2,2
COLOMI,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,27,27
COLPA BELGICA,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,7,7
COLQUECHACA,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,52,52
COLQUENCHA,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,11,11
COLQUIRI,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,30,30
COMARAPA,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,39,39
COMBAYA,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,4,4
CONCEPCION,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,7,7
COPACABANA,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,28,28
CORIPATA,atencion de partos en servicio,mujeres con primer control post parto,2008-04-01,24,24
