municipality,group,variable,month,Nacidos muertos,TOTAL
HUANUNI,atencion de partos en servicio,nacidos muertos,2008-03-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicio,nacidos muertos,2008-03-01,1,1
LA ASUNTA,atencion de partos en servicio,nacidos muertos,2008-03-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos,2008-03-01,16,16
LLALLAGUA,atencion de partos en servicio,nacidos muertos,2008-03-01,1,1
MONTEAGUDO,atencion de partos en servicio,nacidos muertos,2008-03-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos,2008-03-01,4,4
OCURI,atencion de partos en servicio,nacidos muertos,2008-03-01,1,1
ORURO,atencion de partos en servicio,nacidos muertos,2008-03-01,13,13
PADILLA,atencion de partos en servicio,nacidos muertos,2008-03-01,1,1
POROMA,atencion de partos en servicio,nacidos muertos,2008-03-01,1,1
PORTACHUELO,atencion de partos en servicio,nacidos muertos,2008-03-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos,2008-03-01,8,8
PUERTO SUAREZ,atencion de partos en servicio,nacidos muertos,2008-03-01,2,2
PUNATA,atencion de partos en servicio,nacidos muertos,2008-03-01,2,2
QUIME,atencion de partos en servicio,nacidos muertos,2008-03-01,1,1
RIBERALTA,atencion de partos en servicio,nacidos muertos,2008-03-01,4,4
SACABA,atencion de partos en servicio,nacidos muertos,2008-03-01,1,1
SAMAIPATA,atencion de partos en servicio,nacidos muertos,2008-03-01,1,1
SAN BORJA,atencion de partos en servicio,nacidos muertos,2008-03-01,1,1
SAN BUENA VENTURA,atencion de partos en servicio,nacidos muertos,2008-03-01,1,1
SAN CARLOS,atencion de partos en servicio,nacidos muertos,2008-03-01,2,2
SAN IGNACIO,atencion de partos en servicio,nacidos muertos,2008-03-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos,2008-03-01,2,2
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,nacidos muertos,2008-03-01,1,1
SAN JULIAN,atencion de partos en servicio,nacidos muertos,2008-03-01,1,1
SAN LUCAS,atencion de partos en servicio,nacidos muertos,2008-03-01,1,1
SAN MATIAS,atencion de partos en servicio,nacidos muertos,2008-03-01,1,1
SAN RAMON,atencion de partos en servicio,nacidos muertos,2008-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos,2008-03-01,37,37
SOPACHUY,atencion de partos en servicio,nacidos muertos,2008-03-01,2,2
SUCRE,atencion de partos en servicio,nacidos muertos,2008-03-01,6,6
TACACOMA,atencion de partos en servicio,nacidos muertos,2008-03-01,1,1
TARABUCO,atencion de partos en servicio,nacidos muertos,2008-03-01,1,1
TARIJA,atencion de partos en servicio,nacidos muertos,2008-03-01,6,6
TIRAQUE (CBBA),atencion de partos en servicio,nacidos muertos,2008-03-01,1,1
TRINIDAD,atencion de partos en servicio,nacidos muertos,2008-03-01,2,2
VILLA TUNARI,atencion de partos en servicio,nacidos muertos,2008-03-01,3,3
YACUIBA,atencion de partos en servicio,nacidos muertos,2008-03-01,2,2
ARBIETO,atencion de partos en servicio,nacidos muertos,2008-04-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,nacidos muertos,2008-04-01,2,2
AZURDUY,atencion de partos en servicio,nacidos muertos,2008-04-01,1,1
BETANZOS,atencion de partos en servicio,nacidos muertos,2008-04-01,1,1
CABEZAS,atencion de partos en servicio,nacidos muertos,2008-04-01,1,1
CAMIRI,atencion de partos en servicio,nacidos muertos,2008-04-01,3,3
CARACOLLO,atencion de partos en servicio,nacidos muertos,2008-04-01,1,1
CARANAVI,atencion de partos en servicio,nacidos muertos,2008-04-01,4,4
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,nacidos muertos,2008-04-01,1,1
CLIZA,atencion de partos en servicio,nacidos muertos,2008-04-01,1,1
COBIJA,atencion de partos en servicio,nacidos muertos,2008-04-01,1,1
COCHABAMBA,atencion de partos en servicio,nacidos muertos,2008-04-01,13,13
COMARAPA,atencion de partos en servicio,nacidos muertos,2008-04-01,1,1
CONCEPCION,atencion de partos en servicio,nacidos muertos,2008-04-01,1,1
COTAGAITA,atencion de partos en servicio,nacidos muertos,2008-04-01,1,1
COTOCA,atencion de partos en servicio,nacidos muertos,2008-04-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos,2008-04-01,18,18
EL TORNO,atencion de partos en servicio,nacidos muertos,2008-04-01,1,1
ENTRE RIOS,atencion de partos en servicio,nacidos muertos,2008-04-01,1,1
LA ASUNTA,atencion de partos en servicio,nacidos muertos,2008-04-01,2,2
LA PAZ,atencion de partos en servicio,nacidos muertos,2008-04-01,29,29
LLALLAGUA,atencion de partos en servicio,nacidos muertos,2008-04-01,4,4
MONTEAGUDO,atencion de partos en servicio,nacidos muertos,2008-04-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos,2008-04-01,5,5
ORURO,atencion de partos en servicio,nacidos muertos,2008-04-01,18,18
PADILLA,atencion de partos en servicio,nacidos muertos,2008-04-01,1,1
PAILON,atencion de partos en servicio,nacidos muertos,2008-04-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos,2008-04-01,5,5
PUERTO VILLARROEL,atencion de partos en servicio,nacidos muertos,2008-04-01,2,2
PUNA,atencion de partos en servicio,nacidos muertos,2008-04-01,1,1
PUNATA,atencion de partos en servicio,nacidos muertos,2008-04-01,2,2
QUILLACOLLO,atencion de partos en servicio,nacidos muertos,2008-04-01,2,2
RIBERALTA,atencion de partos en servicio,nacidos muertos,2008-04-01,3,3
ROBORE,atencion de partos en servicio,nacidos muertos,2008-04-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en servicio,nacidos muertos,2008-04-01,1,1
SAN BORJA,atencion de partos en servicio,nacidos muertos,2008-04-01,1,1
SAN BUENA VENTURA,atencion de partos en servicio,nacidos muertos,2008-04-01,2,2
SAN CARLOS,atencion de partos en servicio,nacidos muertos,2008-04-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos,2008-04-01,3,3
SAN RAMON,atencion de partos en servicio,nacidos muertos,2008-04-01,2,2
SAN RAMON,atencion de partos en servicio,nacidos muertos,2008-04-01,1,1
SANTA ANA,atencion de partos en servicio,nacidos muertos,2008-04-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos,2008-04-01,26,26
SANTA ROSA,atencion de partos en servicio,nacidos muertos,2008-04-01,1,1
SOPACHUY,atencion de partos en servicio,nacidos muertos,2008-04-01,1,1
SUCRE,atencion de partos en servicio,nacidos muertos,2008-04-01,10,10
TARIJA,atencion de partos en servicio,nacidos muertos,2008-04-01,8,8
TIRAQUE (CBBA),atencion de partos en servicio,nacidos muertos,2008-04-01,1,1
TORO TORO,atencion de partos en servicio,nacidos muertos,2008-04-01,1,1
TUPIZA,atencion de partos en servicio,nacidos muertos,2008-04-01,2,2
UYUNI,atencion de partos en servicio,nacidos muertos,2008-04-01,2,2
VALLEGRANDE,atencion de partos en servicio,nacidos muertos,2008-04-01,1,1
VIACHA,atencion de partos en servicio,nacidos muertos,2008-04-01,1,1
VILLA MONTES,atencion de partos en servicio,nacidos muertos,2008-04-01,2,2
VILLA TUNARI,atencion de partos en servicio,nacidos muertos,2008-04-01,2,2
YACUIBA,atencion de partos en servicio,nacidos muertos,2008-04-01,3,3
AIQUILE,atencion de partos en servicio,nacidos muertos,2008-05-01,2,2
BERMEJO,atencion de partos en servicio,nacidos muertos,2008-05-01,1,1
BETANZOS,atencion de partos en servicio,nacidos muertos,2008-05-01,2,2
CAMARGO,atencion de partos en servicio,nacidos muertos,2008-05-01,1,1
CAMIRI,atencion de partos en servicio,nacidos muertos,2008-05-01,2,2
CARANAVI,atencion de partos en servicio,nacidos muertos,2008-05-01,2,2
CHALLAPATA,atencion de partos en servicio,nacidos muertos,2008-05-01,1,1
COBIJA,atencion de partos en servicio,nacidos muertos,2008-05-01,2,2
COCHABAMBA,atencion de partos en servicio,nacidos muertos,2008-05-01,26,26
COLPA BELGICA,atencion de partos en servicio,nacidos muertos,2008-05-01,1,1
COLQUECHACA,atencion de partos en servicio,nacidos muertos,2008-05-01,1,1
CONCEPCION,atencion de partos en servicio,nacidos muertos,2008-05-01,2,2
COROICO,atencion de partos en servicio,nacidos muertos,2008-05-01,1,1
CULPINA,atencion de partos en servicio,nacidos muertos,2008-05-01,4,4
EL ALTO,atencion de partos en servicio,nacidos muertos,2008-05-01,18,18
GUAYARAMERIN,atencion de partos en servicio,nacidos muertos,2008-05-01,3,3
GUTIERREZ,atencion de partos en servicio,nacidos muertos,2008-05-01,1,1
ICLA,atencion de partos en servicio,nacidos muertos,2008-05-01,1,1
LA GUARDIA,atencion de partos en servicio,nacidos muertos,2008-05-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos,2008-05-01,27,27
LLALLAGUA,atencion de partos en servicio,nacidos muertos,2008-05-01,2,2
MONTERO,atencion de partos en servicio,nacidos muertos,2008-05-01,2,2
ORURO,atencion de partos en servicio,nacidos muertos,2008-05-01,8,8
PADILLA,atencion de partos en servicio,nacidos muertos,2008-05-01,2,2
POROMA,atencion de partos en servicio,nacidos muertos,2008-05-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos,2008-05-01,4,4
PUERTO SUAREZ,atencion de partos en servicio,nacidos muertos,2008-05-01,1,1
PUERTO VILLARROEL,atencion de partos en servicio,nacidos muertos,2008-05-01,2,2
PUNATA,atencion de partos en servicio,nacidos muertos,2008-05-01,2,2
QUILLACOLLO,atencion de partos en servicio,nacidos muertos,2008-05-01,4,4
RIBERALTA,atencion de partos en servicio,nacidos muertos,2008-05-01,3,3
RURRENABAQUE,atencion de partos en servicio,nacidos muertos,2008-05-01,2,2
SAN CARLOS,atencion de partos en servicio,nacidos muertos,2008-05-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,nacidos muertos,2008-05-01,1,1
SAN RAMON,atencion de partos en servicio,nacidos muertos,2008-05-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos,2008-05-01,136,136
SANTA ROSA,atencion de partos en servicio,nacidos muertos,2008-05-01,1,1
SORATA,atencion de partos en servicio,nacidos muertos,2008-05-01,1,1
SUCRE,atencion de partos en servicio,nacidos muertos,2008-05-01,20,20
TACOPAYA,atencion de partos en servicio,nacidos muertos,2008-05-01,1,1
TARIJA,atencion de partos en servicio,nacidos muertos,2008-05-01,2,2
TIPUANI,atencion de partos en servicio,nacidos muertos,2008-05-01,1,1
TIQUIPAYA,atencion de partos en servicio,nacidos muertos,2008-05-01,1,1
TRINIDAD,atencion de partos en servicio,nacidos muertos,2008-05-01,1,1
UYUNI,atencion de partos en servicio,nacidos muertos,2008-05-01,1,1
VILLA TUNARI,atencion de partos en servicio,nacidos muertos,2008-05-01,2,2
VILLAZON,atencion de partos en servicio,nacidos muertos,2008-05-01,2,2
WARNES,atencion de partos en servicio,nacidos muertos,2008-05-01,2,2
YACUIBA,atencion de partos en servicio,nacidos muertos,2008-05-01,2,2
YAPACANI,atencion de partos en servicio,nacidos muertos,2008-05-01,1,1
ZUDAÑEZ,atencion de partos en servicio,nacidos muertos,2008-05-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,nacidos muertos,2008-06-01,1,1
BERMEJO,atencion de partos en servicio,nacidos muertos,2008-06-01,1,1
BETANZOS,atencion de partos en servicio,nacidos muertos,2008-06-01,1,1
CARANAVI,atencion de partos en servicio,nacidos muertos,2008-06-01,3,3
CHAYANTA,atencion de partos en servicio,nacidos muertos,2008-06-01,2,2
COBIJA,atencion de partos en servicio,nacidos muertos,2008-06-01,1,1
COCHABAMBA,atencion de partos en servicio,nacidos muertos,2008-06-01,19,19
COROICO,atencion de partos en servicio,nacidos muertos,2008-06-01,2,2
COTOCA,atencion de partos en servicio,nacidos muertos,2008-06-01,1,1
CULPINA,atencion de partos en servicio,nacidos muertos,2008-06-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos,2008-06-01,27,27
ENTRE RIOS,atencion de partos en servicio,nacidos muertos,2008-06-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicio,nacidos muertos,2008-06-01,1,1
GUAYARAMERIN,atencion de partos en servicio,nacidos muertos,2008-06-01,1,1
GUTIERREZ,atencion de partos en servicio,nacidos muertos,2008-06-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicio,nacidos muertos,2008-06-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos,2008-06-01,26,26
LLALLAGUA,atencion de partos en servicio,nacidos muertos,2008-06-01,1,1
MAGDALENA,atencion de partos en servicio,nacidos muertos,2008-06-01,1,1
MINEROS,atencion de partos en servicio,nacidos muertos,2008-06-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos,2008-06-01,3,3
OCURI,atencion de partos en servicio,nacidos muertos,2008-06-01,4,4
ORURO,atencion de partos en servicio,nacidos muertos,2008-06-01,12,12
PORCO,atencion de partos en servicio,nacidos muertos,2008-06-01,1,1
PORTACHUELO,atencion de partos en servicio,nacidos muertos,2008-06-01,2,2
PORVENIR,atencion de partos en servicio,nacidos muertos,2008-06-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos,2008-06-01,3,3
PUNATA,atencion de partos en servicio,nacidos muertos,2008-06-01,1,1
QUILLACOLLO,atencion de partos en servicio,nacidos muertos,2008-06-01,1,1
QUIRUSILLAS,atencion de partos en servicio,nacidos muertos,2008-06-01,1,1
RIBERALTA,atencion de partos en servicio,nacidos muertos,2008-06-01,5,5
SACACA,atencion de partos en servicio,nacidos muertos,2008-06-01,1,1
SAN BORJA,atencion de partos en servicio,nacidos muertos,2008-06-01,2,2
SAN BUENA VENTURA,atencion de partos en servicio,nacidos muertos,2008-06-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos,2008-06-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos,2008-06-01,16,16
SORATA,atencion de partos en servicio,nacidos muertos,2008-06-01,1,1
SUCRE,atencion de partos en servicio,nacidos muertos,2008-06-01,10,10
TARIJA,atencion de partos en servicio,nacidos muertos,2008-06-01,3,3
TARVITA,atencion de partos en servicio,nacidos muertos,2008-06-01,1,1
TIRAQUE (CBBA),atencion de partos en servicio,nacidos muertos,2008-06-01,1,1
TRINIDAD,atencion de partos en servicio,nacidos muertos,2008-06-01,1,1
VALLEGRANDE,atencion de partos en servicio,nacidos muertos,2008-06-01,1,1
WARNES,atencion de partos en servicio,nacidos muertos,2008-06-01,1,1
YACUIBA,atencion de partos en servicio,nacidos muertos,2008-06-01,4,4
YAPACANI,atencion de partos en servicio,nacidos muertos,2008-06-01,1,1
YOTALA,atencion de partos en servicio,nacidos muertos,2008-06-01,1,1
ZUDAÑEZ,atencion de partos en servicio,nacidos muertos,2008-06-01,1,1
ACHACACHI,atencion de partos en servicio,nacidos muertos,2008-07-01,1,1
AIQUILE,atencion de partos en servicio,nacidos muertos,2008-07-01,1,1
APOLO,atencion de partos en servicio,nacidos muertos,2008-07-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicio,nacidos muertos,2008-07-01,1,1
BETANZOS,atencion de partos en servicio,nacidos muertos,2008-07-01,1,1
CARANAVI,atencion de partos en servicio,nacidos muertos,2008-07-01,6,6
CHARAGUA,atencion de partos en servicio,nacidos muertos,2008-07-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,nacidos muertos,2008-07-01,2,2
COBIJA,atencion de partos en servicio,nacidos muertos,2008-07-01,3,3
COCHABAMBA,atencion de partos en servicio,nacidos muertos,2008-07-01,12,12
COLQUECHACA,atencion de partos en servicio,nacidos muertos,2008-07-01,1,1
COMARAPA,atencion de partos en servicio,nacidos muertos,2008-07-01,1,1
CONCEPCION,atencion de partos en servicio,nacidos muertos,2008-07-01,3,3
COTOCA,atencion de partos en servicio,nacidos muertos,2008-07-01,1,1
CULPINA,atencion de partos en servicio,nacidos muertos,2008-07-01,3,3
EL ALTO,atencion de partos en servicio,nacidos muertos,2008-07-01,20,20
EL VILLAR,atencion de partos en servicio,nacidos muertos,2008-07-01,1,1
HUACARETA,atencion de partos en servicio,nacidos muertos,2008-07-01,1,1
IXIAMAS,atencion de partos en servicio,nacidos muertos,2008-07-01,1,1
JESUS DE MACHACA,atencion de partos en servicio,nacidos muertos,2008-07-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos,2008-07-01,19,19
LLALLAGUA,atencion de partos en servicio,nacidos muertos,2008-07-01,5,5
MIZQUE,atencion de partos en servicio,nacidos muertos,2008-07-01,1,1
MOCOMOCO,atencion de partos en servicio,nacidos muertos,2008-07-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos,2008-07-01,1,1
OCURI,atencion de partos en servicio,nacidos muertos,2008-07-01,3,3
ORURO,atencion de partos en servicio,nacidos muertos,2008-07-01,20,20
PADILLA,atencion de partos en servicio,nacidos muertos,2008-07-01,4,4
PALOS BLANCOS,atencion de partos en servicio,nacidos muertos,2008-07-01,3,3
PATACAMAYA,atencion de partos en servicio,nacidos muertos,2008-07-01,7,7
PORTACHUELO,atencion de partos en servicio,nacidos muertos,2008-07-01,2,2
POTOSI,atencion de partos en servicio,nacidos muertos,2008-07-01,26,26
PUERTO SUAREZ,atencion de partos en servicio,nacidos muertos,2008-07-01,1,1
PUNATA,atencion de partos en servicio,nacidos muertos,2008-07-01,2,2
QUIME,atencion de partos en servicio,nacidos muertos,2008-07-01,2,2
REYES,atencion de partos en servicio,nacidos muertos,2008-07-01,1,1
RURRENABAQUE,atencion de partos en servicio,nacidos muertos,2008-07-01,2,2
SAN BUENA VENTURA,atencion de partos en servicio,nacidos muertos,2008-07-01,1,1
SAN CARLOS,atencion de partos en servicio,nacidos muertos,2008-07-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos,2008-07-01,4,4
SAN JAVIER(STC),atencion de partos en servicio,nacidos muertos,2008-07-01,3,3
SAN JOAQUIN,atencion de partos en servicio,nacidos muertos,2008-07-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,nacidos muertos,2008-07-01,1,1
SAN JULIAN,atencion de partos en servicio,nacidos muertos,2008-07-01,1,1
SAN LUCAS,atencion de partos en servicio,nacidos muertos,2008-07-01,1,1
SAN RAMON,atencion de partos en servicio,nacidos muertos,2008-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos,2008-07-01,17,17
SUCRE,atencion de partos en servicio,nacidos muertos,2008-07-01,9,9
TARABUCO,atencion de partos en servicio,nacidos muertos,2008-07-01,1,1
TARIJA,atencion de partos en servicio,nacidos muertos,2008-07-01,3,3
