municipality,group,variable,month,Viviendas Roceadas,TOTAL
SAIPINA,chagas viviendas,viviendas roceadas,2013-08-01,47,47
SAMAIPATA,chagas viviendas,viviendas roceadas,2013-08-01,39,39
SAN ANTONIO DE LOMERIO,chagas viviendas,viviendas roceadas,2013-08-01,31,31
SAN BENITO,chagas viviendas,viviendas roceadas,2013-08-01,4,4
SAN JULIAN,chagas viviendas,viviendas roceadas,2013-08-01,480,480
SAN LUCAS,chagas viviendas,viviendas roceadas,2013-08-01,23,23
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2013-08-01,80,80
SANTIVAÑES,chagas viviendas,viviendas roceadas,2013-08-01,80,80
SICAYA,chagas viviendas,viviendas roceadas,2013-08-01,5,5
SIPE SIPE,chagas viviendas,viviendas roceadas,2013-08-01,36,36
SOPACHUY,chagas viviendas,viviendas roceadas,2013-08-01,1,1
SUCRE,chagas viviendas,viviendas roceadas,2013-08-01,6,6
TAPACARI,chagas viviendas,viviendas roceadas,2013-08-01,6,6
TARABUCO,chagas viviendas,viviendas roceadas,2013-08-01,70,70
TARIJA,chagas viviendas,viviendas roceadas,2013-08-01,69,69
TARVITA,chagas viviendas,viviendas roceadas,2013-08-01,23,23
TOMINA,chagas viviendas,viviendas roceadas,2013-08-01,46,46
TORO TORO,chagas viviendas,viviendas roceadas,2013-08-01,43,43
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2013-08-01,8,8
TUPIZA,chagas viviendas,viviendas roceadas,2013-08-01,5,5
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2013-08-01,4,4
VALLEGRANDE,chagas viviendas,viviendas roceadas,2013-08-01,2,2
VILA VILA,chagas viviendas,viviendas roceadas,2013-08-01,30,30
VILLA CHARCAS,chagas viviendas,viviendas roceadas,2013-08-01,50,50
VILLA MONTES,chagas viviendas,viviendas roceadas,2013-08-01,102,102
VILLA RIVERO,chagas viviendas,viviendas roceadas,2013-08-01,2,2
VILLA SERRANO,chagas viviendas,viviendas roceadas,2013-08-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas roceadas,2013-08-01,98,98
VILLAZON,chagas viviendas,viviendas roceadas,2013-08-01,4,4
VINTO,chagas viviendas,viviendas roceadas,2013-08-01,4,4
VITICHI,chagas viviendas,viviendas roceadas,2013-08-01,1,1
YACUIBA,chagas viviendas,viviendas roceadas,2013-08-01,116,116
YAMPARAEZ,chagas viviendas,viviendas roceadas,2013-08-01,72,72
YOTALA,chagas viviendas,viviendas roceadas,2013-08-01,27,27
YUNCHARA,chagas viviendas,viviendas roceadas,2013-08-01,5,5
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2013-08-01,17,17
ACACIO,chagas viviendas,viviendas roceadas,2013-09-01,4,4
AIQUILE,chagas viviendas,viviendas roceadas,2013-09-01,45,45
ALCALA,chagas viviendas,viviendas roceadas,2013-09-01,5,5
ANZALDO,chagas viviendas,viviendas roceadas,2013-09-01,18,18
ARANI,chagas viviendas,viviendas roceadas,2013-09-01,2,2
ARBIETO,chagas viviendas,viviendas roceadas,2013-09-01,9,9
ARQUE,chagas viviendas,viviendas roceadas,2013-09-01,14,14
CABEZAS,chagas viviendas,viviendas roceadas,2013-09-01,402,402
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2013-09-01,1,1
CAMIRI,chagas viviendas,viviendas roceadas,2013-09-01,10,10
CAPINOTA,chagas viviendas,viviendas roceadas,2013-09-01,27,27
CARAPARI,chagas viviendas,viviendas roceadas,2013-09-01,66,66
CHARAGUA,chagas viviendas,viviendas roceadas,2013-09-01,560,560
CHULUMANI (V. DE LA LIBERTAD),chagas viviendas,viviendas roceadas,2013-09-01,7,7
CLIZA,chagas viviendas,viviendas roceadas,2013-09-01,2,2
COCHABAMBA,chagas viviendas,viviendas roceadas,2013-09-01,34,34
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2013-09-01,8,8
COLQUECHACA,chagas viviendas,viviendas roceadas,2013-09-01,16,16
CONCEPCION,chagas viviendas,viviendas roceadas,2013-09-01,8,8
CULPINA,chagas viviendas,viviendas roceadas,2013-09-01,25,25
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2013-09-01,31,31
EL TORNO,chagas viviendas,viviendas roceadas,2013-09-01,27,27
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2013-09-01,217,217
GUTIERREZ,chagas viviendas,viviendas roceadas,2013-09-01,152,152
HUACARETA,chagas viviendas,viviendas roceadas,2013-09-01,9,9
ICLA,chagas viviendas,viviendas roceadas,2013-09-01,49,49
INCAHUASI,chagas viviendas,viviendas roceadas,2013-09-01,6,6
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas roceadas,2013-09-01,35,35
LAS CARRERAS,chagas viviendas,viviendas roceadas,2013-09-01,2,2
LURIBAY,chagas viviendas,viviendas roceadas,2013-09-01,11,11
MIZQUE,chagas viviendas,viviendas roceadas,2013-09-01,33,33
MORO MORO,chagas viviendas,viviendas roceadas,2013-09-01,23,23
OMEREQUE,chagas viviendas,viviendas roceadas,2013-09-01,9,9
PADCAYA,chagas viviendas,viviendas roceadas,2013-09-01,21,21
PADILLA,chagas viviendas,viviendas roceadas,2013-09-01,12,12
PASORAPA,chagas viviendas,viviendas roceadas,2013-09-01,6,6
POCONA,chagas viviendas,viviendas roceadas,2013-09-01,1,1
POJO (CBBA),chagas viviendas,viviendas roceadas,2013-09-01,8,8
POROMA,chagas viviendas,viviendas roceadas,2013-09-01,13,13
PRESTO,chagas viviendas,viviendas roceadas,2013-09-01,31,31
PUNATA,chagas viviendas,viviendas roceadas,2013-09-01,2,2
SACABA,chagas viviendas,viviendas roceadas,2013-09-01,9,9
SAIPINA,chagas viviendas,viviendas roceadas,2013-09-01,17,17
SAN BENITO,chagas viviendas,viviendas roceadas,2013-09-01,13,13
SAN JULIAN,chagas viviendas,viviendas roceadas,2013-09-01,345,345
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2013-09-01,47,47
SAN LUCAS,chagas viviendas,viviendas roceadas,2013-09-01,9,9
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2013-09-01,34,34
SICAYA,chagas viviendas,viviendas roceadas,2013-09-01,11,11
SIPE SIPE,chagas viviendas,viviendas roceadas,2013-09-01,35,35
SOPACHUY,chagas viviendas,viviendas roceadas,2013-09-01,8,8
SUCRE,chagas viviendas,viviendas roceadas,2013-09-01,7,7
TAPACARI,chagas viviendas,viviendas roceadas,2013-09-01,7,7
TARABUCO,chagas viviendas,viviendas roceadas,2013-09-01,98,98
TARATA,chagas viviendas,viviendas roceadas,2013-09-01,2,2
TARIJA,chagas viviendas,viviendas roceadas,2013-09-01,16,16
TARVITA,chagas viviendas,viviendas roceadas,2013-09-01,2,2
TOMINA,chagas viviendas,viviendas roceadas,2013-09-01,110,110
TORO TORO,chagas viviendas,viviendas roceadas,2013-09-01,13,13
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2013-09-01,6,6
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2013-09-01,9,9
VALLEGRANDE,chagas viviendas,viviendas roceadas,2013-09-01,10,10
VILLA CHARCAS,chagas viviendas,viviendas roceadas,2013-09-01,11,11
VILLA MONTES,chagas viviendas,viviendas roceadas,2013-09-01,201,201
VILLA RIVERO,chagas viviendas,viviendas roceadas,2013-09-01,2,2
VILLA SERRANO,chagas viviendas,viviendas roceadas,2013-09-01,60,60
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas roceadas,2013-09-01,61,61
VINTO,chagas viviendas,viviendas roceadas,2013-09-01,3,3
YACUIBA,chagas viviendas,viviendas roceadas,2013-09-01,115,115
YOTALA,chagas viviendas,viviendas roceadas,2013-09-01,42,42
YUNCHARA,chagas viviendas,viviendas roceadas,2013-09-01,3,3
ACACIO,chagas viviendas,viviendas roceadas,2013-10-01,7,7
AIQUILE,chagas viviendas,viviendas roceadas,2013-10-01,11,11
ANZALDO,chagas viviendas,viviendas roceadas,2013-10-01,14,14
ARAMPAMPA,chagas viviendas,viviendas roceadas,2013-10-01,52,52
ARANI,chagas viviendas,viviendas roceadas,2013-10-01,6,6
ARBIETO,chagas viviendas,viviendas roceadas,2013-10-01,37,37
ARQUE,chagas viviendas,viviendas roceadas,2013-10-01,5,5
BETANZOS,chagas viviendas,viviendas roceadas,2013-10-01,22,22
CAMARGO,chagas viviendas,viviendas roceadas,2013-10-01,301,301
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2013-10-01,3,3
CAMIRI,chagas viviendas,viviendas roceadas,2013-10-01,46,46
CAPINOTA,chagas viviendas,viviendas roceadas,2013-10-01,45,45
CARAPARI,chagas viviendas,viviendas roceadas,2013-10-01,64,64
CHULUMANI (V. DE LA LIBERTAD),chagas viviendas,viviendas roceadas,2013-10-01,3,3
CKOCHAS,chagas viviendas,viviendas roceadas,2013-10-01,136,136
CLIZA,chagas viviendas,viviendas roceadas,2013-10-01,3,3
COCHABAMBA,chagas viviendas,viviendas roceadas,2013-10-01,45,45
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2013-10-01,16,16
COMARAPA,chagas viviendas,viviendas roceadas,2013-10-01,547,547
COTAGAITA,chagas viviendas,viviendas roceadas,2013-10-01,13,13
CUATRO CAÑADAS,chagas viviendas,viviendas roceadas,2013-10-01,366,366
CULPINA,chagas viviendas,viviendas roceadas,2013-10-01,183,183
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2013-10-01,24,24
EL TORNO,chagas viviendas,viviendas roceadas,2013-10-01,295,295
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2013-10-01,396,396
GUTIERREZ,chagas viviendas,viviendas roceadas,2013-10-01,383,383
ICLA,chagas viviendas,viviendas roceadas,2013-10-01,8,8
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas roceadas,2013-10-01,21,21
LAS CARRERAS,chagas viviendas,viviendas roceadas,2013-10-01,44,44
LURIBAY,chagas viviendas,viviendas roceadas,2013-10-01,6,6
MIZQUE,chagas viviendas,viviendas roceadas,2013-10-01,159,159
MOJOCOYA,chagas viviendas,viviendas roceadas,2013-10-01,4,4
OMEREQUE,chagas viviendas,viviendas roceadas,2013-10-01,4,4
PADCAYA,chagas viviendas,viviendas roceadas,2013-10-01,5,5
PADILLA,chagas viviendas,viviendas roceadas,2013-10-01,119,119
PASORAPA,chagas viviendas,viviendas roceadas,2013-10-01,5,5
POCOATA,chagas viviendas,viviendas roceadas,2013-10-01,3,3
POJO (CBBA),chagas viviendas,viviendas roceadas,2013-10-01,17,17
POROMA,chagas viviendas,viviendas roceadas,2013-10-01,4,4
PUNATA,chagas viviendas,viviendas roceadas,2013-10-01,4,4
RAVELO,chagas viviendas,viviendas roceadas,2013-10-01,10,10
SACABA,chagas viviendas,viviendas roceadas,2013-10-01,17,17
SAIPINA,chagas viviendas,viviendas roceadas,2013-10-01,49,49
SAN JULIAN,chagas viviendas,viviendas roceadas,2013-10-01,22,22
SAN LUCAS,chagas viviendas,viviendas roceadas,2013-10-01,28,28
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2013-10-01,586,586
SANTIVAÑES,chagas viviendas,viviendas roceadas,2013-10-01,28,28
SICAYA,chagas viviendas,viviendas roceadas,2013-10-01,5,5
SIPE SIPE,chagas viviendas,viviendas roceadas,2013-10-01,29,29
SOPACHUY,chagas viviendas,viviendas roceadas,2013-10-01,16,16
TACOBAMBA,chagas viviendas,viviendas roceadas,2013-10-01,65,65
TAPACARI,chagas viviendas,viviendas roceadas,2013-10-01,4,4
TARATA,chagas viviendas,viviendas roceadas,2013-10-01,4,4
TARIJA,chagas viviendas,viviendas roceadas,2013-10-01,34,34
TOMAVE,chagas viviendas,viviendas roceadas,2013-10-01,3,3
TORO TORO,chagas viviendas,viviendas roceadas,2013-10-01,96,96
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2013-10-01,8,8
VALLEGRANDE,chagas viviendas,viviendas roceadas,2013-10-01,8,8
VILLA MONTES,chagas viviendas,viviendas roceadas,2013-10-01,58,58
VILLA RIVERO,chagas viviendas,viviendas roceadas,2013-10-01,12,12
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas roceadas,2013-10-01,102,102
VITICHI,chagas viviendas,viviendas roceadas,2013-10-01,24,24
YACUIBA,chagas viviendas,viviendas roceadas,2013-10-01,140,140
YOTALA,chagas viviendas,viviendas roceadas,2013-10-01,123,123
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2013-10-01,1,1
ACACIO,chagas viviendas,viviendas roceadas,2013-11-01,7,7
AIQUILE,chagas viviendas,viviendas roceadas,2013-11-01,17,17
ALCALA,chagas viviendas,viviendas roceadas,2013-11-01,8,8
ANZALDO,chagas viviendas,viviendas roceadas,2013-11-01,42,42
ARAMPAMPA,chagas viviendas,viviendas roceadas,2013-11-01,32,32
ARANI,chagas viviendas,viviendas roceadas,2013-11-01,4,4
ARBIETO,chagas viviendas,viviendas roceadas,2013-11-01,25,25
ARQUE,chagas viviendas,viviendas roceadas,2013-11-01,2,2
BETANZOS,chagas viviendas,viviendas roceadas,2013-11-01,225,225
CAIROMA,chagas viviendas,viviendas roceadas,2013-11-01,9,9
CAMARGO,chagas viviendas,viviendas roceadas,2013-11-01,163,163
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2013-11-01,14,14
CAPINOTA,chagas viviendas,viviendas roceadas,2013-11-01,39,39
CARAPARI,chagas viviendas,viviendas roceadas,2013-11-01,21,21
CKOCHAS,chagas viviendas,viviendas roceadas,2013-11-01,67,67
CLIZA,chagas viviendas,viviendas roceadas,2013-11-01,2,2
COCHABAMBA,chagas viviendas,viviendas roceadas,2013-11-01,49,49
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2013-11-01,2,2
COLQUECHACA,chagas viviendas,viviendas roceadas,2013-11-01,12,12
COMARAPA,chagas viviendas,viviendas roceadas,2013-11-01,527,527
COTAGAITA,chagas viviendas,viviendas roceadas,2013-11-01,27,27
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2013-11-01,4,4
EL TORNO,chagas viviendas,viviendas roceadas,2013-11-01,3,3
EL VILLAR,chagas viviendas,viviendas roceadas,2013-11-01,145,145
GUTIERREZ,chagas viviendas,viviendas roceadas,2013-11-01,88,88
HUACARETA,chagas viviendas,viviendas roceadas,2013-11-01,200,200
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2013-11-01,18,18
ICLA,chagas viviendas,viviendas roceadas,2013-11-01,14,14
INCAHUASI,chagas viviendas,viviendas roceadas,2013-11-01,35,35
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas roceadas,2013-11-01,11,11
LAS CARRERAS,chagas viviendas,viviendas roceadas,2013-11-01,5,5
LURIBAY,chagas viviendas,viviendas roceadas,2013-11-01,1,1
MIZQUE,chagas viviendas,viviendas roceadas,2013-11-01,65,65
MOJOCOYA,chagas viviendas,viviendas roceadas,2013-11-01,60,60
MONTEAGUDO,chagas viviendas,viviendas roceadas,2013-11-01,25,25
OMEREQUE,chagas viviendas,viviendas roceadas,2013-11-01,17,17
PADCAYA,chagas viviendas,viviendas roceadas,2013-11-01,10,10
PADILLA,chagas viviendas,viviendas roceadas,2013-11-01,8,8
PASORAPA,chagas viviendas,viviendas roceadas,2013-11-01,1,1
POCONA,chagas viviendas,viviendas roceadas,2013-11-01,2,2
POJO (CBBA),chagas viviendas,viviendas roceadas,2013-11-01,13,13
POROMA,chagas viviendas,viviendas roceadas,2013-11-01,266,266
PRESTO,chagas viviendas,viviendas roceadas,2013-11-01,169,169
PUNA,chagas viviendas,viviendas roceadas,2013-11-01,10,10
RAVELO,chagas viviendas,viviendas roceadas,2013-11-01,43,43
SACABA,chagas viviendas,viviendas roceadas,2013-11-01,31,31
SAIPINA,chagas viviendas,viviendas roceadas,2013-11-01,23,23
SAN ANTONIO DE LOMERIO,chagas viviendas,viviendas roceadas,2013-11-01,54,54
SAN BENITO,chagas viviendas,viviendas roceadas,2013-11-01,9,9
SANTIVAÑES,chagas viviendas,viviendas roceadas,2013-11-01,3,3
SAPAHAQUI,chagas viviendas,viviendas roceadas,2013-11-01,3,3
SICAYA,chagas viviendas,viviendas roceadas,2013-11-01,6,6
SIPE SIPE,chagas viviendas,viviendas roceadas,2013-11-01,26,26
SOPACHUY,chagas viviendas,viviendas roceadas,2013-11-01,6,6
SUCRE,chagas viviendas,viviendas roceadas,2013-11-01,135,135
TAPACARI,chagas viviendas,viviendas roceadas,2013-11-01,3,3
TARABUCO,chagas viviendas,viviendas roceadas,2013-11-01,26,26
TARIJA,chagas viviendas,viviendas roceadas,2013-11-01,23,23
TARVITA,chagas viviendas,viviendas roceadas,2013-11-01,2,2
TOLATA,chagas viviendas,viviendas roceadas,2013-11-01,1,1
TOMAVE,chagas viviendas,viviendas roceadas,2013-11-01,9,9
TOMINA,chagas viviendas,viviendas roceadas,2013-11-01,16,16
TORO TORO,chagas viviendas,viviendas roceadas,2013-11-01,38,38
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2013-11-01,1,1
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2013-11-01,18,18
VALLEGRANDE,chagas viviendas,viviendas roceadas,2013-11-01,27,27
VILLA MONTES,chagas viviendas,viviendas roceadas,2013-11-01,147,147
VILLA RIVERO,chagas viviendas,viviendas roceadas,2013-11-01,8,8
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas roceadas,2013-11-01,166,166
VITICHI,chagas viviendas,viviendas roceadas,2013-11-01,9,9
YACUIBA,chagas viviendas,viviendas roceadas,2013-11-01,183,183
YOTALA,chagas viviendas,viviendas roceadas,2013-11-01,25,25
YUNCHARA,chagas viviendas,viviendas roceadas,2013-11-01,18,18
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2013-11-01,1,1
ACACIO,chagas viviendas,viviendas roceadas,2013-12-01,1,1
AIQUILE,chagas viviendas,viviendas roceadas,2013-12-01,17,17
ANZALDO,chagas viviendas,viviendas roceadas,2013-12-01,7,7
ARANI,chagas viviendas,viviendas roceadas,2013-12-01,4,4
ARBIETO,chagas viviendas,viviendas roceadas,2013-12-01,1,1
ARQUE,chagas viviendas,viviendas roceadas,2013-12-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2013-12-01,2,2
BETANZOS,chagas viviendas,viviendas roceadas,2013-12-01,20,20
CAIROMA,chagas viviendas,viviendas roceadas,2013-12-01,1,1
CAPINOTA,chagas viviendas,viviendas roceadas,2013-12-01,66,66
CARAPARI,chagas viviendas,viviendas roceadas,2013-12-01,16,16
CHARAGUA,chagas viviendas,viviendas roceadas,2013-12-01,797,797
CLIZA,chagas viviendas,viviendas roceadas,2013-12-01,2,2
COCHABAMBA,chagas viviendas,viviendas roceadas,2013-12-01,3,3
COLQUECHACA,chagas viviendas,viviendas roceadas,2013-12-01,10,10
COMARAPA,chagas viviendas,viviendas roceadas,2013-12-01,424,424
COTAGAITA,chagas viviendas,viviendas roceadas,2013-12-01,13,13
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2013-12-01,10,10
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2013-12-01,33,33
HUACARETA,chagas viviendas,viviendas roceadas,2013-12-01,80,80
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2013-12-01,22,22
ICLA,chagas viviendas,viviendas roceadas,2013-12-01,1,1
MINEROS,chagas viviendas,viviendas roceadas,2013-12-01,2,2
MIZQUE,chagas viviendas,viviendas roceadas,2013-12-01,61,61
MOJOCOYA,chagas viviendas,viviendas roceadas,2013-12-01,29,29
PADCAYA,chagas viviendas,viviendas roceadas,2013-12-01,7,7
PADILLA,chagas viviendas,viviendas roceadas,2013-12-01,7,7
POJO (CBBA),chagas viviendas,viviendas roceadas,2013-12-01,3,3
POROMA,chagas viviendas,viviendas roceadas,2013-12-01,6,6
RAVELO,chagas viviendas,viviendas roceadas,2013-12-01,45,45
SACABA,chagas viviendas,viviendas roceadas,2013-12-01,13,13
SAIPINA,chagas viviendas,viviendas roceadas,2013-12-01,7,7
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2013-12-01,292,292
SICAYA,chagas viviendas,viviendas roceadas,2013-12-01,4,4
SIPE SIPE,chagas viviendas,viviendas roceadas,2013-12-01,29,29
SOPACHUY,chagas viviendas,viviendas roceadas,2013-12-01,44,44
SUCRE,chagas viviendas,viviendas roceadas,2013-12-01,36,36
TAPACARI,chagas viviendas,viviendas roceadas,2013-12-01,9,9
TARIJA,chagas viviendas,viviendas roceadas,2013-12-01,101,101
TARVITA,chagas viviendas,viviendas roceadas,2013-12-01,80,80
TIQUIPAYA,chagas viviendas,viviendas roceadas,2013-12-01,5,5
TOLATA,chagas viviendas,viviendas roceadas,2013-12-01,1,1
TORO TORO,chagas viviendas,viviendas roceadas,2013-12-01,3,3
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2013-12-01,7,7
VALLEGRANDE,chagas viviendas,viviendas roceadas,2013-12-01,17,17
VILLA MONTES,chagas viviendas,viviendas roceadas,2013-12-01,11,11
VILLA RIVERO,chagas viviendas,viviendas roceadas,2013-12-01,3,3
VILLA SERRANO,chagas viviendas,viviendas roceadas,2013-12-01,113,113
VITICHI,chagas viviendas,viviendas roceadas,2013-12-01,8,8
YACUIBA,chagas viviendas,viviendas roceadas,2013-12-01,102,102
YOTALA,chagas viviendas,viviendas roceadas,2013-12-01,52,52
