municipality,group,variable,month,Viviendas Positivas,TOTAL
PADILLA,chagas viviendas,viviendas positivas,2013-02-01,16,16
POCONA,chagas viviendas,viviendas positivas,2013-02-01,1,1
POJO (CBBA),chagas viviendas,viviendas positivas,2013-02-01,4,4
POSTRER VALLE,chagas viviendas,viviendas positivas,2013-02-01,1,1
SACABA,chagas viviendas,viviendas positivas,2013-02-01,6,6
SAIPINA,chagas viviendas,viviendas positivas,2013-02-01,5,5
SAN ANTONIO DE LOMERIO,chagas viviendas,viviendas positivas,2013-02-01,1,1
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2013-02-01,1,1
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas positivas,2013-02-01,25,25
SICAYA,chagas viviendas,viviendas positivas,2013-02-01,1,1
SIPE SIPE,chagas viviendas,viviendas positivas,2013-02-01,2,2
SUCRE,chagas viviendas,viviendas positivas,2013-02-01,1,1
TARATA,chagas viviendas,viviendas positivas,2013-02-01,3,3
TARIJA,chagas viviendas,viviendas positivas,2013-02-01,3,3
TORO TORO,chagas viviendas,viviendas positivas,2013-02-01,1,1
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2013-02-01,1,1
VALLEGRANDE,chagas viviendas,viviendas positivas,2013-02-01,4,4
VILLA MONTES,chagas viviendas,viviendas positivas,2013-02-01,13,13
VILLA RIVERO,chagas viviendas,viviendas positivas,2013-02-01,4,4
VINTO,chagas viviendas,viviendas positivas,2013-02-01,1,1
AIQUILE,chagas viviendas,viviendas positivas,2013-03-01,1,1
ALCALA,chagas viviendas,viviendas positivas,2013-03-01,4,4
ANZALDO,chagas viviendas,viviendas positivas,2013-03-01,7,7
ARAMPAMPA,chagas viviendas,viviendas positivas,2013-03-01,1,1
ARANI,chagas viviendas,viviendas positivas,2013-03-01,1,1
ARBIETO,chagas viviendas,viviendas positivas,2013-03-01,28,28
ARQUE,chagas viviendas,viviendas positivas,2013-03-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2013-03-01,4,4
CAMARGO,chagas viviendas,viviendas positivas,2013-03-01,11,11
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas positivas,2013-03-01,4,4
CAPINOTA,chagas viviendas,viviendas positivas,2013-03-01,10,10
CKOCHAS,chagas viviendas,viviendas positivas,2013-03-01,5,5
CLIZA,chagas viviendas,viviendas positivas,2013-03-01,1,1
COLCAPIRHUA,chagas viviendas,viviendas positivas,2013-03-01,2,2
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas positivas,2013-03-01,1,1
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2013-03-01,8,8
EL TORNO,chagas viviendas,viviendas positivas,2013-03-01,13,13
GUTIERREZ,chagas viviendas,viviendas positivas,2013-03-01,311,311
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2013-03-01,27,27
ICLA,chagas viviendas,viviendas positivas,2013-03-01,5,5
MECAPACA,chagas viviendas,viviendas positivas,2013-03-01,2,2
MOJOCOYA,chagas viviendas,viviendas positivas,2013-03-01,2,2
OMEREQUE,chagas viviendas,viviendas positivas,2013-03-01,1,1
PADCAYA,chagas viviendas,viviendas positivas,2013-03-01,1,1
PADILLA,chagas viviendas,viviendas positivas,2013-03-01,1,1
POCONA,chagas viviendas,viviendas positivas,2013-03-01,2,2
POJO (CBBA),chagas viviendas,viviendas positivas,2013-03-01,5,5
SACABA,chagas viviendas,viviendas positivas,2013-03-01,8,8
SAIPINA,chagas viviendas,viviendas positivas,2013-03-01,1,1
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2013-03-01,4,4
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2013-03-01,9,9
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas positivas,2013-03-01,8,8
SANTIVAÑES,chagas viviendas,viviendas positivas,2013-03-01,9,9
SICAYA,chagas viviendas,viviendas positivas,2013-03-01,2,2
SIPE SIPE,chagas viviendas,viviendas positivas,2013-03-01,5,5
TAPACARI,chagas viviendas,viviendas positivas,2013-03-01,5,5
TARATA,chagas viviendas,viviendas positivas,2013-03-01,1,1
TARIJA,chagas viviendas,viviendas positivas,2013-03-01,2,2
TIQUIPAYA,chagas viviendas,viviendas positivas,2013-03-01,2,2
TOMAVE,chagas viviendas,viviendas positivas,2013-03-01,3,3
TORO TORO,chagas viviendas,viviendas positivas,2013-03-01,1,1
TUPIZA,chagas viviendas,viviendas positivas,2013-03-01,4,4
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2013-03-01,1,1
VALLEGRANDE,chagas viviendas,viviendas positivas,2013-03-01,3,3
VILLA RIVERO,chagas viviendas,viviendas positivas,2013-03-01,3,3
VITICHI,chagas viviendas,viviendas positivas,2013-03-01,12,12
AIQUILE,chagas viviendas,viviendas positivas,2013-04-01,32,32
ALCALA,chagas viviendas,viviendas positivas,2013-04-01,8,8
ANZALDO,chagas viviendas,viviendas positivas,2013-04-01,2,2
ARANI,chagas viviendas,viviendas positivas,2013-04-01,6,6
ARBIETO,chagas viviendas,viviendas positivas,2013-04-01,37,37
ARQUE,chagas viviendas,viviendas positivas,2013-04-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2013-04-01,5,5
CAMARGO,chagas viviendas,viviendas positivas,2013-04-01,14,14
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas positivas,2013-04-01,2,2
CAPINOTA,chagas viviendas,viviendas positivas,2013-04-01,11,11
CHULUMANI (V. DE LA LIBERTAD),chagas viviendas,viviendas positivas,2013-04-01,11,11
CKOCHAS,chagas viviendas,viviendas positivas,2013-04-01,10,10
CLIZA,chagas viviendas,viviendas positivas,2013-04-01,3,3
COCHABAMBA,chagas viviendas,viviendas positivas,2013-04-01,18,18
COLCAPIRHUA,chagas viviendas,viviendas positivas,2013-04-01,1,1
COMARAPA,chagas viviendas,viviendas positivas,2013-04-01,28,28
COTAGAITA,chagas viviendas,viviendas positivas,2013-04-01,4,4
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas positivas,2013-04-01,2,2
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2013-04-01,2,2
EL TORNO,chagas viviendas,viviendas positivas,2013-04-01,4,4
ENTRE RIOS TRJ,chagas viviendas,viviendas positivas,2013-04-01,19,19
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2013-04-01,6,6
ICLA,chagas viviendas,viviendas positivas,2013-04-01,5,5
INCAHUASI,chagas viviendas,viviendas positivas,2013-04-01,5,5
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas positivas,2013-04-01,1,1
LA GUARDIA,chagas viviendas,viviendas positivas,2013-04-01,15,15
LAS CARRERAS,chagas viviendas,viviendas positivas,2013-04-01,2,2
MECAPACA,chagas viviendas,viviendas positivas,2013-04-01,9,9
MIZQUE,chagas viviendas,viviendas positivas,2013-04-01,16,16
MOJOCOYA,chagas viviendas,viviendas positivas,2013-04-01,6,6
PADCAYA,chagas viviendas,viviendas positivas,2013-04-01,2,2
POCONA,chagas viviendas,viviendas positivas,2013-04-01,2,2
POJO (CBBA),chagas viviendas,viviendas positivas,2013-04-01,6,6
POROMA,chagas viviendas,viviendas positivas,2013-04-01,11,11
POSTRER VALLE,chagas viviendas,viviendas positivas,2013-04-01,1,1
RAVELO,chagas viviendas,viviendas positivas,2013-04-01,3,3
SACABA,chagas viviendas,viviendas positivas,2013-04-01,5,5
SAIPINA,chagas viviendas,viviendas positivas,2013-04-01,5,5
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2013-04-01,1,1
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2013-04-01,9,9
SANTIVAÑES,chagas viviendas,viviendas positivas,2013-04-01,37,37
SICAYA,chagas viviendas,viviendas positivas,2013-04-01,6,6
SIPE SIPE,chagas viviendas,viviendas positivas,2013-04-01,24,24
SUCRE,chagas viviendas,viviendas positivas,2013-04-01,10,10
TACOBAMBA,chagas viviendas,viviendas positivas,2013-04-01,4,4
TAPACARI,chagas viviendas,viviendas positivas,2013-04-01,14,14
TARABUCO,chagas viviendas,viviendas positivas,2013-04-01,8,8
TARATA,chagas viviendas,viviendas positivas,2013-04-01,1,1
TARVITA,chagas viviendas,viviendas positivas,2013-04-01,2,2
TIQUIPAYA,chagas viviendas,viviendas positivas,2013-04-01,1,1
TOMAVE,chagas viviendas,viviendas positivas,2013-04-01,1,1
VALLEGRANDE,chagas viviendas,viviendas positivas,2013-04-01,4,4
VILLA MONTES,chagas viviendas,viviendas positivas,2013-04-01,28,28
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2013-04-01,35,35
VITICHI,chagas viviendas,viviendas positivas,2013-04-01,14,14
YOTALA,chagas viviendas,viviendas positivas,2013-04-01,16,16
ACACIO,chagas viviendas,viviendas positivas,2013-05-01,2,2
AIQUILE,chagas viviendas,viviendas positivas,2013-05-01,29,29
ANZALDO,chagas viviendas,viviendas positivas,2013-05-01,9,9
ARAMPAMPA,chagas viviendas,viviendas positivas,2013-05-01,1,1
ARANI,chagas viviendas,viviendas positivas,2013-05-01,5,5
ARBIETO,chagas viviendas,viviendas positivas,2013-05-01,43,43
ARQUE,chagas viviendas,viviendas positivas,2013-05-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2013-05-01,2,2
CABEZAS,chagas viviendas,viviendas positivas,2013-05-01,2,2
"CAIZA ""D""",chagas viviendas,viviendas positivas,2013-05-01,4,4
CAPINOTA,chagas viviendas,viviendas positivas,2013-05-01,16,16
CHULUMANI (V. DE LA LIBERTAD),chagas viviendas,viviendas positivas,2013-05-01,3,3
CLIZA,chagas viviendas,viviendas positivas,2013-05-01,2,2
COLCAPIRHUA,chagas viviendas,viviendas positivas,2013-05-01,2,2
COMARAPA,chagas viviendas,viviendas positivas,2013-05-01,6,6
COTAGAITA,chagas viviendas,viviendas positivas,2013-05-01,10,10
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas positivas,2013-05-01,1,1
CUEVO,chagas viviendas,viviendas positivas,2013-05-01,11,11
CULPINA,chagas viviendas,viviendas positivas,2013-05-01,95,95
EL TORNO,chagas viviendas,viviendas positivas,2013-05-01,7,7
ENTRE RIOS TRJ,chagas viviendas,viviendas positivas,2013-05-01,13,13
GUTIERREZ,chagas viviendas,viviendas positivas,2013-05-01,140,140
ICLA,chagas viviendas,viviendas positivas,2013-05-01,6,6
LAGUNILLAS,chagas viviendas,viviendas positivas,2013-05-01,2,2
LAS CARRERAS,chagas viviendas,viviendas positivas,2013-05-01,3,3
MACHARETI,chagas viviendas,viviendas positivas,2013-05-01,30,30
MIZQUE,chagas viviendas,viviendas positivas,2013-05-01,21,21
MOJOCOYA,chagas viviendas,viviendas positivas,2013-05-01,40,40
MONTERO,chagas viviendas,viviendas positivas,2013-05-01,56,56
PADCAYA,chagas viviendas,viviendas positivas,2013-05-01,1,1
PADILLA,chagas viviendas,viviendas positivas,2013-05-01,3,3
POJO (CBBA),chagas viviendas,viviendas positivas,2013-05-01,5,5
POROMA,chagas viviendas,viviendas positivas,2013-05-01,17,17
PRESTO,chagas viviendas,viviendas positivas,2013-05-01,29,29
RAVELO,chagas viviendas,viviendas positivas,2013-05-01,1,1
SACABA,chagas viviendas,viviendas positivas,2013-05-01,5,5
SAIPINA,chagas viviendas,viviendas positivas,2013-05-01,6,6
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2013-05-01,26,26
SANTIVAÑES,chagas viviendas,viviendas positivas,2013-05-01,7,7
SAPAHAQUI,chagas viviendas,viviendas positivas,2013-05-01,1,1
SIPE SIPE,chagas viviendas,viviendas positivas,2013-05-01,6,6
SUCRE,chagas viviendas,viviendas positivas,2013-05-01,154,154
TAPACARI,chagas viviendas,viviendas positivas,2013-05-01,1,1
TARABUCO,chagas viviendas,viviendas positivas,2013-05-01,13,13
TARIJA,chagas viviendas,viviendas positivas,2013-05-01,29,29
TOMINA,chagas viviendas,viviendas positivas,2013-05-01,7,7
TORO TORO,chagas viviendas,viviendas positivas,2013-05-01,6,6
TUPIZA,chagas viviendas,viviendas positivas,2013-05-01,3,3
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2013-05-01,1,1
VALLEGRANDE,chagas viviendas,viviendas positivas,2013-05-01,7,7
VILLA MONTES,chagas viviendas,viviendas positivas,2013-05-01,5,5
VILLA SERRANO,chagas viviendas,viviendas positivas,2013-05-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2013-05-01,16,16
VITICHI,chagas viviendas,viviendas positivas,2013-05-01,11,11
YAMPARAEZ,chagas viviendas,viviendas positivas,2013-05-01,36,36
YOTALA,chagas viviendas,viviendas positivas,2013-05-01,20,20
ZUDAÑEZ,chagas viviendas,viviendas positivas,2013-05-01,3,3
ACACIO,chagas viviendas,viviendas positivas,2013-06-01,7,7
AIQUILE,chagas viviendas,viviendas positivas,2013-06-01,10,10
ANZALDO,chagas viviendas,viviendas positivas,2013-06-01,7,7
ARAMPAMPA,chagas viviendas,viviendas positivas,2013-06-01,2,2
ARANI,chagas viviendas,viviendas positivas,2013-06-01,2,2
ARBIETO,chagas viviendas,viviendas positivas,2013-06-01,41,41
ARQUE,chagas viviendas,viviendas positivas,2013-06-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2013-06-01,2,2
CAMARGO,chagas viviendas,viviendas positivas,2013-06-01,17,17
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas positivas,2013-06-01,7,7
CAPINOTA,chagas viviendas,viviendas positivas,2013-06-01,10,10
CHULUMANI (V. DE LA LIBERTAD),chagas viviendas,viviendas positivas,2013-06-01,5,5
CKOCHAS,chagas viviendas,viviendas positivas,2013-06-01,34,34
CLIZA,chagas viviendas,viviendas positivas,2013-06-01,1,1
COCHABAMBA,chagas viviendas,viviendas positivas,2013-06-01,10,10
COTAGAITA,chagas viviendas,viviendas positivas,2013-06-01,1,1
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas positivas,2013-06-01,1,1
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2013-06-01,2,2
EL TORNO,chagas viviendas,viviendas positivas,2013-06-01,2,2
EL VILLAR,chagas viviendas,viviendas positivas,2013-06-01,2,2
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2013-06-01,45,45
ICLA,chagas viviendas,viviendas positivas,2013-06-01,12,12
INCAHUASI,chagas viviendas,viviendas positivas,2013-06-01,4,4
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas positivas,2013-06-01,1,1
LURIBAY,chagas viviendas,viviendas positivas,2013-06-01,7,7
MIZQUE,chagas viviendas,viviendas positivas,2013-06-01,45,45
MOJOCOYA,chagas viviendas,viviendas positivas,2013-06-01,7,7
PADCAYA,chagas viviendas,viviendas positivas,2013-06-01,2,2
PADILLA,chagas viviendas,viviendas positivas,2013-06-01,2,2
PALCA,chagas viviendas,viviendas positivas,2013-06-01,8,8
POCONA,chagas viviendas,viviendas positivas,2013-06-01,3,3
POJO (CBBA),chagas viviendas,viviendas positivas,2013-06-01,9,9
POROMA,chagas viviendas,viviendas positivas,2013-06-01,39,39
PRESTO,chagas viviendas,viviendas positivas,2013-06-01,1,1
SACABA,chagas viviendas,viviendas positivas,2013-06-01,1,1
SAIPINA,chagas viviendas,viviendas positivas,2013-06-01,5,5
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2013-06-01,2,2
SAN LUCAS,chagas viviendas,viviendas positivas,2013-06-01,11,11
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2013-06-01,21,21
SAPAHAQUI,chagas viviendas,viviendas positivas,2013-06-01,23,23
SUCRE,chagas viviendas,viviendas positivas,2013-06-01,11,11
TACOBAMBA,chagas viviendas,viviendas positivas,2013-06-01,5,5
TAPACARI,chagas viviendas,viviendas positivas,2013-06-01,2,2
TARABUCO,chagas viviendas,viviendas positivas,2013-06-01,9,9
TARIJA,chagas viviendas,viviendas positivas,2013-06-01,5,5
TARVITA,chagas viviendas,viviendas positivas,2013-06-01,32,32
TOMAVE,chagas viviendas,viviendas positivas,2013-06-01,2,2
TORO TORO,chagas viviendas,viviendas positivas,2013-06-01,9,9
TOTORA(CBBA),chagas viviendas,viviendas positivas,2013-06-01,1,1
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2013-06-01,1,1
VALLEGRANDE,chagas viviendas,viviendas positivas,2013-06-01,11,11
VILLA MONTES,chagas viviendas,viviendas positivas,2013-06-01,8,8
VILLA RIVERO,chagas viviendas,viviendas positivas,2013-06-01,5,5
VILLA SERRANO,chagas viviendas,viviendas positivas,2013-06-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2013-06-01,24,24
VINTO,chagas viviendas,viviendas positivas,2013-06-01,3,3
VITICHI,chagas viviendas,viviendas positivas,2013-06-01,6,6
YACUIBA,chagas viviendas,viviendas positivas,2013-06-01,103,103
YOTALA,chagas viviendas,viviendas positivas,2013-06-01,36,36
AIQUILE,chagas viviendas,viviendas positivas,2013-07-01,19,19
ARAMPAMPA,chagas viviendas,viviendas positivas,2013-07-01,2,2
ARANI,chagas viviendas,viviendas positivas,2013-07-01,2,2
ARBIETO,chagas viviendas,viviendas positivas,2013-07-01,12,12
ARQUE,chagas viviendas,viviendas positivas,2013-07-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2013-07-01,2,2
BETANZOS,chagas viviendas,viviendas positivas,2013-07-01,2,2
CAMARGO,chagas viviendas,viviendas positivas,2013-07-01,13,13
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas positivas,2013-07-01,3,3
CAPINOTA,chagas viviendas,viviendas positivas,2013-07-01,16,16
CKOCHAS,chagas viviendas,viviendas positivas,2013-07-01,4,4
CLIZA,chagas viviendas,viviendas positivas,2013-07-01,2,2
COCHABAMBA,chagas viviendas,viviendas positivas,2013-07-01,10,10
COLCAPIRHUA,chagas viviendas,viviendas positivas,2013-07-01,2,2
COMARAPA,chagas viviendas,viviendas positivas,2013-07-01,27,27
COTAGAITA,chagas viviendas,viviendas positivas,2013-07-01,1,1
CULPINA,chagas viviendas,viviendas positivas,2013-07-01,58,58
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2013-07-01,3,3
EL VILLAR,chagas viviendas,viviendas positivas,2013-07-01,17,17
ENTRE RIOS TRJ,chagas viviendas,viviendas positivas,2013-07-01,29,29
GUTIERREZ,chagas viviendas,viviendas positivas,2013-07-01,120,120
HUACARETA,chagas viviendas,viviendas positivas,2013-07-01,20,20
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2013-07-01,10,10
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas positivas,2013-07-01,7,7
LAS CARRERAS,chagas viviendas,viviendas positivas,2013-07-01,1,1
LURIBAY,chagas viviendas,viviendas positivas,2013-07-01,11,11
MACHARETI,chagas viviendas,viviendas positivas,2013-07-01,224,224
MIZQUE,chagas viviendas,viviendas positivas,2013-07-01,28,28
MONTEAGUDO,chagas viviendas,viviendas positivas,2013-07-01,7,7
MORO MORO,chagas viviendas,viviendas positivas,2013-07-01,6,6
OMEREQUE,chagas viviendas,viviendas positivas,2013-07-01,6,6
PADCAYA,chagas viviendas,viviendas positivas,2013-07-01,1,1
PADILLA,chagas viviendas,viviendas positivas,2013-07-01,10,10
PAILON,chagas viviendas,viviendas positivas,2013-07-01,8,8
PALCA,chagas viviendas,viviendas positivas,2013-07-01,21,21
POCONA,chagas viviendas,viviendas positivas,2013-07-01,5,5
POJO (CBBA),chagas viviendas,viviendas positivas,2013-07-01,2,2
POROMA,chagas viviendas,viviendas positivas,2013-07-01,2,2
PRESTO,chagas viviendas,viviendas positivas,2013-07-01,2,2
PUNA,chagas viviendas,viviendas positivas,2013-07-01,2,2
RAVELO,chagas viviendas,viviendas positivas,2013-07-01,1,1
SACABA,chagas viviendas,viviendas positivas,2013-07-01,10,10
SAIPINA,chagas viviendas,viviendas positivas,2013-07-01,2,2
SAN LUCAS,chagas viviendas,viviendas positivas,2013-07-01,8,8
SAPAHAQUI,chagas viviendas,viviendas positivas,2013-07-01,8,8
SIPE SIPE,chagas viviendas,viviendas positivas,2013-07-01,20,20
SUCRE,chagas viviendas,viviendas positivas,2013-07-01,2,2
TAPACARI,chagas viviendas,viviendas positivas,2013-07-01,3,3
TARABUCO,chagas viviendas,viviendas positivas,2013-07-01,13,13
TARATA,chagas viviendas,viviendas positivas,2013-07-01,1,1
TARIJA,chagas viviendas,viviendas positivas,2013-07-01,3,3
TARVITA,chagas viviendas,viviendas positivas,2013-07-01,5,5
TIQUIPAYA,chagas viviendas,viviendas positivas,2013-07-01,1,1
TOMAVE,chagas viviendas,viviendas positivas,2013-07-01,1,1
TOMINA,chagas viviendas,viviendas positivas,2013-07-01,13,13
TORO TORO,chagas viviendas,viviendas positivas,2013-07-01,7,7
TOTORA(CBBA),chagas viviendas,viviendas positivas,2013-07-01,1,1
VALLEGRANDE,chagas viviendas,viviendas positivas,2013-07-01,5,5
VILLA MONTES,chagas viviendas,viviendas positivas,2013-07-01,24,24
VILLA RIVERO,chagas viviendas,viviendas positivas,2013-07-01,11,11
VILLA SERRANO,chagas viviendas,viviendas positivas,2013-07-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2013-07-01,54,54
VITICHI,chagas viviendas,viviendas positivas,2013-07-01,4,4
YACUIBA,chagas viviendas,viviendas positivas,2013-07-01,139,139
YAMPARAEZ,chagas viviendas,viviendas positivas,2013-07-01,13,13
YOTALA,chagas viviendas,viviendas positivas,2013-07-01,14,14
ZUDAÑEZ,chagas viviendas,viviendas positivas,2013-07-01,6,6
AIQUILE,chagas viviendas,viviendas positivas,2013-08-01,10,10
ALCALA,chagas viviendas,viviendas positivas,2013-08-01,1,1
ANZALDO,chagas viviendas,viviendas positivas,2013-08-01,13,13
ARANI,chagas viviendas,viviendas positivas,2013-08-01,1,1
ARBIETO,chagas viviendas,viviendas positivas,2013-08-01,22,22
ARQUE,chagas viviendas,viviendas positivas,2013-08-01,4,4
BETANZOS,chagas viviendas,viviendas positivas,2013-08-01,1,1
"CAIZA ""D""",chagas viviendas,viviendas positivas,2013-08-01,1,1
CAMARGO,chagas viviendas,viviendas positivas,2013-08-01,10,10
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas positivas,2013-08-01,1,1
CAPINOTA,chagas viviendas,viviendas positivas,2013-08-01,14,14
CARAPARI,chagas viviendas,viviendas positivas,2013-08-01,3,3
CHAQUI,chagas viviendas,viviendas positivas,2013-08-01,3,3
CHULUMANI (V. DE LA LIBERTAD),chagas viviendas,viviendas positivas,2013-08-01,9,9
CLIZA,chagas viviendas,viviendas positivas,2013-08-01,5,5
COCHABAMBA,chagas viviendas,viviendas positivas,2013-08-01,31,31
COLCAPIRHUA,chagas viviendas,viviendas positivas,2013-08-01,1,1
COLQUECHACA,chagas viviendas,viviendas positivas,2013-08-01,4,4
COMARAPA,chagas viviendas,viviendas positivas,2013-08-01,28,28
EL TORNO,chagas viviendas,viviendas positivas,2013-08-01,1,1
EL VILLAR,chagas viviendas,viviendas positivas,2013-08-01,4,4
ENTRE RIOS TRJ,chagas viviendas,viviendas positivas,2013-08-01,2,2
HUACARETA,chagas viviendas,viviendas positivas,2013-08-01,19,19
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2013-08-01,10,10
INCAHUASI,chagas viviendas,viviendas positivas,2013-08-01,25,25
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas positivas,2013-08-01,2,2
LAS CARRERAS,chagas viviendas,viviendas positivas,2013-08-01,8,8
LURIBAY,chagas viviendas,viviendas positivas,2013-08-01,25,25
MIZQUE,chagas viviendas,viviendas positivas,2013-08-01,14,14
MOJOCOYA,chagas viviendas,viviendas positivas,2013-08-01,7,7
MONTEAGUDO,chagas viviendas,viviendas positivas,2013-08-01,20,20
MORO MORO,chagas viviendas,viviendas positivas,2013-08-01,8,8
PADCAYA,chagas viviendas,viviendas positivas,2013-08-01,4,4
PASORAPA,chagas viviendas,viviendas positivas,2013-08-01,13,13
POCONA,chagas viviendas,viviendas positivas,2013-08-01,1,1
PRESTO,chagas viviendas,viviendas positivas,2013-08-01,25,25
PUCARA,chagas viviendas,viviendas positivas,2013-08-01,11,11
RAVELO,chagas viviendas,viviendas positivas,2013-08-01,2,2
SACABA,chagas viviendas,viviendas positivas,2013-08-01,11,11
SAIPINA,chagas viviendas,viviendas positivas,2013-08-01,5,5
SAMAIPATA,chagas viviendas,viviendas positivas,2013-08-01,2,2
