municipality,group,variable,month,Viviendas Evaluadas,TOTAL
CHULUMANI (V. DE LA LIBERTAD),chagas viviendas,viviendas evaluadas,2013-04-01,359,359
CKOCHAS,chagas viviendas,viviendas evaluadas,2013-04-01,258,258
CLIZA,chagas viviendas,viviendas evaluadas,2013-04-01,349,349
COCHABAMBA,chagas viviendas,viviendas evaluadas,2013-04-01,105,105
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2013-04-01,252,252
COMARAPA,chagas viviendas,viviendas evaluadas,2013-04-01,184,184
COTAGAITA,chagas viviendas,viviendas evaluadas,2013-04-01,1095,1095
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2013-04-01,74,74
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2013-04-01,275,275
EL TORNO,chagas viviendas,viviendas evaluadas,2013-04-01,105,105
EL VILLAR,chagas viviendas,viviendas evaluadas,2013-04-01,137,137
ENTRE RIOS TRJ,chagas viviendas,viviendas evaluadas,2013-04-01,295,295
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas evaluadas,2013-04-01,21,21
ICLA,chagas viviendas,viviendas evaluadas,2013-04-01,191,191
INCAHUASI,chagas viviendas,viviendas evaluadas,2013-04-01,131,131
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas evaluadas,2013-04-01,126,126
LA GUARDIA,chagas viviendas,viviendas evaluadas,2013-04-01,16,16
LAS CARRERAS,chagas viviendas,viviendas evaluadas,2013-04-01,179,179
MAIRANA,chagas viviendas,viviendas evaluadas,2013-04-01,41,41
MECAPACA,chagas viviendas,viviendas evaluadas,2013-04-01,543,543
MIZQUE,chagas viviendas,viviendas evaluadas,2013-04-01,382,382
MOJOCOYA,chagas viviendas,viviendas evaluadas,2013-04-01,412,412
OMEREQUE,chagas viviendas,viviendas evaluadas,2013-04-01,172,172
PADCAYA,chagas viviendas,viviendas evaluadas,2013-04-01,238,238
PADILLA,chagas viviendas,viviendas evaluadas,2013-04-01,197,197
PAILON,chagas viviendas,viviendas evaluadas,2013-04-01,17,17
POCONA,chagas viviendas,viviendas evaluadas,2013-04-01,126,126
POJO (CBBA),chagas viviendas,viviendas evaluadas,2013-04-01,170,170
POROMA,chagas viviendas,viviendas evaluadas,2013-04-01,464,464
POSTRER VALLE,chagas viviendas,viviendas evaluadas,2013-04-01,40,40
PUCARA,chagas viviendas,viviendas evaluadas,2013-04-01,42,42
RAVELO,chagas viviendas,viviendas evaluadas,2013-04-01,241,241
SACABA,chagas viviendas,viviendas evaluadas,2013-04-01,153,153
SACABAMBA,chagas viviendas,viviendas evaluadas,2013-04-01,22,22
SAIPINA,chagas viviendas,viviendas evaluadas,2013-04-01,218,218
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2013-04-01,1007,1007
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2013-04-01,122,122
SICAYA,chagas viviendas,viviendas evaluadas,2013-04-01,73,73
SIPE SIPE,chagas viviendas,viviendas evaluadas,2013-04-01,352,352
SOPACHUY,chagas viviendas,viviendas evaluadas,2013-04-01,506,506
SUCRE,chagas viviendas,viviendas evaluadas,2013-04-01,98,98
TACOBAMBA,chagas viviendas,viviendas evaluadas,2013-04-01,417,417
TACOPAYA,chagas viviendas,viviendas evaluadas,2013-04-01,142,142
TAPACARI,chagas viviendas,viviendas evaluadas,2013-04-01,215,215
TARABUCO,chagas viviendas,viviendas evaluadas,2013-04-01,373,373
TARATA,chagas viviendas,viviendas evaluadas,2013-04-01,340,340
TARIJA,chagas viviendas,viviendas evaluadas,2013-04-01,299,299
TARVITA,chagas viviendas,viviendas evaluadas,2013-04-01,355,355
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2013-04-01,313,313
TOCO,chagas viviendas,viviendas evaluadas,2013-04-01,78,78
TOLATA,chagas viviendas,viviendas evaluadas,2013-04-01,185,185
TOMAVE,chagas viviendas,viviendas evaluadas,2013-04-01,230,230
TORO TORO,chagas viviendas,viviendas evaluadas,2013-04-01,235,235
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2013-04-01,74,74
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2013-04-01,99,99
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2013-04-01,41,41
VILLA MONTES,chagas viviendas,viviendas evaluadas,2013-04-01,177,177
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas evaluadas,2013-04-01,139,139
VILLAZON,chagas viviendas,viviendas evaluadas,2013-04-01,292,292
VITICHI,chagas viviendas,viviendas evaluadas,2013-04-01,494,494
YOTALA,chagas viviendas,viviendas evaluadas,2013-04-01,406,406
YUNCHARA,chagas viviendas,viviendas evaluadas,2013-04-01,190,190
ZUDAÑEZ,chagas viviendas,viviendas evaluadas,2013-04-01,132,132
ACACIO,chagas viviendas,viviendas evaluadas,2013-05-01,352,352
AIQUILE,chagas viviendas,viviendas evaluadas,2013-05-01,832,832
ALCALA,chagas viviendas,viviendas evaluadas,2013-05-01,150,150
ANZALDO,chagas viviendas,viviendas evaluadas,2013-05-01,253,253
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2013-05-01,186,186
ARANI,chagas viviendas,viviendas evaluadas,2013-05-01,202,202
ARBIETO,chagas viviendas,viviendas evaluadas,2013-05-01,184,184
ARQUE,chagas viviendas,viviendas evaluadas,2013-05-01,71,71
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas evaluadas,2013-05-01,266,266
CABEZAS,chagas viviendas,viviendas evaluadas,2013-05-01,30,30
"CAIZA ""D""",chagas viviendas,viviendas evaluadas,2013-05-01,230,230
CAPINOTA,chagas viviendas,viviendas evaluadas,2013-05-01,245,245
CHARAGUA,chagas viviendas,viviendas evaluadas,2013-05-01,783,783
CHULUMANI (V. DE LA LIBERTAD),chagas viviendas,viviendas evaluadas,2013-05-01,271,271
CLIZA,chagas viviendas,viviendas evaluadas,2013-05-01,342,342
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2013-05-01,248,248
COMARAPA,chagas viviendas,viviendas evaluadas,2013-05-01,114,114
COTAGAITA,chagas viviendas,viviendas evaluadas,2013-05-01,1353,1353
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2013-05-01,49,49
CUEVO,chagas viviendas,viviendas evaluadas,2013-05-01,17,17
CULPINA,chagas viviendas,viviendas evaluadas,2013-05-01,748,748
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2013-05-01,147,147
EL TORNO,chagas viviendas,viviendas evaluadas,2013-05-01,128,128
ENTRE RIOS TRJ,chagas viviendas,viviendas evaluadas,2013-05-01,134,134
GUTIERREZ,chagas viviendas,viviendas evaluadas,2013-05-01,286,286
ICLA,chagas viviendas,viviendas evaluadas,2013-05-01,280,280
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas evaluadas,2013-05-01,146,146
LAGUNILLAS,chagas viviendas,viviendas evaluadas,2013-05-01,10,10
LAS CARRERAS,chagas viviendas,viviendas evaluadas,2013-05-01,100,100
MACHARETI,chagas viviendas,viviendas evaluadas,2013-05-01,30,30
MIZQUE,chagas viviendas,viviendas evaluadas,2013-05-01,354,354
MOJOCOYA,chagas viviendas,viviendas evaluadas,2013-05-01,254,254
MONTERO,chagas viviendas,viviendas evaluadas,2013-05-01,381,381
OCURI,chagas viviendas,viviendas evaluadas,2013-05-01,205,205
OMEREQUE,chagas viviendas,viviendas evaluadas,2013-05-01,144,144
PADCAYA,chagas viviendas,viviendas evaluadas,2013-05-01,164,164
PADILLA,chagas viviendas,viviendas evaluadas,2013-05-01,393,393
POCONA,chagas viviendas,viviendas evaluadas,2013-05-01,113,113
POJO (CBBA),chagas viviendas,viviendas evaluadas,2013-05-01,177,177
POROMA,chagas viviendas,viviendas evaluadas,2013-05-01,330,330
POSTRER VALLE,chagas viviendas,viviendas evaluadas,2013-05-01,66,66
PRESTO,chagas viviendas,viviendas evaluadas,2013-05-01,361,361
PUCARA,chagas viviendas,viviendas evaluadas,2013-05-01,60,60
RAVELO,chagas viviendas,viviendas evaluadas,2013-05-01,328,328
SACABA,chagas viviendas,viviendas evaluadas,2013-05-01,157,157
SACABAMBA,chagas viviendas,viviendas evaluadas,2013-05-01,330,330
SAIPINA,chagas viviendas,viviendas evaluadas,2013-05-01,84,84
SAN BENITO,chagas viviendas,viviendas evaluadas,2013-05-01,287,287
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2013-05-01,179,179
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2013-05-01,1193,1193
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2013-05-01,98,98
SAPAHAQUI,chagas viviendas,viviendas evaluadas,2013-05-01,90,90
SIPE SIPE,chagas viviendas,viviendas evaluadas,2013-05-01,128,128
SOPACHUY,chagas viviendas,viviendas evaluadas,2013-05-01,230,230
SUCRE,chagas viviendas,viviendas evaluadas,2013-05-01,575,575
TAPACARI,chagas viviendas,viviendas evaluadas,2013-05-01,251,251
TARABUCO,chagas viviendas,viviendas evaluadas,2013-05-01,419,419
TARIJA,chagas viviendas,viviendas evaluadas,2013-05-01,246,246
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2013-05-01,279,279
TOCO,chagas viviendas,viviendas evaluadas,2013-05-01,96,96
TOLATA,chagas viviendas,viviendas evaluadas,2013-05-01,280,280
TOMAVE,chagas viviendas,viviendas evaluadas,2013-05-01,191,191
TOMINA,chagas viviendas,viviendas evaluadas,2013-05-01,919,919
TORO TORO,chagas viviendas,viviendas evaluadas,2013-05-01,361,361
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2013-05-01,183,183
TUPIZA,chagas viviendas,viviendas evaluadas,2013-05-01,420,420
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2013-05-01,253,253
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2013-05-01,66,66
VILLA MONTES,chagas viviendas,viviendas evaluadas,2013-05-01,140,140
VILLA SERRANO,chagas viviendas,viviendas evaluadas,2013-05-01,356,356
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas evaluadas,2013-05-01,101,101
VILLAZON,chagas viviendas,viviendas evaluadas,2013-05-01,156,156
VITICHI,chagas viviendas,viviendas evaluadas,2013-05-01,359,359
YAMPARAEZ,chagas viviendas,viviendas evaluadas,2013-05-01,118,118
YOTALA,chagas viviendas,viviendas evaluadas,2013-05-01,281,281
YUNCHARA,chagas viviendas,viviendas evaluadas,2013-05-01,31,31
ZUDAÑEZ,chagas viviendas,viviendas evaluadas,2013-05-01,104,104
ACACIO,chagas viviendas,viviendas evaluadas,2013-06-01,427,427
AIQUILE,chagas viviendas,viviendas evaluadas,2013-06-01,681,681
ALCALA,chagas viviendas,viviendas evaluadas,2013-06-01,180,180
ANZALDO,chagas viviendas,viviendas evaluadas,2013-06-01,180,180
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2013-06-01,198,198
ARANI,chagas viviendas,viviendas evaluadas,2013-06-01,288,288
ARBIETO,chagas viviendas,viviendas evaluadas,2013-06-01,823,823
ARQUE,chagas viviendas,viviendas evaluadas,2013-06-01,136,136
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas evaluadas,2013-06-01,172,172
BETANZOS,chagas viviendas,viviendas evaluadas,2013-06-01,80,80
CAMARGO,chagas viviendas,viviendas evaluadas,2013-06-01,703,703
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas evaluadas,2013-06-01,301,301
CAPINOTA,chagas viviendas,viviendas evaluadas,2013-06-01,75,75
CHULUMANI (V. DE LA LIBERTAD),chagas viviendas,viviendas evaluadas,2013-06-01,778,778
CKOCHAS,chagas viviendas,viviendas evaluadas,2013-06-01,165,165
CLIZA,chagas viviendas,viviendas evaluadas,2013-06-01,295,295
COCHABAMBA,chagas viviendas,viviendas evaluadas,2013-06-01,50,50
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2013-06-01,219,219
COTAGAITA,chagas viviendas,viviendas evaluadas,2013-06-01,506,506
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2013-06-01,94,94
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2013-06-01,178,178
EL TORNO,chagas viviendas,viviendas evaluadas,2013-06-01,13,13
EL VILLAR,chagas viviendas,viviendas evaluadas,2013-06-01,95,95
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas evaluadas,2013-06-01,132,132
ICLA,chagas viviendas,viviendas evaluadas,2013-06-01,346,346
INCAHUASI,chagas viviendas,viviendas evaluadas,2013-06-01,388,388
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas evaluadas,2013-06-01,415,415
LAGUNILLAS,chagas viviendas,viviendas evaluadas,2013-06-01,10,10
LAS CARRERAS,chagas viviendas,viviendas evaluadas,2013-06-01,154,154
LURIBAY,chagas viviendas,viviendas evaluadas,2013-06-01,390,390
MIZQUE,chagas viviendas,viviendas evaluadas,2013-06-01,627,627
MOJOCOYA,chagas viviendas,viviendas evaluadas,2013-06-01,280,280
OCURI,chagas viviendas,viviendas evaluadas,2013-06-01,214,214
OMEREQUE,chagas viviendas,viviendas evaluadas,2013-06-01,31,31
PADCAYA,chagas viviendas,viviendas evaluadas,2013-06-01,533,533
PADILLA,chagas viviendas,viviendas evaluadas,2013-06-01,59,59
PALCA,chagas viviendas,viviendas evaluadas,2013-06-01,1024,1024
PASORAPA,chagas viviendas,viviendas evaluadas,2013-06-01,182,182
POCONA,chagas viviendas,viviendas evaluadas,2013-06-01,130,130
POJO (CBBA),chagas viviendas,viviendas evaluadas,2013-06-01,144,144
POROMA,chagas viviendas,viviendas evaluadas,2013-06-01,556,556
POSTRER VALLE,chagas viviendas,viviendas evaluadas,2013-06-01,20,20
PRESTO,chagas viviendas,viviendas evaluadas,2013-06-01,319,319
PUCARA,chagas viviendas,viviendas evaluadas,2013-06-01,24,24
SACABA,chagas viviendas,viviendas evaluadas,2013-06-01,220,220
SACABAMBA,chagas viviendas,viviendas evaluadas,2013-06-01,240,240
SAIPINA,chagas viviendas,viviendas evaluadas,2013-06-01,135,135
SAN BENITO,chagas viviendas,viviendas evaluadas,2013-06-01,172,172
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2013-06-01,358,358
SAN LUCAS,chagas viviendas,viviendas evaluadas,2013-06-01,351,351
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2013-06-01,741,741
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas evaluadas,2013-06-01,4,4
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2013-06-01,77,77
SAPAHAQUI,chagas viviendas,viviendas evaluadas,2013-06-01,1149,1149
SOPACHUY,chagas viviendas,viviendas evaluadas,2013-06-01,743,743
SUCRE,chagas viviendas,viviendas evaluadas,2013-06-01,216,216
TACOBAMBA,chagas viviendas,viviendas evaluadas,2013-06-01,280,280
TACOPAYA,chagas viviendas,viviendas evaluadas,2013-06-01,186,186
