municipality,group,variable,month,Días camas disponibles otros servicios,TOTAL
CHARAGUA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,1023,1023
CHAYANTA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,124,124
CHIMORE,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,434,434
CHUA COCANI,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,62,62
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,806,806
CHUMA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,62,62
CKOCHAS,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,31,31
CLIZA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,434,434
COBIJA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,3285,3285
COCAPATA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,154,154
COCHABAMBA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,53341,53341
COLCAPIRHUA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,1116,1116
"COLCHA ""K""",internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,62,62
COLOMI,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,155,155
COLPA BELGICA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,93,93
COLQUECHACA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,124,124
COMARAPA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,434,434
CONCEPCION,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,45,45
COPACABANA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,124,124
CORIPATA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,62,62
CORO CORO,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,186,186
COROICO,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,992,992
CORQUE,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,62,62
COTAGAITA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,464,464
COTOCA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,527,527
CUATRO CAÑADAS,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,483,483
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,62,62
CUEVO,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,31,31
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,372,372
DESAGUADERO,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,62,62
EL ALTO,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,18764,18764
EL PUENTE(STC),internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,186,186
EL TORNO,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,2139,2139
EL VILLAR,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,217,217
ENTRE RIOS TRJ,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,496,496
ENTRE RIOS CBBA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,155,155
ESCOMA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,201,201
EUCALIPTUS,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,155,155
EXALTACION,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,62,62
FERNANDEZ ALONSO,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,248,248
FILADELFIA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,115,115
GENERAL SAAVEDRA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,248,248
GUANAY,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,124,124
GUAYARAMERIN,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,2790,2790
GUTIERREZ,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,950,950
HUACARETA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,587,587
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,38,38
HUANUNI,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,1736,1736
HUARACAJE,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,31,31
HUARINA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,124,124
HUAYLLAMARCA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,31,31
ICLA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,401,401
INCAHUASI,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,310,310
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,403,403
IXIAMAS,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,186,186
JESUS DE MACHACA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,93,93
LA ASUNTA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,434,434
LA GUARDIA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,2604,2604
LA PAZ,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,71463,71463
LAS CARRERAS,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,371,371
LLALLAGUA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,1085,1085
LLICA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,62,62
MACHACAMARCA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,93,93
MACHARETI,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,310,310
MAGDALENA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,248,248
MAIRANA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,155,155
MAPIRI,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,124,124
MIZQUE,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,682,682
MOJOCOYA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,279,279
MONTEAGUDO,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,1602,1602
MONTERO,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,3649,3649
MOROCHATA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,155,155
OCURI,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,93,93
OMEREQUE,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,31,31
ORURO,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,18649,18649
PADILLA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,527,527
PAILON,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,330,330
PALOS BLANCOS,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,310,310
PAMPA GRANDE,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,31,31
PASORAPA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,31,31
PATACAMAYA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,248,248
PAZÑA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,62,62
POCOATA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,91,91
POCONA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,155,155
POJO (CBBA),internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,248,248
POOPO,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,93,93
PORCO,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,93,93
POROMA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,649,649
PORONGO,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,31,31
PORTACHUELO,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,1395,1395
PORVENIR,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,216,216
POTOSI,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,13474,13474
PRESTO,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,227,227
PUCARANI,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,62,62
PUERTO GONZALO MORENO,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,112,112
PUERTO PEREZ,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,124,124
PUERTO QUIJARRO,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,272,272
PUERTO RICO,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,191,191
PUERTO SUAREZ,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,1333,1333
PUERTO VILLARROEL,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,1798,1798
PUNA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,184,184
PUNATA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,1643,1643
QUIABAYA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,31,31
QUILLACOLLO,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,1022,1022
QUIME,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,155,155
QUIRUSILLAS,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,30,30
RAVELO,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,62,62
REYES,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,186,186
RIBERALTA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,2852,2852
ROBORE,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,1097,1097
RURRENABAQUE,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,651,651
SACABA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,2666,2666
SACABAMBA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,7,7
SACACA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,372,372
SAIPINA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,99,99
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,62,62
SAMAIPATA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,62,62
SAN ANDRES DE MACHACA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,31,31
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,76,76
SAN BORJA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,686,686
SAN BUENA VENTURA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,186,186
SAN CARLOS,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,1,1
SAN IGNACIO,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,527,527
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,2201,2201
SAN JAVIER(STC),internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,341,341
SAN JOAQUIN,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,124,124
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,1000,1000
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,784,784
SAN JULIAN,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,1564,1564
SAN LUCAS,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,1112,1112
SAN MATIAS,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,684,684
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,124,124
SAN PEDRO,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,310,310
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,403,403
SAN RAFAEL,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,186,186
SAN RAMON BENI,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,310,310
SAN RAMON SCZ,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,1818,1818
SANTA ANA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,465,465
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,56984,56984
SANTA ROSA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,372,372
SANTA ROSA DEL SARA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,372,372
SANTIAGO DE HUARI,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,77,77
SANTIAGO DE HUATA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,31,31
SANTIAGO DE MACHACA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,62,62
SANTIVAÑES,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,93,93
SANTUARIO DE QUILLACAS,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,62,62
SENA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,57,57
SOPACHUY,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,962,962
SORATA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,248,248
SUCRE,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,64387,64387
TACACOMA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,124,124
TACOPAYA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,806,806
TARABUCO,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,405,405
TARATA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,62,62
TARIJA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,16093,16093
TARVITA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,682,682
TIAWANACU,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,31,31
TIPUANI,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,93,93
TIQUIPAYA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,713,713
TIRAQUE (CBBA),internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,93,93
TOCO,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,93,93
TOMINA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,372,372
TORO TORO,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,341,341
TOTORA(CBBA),internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,744,744
TRINIDAD,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,7768,7768
TUPIZA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,3585,3585
TURCO,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,217,217
UNCIA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,93,93
URUBICHA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,155,155
UYUNI,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,1147,1147
VACAS,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,31,31
VALLEGRANDE,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,572,572
VIACHA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,1488,1488
VILA VILA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,61,61
VILLA CHARCAS,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,155,155
VILLA MONTES,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,1116,1116
VILLA RIVERO,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,31,31
VILLA SERRANO,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,372,372
VILLA TUNARI,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,2200,2200
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,217,217
VILLAZON,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,1240,1240
VINTO,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,713,713
VITICHI,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,31,31
WARNES,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,785,785
YACO,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,62,62
YACUIBA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,4097,4097
YAMPARAEZ,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,217,217
YAPACANI,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,2627,2627
YOTALA,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,217,217
ZUDAÑEZ,internaciones dias camas,dias camas disponibles otros servicios,2017-01-01,186,186
ACACIO,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,56,56
ACHACACHI,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,476,476
AIQUILE,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,812,812
ALALAY,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,28,28
ALTO BENI,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,28,28
ANCORAIMES,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,56,56
ANDAMARCA,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,90,90
ANZALDO,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,392,392
APOLO,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,252,252
ARAMPAMPA,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,140,140
ARANI,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,60,60
ARBIETO,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,90,90
ARQUE,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,28,28
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,1734,1734
ATOCHA,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,980,980
AYATA,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,28,28
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,680,680
AZURDUY,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,649,649
BATALLAS,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,56,56
BAURES,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,56,56
BELEN DE ANDAMARCA,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,56,56
BELLA FLOR,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,26,26
BERMEJO,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,2202,2202
BOLIVAR,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,196,196
BOYUIBE,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,308,308
BUENA VISTA,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,393,393
CABEZAS,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,280,280
CAMARGO,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,990,990
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,84,84
CAMIRI,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,2870,2870
CAPINOTA,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,336,336
CARANAVI,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,840,840
CARIPUYO,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,28,28
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,247,247
CHALLAPATA,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,756,756
CHARAGUA,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,924,924
CHAYANTA,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,112,112
CHIMORE,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,448,448
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,728,728
CHUMA,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,84,84
CKOCHAS,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,84,84
CLIZA,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,392,392
COBIJA,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,2934,2934
COCAPATA,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,142,142
COCHABAMBA,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,48383,48383
COLCAPIRHUA,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,1008,1008
"COLCHA ""K""",internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,56,56
COLLANA,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,28,28
COLOMI,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,140,140
COLPA BELGICA,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,84,84
COLQUECHACA,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,124,124
COMARAPA,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,392,392
CONCEPCION,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,167,167
COPACABANA,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,112,112
CORIPATA,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,56,56
COROICO,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,896,896
CORQUE,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,56,56
COTAGAITA,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,322,322
COTOCA,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,515,515
CUATRO CAÑADAS,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,499,499
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,56,56
CUEVO,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,30,30
CULPINA,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,308,308
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,168,168
DESAGUADERO,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,56,56
EL ALTO,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,17066,17066
EL PUENTE(STC),internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,168,168
EL TORNO,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,1932,1932
EL VILLAR,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,168,168
ENTRE RIOS TRJ,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,448,448
ENTRE RIOS CBBA,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,168,168
ESCOMA,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,196,196
EUCALIPTUS,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,140,140
EXALTACION,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,56,56
FERNANDEZ ALONSO,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,428,428
FILADELFIA,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,122,122
GENERAL SAAVEDRA,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,224,224
GUANAY,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,112,112
GUAYARAMERIN,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,1876,1876
GUTIERREZ,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,890,890
HUACARETA,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,665,665
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,106,106
HUACHACALLA,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,28,28
HUANUNI,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,1568,1568
HUARACAJE,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,56,56
HUAYLLAMARCA,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,31,31
ICLA,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,336,336
INCAHUASI,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,224,224
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,364,364
IXIAMAS,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,168,168
LA ASUNTA,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,364,364
LA GUARDIA,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,2128,2128
LA PAZ,internaciones dias camas,dias camas disponibles otros servicios,2017-02-01,66472,66472
