municipality,group,variable,month,Nº de actividades realizadas con participación,TOTAL
LA GUARDIA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,85,85
LA PAZ,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,475,475
LA RIVERA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,2,2
LAGUNILLAS,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,14,14
LAJA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,16,16
LAS CARRERAS,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,17,17
LICOMA PAMPA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,2,2
LLALLAGUA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,2,2
LORETO,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,17,17
LURIBAY,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,8,8
MACHACAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,3,3
MACHARETI,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,43,43
MAGDALENA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,3,3
MAIRANA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,3,3
MALLA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,7,7
MAPIRI,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,2,2
MECAPACA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,13,13
MINEROS,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,10,10
MIZQUE,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,8,8
MOCOMOCO,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,37,37
MOJINETE,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,1,1
MOJOCOYA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,31,31
MONTEAGUDO,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,100,100
MONTERO,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,55,55
MORO MORO,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,7,7
MOROCHATA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,64,64
NACEBE (SANTA ROSA DEL ABUNA),actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,1,1
OCURI,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,38,38
OKINAWA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,4,4
OMEREQUE,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,7,7
ORURO,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,52,52
PADCAYA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,93,93
PADILLA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,81,81
PAILON,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,5,5
PALCA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,14,14
PALOS BLANCOS,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,7,7
PAMPA AULLAGAS,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,2,2
PASORAPA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,13,13
PATACAMAYA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,15,15
PAZÑA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,6,6
PELECHUCO,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,15,15
POCOATA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,5,5
POCONA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,17,17
POJO (CBBA),actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,4,4
POOPO,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,2,2
POROMA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,74,74
PORTACHUELO,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,129,129
PORVENIR,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,12,12
POSTRER VALLE,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,13,13
POTOSI,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,28,28
PRESTO,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,26,26
PUCARA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,7,7
PUCARANI,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,19,19
PUERTO ACOSTA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,17,17
PUERTO CARABUCO,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,4,4
PUERTO GONZALO MORENO,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,2,2
PUERTO QUIJARRO,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,6,6
PUERTO RICO,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,9,9
PUERTO VILLARROEL,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,12,12
PUNA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,83,83
PUNATA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,69,69
QUIABAYA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,19,19
QUILLACOLLO,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,5,5
QUIME,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,12,12
RAVELO,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,48,48
REYES,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,5,5
RIBERALTA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,42,42
ROBORE,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,24,24
SABAYA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,13,13
SACABA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,156,156
SACABAMBA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,2,2
SACACA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,57,57
SALINAS DE GARCI MENDOZA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,23,23
SAN ANDRES,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,21,21
SAN ANDRES DE MACHACA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,5,5
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,17,17
SAN BORJA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,22,22
SAN CARLOS,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,14,14
SAN IGNACIO,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,140,140
SAN IGNACIO DE VELASCO,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,80,80
SAN JAVIER(BNI),actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,11,11
SAN JOAQUIN,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,5,5
SAN JOSE DE CHIQUITOS,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,18,18
SAN JUAN DE YAPACANI,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,3,3
SAN JULIAN,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,47,47
SAN LORENZO(PND),actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,6,6
SAN LORENZO(TJA),actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,36,36
SAN LUCAS,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,110,110
SAN MATIAS,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,8,8
SAN MIGUEL DE VELASCO,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,10,10
SAN PABLO DE LIPEZ,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,3,3
SAN PEDRO,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,9,9
SAN PEDRO DE BUENA VISTA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,29,29
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,10,10
SAN RAFAEL,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,8,8
SANTA ANA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,31,31
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,51,51
SANTA ROSA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,1,1
SANTA ROSA DEL SARA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,17,17
SANTIAGO DE CALLAPA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,9,9
SANTIAGO DE HUARI,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,10,10
SANTIVAÑES,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,65,65
SANTUARIO DE QUILLACAS,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,15,15
SAPAHAQUI,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,10,10
SICA SICA (VILLA AROMA),actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,4,4
SIPE SIPE,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,4,4
SOPACHUY,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,26,26
SORACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,26,26
SORATA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,76,76
SUCRE,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,220,220
TACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,1,1
TACOBAMBA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,5,5
TAPACARI,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,83,83
TARABUCO,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,80,80
TARACO,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,2,2
TARATA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,15,15
TARIJA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,411,411
TARVITA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,82,82
TEOPONTE,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,3,3
TIAWANACU,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,1,1
TINGUIPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,29,29
TIPUANI,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,1,1
TIQUIPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,537,537
TIRAQUE (CBBA),actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,19,19
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,7,7
TODOS SANTOS,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,3,3
TOLATA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,2,2
TOLEDO,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,41,41
TOMAVE,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,2,2
TOMINA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,27,27
TORO TORO,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,39,39
TOTORA(CBBA),actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,4,4
TOTORA(ORR),actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,3,3
TRIGAL,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,3,3
TRINIDAD,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,53,53
TUPIZA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,49,49
TURCO,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,6,6
UMALA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,29,29
UNCIA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,67,67
URIONDO (A. CONCEPCION),actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,33,33
URUBICHA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,4,4
VACAS,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,2,2
VALLEGRANDE,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,37,37
VIACHA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,47,47
VILA VILA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,6,6
VILLA MONTES,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,42,42
VILLA NUEVA (LOMA ALTA),actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,1,1
VILLA RIVERO,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,22,22
VILLA SERRANO,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,47,47
VILLA TUNARI,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,47,47
VILLA VACA GUZMAN (MUYUPAMPA),actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,85,85
VILLAZON,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,15,15
VINTO,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,4,4
VITICHI,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,16,16
WARNES,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,11,11
YACO,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,9,9
YACUIBA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,56,56
YAMPARAEZ,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,46,46
YANACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,18,18
YAPACANI,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,18,18
YOTALA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,11,11
YUNCHARA,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,49,49
ZUDAÑEZ,actividades con la comunidad,no de actividades realizadas con participacion,2007-07-01,16,16
ACACIO,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,27,27
ACHACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,102,102
ACHOCALLA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,2,2
AIQUILE,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,47,47
ALALAY,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,7,7
ALCALA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,17,17
ANCORAIMES,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,7,7
ANDAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,35,35
ANTEQUERA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,1,1
ANZALDO,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,13,13
APOLO,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,14,14
ARAMPAMPA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,14,14
ARANI,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,5,5
ARBIETO,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,3,3
ARQUE,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,2,2
ASCENCION DE GUARAYOS,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,14,14
ATOCHA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,4,4
AUCAPATA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,1,1
AYATA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,65,65
AZURDUY,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,38,38
BATALLAS,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,14,14
BAURES,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,37,37
BELEN DE ANDAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,2,2
BERMEJO,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,141,141
BETANZOS,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,64,64
BOLIVAR,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,34,34
BUENA VISTA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,7,7
CABEZAS,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,18,18
CAIROMA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,13,13
"CAIZA ""D""",actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,25,25
CAJUATA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,23,23
CALACOTO,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,7,7
CALAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,7,7
CAMARGO,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,49,49
CAMATAQUI (C. VILLA ABECIA),actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,16,16
CAMIRI,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,75,75
CAPINOTA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,6,6
CARACOLLO,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,27,27
CARANAVI,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,89,89
CARAPARI,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,34,34
CARIPUYO,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,20,20
CARMEN RIVERO TORREZ,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,4,4
CATACORA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,3,3
CHACARILLA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,2,2
CHALLAPATA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,29,29
CHAQUI,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,8,8
CHARAGUA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,52,52
CHAYANTA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,1,1
CHIMORE,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,2,2
CHIPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,2,2
CHULUMANI (V. DE LA LIBERTAD),actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,3,3
CHUMA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,5,5
CLIZA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,4,4
COBIJA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,4,4
COCHABAMBA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,88,88
COLCAPIRHUA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,6,6
"COLCHA ""K""",actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,2,2
COLLANA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,3,3
COLOMI,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,17,17
COLPA BELGICA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,1,1
COLQUECHACA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,5,5
COLQUENCHA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,1,1
COLQUIRI,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,70,70
COMANCHE,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,2,2
COMARAPA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,14,14
COPACABANA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,37,37
CORIPATA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,8,8
COROICO,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,6,6
CORQUE,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,13,13
COTAGAITA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,28,28
COTOCA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,3,3
CUATRO CAÑADAS,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,11,11
CUCHUMUELA (V. G. VILLARROEL),actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,1,1
CUEVO,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,12,12
CULPINA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,74,74
CURAHUARA DE CARANGAS,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,6,6
CURVA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,5,5
DESAGUADERO,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,5,5
EL ALTO,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,517,517
EL CHORO,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,14,14
EL PUENTE(STC),actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,10,10
EL PUENTE(TJA),actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,30,30
EL TORNO,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,7,7
EL VILLAR,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,20,20
ENTRE RIOS,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,84,84
ENTRE RIOS,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,21,21
EUCALIPTUS,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,3,3
EXALTACION,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,7,7
FERNANDEZ ALONSO,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,4,4
FILADELFIA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,5,5
GENERAL SAAVEDRA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,19,19
GUANAY,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,32,32
GUAYARAMERIN,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,11,11
GUTIERREZ,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,8,8
HUACARETA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,52,52
HUACAYA (VILLA DE HUACAYA),actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,17,17
HUACHACALLA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,6,6
HUANUNI,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,17,17
HUAYLLAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,14,14
ICHOCA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,59,59
ICLA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,30,30
INCAHUASI,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,74,74
INQUISIVI,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,42,42
IRUPANA (VILLA DE LANZA),actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,9,9
IXIAMAS,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,11,11
JESUS DE MACHACA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,8,8
LA ASUNTA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,4,4
LA GUARDIA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,55,55
LA PAZ,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,897,897
LAGUNILLAS,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,11,11
LAJA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,25,25
LAS CARRERAS,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,25,25
LICOMA PAMPA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,2,2
LLALLAGUA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,1,1
LLICA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,2,2
LORETO,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,13,13
LURIBAY,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,13,13
MACHACAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,10,10
MACHARETI,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,51,51
MAGDALENA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,8,8
MAIRANA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,18,18
MALLA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,8,8
MAPIRI,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,5,5
MECAPACA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,22,22
MINEROS,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,4,4
MIZQUE,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,10,10
MOCOMOCO,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,40,40
MOJINETE,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,2,2
MOJOCOYA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,52,52
MONTEAGUDO,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,88,88
MONTERO,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,159,159
MORO MORO,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,31,31
MOROCHATA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,63,63
NACEBE (SANTA ROSA DEL ABUNA),actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,1,1
OKINAWA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,10,10
OMEREQUE,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,4,4
ORURO,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,72,72
PADCAYA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,136,136
PADILLA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,109,109
PAILON,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,4,4
PALCA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,17,17
PALOS BLANCOS,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,27,27
PAMPA AULLAGAS,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,6,6
PAPEL PAMPA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,5,5
PASORAPA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,17,17
PATACAMAYA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,13,13
PAZÑA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,2,2
PELECHUCO,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,10,10
POCOATA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,3,3
POCONA,actividades con la comunidad,no de actividades realizadas con participacion,2007-08-01,13,13
