municipality,group,variable,month,Nº de CAI de sector realizados,TOTAL
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de cai de sector realizados,2007-05-01,2,2
SAN CARLOS,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
SAN IGNACIO DE VELASCO,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
SAN JAVIER(STC),actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
SAN JULIAN,actividades con la comunidad,no de cai de sector realizados,2007-05-01,10,10
SAN LORENZO(TJA),actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
SAN LUCAS,actividades con la comunidad,no de cai de sector realizados,2007-05-01,3,3
SAN PEDRO,actividades con la comunidad,no de cai de sector realizados,2007-05-01,83,83
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,2,2
SAN RAFAEL,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
SAN RAMON,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,25,25
SANTA ROSA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
SANTA ROSA DEL SARA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,4,4
SANTIAGO DE HUARI,actividades con la comunidad,no de cai de sector realizados,2007-05-01,2,2
SAPAHAQUI,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
SICA SICA (VILLA AROMA),actividades con la comunidad,no de cai de sector realizados,2007-05-01,6,6
SIPE SIPE,actividades con la comunidad,no de cai de sector realizados,2007-05-01,2,2
SORATA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
SUCRE,actividades con la comunidad,no de cai de sector realizados,2007-05-01,2,2
TACACOMA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
TAPACARI,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
TIRAQUE (CBBA),actividades con la comunidad,no de cai de sector realizados,2007-05-01,3,3
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
TOCO,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
TOLATA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
TORO TORO,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
TOTORA(CBBA),actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
TRIGAL,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
TUPIZA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,8,8
TURCO,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
UNCIA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,3,3
URIONDO (A. CONCEPCION),actividades con la comunidad,no de cai de sector realizados,2007-05-01,3,3
VIACHA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,5,5
VINTO,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
WARNES,actividades con la comunidad,no de cai de sector realizados,2007-05-01,8,8
YANACACHI,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
YAPACANI,actividades con la comunidad,no de cai de sector realizados,2007-05-01,24,24
YOTALA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
YUNCHARA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
ZUDAÑEZ,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
ACACIO,actividades con la comunidad,no de cai de sector realizados,2007-06-01,2,2
ACHACACHI,actividades con la comunidad,no de cai de sector realizados,2007-06-01,12,12
ALCALA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
ANCORAIMES,actividades con la comunidad,no de cai de sector realizados,2007-06-01,4,4
ANDAMARCA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,5,5
ANTEQUERA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
ANZALDO,actividades con la comunidad,no de cai de sector realizados,2007-06-01,11,11
APOLO,actividades con la comunidad,no de cai de sector realizados,2007-06-01,3,3
ARANI,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
ARBIETO,actividades con la comunidad,no de cai de sector realizados,2007-06-01,5,5
ASCENCION DE GUARAYOS,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
ATOCHA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
AUCAPATA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
AYATA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,2,2
AYO AYO,actividades con la comunidad,no de cai de sector realizados,2007-06-01,3,3
AZURDUY,actividades con la comunidad,no de cai de sector realizados,2007-06-01,10,10
BATALLAS,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
BELEN DE ANDAMARCA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,2,2
BELLA FLOR,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
BETANZOS,actividades con la comunidad,no de cai de sector realizados,2007-06-01,3,3
BOLIVAR,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
BOLPEBRA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,2,2
BUENA VISTA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,2,2
CAIROMA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
"CAIZA ""D""",actividades con la comunidad,no de cai de sector realizados,2007-06-01,3,3
CALACOTO,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
CALAMARCA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,3,3
CAMARGO,actividades con la comunidad,no de cai de sector realizados,2007-06-01,2,2
CAPINOTA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,4,4
CARANAVI,actividades con la comunidad,no de cai de sector realizados,2007-06-01,5,5
CATACORA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
CHALLAPATA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,3,3
CHIMORE,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
CHUMA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
CLIZA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
COBIJA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
COCHABAMBA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,9,9
COLCAPIRHUA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,2,2
COLLANA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
COLOMI,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
COLPA BELGICA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
COLQUENCHA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,4,4
COMARAPA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
COMBAYA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
CONCEPCION,actividades con la comunidad,no de cai de sector realizados,2007-06-01,2,2
CORO CORO,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
COROICO,actividades con la comunidad,no de cai de sector realizados,2007-06-01,2,2
CORQUE,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
COTOCA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
CUATRO CAÑADAS,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
CURAHUARA DE CARANGAS,actividades con la comunidad,no de cai de sector realizados,2007-06-01,3,3
CURVA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
DESAGUADERO,actividades con la comunidad,no de cai de sector realizados,2007-06-01,2,2
EL ALTO,actividades con la comunidad,no de cai de sector realizados,2007-06-01,38,38
EL CHORO,actividades con la comunidad,no de cai de sector realizados,2007-06-01,4,4
EL PUENTE(STC),actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
EL PUENTE(TJA),actividades con la comunidad,no de cai de sector realizados,2007-06-01,2,2
EL TORNO,actividades con la comunidad,no de cai de sector realizados,2007-06-01,8,8
EL VILLAR,actividades con la comunidad,no de cai de sector realizados,2007-06-01,2,2
ENTRE RIOS,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
FERNANDEZ ALONSO,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
FILADELFIA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,3,3
GENERAL SAAVEDRA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
GUANAY,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
GUAQUI,actividades con la comunidad,no de cai de sector realizados,2007-06-01,2,2
GUAYARAMERIN,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
HUACARETA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
HUACAYA (VILLA DE HUACAYA),actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
HUACHACALLA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
ICHOCA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
ICLA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,2,2
IRUPANA (VILLA DE LANZA),actividades con la comunidad,no de cai de sector realizados,2007-06-01,3,3
JESUS DE MACHACA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,4,4
LA ASUNTA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
LA GUARDIA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
LA PAZ,actividades con la comunidad,no de cai de sector realizados,2007-06-01,40,40
LA RIVERA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,2,2
LAJA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,4,4
MAIRANA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
MAPIRI,actividades con la comunidad,no de cai de sector realizados,2007-06-01,2,2
MECAPACA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
MINEROS,actividades con la comunidad,no de cai de sector realizados,2007-06-01,3,3
MIZQUE,actividades con la comunidad,no de cai de sector realizados,2007-06-01,3,3
MOCOMOCO,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
MOJOCOYA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
MONTEAGUDO,actividades con la comunidad,no de cai de sector realizados,2007-06-01,9,9
MONTERO,actividades con la comunidad,no de cai de sector realizados,2007-06-01,5,5
MORO MORO,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
MOROCHATA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,6,6
NUEVO MANOA (NUEVA ESPERANZA),actividades con la comunidad,no de cai de sector realizados,2007-06-01,2,2
OKINAWA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,3,3
OMEREQUE,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
ORURO,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
PADCAYA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,3,3
PADILLA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,7,7
PALCA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,2,2
PALOS BLANCOS,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
PAPEL PAMPA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,2,2
PATACAMAYA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,2,2
PAZÑA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
POCONA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,5,5
POJO (CBBA),actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
POOPO,actividades con la comunidad,no de cai de sector realizados,2007-06-01,3,3
POROMA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
PORONGO,actividades con la comunidad,no de cai de sector realizados,2007-06-01,2,2
PORTACHUELO,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
POSTRER VALLE,actividades con la comunidad,no de cai de sector realizados,2007-06-01,2,2
POTOSI,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
PUCARA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
PUCARANI,actividades con la comunidad,no de cai de sector realizados,2007-06-01,7,7
PUERTO GONZALO MORENO,actividades con la comunidad,no de cai de sector realizados,2007-06-01,2,2
PUERTO SUAREZ,actividades con la comunidad,no de cai de sector realizados,2007-06-01,2,2
PUERTO VILLARROEL,actividades con la comunidad,no de cai de sector realizados,2007-06-01,2,2
PUNA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,9,9
PUNATA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
QUILLACOLLO,actividades con la comunidad,no de cai de sector realizados,2007-06-01,3,3
REYES,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
RIBERALTA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,4,4
ROBORE,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
RURRENABAQUE,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
SACABA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,2,2
SACABAMBA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,2,2
SACACA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,3,3
SAIPINA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de cai de sector realizados,2007-06-01,3,3
SAN BENITO,actividades con la comunidad,no de cai de sector realizados,2007-06-01,2,2
SAN JAVIER(STC),actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
SAN JUAN DE YAPACANI,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
SAN JULIAN,actividades con la comunidad,no de cai de sector realizados,2007-06-01,15,15
SAN LORENZO(PND),actividades con la comunidad,no de cai de sector realizados,2007-06-01,2,2
SAN LORENZO(TJA),actividades con la comunidad,no de cai de sector realizados,2007-06-01,12,12
SAN LUCAS,actividades con la comunidad,no de cai de sector realizados,2007-06-01,9,9
SAN MATIAS,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
SAN PABLO DE LIPEZ,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
SAN PEDRO,actividades con la comunidad,no de cai de sector realizados,2007-06-01,7,7
SAN PEDRO DE CURAHUARA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,2,2
SAN RAMON,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,24,24
SANTA ROSA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,6,6
SANTA ROSA DEL SARA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,9,9
SANTIAGO DE CALLAPA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,2,2
SANTIAGO DE HUARI,actividades con la comunidad,no de cai de sector realizados,2007-06-01,3,3
SANTIVAÑES,actividades con la comunidad,no de cai de sector realizados,2007-06-01,2,2
SICA SICA (VILLA AROMA),actividades con la comunidad,no de cai de sector realizados,2007-06-01,4,4
SICAYA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,2,2
SIPE SIPE,actividades con la comunidad,no de cai de sector realizados,2007-06-01,5,5
SORACACHI,actividades con la comunidad,no de cai de sector realizados,2007-06-01,5,5
SORATA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
TAPACARI,actividades con la comunidad,no de cai de sector realizados,2007-06-01,6,6
TARATA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
TARIJA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,3,3
TIRAQUE (CBBA),actividades con la comunidad,no de cai de sector realizados,2007-06-01,3,3
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de cai de sector realizados,2007-06-01,2,2
TOCO,actividades con la comunidad,no de cai de sector realizados,2007-06-01,3,3
TOLATA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
TOLEDO,actividades con la comunidad,no de cai de sector realizados,2007-06-01,5,5
TOMINA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,6,6
TORO TORO,actividades con la comunidad,no de cai de sector realizados,2007-06-01,5,5
TOTORA(CBBA),actividades con la comunidad,no de cai de sector realizados,2007-06-01,3,3
TRIGAL,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
TUPIZA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,7,7
UNCIA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,2,2
URIONDO (A. CONCEPCION),actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
UYUNI,actividades con la comunidad,no de cai de sector realizados,2007-06-01,2,2
VALLEGRANDE,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
VIACHA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,3,3
VILA VILA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,3,3
VILLA MONTES,actividades con la comunidad,no de cai de sector realizados,2007-06-01,8,8
VILLA RIVERO,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
VILLAZON,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
WARNES,actividades con la comunidad,no de cai de sector realizados,2007-06-01,9,9
YACUIBA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
YANACACHI,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
YUNCHARA,actividades con la comunidad,no de cai de sector realizados,2007-06-01,1,1
ZUDAÑEZ,actividades con la comunidad,no de cai de sector realizados,2007-06-01,2,2
ACACIO,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
ACHACACHI,actividades con la comunidad,no de cai de sector realizados,2007-07-01,9,9
ACHOCALLA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
AIQUILE,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
ALALAY,actividades con la comunidad,no de cai de sector realizados,2007-07-01,2,2
ANCORAIMES,actividades con la comunidad,no de cai de sector realizados,2007-07-01,6,6
ANDAMARCA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
ANTEQUERA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,2,2
ANZALDO,actividades con la comunidad,no de cai de sector realizados,2007-07-01,3,3
APOLO,actividades con la comunidad,no de cai de sector realizados,2007-07-01,3,3
ARAMPAMPA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,3,3
ARANI,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
ARBIETO,actividades con la comunidad,no de cai de sector realizados,2007-07-01,5,5
ARQUE,actividades con la comunidad,no de cai de sector realizados,2007-07-01,3,3
ASCENCION DE GUARAYOS,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
ATOCHA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,2,2
AUCAPATA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
AYATA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,2,2
AYO AYO,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
AZURDUY,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
BATALLAS,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
BELEN DE URMIRI,actividades con la comunidad,no de cai de sector realizados,2007-07-01,2,2
BERMEJO,actividades con la comunidad,no de cai de sector realizados,2007-07-01,2,2
BETANZOS,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
BOLIVAR,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
"CAIZA ""D""",actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
CAJUATA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
CALACOTO,actividades con la comunidad,no de cai de sector realizados,2007-07-01,3,3
CALAMARCA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,3,3
CAMARGO,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
CAPINOTA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,3,3
CARACOLLO,actividades con la comunidad,no de cai de sector realizados,2007-07-01,4,4
CARANAVI,actividades con la comunidad,no de cai de sector realizados,2007-07-01,5,5
CARANGAS,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
CARAPARI,actividades con la comunidad,no de cai de sector realizados,2007-07-01,3,3
CATACORA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
CHACARILLA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
CHAYANTA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
CHIMORE,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
CHIPAYA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
CHOQUE COTA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
CHUMA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,2,2
CLIZA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,2,2
COBIJA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,2,2
COCHABAMBA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,14,14
COIPASA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
COLLANA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
COLOMI,actividades con la comunidad,no de cai de sector realizados,2007-07-01,3,3
COLPA BELGICA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
COLQUECHACA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
COLQUENCHA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,3,3
COMANCHE,actividades con la comunidad,no de cai de sector realizados,2007-07-01,2,2
COMARAPA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,2,2
COMBAYA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
CONCEPCION,actividades con la comunidad,no de cai de sector realizados,2007-07-01,2,2
CORO CORO,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
COROICO,actividades con la comunidad,no de cai de sector realizados,2007-07-01,2,2
CORQUE,actividades con la comunidad,no de cai de sector realizados,2007-07-01,8,8
COTOCA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
CUATRO CAÑADAS,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
CUCHUMUELA (V. G. VILLARROEL),actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
CURAHUARA DE CARANGAS,actividades con la comunidad,no de cai de sector realizados,2007-07-01,2,2
CURVA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,2,2
DESAGUADERO,actividades con la comunidad,no de cai de sector realizados,2007-07-01,2,2
EL ALTO,actividades con la comunidad,no de cai de sector realizados,2007-07-01,29,29
EL CHORO,actividades con la comunidad,no de cai de sector realizados,2007-07-01,6,6
EL PUENTE(STC),actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
EL PUENTE(TJA),actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
ESCARA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
ESMERALDA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
EUCALIPTUS,actividades con la comunidad,no de cai de sector realizados,2007-07-01,3,3
FERNANDEZ ALONSO,actividades con la comunidad,no de cai de sector realizados,2007-07-01,3,3
GENERAL SAAVEDRA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),actividades con la comunidad,no de cai de sector realizados,2007-07-01,2,2
GUAQUI,actividades con la comunidad,no de cai de sector realizados,2007-07-01,4,4
GUAYARAMERIN,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
HUACAYA (VILLA DE HUACAYA),actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
HUACHACALLA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
HUANUNI,actividades con la comunidad,no de cai de sector realizados,2007-07-01,4,4
HUAYLLAMARCA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,2,2
ICHOCA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
IRUPANA (VILLA DE LANZA),actividades con la comunidad,no de cai de sector realizados,2007-07-01,2,2
IXIAMAS,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
JESUS DE MACHACA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,6,6
LA ASUNTA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
LA PAZ,actividades con la comunidad,no de cai de sector realizados,2007-07-01,47,47
LAGUNILLAS,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
LAJA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,5,5
LAS CARRERAS,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
MACHACAMARCA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
MACHARETI,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
MAIRANA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
MECAPACA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
MINEROS,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
MIZQUE,actividades con la comunidad,no de cai de sector realizados,2007-07-01,3,3
MOCOMOCO,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
MOJINETE,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
MONTEAGUDO,actividades con la comunidad,no de cai de sector realizados,2007-07-01,2,2
MONTERO,actividades con la comunidad,no de cai de sector realizados,2007-07-01,7,7
MORO MORO,actividades con la comunidad,no de cai de sector realizados,2007-07-01,2,2
MOROCHATA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,11,11
NUEVO MANOA (NUEVA ESPERANZA),actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
OCURI,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
OKINAWA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,2,2
OMEREQUE,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
ORURO,actividades con la comunidad,no de cai de sector realizados,2007-07-01,2,2
PADCAYA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,7,7
PALCA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,3,3
PALOS BLANCOS,actividades con la comunidad,no de cai de sector realizados,2007-07-01,3,3
PASORAPA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
PATACAMAYA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,3,3
PAZÑA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
PELECHUCO,actividades con la comunidad,no de cai de sector realizados,2007-07-01,2,2
POCONA,actividades con la comunidad,no de cai de sector realizados,2007-07-01,8,8
POJO (CBBA),actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
PORTACHUELO,actividades con la comunidad,no de cai de sector realizados,2007-07-01,2,2
PORVENIR,actividades con la comunidad,no de cai de sector realizados,2007-07-01,2,2
POSTRER VALLE,actividades con la comunidad,no de cai de sector realizados,2007-07-01,2,2
POTOSI,actividades con la comunidad,no de cai de sector realizados,2007-07-01,3,3
PRESTO,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
PUCARANI,actividades con la comunidad,no de cai de sector realizados,2007-07-01,4,4
PUERTO QUIJARRO,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
PUERTO RICO,actividades con la comunidad,no de cai de sector realizados,2007-07-01,1,1
