municipality,group,variable,month,Nº de comunidades que participaron en el CAI d,TOTAL
COLCAPIRHUA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,6,6
COLLANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,7,7
COLOMI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,1,1
COLQUENCHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,16,16
COMBAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,2,2
CONCEPCION,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,1,1
CORQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,5,5
COTOCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,7,7
CUATRO CAÑADAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,5,5
CURAHUARA DE CARANGAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,12,12
CURVA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,3,3
DESAGUADERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,7,7
EL ALTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,31,31
EL CHORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,12,12
EL PUENTE(TJA),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,11,11
EL TORNO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,33,33
EL VILLAR,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,6,6
ENTRE RIOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,4,4
FERNANDEZ ALONSO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,1,1
GENERAL SAAVEDRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,9,9
GUANAY,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,2,2
GUAQUI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,8,8
GUAYARAMERIN,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,2,2
HUACARETA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,4,4
HUACAYA (VILLA DE HUACAYA),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,10,10
HUACHACALLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,1,1
ICHOCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,3,3
ICLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,25,25
JESUS DE MACHACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,12,12
LA GUARDIA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,5,5
LA PAZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,49,49
LA RIVERA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,12,12
LAJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,10,10
MAIRANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,4,4
MAPIRI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,4,4
MECAPACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,3,3
MINEROS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,7,7
MIZQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,10,10
MOCOMOCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,6,6
MOJOCOYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,1,1
MONTEAGUDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,57,57
MONTERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,64,64
MORO MORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,1,1
MOROCHATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,4,4
OKINAWA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,3,3
OMEREQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,3,3
ORURO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,1,1
PADCAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,13,13
PADILLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,7,7
PALCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,3,3
PATACAMAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,7,7
PAZÑA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,1,1
POCONA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,2,2
POJO (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,6,6
POOPO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,5,5
POROMA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,6,6
PORONGO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,2,2
PORTACHUELO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,2,2
POSTRER VALLE,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,4,4
POTOSI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,3,3
PUCARANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,27,27
PUERTO GONZALO MORENO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,12,12
PUERTO QUIJARRO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,1,1
PUERTO VILLARROEL,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,1,1
PUNA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,33,33
PUNATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,7,7
QUILLACOLLO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,1,1
REYES,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,1,1
RIBERALTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,13,13
ROBORE,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,12,12
RURRENABAQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,1,1
SACACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,35,35
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,9,9
SAN JUAN DE YAPACANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,2,2
SAN JULIAN,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,15,15
SAN LORENZO(PND),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,4,4
SAN LORENZO(TJA),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,51,51
SAN LUCAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,39,39
SAN MATIAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,1,1
SAN PABLO DE LIPEZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,17,17
SAN PEDRO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,12,12
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,6,6
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,28,28
SANTA ROSA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,1,1
SANTA ROSA DEL SARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,9,9
SANTIAGO DE CALLAPA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,1,1
SANTIAGO DE HUARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,16,16
SANTIVAÑES,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,11,11
SICA SICA (VILLA AROMA),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,22,22
SICAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,10,10
SIPE SIPE,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,3,3
SORACACHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,16,16
SORATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,12,12
TAPACARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,31,31
TARIJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,5,5
TIRAQUE (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,36,36
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,2,2
TOLEDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,21,21
TOMINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,14,14
TORO TORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,28,28
TRIGAL,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,2,2
TUPIZA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,23,23
UNCIA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,30,30
URIONDO (A. CONCEPCION),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,1,1
UYUNI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,1,1
VALLEGRANDE,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,6,6
VIACHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,5,5
VILA VILA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,13,13
VILLA MONTES,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,13,13
VILLA RIVERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,3,3
WARNES,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,3,3
YACUIBA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,1,1
YUNCHARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,3,3
ZUDAÑEZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,30,30
ACHACACHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,28,28
AIQUILE,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,5,5
ANCORAIMES,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,28,28
ANDAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,4,4
ANTEQUERA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,2,2
APOLO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,2,2
ARAMPAMPA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,19,19
ARBIETO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,1,1
ARQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,1,1
ASCENCION DE GUARAYOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,5,5
ATOCHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,8,8
AUCAPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,6,6
AYATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,1,1
AYO AYO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,3,3
AZURDUY,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,1,1
BATALLAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,20,20
BELEN DE URMIRI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,8,8
BERMEJO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,5,5
BETANZOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,7,7
BUENA VISTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,1,1
"CAIZA ""D""",actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,4,4
CAJUATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,1,1
CALACOTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,1,1
CALAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,6,6
CAMARGO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,6,6
CAPINOTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,69,69
CARACOLLO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,4,4
CARANAVI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,2,2
CARANGAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,10,10
CARAPARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,3,3
CHACARILLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,5,5
CHAYANTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,30,30
CHIPAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,3,3
CHOQUE COTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,8,8
CHUMA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,1,1
COCHABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,15,15
COIPASA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,2,2
COLLANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,5,5
COLOMI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,6,6
COLQUECHACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,2,2
COLQUENCHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,15,15
COMANCHE,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,4,4
COMBAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,1,1
CONCEPCION,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,2,2
CORQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,29,29
COTOCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,8,8
CUATRO CAÑADAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,3,3
CUCHUMUELA (V. G. VILLARROEL),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,1,1
CURAHUARA DE CARANGAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,31,31
CURVA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,4,4
DESAGUADERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,6,6
EL ALTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,23,23
EL CHORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,25,25
EL PUENTE(STC),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,1,1
EL PUENTE(TJA),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,10,10
ESCARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,1,1
ESMERALDA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,5,5
EUCALIPTUS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,6,6
FERNANDEZ ALONSO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,5,5
GENERAL SAAVEDRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,1,1
GUAQUI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,9,9
GUAYARAMERIN,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,2,2
HUACAYA (VILLA DE HUACAYA),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,14,14
HUACHACALLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,1,1
HUANUNI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,11,11
HUAYLLAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,4,4
ICHOCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,6,6
JESUS DE MACHACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,20,20
LA PAZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,60,60
LAGUNILLAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,4,4
LAJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,7,7
LAS CARRERAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,2,2
MACHACAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,9,9
MACHARETI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,9,9
MAIRANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,4,4
MECAPACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,1,1
MINEROS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,5,5
MIZQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,10,10
MOCOMOCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,6,6
MOJINETE,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,3,3
MONTEAGUDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,20,20
MONTERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,19,19
MORO MORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,2,2
MOROCHATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,34,34
NUEVO MANOA (NUEVA ESPERANZA),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,2,2
OKINAWA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,2,2
OMEREQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,3,3
ORURO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,2,2
PADCAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,19,19
PALCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,3,3
PALOS BLANCOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,1,1
PATACAMAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,6,6
PAZÑA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,3,3
POCONA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,56,56
POJO (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,7,7
PORTACHUELO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,23,23
PORVENIR,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,3,3
POSTRER VALLE,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,1,1
POTOSI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,2,2
PRESTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,5,5
PUCARANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,14,14
PUERTO QUIJARRO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,1,1
PUERTO VILLARROEL,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,8,8
PUNA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,11,11
PUNATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,7,7
QUILLACOLLO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,1,1
RAVELO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,15,15
RIBERALTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,31,31
RURRENABAQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,1,1
SABAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,10,10
SACABA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,2,2
SACABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,11,11
SAIPINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,2,2
SALINAS DE GARCI MENDOZA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,22,22
SAMAIPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,1,1
SAN ANDRES,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,4,4
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,15,15
SAN IGNACIO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,1,1
SAN IGNACIO DE VELASCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,7,7
SAN JOAQUIN,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,3,3
SAN JULIAN,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,28,28
SAN LORENZO(PND),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,1,1
SAN LORENZO(TJA),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,7,7
SAN LUCAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,38,38
SAN MATIAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,1,1
SAN PABLO DE LIPEZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,5,5
SAN PEDRO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,20,20
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,2,2
SAN PEDRO(PND),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,5,5
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,26,26
SANTA ROSA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,5,5
SANTA ROSA DEL SARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,18,18
SANTIAGO DE CALLAPA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,4,4
SANTIVAÑES,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,7,7
SANTUARIO DE QUILLACAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,6,6
SICA SICA (VILLA AROMA),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,16,16
SIPE SIPE,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,5,5
SORACACHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,12,12
SORATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,13,13
SUCRE,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,9,9
TACACOMA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,1,1
TAPACARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,27,27
TARABUCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,72,72
TARACO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,5,5
TARATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,35,35
TARIJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,9,9
TARVITA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,14,14
TIPUANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,2,2
TIQUIPAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,4,4
TIRAQUE (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,11,11
TODOS SANTOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,3,3
TOLEDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,6,6
TOMINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,3,3
TORO TORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,9,9
TOTORA(ORR),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,37,37
TUPIZA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,35,35
TURCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,1,1
UNCIA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,7,7
URIONDO (A. CONCEPCION),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,5,5
VALLEGRANDE,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,11,11
VIACHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,9,9
VILA VILA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,13,13
VILLA MONTES,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,2,2
VILLA NUEVA (LOMA ALTA),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,1,1
VILLA RIVERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,7,7
VINTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,7,7
VITICHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,8,8
WARNES,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,5,5
YACUIBA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,15,15
YUNCHARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-07-01,6,6
ACACIO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-08-01,5,5
ACHACACHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-08-01,39,39
ACHOCALLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-08-01,1,1
AIQUILE,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-08-01,2,2
ANCORAIMES,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-08-01,28,28
ANZALDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-08-01,3,3
ASCENCION DE GUARAYOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-08-01,3,3
AYATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-08-01,1,1
AYO AYO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-08-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-08-01,3,3
AZURDUY,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-08-01,5,5
BATALLAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-08-01,8,8
BETANZOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-08-01,31,31
BOLIVAR,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-08-01,1,1
