municipality,group,variable,month,Mujeres puérperas que recibieron 90 tabletas de hi,TOTAL
EL TORNO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,17,17
EL VILLAR,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,2,2
ENTRE RIOS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,19,19
ENTRE RIOS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,21,21
EUCALIPTUS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,8,8
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,7,7
EXALTACION,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,6,6
FERNANDEZ ALONSO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,9,9
FILADELFIA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,3,3
GENERAL SAAVEDRA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,15,15
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,9,9
GUANAY,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,13,13
GUAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,8,8
GUAYARAMERIN,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,88,88
GUTIERREZ,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,14,14
HUACARETA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,8,8
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,2,2
HUACHACALLA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,1,1
HUANUNI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,27,27
HUARACAJE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,1,1
ICHOCA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,3,3
ICLA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,18,18
INCAHUASI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,60,60
INQUISIVI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,17,17
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,12,12
IXIAMAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,3,3
JESUS DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,16,16
LA ASUNTA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,54,54
LA GUARDIA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,26,26
LA PAZ,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,803,803
LAGUNILLAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,6,6
LAJA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,17,17
LAS CARRERAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,1,1
LICOMA PAMPA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,4,4
LLALLAGUA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,12,12
LLICA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,4,4
LORETO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,10,10
LURIBAY,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,9,9
MACHACAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,6,6
MACHARETI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,5,5
MAGDALENA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,13,13
MAIRANA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,20,20
MALLA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,12,12
MAPIRI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,21,21
MECAPACA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,16,16
MINEROS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,13,13
MIZQUE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,51,51
MOCOMOCO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,25,25
MOJINETE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,3,3
MOJOCOYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,13,13
MONTEAGUDO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,33,33
MONTERO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,58,58
MORO MORO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,2,2
MOROCHATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,75,75
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,4,4
OCURI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,37,37
OKINAWA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,11,11
OMEREQUE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,16,16
ORURO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,142,142
PADCAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,22,22
PADILLA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,17,17
PAILON,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,6,6
PALCA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,6,6
PALOS BLANCOS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,42,42
PAMPA AULLAGAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,3,3
PAPEL PAMPA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,9,9
PASORAPA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,5,5
PATACAMAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,22,22
PAZÑA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,11,11
PELECHUCO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,2,2
POCOATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,45,45
POCONA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,20,20
POJO (CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,32,32
POOPO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,9,9
PORCO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,18,18
POROMA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,20,20
PORONGO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,4,4
PORTACHUELO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,16,16
PORVENIR,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,2,2
POSTRER VALLE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,2,2
POTOSI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,280,280
PRESTO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,8,8
PUCARA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,1,1
PUCARANI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,19,19
PUERTO ACOSTA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,22,22
PUERTO CARABUCO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,12,12
PUERTO GONZALO MORENO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,2,2
PUERTO PEREZ,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,6,6
PUERTO QUIJARRO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,7,7
PUERTO RICO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,22,22
PUERTO SILES,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,3,3
PUERTO VILLARROEL,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,48,48
PUNA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,136,136
PUNATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,27,27
QUILLACOLLO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,154,154
QUIME,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,14,14
RAVELO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,28,28
REYES,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,22,22
RIBERALTA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,444,444
ROBORE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,28,28
RURRENABAQUE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,25,25
SABAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,2,2
SACABA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,119,119
SACABAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,11,11
SACACA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,31,31
SAIPINA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,7,7
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,19,19
SAMAIPATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,11,11
SAN AGUSTIN,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,4,4
SAN ANDRES,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,8,8
SAN ANDRES DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,3,3
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,1,1
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,6,6
SAN BENITO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,4,4
SAN BORJA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,101,101
SAN BUENA VENTURA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,37,37
SAN CARLOS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,47,47
SAN IGNACIO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,35,35
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,97,97
SAN JAVIER(BNI),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,4,4
SAN JOAQUIN,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,6,6
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,25,25
SAN JUAN DE YAPACANI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,15,15
SAN JULIAN,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,12,12
SAN LORENZO(PND),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,4,4
SAN LORENZO(TJA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,18,18
SAN LUCAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,609,609
SAN MATIAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,5,5
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,21,21
SAN PABLO DE LIPEZ,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,7,7
SAN PEDRO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,20,20
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,40,40
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,12,12
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,4,4
SAN PEDRO(PND),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,5,5
SAN RAFAEL,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,11,11
SAN RAMON,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,18,18
SANTA ANA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,22,22
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,814,814
SANTA ROSA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,25,25
SANTA ROSA DEL SARA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,14,14
SANTIAGO DE CALLAPA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,4,4
SANTIAGO DE HUARI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,5,5
SANTIAGO DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,6,6
SANTIVAÑES,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,6,6
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,4,4
SAPAHAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,13,13
SENA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,8,8
SICA SICA (VILLA AROMA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,13,13
SICAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,4,4
SIPE SIPE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,30,30
SOPACHUY,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,18,18
SORACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,23,23
SORATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,32,32
SUCRE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,450,450
TACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,1,1
TACACOMA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,9,9
TACOBAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,10,10
TACOPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,28,28
TAPACARI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,56,56
TARABUCO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,41,41
TARACO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,4,4
TARATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,5,5
TARIJA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,389,389
TARVITA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,29,29
TEOPONTE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,15,15
TIAWANACU,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,32,32
TINGUIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,27,27
TIPUANI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,17,17
TIQUIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,70,70
TIRAQUE (CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,69,69
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,3,3
