municipality,group,variable,month,Niños 1 a 4 años con 2da dosis de vitamina A,TOTAL
COMBAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,11,11
CONCEPCION,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,94,94
COPACABANA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,97,97
CORIPATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,66,66
CORO CORO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,147,147
COROICO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,101,101
CORQUE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,20,20
COTAGAITA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,57,57
COTOCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,142,142
CUATRO CAÑADAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,56,56
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,51,51
CUEVO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,60,60
CULPINA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,287,287
CURAHUARA DE CARANGAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,17,17
CURVA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,21,21
DESAGUADERO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,30,30
EL ALTO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,1274,1274
EL CHORO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,4,4
EL PUENTE(STC),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,34,34
EL PUENTE(TJA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,70,70
EL TORNO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,208,208
ENTRE RIOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,66,66
EUCALIPTUS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,38,38
EUREKA (SANTOS MERCADO),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,5,5
EXALTACION,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,13,13
FERNANDEZ ALONSO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,132,132
FILADELFIA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,35,35
GENERAL SAAVEDRA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,124,124
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,56,56
GUANAY,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,30,30
GUAQUI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,24,24
GUAYARAMERIN,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,271,271
GUTIERREZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,68,68
HUACARETA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,161,161
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,23,23
HUACHACALLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,9,9
HUANUNI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,124,124
HUARACAJE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,21,21
HUAYLLAMARCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,47,47
ICHOCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,84,84
ICLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,358,358
INCAHUASI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,250,250
INGAVI (HUMAITA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,10,10
INQUISIVI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,104,104
IRUPANA (VILLA DE LANZA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,93,93
IXIAMAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,20,20
JESUS DE MACHACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,33,33
LA ASUNTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,123,123
LA GUARDIA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,345,345
LA PAZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,2429,2429
LAGUNILLAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,21,21
LAJA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,58,58
LAS CARRERAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,4,4
LICOMA PAMPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,1,1
LLALLAGUA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,608,608
LLICA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,7,7
LORETO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,21,21
LURIBAY,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,131,131
MACHACAMARCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,12,12
MACHARETI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,98,98
MAGDALENA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,19,19
MAIRANA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,106,106
MALLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,3,3
MAPIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,32,32
MECAPACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,21,21
MINEROS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,74,74
MIZQUE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,119,119
MOCOMOCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,101,101
MOJOCOYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,31,31
MONTEAGUDO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,77,77
MONTERO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,230,230
MORO MORO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,32,32
MOROCHATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,309,309
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,7,7
NAZACARA DE PACAJES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,14,14
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,3,3
OCURI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,223,223
OKINAWA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,163,163
OMEREQUE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,67,67
ORURO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,1005,1005
PADCAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,76,76
PADILLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,1,1
PAILON,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,81,81
PALCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,4,4
PALOS BLANCOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,130,130
PAMPA AULLAGAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,22,22
PAMPA GRANDE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,44,44
PAPEL PAMPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,13,13
PASORAPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,17,17
PATACAMAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,37,37
PAZÑA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,8,8
PELECHUCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,42,42
POCOATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,71,71
POCONA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,208,208
POOPO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,4,4
PORCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,13,13
POROMA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,200,200
PORONGO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,34,34
PORTACHUELO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,212,212
PORVENIR,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,15,15
POSTRER VALLE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,18,18
POTOSI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,656,656
PRESTO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,46,46
PUCARA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,4,4
PUCARANI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,153,153
PUERTO ACOSTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,139,139
PUERTO CARABUCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,129,129
PUERTO GONZALO MORENO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,17,17
PUERTO PEREZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,30,30
PUERTO QUIJARRO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,155,155
PUERTO RICO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,46,46
PUERTO SILES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,26,26
PUERTO SUAREZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,96,96
PUNA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,89,89
PUNATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,232,232
QUIABAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,28,28
QUILLACOLLO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,379,379
QUIME,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,95,95
QUIRUSILLAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,6,6
RAVELO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,72,72
REYES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,119,119
RIBERALTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,338,338
ROBORE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,23,23
RURRENABAQUE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,25,25
SABAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,11,11
SACABA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,393,393
SACABAMBA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,17,17
SACACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,69,69
SAIPINA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,66,66
SALINAS DE GARCI MENDOZA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,38,38
SAMAIPATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,84,84
SAN ANDRES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,76,76
SAN ANDRES DE MACHACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,34,34
SAN ANTONIO DE ESMORUCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,19,19
SAN ANTONIO DE LOMERIO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,44,44
SAN BENITO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,46,46
SAN BORJA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,260,260
SAN BUENA VENTURA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,56,56
SAN CARLOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,131,131
SAN IGNACIO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,80,80
SAN IGNACIO DE VELASCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,548,548
SAN JAVIER(BNI),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,5,5
SAN JAVIER(STC),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,200,200
SAN JOAQUIN,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,30,30
SAN JOSE DE CHIQUITOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,16,16
SAN JUAN DE YAPACANI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,79,79
SAN JULIAN,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,158,158
SAN LORENZO(PND),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,19,19
SAN LORENZO(TJA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,54,54
SAN LUCAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,482,482
SAN MATIAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,86,86
SAN MIGUEL DE VELASCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,64,64
SAN PABLO DE LIPEZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,11,11
SAN PEDRO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,118,118
SAN PEDRO DE BUENA VISTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,259,259
SAN PEDRO DE CURAHUARA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,21,21
SAN PEDRO DE TIQUINA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,22,22
SAN PEDRO(PND),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,13,13
SAN RAFAEL,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,29,29
SAN RAMON,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,53,53
SAN RAMON,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,25,25
SANTA ANA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,37,37
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,5100,5100
SANTA ROSA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,70,70
SANTA ROSA DEL SARA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,140,140
SANTIAGO DE CALLAPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,54,54
SANTIAGO DE HUARI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,32,32
SANTIAGO DE MACHACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,27,27
SANTIVAÑES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,79,79
SANTUARIO DE QUILLACAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,34,34
SAPAHAQUI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,68,68
SENA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,64,64
SICA SICA (VILLA AROMA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,86,86
SICAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,134,134
SIPE SIPE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,335,335
SORACACHI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,67,67
SORATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,169,169
SUCRE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,1412,1412
TACACHI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,12,12
TACACOMA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,46,46
TACOBAMBA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,42,42
TACOPAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,173,173
TAPACARI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,443,443
TARABUCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,801,801
TARACO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,16,16
TARATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,34,34
TARIJA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,326,326
TARVITA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,508,508
TEOPONTE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,24,24
TIAWANACU,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,77,77
TINGUIPAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,250,250
TIPUANI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,10,10
TIQUIPAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,247,247
TIRAQUE (CBBA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,115,115
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,19,19
TOCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,28,28
TODOS SANTOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,8,8
TOLATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,4,4
TOLEDO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,23,23
TOMAVE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,62,62
TOMINA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,1,1
TORO TORO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,124,124
TOTORA(CBBA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,3,3
TOTORA(ORR),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,33,33
TRIGAL,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,7,7
TRINIDAD,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,215,215
TUPIZA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,81,81
TURCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,35,35
UMALA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,29,29
UNCIA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,130,130
URIONDO (A. CONCEPCION),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,47,47
UYUNI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,28,28
VACAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,48,48
VALLEGRANDE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,154,154
VIACHA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,114,114
VILA VILA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,16,16
VILLA MONTES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,307,307
VILLA NUEVA (LOMA ALTA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,15,15
VILLA RIVERO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,22,22
VILLA SERRANO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,7,7
VILLA TUNARI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,329,329
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,126,126
VILLAZON,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,274,274
VINTO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,148,148
VITICHI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,162,162
WALDO BALLIVIAN,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,7,7
WARNES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,265,265
YACO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,55,55
YACUIBA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,62,62
YAMPARAEZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,80,80
YANACACHI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,78,78
YAPACANI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,319,319
YOCALLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,128,128
YOTALA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,173,173
ZUDAÑEZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-07-01,7,7
ACACIO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-08-01,336,336
ACHACACHI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-08-01,880,880
ACHOCALLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-08-01,44,44
AIQUILE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-08-01,230,230
ALALAY,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-08-01,11,11
