municipality,group,variable,month,Mujeres puérperas que recibieron dosis única d,TOTAL
SICA SICA (VILLA AROMA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,43,43
SICAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,2,2
SIPE SIPE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,57,57
SOPACHUY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,21,21
SORACACHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,19,19
SORATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,25,25
SUCRE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,242,242
TACACHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,3,3
TACACOMA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,13,13
TACOBAMBA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,16,16
TACOPAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,22,22
TAHUA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,2,2
TAPACARI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,51,51
TARABUCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,63,63
TARACO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,2,2
TARATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,5,5
TARIJA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,311,311
TARVITA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,44,44
TEOPONTE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,6,6
TIAWANACU,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,23,23
TINGUIPAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,67,67
TIPUANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,16,16
TIQUIPAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,70,70
TIRAQUE (CBBA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,84,84
TOCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,2,2
TOLATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,4,4
TOLEDO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,10,10
TOMAVE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,20,20
TOMINA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,3,3
TORO TORO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,19,19
TOTORA(CBBA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,23,23
TOTORA(ORR),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,7,7
TRIGAL,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,2,2
TRINIDAD,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,219,219
TUPIZA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,59,59
TURCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,5,5
UMALA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,3,3
UNCIA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,60,60
URIONDO (A. CONCEPCION),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,17,17
URUBICHA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,5,5
UYUNI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,30,30
VACAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,19,19
VALLEGRANDE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,19,19
VIACHA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,13,13
VILA VILA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,9,9
VILLA MONTES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,34,34
VILLA NUEVA (LOMA ALTA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,2,2
VILLA RIVERO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,5,5
VILLA SERRANO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,10,10
VILLA TUNARI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,81,81
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,19,19
VILLAZON,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,52,52
VINTO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,36,36
VITICHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,10,10
WALDO BALLIVIAN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,2,2
WARNES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,69,69
YACO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,7,7
YACUIBA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,93,93
YAMPARAEZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,19,19
YANACACHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,3,3
YAPACANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,64,64
YOCALLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,6,6
YOTALA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,9,9
YUNCHARA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,13,13
ZUDAÑEZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,15,15
ACACIO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,19,19
ACHACACHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,55,55
ACHOCALLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,4,4
AIQUILE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,38,38
ALCALA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,2,2
ANCORAIMES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,17,17
ANDAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,5,5
ANTEQUERA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,2,2
ANZALDO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,7,7
APOLO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,24,24
ARAMPAMPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,19,19
ARANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,17,17
ARBIETO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,6,6
ARQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,25,25
ATOCHA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,30,30
AUCAPATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,8,8
AYATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,8,8
AYO AYO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,29,29
AZURDUY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,15,15
BATALLAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,18,18
BAURES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,3,3
BELEN DE ANDAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,5,5
BELEN DE URMIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,5,5
BELLA FLOR,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,4,4
BERMEJO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,25,25
BETANZOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,50,50
BOLIVAR,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,11,11
BOYUIBE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,5,5
BUENA VISTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,14,14
CABEZAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,13,13
CAIROMA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,14,14
"CAIZA ""D""",micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,7,7
CAJUATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,11,11
CALACOTO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,4,4
CALAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,24,24
CAMARGO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,42,42
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,1,1
CAMIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,5,5
CAPINOTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,22,22
CAQUIAVIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,10,10
CARACOLLO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,23,23
CARANAVI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,67,67
CARAPARI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,7,7
CARIPUYO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,19,19
CARMEN RIVERO TORREZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,3,3
CHALLAPATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,39,39
CHAQUI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,8,8
CHARAGUA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,50,50
CHARAÑA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,2,2
CHAYANTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,28,28
CHIMORE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,18,18
CHIPAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,1,1
CHOQUE COTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,2,2
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,31,31
CHUMA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,15,15
CLIZA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,17,17
COBIJA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,108,108
COCHABAMBA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,341,341
"COLCHA ""K""",micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,11,11
COLLANA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,3,3
COLOMI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,14,14
COLPA BELGICA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,7,7
COLQUECHACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,42,42
COLQUENCHA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,6,6
COLQUIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,24,24
COMANCHE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,2,2
COMARAPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,26,26
COMBAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,2,2
CONCEPCION,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,17,17
COPACABANA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,12,12
CORIPATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,16,16
CORO CORO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,4,4
COROICO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,14,14
CORQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,6,6
COTAGAITA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,39,39
COTOCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,52,52
CUATRO CAÑADAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,15,15
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,1,1
CUEVO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,5,5
CULPINA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,28,28
CURAHUARA DE CARANGAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,6,6
CURVA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,4,4
DESAGUADERO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,6,6
EL ALTO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,967,967
EL CHORO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,4,4
EL PUENTE(TJA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,13,13
EL TORNO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,46,46
EL VILLAR,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,10,10
ENTRE RIOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,27,27
ENTRE RIOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,25,25
EUCALIPTUS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,10,10
EUREKA (SANTOS MERCADO),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,2,2
FERNANDEZ ALONSO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,8,8
FILADELFIA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,4,4
GENERAL SAAVEDRA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,20,20
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,9,9
GUANAY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,18,18
GUAQUI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,7,7
GUAYARAMERIN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,111,111
GUTIERREZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,22,22
HUACARETA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,12,12
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,5,5
HUACHACALLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,1,1
HUANUNI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,5,5
HUARACAJE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,7,7
HUAYLLAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,3,3
ICHOCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,6,6
ICLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,23,23
INCAHUASI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,38,38
INGAVI (HUMAITA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,1,1
INQUISIVI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,10,10
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,19,19
IXIAMAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,1,1
JESUS DE MACHACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,8,8
LA ASUNTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,57,57
LA GUARDIA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,35,35
LA PAZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,1040,1040
LAGUNILLAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,10,10
LAJA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,16,16
LAS CARRERAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,7,7
LLALLAGUA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,54,54
LLICA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,4,4
LORETO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,6,6
LURIBAY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,6,6
MACHACAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,3,3
MACHARETI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,7,7
MAGDALENA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,5,5
MAIRANA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,13,13
MALLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,4,4
MAPIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,25,25
MECAPACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,10,10
MINEROS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,28,28
MIZQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,26,26
MOCOMOCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,15,15
MOJINETE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,1,1
MOJOCOYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,9,9
MONTEAGUDO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,44,44
MONTERO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-12-01,223,223
