municipality,group,variable,month,Niños de 1 a 4 años con 1ra dosis vitamina A,TOTAL
LLALLAGUA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,4,4
LORETO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,12,12
LURIBAY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,9,9
MACHARETI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,14,14
MAGDALENA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,34,34
MAIRANA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,2,2
MALLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,5,5
MAPIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,38,38
MECAPACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,81,81
MINEROS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,8,8
MOCOMOCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,101,101
MOJOCOYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,15,15
MONTEAGUDO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,86,86
MONTERO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,678,678
OKINAWA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,44,44
PADCAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,52,52
PADILLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,7,7
PAILON,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,199,199
PALCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,65,65
PALOS BLANCOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,70,70
PAMPA GRANDE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,22,22
PAPEL PAMPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,20,20
PASORAPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,10,10
PATACAMAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,112,112
PELECHUCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,31,31
POCOATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,29,29
PORCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,1,1
POROMA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,28,28
PORONGO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,47,47
PORTACHUELO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,2,2
POTOSI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,245,245
PRESTO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,32,32
PUCARANI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,122,122
PUERTO ACOSTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,131,131
PUERTO CARABUCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,84,84
PUERTO PEREZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,16,16
PUERTO QUIJARRO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,68,68
PUERTO SILES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,13,13
PUERTO SUAREZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,51,51
PUERTO VILLARROEL,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,188,188
PUNA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,203,203
QUIME,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,6,6
QUIRUSILLAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,4,4
RAVELO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,15,15
REYES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,119,119
RIBERALTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,327,327
ROBORE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,14,14
RURRENABAQUE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,156,156
SACABA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,456,456
SACABAMBA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,44,44
SAMAIPATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,25,25
SAN AGUSTIN,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,15,15
SAN ANDRES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,108,108
SAN ANDRES DE MACHACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,14,14
SAN ANTONIO DE ESMORUCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,10,10
SAN ANTONIO DE LOMERIO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,40,40
SAN BORJA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,325,325
SAN BUENA VENTURA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,47,47
SAN CARLOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,25,25
SAN IGNACIO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,122,122
SAN IGNACIO DE VELASCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,255,255
SAN JAVIER(BNI),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,40,40
SAN JAVIER(STC),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,62,62
SAN JOAQUIN,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,34,34
SAN JOSE DE CHIQUITOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,79,79
SAN JUAN DE YAPACANI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,28,28
SAN JULIAN,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,145,145
SAN LORENZO(TJA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,67,67
SAN LUCAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,75,75
SAN MATIAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,36,36
SAN MIGUEL DE VELASCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,10,10
SAN PABLO DE LIPEZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,6,6
SAN PEDRO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,68,68
SAN PEDRO DE CURAHUARA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,9,9
SAN PEDRO DE QUEMES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,18,18
SAN RAFAEL,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,10,10
SAN RAMON,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,51,51
SAN RAMON,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,5,5
SANTA ANA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,144,144
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,2612,2612
SANTA ROSA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,45,45
SANTIAGO DE CALLAPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,28,28
SANTIAGO DE MACHACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,3,3
SAPAHAQUI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,30,30
SICA SICA (VILLA AROMA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,84,84
SICAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,1,1
SOPACHUY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,1,1
SORATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,79,79
SUCRE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,143,143
TACACOMA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,14,14
TACOBAMBA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,34,34
TAPACARI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,50,50
TARABUCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,25,25
TARACO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,13,13
TARATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,36,36
TARIJA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,980,980
TARVITA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,59,59
TEOPONTE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,64,64
TIAWANACU,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,59,59
TINGUIPAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,38,38
TIPUANI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,33,33
TIRAQUE (CBBA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,73,73
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,3,3
TOCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,30,30
TOLATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,17,17
TOMAVE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,26,26
TOMINA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,6,6
TRINIDAD,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,292,292
TUPIZA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,80,80
UMALA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,8,8
UNCIA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,2,2
URIONDO (A. CONCEPCION),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,53,53
UYUNI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,2,2
VIACHA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,137,137
VILLA MONTES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,34,34
VILLA SERRANO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,1,1
VILLA TUNARI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,268,268
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,43,43
VILLAZON,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,32,32
VITICHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,49,49
WALDO BALLIVIAN,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,6,6
WARNES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,153,153
YACO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,12,12
YACUIBA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,429,429
YAMPARAEZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,14,14
YANACACHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,10,10
YOCALLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,2,2
YOTALA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,16,16
YUNCHARA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,11,11
ZUDAÑEZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-09-01,9,9
ACHACACHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,72,72
ACHOCALLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,75,75
AIQUILE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,4,4
ALALAY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,6,6
ALCALA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,2,2
ANCORAIMES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,9,9
ANZALDO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,23,23
APOLO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,93,93
ARBIETO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,31,31
ARQUE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,45,45
ASCENCION DE GUARAYOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,111,111
ATOCHA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,45,45
AUCAPATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,44,44
AYATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,20,20
AYO AYO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,37,37
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,94,94
AZURDUY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,11,11
BATALLAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,32,32
BAURES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,56,56
BERMEJO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,211,211
BETANZOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,63,63
BOLIVAR,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,6,6
BOYUIBE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,7,7
BUENA VISTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,26,26
CABEZAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,63,63
CAIROMA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,19,19
"CAIZA ""D""",micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,18,18
CAJUATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,29,29
CALACOTO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,12,12
CALAMARCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,17,17
CAMARGO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,6,6
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,10,10
CAMIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,122,122
CAPINOTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,104,104
CAQUIAVIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,12,12
CARANAVI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,303,303
CARAPARI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,35,35
CARMEN RIVERO TORREZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,30,30
CHACARILLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,2,2
CHAQUI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,20,20
CHARAGUA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,102,102
CHAYANTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,81,81
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,49,49
CHUMA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,40,40
CLIZA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,65,65
COCHABAMBA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,1594,1594
COLLANA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,4,4
COLOMI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,45,45
COLQUECHACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,108,108
COLQUIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,36,36
COMANCHE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,3,3
COMBAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,5,5
CONCEPCION,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,19,19
COPACABANA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,27,27
CORIPATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,53,53
CORO CORO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,9,9
COROICO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,65,65
COTAGAITA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,10,10
COTOCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,59,59
CUATRO CAÑADAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,43,43
CUEVO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,9,9
CULPINA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,48,48
CURVA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,11,11
DESAGUADERO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,26,26
EL ALTO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,2787,2787
EL PUENTE(STC),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,35,35
EL PUENTE(TJA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,43,43
EL TORNO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,22,22
EL VILLAR,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,1,1
ENTRE RIOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,50,50
EXALTACION,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,37,37
FERNANDEZ ALONSO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,136,136
GENERAL SAAVEDRA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,59,59
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,28,28
GUANAY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,69,69
GUAQUI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,33,33
GUAYARAMERIN,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,581,581
GUTIERREZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,64,64
HUACARETA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,5,5
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,7,7
HUARACAJE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,15,15
ICLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,13,13
INCAHUASI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,9,9
INQUISIVI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,15,15
IRUPANA (VILLA DE LANZA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,50,50
IXIAMAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,50,50
JESUS DE MACHACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,34,34
LA ASUNTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,47,47
LA GUARDIA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,131,131
LA PAZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,2373,2373
LAGUNILLAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,11,11
LAJA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,51,51
LAS CARRERAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,12,12
LLALLAGUA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,1,1
LORETO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,27,27
LURIBAY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,8,8
MACHARETI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,15,15
MAGDALENA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,63,63
MAIRANA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,21,21
MALLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,9,9
MAPIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,49,49
MECAPACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,74,74
MINEROS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,14,14
MOCOMOCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,77,77
MOJOCOYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,10,10
MONTEAGUDO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,112,112
MONTERO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,748,748
OKINAWA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,46,46
PADCAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,54,54
PADILLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,6,6
PAILON,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,31,31
PALCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,49,49
PALOS BLANCOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,78,78
PAMPA GRANDE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,17,17
PAPEL PAMPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,11,11
PASORAPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,4,4
PATACAMAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,96,96
PELECHUCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,51,51
PORCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,6,6
POROMA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,17,17
PORONGO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,28,28
POSTRER VALLE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,2,2
POTOSI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,225,225
PRESTO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,46,46
PUCARANI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,152,152
PUERTO ACOSTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,115,115
PUERTO CARABUCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-10-01,66,66
