municipality,group,variable,month,Mujeres puérperas que recibieron 90 tabletas d,TOTAL
YACUIBA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-01-01,99,99
YAMPARAEZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-01-01,15,15
YAPACANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-01-01,40,40
YOCALLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-01-01,8,8
YOTALA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-01-01,12,12
YUNCHARA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-01-01,6,6
ZUDAÑEZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-01-01,13,13
ACACIO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,10,10
ACHACACHI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,59,59
ACHOCALLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,6,6
AIQUILE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,14,14
ALALAY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,1,1
ALCALA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,2,2
ANCORAIMES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,23,23
ANDAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,2,2
ANTEQUERA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,2,2
ANZALDO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,3,3
APOLO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,18,18
ARAMPAMPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,2,2
ARBIETO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,5,5
ARQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,13,13
ASCENCION DE GUARAYOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,11,11
ATOCHA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,7,7
AUCAPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,5,5
AYATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,10,10
AYO AYO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,16,16
AZURDUY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,28,28
BATALLAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,10,10
BELEN DE ANDAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,2,2
BELEN DE URMIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,1,1
BELLA FLOR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,2,2
BERMEJO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,50,50
BETANZOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,27,27
BOLIVAR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,8,8
BOLPEBRA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,3,3
BOYUIBE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,3,3
BUENA VISTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,7,7
CABEZAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,4,4
CAIROMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,9,9
"CAIZA ""D""",micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,4,4
CAJUATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,27,27
CALACOTO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,5,5
CALAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,14,14
CAMARGO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,29,29
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,2,2
CAMIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,8,8
CAPINOTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,5,5
CAQUIAVIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,8,8
CARACOLLO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,17,17
CARANAVI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,26,26
CARAPARI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,7,7
CARIPUYO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,11,11
CARMEN RIVERO TORREZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,6,6
CATACORA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,1,1
CHALLAPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,36,36
CHAQUI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,9,9
CHARAGUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,53,53
CHARAÑA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,4,4
CHAYANTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,5,5
CHIMORE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,2,2
CHIPAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,21,21
CHUMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,5,5
CLIZA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,7,7
COBIJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,42,42
COCHABAMBA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,50,50
COLCAPIRHUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,21,21
"COLCHA ""K""",micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,6,6
COLLANA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,2,2
COLOMI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,13,13
COLPA BELGICA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,6,6
COLQUECHACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,48,48
COLQUENCHA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,8,8
COLQUIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,18,18
COMARAPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,9,9
COMBAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,1,1
CONCEPCION,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,2,2
COPACABANA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,6,6
CORIPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,12,12
CORO CORO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,10,10
COROICO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,6,6
CORQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,5,5
COTAGAITA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,25,25
COTOCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,8,8
CUATRO CAÑADAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,13,13
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,1,1
CUEVO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,2,2
CULPINA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,14,14
CURAHUARA DE CARANGAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,2,2
CURVA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,5,5
DESAGUADERO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,7,7
EL ALTO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,984,984
EL CHORO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,6,6
EL PUENTE(STC),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,8,8
EL PUENTE(TJA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,14,14
EL TORNO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,51,51
EL VILLAR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,3,3
ENTRE RIOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,19,19
ENTRE RIOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,13,13
EUCALIPTUS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,7,7
EUREKA (SANTOS MERCADO),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,1,1
EXALTACION,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,7,7
FERNANDEZ ALONSO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,29,29
GENERAL SAAVEDRA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,24,24
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,10,10
GUANAY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,16,16
GUAQUI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,4,4
GUAYARAMERIN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,26,26
GUTIERREZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,4,4
HUACARETA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,10,10
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,2,2
HUACHACALLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,1,1
HUANUNI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,32,32
HUARACAJE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,3,3
HUAYLLAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,6,6
ICHOCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,4,4
ICLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,9,9
INCAHUASI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,27,27
INQUISIVI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,19,19
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,14,14
IXIAMAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,12,12
JESUS DE MACHACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,9,9
LA ASUNTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,10,10
LA GUARDIA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,9,9
LA PAZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,780,780
LAGUNILLAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,10,10
LAJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,17,17
LAS CARRERAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,1,1
LICOMA PAMPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,1,1
LLALLAGUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,2,2
LLICA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,4,4
LORETO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,6,6
LURIBAY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,6,6
MACHACAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,1,1
MACHARETI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,7,7
MAGDALENA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,2,2
MALLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,4,4
MAPIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,13,13
MECAPACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,9,9
MINEROS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,3,3
MIZQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,3,3
MOCOMOCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,13,13
MOJINETE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,1,1
MOJOCOYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,9,9
MONTEAGUDO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,11,11
MONTERO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,65,65
MORO MORO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,4,4
MOROCHATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,12,12
NAZACARA DE PACAJES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,2,2
OCURI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,18,18
OKINAWA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,9,9
OMEREQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,7,7
ORURO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,86,86
PADCAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,17,17
PADILLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,22,22
PALCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,3,3
PALOS BLANCOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,34,34
PAMPA AULLAGAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,5,5
PAMPA GRANDE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,4,4
PAPEL PAMPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,6,6
PASORAPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,8,8
PATACAMAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,25,25
PAZÑA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,5,5
PELECHUCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,11,11
POCOATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,13,13
POCONA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,20,20
POJO (CBBA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,15,15
POOPO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,3,3
PORCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,3,3
POROMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,28,28
PORONGO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,1,1
PORVENIR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,4,4
POTOSI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,96,96
PRESTO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,12,12
PUCARANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,20,20
PUERTO ACOSTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,25,25
PUERTO CARABUCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,16,16
PUERTO GONZALO MORENO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,17,17
PUERTO PEREZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,3,3
PUERTO QUIJARRO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,10,10
PUERTO RICO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,4,4
PUERTO SILES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,3,3
PUERTO SUAREZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,1,1
PUERTO VILLARROEL,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,21,21
PUNA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,20,20
PUNATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,7,7
QUILLACOLLO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,9,9
QUIME,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,9,9
RAVELO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,13,13
REYES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,4,4
RIBERALTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,103,103
ROBORE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,5,5
RURRENABAQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,8,8
SABAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,3,3
SACABA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,46,46
SACABAMBA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,2,2
SACACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,47,47
SAIPINA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,2,2
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,15,15
SAMAIPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,1,1
SAN AGUSTIN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,1,1
SAN ANDRES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,13,13
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,3,3
SAN BENITO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,6,6
SAN BORJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,82,82
SAN BUENA VENTURA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,10,10
SAN CARLOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,17,17
SAN IGNACIO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,24,24
SAN IGNACIO DE VELASCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,20,20
SAN JAVIER(BNI),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,2,2
SAN JOAQUIN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,1,1
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,16,16
SAN JUAN DE YAPACANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,9,9
SAN JULIAN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,31,31
SAN LORENZO(PND),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-02-01,15,15
