municipality,group,variable,month,Mujeres embarazadas que recibieron 90 tabletas,TOTAL
TOCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,2,2
TOLATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,11,11
TOLEDO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,5,5
TOMAVE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,9,9
TOMINA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,18,18
TORO TORO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,14,14
TOTORA(CBBA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,7,7
TOTORA(ORR),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,11,11
TRINIDAD,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,155,155
TUPIZA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,77,77
TURCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,4,4
UMALA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,8,8
UNCIA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,49,49
URIONDO (A. CONCEPCION),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,16,16
UYUNI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,24,24
VACAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,19,19
VALLEGRANDE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,20,20
VIACHA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,198,198
VILA VILA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,7,7
VILLA MONTES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,44,44
VILLA NUEVA (LOMA ALTA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,3,3
VILLA RIVERO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,4,4
VILLA SERRANO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,5,5
VILLA TUNARI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,107,107
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,11,11
VILLAZON,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,75,75
VINTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,15,15
VITICHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,14,14
WALDO BALLIVIAN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,6,6
WARNES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,51,51
YACO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,8,8
YACUIBA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,37,37
YAMPARAEZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,7,7
YANACACHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,4,4
YAPACANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,60,60
YOCALLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,6,6
YOTALA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,14,14
YUNCHARA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,18,18
ZUDAÑEZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-04-01,16,16
ACACIO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,7,7
ACHACACHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,94,94
ACHOCALLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,19,19
AIQUILE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,47,47
ALALAY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,3,3
ALCALA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,8,8
ANCORAIMES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,21,21
ANDAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,3,3
ANTEQUERA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,3,3
APOLO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,45,45
ARAMPAMPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,6,6
ARANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,1,1
ARBIETO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,2,2
ARQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,20,20
ASCENCION DE GUARAYOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,38,38
ATOCHA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,1,1
AUCAPATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,3,3
AYATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,20,20
AYO AYO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,12,12
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,24,24
AZURDUY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,33,33
BATALLAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,22,22
BAURES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,10,10
BELEN DE URMIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,5,5
BELLA FLOR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,5,5
BERMEJO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,49,49
BETANZOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,31,31
BOLIVAR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,12,12
BOLPEBRA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,3,3
BOYUIBE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,9,9
BUENA VISTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,18,18
CABEZAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,10,10
CAIROMA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,25,25
"CAIZA ""D""",micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,5,5
CAJUATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,19,19
CALACOTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,4,4
CALAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,11,11
CAMARGO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,33,33
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,4,4
CAMIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,41,41
CAPINOTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,19,19
CAQUIAVIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,8,8
CARACOLLO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,47,47
CARANAVI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,154,154
CARAPARI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,12,12
CARIPUYO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,23,23
CATACORA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,2,2
CHACARILLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,7,7
CHALLAPATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,49,49
CHAQUI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,2,2
CHARAGUA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,54,54
CHARAÑA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,3,3
CHAYANTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,5,5
CHIMORE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,10,10
CHIPAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,4,4
CHOQUE COTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,4,4
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,57,57
CHUMA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,10,10
CLIZA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,5,5
COBIJA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,101,101
COCHABAMBA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,157,157
COLCAPIRHUA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,49,49
"COLCHA ""K""",micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,15,15
COLLANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,7,7
COLOMI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,12,12
COLPA BELGICA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,7,7
COLQUECHACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,77,77
COLQUENCHA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,7,7
COLQUIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,20,20
COMANCHE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,9,9
COMARAPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,21,21
COMBAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,5,5
CONCEPCION,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,2,2
COPACABANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,20,20
CORIPATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,50,50
CORO CORO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,5,5
COROICO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,14,14
CORQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,12,12
COTAGAITA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,33,33
COTOCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,35,35
CUATRO CAÑADAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,36,36
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,3,3
CUEVO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,2,2
CULPINA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,31,31
CURAHUARA DE CARANGAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,2,2
CURVA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,4,4
DESAGUADERO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,15,15
EL ALTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,4882,4882
EL PUENTE(STC),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,22,22
EL PUENTE(TJA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,18,18
EL TORNO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,180,180
EL VILLAR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,1,1
ENTRE RIOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,55,55
ENTRE RIOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,21,21
EUCALIPTUS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,18,18
EUREKA (SANTOS MERCADO),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,4,4
EXALTACION,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,8,8
FERNANDEZ ALONSO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,32,32
FILADELFIA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,13,13
GENERAL SAAVEDRA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,42,42
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,14,14
GUANAY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,64,64
GUAQUI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,10,10
GUAYARAMERIN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,146,146
GUTIERREZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,12,12
HUACARETA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,33,33
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,15,15
HUACHACALLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,1,1
HUANUNI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,8,8
HUARACAJE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,3,3
HUAYLLAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,4,4
ICHOCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,15,15
ICLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,25,25
INCAHUASI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,36,36
INQUISIVI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,26,26
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,30,30
IXIAMAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,17,17
JESUS DE MACHACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,11,11
LA ASUNTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,74,74
LA GUARDIA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,11,11
LA PAZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,1172,1172
LAGUNILLAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,9,9
LAJA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,27,27
LAS CARRERAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,10,10
LICOMA PAMPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,2,2
LLALLAGUA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,39,39
LLICA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,5,5
LORETO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,9,9
LURIBAY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,20,20
MACHACAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,6,6
MACHARETI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,15,15
MAGDALENA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,9,9
MAIRANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,11,11
MALLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,1,1
MAPIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,17,17
MECAPACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,12,12
MINEROS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,26,26
MIZQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,22,22
MOCOMOCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,27,27
MOJOCOYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,10,10
MONTEAGUDO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,38,38
MONTERO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,112,112
MORO MORO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,1,1
MOROCHATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,40,40
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,1,1
NAZACARA DE PACAJES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,5,5
OCURI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,61,61
OKINAWA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,6,6
OMEREQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,8,8
ORURO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,272,272
PADCAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,34,34
PADILLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,28,28
PAILON,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,14,14
PALCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,11,11
PALOS BLANCOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,73,73
PAMPA AULLAGAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,2,2
PAMPA GRANDE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,11,11
PAPEL PAMPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,6,6
PASORAPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,3,3
PATACAMAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,202,202
PAZÑA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,4,4
PELECHUCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,18,18
POCOATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,38,38
POCONA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,35,35
POJO (CBBA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,19,19
POOPO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,2,2
PORCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,9,9
POROMA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,37,37
PORONGO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,9,9
PORTACHUELO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,23,23
PORVENIR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,14,14
POSTRER VALLE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,5,5
POTOSI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,189,189
PRESTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,25,25
PUCARA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-05-01,3,3
