municipality,group,variable,month,Mujeres puérperas con dosis única de vitamina A,TOTAL
HUARACAJE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,7,7
HUARINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,4,4
HUAYLLAMARCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,5,5
HUMANATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,7,7
ICHOCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,6,6
ICLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,12,12
INCAHUASI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,21,21
INGAVI (HUMAITA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,3,3
INQUISIVI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,12,12
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,21,21
IXIAMAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,18,18
JESUS DE MACHACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,18,18
LA ASUNTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,56,56
LA GUARDIA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,65,65
LA PAZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,1014,1014
LAGUNILLAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,15,15
LAJA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,18,18
LAS CARRERAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,4,4
LICOMA PAMPA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,4,4
LLALLAGUA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,70,70
LLICA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,6,6
LORETO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,5,5
LURIBAY,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,5,5
MACHACAMARCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,5,5
MACHARETI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,10,10
MAGDALENA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,24,24
MAIRANA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,18,18
MALLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,1,1
MAPIRI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,23,23
MECAPACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,4,4
MINEROS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,24,24
MIZQUE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,47,47
MOCOMOCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,25,25
MOJINETE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,1,1
MOJOCOYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,10,10
MONTEAGUDO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,64,64
MONTERO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,271,271
MORO MORO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,4,4
MOROCHATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,16,16
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,1,1
NAZACARA DE PACAJES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,2,2
OCURI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,36,36
OKINAWA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,13,13
OMEREQUE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,16,16
ORURO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,388,388
PADCAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,22,22
PADILLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,22,22
PAILON,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,33,33
PALCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,11,11
PALOS BLANCOS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,49,49
PAMPA AULLAGAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,1,1
PAMPA GRANDE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,11,11
PAPEL PAMPA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,2,2
PASORAPA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,1,1
PATACAMAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,2,2
PAZÑA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,7,7
PELECHUCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,3,3
POCOATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,31,31
POCONA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,16,16
POJO (CBBA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,15,15
POOPO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,5,5
PORCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,10,10
POROMA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,23,23
PORONGO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,7,7
PORTACHUELO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,25,25
PORVENIR,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,5,5
POTOSI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,328,328
PRESTO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,15,15
PUCARANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,28,28
PUERTO ACOSTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,8,8
PUERTO CARABUCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,18,18
PUERTO GONZALO MORENO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,9,9
PUERTO PEREZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,7,7
PUERTO QUIJARRO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,17,17
PUERTO RICO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,7,7
PUERTO SILES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,2,2
PUERTO SUAREZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,47,47
PUERTO VILLARROEL,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,143,143
PUNA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,35,35
PUNATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,72,72
QUIABAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,1,1
QUILLACOLLO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,8,8
QUIME,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,8,8
RAVELO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,31,31
REYES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,17,17
RIBERALTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,267,267
ROBORE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,26,26
RURRENABAQUE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,37,37
SABAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,2,2
SACABA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,172,172
SACABAMBA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,6,6
SACACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,25,25
SAIPINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,10,10
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,9,9
SAMAIPATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,14,14
SAN AGUSTIN,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,3,3
SAN ANDRES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,13,13
SAN ANDRES DE MACHACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,2,2
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,7,7
SAN BENITO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,14,14
SAN BORJA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,105,105
SAN BUENA VENTURA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,27,27
SAN CARLOS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,50,50
SAN IGNACIO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,48,48
SAN IGNACIO DE VELASCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,148,148
SAN JAVIER(BNI),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,4,4
SAN JAVIER(STC),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,29,29
SAN JOAQUIN,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,9,9
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,44,44
SAN JUAN DE YAPACANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,15,15
SAN JULIAN,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,97,97
SAN LORENZO(PND),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,12,12
SAN LORENZO(TJA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,19,19
SAN LUCAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,72,72
SAN MATIAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,32,32
SAN MIGUEL DE VELASCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,27,27
SAN PABLO DE LIPEZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,3,3
SAN PEDRO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,23,23
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,39,39
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,9,9
SAN PEDRO DE TIQUINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,7,7
SAN RAFAEL,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,6,6
SAN RAMON BENI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,11,11
SAN RAMON SCZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,28,28
SANTA ANA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,36,36
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,1172,1172
SANTA ROSA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,22,22
SANTA ROSA DEL SARA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,19,19
SANTIAGO DE CALLAPA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,5,5
SANTIAGO DE HUARI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,12,12
SANTIAGO DE HUATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,6,6
SANTIAGO DE MACHACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,1,1
SANTIVAÑES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,5,5
SANTUARIO DE QUILLACAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,9,9
SAPAHAQUI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,6,6
SENA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,9,9
SHINAOTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,64,64
SICA SICA (VILLA AROMA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,21,21
SICAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,1,1
SIPE SIPE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,35,35
SOPACHUY,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,16,16
SORACACHI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,13,13
SORATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,25,25
SUCRE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,437,437
TACACHI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,1,1
TACACOMA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,5,5
TACOBAMBA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,16,16
TACOPAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,13,13
TAHUA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,1,1
TAPACARI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,49,49
TARABUCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,26,26
TARACO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,3,3
TARATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,7,7
TARIJA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,398,398
TARVITA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,21,21
TEOPONTE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,12,12
TIAWANACU,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,25,25
TINGUIPAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,37,37
TIPUANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,17,17
TIQUIPAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,69,69
TIRAQUE (CBBA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,30,30
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,1,1
TOCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,3,3
TODOS SANTOS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,1,1
TOLATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,3,3
TOLEDO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,10,10
TOMAVE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,16,16
TOMINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,10,10
TORO TORO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,10,10
TOTORA(CBBA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,30,30
TOTORA(ORR),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,3,3
TRIGAL,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,2,2
TRINIDAD,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,340,340
TUPIZA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,73,73
TURCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,6,6
UMALA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,13,13
UNCIA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,17,17
URIONDO (A. CONCEPCION),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,11,11
URUBICHA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,14,14
UYUNI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,65,65
VACAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,17,17
VALLEGRANDE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,36,36
VIACHA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,50,50
VILA VILA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,4,4
VILLA CHARCAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,5,5
VILLA MONTES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,91,91
VILLA NUEVA (LOMA ALTA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,2,2
VILLA RIVERO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,7,7
VILLA SERRANO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,11,11
VILLA TUNARI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,55,55
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,8,8
VILLAZON,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,66,66
VINTO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,61,61
VITICHI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,11,11
WARNES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,105,105
YACO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,17,17
YACUIBA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,150,150
YAMPARAEZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,8,8
YANACACHI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,6,6
YAPACANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,79,79
YOCALLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,10,10
YOTALA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,8,8
YUNCHARA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,9,9
ZUDAÑEZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-04-01,7,7
ACACIO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,10,10
ACHACACHI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,70,70
ACHOCALLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,7,7
AIQUILE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,16,16
ALALAY,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,4,4
ALCALA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,1,1
ALTO BENI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,12,12
ANCORAIMES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,15,15
ANDAMARCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,5,5
ANTEQUERA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,2,2
ANZALDO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,7,7
APOLO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,13,13
ARAMPAMPA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,5,5
ARANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,15,15
ARBIETO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,9,9
ARQUE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,22,22
ASCENCION DE GUARAYOS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,2,2
ATOCHA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,12,12
AUCAPATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,4,4
AYATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,18,18
AYO AYO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,28,28
AZURDUY,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,16,16
BATALLAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,24,24
BAURES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,8,8
BELEN DE URMIRI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,1,1
BELLA FLOR,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,3,3
BERMEJO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,59,59
BETANZOS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,49,49
BOLIVAR,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,13,13
BOLPEBRA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,3,3
BOYUIBE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,3,3
BUENA VISTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,16,16
CABEZAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,13,13
CAIROMA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,14,14
"CAIZA ""D""",micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,11,11
CAJUATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,11,11
CALACOTO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,7,7
CALAMARCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,12,12
CAMARGO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,34,34
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,3,3
CAMIRI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,72,72
CAPINOTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,22,22
CAQUIAVIRI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,7,7
CARACOLLO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,18,18
CARANAVI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,105,105
CARAPARI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,10,10
CARIPUYO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,11,11
CARMEN RIVERO TORREZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,3,3
CATACORA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,1,1
CHACARILLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,1,1
CHALLAPATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,53,53
CHAQUI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,8,8
CHARAGUA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,56,56
CHARAÑA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,3,3
CHAYANTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,28,28
CHIMORE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,15,15
CHIPAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,1,1
CHOQUE COTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,18,18
CHUMA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,9,9
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,13,13
CKOCHAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,19,19
CLIZA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,29,29
COBIJA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,132,132
COCAPATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,29,29
COCHABAMBA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,1012,1012
COIPASA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,2,2
COLCAPIRHUA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,72,72
"COLCHA ""K""",micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,11,11
COLLANA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,4,4
COLOMI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,21,21
COLPA BELGICA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,8,8
COLQUECHACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,64,64
COLQUENCHA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,13,13
COLQUIRI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,25,25
COMARAPA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,30,30
COMBAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,4,4
COPACABANA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,21,21
CORIPATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,7,7
CORO CORO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,3,3
COROICO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,28,28
CORQUE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,8,8
COTAGAITA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,37,37
COTOCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2010-05-01,92,92
