,group,variable,month,FALLECIDOS ANTES DE LAS 48 HRS. CANTIDAD,FALLECIDOS ANTES DE LAS 48 HRS. CANTIDAD,TOTALES,TOTALES,TOTALES
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 hrs.,2020-06-01,0,0,0,0,0
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,10,7,10,7,17
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,113,54,113,54,167
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,33,16,33,16,49
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,2,4,2,4,6
ENTRE RIOS CBBA,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,5,0,5,0,5
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,15,10,15,10,25
GUTIERREZ,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),internaciones,fallecidos antes de las 48 hrs.,2020-06-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,23,15,23,15,38
MINEROS,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,2,0,2,0,2
MIZQUE,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,0,0,0,0,0
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,1,1,1,1,2
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,11,4,11,4,15
ORURO,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,4,8,4,8,12
PADILLA,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,1,0,1,0,1
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,7,6,7,6,13
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,9,7,9,7,16
PUERTO RICO,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,1,0,1,0,1
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,4,5,4,5,9
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,2,0,2,0,2
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,3,1,3,1,4
REYES,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,6,4,6,4,10
ROBORE,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,0,1,0,1,1
RURRENABAQUE,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,1,0,1,0,1
SACABA,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,3,1,3,1,4
SAN ANTONIO DE LOMERIO,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,1,0,1,0,1
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,1,0,1,0,1
SAN IGNACIO,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,5,9,5,9,14
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,123,66,123,66,189
SANTA ROSA,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,1,0,1,0,1
SANTA ROSA DEL SARA,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,7,0,7,0,7
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,25,11,25,11,36
TARABUCO,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,0,1,0,1,1
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,16,6,16,6,22
TIQUIPAYA,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,0,0,0,0,0
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,20,10,20,10,30
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,0,2,0,2,2
URUBICHA,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,1,0,1,0,1
VIACHA,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,1,1,1,1,2
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,0,1,0,1,1
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,1,0,1,0,1
VINTO,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,0,0,0,0,0
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,4,2,4,2,6
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2020-06-01,6,2,6,2,8
ACHACACHI,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,0,0,0,0,0
ACHOCALLA,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,1,0,1,0,1
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,0,0,0,0,0
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos antes de las 48 hrs.,2020-07-01,0,0,0,0,0
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,1,0,1,0,1
CAMARGO,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,1,1,1,1,2
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,3,2,3,2,5
CAQUIAVIRI,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,1,0,1,0,1
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,3,1,3,1,4
CARAPARI,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,0,0,0,0,0
CARMEN RIVERO TORREZ,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,0,1,0,1,1
CHALLAPATA,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,1,0,1,0,1
CHIMORE,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,1,0,1,0,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,16,9,16,9,25
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,170,68,170,68,238
COROICO,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,1,0,1,0,1
COTAGAITA,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,0,1,0,1,1
CULPINA,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,1,2,1,2,3
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,98,24,98,24,122
ENTRE RIOS TRJ,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,1,1,1,1,2
ENTRE RIOS CBBA,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,3,4,3,4,7
LA ASUNTA,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,3,0,3,0,3
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,71,33,71,33,104
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,2,0,2,0,2
MINEROS,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,0,1,0,1,1
MIZQUE,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,0,0,0,0,0
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,2,1,2,1,3
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,7,3,7,3,10
ORURO,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,19,8,19,8,27
PASORAPA,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,1,0,1,0,1
POOPO,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,0,1,0,1,1
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,3,0,3,0,3
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,20,11,20,11,31
PUERTO QUIJARRO,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,1,0,1,0,1
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,1,2,1,2,3
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,1,0,1,0,1
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,4,3,4,3,7
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,5,1,5,1,6
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,7,3,7,3,10
ROBORE,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,0,4,0,4,4
RURRENABAQUE,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,1,0,1,0,1
SACABA,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,6,4,6,4,10
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,5,1,5,1,6
SAN IGNACIO,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,5,2,5,2,7
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,6,4,6,4,10
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,68,54,68,54,122
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,44,24,44,24,68
TARABUCO,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,1,2,1,2,3
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,14,15,14,15,29
TIQUIPAYA,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,0,0,0,0,0
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,24,306,24,306,330
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,1,1,1,1,2
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,1,0,1,0,1
VIACHA,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,2,1,2,1,3
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,3,0,3,0,3
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,3,0,3,0,3
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,0,2,0,2,2
VINTO,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,0,0,0,0,0
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2020-07-01,2,4,2,4,6
ACHACACHI,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,0,0,0,0,0
ACHOCALLA,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,1,0,1,0,1
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,1,2,1,2,3
ANZALDO,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,0,1,0,1,1
AYATA,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos antes de las 48 hrs.,2020-08-01,0,0,0,0,0
AZURDUY,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,2,1,2,1,3
CAMARGO,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,1,1,1,1,2
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,1,4,1,4,5
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,3,0,3,0,3
CARAPARI,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,0,0,0,0,0
CHALLAPATA,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 hrs.,2020-08-01,0,0,0,0,0
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,4,3,4,3,7
COCAPATA,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,1,0,1,0,1
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,61,49,61,49,110
COMARAPA,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,0,1,0,1,1
COROICO,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,1,1,1,1,2
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,51,36,51,36,87
ENTRE RIOS CBBA,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,2,0,2,0,2
GUANAY,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,2,2,2,2,4
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,2,3,2,3,5
HUANUNI,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,1,0,1,0,1
LA ASUNTA,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,2,1,2,1,3
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,46,31,46,31,77
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,1,0,1,0,1
MINEROS,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,1,0,1,0,1
MIZQUE,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,0,1,0,1,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,1,4,1,4,5
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,2,2,2,2,4
ORURO,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,22,17,22,17,39
PADILLA,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,0,2,0,2,2
POOPO,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,0,1,0,1,1
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,1,0,1,0,1
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,22,9,22,9,31
PUERTO QUIJARRO,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,0,1,0,1,1
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,2,1,2,1,3
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,1,0,1,0,1
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,2,0,2,0,2
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,1,2,1,2,3
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,0,2,0,2,2
ROBORE,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,1,1,1,1,2
RURRENABAQUE,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,3,0,3,0,3
SACABA,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,3,3,3,3,6
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,2,3,2,3,5
SAN IGNACIO,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,0,4,0,4,4
SAN LUCAS,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,1,0,1,0,1
SAN PEDRO DE BUENA VISTA,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,1,0,1,0,1
SAN RAFAEL,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,2,3,2,3,5
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,56,38,56,38,94
SOPACHUY,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,1,0,1,0,1
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,66,32,66,32,98
TARABUCO,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,2,1,2,1,3
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,15,9,15,9,24
TIPUANI,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,1,0,1,0,1
TIQUIPAYA,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,0,0,0,0,0
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,12,8,12,8,20
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,4,0,4,0,4
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,4,1,4,1,5
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,0,1,0,1,1
VIACHA,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,2,1,2,1,3
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,2,0,2,0,2
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,3,1,3,1,4
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,1,1,1,1,2
VINTO,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,0,0,0,0,0
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2020-08-01,13,5,13,5,18
ACHACACHI,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,0,0,0,0,0
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos antes de las 48 hrs.,2020-09-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,10,11,10,11,21
BOLIVAR,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,3,0,3,0,3
CAPINOTA,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,0,1,0,1,1
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,0,0,0,0,0
CARAPARI,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,0,0,0,0,0
CHARAGUA,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,0,2,0,2,2
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,0,4,0,4,4
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,32,21,32,21,53
COPACABANA,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,1,0,1,0,1
CULPINA,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,14,13,14,13,27
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,3,0,3,0,3
GUTIERREZ,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,0,1,0,1,1
LA ASUNTA,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,0,1,0,1,1
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,42,23,42,23,65
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,1,0,1,0,1
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,0,2,0,2,2
MAPIRI,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,1,0,1,0,1
MINEROS,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,2,0,2,0,2
MIZQUE,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,0,0,0,0,0
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,2,1,2,1,3
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,2,1,2,1,3
ORURO,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,22,6,22,6,28
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,1,0,1,0,1
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,8,4,8,4,12
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,3,1,3,1,4
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,1,0,1,0,1
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,1,1,1,1,2
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,3,4,3,4,7
RURRENABAQUE,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,1,0,1,0,1
SACABA,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,3,1,3,1,4
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,3,1,3,1,4
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,4,2,4,2,6
SAN JOAQUIN,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,0,1,0,1,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,3,0,3,0,3
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,30,19,30,19,49
SHINAOTA,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,0,1,0,1,1
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,24,13,24,13,37
TARABUCO,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,0,0,0,0,0
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,16,14,16,14,30
TIQUIPAYA,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,0,0,0,0,0
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,13,9,13,9,22
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,2,0,2,0,2
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,5,3,5,3,8
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,1,1,1,1,2
VIACHA,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,0,1,0,1,1
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,0,3,0,3,3
VINTO,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,0,0,0,0,0
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,3,10,3,10,13
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2020-09-01,1,0,1,0,1
ACHACACHI,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,0,0,0,0,0
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,0,0,0,0,0
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,3,0,3,0,3
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos antes de las 48 hrs.,2020-10-01,0,0,0,0,0
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,2,2,2,2,4
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,0,3,0,3,3
CARAPARI,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,0,0,0,0,0
CHALLAPATA,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,0,1,0,1,1
CHARAGUA,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 hrs.,2020-10-01,0,0,0,0,0
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,3,1,3,1,4
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,33,34,33,34,67
COLCAPIRHUA,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,3,1,3,1,4
CONCEPCION,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,17,15,17,15,32
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,5,1,5,1,6
IRUPANA (VILLA DE LANZA),internaciones,fallecidos antes de las 48 hrs.,2020-10-01,1,0,1,0,1
LA ASUNTA,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,0,1,0,1,1
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,7,20,7,20,27
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,0,1,0,1,1
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,1,1,1,1,2
MINEROS,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,2,0,2,0,2
MIZQUE,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,0,0,0,0,0
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,1,2,1,2,3
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,3,3,3,3,6
ORURO,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,12,11,12,11,23
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,1,0,1,0,1
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,5,5,5,5,10
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,2,1,2,1,3
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,3,4,3,4,7
SACABA,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,4,2,4,2,6
SAN ANTONIO DE LOMERIO,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,0,1,0,1,1
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,0,1,0,1,1
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,0,3,0,3,3
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,3,1,3,1,4
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,2,0,2,0,2
SAN RAMON SCZ,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,33,35,33,35,68
SANTA ROSA,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,0,1,0,1,1
SORATA,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,1,0,1,0,1
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,23,20,23,20,43
TARABUCO,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,0,0,0,0,0
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,16,8,16,8,24
TIQUIPAYA,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,0,0,0,0,0
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,5,4,5,4,9
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,3,0,3,0,3
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,0,2,0,2,2
VIACHA,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,4,1,4,1,5
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,1,1,1,1,2
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2020-10-01,0,1,0,1,1
