,group,variable,month,CONTRAREFERIDOS CANTIDAD,CONTRAREFERIDOS CANTIDAD,TOTALES,TOTALES,TOTALES
TIQUIPAYA,internaciones,contrareferidos,2020-07-01,0,0,0,0,0
TRINIDAD,internaciones,contrareferidos,2020-07-01,10,5,10,5,15
TUPIZA,internaciones,contrareferidos,2020-07-01,15,73,15,73,88
VALLEGRANDE,internaciones,contrareferidos,2020-07-01,3,0,3,0,3
VIACHA,internaciones,contrareferidos,2020-07-01,0,1,0,1,1
VILLA MONTES,internaciones,contrareferidos,2020-07-01,5,16,5,16,21
VILLA TUNARI,internaciones,contrareferidos,2020-07-01,5,55,5,55,60
VILLAZON,internaciones,contrareferidos,2020-07-01,0,5,0,5,5
VINTO,internaciones,contrareferidos,2020-07-01,0,0,0,0,0
WARNES,internaciones,contrareferidos,2020-07-01,3,67,3,67,70
YACUIBA,internaciones,contrareferidos,2020-07-01,57,126,57,126,183
YAPACANI,internaciones,contrareferidos,2020-07-01,2,0,2,0,2
ACHACACHI,internaciones,contrareferidos,2020-08-01,1,2,1,2,3
AIQUILE,internaciones,contrareferidos,2020-08-01,0,7,0,7,7
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2020-08-01,2,13,2,13,15
AYOPAYA (V. DE INDEPENDENCIA),internaciones,contrareferidos,2020-08-01,0,0,0,0,0
BERMEJO,internaciones,contrareferidos,2020-08-01,30,71,30,71,101
BOYUIBE,internaciones,contrareferidos,2020-08-01,1,0,1,0,1
CAMARGO,internaciones,contrareferidos,2020-08-01,6,21,6,21,27
CAMIRI,internaciones,contrareferidos,2020-08-01,0,22,0,22,22
CARANAVI,internaciones,contrareferidos,2020-08-01,8,54,8,54,62
CARAPARI,internaciones,contrareferidos,2020-08-01,0,0,0,0,0
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2020-08-01,0,0,0,0,0
CKOCHAS,internaciones,contrareferidos,2020-08-01,0,1,0,1,1
COBIJA,internaciones,contrareferidos,2020-08-01,60,146,60,146,206
COCHABAMBA,internaciones,contrareferidos,2020-08-01,52,356,52,356,408
COROICO,internaciones,contrareferidos,2020-08-01,7,13,7,13,20
COTOCA,internaciones,contrareferidos,2020-08-01,1,1,1,1,2
EL ALTO,internaciones,contrareferidos,2020-08-01,11,49,11,49,60
EL TORNO,internaciones,contrareferidos,2020-08-01,0,1,0,1,1
ENTRE RIOS CBBA,internaciones,contrareferidos,2020-08-01,0,0,0,0,0
ESCOMA,internaciones,contrareferidos,2020-08-01,0,1,0,1,1
LA PAZ,internaciones,contrareferidos,2020-08-01,137,455,137,455,592
MAGDALENA,internaciones,contrareferidos,2020-08-01,4,14,4,14,18
MIZQUE,internaciones,contrareferidos,2020-08-01,0,1,0,1,1
MONTEAGUDO,internaciones,contrareferidos,2020-08-01,5,30,5,30,35
MONTERO,internaciones,contrareferidos,2020-08-01,54,68,54,68,122
ORURO,internaciones,contrareferidos,2020-08-01,3,61,3,61,64
PADILLA,internaciones,contrareferidos,2020-08-01,5,15,5,15,20
POTOSI,internaciones,contrareferidos,2020-08-01,13,142,13,142,155
PUERTO SUAREZ,internaciones,contrareferidos,2020-08-01,0,15,0,15,15
PUERTO VILLARROEL,internaciones,contrareferidos,2020-08-01,34,98,34,98,132
PUNATA,internaciones,contrareferidos,2020-08-01,38,69,38,69,107
QUILLACOLLO,internaciones,contrareferidos,2020-08-01,5,3,5,3,8
RIBERALTA,internaciones,contrareferidos,2020-08-01,72,263,72,263,335
RURRENABAQUE,internaciones,contrareferidos,2020-08-01,0,3,0,3,3
SACABA,internaciones,contrareferidos,2020-08-01,17,83,17,83,100
SAN BUENA VENTURA,internaciones,contrareferidos,2020-08-01,0,8,0,8,8
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2020-08-01,3,7,3,7,10
SAN LUCAS,internaciones,contrareferidos,2020-08-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2020-08-01,88,955,88,955,1043
SUCRE,internaciones,contrareferidos,2020-08-01,111,399,111,399,510
TARABUCO,internaciones,contrareferidos,2020-08-01,11,9,11,9,20
TARIJA,internaciones,contrareferidos,2020-08-01,9,103,9,103,112
TARVITA,internaciones,contrareferidos,2020-08-01,1,8,1,8,9
TIQUIPAYA,internaciones,contrareferidos,2020-08-01,0,0,0,0,0
TRINIDAD,internaciones,contrareferidos,2020-08-01,28,36,28,36,64
TUPIZA,internaciones,contrareferidos,2020-08-01,11,64,11,64,75
VALLEGRANDE,internaciones,contrareferidos,2020-08-01,6,3,6,3,9
VILLA MONTES,internaciones,contrareferidos,2020-08-01,4,26,4,26,30
VILLA SERRANO,internaciones,contrareferidos,2020-08-01,0,1,0,1,1
VILLA TUNARI,internaciones,contrareferidos,2020-08-01,13,55,13,55,68
VILLAZON,internaciones,contrareferidos,2020-08-01,2,2,2,2,4
VINTO,internaciones,contrareferidos,2020-08-01,0,0,0,0,0
WARNES,internaciones,contrareferidos,2020-08-01,10,81,10,81,91
YACUIBA,internaciones,contrareferidos,2020-08-01,41,95,41,95,136
ACHACACHI,internaciones,contrareferidos,2020-09-01,1,3,1,3,4
AIQUILE,internaciones,contrareferidos,2020-09-01,4,4,4,4,8
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2020-09-01,6,11,6,11,17
AYOPAYA (V. DE INDEPENDENCIA),internaciones,contrareferidos,2020-09-01,0,0,0,0,0
BERMEJO,internaciones,contrareferidos,2020-09-01,38,90,38,90,128
CAMARGO,internaciones,contrareferidos,2020-09-01,5,4,5,4,9
CAMIRI,internaciones,contrareferidos,2020-09-01,0,36,0,36,36
CARANAVI,internaciones,contrareferidos,2020-09-01,5,39,5,39,44
CARAPARI,internaciones,contrareferidos,2020-09-01,0,0,0,0,0
CHAYANTA,internaciones,contrareferidos,2020-09-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2020-09-01,3,2,3,2,5
COBIJA,internaciones,contrareferidos,2020-09-01,76,155,76,155,231
COCHABAMBA,internaciones,contrareferidos,2020-09-01,76,412,76,412,488
COROICO,internaciones,contrareferidos,2020-09-01,5,35,5,35,40
COTOCA,internaciones,contrareferidos,2020-09-01,2,3,2,3,5
EL ALTO,internaciones,contrareferidos,2020-09-01,14,61,14,61,75
EL TORNO,internaciones,contrareferidos,2020-09-01,1,1,1,1,2
ESCOMA,internaciones,contrareferidos,2020-09-01,0,8,0,8,8
HUANUNI,internaciones,contrareferidos,2020-09-01,0,1,0,1,1
LA PAZ,internaciones,contrareferidos,2020-09-01,37,396,37,396,433
MIZQUE,internaciones,contrareferidos,2020-09-01,0,3,0,3,3
MONTEAGUDO,internaciones,contrareferidos,2020-09-01,4,37,4,37,41
MONTERO,internaciones,contrareferidos,2020-09-01,54,84,54,84,138
ORURO,internaciones,contrareferidos,2020-09-01,4,75,4,75,79
PADILLA,internaciones,contrareferidos,2020-09-01,7,24,7,24,31
POTOSI,internaciones,contrareferidos,2020-09-01,23,157,23,157,180
PUERTO QUIJARRO,internaciones,contrareferidos,2020-09-01,4,1,4,1,5
PUERTO SUAREZ,internaciones,contrareferidos,2020-09-01,10,14,10,14,24
PUERTO VILLARROEL,internaciones,contrareferidos,2020-09-01,30,104,30,104,134
PUNATA,internaciones,contrareferidos,2020-09-01,58,125,58,125,183
QUILLACOLLO,internaciones,contrareferidos,2020-09-01,0,4,0,4,4
RIBERALTA,internaciones,contrareferidos,2020-09-01,83,296,83,296,379
RURRENABAQUE,internaciones,contrareferidos,2020-09-01,2,1,2,1,3
SACABA,internaciones,contrareferidos,2020-09-01,50,134,50,134,184
SAN BUENA VENTURA,internaciones,contrareferidos,2020-09-01,0,1,0,1,1
SAN CARLOS,internaciones,contrareferidos,2020-09-01,1,2,1,2,3
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2020-09-01,9,18,9,18,27
SAN MATIAS,internaciones,contrareferidos,2020-09-01,2,1,2,1,3
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2020-09-01,113,1076,113,1076,1189
SOPACHUY,internaciones,contrareferidos,2020-09-01,0,1,0,1,1
SUCRE,internaciones,contrareferidos,2020-09-01,127,354,127,354,481
TARABUCO,internaciones,contrareferidos,2020-09-01,11,7,11,7,18
TARIJA,internaciones,contrareferidos,2020-09-01,8,7,8,7,15
TARVITA,internaciones,contrareferidos,2020-09-01,2,14,2,14,16
TIQUIPAYA,internaciones,contrareferidos,2020-09-01,0,0,0,0,0
TRINIDAD,internaciones,contrareferidos,2020-09-01,22,24,22,24,46
TUPIZA,internaciones,contrareferidos,2020-09-01,11,62,11,62,73
VALLEGRANDE,internaciones,contrareferidos,2020-09-01,1,4,1,4,5
VILLA MONTES,internaciones,contrareferidos,2020-09-01,3,24,3,24,27
VILLA TUNARI,internaciones,contrareferidos,2020-09-01,19,55,19,55,74
VILLAZON,internaciones,contrareferidos,2020-09-01,0,5,0,5,5
VINTO,internaciones,contrareferidos,2020-09-01,0,0,0,0,0
WARNES,internaciones,contrareferidos,2020-09-01,7,94,7,94,101
YACUIBA,internaciones,contrareferidos,2020-09-01,43,86,43,86,129
ACHACACHI,internaciones,contrareferidos,2020-10-01,0,4,0,4,4
AIQUILE,internaciones,contrareferidos,2020-10-01,0,10,0,10,10
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2020-10-01,6,14,6,14,20
AYOPAYA (V. DE INDEPENDENCIA),internaciones,contrareferidos,2020-10-01,0,0,0,0,0
BERMEJO,internaciones,contrareferidos,2020-10-01,36,67,36,67,103
CAMARGO,internaciones,contrareferidos,2020-10-01,4,14,4,14,18
CAMIRI,internaciones,contrareferidos,2020-10-01,0,16,0,16,16
CARANAVI,internaciones,contrareferidos,2020-10-01,7,31,7,31,38
CARAPARI,internaciones,contrareferidos,2020-10-01,0,0,0,0,0
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2020-10-01,1,5,1,5,6
COBIJA,internaciones,contrareferidos,2020-10-01,58,132,58,132,190
COCHABAMBA,internaciones,contrareferidos,2020-10-01,165,918,165,918,1083
COLCAPIRHUA,internaciones,contrareferidos,2020-10-01,1,5,1,5,6
COPACABANA,internaciones,contrareferidos,2020-10-01,1,0,1,0,1
COROICO,internaciones,contrareferidos,2020-10-01,16,33,16,33,49
COTOCA,internaciones,contrareferidos,2020-10-01,3,1,3,1,4
EL ALTO,internaciones,contrareferidos,2020-10-01,30,79,30,79,109
EL TORNO,internaciones,contrareferidos,2020-10-01,2,2,2,2,4
ESCOMA,internaciones,contrareferidos,2020-10-01,6,6,6,6,12
GUAYARAMERIN,internaciones,contrareferidos,2020-10-01,16,451,16,451,467
LA PAZ,internaciones,contrareferidos,2020-10-01,53,552,53,552,605
MAGDALENA,internaciones,contrareferidos,2020-10-01,0,1,0,1,1
MIZQUE,internaciones,contrareferidos,2020-10-01,0,1,0,1,1
MONTEAGUDO,internaciones,contrareferidos,2020-10-01,7,18,7,18,25
MONTERO,internaciones,contrareferidos,2020-10-01,90,103,90,103,193
ORURO,internaciones,contrareferidos,2020-10-01,7,81,7,81,88
PADILLA,internaciones,contrareferidos,2020-10-01,9,23,9,23,32
POTOSI,internaciones,contrareferidos,2020-10-01,46,177,46,177,223
PUERTO SUAREZ,internaciones,contrareferidos,2020-10-01,1,6,1,6,7
PUERTO VILLARROEL,internaciones,contrareferidos,2020-10-01,42,141,42,141,183
PUNATA,internaciones,contrareferidos,2020-10-01,61,184,61,184,245
QUILLACOLLO,internaciones,contrareferidos,2020-10-01,0,1,0,1,1
RIBERALTA,internaciones,contrareferidos,2020-10-01,60,329,60,329,389
ROBORE,internaciones,contrareferidos,2020-10-01,1,0,1,0,1
RURRENABAQUE,internaciones,contrareferidos,2020-10-01,1,2,1,2,3
SACABA,internaciones,contrareferidos,2020-10-01,10,61,10,61,71
SAN BORJA,internaciones,contrareferidos,2020-10-01,0,1,0,1,1
SAN BUENA VENTURA,internaciones,contrareferidos,2020-10-01,0,1,0,1,1
SAN CARLOS,internaciones,contrareferidos,2020-10-01,2,0,2,0,2
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2020-10-01,9,22,9,22,31
SAN LUCAS,internaciones,contrareferidos,2020-10-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2020-10-01,160,1142,160,1142,1302
SUCRE,internaciones,contrareferidos,2020-10-01,208,434,208,434,642
TARABUCO,internaciones,contrareferidos,2020-10-01,16,24,16,24,40
TARIJA,internaciones,contrareferidos,2020-10-01,4,23,4,23,27
TARVITA,internaciones,contrareferidos,2020-10-01,0,7,0,7,7
TIQUIPAYA,internaciones,contrareferidos,2020-10-01,0,0,0,0,0
TUPIZA,internaciones,contrareferidos,2020-10-01,11,60,11,60,71
VALLEGRANDE,internaciones,contrareferidos,2020-10-01,2,3,2,3,5
VILLA MONTES,internaciones,contrareferidos,2020-10-01,7,21,7,21,28
VILLA TUNARI,internaciones,contrareferidos,2020-10-01,14,68,14,68,82
VILLAZON,internaciones,contrareferidos,2020-10-01,6,7,6,7,13
VINTO,internaciones,contrareferidos,2020-10-01,0,0,0,0,0
WARNES,internaciones,contrareferidos,2020-10-01,4,4,4,4,8
YACUIBA,internaciones,contrareferidos,2020-10-01,45,101,45,101,146
ACHACACHI,internaciones,contrareferidos,2020-11-01,0,3,0,3,3
AIQUILE,internaciones,contrareferidos,2020-11-01,1,9,1,9,10
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2020-11-01,1,16,1,16,17
AYOPAYA (V. DE INDEPENDENCIA),internaciones,contrareferidos,2020-11-01,0,0,0,0,0
BERMEJO,internaciones,contrareferidos,2020-11-01,30,71,30,71,101
BOYUIBE,internaciones,contrareferidos,2020-11-01,0,1,0,1,1
CAMARGO,internaciones,contrareferidos,2020-11-01,9,12,9,12,21
CAMIRI,internaciones,contrareferidos,2020-11-01,0,13,0,13,13
CARANAVI,internaciones,contrareferidos,2020-11-01,10,62,10,62,72
CARAPARI,internaciones,contrareferidos,2020-11-01,0,0,0,0,0
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2020-11-01,2,1,2,1,3
COBIJA,internaciones,contrareferidos,2020-11-01,84,139,84,139,223
COCHABAMBA,internaciones,contrareferidos,2020-11-01,162,927,162,927,1089
COLCAPIRHUA,internaciones,contrareferidos,2020-11-01,1,6,1,6,7
COROICO,internaciones,contrareferidos,2020-11-01,6,40,6,40,46
COTOCA,internaciones,contrareferidos,2020-11-01,2,0,2,0,2
EL ALTO,internaciones,contrareferidos,2020-11-01,54,117,54,117,171
EL TORNO,internaciones,contrareferidos,2020-11-01,0,3,0,3,3
ESCOMA,internaciones,contrareferidos,2020-11-01,2,3,2,3,5
GUAYARAMERIN,internaciones,contrareferidos,2020-11-01,0,78,0,78,78
LA PAZ,internaciones,contrareferidos,2020-11-01,51,713,51,713,764
MIZQUE,internaciones,contrareferidos,2020-11-01,0,2,0,2,2
MOJOCOYA,internaciones,contrareferidos,2020-11-01,1,0,1,0,1
MONTEAGUDO,internaciones,contrareferidos,2020-11-01,11,28,11,28,39
MONTERO,internaciones,contrareferidos,2020-11-01,97,106,97,106,203
ORURO,internaciones,contrareferidos,2020-11-01,3,135,3,135,138
PADILLA,internaciones,contrareferidos,2020-11-01,14,22,14,22,36
POTOSI,internaciones,contrareferidos,2020-11-01,67,235,67,235,302
PUERTO SUAREZ,internaciones,contrareferidos,2020-11-01,0,4,0,4,4
PUERTO VILLARROEL,internaciones,contrareferidos,2020-11-01,54,110,54,110,164
PUNATA,internaciones,contrareferidos,2020-11-01,78,196,78,196,274
QUILLACOLLO,internaciones,contrareferidos,2020-11-01,0,4,0,4,4
RIBERALTA,internaciones,contrareferidos,2020-11-01,62,326,62,326,388
RURRENABAQUE,internaciones,contrareferidos,2020-11-01,1,1,1,1,2
SACABA,internaciones,contrareferidos,2020-11-01,9,88,9,88,97
SAN BUENA VENTURA,internaciones,contrareferidos,2020-11-01,1,1,1,1,2
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2020-11-01,7,23,7,23,30
SAN LUCAS,internaciones,contrareferidos,2020-11-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2020-11-01,145,746,145,746,891
SUCRE,internaciones,contrareferidos,2020-11-01,296,601,296,601,897
TARABUCO,internaciones,contrareferidos,2020-11-01,17,18,17,18,35
TARIJA,internaciones,contrareferidos,2020-11-01,9,21,9,21,30
TARVITA,internaciones,contrareferidos,2020-11-01,3,6,3,6,9
TIQUIPAYA,internaciones,contrareferidos,2020-11-01,2,0,2,0,2
TRINIDAD,internaciones,contrareferidos,2020-11-01,1,1,1,1,2
VALLEGRANDE,internaciones,contrareferidos,2020-11-01,4,2,4,2,6
VIACHA,internaciones,contrareferidos,2020-11-01,1,0,1,0,1
VILLA MONTES,internaciones,contrareferidos,2020-11-01,6,21,6,21,27
VILLA TUNARI,internaciones,contrareferidos,2020-11-01,22,66,22,66,88
VILLAZON,internaciones,contrareferidos,2020-11-01,3,3,3,3,6
VINTO,internaciones,contrareferidos,2020-11-01,0,0,0,0,0
WARNES,internaciones,contrareferidos,2020-11-01,5,87,5,87,92
YACUIBA,internaciones,contrareferidos,2020-11-01,54,97,54,97,151
ACHACACHI,internaciones,contrareferidos,2020-12-01,1,0,1,0,1
AIQUILE,internaciones,contrareferidos,2020-12-01,3,6,3,6,9
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2020-12-01,1,6,1,6,7
AYOPAYA (V. DE INDEPENDENCIA),internaciones,contrareferidos,2020-12-01,0,0,0,0,0
BERMEJO,internaciones,contrareferidos,2020-12-01,31,65,31,65,96
BUENA VISTA,internaciones,contrareferidos,2020-12-01,0,1,0,1,1
CAMARGO,internaciones,contrareferidos,2020-12-01,9,22,9,22,31
CAMIRI,internaciones,contrareferidos,2020-12-01,0,19,0,19,19
CARANAVI,internaciones,contrareferidos,2020-12-01,12,67,12,67,79
CARAPARI,internaciones,contrareferidos,2020-12-01,0,0,0,0,0
COBIJA,internaciones,contrareferidos,2020-12-01,83,150,83,150,233
COCHABAMBA,internaciones,contrareferidos,2020-12-01,194,841,194,841,1035
COLCAPIRHUA,internaciones,contrareferidos,2020-12-01,0,4,0,4,4
COROICO,internaciones,contrareferidos,2020-12-01,8,31,8,31,39
COTAGAITA,internaciones,contrareferidos,2020-12-01,0,1,0,1,1
EL ALTO,internaciones,contrareferidos,2020-12-01,74,123,74,123,197
EL TORNO,internaciones,contrareferidos,2020-12-01,1,6,1,6,7
ENTRE RIOS CBBA,internaciones,contrareferidos,2020-12-01,0,1,0,1,1
ESCOMA,internaciones,contrareferidos,2020-12-01,0,2,0,2,2
LA GUARDIA,internaciones,contrareferidos,2020-12-01,0,1,0,1,1
LA PAZ,internaciones,contrareferidos,2020-12-01,88,619,88,619,707
MIZQUE,internaciones,contrareferidos,2020-12-01,0,5,0,5,5
MONTEAGUDO,internaciones,contrareferidos,2020-12-01,15,23,15,23,38
MONTERO,internaciones,contrareferidos,2020-12-01,94,97,94,97,191
ORURO,internaciones,contrareferidos,2020-12-01,105,97,105,97,202
PADILLA,internaciones,contrareferidos,2020-12-01,9,14,9,14,23
POTOSI,internaciones,contrareferidos,2020-12-01,61,331,61,331,392
PUERTO SUAREZ,internaciones,contrareferidos,2020-12-01,1,2,1,2,3
PUERTO VILLARROEL,internaciones,contrareferidos,2020-12-01,49,127,49,127,176
PUNATA,internaciones,contrareferidos,2020-12-01,89,168,89,168,257
QUILLACOLLO,internaciones,contrareferidos,2020-12-01,1,6,1,6,7
RIBERALTA,internaciones,contrareferidos,2020-12-01,85,313,85,313,398
RURRENABAQUE,internaciones,contrareferidos,2020-12-01,0,2,0,2,2
SACABA,internaciones,contrareferidos,2020-12-01,7,65,7,65,72
SAN IGNACIO,internaciones,contrareferidos,2020-12-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2020-12-01,5,21,5,21,26
SAN LUCAS,internaciones,contrareferidos,2020-12-01,0,1,0,1,1
SAN MATIAS,internaciones,contrareferidos,2020-12-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2020-12-01,139,583,139,583,722
SUCRE,internaciones,contrareferidos,2020-12-01,302,680,302,680,982
TARABUCO,internaciones,contrareferidos,2020-12-01,16,26,16,26,42
TARIJA,internaciones,contrareferidos,2020-12-01,5,6,5,6,11
TARVITA,internaciones,contrareferidos,2020-12-01,3,8,3,8,11
TRINIDAD,internaciones,contrareferidos,2020-12-01,0,1,0,1,1
TUPIZA,internaciones,contrareferidos,2020-12-01,0,1,0,1,1
VALLEGRANDE,internaciones,contrareferidos,2020-12-01,1,1,1,1,2
VIACHA,internaciones,contrareferidos,2020-12-01,0,2,0,2,2
VILLA MONTES,internaciones,contrareferidos,2020-12-01,2,21,2,21,23
VILLA TUNARI,internaciones,contrareferidos,2020-12-01,23,96,23,96,119
VILLAZON,internaciones,contrareferidos,2020-12-01,4,1,4,1,5
VINTO,internaciones,contrareferidos,2020-12-01,0,0,0,0,0
WARNES,internaciones,contrareferidos,2020-12-01,2,80,2,80,82
YACUIBA,internaciones,contrareferidos,2020-12-01,52,118,52,118,170
