,group,variable,month,INGRESOS ESPONTÁNEOS CANTIDAD,INGRESOS ESPONTÁNEOS CANTIDAD,TOTALES,TOTALES,TOTALES
PATACAMAYA,internaciones,ingresos espontaneos,2020-03-01,5,42,5,42,47
POCOATA,internaciones,ingresos espontaneos,2020-03-01,0,12,0,12,12
POCONA,internaciones,ingresos espontaneos,2020-03-01,0,8,0,8,8
POJO (CBBA),internaciones,ingresos espontaneos,2020-03-01,7,19,7,19,26
PORCO,internaciones,ingresos espontaneos,2020-03-01,0,15,0,15,15
POROMA,internaciones,ingresos espontaneos,2020-03-01,0,6,0,6,6
PORONGO,internaciones,ingresos espontaneos,2020-03-01,17,15,17,15,32
PORTACHUELO,internaciones,ingresos espontaneos,2020-03-01,58,115,58,115,173
PORVENIR,internaciones,ingresos espontaneos,2020-03-01,0,3,0,3,3
POSTRER VALLE,internaciones,ingresos espontaneos,2020-03-01,1,2,1,2,3
POTOSI,internaciones,ingresos espontaneos,2020-03-01,590,1274,590,1274,1864
PRESTO,internaciones,ingresos espontaneos,2020-03-01,2,4,2,4,6
PUCARA,internaciones,ingresos espontaneos,2020-03-01,0,2,0,2,2
PUCARANI,internaciones,ingresos espontaneos,2020-03-01,0,11,0,11,11
PUERTO ACOSTA,internaciones,ingresos espontaneos,2020-03-01,0,2,0,2,2
PUERTO CARABUCO,internaciones,ingresos espontaneos,2020-03-01,0,4,0,4,4
PUERTO GONZALO MORENO,internaciones,ingresos espontaneos,2020-03-01,2,10,2,10,12
PUERTO QUIJARRO,internaciones,ingresos espontaneos,2020-03-01,31,40,31,40,71
PUERTO RICO,internaciones,ingresos espontaneos,2020-03-01,3,10,3,10,13
PUERTO SUAREZ,internaciones,ingresos espontaneos,2020-03-01,6,6,6,6,12
PUERTO VILLARROEL,internaciones,ingresos espontaneos,2020-03-01,55,144,55,144,199
PUNATA,internaciones,ingresos espontaneos,2020-03-01,82,155,82,155,237
QUILLACOLLO,internaciones,ingresos espontaneos,2020-03-01,106,409,106,409,515
QUIME,internaciones,ingresos espontaneos,2020-03-01,0,4,0,4,4
QUIRUSILLAS,internaciones,ingresos espontaneos,2020-03-01,0,1,0,1,1
RAQAYPAMPA(ETA),internaciones,ingresos espontaneos,2020-03-01,0,2,0,2,2
RAVELO,internaciones,ingresos espontaneos,2020-03-01,0,4,0,4,4
REYES,internaciones,ingresos espontaneos,2020-03-01,12,43,12,43,55
RIBERALTA,internaciones,ingresos espontaneos,2020-03-01,179,437,179,437,616
ROBORE,internaciones,ingresos espontaneos,2020-03-01,78,97,78,97,175
RURRENABAQUE,internaciones,ingresos espontaneos,2020-03-01,42,78,42,78,120
SACABA,internaciones,ingresos espontaneos,2020-03-01,153,420,153,420,573
SACABAMBA,internaciones,ingresos espontaneos,2020-03-01,3,2,3,2,5
SACACA,internaciones,ingresos espontaneos,2020-03-01,0,3,0,3,3
SAIPINA,internaciones,ingresos espontaneos,2020-03-01,19,24,19,24,43
SALINAS DE GARCI MENDOZA,internaciones,ingresos espontaneos,2020-03-01,4,9,4,9,13
SAMAIPATA,internaciones,ingresos espontaneos,2020-03-01,6,14,6,14,20
SAN ANDRES,internaciones,ingresos espontaneos,2020-03-01,0,5,0,5,5
SAN ANTONIO DE LOMERIO,internaciones,ingresos espontaneos,2020-03-01,5,19,5,19,24
SAN BENITO,internaciones,ingresos espontaneos,2020-03-01,0,1,0,1,1
SAN BORJA,internaciones,ingresos espontaneos,2020-03-01,38,125,38,125,163
SAN BUENA VENTURA,internaciones,ingresos espontaneos,2020-03-01,6,38,6,38,44
SAN CARLOS,internaciones,ingresos espontaneos,2020-03-01,0,7,0,7,7
SAN IGNACIO,internaciones,ingresos espontaneos,2020-03-01,48,62,48,62,110
SAN IGNACIO DE VELASCO,internaciones,ingresos espontaneos,2020-03-01,103,277,103,277,380
SAN JAVIER(BNI),internaciones,ingresos espontaneos,2020-03-01,1,0,1,0,1
SAN JAVIER(STC),internaciones,ingresos espontaneos,2020-03-01,7,34,7,34,41
SAN JOSE DE CHIQUITOS,internaciones,ingresos espontaneos,2020-03-01,83,186,83,186,269
SAN JUAN DE YAPACANI,internaciones,ingresos espontaneos,2020-03-01,49,48,49,48,97
SAN JULIAN,internaciones,ingresos espontaneos,2020-03-01,221,325,221,325,546
SAN LUCAS,internaciones,ingresos espontaneos,2020-03-01,2,25,2,25,27
SAN MATIAS,internaciones,ingresos espontaneos,2020-03-01,12,49,12,49,61
SAN MIGUEL DE VELASCO,internaciones,ingresos espontaneos,2020-03-01,18,26,18,26,44
SAN PEDRO,internaciones,ingresos espontaneos,2020-03-01,42,55,42,55,97
SAN PEDRO DE BUENA VISTA,internaciones,ingresos espontaneos,2020-03-01,0,9,0,9,9
SAN PEDRO DE CURAHUARA,internaciones,ingresos espontaneos,2020-03-01,0,3,0,3,3
SAN PEDRO DE TIQUINA,internaciones,ingresos espontaneos,2020-03-01,1,3,1,3,4
SAN RAFAEL,internaciones,ingresos espontaneos,2020-03-01,7,14,7,14,21
SAN RAMON BENI,internaciones,ingresos espontaneos,2020-03-01,12,13,12,13,25
SAN RAMON SCZ,internaciones,ingresos espontaneos,2020-03-01,6,38,6,38,44
SANTA ANA,internaciones,ingresos espontaneos,2020-03-01,28,96,28,96,124
SANTA CRUZ DE LA SIERRA,internaciones,ingresos espontaneos,2020-03-01,4331,6547,4331,6547,10878
SANTA ROSA,internaciones,ingresos espontaneos,2020-03-01,11,36,11,36,47
SANTA ROSA DEL SARA,internaciones,ingresos espontaneos,2020-03-01,55,70,55,70,125
SANTIAGO DE CALLAPA,internaciones,ingresos espontaneos,2020-03-01,0,1,0,1,1
SANTIAGO DE MACHACA,internaciones,ingresos espontaneos,2020-03-01,0,3,0,3,3
SANTIVAÑES,internaciones,ingresos espontaneos,2020-03-01,0,4,0,4,4
SAPAHAQUI,internaciones,ingresos espontaneos,2020-03-01,0,4,0,4,4
SENA,internaciones,ingresos espontaneos,2020-03-01,5,7,5,7,12
SHINAOTA,internaciones,ingresos espontaneos,2020-03-01,10,47,10,47,57
SICA SICA (VILLA AROMA),internaciones,ingresos espontaneos,2020-03-01,0,16,0,16,16
SICAYA,internaciones,ingresos espontaneos,2020-03-01,0,3,0,3,3
SIPE SIPE,internaciones,ingresos espontaneos,2020-03-01,0,44,0,44,44
SOPACHUY,internaciones,ingresos espontaneos,2020-03-01,5,9,5,9,14
SORACACHI,internaciones,ingresos espontaneos,2020-03-01,0,2,0,2,2
SORATA,internaciones,ingresos espontaneos,2020-03-01,2,8,2,8,10
SUCRE,internaciones,ingresos espontaneos,2020-03-01,818,1601,818,1601,2419
TACACOMA,internaciones,ingresos espontaneos,2020-03-01,2,5,2,5,7
TACOPAYA,internaciones,ingresos espontaneos,2020-03-01,3,8,3,8,11
TARABUCO,internaciones,ingresos espontaneos,2020-03-01,33,57,33,57,90
TARACO,internaciones,ingresos espontaneos,2020-03-01,0,5,0,5,5
TARIJA,internaciones,ingresos espontaneos,2020-03-01,790,1109,790,1109,1899
TARVITA,internaciones,ingresos espontaneos,2020-03-01,6,17,6,17,23
TEOPONTE,internaciones,ingresos espontaneos,2020-03-01,0,10,0,10,10
TIAHUANACU,internaciones,ingresos espontaneos,2020-03-01,0,6,0,6,6
TIPUANI,internaciones,ingresos espontaneos,2020-03-01,0,7,0,7,7
TIQUIPAYA,internaciones,ingresos espontaneos,2020-03-01,30,152,30,152,182
TIRAQUE (CBBA),internaciones,ingresos espontaneos,2020-03-01,0,17,0,17,17
TOCO,internaciones,ingresos espontaneos,2020-03-01,0,2,0,2,2
TOLATA,internaciones,ingresos espontaneos,2020-03-01,1,4,1,4,5
TOLEDO,internaciones,ingresos espontaneos,2020-03-01,0,1,0,1,1
TOMAVE,internaciones,ingresos espontaneos,2020-03-01,1,5,1,5,6
TOMINA,internaciones,ingresos espontaneos,2020-03-01,0,4,0,4,4
TORO TORO,internaciones,ingresos espontaneos,2020-03-01,0,8,0,8,8
TOTORA(CBBA),internaciones,ingresos espontaneos,2020-03-01,3,35,3,35,38
TOTORA(ORR),internaciones,ingresos espontaneos,2020-03-01,0,1,0,1,1
TRIGAL,internaciones,ingresos espontaneos,2020-03-01,15,15,15,15,30
TRINIDAD,internaciones,ingresos espontaneos,2020-03-01,455,873,455,873,1328
TUPIZA,internaciones,ingresos espontaneos,2020-03-01,102,137,102,137,239
UNCIA,internaciones,ingresos espontaneos,2020-03-01,0,6,0,6,6
URUBICHA,internaciones,ingresos espontaneos,2020-03-01,19,42,19,42,61
UYUNI,internaciones,ingresos espontaneos,2020-03-01,49,137,49,137,186
VACAS,internaciones,ingresos espontaneos,2020-03-01,0,4,0,4,4
VALLEGRANDE,internaciones,ingresos espontaneos,2020-03-01,50,83,50,83,133
VIACHA,internaciones,ingresos espontaneos,2020-03-01,25,121,25,121,146
VILA VILA,internaciones,ingresos espontaneos,2020-03-01,1,2,1,2,3
VILLA CHARCAS,internaciones,ingresos espontaneos,2020-03-01,0,18,0,18,18
VILLA MONTES,internaciones,ingresos espontaneos,2020-03-01,54,111,54,111,165
VILLA RIVERO,internaciones,ingresos espontaneos,2020-03-01,1,4,1,4,5
VILLA SERRANO,internaciones,ingresos espontaneos,2020-03-01,0,3,0,3,3
VILLA TUNARI,internaciones,ingresos espontaneos,2020-03-01,63,173,63,173,236
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos espontaneos,2020-03-01,4,8,4,8,12
VILLAZON,internaciones,ingresos espontaneos,2020-03-01,37,94,37,94,131
VINTO,internaciones,ingresos espontaneos,2020-03-01,17,90,17,90,107
VITICHI,internaciones,ingresos espontaneos,2020-03-01,0,5,0,5,5
WALDO BALLIVIAN,internaciones,ingresos espontaneos,2020-03-01,0,1,0,1,1
WARNES,internaciones,ingresos espontaneos,2020-03-01,68,79,68,79,147
YACUIBA,internaciones,ingresos espontaneos,2020-03-01,236,387,236,387,623
YAMPARAEZ,internaciones,ingresos espontaneos,2020-03-01,0,5,0,5,5
YAPACANI,internaciones,ingresos espontaneos,2020-03-01,115,214,115,214,329
YOTALA,internaciones,ingresos espontaneos,2020-03-01,1,12,1,12,13
ZUDAÑEZ,internaciones,ingresos espontaneos,2020-03-01,0,10,0,10,10
ACACIO,internaciones,ingresos espontaneos,2020-04-01,0,3,0,3,3
ACHACACHI,internaciones,ingresos espontaneos,2020-04-01,2,47,2,47,49
ACHOCALLA,internaciones,ingresos espontaneos,2020-04-01,0,4,0,4,4
AIQUILE,internaciones,ingresos espontaneos,2020-04-01,20,62,20,62,82
ALALAY,internaciones,ingresos espontaneos,2020-04-01,3,3,3,3,6
ALCALA,internaciones,ingresos espontaneos,2020-04-01,1,2,1,2,3
ALTO BENI,internaciones,ingresos espontaneos,2020-04-01,0,7,0,7,7
ANCORAIMES,internaciones,ingresos espontaneos,2020-04-01,0,1,0,1,1
ANDAMARCA,internaciones,ingresos espontaneos,2020-04-01,0,2,0,2,2
ANZALDO,internaciones,ingresos espontaneos,2020-04-01,0,1,0,1,1
APOLO,internaciones,ingresos espontaneos,2020-04-01,1,16,1,16,17
ARAMPAMPA,internaciones,ingresos espontaneos,2020-04-01,0,2,0,2,2
ARANI,internaciones,ingresos espontaneos,2020-04-01,0,2,0,2,2
ARBIETO,internaciones,ingresos espontaneos,2020-04-01,0,5,0,5,5
ARQUE,internaciones,ingresos espontaneos,2020-04-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2020-04-01,32,114,32,114,146
ATOCHA,internaciones,ingresos espontaneos,2020-04-01,18,33,18,33,51
AUCAPATA,internaciones,ingresos espontaneos,2020-04-01,0,2,0,2,2
AYATA,internaciones,ingresos espontaneos,2020-04-01,1,3,1,3,4
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2020-04-01,6,25,6,25,31
AZURDUY,internaciones,ingresos espontaneos,2020-04-01,6,27,6,27,33
BATALLAS,internaciones,ingresos espontaneos,2020-04-01,0,12,0,12,12
BAURES,internaciones,ingresos espontaneos,2020-04-01,5,21,5,21,26
BELLA FLOR,internaciones,ingresos espontaneos,2020-04-01,0,2,0,2,2
BERMEJO,internaciones,ingresos espontaneos,2020-04-01,58,112,58,112,170
BETANZOS,internaciones,ingresos espontaneos,2020-04-01,2,17,2,17,19
BOLIVAR,internaciones,ingresos espontaneos,2020-04-01,0,3,0,3,3
BOYUIBE,internaciones,ingresos espontaneos,2020-04-01,11,19,11,19,30
BUENA VISTA,internaciones,ingresos espontaneos,2020-04-01,12,20,12,20,32
CAIROMA,internaciones,ingresos espontaneos,2020-04-01,0,3,0,3,3
"CAIZA ""D""",internaciones,ingresos espontaneos,2020-04-01,0,4,0,4,4
CAJUATA,internaciones,ingresos espontaneos,2020-04-01,5,18,5,18,23
CALAMARCA,internaciones,ingresos espontaneos,2020-04-01,0,3,0,3,3
CAMARGO,internaciones,ingresos espontaneos,2020-04-01,18,33,18,33,51
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos espontaneos,2020-04-01,0,2,0,2,2
CAMIRI,internaciones,ingresos espontaneos,2020-04-01,115,229,115,229,344
CAPINOTA,internaciones,ingresos espontaneos,2020-04-01,9,45,9,45,54
CAQUIAVIRI,internaciones,ingresos espontaneos,2020-04-01,0,4,0,4,4
CARACOLLO,internaciones,ingresos espontaneos,2020-04-01,0,31,0,31,31
CARANAVI,internaciones,ingresos espontaneos,2020-04-01,22,79,22,79,101
CARAPARI,internaciones,ingresos espontaneos,2020-04-01,0,0,0,0,0
CARIPUYO,internaciones,ingresos espontaneos,2020-04-01,0,2,0,2,2
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2020-04-01,8,18,8,18,26
CHALLAPATA,internaciones,ingresos espontaneos,2020-04-01,14,55,14,55,69
CHAQUI,internaciones,ingresos espontaneos,2020-04-01,0,4,0,4,4
CHARAGUA,internaciones,ingresos espontaneos,2020-04-01,45,83,45,83,128
CHAYANTA,internaciones,ingresos espontaneos,2020-04-01,0,4,0,4,4
CHIMORE,internaciones,ingresos espontaneos,2020-04-01,4,45,4,45,49
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2020-04-01,9,40,9,40,49
CHUMA,internaciones,ingresos espontaneos,2020-04-01,0,3,0,3,3
CKOCHAS,internaciones,ingresos espontaneos,2020-04-01,1,9,1,9,10
CLIZA,internaciones,ingresos espontaneos,2020-04-01,2,28,2,28,30
COBIJA,internaciones,ingresos espontaneos,2020-04-01,70,158,70,158,228
COCAPATA,internaciones,ingresos espontaneos,2020-04-01,0,14,0,14,14
COCHABAMBA,internaciones,ingresos espontaneos,2020-04-01,1339,2818,1339,2818,4157
COLCAPIRHUA,internaciones,ingresos espontaneos,2020-04-01,45,84,45,84,129
"COLCHA ""K""",internaciones,ingresos espontaneos,2020-04-01,0,3,0,3,3
COLLANA,internaciones,ingresos espontaneos,2020-04-01,0,1,0,1,1
COLOMI,internaciones,ingresos espontaneos,2020-04-01,0,17,0,17,17
COLPA BELGICA,internaciones,ingresos espontaneos,2020-04-01,11,19,11,19,30
COLQUECHACA,internaciones,ingresos espontaneos,2020-04-01,0,31,0,31,31
COLQUENCHA,internaciones,ingresos espontaneos,2020-04-01,0,10,0,10,10
COLQUIRI,internaciones,ingresos espontaneos,2020-04-01,0,6,0,6,6
COMARAPA,internaciones,ingresos espontaneos,2020-04-01,3,47,3,47,50
CONCEPCION,internaciones,ingresos espontaneos,2020-04-01,16,45,16,45,61
COPACABANA,internaciones,ingresos espontaneos,2020-04-01,0,5,0,5,5
CORIPATA,internaciones,ingresos espontaneos,2020-04-01,0,11,0,11,11
CORO CORO,internaciones,ingresos espontaneos,2020-04-01,0,1,0,1,1
COROICO,internaciones,ingresos espontaneos,2020-04-01,4,33,4,33,37
COTAGAITA,internaciones,ingresos espontaneos,2020-04-01,4,9,4,9,13
COTOCA,internaciones,ingresos espontaneos,2020-04-01,114,283,114,283,397
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2020-04-01,34,48,34,48,82
CUEVO,internaciones,ingresos espontaneos,2020-04-01,2,3,2,3,5
CULPINA,internaciones,ingresos espontaneos,2020-04-01,6,36,6,36,42
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2020-04-01,0,2,0,2,2
DESAGUADERO,internaciones,ingresos espontaneos,2020-04-01,0,6,0,6,6
EL ALTO,internaciones,ingresos espontaneos,2020-04-01,308,1460,308,1460,1768
EL PUENTE(STC),internaciones,ingresos espontaneos,2020-04-01,15,28,15,28,43
EL PUENTE(TJA),internaciones,ingresos espontaneos,2020-04-01,0,4,0,4,4
EL TORNO,internaciones,ingresos espontaneos,2020-04-01,26,142,26,142,168
EL VILLAR,internaciones,ingresos espontaneos,2020-04-01,0,1,0,1,1
ENTRE RIOS TRJ,internaciones,ingresos espontaneos,2020-04-01,2,22,2,22,24
ENTRE RIOS CBBA,internaciones,ingresos espontaneos,2020-04-01,5,43,5,43,48
ESCOMA,internaciones,ingresos espontaneos,2020-04-01,4,6,4,6,10
EUCALIPTUS,internaciones,ingresos espontaneos,2020-04-01,0,2,0,2,2
EXALTACION,internaciones,ingresos espontaneos,2020-04-01,1,0,1,0,1
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2020-04-01,8,34,8,34,42
FILADELFIA,internaciones,ingresos espontaneos,2020-04-01,4,10,4,10,14
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2020-04-01,1,7,1,7,8
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos espontaneos,2020-04-01,0,2,0,2,2
GUANAY,internaciones,ingresos espontaneos,2020-04-01,8,30,8,30,38
GUAYARAMERIN,internaciones,ingresos espontaneos,2020-04-01,75,182,75,182,257
GUTIERREZ,internaciones,ingresos espontaneos,2020-04-01,25,35,25,35,60
HUACARETA,internaciones,ingresos espontaneos,2020-04-01,5,9,5,9,14
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos espontaneos,2020-04-01,0,4,0,4,4
HUACHACALLA,internaciones,ingresos espontaneos,2020-04-01,0,1,0,1,1
HUANUNI,internaciones,ingresos espontaneos,2020-04-01,30,68,30,68,98
HUARACAJE,internaciones,ingresos espontaneos,2020-04-01,10,18,10,18,28
HUATAJATA,internaciones,ingresos espontaneos,2020-04-01,0,1,0,1,1
HUAYLLAMARCA,internaciones,ingresos espontaneos,2020-04-01,1,1,1,1,2
HUMANATA,internaciones,ingresos espontaneos,2020-04-01,0,1,0,1,1
ICLA,internaciones,ingresos espontaneos,2020-04-01,6,9,6,9,15
INCAHUASI,internaciones,ingresos espontaneos,2020-04-01,0,7,0,7,7
INQUISIVI,internaciones,ingresos espontaneos,2020-04-01,0,5,0,5,5
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2020-04-01,8,8,8,8,16
IXIAMAS,internaciones,ingresos espontaneos,2020-04-01,7,22,7,22,29
JESUS DE MACHACA,internaciones,ingresos espontaneos,2020-04-01,0,5,0,5,5
LA ASUNTA,internaciones,ingresos espontaneos,2020-04-01,7,68,7,68,75
LA GUARDIA,internaciones,ingresos espontaneos,2020-04-01,145,197,145,197,342
LA PAZ,internaciones,ingresos espontaneos,2020-04-01,1109,2034,1109,2034,3143
LAGUNILLAS,internaciones,ingresos espontaneos,2020-04-01,8,14,8,14,22
LAJA,internaciones,ingresos espontaneos,2020-04-01,0,8,0,8,8
LAS CARRERAS,internaciones,ingresos espontaneos,2020-04-01,0,1,0,1,1
LICOMA PAMPA,internaciones,ingresos espontaneos,2020-04-01,0,1,0,1,1
LLALLAGUA,internaciones,ingresos espontaneos,2020-04-01,64,190,64,190,254
LLICA,internaciones,ingresos espontaneos,2020-04-01,0,1,0,1,1
LURIBAY,internaciones,ingresos espontaneos,2020-04-01,0,4,0,4,4
MACHACAMARCA,internaciones,ingresos espontaneos,2020-04-01,0,2,0,2,2
MACHARETI,internaciones,ingresos espontaneos,2020-04-01,13,30,13,30,43
MAGDALENA,internaciones,ingresos espontaneos,2020-04-01,10,67,10,67,77
MAIRANA,internaciones,ingresos espontaneos,2020-04-01,3,28,3,28,31
MAPIRI,internaciones,ingresos espontaneos,2020-04-01,7,44,7,44,51
MECAPACA,internaciones,ingresos espontaneos,2020-04-01,0,5,0,5,5
MINEROS,internaciones,ingresos espontaneos,2020-04-01,12,45,12,45,57
MIZQUE,internaciones,ingresos espontaneos,2020-04-01,14,40,14,40,54
MOCOMOCO,internaciones,ingresos espontaneos,2020-04-01,1,3,1,3,4
MOJOCOYA,internaciones,ingresos espontaneos,2020-04-01,1,11,1,11,12
MONTEAGUDO,internaciones,ingresos espontaneos,2020-04-01,46,82,46,82,128
MONTERO,internaciones,ingresos espontaneos,2020-04-01,175,334,175,334,509
MOROCHATA,internaciones,ingresos espontaneos,2020-04-01,0,8,0,8,8
NACEBE (SANTA ROSA DEL ABUNA),internaciones,ingresos espontaneos,2020-04-01,0,1,0,1,1
OCURI,internaciones,ingresos espontaneos,2020-04-01,1,17,1,17,18
OMEREQUE,internaciones,ingresos espontaneos,2020-04-01,3,9,3,9,12
ORURO,internaciones,ingresos espontaneos,2020-04-01,479,1159,479,1159,1638
PADCAYA,internaciones,ingresos espontaneos,2020-04-01,0,2,0,2,2
PADILLA,internaciones,ingresos espontaneos,2020-04-01,11,37,11,37,48
PAILON,internaciones,ingresos espontaneos,2020-04-01,41,95,41,95,136
PALCA,internaciones,ingresos espontaneos,2020-04-01,0,6,0,6,6
PALOS BLANCOS,internaciones,ingresos espontaneos,2020-04-01,11,45,11,45,56
PAMPA AULLAGAS,internaciones,ingresos espontaneos,2020-04-01,0,1,0,1,1
PAMPA GRANDE,internaciones,ingresos espontaneos,2020-04-01,0,8,0,8,8
PAPEL PAMPA,internaciones,ingresos espontaneos,2020-04-01,0,2,0,2,2
PASORAPA,internaciones,ingresos espontaneos,2020-04-01,2,2,2,2,4
PATACAMAYA,internaciones,ingresos espontaneos,2020-04-01,1,16,1,16,17
POCOATA,internaciones,ingresos espontaneos,2020-04-01,0,4,0,4,4
POCONA,internaciones,ingresos espontaneos,2020-04-01,3,11,3,11,14
POJO (CBBA),internaciones,ingresos espontaneos,2020-04-01,6,29,6,29,35
POOPO,internaciones,ingresos espontaneos,2020-04-01,0,5,0,5,5
PORCO,internaciones,ingresos espontaneos,2020-04-01,0,11,0,11,11
POROMA,internaciones,ingresos espontaneos,2020-04-01,0,3,0,3,3
PORONGO,internaciones,ingresos espontaneos,2020-04-01,10,14,10,14,24
PORTACHUELO,internaciones,ingresos espontaneos,2020-04-01,40,95,40,95,135
PORVENIR,internaciones,ingresos espontaneos,2020-04-01,0,6,0,6,6
POSTRER VALLE,internaciones,ingresos espontaneos,2020-04-01,2,4,2,4,6
POTOSI,internaciones,ingresos espontaneos,2020-04-01,323,727,323,727,1050
PRESTO,internaciones,ingresos espontaneos,2020-04-01,4,4,4,4,8
PUCARANI,internaciones,ingresos espontaneos,2020-04-01,0,12,0,12,12
PUERTO ACOSTA,internaciones,ingresos espontaneos,2020-04-01,0,4,0,4,4
PUERTO CARABUCO,internaciones,ingresos espontaneos,2020-04-01,1,4,1,4,5
PUERTO GONZALO MORENO,internaciones,ingresos espontaneos,2020-04-01,3,7,3,7,10
PUERTO QUIJARRO,internaciones,ingresos espontaneos,2020-04-01,9,39,9,39,48
PUERTO RICO,internaciones,ingresos espontaneos,2020-04-01,0,18,0,18,18
PUERTO SILES,internaciones,ingresos espontaneos,2020-04-01,0,2,0,2,2
PUERTO SUAREZ,internaciones,ingresos espontaneos,2020-04-01,34,29,34,29,63
PUERTO VILLARROEL,internaciones,ingresos espontaneos,2020-04-01,45,137,45,137,182
PUNA,internaciones,ingresos espontaneos,2020-04-01,0,8,0,8,8
PUNATA,internaciones,ingresos espontaneos,2020-04-01,46,97,46,97,143
QUIABAYA,internaciones,ingresos espontaneos,2020-04-01,0,1,0,1,1
QUILLACOLLO,internaciones,ingresos espontaneos,2020-04-01,67,265,67,265,332
QUIME,internaciones,ingresos espontaneos,2020-04-01,0,1,0,1,1
QUIRUSILLAS,internaciones,ingresos espontaneos,2020-04-01,0,1,0,1,1
RAQAYPAMPA(ETA),internaciones,ingresos espontaneos,2020-04-01,0,2,0,2,2
RAVELO,internaciones,ingresos espontaneos,2020-04-01,2,7,2,7,9
REYES,internaciones,ingresos espontaneos,2020-04-01,8,30,8,30,38
RIBERALTA,internaciones,ingresos espontaneos,2020-04-01,150,366,150,366,516
ROBORE,internaciones,ingresos espontaneos,2020-04-01,25,63,25,63,88
RURRENABAQUE,internaciones,ingresos espontaneos,2020-04-01,24,54,24,54,78
SACABA,internaciones,ingresos espontaneos,2020-04-01,90,378,90,378,468
SACABAMBA,internaciones,ingresos espontaneos,2020-04-01,0,3,0,3,3
SACACA,internaciones,ingresos espontaneos,2020-04-01,0,4,0,4,4
SAIPINA,internaciones,ingresos espontaneos,2020-04-01,4,17,4,17,21
SALINAS DE GARCI MENDOZA,internaciones,ingresos espontaneos,2020-04-01,5,13,5,13,18
SAMAIPATA,internaciones,ingresos espontaneos,2020-04-01,4,15,4,15,19
SAN ANDRES,internaciones,ingresos espontaneos,2020-04-01,0,2,0,2,2
SAN ANTONIO DE LOMERIO,internaciones,ingresos espontaneos,2020-04-01,4,16,4,16,20
SAN BENITO,internaciones,ingresos espontaneos,2020-04-01,0,4,0,4,4
SAN BORJA,internaciones,ingresos espontaneos,2020-04-01,17,77,17,77,94
SAN BUENA VENTURA,internaciones,ingresos espontaneos,2020-04-01,5,37,5,37,42
SAN CARLOS,internaciones,ingresos espontaneos,2020-04-01,0,8,0,8,8
SAN IGNACIO,internaciones,ingresos espontaneos,2020-04-01,27,58,27,58,85
SAN IGNACIO DE VELASCO,internaciones,ingresos espontaneos,2020-04-01,83,230,83,230,313
SAN JAVIER(BNI),internaciones,ingresos espontaneos,2020-04-01,3,2,3,2,5
SAN JAVIER(STC),internaciones,ingresos espontaneos,2020-04-01,5,34,5,34,39
SAN JOAQUIN,internaciones,ingresos espontaneos,2020-04-01,21,48,21,48,69
SAN JOSE DE CHIQUITOS,internaciones,ingresos espontaneos,2020-04-01,63,155,63,155,218
SAN JUAN DE YAPACANI,internaciones,ingresos espontaneos,2020-04-01,0,1,0,1,1
SAN JULIAN,internaciones,ingresos espontaneos,2020-04-01,188,279,188,279,467
SAN LORENZO(TJA),internaciones,ingresos espontaneos,2020-04-01,0,7,0,7,7
SAN LUCAS,internaciones,ingresos espontaneos,2020-04-01,7,27,7,27,34
SAN MATIAS,internaciones,ingresos espontaneos,2020-04-01,10,59,10,59,69
SAN MIGUEL DE VELASCO,internaciones,ingresos espontaneos,2020-04-01,7,25,7,25,32
SAN PEDRO,internaciones,ingresos espontaneos,2020-04-01,16,22,16,22,38
SAN PEDRO DE BUENA VISTA,internaciones,ingresos espontaneos,2020-04-01,1,8,1,8,9
SAN PEDRO DE TIQUINA,internaciones,ingresos espontaneos,2020-04-01,0,2,0,2,2
SAN RAFAEL,internaciones,ingresos espontaneos,2020-04-01,2,22,2,22,24
SAN RAMON BENI,internaciones,ingresos espontaneos,2020-04-01,2,31,2,31,33
SAN RAMON SCZ,internaciones,ingresos espontaneos,2020-04-01,5,21,5,21,26
SANTA ANA,internaciones,ingresos espontaneos,2020-04-01,27,105,27,105,132
SANTA CRUZ DE LA SIERRA,internaciones,ingresos espontaneos,2020-04-01,1906,4072,1906,4072,5978
SANTA ROSA,internaciones,ingresos espontaneos,2020-04-01,17,31,17,31,48
SANTA ROSA DEL SARA,internaciones,ingresos espontaneos,2020-04-01,20,40,20,40,60
SANTIAGO DE CALLAPA,internaciones,ingresos espontaneos,2020-04-01,0,1,0,1,1
SANTIAGO DE HUATA,internaciones,ingresos espontaneos,2020-04-01,0,2,0,2,2
SANTIVAÑES,internaciones,ingresos espontaneos,2020-04-01,0,2,0,2,2
