municipality,group,variable,month,Viviendas Roceadas,TOTAL
ARQUE,chagas viviendas,viviendas roceadas,2010-09-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2010-09-01,11,11
CABEZAS,chagas viviendas,viviendas roceadas,2010-09-01,58,58
CAIROMA,chagas viviendas,viviendas roceadas,2010-09-01,139,139
"CAIZA ""D""",chagas viviendas,viviendas roceadas,2010-09-01,34,34
CAJUATA,chagas viviendas,viviendas roceadas,2010-09-01,2,2
CAMARGO,chagas viviendas,viviendas roceadas,2010-09-01,13,13
CAPINOTA,chagas viviendas,viviendas roceadas,2010-09-01,92,92
CLIZA,chagas viviendas,viviendas roceadas,2010-09-01,1,1
COCHABAMBA,chagas viviendas,viviendas roceadas,2010-09-01,108,108
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2010-09-01,6,6
COTAGAITA,chagas viviendas,viviendas roceadas,2010-09-01,17,17
CUATRO CAÑADAS,chagas viviendas,viviendas roceadas,2010-09-01,12,12
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas roceadas,2010-09-01,1,1
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2010-09-01,44,44
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2010-09-01,3,3
HUACARETA,chagas viviendas,viviendas roceadas,2010-09-01,86,86
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2010-09-01,5,5
ICLA,chagas viviendas,viviendas roceadas,2010-09-01,125,125
LA ASUNTA,chagas viviendas,viviendas roceadas,2010-09-01,33,33
LURIBAY,chagas viviendas,viviendas roceadas,2010-09-01,318,318
MIZQUE,chagas viviendas,viviendas roceadas,2010-09-01,142,142
MONTEAGUDO,chagas viviendas,viviendas roceadas,2010-09-01,9,9
OMEREQUE,chagas viviendas,viviendas roceadas,2010-09-01,55,55
PADCAYA,chagas viviendas,viviendas roceadas,2010-09-01,14,14
PASORAPA,chagas viviendas,viviendas roceadas,2010-09-01,3,3
POCONA,chagas viviendas,viviendas roceadas,2010-09-01,4,4
POJO (CBBA),chagas viviendas,viviendas roceadas,2010-09-01,98,98
POROMA,chagas viviendas,viviendas roceadas,2010-09-01,200,200
PUNA,chagas viviendas,viviendas roceadas,2010-09-01,1,1
PUNATA,chagas viviendas,viviendas roceadas,2010-09-01,38,38
QUILLACOLLO,chagas viviendas,viviendas roceadas,2010-09-01,20,20
QUIRUSILLAS,chagas viviendas,viviendas roceadas,2010-09-01,2,2
SACABA,chagas viviendas,viviendas roceadas,2010-09-01,9,9
SAN IGNACIO,chagas viviendas,viviendas roceadas,2010-09-01,3,3
SAN JULIAN,chagas viviendas,viviendas roceadas,2010-09-01,7,7
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2010-09-01,6,6
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2010-09-01,65,65
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas roceadas,2010-09-01,0,0
SICAYA,chagas viviendas,viviendas roceadas,2010-09-01,24,24
SIPE SIPE,chagas viviendas,viviendas roceadas,2010-09-01,59,59
TAPACARI,chagas viviendas,viviendas roceadas,2010-09-01,24,24
TARATA,chagas viviendas,viviendas roceadas,2010-09-01,1,1
TARIJA,chagas viviendas,viviendas roceadas,2010-09-01,209,209
TIQUIPAYA,chagas viviendas,viviendas roceadas,2010-09-01,8,8
TOCO,chagas viviendas,viviendas roceadas,2010-09-01,2,2
TOLATA,chagas viviendas,viviendas roceadas,2010-09-01,2,2
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2010-09-01,6,6
TRINIDAD,chagas viviendas,viviendas roceadas,2010-09-01,3,3
TUPIZA,chagas viviendas,viviendas roceadas,2010-09-01,150,150
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2010-09-01,20,20
VALLEGRANDE,chagas viviendas,viviendas roceadas,2010-09-01,95,95
VILA VILA,chagas viviendas,viviendas roceadas,2010-09-01,13,13
VILLA MONTES,chagas viviendas,viviendas roceadas,2010-09-01,38,38
VILLA RIVERO,chagas viviendas,viviendas roceadas,2010-09-01,7,7
VINTO,chagas viviendas,viviendas roceadas,2010-09-01,2,2
YACUIBA,chagas viviendas,viviendas roceadas,2010-09-01,50,50
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2010-09-01,14,14
ACACIO,chagas viviendas,viviendas roceadas,2010-10-01,16,16
AIQUILE,chagas viviendas,viviendas roceadas,2010-10-01,59,59
ANZALDO,chagas viviendas,viviendas roceadas,2010-10-01,16,16
ARANI,chagas viviendas,viviendas roceadas,2010-10-01,12,12
ARBIETO,chagas viviendas,viviendas roceadas,2010-10-01,12,12
ARQUE,chagas viviendas,viviendas roceadas,2010-10-01,26,26
CAJUATA,chagas viviendas,viviendas roceadas,2010-10-01,201,201
CAMARGO,chagas viviendas,viviendas roceadas,2010-10-01,9,9
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2010-10-01,15,15
CAPINOTA,chagas viviendas,viviendas roceadas,2010-10-01,37,37
CHARAGUA,chagas viviendas,viviendas roceadas,2010-10-01,1,1
CLIZA,chagas viviendas,viviendas roceadas,2010-10-01,6,6
COCHABAMBA,chagas viviendas,viviendas roceadas,2010-10-01,8,8
COTAGAITA,chagas viviendas,viviendas roceadas,2010-10-01,22,22
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2010-10-01,12,12
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2010-10-01,2,2
HUACARETA,chagas viviendas,viviendas roceadas,2010-10-01,72,72
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2010-10-01,46,46
ICLA,chagas viviendas,viviendas roceadas,2010-10-01,15,15
INCAHUASI,chagas viviendas,viviendas roceadas,2010-10-01,13,13
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas roceadas,2010-10-01,66,66
LAS CARRERAS,chagas viviendas,viviendas roceadas,2010-10-01,34,34
LURIBAY,chagas viviendas,viviendas roceadas,2010-10-01,264,264
MIZQUE,chagas viviendas,viviendas roceadas,2010-10-01,59,59
MOJOCOYA,chagas viviendas,viviendas roceadas,2010-10-01,3,3
MONTEAGUDO,chagas viviendas,viviendas roceadas,2010-10-01,109,109
OCURI,chagas viviendas,viviendas roceadas,2010-10-01,72,72
OMEREQUE,chagas viviendas,viviendas roceadas,2010-10-01,36,36
PADCAYA,chagas viviendas,viviendas roceadas,2010-10-01,7,7
PASORAPA,chagas viviendas,viviendas roceadas,2010-10-01,16,16
POCOATA,chagas viviendas,viviendas roceadas,2010-10-01,2,2
POCONA,chagas viviendas,viviendas roceadas,2010-10-01,23,23
POJO (CBBA),chagas viviendas,viviendas roceadas,2010-10-01,21,21
POSTRER VALLE,chagas viviendas,viviendas roceadas,2010-10-01,1,1
PUCARA,chagas viviendas,viviendas roceadas,2010-10-01,8,8
PUNATA,chagas viviendas,viviendas roceadas,2010-10-01,24,24
QUILLACOLLO,chagas viviendas,viviendas roceadas,2010-10-01,5,5
QUIRUSILLAS,chagas viviendas,viviendas roceadas,2010-10-01,13,13
SACABA,chagas viviendas,viviendas roceadas,2010-10-01,37,37
SACABAMBA,chagas viviendas,viviendas roceadas,2010-10-01,1,1
SAMAIPATA,chagas viviendas,viviendas roceadas,2010-10-01,26,26
SAN IGNACIO,chagas viviendas,viviendas roceadas,2010-10-01,3,3
SAN JULIAN,chagas viviendas,viviendas roceadas,2010-10-01,10,10
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2010-10-01,83,83
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2010-10-01,192,192
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas roceadas,2010-10-01,5,5
SANTIVAÑES,chagas viviendas,viviendas roceadas,2010-10-01,17,17
SICAYA,chagas viviendas,viviendas roceadas,2010-10-01,22,22
SIPE SIPE,chagas viviendas,viviendas roceadas,2010-10-01,69,69
SORATA,chagas viviendas,viviendas roceadas,2010-10-01,6,6
SUCRE,chagas viviendas,viviendas roceadas,2010-10-01,150,150
TACACHI,chagas viviendas,viviendas roceadas,2010-10-01,1,1
TAPACARI,chagas viviendas,viviendas roceadas,2010-10-01,10,10
TARATA,chagas viviendas,viviendas roceadas,2010-10-01,2,2
TARIJA,chagas viviendas,viviendas roceadas,2010-10-01,37,37
TOCO,chagas viviendas,viviendas roceadas,2010-10-01,3,3
TOLATA,chagas viviendas,viviendas roceadas,2010-10-01,6,6
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2010-10-01,12,12
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2010-10-01,18,18
VALLEGRANDE,chagas viviendas,viviendas roceadas,2010-10-01,66,66
VILA VILA,chagas viviendas,viviendas roceadas,2010-10-01,55,55
VILLA MONTES,chagas viviendas,viviendas roceadas,2010-10-01,18,18
VILLA RIVERO,chagas viviendas,viviendas roceadas,2010-10-01,1,1
VILLAZON,chagas viviendas,viviendas roceadas,2010-10-01,37,37
VINTO,chagas viviendas,viviendas roceadas,2010-10-01,6,6
VITICHI,chagas viviendas,viviendas roceadas,2010-10-01,19,19
ACACIO,chagas viviendas,viviendas roceadas,2010-11-01,5,5
AIQUILE,chagas viviendas,viviendas roceadas,2010-11-01,124,124
ALCALA,chagas viviendas,viviendas roceadas,2010-11-01,9,9
ANZALDO,chagas viviendas,viviendas roceadas,2010-11-01,3,3
ARANI,chagas viviendas,viviendas roceadas,2010-11-01,9,9
ARBIETO,chagas viviendas,viviendas roceadas,2010-11-01,11,11
ARQUE,chagas viviendas,viviendas roceadas,2010-11-01,18,18
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2010-11-01,34,34
AZURDUY,chagas viviendas,viviendas roceadas,2010-11-01,51,51
BETANZOS,chagas viviendas,viviendas roceadas,2010-11-01,12,12
CABEZAS,chagas viviendas,viviendas roceadas,2010-11-01,27,27
"CAIZA ""D""",chagas viviendas,viviendas roceadas,2010-11-01,19,19
CAJUATA,chagas viviendas,viviendas roceadas,2010-11-01,1,1
CAMARGO,chagas viviendas,viviendas roceadas,2010-11-01,27,27
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2010-11-01,18,18
CAPINOTA,chagas viviendas,viviendas roceadas,2010-11-01,53,53
CARAPARI,chagas viviendas,viviendas roceadas,2010-11-01,12,12
CKOCHAS,chagas viviendas,viviendas roceadas,2010-11-01,5,5
CLIZA,chagas viviendas,viviendas roceadas,2010-11-01,6,6
COCHABAMBA,chagas viviendas,viviendas roceadas,2010-11-01,25,25
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2010-11-01,3,3
COTAGAITA,chagas viviendas,viviendas roceadas,2010-11-01,18,18
CUATRO CAÑADAS,chagas viviendas,viviendas roceadas,2010-11-01,102,102
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas roceadas,2010-11-01,3,3
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2010-11-01,37,37
EL VILLAR,chagas viviendas,viviendas roceadas,2010-11-01,132,132
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2010-11-01,2,2
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2010-11-01,52,52
ICLA,chagas viviendas,viviendas roceadas,2010-11-01,8,8
LURIBAY,chagas viviendas,viviendas roceadas,2010-11-01,156,156
MIZQUE,chagas viviendas,viviendas roceadas,2010-11-01,22,22
MONTEAGUDO,chagas viviendas,viviendas roceadas,2010-11-01,1,1
OCURI,chagas viviendas,viviendas roceadas,2010-11-01,35,35
PADCAYA,chagas viviendas,viviendas roceadas,2010-11-01,12,12
PADILLA,chagas viviendas,viviendas roceadas,2010-11-01,15,15
PAMPA GRANDE,chagas viviendas,viviendas roceadas,2010-11-01,7,7
PASORAPA,chagas viviendas,viviendas roceadas,2010-11-01,8,8
POCONA,chagas viviendas,viviendas roceadas,2010-11-01,3,3
POJO (CBBA),chagas viviendas,viviendas roceadas,2010-11-01,29,29
PORONGO,chagas viviendas,viviendas roceadas,2010-11-01,23,23
PRESTO,chagas viviendas,viviendas roceadas,2010-11-01,45,45
PUCARA,chagas viviendas,viviendas roceadas,2010-11-01,4,4
PUNATA,chagas viviendas,viviendas roceadas,2010-11-01,24,24
QUILLACOLLO,chagas viviendas,viviendas roceadas,2010-11-01,6,6
QUIRUSILLAS,chagas viviendas,viviendas roceadas,2010-11-01,72,72
SACABA,chagas viviendas,viviendas roceadas,2010-11-01,12,12
SACABAMBA,chagas viviendas,viviendas roceadas,2010-11-01,6,6
SAIPINA,chagas viviendas,viviendas roceadas,2010-11-01,417,417
SAN BENITO,chagas viviendas,viviendas roceadas,2010-11-01,2,2
SAN JULIAN,chagas viviendas,viviendas roceadas,2010-11-01,22,22
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2010-11-01,14,14
SAPAHAQUI,chagas viviendas,viviendas roceadas,2010-11-01,32,32
SICAYA,chagas viviendas,viviendas roceadas,2010-11-01,21,21
SIPE SIPE,chagas viviendas,viviendas roceadas,2010-11-01,78,78
SUCRE,chagas viviendas,viviendas roceadas,2010-11-01,5,5
TACACHI,chagas viviendas,viviendas roceadas,2010-11-01,2,2
TACOPAYA,chagas viviendas,viviendas roceadas,2010-11-01,6,6
TAPACARI,chagas viviendas,viviendas roceadas,2010-11-01,14,14
TARATA,chagas viviendas,viviendas roceadas,2010-11-01,2,2
TARIJA,chagas viviendas,viviendas roceadas,2010-11-01,40,40
TOLATA,chagas viviendas,viviendas roceadas,2010-11-01,6,6
TOMAVE,chagas viviendas,viviendas roceadas,2010-11-01,9,9
TOMINA,chagas viviendas,viviendas roceadas,2010-11-01,201,201
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2010-11-01,2,2
TUPIZA,chagas viviendas,viviendas roceadas,2010-11-01,27,27
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2010-11-01,17,17
VILLA RIVERO,chagas viviendas,viviendas roceadas,2010-11-01,10,10
VILLAZON,chagas viviendas,viviendas roceadas,2010-11-01,4,4
VINTO,chagas viviendas,viviendas roceadas,2010-11-01,8,8
VITICHI,chagas viviendas,viviendas roceadas,2010-11-01,30,30
ALCALA,chagas viviendas,viviendas roceadas,2010-12-01,24,24
ANZALDO,chagas viviendas,viviendas roceadas,2010-12-01,72,72
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2010-12-01,39,39
CAPINOTA,chagas viviendas,viviendas roceadas,2010-12-01,36,36
CLIZA,chagas viviendas,viviendas roceadas,2010-12-01,4,4
COCHABAMBA,chagas viviendas,viviendas roceadas,2010-12-01,147,147
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2010-12-01,3,3
COTAGAITA,chagas viviendas,viviendas roceadas,2010-12-01,25,25
CUATRO CAÑADAS,chagas viviendas,viviendas roceadas,2010-12-01,218,218
CULPINA,chagas viviendas,viviendas roceadas,2010-12-01,70,70
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2010-12-01,25,25
EL TORNO,chagas viviendas,viviendas roceadas,2010-12-01,27,27
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2010-12-01,2,2
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2010-12-01,202,202
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas roceadas,2010-12-01,1,1
LURIBAY,chagas viviendas,viviendas roceadas,2010-12-01,98,98
MONTEAGUDO,chagas viviendas,viviendas roceadas,2010-12-01,4,4
MOROCHATA,chagas viviendas,viviendas roceadas,2010-12-01,2,2
OMEREQUE,chagas viviendas,viviendas roceadas,2010-12-01,179,179
PADCAYA,chagas viviendas,viviendas roceadas,2010-12-01,24,24
PASORAPA,chagas viviendas,viviendas roceadas,2010-12-01,18,18
POCOATA,chagas viviendas,viviendas roceadas,2010-12-01,95,95
POCONA,chagas viviendas,viviendas roceadas,2010-12-01,27,27
POJO (CBBA),chagas viviendas,viviendas roceadas,2010-12-01,23,23
PORONGO,chagas viviendas,viviendas roceadas,2010-12-01,26,26
PUCARA,chagas viviendas,viviendas roceadas,2010-12-01,4,4
PUNATA,chagas viviendas,viviendas roceadas,2010-12-01,1,1
QUILLACOLLO,chagas viviendas,viviendas roceadas,2010-12-01,6,6
RAVELO,chagas viviendas,viviendas roceadas,2010-12-01,123,123
SACABA,chagas viviendas,viviendas roceadas,2010-12-01,5,5
SAIPINA,chagas viviendas,viviendas roceadas,2010-12-01,90,90
SAN BENITO,chagas viviendas,viviendas roceadas,2010-12-01,6,6
SAN JULIAN,chagas viviendas,viviendas roceadas,2010-12-01,10,10
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2010-12-01,11,11
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2010-12-01,50,50
SANTIVAÑES,chagas viviendas,viviendas roceadas,2010-12-01,50,50
SICAYA,chagas viviendas,viviendas roceadas,2010-12-01,19,19
SIPE SIPE,chagas viviendas,viviendas roceadas,2010-12-01,12,12
TACOPAYA,chagas viviendas,viviendas roceadas,2010-12-01,2,2
TAPACARI,chagas viviendas,viviendas roceadas,2010-12-01,14,14
TARIJA,chagas viviendas,viviendas roceadas,2010-12-01,11,11
TOCO,chagas viviendas,viviendas roceadas,2010-12-01,13,13
TOMINA,chagas viviendas,viviendas roceadas,2010-12-01,76,76
TORO TORO,chagas viviendas,viviendas roceadas,2010-12-01,10,10
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2010-12-01,9,9
VILLA RIVERO,chagas viviendas,viviendas roceadas,2010-12-01,6,6
WARNES,chagas viviendas,viviendas roceadas,2010-12-01,2,2
YUNCHARA,chagas viviendas,viviendas roceadas,2010-12-01,38,38
