municipality,group,variable,month,Viviendas Positivas,TOTAL
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas positivas,2010-08-01,0,0
SANTIVAÑES,chagas viviendas,viviendas positivas,2010-08-01,5,5
SAPAHAQUI,chagas viviendas,viviendas positivas,2010-08-01,28,28
SICAYA,chagas viviendas,viviendas positivas,2010-08-01,4,4
SIPE SIPE,chagas viviendas,viviendas positivas,2010-08-01,46,46
SOPACHUY,chagas viviendas,viviendas positivas,2010-08-01,3,3
SUCRE,chagas viviendas,viviendas positivas,2010-08-01,51,51
TACACHI,chagas viviendas,viviendas positivas,2010-08-01,1,1
TACOPAYA,chagas viviendas,viviendas positivas,2010-08-01,1,1
TARIJA,chagas viviendas,viviendas positivas,2010-08-01,23,23
TARVITA,chagas viviendas,viviendas positivas,2010-08-01,10,10
TIQUIPAYA,chagas viviendas,viviendas positivas,2010-08-01,2,2
TOMAVE,chagas viviendas,viviendas positivas,2010-08-01,4,4
TORO TORO,chagas viviendas,viviendas positivas,2010-08-01,45,45
TOTORA(CBBA),chagas viviendas,viviendas positivas,2010-08-01,3,3
TRINIDAD,chagas viviendas,viviendas positivas,2010-08-01,1056,1056
TUPIZA,chagas viviendas,viviendas positivas,2010-08-01,11,11
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2010-08-01,2,2
VALLEGRANDE,chagas viviendas,viviendas positivas,2010-08-01,4,4
VILA VILA,chagas viviendas,viviendas positivas,2010-08-01,5,5
VILLA MONTES,chagas viviendas,viviendas positivas,2010-08-01,18,18
VILLA RIVERO,chagas viviendas,viviendas positivas,2010-08-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2010-08-01,30,30
VINTO,chagas viviendas,viviendas positivas,2010-08-01,3,3
VITICHI,chagas viviendas,viviendas positivas,2010-08-01,3,3
YACUIBA,chagas viviendas,viviendas positivas,2010-08-01,146,146
ZUDAÑEZ,chagas viviendas,viviendas positivas,2010-08-01,10,10
ACACIO,chagas viviendas,viviendas positivas,2010-09-01,3,3
AIQUILE,chagas viviendas,viviendas positivas,2010-09-01,55,55
ALCALA,chagas viviendas,viviendas positivas,2010-09-01,10,10
ANZALDO,chagas viviendas,viviendas positivas,2010-09-01,6,6
ARAMPAMPA,chagas viviendas,viviendas positivas,2010-09-01,2,2
ARANI,chagas viviendas,viviendas positivas,2010-09-01,6,6
ARBIETO,chagas viviendas,viviendas positivas,2010-09-01,2,2
ARQUE,chagas viviendas,viviendas positivas,2010-09-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2010-09-01,16,16
BETANZOS,chagas viviendas,viviendas positivas,2010-09-01,6,6
CABEZAS,chagas viviendas,viviendas positivas,2010-09-01,2,2
CAIROMA,chagas viviendas,viviendas positivas,2010-09-01,17,17
"CAIZA ""D""",chagas viviendas,viviendas positivas,2010-09-01,6,6
CAJUATA,chagas viviendas,viviendas positivas,2010-09-01,1,1
CAMARGO,chagas viviendas,viviendas positivas,2010-09-01,9,9
CAPINOTA,chagas viviendas,viviendas positivas,2010-09-01,57,57
CLIZA,chagas viviendas,viviendas positivas,2010-09-01,1,1
COCHABAMBA,chagas viviendas,viviendas positivas,2010-09-01,64,64
COLCAPIRHUA,chagas viviendas,viviendas positivas,2010-09-01,2,2
COTAGAITA,chagas viviendas,viviendas positivas,2010-09-01,13,13
CUATRO CAÑADAS,chagas viviendas,viviendas positivas,2010-09-01,5,5
EL TORNO,chagas viviendas,viviendas positivas,2010-09-01,3,3
ENTRE RIOS TRJ,chagas viviendas,viviendas positivas,2010-09-01,5,5
GUTIERREZ,chagas viviendas,viviendas positivas,2010-09-01,7,7
HUACARETA,chagas viviendas,viviendas positivas,2010-09-01,18,18
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2010-09-01,11,11
ICLA,chagas viviendas,viviendas positivas,2010-09-01,11,11
INCAHUASI,chagas viviendas,viviendas positivas,2010-09-01,1,1
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas positivas,2010-09-01,5,5
LA ASUNTA,chagas viviendas,viviendas positivas,2010-09-01,23,23
LAS CARRERAS,chagas viviendas,viviendas positivas,2010-09-01,26,26
LURIBAY,chagas viviendas,viviendas positivas,2010-09-01,9,9
MIZQUE,chagas viviendas,viviendas positivas,2010-09-01,81,81
MONTEAGUDO,chagas viviendas,viviendas positivas,2010-09-01,7,7
OMEREQUE,chagas viviendas,viviendas positivas,2010-09-01,11,11
PADCAYA,chagas viviendas,viviendas positivas,2010-09-01,1,1
PASORAPA,chagas viviendas,viviendas positivas,2010-09-01,1,1
POCOATA,chagas viviendas,viviendas positivas,2010-09-01,2,2
POCONA,chagas viviendas,viviendas positivas,2010-09-01,1,1
POJO (CBBA),chagas viviendas,viviendas positivas,2010-09-01,78,78
POROMA,chagas viviendas,viviendas positivas,2010-09-01,200,200
PORONGO,chagas viviendas,viviendas positivas,2010-09-01,1,1
PUNA,chagas viviendas,viviendas positivas,2010-09-01,17,17
PUNATA,chagas viviendas,viviendas positivas,2010-09-01,4,4
QUILLACOLLO,chagas viviendas,viviendas positivas,2010-09-01,13,13
RAVELO,chagas viviendas,viviendas positivas,2010-09-01,2,2
SACABA,chagas viviendas,viviendas positivas,2010-09-01,2,2
SAIPINA,chagas viviendas,viviendas positivas,2010-09-01,1,1
SAN JULIAN,chagas viviendas,viviendas positivas,2010-09-01,3,3
SAN LUCAS,chagas viviendas,viviendas positivas,2010-09-01,2,2
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas positivas,2010-09-01,0,0
SICAYA,chagas viviendas,viviendas positivas,2010-09-01,4,4
SIPE SIPE,chagas viviendas,viviendas positivas,2010-09-01,42,42
TAPACARI,chagas viviendas,viviendas positivas,2010-09-01,3,3
TARATA,chagas viviendas,viviendas positivas,2010-09-01,1,1
TARVITA,chagas viviendas,viviendas positivas,2010-09-01,12,12
TIQUIPAYA,chagas viviendas,viviendas positivas,2010-09-01,2,2
TOCO,chagas viviendas,viviendas positivas,2010-09-01,7,7
TOMINA,chagas viviendas,viviendas positivas,2010-09-01,6,6
TORO TORO,chagas viviendas,viviendas positivas,2010-09-01,22,22
TOTORA(CBBA),chagas viviendas,viviendas positivas,2010-09-01,4,4
TRINIDAD,chagas viviendas,viviendas positivas,2010-09-01,13,13
TUPIZA,chagas viviendas,viviendas positivas,2010-09-01,2,2
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2010-09-01,1,1
VALLEGRANDE,chagas viviendas,viviendas positivas,2010-09-01,11,11
VILA VILA,chagas viviendas,viviendas positivas,2010-09-01,11,11
VILLA MONTES,chagas viviendas,viviendas positivas,2010-09-01,30,30
VILLA RIVERO,chagas viviendas,viviendas positivas,2010-09-01,2,2
VINTO,chagas viviendas,viviendas positivas,2010-09-01,1,1
YACUIBA,chagas viviendas,viviendas positivas,2010-09-01,14,14
ZUDAÑEZ,chagas viviendas,viviendas positivas,2010-09-01,6,6
ACACIO,chagas viviendas,viviendas positivas,2010-10-01,6,6
AIQUILE,chagas viviendas,viviendas positivas,2010-10-01,22,22
ALCALA,chagas viviendas,viviendas positivas,2010-10-01,17,17
ANZALDO,chagas viviendas,viviendas positivas,2010-10-01,14,14
ARANI,chagas viviendas,viviendas positivas,2010-10-01,4,4
ARBIETO,chagas viviendas,viviendas positivas,2010-10-01,12,12
ARQUE,chagas viviendas,viviendas positivas,2010-10-01,9,9
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2010-10-01,1,1
BETANZOS,chagas viviendas,viviendas positivas,2010-10-01,15,15
CAJUATA,chagas viviendas,viviendas positivas,2010-10-01,15,15
CAMARGO,chagas viviendas,viviendas positivas,2010-10-01,4,4
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas positivas,2010-10-01,3,3
CAPINOTA,chagas viviendas,viviendas positivas,2010-10-01,11,11
CARAPARI,chagas viviendas,viviendas positivas,2010-10-01,1,1
CLIZA,chagas viviendas,viviendas positivas,2010-10-01,6,6
COCHABAMBA,chagas viviendas,viviendas positivas,2010-10-01,12,12
COTAGAITA,chagas viviendas,viviendas positivas,2010-10-01,16,16
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2010-10-01,2,2
EL VILLAR,chagas viviendas,viviendas positivas,2010-10-01,61,61
ENTRE RIOS TRJ,chagas viviendas,viviendas positivas,2010-10-01,1,1
GUTIERREZ,chagas viviendas,viviendas positivas,2010-10-01,1,1
HUACARETA,chagas viviendas,viviendas positivas,2010-10-01,33,33
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2010-10-01,34,34
ICLA,chagas viviendas,viviendas positivas,2010-10-01,15,15
INCAHUASI,chagas viviendas,viviendas positivas,2010-10-01,8,8
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas positivas,2010-10-01,8,8
LURIBAY,chagas viviendas,viviendas positivas,2010-10-01,5,5
MIZQUE,chagas viviendas,viviendas positivas,2010-10-01,30,30
MOJOCOYA,chagas viviendas,viviendas positivas,2010-10-01,3,3
MONTEAGUDO,chagas viviendas,viviendas positivas,2010-10-01,68,68
OCURI,chagas viviendas,viviendas positivas,2010-10-01,7,7
OMEREQUE,chagas viviendas,viviendas positivas,2010-10-01,22,22
PADCAYA,chagas viviendas,viviendas positivas,2010-10-01,2,2
PASORAPA,chagas viviendas,viviendas positivas,2010-10-01,3,3
POCOATA,chagas viviendas,viviendas positivas,2010-10-01,393,393
POCONA,chagas viviendas,viviendas positivas,2010-10-01,2,2
POJO (CBBA),chagas viviendas,viviendas positivas,2010-10-01,16,16
POSTRER VALLE,chagas viviendas,viviendas positivas,2010-10-01,1,1
PUCARA,chagas viviendas,viviendas positivas,2010-10-01,2,2
PUNA,chagas viviendas,viviendas positivas,2010-10-01,22,22
PUNATA,chagas viviendas,viviendas positivas,2010-10-01,10,10
QUILLACOLLO,chagas viviendas,viviendas positivas,2010-10-01,2,2
QUIRUSILLAS,chagas viviendas,viviendas positivas,2010-10-01,2,2
RAVELO,chagas viviendas,viviendas positivas,2010-10-01,5,5
ROBORE,chagas viviendas,viviendas positivas,2010-10-01,21,21
SACABA,chagas viviendas,viviendas positivas,2010-10-01,11,11
SACABAMBA,chagas viviendas,viviendas positivas,2010-10-01,1,1
SAIPINA,chagas viviendas,viviendas positivas,2010-10-01,68,68
SAMAIPATA,chagas viviendas,viviendas positivas,2010-10-01,2,2
SAN JULIAN,chagas viviendas,viviendas positivas,2010-10-01,4,4
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2010-10-01,5,5
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas positivas,2010-10-01,0,0
SANTIVAÑES,chagas viviendas,viviendas positivas,2010-10-01,7,7
SICAYA,chagas viviendas,viviendas positivas,2010-10-01,6,6
SIPE SIPE,chagas viviendas,viviendas positivas,2010-10-01,24,24
SORATA,chagas viviendas,viviendas positivas,2010-10-01,3,3
SUCRE,chagas viviendas,viviendas positivas,2010-10-01,46,46
TACACHI,chagas viviendas,viviendas positivas,2010-10-01,4,4
TAPACARI,chagas viviendas,viviendas positivas,2010-10-01,3,3
TARIJA,chagas viviendas,viviendas positivas,2010-10-01,1,1
TOCO,chagas viviendas,viviendas positivas,2010-10-01,4,4
TOLATA,chagas viviendas,viviendas positivas,2010-10-01,4,4
TOMINA,chagas viviendas,viviendas positivas,2010-10-01,37,37
TORO TORO,chagas viviendas,viviendas positivas,2010-10-01,26,26
TOTORA(CBBA),chagas viviendas,viviendas positivas,2010-10-01,11,11
TUPIZA,chagas viviendas,viviendas positivas,2010-10-01,1,1
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2010-10-01,1,1
VALLEGRANDE,chagas viviendas,viviendas positivas,2010-10-01,9,9
VILA VILA,chagas viviendas,viviendas positivas,2010-10-01,10,10
VILLA MONTES,chagas viviendas,viviendas positivas,2010-10-01,15,15
VILLAZON,chagas viviendas,viviendas positivas,2010-10-01,2,2
VINTO,chagas viviendas,viviendas positivas,2010-10-01,4,4
VITICHI,chagas viviendas,viviendas positivas,2010-10-01,13,13
YACUIBA,chagas viviendas,viviendas positivas,2010-10-01,31,31
ACACIO,chagas viviendas,viviendas positivas,2010-11-01,2,2
ALCALA,chagas viviendas,viviendas positivas,2010-11-01,17,17
ANZALDO,chagas viviendas,viviendas positivas,2010-11-01,38,38
ARANI,chagas viviendas,viviendas positivas,2010-11-01,2,2
ARBIETO,chagas viviendas,viviendas positivas,2010-11-01,11,11
ARQUE,chagas viviendas,viviendas positivas,2010-11-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2010-11-01,34,34
BETANZOS,chagas viviendas,viviendas positivas,2010-11-01,19,19
CABEZAS,chagas viviendas,viviendas positivas,2010-11-01,11,11
"CAIZA ""D""",chagas viviendas,viviendas positivas,2010-11-01,2,2
CAJUATA,chagas viviendas,viviendas positivas,2010-11-01,2,2
CAMARGO,chagas viviendas,viviendas positivas,2010-11-01,17,17
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas positivas,2010-11-01,18,18
CAPINOTA,chagas viviendas,viviendas positivas,2010-11-01,23,23
CARAPARI,chagas viviendas,viviendas positivas,2010-11-01,15,15
CLIZA,chagas viviendas,viviendas positivas,2010-11-01,7,7
COCHABAMBA,chagas viviendas,viviendas positivas,2010-11-01,20,20
COLCAPIRHUA,chagas viviendas,viviendas positivas,2010-11-01,1,1
COTAGAITA,chagas viviendas,viviendas positivas,2010-11-01,18,18
CUATRO CAÑADAS,chagas viviendas,viviendas positivas,2010-11-01,16,16
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2010-11-01,3,3
ENTRE RIOS TRJ,chagas viviendas,viviendas positivas,2010-11-01,1,1
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2010-11-01,26,26
ICLA,chagas viviendas,viviendas positivas,2010-11-01,41,41
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas positivas,2010-11-01,1,1
MIZQUE,chagas viviendas,viviendas positivas,2010-11-01,39,39
MONTEAGUDO,chagas viviendas,viviendas positivas,2010-11-01,1,1
OCURI,chagas viviendas,viviendas positivas,2010-11-01,5,5
OMEREQUE,chagas viviendas,viviendas positivas,2010-11-01,3,3
PADCAYA,chagas viviendas,viviendas positivas,2010-11-01,1,1
PADILLA,chagas viviendas,viviendas positivas,2010-11-01,5,5
PAMPA GRANDE,chagas viviendas,viviendas positivas,2010-11-01,13,13
PASORAPA,chagas viviendas,viviendas positivas,2010-11-01,2,2
POCOATA,chagas viviendas,viviendas positivas,2010-11-01,3,3
POCONA,chagas viviendas,viviendas positivas,2010-11-01,1,1
POJO (CBBA),chagas viviendas,viviendas positivas,2010-11-01,23,23
POSTRER VALLE,chagas viviendas,viviendas positivas,2010-11-01,3,3
PRESTO,chagas viviendas,viviendas positivas,2010-11-01,19,19
PUCARA,chagas viviendas,viviendas positivas,2010-11-01,1,1
PUNA,chagas viviendas,viviendas positivas,2010-11-01,16,16
PUNATA,chagas viviendas,viviendas positivas,2010-11-01,1,1
QUILLACOLLO,chagas viviendas,viviendas positivas,2010-11-01,4,4
ROBORE,chagas viviendas,viviendas positivas,2010-11-01,2,2
SACABA,chagas viviendas,viviendas positivas,2010-11-01,14,14
SAIPINA,chagas viviendas,viviendas positivas,2010-11-01,13,13
SAN JULIAN,chagas viviendas,viviendas positivas,2010-11-01,9,9
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2010-11-01,13,13
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2010-11-01,40,40
SAPAHAQUI,chagas viviendas,viviendas positivas,2010-11-01,4,4
SICAYA,chagas viviendas,viviendas positivas,2010-11-01,3,3
SIPE SIPE,chagas viviendas,viviendas positivas,2010-11-01,67,67
TACACHI,chagas viviendas,viviendas positivas,2010-11-01,2,2
TACOPAYA,chagas viviendas,viviendas positivas,2010-11-01,2,2
TAPACARI,chagas viviendas,viviendas positivas,2010-11-01,17,17
TARIJA,chagas viviendas,viviendas positivas,2010-11-01,1,1
TOLATA,chagas viviendas,viviendas positivas,2010-11-01,2,2
TOMAVE,chagas viviendas,viviendas positivas,2010-11-01,2,2
TOMINA,chagas viviendas,viviendas positivas,2010-11-01,22,22
TOTORA(CBBA),chagas viviendas,viviendas positivas,2010-11-01,4,4
TUPIZA,chagas viviendas,viviendas positivas,2010-11-01,1,1
VILA VILA,chagas viviendas,viviendas positivas,2010-11-01,35,35
VILLA CHARCAS,chagas viviendas,viviendas positivas,2010-11-01,1,1
VILLAZON,chagas viviendas,viviendas positivas,2010-11-01,2,2
VINTO,chagas viviendas,viviendas positivas,2010-11-01,2,2
VITICHI,chagas viviendas,viviendas positivas,2010-11-01,10,10
YAMPARAEZ,chagas viviendas,viviendas positivas,2010-11-01,2,2
YUNCHARA,chagas viviendas,viviendas positivas,2010-11-01,2,2
AIQUILE,chagas viviendas,viviendas positivas,2010-12-01,40,40
ALCALA,chagas viviendas,viviendas positivas,2010-12-01,5,5
ANZALDO,chagas viviendas,viviendas positivas,2010-12-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2010-12-01,39,39
"CAIZA ""D""",chagas viviendas,viviendas positivas,2010-12-01,5,5
CAJUATA,chagas viviendas,viviendas positivas,2010-12-01,2,2
CAPINOTA,chagas viviendas,viviendas positivas,2010-12-01,1,1
CHULUMANI (V. DE LA LIBERTAD),chagas viviendas,viviendas positivas,2010-12-01,9,9
CLIZA,chagas viviendas,viviendas positivas,2010-12-01,3,3
COCHABAMBA,chagas viviendas,viviendas positivas,2010-12-01,5,5
COLCAPIRHUA,chagas viviendas,viviendas positivas,2010-12-01,1,1
COTAGAITA,chagas viviendas,viviendas positivas,2010-12-01,20,20
CUATRO CAÑADAS,chagas viviendas,viviendas positivas,2010-12-01,22,22
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2010-12-01,8,8
ENTRE RIOS TRJ,chagas viviendas,viviendas positivas,2010-12-01,20,20
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas positivas,2010-12-01,1,1
MIZQUE,chagas viviendas,viviendas positivas,2010-12-01,33,33
MONTEAGUDO,chagas viviendas,viviendas positivas,2010-12-01,4,4
MOROCHATA,chagas viviendas,viviendas positivas,2010-12-01,1,1
PASORAPA,chagas viviendas,viviendas positivas,2010-12-01,19,19
POCOATA,chagas viviendas,viviendas positivas,2010-12-01,2,2
POJO (CBBA),chagas viviendas,viviendas positivas,2010-12-01,8,8
PUCARA,chagas viviendas,viviendas positivas,2010-12-01,1,1
PUNA,chagas viviendas,viviendas positivas,2010-12-01,13,13
PUNATA,chagas viviendas,viviendas positivas,2010-12-01,1,1
QUILLACOLLO,chagas viviendas,viviendas positivas,2010-12-01,5,5
ROBORE,chagas viviendas,viviendas positivas,2010-12-01,4,4
SACABA,chagas viviendas,viviendas positivas,2010-12-01,10,10
SAIPINA,chagas viviendas,viviendas positivas,2010-12-01,29,29
SAN BENITO,chagas viviendas,viviendas positivas,2010-12-01,6,6
SAN JULIAN,chagas viviendas,viviendas positivas,2010-12-01,3,3
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2010-12-01,6,6
SAN MIGUEL DE VELASCO,chagas viviendas,viviendas positivas,2010-12-01,8,8
SANTIVAÑES,chagas viviendas,viviendas positivas,2010-12-01,29,29
SAPAHAQUI,chagas viviendas,viviendas positivas,2010-12-01,3,3
SICAYA,chagas viviendas,viviendas positivas,2010-12-01,3,3
SIPE SIPE,chagas viviendas,viviendas positivas,2010-12-01,4,4
SUCRE,chagas viviendas,viviendas positivas,2010-12-01,3,3
TACACHI,chagas viviendas,viviendas positivas,2010-12-01,2,2
TACOPAYA,chagas viviendas,viviendas positivas,2010-12-01,2,2
TAPACARI,chagas viviendas,viviendas positivas,2010-12-01,7,7
TOCO,chagas viviendas,viviendas positivas,2010-12-01,13,13
TOTORA(CBBA),chagas viviendas,viviendas positivas,2010-12-01,6,6
VILLA RIVERO,chagas viviendas,viviendas positivas,2010-12-01,4,4
VITICHI,chagas viviendas,viviendas positivas,2010-12-01,13,13
