municipality,group,variable,month,Viviendas Roceadas,TOTAL
PASORAPA,chagas viviendas,viviendas roceadas,2019-09-01,14,14
PRESTO,chagas viviendas,viviendas roceadas,2019-09-01,32,32
PUNATA,chagas viviendas,viviendas roceadas,2019-09-01,2,2
QUILLACOLLO,chagas viviendas,viviendas roceadas,2019-09-01,11,11
SACABA,chagas viviendas,viviendas roceadas,2019-09-01,9,9
SAN BENITO,chagas viviendas,viviendas roceadas,2019-09-01,1,1
SAN LUCAS,chagas viviendas,viviendas roceadas,2019-09-01,7,7
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2019-09-01,142,142
SANTIVAÑES,chagas viviendas,viviendas roceadas,2019-09-01,31,31
SIPE SIPE,chagas viviendas,viviendas roceadas,2019-09-01,30,30
SUCRE,chagas viviendas,viviendas roceadas,2019-09-01,62,62
TAPACARI,chagas viviendas,viviendas roceadas,2019-09-01,7,7
TARABUCO,chagas viviendas,viviendas roceadas,2019-09-01,112,112
TARATA,chagas viviendas,viviendas roceadas,2019-09-01,11,11
TARIJA,chagas viviendas,viviendas roceadas,2019-09-01,14,14
TOMAVE,chagas viviendas,viviendas roceadas,2019-09-01,1,1
TOMINA,chagas viviendas,viviendas roceadas,2019-09-01,6,6
TORO TORO,chagas viviendas,viviendas roceadas,2019-09-01,4,4
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2019-09-01,2,2
TRIGAL,chagas viviendas,viviendas roceadas,2019-09-01,30,30
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2019-09-01,4,4
VALLEGRANDE,chagas viviendas,viviendas roceadas,2019-09-01,10,10
VILA VILA,chagas viviendas,viviendas roceadas,2019-09-01,3,3
VILLA CHARCAS,chagas viviendas,viviendas roceadas,2019-09-01,69,69
VILLA MONTES,chagas viviendas,viviendas roceadas,2019-09-01,12,12
VILLA RIVERO,chagas viviendas,viviendas roceadas,2019-09-01,4,4
VILLA SERRANO,chagas viviendas,viviendas roceadas,2019-09-01,5,5
VILLAZON,chagas viviendas,viviendas roceadas,2019-09-01,4,4
VINTO,chagas viviendas,viviendas roceadas,2019-09-01,11,11
VITICHI,chagas viviendas,viviendas roceadas,2019-09-01,1,1
YACUIBA,chagas viviendas,viviendas roceadas,2019-09-01,423,423
YAMPARAEZ,chagas viviendas,viviendas roceadas,2019-09-01,88,88
YOTALA,chagas viviendas,viviendas roceadas,2019-09-01,9,9
ACACIO,chagas viviendas,viviendas roceadas,2019-10-01,1,1
AIQUILE,chagas viviendas,viviendas roceadas,2019-10-01,39,39
ALCALA,chagas viviendas,viviendas roceadas,2019-10-01,3,3
ANZALDO,chagas viviendas,viviendas roceadas,2019-10-01,5,5
ARANI,chagas viviendas,viviendas roceadas,2019-10-01,7,7
ARQUE,chagas viviendas,viviendas roceadas,2019-10-01,9,9
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2019-10-01,2,2
BOYUIBE,chagas viviendas,viviendas roceadas,2019-10-01,10,10
"CAIZA ""D""",chagas viviendas,viviendas roceadas,2019-10-01,1,1
CAMARGO,chagas viviendas,viviendas roceadas,2019-10-01,11,11
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2019-10-01,3,3
CAPINOTA,chagas viviendas,viviendas roceadas,2019-10-01,18,18
CARAPARI,chagas viviendas,viviendas roceadas,2019-10-01,43,43
CKOCHAS,chagas viviendas,viviendas roceadas,2019-10-01,2,2
CLIZA,chagas viviendas,viviendas roceadas,2019-10-01,2,2
COCHABAMBA,chagas viviendas,viviendas roceadas,2019-10-01,67,67
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2019-10-01,6,6
COTAGAITA,chagas viviendas,viviendas roceadas,2019-10-01,2,2
COTOCA,chagas viviendas,viviendas roceadas,2019-10-01,18,18
CUATRO CAÑADAS,chagas viviendas,viviendas roceadas,2019-10-01,7,7
CULPINA,chagas viviendas,viviendas roceadas,2019-10-01,38,38
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2019-10-01,23,23
EL TORNO,chagas viviendas,viviendas roceadas,2019-10-01,15,15
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2019-10-01,18,18
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2019-10-01,2,2
ICLA,chagas viviendas,viviendas roceadas,2019-10-01,9,9
INQUISIVI,chagas viviendas,viviendas roceadas,2019-10-01,122,122
LURIBAY,chagas viviendas,viviendas roceadas,2019-10-01,15,15
MIZQUE,chagas viviendas,viviendas roceadas,2019-10-01,19,19
OMEREQUE,chagas viviendas,viviendas roceadas,2019-10-01,3,3
PADCAYA,chagas viviendas,viviendas roceadas,2019-10-01,1,1
PADILLA,chagas viviendas,viviendas roceadas,2019-10-01,4,4
PASORAPA,chagas viviendas,viviendas roceadas,2019-10-01,20,20
POROMA,chagas viviendas,viviendas roceadas,2019-10-01,3,3
PRESTO,chagas viviendas,viviendas roceadas,2019-10-01,87,87
PUNA,chagas viviendas,viviendas roceadas,2019-10-01,1,1
PUNATA,chagas viviendas,viviendas roceadas,2019-10-01,6,6
QUILLACOLLO,chagas viviendas,viviendas roceadas,2019-10-01,4,4
RAVELO,chagas viviendas,viviendas roceadas,2019-10-01,10,10
SACABA,chagas viviendas,viviendas roceadas,2019-10-01,7,7
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2019-10-01,4,4
SAN LUCAS,chagas viviendas,viviendas roceadas,2019-10-01,19,19
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2019-10-01,10,10
SICAYA,chagas viviendas,viviendas roceadas,2019-10-01,13,13
SIPE SIPE,chagas viviendas,viviendas roceadas,2019-10-01,25,25
SUCRE,chagas viviendas,viviendas roceadas,2019-10-01,39,39
TACACHI,chagas viviendas,viviendas roceadas,2019-10-01,2,2
TAPACARI,chagas viviendas,viviendas roceadas,2019-10-01,16,16
TARIJA,chagas viviendas,viviendas roceadas,2019-10-01,30,30
TOCO,chagas viviendas,viviendas roceadas,2019-10-01,6,6
TORO TORO,chagas viviendas,viviendas roceadas,2019-10-01,13,13
TUPIZA,chagas viviendas,viviendas roceadas,2019-10-01,17,17
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2019-10-01,24,24
VALLEGRANDE,chagas viviendas,viviendas roceadas,2019-10-01,11,11
VILLA MONTES,chagas viviendas,viviendas roceadas,2019-10-01,14,14
VILLA SERRANO,chagas viviendas,viviendas roceadas,2019-10-01,1,1
VILLAZON,chagas viviendas,viviendas roceadas,2019-10-01,6,6
VINTO,chagas viviendas,viviendas roceadas,2019-10-01,1,1
YACUIBA,chagas viviendas,viviendas roceadas,2019-10-01,30,30
YAMPARAEZ,chagas viviendas,viviendas roceadas,2019-10-01,32,32
YOTALA,chagas viviendas,viviendas roceadas,2019-10-01,12,12
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2019-10-01,2,2
AIQUILE,chagas viviendas,viviendas roceadas,2019-11-01,42,42
ANZALDO,chagas viviendas,viviendas roceadas,2019-11-01,31,31
ARAMPAMPA,chagas viviendas,viviendas roceadas,2019-11-01,3,3
ARANI,chagas viviendas,viviendas roceadas,2019-11-01,9,9
ARQUE,chagas viviendas,viviendas roceadas,2019-11-01,7,7
BOYUIBE,chagas viviendas,viviendas roceadas,2019-11-01,4,4
CAMARGO,chagas viviendas,viviendas roceadas,2019-11-01,6,6
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2019-11-01,3,3
CARAPARI,chagas viviendas,viviendas roceadas,2019-11-01,7,7
CLIZA,chagas viviendas,viviendas roceadas,2019-11-01,2,2
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2019-11-01,3,3
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas roceadas,2019-11-01,7,7
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2019-11-01,17,17
EL TORNO,chagas viviendas,viviendas roceadas,2019-11-01,14,14
GUTIERREZ,chagas viviendas,viviendas roceadas,2019-11-01,164,164
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2019-11-01,5,5
PADCAYA,chagas viviendas,viviendas roceadas,2019-11-01,2,2
PADILLA,chagas viviendas,viviendas roceadas,2019-11-01,5,5
PAMPA GRANDE,chagas viviendas,viviendas roceadas,2019-11-01,6,6
PASORAPA,chagas viviendas,viviendas roceadas,2019-11-01,14,14
POROMA,chagas viviendas,viviendas roceadas,2019-11-01,1,1
PRESTO,chagas viviendas,viviendas roceadas,2019-11-01,123,123
PUCARA,chagas viviendas,viviendas roceadas,2019-11-01,7,7
PUNATA,chagas viviendas,viviendas roceadas,2019-11-01,3,3
QUILLACOLLO,chagas viviendas,viviendas roceadas,2019-11-01,6,6
RAVELO,chagas viviendas,viviendas roceadas,2019-11-01,17,17
SACABA,chagas viviendas,viviendas roceadas,2019-11-01,3,3
SAN BENITO,chagas viviendas,viviendas roceadas,2019-11-01,2,2
SAN LUCAS,chagas viviendas,viviendas roceadas,2019-11-01,73,73
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2019-11-01,12,12
SICAYA,chagas viviendas,viviendas roceadas,2019-11-01,3,3
SIPE SIPE,chagas viviendas,viviendas roceadas,2019-11-01,8,8
SUCRE,chagas viviendas,viviendas roceadas,2019-11-01,41,41
TAPACARI,chagas viviendas,viviendas roceadas,2019-11-01,2,2
TARIJA,chagas viviendas,viviendas roceadas,2019-11-01,46,46
TORO TORO,chagas viviendas,viviendas roceadas,2019-11-01,6,6
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2019-11-01,5,5
VALLEGRANDE,chagas viviendas,viviendas roceadas,2019-11-01,7,7
VILLA MONTES,chagas viviendas,viviendas roceadas,2019-11-01,3,3
VILLA RIVERO,chagas viviendas,viviendas roceadas,2019-11-01,3,3
VINTO,chagas viviendas,viviendas roceadas,2019-11-01,5,5
VITICHI,chagas viviendas,viviendas roceadas,2019-11-01,1,1
YACUIBA,chagas viviendas,viviendas roceadas,2019-11-01,20,20
YOTALA,chagas viviendas,viviendas roceadas,2019-11-01,20,20
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2019-11-01,6,6
AIQUILE,chagas viviendas,viviendas roceadas,2019-12-01,57,57
ALCALA,chagas viviendas,viviendas roceadas,2019-12-01,14,14
ANZALDO,chagas viviendas,viviendas roceadas,2019-12-01,124,124
ARANI,chagas viviendas,viviendas roceadas,2019-12-01,3,3
ARQUE,chagas viviendas,viviendas roceadas,2019-12-01,403,403
"CAIZA ""D""",chagas viviendas,viviendas roceadas,2019-12-01,5,5
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2019-12-01,2,2
CAPINOTA,chagas viviendas,viviendas roceadas,2019-12-01,30,30
CARAPARI,chagas viviendas,viviendas roceadas,2019-12-01,1,1
COCHABAMBA,chagas viviendas,viviendas roceadas,2019-12-01,76,76
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2019-12-01,6,6
COTAGAITA,chagas viviendas,viviendas roceadas,2019-12-01,1,1
CUEVO,chagas viviendas,viviendas roceadas,2019-12-01,4,4
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2019-12-01,7,7
EL TORNO,chagas viviendas,viviendas roceadas,2019-12-01,4,4
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2019-12-01,11,11
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2019-12-01,7,7
MIZQUE,chagas viviendas,viviendas roceadas,2019-12-01,27,27
MOJOCOYA,chagas viviendas,viviendas roceadas,2019-12-01,3,3
PADCAYA,chagas viviendas,viviendas roceadas,2019-12-01,2,2
PASORAPA,chagas viviendas,viviendas roceadas,2019-12-01,26,26
PRESTO,chagas viviendas,viviendas roceadas,2019-12-01,65,65
PUNATA,chagas viviendas,viviendas roceadas,2019-12-01,4,4
QUILLACOLLO,chagas viviendas,viviendas roceadas,2019-12-01,4,4
SACABA,chagas viviendas,viviendas roceadas,2019-12-01,7,7
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2019-12-01,1,1
SAN LUCAS,chagas viviendas,viviendas roceadas,2019-12-01,13,13
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2019-12-01,48,48
SANTIVAÑES,chagas viviendas,viviendas roceadas,2019-12-01,10,10
SAPAHAQUI,chagas viviendas,viviendas roceadas,2019-12-01,155,155
SICAYA,chagas viviendas,viviendas roceadas,2019-12-01,4,4
SIPE SIPE,chagas viviendas,viviendas roceadas,2019-12-01,89,89
TAPACARI,chagas viviendas,viviendas roceadas,2019-12-01,2,2
TARABUCO,chagas viviendas,viviendas roceadas,2019-12-01,58,58
TARIJA,chagas viviendas,viviendas roceadas,2019-12-01,48,48
TOLATA,chagas viviendas,viviendas roceadas,2019-12-01,10,10
TUPIZA,chagas viviendas,viviendas roceadas,2019-12-01,1,1
VALLEGRANDE,chagas viviendas,viviendas roceadas,2019-12-01,5,5
VILLA RIVERO,chagas viviendas,viviendas roceadas,2019-12-01,4,4
VILLA SERRANO,chagas viviendas,viviendas roceadas,2019-12-01,4,4
VINTO,chagas viviendas,viviendas roceadas,2019-12-01,2,2
YACUIBA,chagas viviendas,viviendas roceadas,2019-12-01,7,7
YOTALA,chagas viviendas,viviendas roceadas,2019-12-01,42,42
