municipality,group,variable,month,Viviendas Positivas,TOTAL
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2019-02-01,1,1
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2019-02-01,7,7
SANTIVAÑES,chagas viviendas,viviendas positivas,2019-02-01,3,3
SICAYA,chagas viviendas,viviendas positivas,2019-02-01,2,2
SIPE SIPE,chagas viviendas,viviendas positivas,2019-02-01,4,4
SUCRE,chagas viviendas,viviendas positivas,2019-02-01,1,1
TOTORA(CBBA),chagas viviendas,viviendas positivas,2019-02-01,1,1
VALLEGRANDE,chagas viviendas,viviendas positivas,2019-02-01,2,2
VILLA RIVERO,chagas viviendas,viviendas positivas,2019-02-01,1,1
VILLA SERRANO,chagas viviendas,viviendas positivas,2019-02-01,1,1
YAMPARAEZ,chagas viviendas,viviendas positivas,2019-02-01,32,32
AIQUILE,chagas viviendas,viviendas positivas,2019-03-01,6,6
ARANI,chagas viviendas,viviendas positivas,2019-03-01,6,6
ARBIETO,chagas viviendas,viviendas positivas,2019-03-01,1,1
ARQUE,chagas viviendas,viviendas positivas,2019-03-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2019-03-01,5,5
BOYUIBE,chagas viviendas,viviendas positivas,2019-03-01,11,11
CAPINOTA,chagas viviendas,viviendas positivas,2019-03-01,5,5
CARAPARI,chagas viviendas,viviendas positivas,2019-03-01,1,1
CLIZA,chagas viviendas,viviendas positivas,2019-03-01,1,1
COCHABAMBA,chagas viviendas,viviendas positivas,2019-03-01,28,28
CUEVO,chagas viviendas,viviendas positivas,2019-03-01,14,14
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2019-03-01,2,2
ENTRE RIOS TRJ,chagas viviendas,viviendas positivas,2019-03-01,2,2
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2019-03-01,33,33
LAS CARRERAS,chagas viviendas,viviendas positivas,2019-03-01,6,6
MIZQUE,chagas viviendas,viviendas positivas,2019-03-01,8,8
MOJOCOYA,chagas viviendas,viviendas positivas,2019-03-01,28,28
OMEREQUE,chagas viviendas,viviendas positivas,2019-03-01,2,2
PADCAYA,chagas viviendas,viviendas positivas,2019-03-01,1,1
PUNATA,chagas viviendas,viviendas positivas,2019-03-01,5,5
QUILLACOLLO,chagas viviendas,viviendas positivas,2019-03-01,1,1
RAVELO,chagas viviendas,viviendas positivas,2019-03-01,2,2
SAN BENITO,chagas viviendas,viviendas positivas,2019-03-01,1,1
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2019-03-01,4,4
SICAYA,chagas viviendas,viviendas positivas,2019-03-01,1,1
SIPE SIPE,chagas viviendas,viviendas positivas,2019-03-01,1,1
TACOBAMBA,chagas viviendas,viviendas positivas,2019-03-01,3,3
TARATA,chagas viviendas,viviendas positivas,2019-03-01,2,2
TOMAVE,chagas viviendas,viviendas positivas,2019-03-01,1,1
TOTORA(CBBA),chagas viviendas,viviendas positivas,2019-03-01,1,1
TUPIZA,chagas viviendas,viviendas positivas,2019-03-01,3,3
VALLEGRANDE,chagas viviendas,viviendas positivas,2019-03-01,1,1
VILLA RIVERO,chagas viviendas,viviendas positivas,2019-03-01,2,2
VILLA SERRANO,chagas viviendas,viviendas positivas,2019-03-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2019-03-01,5,5
VINTO,chagas viviendas,viviendas positivas,2019-03-01,2,2
YAMPARAEZ,chagas viviendas,viviendas positivas,2019-03-01,34,34
AIQUILE,chagas viviendas,viviendas positivas,2019-04-01,13,13
ANZALDO,chagas viviendas,viviendas positivas,2019-04-01,1,1
ARANI,chagas viviendas,viviendas positivas,2019-04-01,7,7
ARQUE,chagas viviendas,viviendas positivas,2019-04-01,4,4
CAPINOTA,chagas viviendas,viviendas positivas,2019-04-01,3,3
CARAPARI,chagas viviendas,viviendas positivas,2019-04-01,4,4
COCHABAMBA,chagas viviendas,viviendas positivas,2019-04-01,59,59
COTAGAITA,chagas viviendas,viviendas positivas,2019-04-01,9,9
CUEVO,chagas viviendas,viviendas positivas,2019-04-01,19,19
CULPINA,chagas viviendas,viviendas positivas,2019-04-01,26,26
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2019-04-01,2,2
EL TORNO,chagas viviendas,viviendas positivas,2019-04-01,9,9
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2019-04-01,19,19
LAS CARRERAS,chagas viviendas,viviendas positivas,2019-04-01,12,12
MIZQUE,chagas viviendas,viviendas positivas,2019-04-01,4,4
OMEREQUE,chagas viviendas,viviendas positivas,2019-04-01,4,4
POCOATA,chagas viviendas,viviendas positivas,2019-04-01,5,5
PUNATA,chagas viviendas,viviendas positivas,2019-04-01,8,8
QUILLACOLLO,chagas viviendas,viviendas positivas,2019-04-01,2,2
SAN BENITO,chagas viviendas,viviendas positivas,2019-04-01,2,2
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2019-04-01,1,1
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2019-04-01,8,8
SANTIVAÑES,chagas viviendas,viviendas positivas,2019-04-01,4,4
SICAYA,chagas viviendas,viviendas positivas,2019-04-01,1,1
SIPE SIPE,chagas viviendas,viviendas positivas,2019-04-01,7,7
TACACHI,chagas viviendas,viviendas positivas,2019-04-01,2,2
TAPACARI,chagas viviendas,viviendas positivas,2019-04-01,1,1
TARATA,chagas viviendas,viviendas positivas,2019-04-01,2,2
TARIJA,chagas viviendas,viviendas positivas,2019-04-01,1,1
TOMINA,chagas viviendas,viviendas positivas,2019-04-01,6,6
TUPIZA,chagas viviendas,viviendas positivas,2019-04-01,2,2
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2019-04-01,1,1
VALLEGRANDE,chagas viviendas,viviendas positivas,2019-04-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2019-04-01,27,27
VINTO,chagas viviendas,viviendas positivas,2019-04-01,1,1
VITICHI,chagas viviendas,viviendas positivas,2019-04-01,2,2
ACACIO,chagas viviendas,viviendas positivas,2019-05-01,1,1
AIQUILE,chagas viviendas,viviendas positivas,2019-05-01,9,9
ANZALDO,chagas viviendas,viviendas positivas,2019-05-01,5,5
ARAMPAMPA,chagas viviendas,viviendas positivas,2019-05-01,1,1
ARANI,chagas viviendas,viviendas positivas,2019-05-01,6,6
ARBIETO,chagas viviendas,viviendas positivas,2019-05-01,2,2
ARQUE,chagas viviendas,viviendas positivas,2019-05-01,1,1
BOYUIBE,chagas viviendas,viviendas positivas,2019-05-01,2,2
"CAIZA ""D""",chagas viviendas,viviendas positivas,2019-05-01,2,2
CAPINOTA,chagas viviendas,viviendas positivas,2019-05-01,6,6
CKOCHAS,chagas viviendas,viviendas positivas,2019-05-01,2,2
COCHABAMBA,chagas viviendas,viviendas positivas,2019-05-01,23,23
COTAGAITA,chagas viviendas,viviendas positivas,2019-05-01,5,5
CUATRO CAÑADAS,chagas viviendas,viviendas positivas,2019-05-01,1,1
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas positivas,2019-05-01,2,2
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2019-05-01,1,1
EL TORNO,chagas viviendas,viviendas positivas,2019-05-01,2,2
ENTRE RIOS TRJ,chagas viviendas,viviendas positivas,2019-05-01,4,4
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2019-05-01,1,1
ICLA,chagas viviendas,viviendas positivas,2019-05-01,1,1
LAS CARRERAS,chagas viviendas,viviendas positivas,2019-05-01,5,5
LURIBAY,chagas viviendas,viviendas positivas,2019-05-01,2,2
MIZQUE,chagas viviendas,viviendas positivas,2019-05-01,11,11
OMEREQUE,chagas viviendas,viviendas positivas,2019-05-01,21,21
PASORAPA,chagas viviendas,viviendas positivas,2019-05-01,15,15
POROMA,chagas viviendas,viviendas positivas,2019-05-01,3,3
PRESTO,chagas viviendas,viviendas positivas,2019-05-01,6,6
PUNA,chagas viviendas,viviendas positivas,2019-05-01,1,1
PUNATA,chagas viviendas,viviendas positivas,2019-05-01,2,2
SAN BENITO,chagas viviendas,viviendas positivas,2019-05-01,4,4
SAN LUCAS,chagas viviendas,viviendas positivas,2019-05-01,9,9
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2019-05-01,33,33
SANTIVAÑES,chagas viviendas,viviendas positivas,2019-05-01,3,3
SICAYA,chagas viviendas,viviendas positivas,2019-05-01,2,2
SIPE SIPE,chagas viviendas,viviendas positivas,2019-05-01,6,6
TACACHI,chagas viviendas,viviendas positivas,2019-05-01,1,1
TAPACARI,chagas viviendas,viviendas positivas,2019-05-01,1,1
TARIJA,chagas viviendas,viviendas positivas,2019-05-01,1,1
TOMINA,chagas viviendas,viviendas positivas,2019-05-01,3,3
TORO TORO,chagas viviendas,viviendas positivas,2019-05-01,7,7
TOTORA(CBBA),chagas viviendas,viviendas positivas,2019-05-01,2,2
VILA VILA,chagas viviendas,viviendas positivas,2019-05-01,2,2
VILLA RIVERO,chagas viviendas,viviendas positivas,2019-05-01,3,3
VILLA SERRANO,chagas viviendas,viviendas positivas,2019-05-01,1,1
VINTO,chagas viviendas,viviendas positivas,2019-05-01,4,4
YAMPARAEZ,chagas viviendas,viviendas positivas,2019-05-01,23,23
YOTALA,chagas viviendas,viviendas positivas,2019-05-01,8,8
AIQUILE,chagas viviendas,viviendas positivas,2019-06-01,9,9
ANZALDO,chagas viviendas,viviendas positivas,2019-06-01,9,9
ARANI,chagas viviendas,viviendas positivas,2019-06-01,6,6
ARBIETO,chagas viviendas,viviendas positivas,2019-06-01,3,3
ARQUE,chagas viviendas,viviendas positivas,2019-06-01,2,2
"CAIZA ""D""",chagas viviendas,viviendas positivas,2019-06-01,1,1
CAMARGO,chagas viviendas,viviendas positivas,2019-06-01,7,7
CAPINOTA,chagas viviendas,viviendas positivas,2019-06-01,6,6
COCHABAMBA,chagas viviendas,viviendas positivas,2019-06-01,42,42
COLCAPIRHUA,chagas viviendas,viviendas positivas,2019-06-01,1,1
COTAGAITA,chagas viviendas,viviendas positivas,2019-06-01,11,11
EL TORNO,chagas viviendas,viviendas positivas,2019-06-01,1,1
ENTRE RIOS TRJ,chagas viviendas,viviendas positivas,2019-06-01,1,1
GUTIERREZ,chagas viviendas,viviendas positivas,2019-06-01,8,8
HUACARETA,chagas viviendas,viviendas positivas,2019-06-01,2,2
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2019-06-01,13,13
MIZQUE,chagas viviendas,viviendas positivas,2019-06-01,9,9
MONTERO,chagas viviendas,viviendas positivas,2019-06-01,0,0
OMEREQUE,chagas viviendas,viviendas positivas,2019-06-01,2,2
PADCAYA,chagas viviendas,viviendas positivas,2019-06-01,1,1
PAMPA GRANDE,chagas viviendas,viviendas positivas,2019-06-01,1,1
POJO (CBBA),chagas viviendas,viviendas positivas,2019-06-01,43,43
POROMA,chagas viviendas,viviendas positivas,2019-06-01,24,24
PRESTO,chagas viviendas,viviendas positivas,2019-06-01,4,4
PUERTO VILLARROEL,chagas viviendas,viviendas positivas,2019-06-01,1,1
PUNATA,chagas viviendas,viviendas positivas,2019-06-01,2,2
SAN BENITO,chagas viviendas,viviendas positivas,2019-06-01,1,1
SAN LUCAS,chagas viviendas,viviendas positivas,2019-06-01,6,6
SANTIVAÑES,chagas viviendas,viviendas positivas,2019-06-01,3,3
SICAYA,chagas viviendas,viviendas positivas,2019-06-01,1,1
SIPE SIPE,chagas viviendas,viviendas positivas,2019-06-01,20,20
TACACHI,chagas viviendas,viviendas positivas,2019-06-01,1,1
TACOBAMBA,chagas viviendas,viviendas positivas,2019-06-01,2,2
TAPACARI,chagas viviendas,viviendas positivas,2019-06-01,2,2
TARATA,chagas viviendas,viviendas positivas,2019-06-01,1,1
TOLATA,chagas viviendas,viviendas positivas,2019-06-01,3,3
TOMAVE,chagas viviendas,viviendas positivas,2019-06-01,1,1
TORO TORO,chagas viviendas,viviendas positivas,2019-06-01,3,3
TOTORA(CBBA),chagas viviendas,viviendas positivas,2019-06-01,1,1
TUPIZA,chagas viviendas,viviendas positivas,2019-06-01,1,1
VILA VILA,chagas viviendas,viviendas positivas,2019-06-01,6,6
VILLA MONTES,chagas viviendas,viviendas positivas,2019-06-01,15,15
VILLA RIVERO,chagas viviendas,viviendas positivas,2019-06-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2019-06-01,16,16
VINTO,chagas viviendas,viviendas positivas,2019-06-01,1,1
ACACIO,chagas viviendas,viviendas positivas,2019-07-01,2,2
AIQUILE,chagas viviendas,viviendas positivas,2019-07-01,6,6
ANZALDO,chagas viviendas,viviendas positivas,2019-07-01,19,19
ARAMPAMPA,chagas viviendas,viviendas positivas,2019-07-01,1,1
ARANI,chagas viviendas,viviendas positivas,2019-07-01,5,5
ARBIETO,chagas viviendas,viviendas positivas,2019-07-01,1,1
ARQUE,chagas viviendas,viviendas positivas,2019-07-01,7,7
BOYUIBE,chagas viviendas,viviendas positivas,2019-07-01,15,15
"CAIZA ""D""",chagas viviendas,viviendas positivas,2019-07-01,5,5
CAMARGO,chagas viviendas,viviendas positivas,2019-07-01,18,18
CAPINOTA,chagas viviendas,viviendas positivas,2019-07-01,3,3
CARAPARI,chagas viviendas,viviendas positivas,2019-07-01,7,7
CLIZA,chagas viviendas,viviendas positivas,2019-07-01,4,4
COCHABAMBA,chagas viviendas,viviendas positivas,2019-07-01,35,35
COTAGAITA,chagas viviendas,viviendas positivas,2019-07-01,2,2
CUEVO,chagas viviendas,viviendas positivas,2019-07-01,13,13
ENTRE RIOS TRJ,chagas viviendas,viviendas positivas,2019-07-01,1,1
HUACARETA,chagas viviendas,viviendas positivas,2019-07-01,7,7
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2019-07-01,8,8
MIZQUE,chagas viviendas,viviendas positivas,2019-07-01,2,2
OMEREQUE,chagas viviendas,viviendas positivas,2019-07-01,1,1
PAMPA GRANDE,chagas viviendas,viviendas positivas,2019-07-01,1,1
POROMA,chagas viviendas,viviendas positivas,2019-07-01,6,6
PUCARA,chagas viviendas,viviendas positivas,2019-07-01,2,2
PUNATA,chagas viviendas,viviendas positivas,2019-07-01,3,3
QUILLACOLLO,chagas viviendas,viviendas positivas,2019-07-01,2,2
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2019-07-01,1,1
SAN LUCAS,chagas viviendas,viviendas positivas,2019-07-01,7,7
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2019-07-01,10,10
SANTIVAÑES,chagas viviendas,viviendas positivas,2019-07-01,11,11
SIPE SIPE,chagas viviendas,viviendas positivas,2019-07-01,7,7
TACOBAMBA,chagas viviendas,viviendas positivas,2019-07-01,9,9
TARABUCO,chagas viviendas,viviendas positivas,2019-07-01,16,16
TARATA,chagas viviendas,viviendas positivas,2019-07-01,1,1
TARIJA,chagas viviendas,viviendas positivas,2019-07-01,8,8
TORO TORO,chagas viviendas,viviendas positivas,2019-07-01,4,4
TOTORA(CBBA),chagas viviendas,viviendas positivas,2019-07-01,1,1
VILA VILA,chagas viviendas,viviendas positivas,2019-07-01,4,4
VILLA MONTES,chagas viviendas,viviendas positivas,2019-07-01,2,2
VILLA RIVERO,chagas viviendas,viviendas positivas,2019-07-01,2,2
VILLA SERRANO,chagas viviendas,viviendas positivas,2019-07-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2019-07-01,21,21
VINTO,chagas viviendas,viviendas positivas,2019-07-01,4,4
VITICHI,chagas viviendas,viviendas positivas,2019-07-01,1,1
YACUIBA,chagas viviendas,viviendas positivas,2019-07-01,32,32
AIQUILE,chagas viviendas,viviendas positivas,2019-08-01,3,3
ANZALDO,chagas viviendas,viviendas positivas,2019-08-01,3,3
ARAMPAMPA,chagas viviendas,viviendas positivas,2019-08-01,2,2
ARANI,chagas viviendas,viviendas positivas,2019-08-01,4,4
ARBIETO,chagas viviendas,viviendas positivas,2019-08-01,2,2
ARQUE,chagas viviendas,viviendas positivas,2019-08-01,5,5
BOYUIBE,chagas viviendas,viviendas positivas,2019-08-01,6,6
"CAIZA ""D""",chagas viviendas,viviendas positivas,2019-08-01,2,2
CAMARGO,chagas viviendas,viviendas positivas,2019-08-01,10,10
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas positivas,2019-08-01,1,1
CAPINOTA,chagas viviendas,viviendas positivas,2019-08-01,12,12
CARAPARI,chagas viviendas,viviendas positivas,2019-08-01,2,2
COCHABAMBA,chagas viviendas,viviendas positivas,2019-08-01,12,12
COTAGAITA,chagas viviendas,viviendas positivas,2019-08-01,2,2
COTOCA,chagas viviendas,viviendas positivas,2019-08-01,7,7
GUTIERREZ,chagas viviendas,viviendas positivas,2019-08-01,30,30
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2019-08-01,61,61
ICLA,chagas viviendas,viviendas positivas,2019-08-01,1,1
LAS CARRERAS,chagas viviendas,viviendas positivas,2019-08-01,5,5
MIZQUE,chagas viviendas,viviendas positivas,2019-08-01,2,2
OMEREQUE,chagas viviendas,viviendas positivas,2019-08-01,2,2
PAMPA GRANDE,chagas viviendas,viviendas positivas,2019-08-01,1,1
PASORAPA,chagas viviendas,viviendas positivas,2019-08-01,6,6
PUNA,chagas viviendas,viviendas positivas,2019-08-01,1,1
PUNATA,chagas viviendas,viviendas positivas,2019-08-01,1,1
RAVELO,chagas viviendas,viviendas positivas,2019-08-01,2,2
SACABA,chagas viviendas,viviendas positivas,2019-08-01,4,4
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2019-08-01,8,8
SANTIVAÑES,chagas viviendas,viviendas positivas,2019-08-01,1,1
SIPE SIPE,chagas viviendas,viviendas positivas,2019-08-01,20,20
SUCRE,chagas viviendas,viviendas positivas,2019-08-01,24,24
TACACHI,chagas viviendas,viviendas positivas,2019-08-01,1,1
TARIJA,chagas viviendas,viviendas positivas,2019-08-01,5,5
TOMINA,chagas viviendas,viviendas positivas,2019-08-01,13,13
TOTORA(CBBA),chagas viviendas,viviendas positivas,2019-08-01,1,1
VALLEGRANDE,chagas viviendas,viviendas positivas,2019-08-01,7,7
VILA VILA,chagas viviendas,viviendas positivas,2019-08-01,2,2
VILLA CHARCAS,chagas viviendas,viviendas positivas,2019-08-01,21,21
VILLA MONTES,chagas viviendas,viviendas positivas,2019-08-01,6,6
VILLA SERRANO,chagas viviendas,viviendas positivas,2019-08-01,2,2
VINTO,chagas viviendas,viviendas positivas,2019-08-01,1,1
VITICHI,chagas viviendas,viviendas positivas,2019-08-01,2,2
YACUIBA,chagas viviendas,viviendas positivas,2019-08-01,24,24
ZUDAÑEZ,chagas viviendas,viviendas positivas,2019-08-01,3,3
ACACIO,chagas viviendas,viviendas positivas,2019-09-01,3,3
AIQUILE,chagas viviendas,viviendas positivas,2019-09-01,8,8
ANZALDO,chagas viviendas,viviendas positivas,2019-09-01,15,15
ARAMPAMPA,chagas viviendas,viviendas positivas,2019-09-01,3,3
ARANI,chagas viviendas,viviendas positivas,2019-09-01,4,4
ARBIETO,chagas viviendas,viviendas positivas,2019-09-01,1,1
ARQUE,chagas viviendas,viviendas positivas,2019-09-01,6,6
BETANZOS,chagas viviendas,viviendas positivas,2019-09-01,6,6
CAMARGO,chagas viviendas,viviendas positivas,2019-09-01,4,4
CAPINOTA,chagas viviendas,viviendas positivas,2019-09-01,6,6
CARAPARI,chagas viviendas,viviendas positivas,2019-09-01,1,1
CKOCHAS,chagas viviendas,viviendas positivas,2019-09-01,1,1
COCHABAMBA,chagas viviendas,viviendas positivas,2019-09-01,33,33
COTAGAITA,chagas viviendas,viviendas positivas,2019-09-01,10,10
EL TORNO,chagas viviendas,viviendas positivas,2019-09-01,2,2
ENTRE RIOS TRJ,chagas viviendas,viviendas positivas,2019-09-01,1,1
GUTIERREZ,chagas viviendas,viviendas positivas,2019-09-01,13,13
HUACARETA,chagas viviendas,viviendas positivas,2019-09-01,8,8
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2019-09-01,6,6
ICLA,chagas viviendas,viviendas positivas,2019-09-01,1,1
LA ASUNTA,chagas viviendas,viviendas positivas,2019-09-01,12,12
LAS CARRERAS,chagas viviendas,viviendas positivas,2019-09-01,55,55
LURIBAY,chagas viviendas,viviendas positivas,2019-09-01,6,6
MIZQUE,chagas viviendas,viviendas positivas,2019-09-01,9,9
MORO MORO,chagas viviendas,viviendas positivas,2019-09-01,5,5
OMEREQUE,chagas viviendas,viviendas positivas,2019-09-01,8,8
PADILLA,chagas viviendas,viviendas positivas,2019-09-01,3,3
PASORAPA,chagas viviendas,viviendas positivas,2019-09-01,3,3
PRESTO,chagas viviendas,viviendas positivas,2019-09-01,6,6
PUCARA,chagas viviendas,viviendas positivas,2019-09-01,1,1
PUNATA,chagas viviendas,viviendas positivas,2019-09-01,1,1
RAQAYPAMPA(ETA),chagas viviendas,viviendas positivas,2019-09-01,2,2
SACABA,chagas viviendas,viviendas positivas,2019-09-01,5,5
SAN BENITO,chagas viviendas,viviendas positivas,2019-09-01,1,1
SAN LUCAS,chagas viviendas,viviendas positivas,2019-09-01,2,2
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2019-09-01,10,10
SANTIVAÑES,chagas viviendas,viviendas positivas,2019-09-01,4,4
SICAYA,chagas viviendas,viviendas positivas,2019-09-01,1,1
SIPE SIPE,chagas viviendas,viviendas positivas,2019-09-01,13,13
SUCRE,chagas viviendas,viviendas positivas,2019-09-01,62,62
TAPACARI,chagas viviendas,viviendas positivas,2019-09-01,4,4
TARABUCO,chagas viviendas,viviendas positivas,2019-09-01,37,37
TARATA,chagas viviendas,viviendas positivas,2019-09-01,2,2
TARIJA,chagas viviendas,viviendas positivas,2019-09-01,7,7
TOLATA,chagas viviendas,viviendas positivas,2019-09-01,4,4
TOMAVE,chagas viviendas,viviendas positivas,2019-09-01,1,1
TOMINA,chagas viviendas,viviendas positivas,2019-09-01,3,3
TOTORA(CBBA),chagas viviendas,viviendas positivas,2019-09-01,1,1
TUPIZA,chagas viviendas,viviendas positivas,2019-09-01,1,1
VALLEGRANDE,chagas viviendas,viviendas positivas,2019-09-01,1,1
VILLA MONTES,chagas viviendas,viviendas positivas,2019-09-01,1,1
VILLA RIVERO,chagas viviendas,viviendas positivas,2019-09-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2019-09-01,30,30
VILLAZON,chagas viviendas,viviendas positivas,2019-09-01,2,2
VINTO,chagas viviendas,viviendas positivas,2019-09-01,3,3
VITICHI,chagas viviendas,viviendas positivas,2019-09-01,1,1
YAMPARAEZ,chagas viviendas,viviendas positivas,2019-09-01,34,34
ACACIO,chagas viviendas,viviendas positivas,2019-10-01,1,1
AIQUILE,chagas viviendas,viviendas positivas,2019-10-01,1,1
ALCALA,chagas viviendas,viviendas positivas,2019-10-01,3,3
ANZALDO,chagas viviendas,viviendas positivas,2019-10-01,13,13
ARAMPAMPA,chagas viviendas,viviendas positivas,2019-10-01,62,62
ARANI,chagas viviendas,viviendas positivas,2019-10-01,3,3
ARBIETO,chagas viviendas,viviendas positivas,2019-10-01,1,1
BOYUIBE,chagas viviendas,viviendas positivas,2019-10-01,3,3
"CAIZA ""D""",chagas viviendas,viviendas positivas,2019-10-01,1,1
CAMARGO,chagas viviendas,viviendas positivas,2019-10-01,2,2
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas positivas,2019-10-01,2,2
CAPINOTA,chagas viviendas,viviendas positivas,2019-10-01,5,5
CARAPARI,chagas viviendas,viviendas positivas,2019-10-01,1,1
CKOCHAS,chagas viviendas,viviendas positivas,2019-10-01,1,1
CLIZA,chagas viviendas,viviendas positivas,2019-10-01,2,2
COCHABAMBA,chagas viviendas,viviendas positivas,2019-10-01,53,53
COTAGAITA,chagas viviendas,viviendas positivas,2019-10-01,2,2
CULPINA,chagas viviendas,viviendas positivas,2019-10-01,8,8
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2019-10-01,1,1
EL TORNO,chagas viviendas,viviendas positivas,2019-10-01,5,5
