municipality,group,variable,month,Viviendas Evaluadas,TOTAL
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2019-01-01,94,94
VILLA SERRANO,chagas viviendas,viviendas evaluadas,2019-01-01,94,94
VINTO,chagas viviendas,viviendas evaluadas,2019-01-01,236,236
VITICHI,chagas viviendas,viviendas evaluadas,2019-01-01,504,504
YAMPARAEZ,chagas viviendas,viviendas evaluadas,2019-01-01,71,71
ACACIO,chagas viviendas,viviendas evaluadas,2019-02-01,140,140
AIQUILE,chagas viviendas,viviendas evaluadas,2019-02-01,848,848
ANZALDO,chagas viviendas,viviendas evaluadas,2019-02-01,425,425
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2019-02-01,83,83
ARANI,chagas viviendas,viviendas evaluadas,2019-02-01,306,306
ARBIETO,chagas viviendas,viviendas evaluadas,2019-02-01,216,216
ARQUE,chagas viviendas,viviendas evaluadas,2019-02-01,84,84
BOYUIBE,chagas viviendas,viviendas evaluadas,2019-02-01,2,2
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas evaluadas,2019-02-01,368,368
CAPINOTA,chagas viviendas,viviendas evaluadas,2019-02-01,769,769
CARAPARI,chagas viviendas,viviendas evaluadas,2019-02-01,173,173
CLIZA,chagas viviendas,viviendas evaluadas,2019-02-01,258,258
COCHABAMBA,chagas viviendas,viviendas evaluadas,2019-02-01,1475,1475
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2019-02-01,182,182
COTAGAITA,chagas viviendas,viviendas evaluadas,2019-02-01,338,338
CUATRO CAÑADAS,chagas viviendas,viviendas evaluadas,2019-02-01,46,46
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2019-02-01,162,162
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2019-02-01,98,98
HUACARETA,chagas viviendas,viviendas evaluadas,2019-02-01,676,676
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas evaluadas,2019-02-01,14,14
ICLA,chagas viviendas,viviendas evaluadas,2019-02-01,135,135
LAS CARRERAS,chagas viviendas,viviendas evaluadas,2019-02-01,46,46
MIZQUE,chagas viviendas,viviendas evaluadas,2019-02-01,301,301
MOJOCOYA,chagas viviendas,viviendas evaluadas,2019-02-01,254,254
OMEREQUE,chagas viviendas,viviendas evaluadas,2019-02-01,560,560
PADCAYA,chagas viviendas,viviendas evaluadas,2019-02-01,44,44
PAMPA GRANDE,chagas viviendas,viviendas evaluadas,2019-02-01,26,26
PASORAPA,chagas viviendas,viviendas evaluadas,2019-02-01,32,32
PRESTO,chagas viviendas,viviendas evaluadas,2019-02-01,324,324
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2019-02-01,795,795
SACABA,chagas viviendas,viviendas evaluadas,2019-02-01,645,645
SAN BENITO,chagas viviendas,viviendas evaluadas,2019-02-01,325,325
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2019-02-01,95,95
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2019-02-01,50,50
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2019-02-01,172,172
SICAYA,chagas viviendas,viviendas evaluadas,2019-02-01,77,77
SIPE SIPE,chagas viviendas,viviendas evaluadas,2019-02-01,169,169
SUCRE,chagas viviendas,viviendas evaluadas,2019-02-01,943,943
TACACHI,chagas viviendas,viviendas evaluadas,2019-02-01,154,154
TACOPAYA,chagas viviendas,viviendas evaluadas,2019-02-01,247,247
TAPACARI,chagas viviendas,viviendas evaluadas,2019-02-01,146,146
TOLATA,chagas viviendas,viviendas evaluadas,2019-02-01,96,96
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2019-02-01,104,104
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2019-02-01,280,280
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2019-02-01,240,240
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2019-02-01,278,278
VILLA SERRANO,chagas viviendas,viviendas evaluadas,2019-02-01,776,776
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas evaluadas,2019-02-01,18,18
VINTO,chagas viviendas,viviendas evaluadas,2019-02-01,228,228
YAMPARAEZ,chagas viviendas,viviendas evaluadas,2019-02-01,439,439
ACACIO,chagas viviendas,viviendas evaluadas,2019-03-01,400,400
AIQUILE,chagas viviendas,viviendas evaluadas,2019-03-01,1014,1014
ANZALDO,chagas viviendas,viviendas evaluadas,2019-03-01,125,125
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2019-03-01,156,156
ARANI,chagas viviendas,viviendas evaluadas,2019-03-01,273,273
ARBIETO,chagas viviendas,viviendas evaluadas,2019-03-01,255,255
ARQUE,chagas viviendas,viviendas evaluadas,2019-03-01,73,73
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas evaluadas,2019-03-01,84,84
BOYUIBE,chagas viviendas,viviendas evaluadas,2019-03-01,25,25
"CAIZA ""D""",chagas viviendas,viviendas evaluadas,2019-03-01,245,245
CAPINOTA,chagas viviendas,viviendas evaluadas,2019-03-01,767,767
CARAPARI,chagas viviendas,viviendas evaluadas,2019-03-01,274,274
CKOCHAS,chagas viviendas,viviendas evaluadas,2019-03-01,405,405
CLIZA,chagas viviendas,viviendas evaluadas,2019-03-01,336,336
COCHABAMBA,chagas viviendas,viviendas evaluadas,2019-03-01,608,608
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2019-03-01,266,266
COTAGAITA,chagas viviendas,viviendas evaluadas,2019-03-01,444,444
CUATRO CAÑADAS,chagas viviendas,viviendas evaluadas,2019-03-01,39,39
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2019-03-01,194,194
CUEVO,chagas viviendas,viviendas evaluadas,2019-03-01,15,15
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2019-03-01,208,208
ENTRE RIOS TRJ,chagas viviendas,viviendas evaluadas,2019-03-01,81,81
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas evaluadas,2019-03-01,187,187
ICLA,chagas viviendas,viviendas evaluadas,2019-03-01,93,93
LAS CARRERAS,chagas viviendas,viviendas evaluadas,2019-03-01,107,107
MIZQUE,chagas viviendas,viviendas evaluadas,2019-03-01,1296,1296
MOJOCOYA,chagas viviendas,viviendas evaluadas,2019-03-01,138,138
OMEREQUE,chagas viviendas,viviendas evaluadas,2019-03-01,185,185
PADCAYA,chagas viviendas,viviendas evaluadas,2019-03-01,61,61
PAMPA GRANDE,chagas viviendas,viviendas evaluadas,2019-03-01,68,68
PASORAPA,chagas viviendas,viviendas evaluadas,2019-03-01,123,123
POROMA,chagas viviendas,viviendas evaluadas,2019-03-01,257,257
PUNATA,chagas viviendas,viviendas evaluadas,2019-03-01,61,61
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2019-03-01,985,985
RAVELO,chagas viviendas,viviendas evaluadas,2019-03-01,170,170
SACABA,chagas viviendas,viviendas evaluadas,2019-03-01,90,90
SAN BENITO,chagas viviendas,viviendas evaluadas,2019-03-01,245,245
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2019-03-01,243,243
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2019-03-01,471,471
SICAYA,chagas viviendas,viviendas evaluadas,2019-03-01,163,163
SIPE SIPE,chagas viviendas,viviendas evaluadas,2019-03-01,261,261
SUCRE,chagas viviendas,viviendas evaluadas,2019-03-01,140,140
TACACHI,chagas viviendas,viviendas evaluadas,2019-03-01,154,154
TACOBAMBA,chagas viviendas,viviendas evaluadas,2019-03-01,162,162
TACOPAYA,chagas viviendas,viviendas evaluadas,2019-03-01,75,75
TAPACARI,chagas viviendas,viviendas evaluadas,2019-03-01,24,24
TARATA,chagas viviendas,viviendas evaluadas,2019-03-01,101,101
TOCO,chagas viviendas,viviendas evaluadas,2019-03-01,221,221
TOLATA,chagas viviendas,viviendas evaluadas,2019-03-01,220,220
TOMAVE,chagas viviendas,viviendas evaluadas,2019-03-01,252,252
TORO TORO,chagas viviendas,viviendas evaluadas,2019-03-01,169,169
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2019-03-01,175,175
TUPIZA,chagas viviendas,viviendas evaluadas,2019-03-01,641,641
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2019-03-01,276,276
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2019-03-01,215,215
VILA VILA,chagas viviendas,viviendas evaluadas,2019-03-01,616,616
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2019-03-01,310,310
VILLA SERRANO,chagas viviendas,viviendas evaluadas,2019-03-01,400,400
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas evaluadas,2019-03-01,102,102
VINTO,chagas viviendas,viviendas evaluadas,2019-03-01,233,233
YAMPARAEZ,chagas viviendas,viviendas evaluadas,2019-03-01,470,470
ZUDAÑEZ,chagas viviendas,viviendas evaluadas,2019-03-01,170,170
ACACIO,chagas viviendas,viviendas evaluadas,2019-04-01,280,280
AIQUILE,chagas viviendas,viviendas evaluadas,2019-04-01,889,889
ANZALDO,chagas viviendas,viviendas evaluadas,2019-04-01,242,242
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2019-04-01,181,181
ARANI,chagas viviendas,viviendas evaluadas,2019-04-01,543,543
ARBIETO,chagas viviendas,viviendas evaluadas,2019-04-01,287,287
ARQUE,chagas viviendas,viviendas evaluadas,2019-04-01,40,40
AUCAPATA,chagas viviendas,viviendas evaluadas,2019-04-01,86,86
AYATA,chagas viviendas,viviendas evaluadas,2019-04-01,113,113
CAPINOTA,chagas viviendas,viviendas evaluadas,2019-04-01,575,575
CARAPARI,chagas viviendas,viviendas evaluadas,2019-04-01,186,186
CLIZA,chagas viviendas,viviendas evaluadas,2019-04-01,58,58
COCHABAMBA,chagas viviendas,viviendas evaluadas,2019-04-01,1594,1594
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2019-04-01,314,314
COTAGAITA,chagas viviendas,viviendas evaluadas,2019-04-01,323,323
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2019-04-01,182,182
CUEVO,chagas viviendas,viviendas evaluadas,2019-04-01,23,23
CULPINA,chagas viviendas,viviendas evaluadas,2019-04-01,227,227
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2019-04-01,176,176
EL TORNO,chagas viviendas,viviendas evaluadas,2019-04-01,174,174
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas evaluadas,2019-04-01,47,47
LAS CARRERAS,chagas viviendas,viviendas evaluadas,2019-04-01,353,353
MIZQUE,chagas viviendas,viviendas evaluadas,2019-04-01,594,594
MOJOCOYA,chagas viviendas,viviendas evaluadas,2019-04-01,378,378
OMEREQUE,chagas viviendas,viviendas evaluadas,2019-04-01,444,444
PADCAYA,chagas viviendas,viviendas evaluadas,2019-04-01,52,52
PASORAPA,chagas viviendas,viviendas evaluadas,2019-04-01,104,104
POCOATA,chagas viviendas,viviendas evaluadas,2019-04-01,278,278
POROMA,chagas viviendas,viviendas evaluadas,2019-04-01,408,408
PRESTO,chagas viviendas,viviendas evaluadas,2019-04-01,75,75
PUNATA,chagas viviendas,viviendas evaluadas,2019-04-01,344,344
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2019-04-01,826,826
QUIRUSILLAS,chagas viviendas,viviendas evaluadas,2019-04-01,66,66
SACABA,chagas viviendas,viviendas evaluadas,2019-04-01,95,95
SACABAMBA,chagas viviendas,viviendas evaluadas,2019-04-01,36,36
SAN BENITO,chagas viviendas,viviendas evaluadas,2019-04-01,271,271
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2019-04-01,183,183
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2019-04-01,1013,1013
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2019-04-01,221,221
SICAYA,chagas viviendas,viviendas evaluadas,2019-04-01,115,115
SIPE SIPE,chagas viviendas,viviendas evaluadas,2019-04-01,425,425
TACACHI,chagas viviendas,viviendas evaluadas,2019-04-01,92,92
TACOPAYA,chagas viviendas,viviendas evaluadas,2019-04-01,320,320
TAPACARI,chagas viviendas,viviendas evaluadas,2019-04-01,196,196
TARATA,chagas viviendas,viviendas evaluadas,2019-04-01,184,184
TARIJA,chagas viviendas,viviendas evaluadas,2019-04-01,514,514
TOCO,chagas viviendas,viviendas evaluadas,2019-04-01,724,724
TOMAVE,chagas viviendas,viviendas evaluadas,2019-04-01,101,101
TOMINA,chagas viviendas,viviendas evaluadas,2019-04-01,144,144
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2019-04-01,144,144
TRIGAL,chagas viviendas,viviendas evaluadas,2019-04-01,52,52
TUPIZA,chagas viviendas,viviendas evaluadas,2019-04-01,567,567
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2019-04-01,226,226
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2019-04-01,198,198
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2019-04-01,331,331
VILLA SERRANO,chagas viviendas,viviendas evaluadas,2019-04-01,506,506
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas evaluadas,2019-04-01,177,177
VILLAZON,chagas viviendas,viviendas evaluadas,2019-04-01,127,127
VINTO,chagas viviendas,viviendas evaluadas,2019-04-01,330,330
VITICHI,chagas viviendas,viviendas evaluadas,2019-04-01,182,182
ACACIO,chagas viviendas,viviendas evaluadas,2019-05-01,185,185
AIQUILE,chagas viviendas,viviendas evaluadas,2019-05-01,1022,1022
ALCALA,chagas viviendas,viviendas evaluadas,2019-05-01,157,157
ANZALDO,chagas viviendas,viviendas evaluadas,2019-05-01,187,187
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2019-05-01,181,181
ARANI,chagas viviendas,viviendas evaluadas,2019-05-01,578,578
ARBIETO,chagas viviendas,viviendas evaluadas,2019-05-01,347,347
ARQUE,chagas viviendas,viviendas evaluadas,2019-05-01,100,100
BOYUIBE,chagas viviendas,viviendas evaluadas,2019-05-01,10,10
"CAIZA ""D""",chagas viviendas,viviendas evaluadas,2019-05-01,582,582
CAPINOTA,chagas viviendas,viviendas evaluadas,2019-05-01,698,698
CKOCHAS,chagas viviendas,viviendas evaluadas,2019-05-01,210,210
CLIZA,chagas viviendas,viviendas evaluadas,2019-05-01,302,302
COCHABAMBA,chagas viviendas,viviendas evaluadas,2019-05-01,1768,1768
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2019-05-01,464,464
COROICO,chagas viviendas,viviendas evaluadas,2019-05-01,1,1
COTAGAITA,chagas viviendas,viviendas evaluadas,2019-05-01,573,573
CUATRO CAÑADAS,chagas viviendas,viviendas evaluadas,2019-05-01,95,95
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2019-05-01,208,208
CULPINA,chagas viviendas,viviendas evaluadas,2019-05-01,49,49
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2019-05-01,111,111
EL TORNO,chagas viviendas,viviendas evaluadas,2019-05-01,25,25
ENTRE RIOS TRJ,chagas viviendas,viviendas evaluadas,2019-05-01,134,134
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas evaluadas,2019-05-01,35,35
ICLA,chagas viviendas,viviendas evaluadas,2019-05-01,89,89
LAS CARRERAS,chagas viviendas,viviendas evaluadas,2019-05-01,110,110
LURIBAY,chagas viviendas,viviendas evaluadas,2019-05-01,89,89
MIZQUE,chagas viviendas,viviendas evaluadas,2019-05-01,996,996
MOJOCOYA,chagas viviendas,viviendas evaluadas,2019-05-01,170,170
OMEREQUE,chagas viviendas,viviendas evaluadas,2019-05-01,1544,1544
PALCA,chagas viviendas,viviendas evaluadas,2019-05-01,1,1
PAMPA GRANDE,chagas viviendas,viviendas evaluadas,2019-05-01,76,76
PASORAPA,chagas viviendas,viviendas evaluadas,2019-05-01,137,137
POROMA,chagas viviendas,viviendas evaluadas,2019-05-01,828,828
PRESTO,chagas viviendas,viviendas evaluadas,2019-05-01,221,221
PUNA,chagas viviendas,viviendas evaluadas,2019-05-01,360,360
PUNATA,chagas viviendas,viviendas evaluadas,2019-05-01,486,486
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2019-05-01,617,617
QUIRUSILLAS,chagas viviendas,viviendas evaluadas,2019-05-01,38,38
SACABA,chagas viviendas,viviendas evaluadas,2019-05-01,478,478
SAN BENITO,chagas viviendas,viviendas evaluadas,2019-05-01,255,255
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2019-05-01,267,267
SAN LUCAS,chagas viviendas,viviendas evaluadas,2019-05-01,525,525
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2019-05-01,1700,1700
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2019-05-01,373,373
SICAYA,chagas viviendas,viviendas evaluadas,2019-05-01,163,163
SIPE SIPE,chagas viviendas,viviendas evaluadas,2019-05-01,313,313
SUCRE,chagas viviendas,viviendas evaluadas,2019-05-01,490,490
TACACHI,chagas viviendas,viviendas evaluadas,2019-05-01,158,158
TACOPAYA,chagas viviendas,viviendas evaluadas,2019-05-01,308,308
TAPACARI,chagas viviendas,viviendas evaluadas,2019-05-01,446,446
TARATA,chagas viviendas,viviendas evaluadas,2019-05-01,236,236
TARIJA,chagas viviendas,viviendas evaluadas,2019-05-01,356,356
TOCO,chagas viviendas,viviendas evaluadas,2019-05-01,226,226
TOMAVE,chagas viviendas,viviendas evaluadas,2019-05-01,236,236
TOMINA,chagas viviendas,viviendas evaluadas,2019-05-01,3,3
TORO TORO,chagas viviendas,viviendas evaluadas,2019-05-01,212,212
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2019-05-01,224,224
TUPIZA,chagas viviendas,viviendas evaluadas,2019-05-01,693,693
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2019-05-01,231,231
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2019-05-01,128,128
VILA VILA,chagas viviendas,viviendas evaluadas,2019-05-01,42,42
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2019-05-01,222,222
VILLA SERRANO,chagas viviendas,viviendas evaluadas,2019-05-01,376,376
VILLAZON,chagas viviendas,viviendas evaluadas,2019-05-01,120,120
VINTO,chagas viviendas,viviendas evaluadas,2019-05-01,450,450
YAMPARAEZ,chagas viviendas,viviendas evaluadas,2019-05-01,407,407
YOTALA,chagas viviendas,viviendas evaluadas,2019-05-01,165,165
ACACIO,chagas viviendas,viviendas evaluadas,2019-06-01,330,330
AIQUILE,chagas viviendas,viviendas evaluadas,2019-06-01,812,812
ALCALA,chagas viviendas,viviendas evaluadas,2019-06-01,66,66
ANZALDO,chagas viviendas,viviendas evaluadas,2019-06-01,225,225
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2019-06-01,83,83
ARANI,chagas viviendas,viviendas evaluadas,2019-06-01,366,366
ARBIETO,chagas viviendas,viviendas evaluadas,2019-06-01,264,264
ARQUE,chagas viviendas,viviendas evaluadas,2019-06-01,41,41
"CAIZA ""D""",chagas viviendas,viviendas evaluadas,2019-06-01,180,180
CAMARGO,chagas viviendas,viviendas evaluadas,2019-06-01,91,91
CAPINOTA,chagas viviendas,viviendas evaluadas,2019-06-01,501,501
CKOCHAS,chagas viviendas,viviendas evaluadas,2019-06-01,141,141
CLIZA,chagas viviendas,viviendas evaluadas,2019-06-01,262,262
COCHABAMBA,chagas viviendas,viviendas evaluadas,2019-06-01,1211,1211
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2019-06-01,345,345
COROICO,chagas viviendas,viviendas evaluadas,2019-06-01,1,1
COTAGAITA,chagas viviendas,viviendas evaluadas,2019-06-01,693,693
CUATRO CAÑADAS,chagas viviendas,viviendas evaluadas,2019-06-01,60,60
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2019-06-01,154,154
CULPINA,chagas viviendas,viviendas evaluadas,2019-06-01,202,202
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2019-06-01,221,221
EL TORNO,chagas viviendas,viviendas evaluadas,2019-06-01,11,11
ENTRE RIOS TRJ,chagas viviendas,viviendas evaluadas,2019-06-01,93,93
GUTIERREZ,chagas viviendas,viviendas evaluadas,2019-06-01,131,131
HUACARETA,chagas viviendas,viviendas evaluadas,2019-06-01,80,80
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas evaluadas,2019-06-01,238,238
ICLA,chagas viviendas,viviendas evaluadas,2019-06-01,55,55
LICOMA PAMPA,chagas viviendas,viviendas evaluadas,2019-06-01,4,4
MAIRANA,chagas viviendas,viviendas evaluadas,2019-06-01,22,22
MIZQUE,chagas viviendas,viviendas evaluadas,2019-06-01,555,555
MONTERO,chagas viviendas,viviendas evaluadas,2019-06-01,0,0
OMEREQUE,chagas viviendas,viviendas evaluadas,2019-06-01,152,152
PADCAYA,chagas viviendas,viviendas evaluadas,2019-06-01,135,135
PAILON,chagas viviendas,viviendas evaluadas,2019-06-01,201,201
PAMPA GRANDE,chagas viviendas,viviendas evaluadas,2019-06-01,51,51
PASORAPA,chagas viviendas,viviendas evaluadas,2019-06-01,112,112
POJO (CBBA),chagas viviendas,viviendas evaluadas,2019-06-01,597,597
POROMA,chagas viviendas,viviendas evaluadas,2019-06-01,662,662
PRESTO,chagas viviendas,viviendas evaluadas,2019-06-01,349,349
PUCARA,chagas viviendas,viviendas evaluadas,2019-06-01,32,32
PUNATA,chagas viviendas,viviendas evaluadas,2019-06-01,212,212
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2019-06-01,668,668
QUIRUSILLAS,chagas viviendas,viviendas evaluadas,2019-06-01,30,30
SACABA,chagas viviendas,viviendas evaluadas,2019-06-01,744,744
SAMAIPATA,chagas viviendas,viviendas evaluadas,2019-06-01,65,65
SAN BENITO,chagas viviendas,viviendas evaluadas,2019-06-01,266,266
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2019-06-01,143,143
SAN LUCAS,chagas viviendas,viviendas evaluadas,2019-06-01,655,655
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2019-06-01,1237,1237
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2019-06-01,163,163
SICAYA,chagas viviendas,viviendas evaluadas,2019-06-01,113,113
SIPE SIPE,chagas viviendas,viviendas evaluadas,2019-06-01,247,247
SOPACHUY,chagas viviendas,viviendas evaluadas,2019-06-01,233,233
TACACHI,chagas viviendas,viviendas evaluadas,2019-06-01,79,79
TACOBAMBA,chagas viviendas,viviendas evaluadas,2019-06-01,27,27
TACOPAYA,chagas viviendas,viviendas evaluadas,2019-06-01,353,353
TAPACARI,chagas viviendas,viviendas evaluadas,2019-06-01,312,312
TARATA,chagas viviendas,viviendas evaluadas,2019-06-01,191,191
TOCO,chagas viviendas,viviendas evaluadas,2019-06-01,121,121
TOLATA,chagas viviendas,viviendas evaluadas,2019-06-01,111,111
TOMAVE,chagas viviendas,viviendas evaluadas,2019-06-01,192,192
TORO TORO,chagas viviendas,viviendas evaluadas,2019-06-01,245,245
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2019-06-01,157,157
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2019-06-01,501,501
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2019-06-01,124,124
VILA VILA,chagas viviendas,viviendas evaluadas,2019-06-01,149,149
VILLA MONTES,chagas viviendas,viviendas evaluadas,2019-06-01,179,179
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2019-06-01,124,124
VILLA SERRANO,chagas viviendas,viviendas evaluadas,2019-06-01,284,284
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas evaluadas,2019-06-01,260,260
VINTO,chagas viviendas,viviendas evaluadas,2019-06-01,183,183
VITICHI,chagas viviendas,viviendas evaluadas,2019-06-01,406,406
YANACACHI,chagas viviendas,viviendas evaluadas,2019-06-01,226,226
ZUDAÑEZ,chagas viviendas,viviendas evaluadas,2019-06-01,188,188
ACACIO,chagas viviendas,viviendas evaluadas,2019-07-01,181,181
AIQUILE,chagas viviendas,viviendas evaluadas,2019-07-01,731,731
ALCALA,chagas viviendas,viviendas evaluadas,2019-07-01,149,149
ANZALDO,chagas viviendas,viviendas evaluadas,2019-07-01,208,208
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2019-07-01,136,136
ARANI,chagas viviendas,viviendas evaluadas,2019-07-01,547,547
ARBIETO,chagas viviendas,viviendas evaluadas,2019-07-01,420,420
ARQUE,chagas viviendas,viviendas evaluadas,2019-07-01,173,173
BOYUIBE,chagas viviendas,viviendas evaluadas,2019-07-01,72,72
"CAIZA ""D""",chagas viviendas,viviendas evaluadas,2019-07-01,287,287
CAMARGO,chagas viviendas,viviendas evaluadas,2019-07-01,288,288
