municipality,group,variable,month,Viviendas positivas,TOTAL
CUCHUMUELA (V. G. VILLARROEL),chagas,viviendas  positivas,2009-10-01,2,2
EL PUENTE(TJA),chagas,viviendas  positivas,2009-10-01,5,5
HUACARETA,chagas,viviendas  positivas,2009-10-01,28,28
HUACAYA (VILLA DE HUACAYA),chagas,viviendas  positivas,2009-10-01,8,8
INCAHUASI,chagas,viviendas  positivas,2009-10-01,2,2
IRUPANA (VILLA DE LANZA),chagas,viviendas  positivas,2009-10-01,1,1
MACHARETI,chagas,viviendas  positivas,2009-10-01,22,22
MAIRANA,chagas,viviendas  positivas,2009-10-01,1,1
PADCAYA,chagas,viviendas  positivas,2009-10-01,2,2
PADILLA,chagas,viviendas  positivas,2009-10-01,14,14
PASORAPA,chagas,viviendas  positivas,2009-10-01,9,9
POCOATA,chagas,viviendas  positivas,2009-10-01,8,8
QUILLACOLLO,chagas,viviendas  positivas,2009-10-01,8,8
RAVELO,chagas,viviendas  positivas,2009-10-01,3,3
SAMAIPATA,chagas,viviendas  positivas,2009-10-01,2,2
SAN BENITO,chagas,viviendas  positivas,2009-10-01,3,3
SAN LORENZO(TJA),chagas,viviendas  positivas,2009-10-01,4,4
SAN PEDRO DE BUENA VISTA,chagas,viviendas  positivas,2009-10-01,6,6
SANTA CRUZ DE LA SIERRA,chagas,viviendas  positivas,2009-10-01,0,0
SAPAHAQUI,chagas,viviendas  positivas,2009-10-01,11,11
SICAYA,chagas,viviendas  positivas,2009-10-01,2,2
SIPE SIPE,chagas,viviendas  positivas,2009-10-01,32,32
SUCRE,chagas,viviendas  positivas,2009-10-01,22,22
TAPACARI,chagas,viviendas  positivas,2009-10-01,1,1
TARVITA,chagas,viviendas  positivas,2009-10-01,11,11
TIQUIPAYA,chagas,viviendas  positivas,2009-10-01,6,6
TOLATA,chagas,viviendas  positivas,2009-10-01,1,1
TORO TORO,chagas,viviendas  positivas,2009-10-01,55,55
TOTORA(CBBA),chagas,viviendas  positivas,2009-10-01,10,10
TUPIZA,chagas,viviendas  positivas,2009-10-01,10,10
URIONDO (A. CONCEPCION),chagas,viviendas  positivas,2009-10-01,4,4
VALLEGRANDE,chagas,viviendas  positivas,2009-10-01,6,6
VILLA MONTES,chagas,viviendas  positivas,2009-10-01,53,53
VILLA SERRANO,chagas,viviendas  positivas,2009-10-01,1,1
VILLAZON,chagas,viviendas  positivas,2009-10-01,3,3
ANZALDO,chagas,viviendas  positivas,2009-11-01,1,1
ARQUE,chagas,viviendas  positivas,2009-11-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),chagas,viviendas  positivas,2009-11-01,2,2
BETANZOS,chagas,viviendas  positivas,2009-11-01,158,158
"CAIZA ""D""",chagas,viviendas  positivas,2009-11-01,1,1
CAJUATA,chagas,viviendas  positivas,2009-11-01,3,3
CAMATAQUI (C. VILLA ABECIA),chagas,viviendas  positivas,2009-11-01,7,7
CAPINOTA,chagas,viviendas  positivas,2009-11-01,17,17
CLIZA,chagas,viviendas  positivas,2009-11-01,10,10
COCHABAMBA,chagas,viviendas  positivas,2009-11-01,120,120
COLCAPIRHUA,chagas,viviendas  positivas,2009-11-01,2,2
COTAGAITA,chagas,viviendas  positivas,2009-11-01,36,36
CUEVO,chagas,viviendas  positivas,2009-11-01,8,8
ENTRE RIOS,chagas,viviendas  positivas,2009-11-01,1,1
GUTIERREZ,chagas,viviendas  positivas,2009-11-01,7,7
HUACARETA,chagas,viviendas  positivas,2009-11-01,59,59
HUACAYA (VILLA DE HUACAYA),chagas,viviendas  positivas,2009-11-01,10,10
MIZQUE,chagas,viviendas  positivas,2009-11-01,1,1
OCURI,chagas,viviendas  positivas,2009-11-01,745,745
OMEREQUE,chagas,viviendas  positivas,2009-11-01,1,1
PADCAYA,chagas,viviendas  positivas,2009-11-01,4,4
PRESTO,chagas,viviendas  positivas,2009-11-01,5,5
PUCARA,chagas,viviendas  positivas,2009-11-01,1,1
PUNA,chagas,viviendas  positivas,2009-11-01,240,240
QUILLACOLLO,chagas,viviendas  positivas,2009-11-01,9,9
QUIRUSILLAS,chagas,viviendas  positivas,2009-11-01,1,1
RAVELO,chagas,viviendas  positivas,2009-11-01,4,4
SAMAIPATA,chagas,viviendas  positivas,2009-11-01,2,2
SAN JULIAN,chagas,viviendas  positivas,2009-11-01,9,9
SANTA CRUZ DE LA SIERRA,chagas,viviendas  positivas,2009-11-01,0,0
SANTIVAÑES,chagas,viviendas  positivas,2009-11-01,2,2
SAPAHAQUI,chagas,viviendas  positivas,2009-11-01,2,2
SICAYA,chagas,viviendas  positivas,2009-11-01,6,6
SOPACHUY,chagas,viviendas  positivas,2009-11-01,7,7
TAPACARI,chagas,viviendas  positivas,2009-11-01,19,19
TARATA,chagas,viviendas  positivas,2009-11-01,6,6
TIQUIPAYA,chagas,viviendas  positivas,2009-11-01,4,4
TOLATA,chagas,viviendas  positivas,2009-11-01,1,1
TORO TORO,chagas,viviendas  positivas,2009-11-01,13,13
TOTORA(CBBA),chagas,viviendas  positivas,2009-11-01,2,2
TUPIZA,chagas,viviendas  positivas,2009-11-01,1,1
VILLAZON,chagas,viviendas  positivas,2009-11-01,3,3
VINTO,chagas,viviendas  positivas,2009-11-01,1,1
YUNCHARA,chagas,viviendas  positivas,2009-11-01,14,14
ANZALDO,chagas,viviendas  positivas,2009-12-01,10,10
AZURDUY,chagas,viviendas  positivas,2009-12-01,3,3
BETANZOS,chagas,viviendas  positivas,2009-12-01,8,8
CAPINOTA,chagas,viviendas  positivas,2009-12-01,37,37
CHULUMANI (V. DE LA LIBERTAD),chagas,viviendas  positivas,2009-12-01,2,2
CLIZA,chagas,viviendas  positivas,2009-12-01,5,5
COCHABAMBA,chagas,viviendas  positivas,2009-12-01,107,107
COTAGAITA,chagas,viviendas  positivas,2009-12-01,14,14
CUATRO CAÑADAS,chagas,viviendas  positivas,2009-12-01,2,2
CUEVO,chagas,viviendas  positivas,2009-12-01,37,37
CULPINA,chagas,viviendas  positivas,2009-12-01,2,2
GUTIERREZ,chagas,viviendas  positivas,2009-12-01,2,2
LA GUARDIA,chagas,viviendas  positivas,2009-12-01,1,1
MACHARETI,chagas,viviendas  positivas,2009-12-01,18,18
MAIRANA,chagas,viviendas  positivas,2009-12-01,2,2
OMEREQUE,chagas,viviendas  positivas,2009-12-01,14,14
PADCAYA,chagas,viviendas  positivas,2009-12-01,1,1
PUCARA,chagas,viviendas  positivas,2009-12-01,1,1
QUILLACOLLO,chagas,viviendas  positivas,2009-12-01,6,6
RAVELO,chagas,viviendas  positivas,2009-12-01,2,2
SACABA,chagas,viviendas  positivas,2009-12-01,2,2
SAN JULIAN,chagas,viviendas  positivas,2009-12-01,5,5
SANTIVAÑES,chagas,viviendas  positivas,2009-12-01,1,1
SAPAHAQUI,chagas,viviendas  positivas,2009-12-01,2,2
SIPE SIPE,chagas,viviendas  positivas,2009-12-01,1,1
SUCRE,chagas,viviendas  positivas,2009-12-01,3,3
TAPACARI,chagas,viviendas  positivas,2009-12-01,3,3
TARIJA,chagas,viviendas  positivas,2009-12-01,1,1
TIQUIPAYA,chagas,viviendas  positivas,2009-12-01,4,4
TOLATA,chagas,viviendas  positivas,2009-12-01,1,1
TOMINA,chagas,viviendas  positivas,2009-12-01,29,29
VACAS,chagas,viviendas  positivas,2009-12-01,1,1
VILA VILA,chagas,viviendas  positivas,2009-12-01,5,5
VILLA SERRANO,chagas,viviendas  positivas,2009-12-01,1,1
VITICHI,chagas,viviendas  positivas,2009-12-01,6,6
