municipality,group,variable,month,10.6. N° de beneficiarios(as) (niños/as) nuevos(as) del bono Juana Azurduy,TOTAL
SHINAOTA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,33.0,33.0
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,12.0,12.0
SICAYA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,5.0,5.0
SIPE SIPE,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,77.0,77.0
SOPACHUY,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,8.0,8.0
SORACACHI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,13.0,13.0
SORATA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,1.0,1.0
SUCRE,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,642.0,642.0
TACOPAYA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,6.0,6.0
TAPACARI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,11.0,11.0
TARABUCO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,32.0,32.0
TARACO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,2.0,2.0
TARATA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,18.0,18.0
TARIJA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,217.0,217.0
TARVITA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,18.0,18.0
TEOPONTE,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,19.0,19.0
TIAWANACU,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,3.0,3.0
TINGUIPAYA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,65.0,65.0
TIPUANI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,18.0,18.0
TIQUIPAYA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,79.0,79.0
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,21.0,21.0
TOCO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,12.0,12.0
TOLATA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,4.0,4.0
TOLEDO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,1.0,1.0
TOMAVE,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,1.0,1.0
TOMINA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,11.0,11.0
TOTORA(CBBA),actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,32.0,32.0
TOTORA(ORR),actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,12.0,12.0
TRINIDAD,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,82.0,82.0
TUPIZA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,65.0,65.0
TURCO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,1.0,1.0
UMALA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,13.0,13.0
UNCIA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,38.0,38.0
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,12.0,12.0
URUBICHA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,5.0,5.0
UYUNI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,25.0,25.0
VACAS,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,16.0,16.0
VALLEGRANDE,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,27.0,27.0
VIACHA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,66.0,66.0
VILLA MONTES,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,65.0,65.0
VILLA NUEVA (LOMA ALTA),actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,5.0,5.0
VILLA RIVERO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,17.0,17.0
VILLA SERRANO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,12.0,12.0
VILLA TUNARI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,80.0,80.0
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,16.0,16.0
VILLAZON,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,70.0,70.0
VINTO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,55.0,55.0
VITICHI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,6.0,6.0
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,6.0,6.0
WARNES,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,91.0,91.0
YACUIBA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,66.0,66.0
YAMPARAEZ,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,11.0,11.0
YANACACHI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,7.0,7.0
YAPACANI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,99.0,99.0
YOTALA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,9.0,9.0
YUNCHARA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,8.0,8.0
ZUDAÑEZ,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,8.0,8.0
ACHACACHI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,20.0,20.0
ACHOCALLA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,32.0,32.0
AIQUILE,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,30.0,30.0
ALCALA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,8.0,8.0
ALTO BENI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,17.0,17.0
ANCORAIMES,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,23.0,23.0
ANDAMARCA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,5.0,5.0
ANZALDO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,13.0,13.0
APOLO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,4.0,4.0
ARAMPAMPA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,10.0,10.0
ARANI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,19.0,19.0
ARBIETO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,25.0,25.0
ARQUE,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,8.0,8.0
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,33.0,33.0
ATOCHA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,3.0,3.0
AYATA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,11.0,11.0
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,18.0,18.0
AZURDUY,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,2.0,2.0
BERMEJO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,9.0,9.0
BOLIVAR,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,9.0,9.0
BOYUIBE,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,1.0,1.0
BUENA VISTA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,1.0,1.0
CAIROMA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,1.0,1.0
"CAIZA ""D""",actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,2.0,2.0
CALACOTO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,2.0,2.0
CALAMARCA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,28.0,28.0
CAMARGO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,15.0,15.0
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,1.0,1.0
CAPINOTA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,24.0,24.0
CAQUIAVIRI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,3.0,3.0
CARACOLLO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,27.0,27.0
CARANAVI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,3.0,3.0
CARAPARI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,19.0,19.0
CARIPUYO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,4.0,4.0
CHACARILLA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,3.0,3.0
CHALLAPATA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,42.0,42.0
CHAQUI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,9.0,9.0
CHARAGUA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,22.0,22.0
CHIMORE,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,3.0,3.0
CHIPAYA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,3.0,3.0
CHOQUE COTA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,1.0,1.0
CHUMA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,2.0,2.0
CKOCHAS,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,2.0,2.0
CLIZA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,20.0,20.0
COBIJA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,83.0,83.0
COCAPATA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,17.0,17.0
COCHABAMBA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,483.0,483.0
COLCAPIRHUA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,75.0,75.0
"COLCHA ""K""",actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,9.0,9.0
COLOMI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,40.0,40.0
COLPA BELGICA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,12.0,12.0
COLQUECHACA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,148.0,148.0
COLQUENCHA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-09-01,11.0,11.0
