,group,variable,month,CONTRAREFERIDOS CANTIDAD,CONTRAREFERIDOS CANTIDAD,TOTALES,TOTALES,TOTALES
COROICO,internaciones,contrareferidos,2016-09-01,10,0,10,0,10
COTOCA,internaciones,contrareferidos,2016-09-01,1,3,1,3,4
EL ALTO,internaciones,contrareferidos,2016-09-01,44,1,44,1,45
ICLA,internaciones,contrareferidos,2016-09-01,0,1,0,1,1
LA GUARDIA,internaciones,contrareferidos,2016-09-01,1,0,1,0,1
LA PAZ,internaciones,contrareferidos,2016-09-01,187,254,187,254,441
MACHARETI,internaciones,contrareferidos,2016-09-01,0,1,0,1,1
MAGDALENA,internaciones,contrareferidos,2016-09-01,0,2,0,2,2
MONTEAGUDO,internaciones,contrareferidos,2016-09-01,2,17,2,17,19
MONTERO,internaciones,contrareferidos,2016-09-01,348,1,348,1,349
ORURO,internaciones,contrareferidos,2016-09-01,2,0,2,0,2
PADILLA,internaciones,contrareferidos,2016-09-01,9,10,9,10,19
POTOSI,internaciones,contrareferidos,2016-09-01,0,2,0,2,2
PUERTO SUAREZ,internaciones,contrareferidos,2016-09-01,4,11,4,11,15
PUNATA,internaciones,contrareferidos,2016-09-01,29,68,29,68,97
RIBERALTA,internaciones,contrareferidos,2016-09-01,16,68,16,68,84
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2016-09-01,4,26,4,26,30
SAN JAVIER(BNI),internaciones,contrareferidos,2016-09-01,1,0,1,0,1
SAN LUCAS,internaciones,contrareferidos,2016-09-01,1,2,1,2,3
SAN MIGUEL DE VELASCO,internaciones,contrareferidos,2016-09-01,1,0,1,0,1
SAN RAMON SCZ,internaciones,contrareferidos,2016-09-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2016-09-01,1778,70,1778,70,1848
SUCRE,internaciones,contrareferidos,2016-09-01,665,215,665,215,880
TRINIDAD,internaciones,contrareferidos,2016-09-01,1,0,1,0,1
TUPIZA,internaciones,contrareferidos,2016-09-01,0,63,0,63,63
VALLEGRANDE,internaciones,contrareferidos,2016-09-01,3,4,3,4,7
VILLAZON,internaciones,contrareferidos,2016-09-01,2,3,2,3,5
YACUIBA,internaciones,contrareferidos,2016-09-01,13,5,13,5,18
YAPACANI,internaciones,contrareferidos,2016-09-01,1,1,1,1,2
ZUDAÑEZ,internaciones,contrareferidos,2016-09-01,0,3,0,3,3
ACHACACHI,internaciones,contrareferidos,2016-10-01,9,0,9,0,9
AIQUILE,internaciones,contrareferidos,2016-10-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2016-10-01,2,18,2,18,20
BERMEJO,internaciones,contrareferidos,2016-10-01,17,2,17,2,19
CAMARGO,internaciones,contrareferidos,2016-10-01,9,29,9,29,38
CAMIRI,internaciones,contrareferidos,2016-10-01,4,31,4,31,35
CARANAVI,internaciones,contrareferidos,2016-10-01,5,19,5,19,24
CHALLAPATA,internaciones,contrareferidos,2016-10-01,3,0,3,0,3
COBIJA,internaciones,contrareferidos,2016-10-01,16,92,16,92,108
COCHABAMBA,internaciones,contrareferidos,2016-10-01,15,296,15,296,311
COROICO,internaciones,contrareferidos,2016-10-01,7,0,7,0,7
COTOCA,internaciones,contrareferidos,2016-10-01,5,5,5,5,10
CUATRO CAÑADAS,internaciones,contrareferidos,2016-10-01,0,6,0,6,6
CULPINA,internaciones,contrareferidos,2016-10-01,0,6,0,6,6
EL ALTO,internaciones,contrareferidos,2016-10-01,56,0,56,0,56
GUTIERREZ,internaciones,contrareferidos,2016-10-01,0,2,0,2,2
HUACAYA (VILLA DE HUACAYA),internaciones,contrareferidos,2016-10-01,1,0,1,0,1
LA PAZ,internaciones,contrareferidos,2016-10-01,240,316,240,316,556
MACHARETI,internaciones,contrareferidos,2016-10-01,1,3,1,3,4
MAIRANA,internaciones,contrareferidos,2016-10-01,0,5,0,5,5
MONTEAGUDO,internaciones,contrareferidos,2016-10-01,4,21,4,21,25
MONTERO,internaciones,contrareferidos,2016-10-01,367,1,367,1,368
OCURI,internaciones,contrareferidos,2016-10-01,2,1,2,1,3
ORURO,internaciones,contrareferidos,2016-10-01,4,1,4,1,5
PALOS BLANCOS,internaciones,contrareferidos,2016-10-01,1,5,1,5,6
POTOSI,internaciones,contrareferidos,2016-10-01,0,2,0,2,2
PUERTO SUAREZ,internaciones,contrareferidos,2016-10-01,5,9,5,9,14
PUNATA,internaciones,contrareferidos,2016-10-01,31,79,31,79,110
RIBERALTA,internaciones,contrareferidos,2016-10-01,24,72,24,72,96
ROBORE,internaciones,contrareferidos,2016-10-01,2,0,2,0,2
SAN CARLOS,internaciones,contrareferidos,2016-10-01,0,10,0,10,10
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2016-10-01,11,13,11,13,24
SAN JOSE DE CHIQUITOS,internaciones,contrareferidos,2016-10-01,1,2,1,2,3
SAN JULIAN,internaciones,contrareferidos,2016-10-01,0,1,0,1,1
SAN LUCAS,internaciones,contrareferidos,2016-10-01,0,1,0,1,1
SAN MIGUEL DE VELASCO,internaciones,contrareferidos,2016-10-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2016-10-01,1513,6,1513,6,1519
SUCRE,internaciones,contrareferidos,2016-10-01,213,483,213,483,696
TARABUCO,internaciones,contrareferidos,2016-10-01,21,3,21,3,24
TARIJA,internaciones,contrareferidos,2016-10-01,1,0,1,0,1
TRINIDAD,internaciones,contrareferidos,2016-10-01,2,0,2,0,2
TUPIZA,internaciones,contrareferidos,2016-10-01,2,2,2,2,4
VALLEGRANDE,internaciones,contrareferidos,2016-10-01,1,0,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,contrareferidos,2016-10-01,3,4,3,4,7
VILLAZON,internaciones,contrareferidos,2016-10-01,6,5,6,5,11
YACUIBA,internaciones,contrareferidos,2016-10-01,30,7,30,7,37
ZUDAÑEZ,internaciones,contrareferidos,2016-10-01,1,2,1,2,3
ACHACACHI,internaciones,contrareferidos,2016-11-01,6,0,6,0,6
AIQUILE,internaciones,contrareferidos,2016-11-01,0,3,0,3,3
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2016-11-01,2,17,2,17,19
BERMEJO,internaciones,contrareferidos,2016-11-01,23,1,23,1,24
CAMARGO,internaciones,contrareferidos,2016-11-01,13,18,13,18,31
CAMIRI,internaciones,contrareferidos,2016-11-01,3,27,3,27,30
CARANAVI,internaciones,contrareferidos,2016-11-01,11,25,11,25,36
CHALLAPATA,internaciones,contrareferidos,2016-11-01,7,0,7,0,7
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2016-11-01,2,0,2,0,2
COBIJA,internaciones,contrareferidos,2016-11-01,35,75,35,75,110
COCHABAMBA,internaciones,contrareferidos,2016-11-01,14,304,14,304,318
COROICO,internaciones,contrareferidos,2016-11-01,8,0,8,0,8
COTOCA,internaciones,contrareferidos,2016-11-01,5,1,5,1,6
EL ALTO,internaciones,contrareferidos,2016-11-01,45,0,45,0,45
ENTRE RIOS TRJ,internaciones,contrareferidos,2016-11-01,0,1,0,1,1
HUACARETA,internaciones,contrareferidos,2016-11-01,1,0,1,0,1
HUACAYA (VILLA DE HUACAYA),internaciones,contrareferidos,2016-11-01,0,1,0,1,1
HUMANATA,internaciones,contrareferidos,2016-11-01,0,1,0,1,1
LA PAZ,internaciones,contrareferidos,2016-11-01,227,281,227,281,508
MACHARETI,internaciones,contrareferidos,2016-11-01,1,0,1,0,1
MONTEAGUDO,internaciones,contrareferidos,2016-11-01,2,8,2,8,10
MONTERO,internaciones,contrareferidos,2016-11-01,336,2,336,2,338
ORURO,internaciones,contrareferidos,2016-11-01,3,0,3,0,3
PALOS BLANCOS,internaciones,contrareferidos,2016-11-01,1,5,1,5,6
POROMA,internaciones,contrareferidos,2016-11-01,0,1,0,1,1
PORVENIR,internaciones,contrareferidos,2016-11-01,2,1,2,1,3
PUERTO SUAREZ,internaciones,contrareferidos,2016-11-01,2,11,2,11,13
PUERTO VILLARROEL,internaciones,contrareferidos,2016-11-01,7,0,7,0,7
PUNATA,internaciones,contrareferidos,2016-11-01,37,72,37,72,109
QUILLACOLLO,internaciones,contrareferidos,2016-11-01,1,4,1,4,5
RIBERALTA,internaciones,contrareferidos,2016-11-01,21,63,21,63,84
SACABA,internaciones,contrareferidos,2016-11-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2016-11-01,22,7,22,7,29
SAN JOSE DE CHIQUITOS,internaciones,contrareferidos,2016-11-01,4,1,4,1,5
SAN JULIAN,internaciones,contrareferidos,2016-11-01,0,2,0,2,2
SAN LORENZO(PND),internaciones,contrareferidos,2016-11-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2016-11-01,1089,51,1089,51,1140
SOPACHUY,internaciones,contrareferidos,2016-11-01,1,0,1,0,1
SUCRE,internaciones,contrareferidos,2016-11-01,580,201,580,201,781
TARABUCO,internaciones,contrareferidos,2016-11-01,6,20,6,20,26
TARIJA,internaciones,contrareferidos,2016-11-01,0,1,0,1,1
TARVITA,internaciones,contrareferidos,2016-11-01,0,3,0,3,3
TUPIZA,internaciones,contrareferidos,2016-11-01,0,9,0,9,9
VALLEGRANDE,internaciones,contrareferidos,2016-11-01,2,1,2,1,3
VILLAZON,internaciones,contrareferidos,2016-11-01,5,11,5,11,16
YACUIBA,internaciones,contrareferidos,2016-11-01,36,0,36,0,36
ACHACACHI,internaciones,contrareferidos,2016-12-01,4,0,4,0,4
AIQUILE,internaciones,contrareferidos,2016-12-01,1,1,1,1,2
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2016-12-01,3,9,3,9,12
ATOCHA,internaciones,contrareferidos,2016-12-01,1,0,1,0,1
BERMEJO,internaciones,contrareferidos,2016-12-01,10,3,10,3,13
CAMIRI,internaciones,contrareferidos,2016-12-01,2,24,2,24,26
CARANAVI,internaciones,contrareferidos,2016-12-01,18,21,18,21,39
CHALLAPATA,internaciones,contrareferidos,2016-12-01,6,0,6,0,6
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2016-12-01,5,0,5,0,5
COBIJA,internaciones,contrareferidos,2016-12-01,13,90,13,90,103
COCHABAMBA,internaciones,contrareferidos,2016-12-01,12,318,12,318,330
COTOCA,internaciones,contrareferidos,2016-12-01,1,0,1,0,1
EL ALTO,internaciones,contrareferidos,2016-12-01,36,1,36,1,37
LA PAZ,internaciones,contrareferidos,2016-12-01,240,305,240,305,545
MACHARETI,internaciones,contrareferidos,2016-12-01,0,1,0,1,1
MAIRANA,internaciones,contrareferidos,2016-12-01,0,2,0,2,2
MONTEAGUDO,internaciones,contrareferidos,2016-12-01,1,7,1,7,8
MONTERO,internaciones,contrareferidos,2016-12-01,17,2,17,2,19
ORURO,internaciones,contrareferidos,2016-12-01,5,0,5,0,5
PUERTO SUAREZ,internaciones,contrareferidos,2016-12-01,2,24,2,24,26
PUNATA,internaciones,contrareferidos,2016-12-01,38,67,38,67,105
RIBERALTA,internaciones,contrareferidos,2016-12-01,31,39,31,39,70
SAN ANTONIO DE LOMERIO,internaciones,contrareferidos,2016-12-01,1,0,1,0,1
SAN CARLOS,internaciones,contrareferidos,2016-12-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2016-12-01,2,0,2,0,2
SAN JULIAN,internaciones,contrareferidos,2016-12-01,3,3,3,3,6
SAN LUCAS,internaciones,contrareferidos,2016-12-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2016-12-01,1456,14,1456,14,1470
SUCRE,internaciones,contrareferidos,2016-12-01,618,160,618,160,778
TARABUCO,internaciones,contrareferidos,2016-12-01,3,14,3,14,17
TARIJA,internaciones,contrareferidos,2016-12-01,1,2,1,2,3
TRINIDAD,internaciones,contrareferidos,2016-12-01,2,0,2,0,2
TUPIZA,internaciones,contrareferidos,2016-12-01,0,71,0,71,71
VALLEGRANDE,internaciones,contrareferidos,2016-12-01,2,1,2,1,3
VILLAZON,internaciones,contrareferidos,2016-12-01,9,4,9,4,13
