,group,variable,month,FALLECIDOS A PARTIR DE LAS 48 HRS. CANTIDAD,FALLECIDOS A PARTIR DE LAS 48 HRS. CANTIDAD,TOTALES,TOTALES,TOTALES
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2016-08-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2016-08-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),internaciones,fallecidos a partir de las 48 hrs.,2016-08-01,0,1,0,1,1
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2016-08-01,2,0,2,0,2
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2016-08-01,47,69,47,69,116
MAGDALENA,internaciones,fallecidos a partir de las 48 hrs.,2016-08-01,0,1,0,1,1
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2016-08-01,3,3,3,3,6
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2016-08-01,9,2,9,2,11
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2016-08-01,16,14,16,14,30
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 hrs.,2016-08-01,0,1,0,1,1
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2016-08-01,0,1,0,1,1
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2016-08-01,3,6,3,6,9
ROBORE,internaciones,fallecidos a partir de las 48 hrs.,2016-08-01,0,1,0,1,1
SAN BORJA,internaciones,fallecidos a partir de las 48 hrs.,2016-08-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2016-08-01,0,1,0,1,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 hrs.,2016-08-01,1,0,1,0,1
SAN LUCAS,internaciones,fallecidos a partir de las 48 hrs.,2016-08-01,0,3,0,3,3
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2016-08-01,83,74,83,74,157
SANTA ROSA,internaciones,fallecidos a partir de las 48 hrs.,2016-08-01,1,0,1,0,1
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2016-08-01,22,18,22,18,40
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2016-08-01,18,15,18,15,33
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2016-08-01,4,3,4,3,7
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2016-08-01,0,1,0,1,1
UYUNI,internaciones,fallecidos a partir de las 48 hrs.,2016-08-01,1,0,1,0,1
VIACHA,internaciones,fallecidos a partir de las 48 hrs.,2016-08-01,1,2,1,2,3
VINTO,internaciones,fallecidos a partir de las 48 hrs.,2016-08-01,0,1,0,1,1
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2016-08-01,1,2,1,2,3
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2016-09-01,1,1,1,1,2
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2016-09-01,0,1,0,1,1
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2016-09-01,2,0,2,0,2
CHALLAPATA,internaciones,fallecidos a partir de las 48 hrs.,2016-09-01,1,0,1,0,1
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2016-09-01,57,61,57,61,118
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 hrs.,2016-09-01,1,0,1,0,1
COTOCA,internaciones,fallecidos a partir de las 48 hrs.,2016-09-01,0,2,0,2,2
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2016-09-01,12,6,12,6,18
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2016-09-01,2,0,2,0,2
IRUPANA (VILLA DE LANZA),internaciones,fallecidos a partir de las 48 hrs.,2016-09-01,0,1,0,1,1
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2016-09-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2016-09-01,60,69,60,69,129
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2016-09-01,8,2,8,2,10
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2016-09-01,9,9,9,9,18
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2016-09-01,13,8,13,8,21
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 hrs.,2016-09-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2016-09-01,3,1,3,1,4
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2016-09-01,2,1,2,1,3
SAN JULIAN,internaciones,fallecidos a partir de las 48 hrs.,2016-09-01,1,0,1,0,1
SAN PEDRO,internaciones,fallecidos a partir de las 48 hrs.,2016-09-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2016-09-01,71,58,71,58,129
SANTA ROSA,internaciones,fallecidos a partir de las 48 hrs.,2016-09-01,0,1,0,1,1
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2016-09-01,27,27,27,27,54
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2016-09-01,7,9,7,9,16
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2016-09-01,10,8,10,8,18
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2016-09-01,0,1,0,1,1
UYUNI,internaciones,fallecidos a partir de las 48 hrs.,2016-09-01,0,1,0,1,1
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2016-09-01,0,1,0,1,1
VIACHA,internaciones,fallecidos a partir de las 48 hrs.,2016-09-01,0,3,0,3,3
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2016-09-01,2,0,2,0,2
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2016-09-01,0,1,0,1,1
VINTO,internaciones,fallecidos a partir de las 48 hrs.,2016-09-01,0,1,0,1,1
AIQUILE,internaciones,fallecidos a partir de las 48 hrs.,2016-10-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2016-10-01,1,2,1,2,3
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2016-10-01,0,1,0,1,1
CHARAGUA,internaciones,fallecidos a partir de las 48 hrs.,2016-10-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos a partir de las 48 hrs.,2016-10-01,0,1,0,1,1
CLIZA,internaciones,fallecidos a partir de las 48 hrs.,2016-10-01,1,0,1,0,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2016-10-01,3,2,3,2,5
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2016-10-01,67,49,67,49,116
COTOCA,internaciones,fallecidos a partir de las 48 hrs.,2016-10-01,0,2,0,2,2
CULPINA,internaciones,fallecidos a partir de las 48 hrs.,2016-10-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2016-10-01,7,5,7,5,12
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2016-10-01,1,2,1,2,3
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2016-10-01,0,2,0,2,2
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2016-10-01,92,79,92,79,171
MIZQUE,internaciones,fallecidos a partir de las 48 hrs.,2016-10-01,1,0,1,0,1
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2016-10-01,5,8,5,8,13
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2016-10-01,17,13,17,13,30
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2016-10-01,9,11,9,11,20
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 hrs.,2016-10-01,0,1,0,1,1
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2016-10-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2016-10-01,5,5,5,5,10
RURRENABAQUE,internaciones,fallecidos a partir de las 48 hrs.,2016-10-01,1,0,1,0,1
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2016-10-01,0,1,0,1,1
SAN BUENA VENTURA,internaciones,fallecidos a partir de las 48 hrs.,2016-10-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2016-10-01,4,1,4,1,5
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 hrs.,2016-10-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2016-10-01,92,88,92,88,180
SANTA ROSA,internaciones,fallecidos a partir de las 48 hrs.,2016-10-01,1,0,1,0,1
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2016-10-01,14,16,14,16,30
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2016-10-01,16,17,16,17,33
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2016-10-01,6,8,6,8,14
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2016-10-01,1,6,1,6,7
UYUNI,internaciones,fallecidos a partir de las 48 hrs.,2016-10-01,0,2,0,2,2
VIACHA,internaciones,fallecidos a partir de las 48 hrs.,2016-10-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2016-10-01,4,0,4,0,4
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2016-10-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2016-10-01,5,3,5,3,8
AIQUILE,internaciones,fallecidos a partir de las 48 hrs.,2016-11-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2016-11-01,2,3,2,3,5
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2016-11-01,2,2,2,2,4
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2016-11-01,59,63,59,63,122
COMARAPA,internaciones,fallecidos a partir de las 48 hrs.,2016-11-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2016-11-01,8,13,8,13,21
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2016-11-01,5,1,5,1,6
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2016-11-01,0,1,0,1,1
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2016-11-01,2,0,2,0,2
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2016-11-01,79,68,79,68,147
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2016-11-01,0,1,0,1,1
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2016-11-01,2,5,2,5,7
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2016-11-01,7,11,7,11,18
PADILLA,internaciones,fallecidos a partir de las 48 hrs.,2016-11-01,0,1,0,1,1
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2016-11-01,5,5,5,5,10
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2016-11-01,1,0,1,0,1
REYES,internaciones,fallecidos a partir de las 48 hrs.,2016-11-01,0,1,0,1,1
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2016-11-01,8,3,8,3,11
ROBORE,internaciones,fallecidos a partir de las 48 hrs.,2016-11-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2016-11-01,1,0,1,0,1
SAN RAMON SCZ,internaciones,fallecidos a partir de las 48 hrs.,2016-11-01,0,1,0,1,1
SANTA ANA,internaciones,fallecidos a partir de las 48 hrs.,2016-11-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2016-11-01,90,82,90,82,172
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2016-11-01,19,23,19,23,42
TARABUCO,internaciones,fallecidos a partir de las 48 hrs.,2016-11-01,0,1,0,1,1
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2016-11-01,22,16,22,16,38
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2016-11-01,10,11,10,11,21
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2016-11-01,2,0,2,0,2
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2016-11-01,1,0,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,fallecidos a partir de las 48 hrs.,2016-11-01,1,0,1,0,1
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2016-11-01,0,1,0,1,1
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2016-11-01,5,4,5,4,9
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 hrs.,2016-12-01,1,1,1,1,2
ATOCHA,internaciones,fallecidos a partir de las 48 hrs.,2016-12-01,0,1,0,1,1
BAURES,internaciones,fallecidos a partir de las 48 hrs.,2016-12-01,1,1,1,1,2
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2016-12-01,1,2,1,2,3
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2016-12-01,0,1,0,1,1
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2016-12-01,0,1,0,1,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2016-12-01,1,3,1,3,4
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2016-12-01,53,71,53,71,124
CULPINA,internaciones,fallecidos a partir de las 48 hrs.,2016-12-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2016-12-01,11,10,11,10,21
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2016-12-01,1,1,1,1,2
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2016-12-01,1,3,1,3,4
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2016-12-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2016-12-01,72,84,72,84,156
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2016-12-01,27,18,27,18,45
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2016-12-01,9,11,9,11,20
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 hrs.,2016-12-01,0,1,0,1,1
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 hrs.,2016-12-01,0,1,0,1,1
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2016-12-01,7,6,7,6,13
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2016-12-01,0,1,0,1,1
SAN JOAQUIN,internaciones,fallecidos a partir de las 48 hrs.,2016-12-01,0,1,0,1,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 hrs.,2016-12-01,1,1,1,1,2
SAN JULIAN,internaciones,fallecidos a partir de las 48 hrs.,2016-12-01,0,1,0,1,1
SANTA ANA,internaciones,fallecidos a partir de las 48 hrs.,2016-12-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2016-12-01,72,61,72,61,133
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2016-12-01,17,20,17,20,37
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2016-12-01,18,14,18,14,32
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2016-12-01,6,8,6,8,14
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2016-12-01,3,3,3,3,6
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2016-12-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2016-12-01,1,0,1,0,1
VILLA TUNARI,internaciones,fallecidos a partir de las 48 hrs.,2016-12-01,1,3,1,3,4
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2016-12-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2016-12-01,3,0,3,0,3
