,group,variable,month,EGRESOS CANTIDAD,EGRESOS CANTIDAD,TOTALES,TOTALES,TOTALES
COLQUENCHA,internaciones,egresos,2016-01-01,0,5,0,5,5
COMARAPA,internaciones,egresos,2016-01-01,8,51,8,51,59
COMBAYA,internaciones,egresos,2016-01-01,0,1,0,1,1
CONCEPCION,internaciones,egresos,2016-01-01,11,42,11,42,53
COPACABANA,internaciones,egresos,2016-01-01,0,10,0,10,10
CORIPATA,internaciones,egresos,2016-01-01,0,2,0,2,2
COROICO,internaciones,egresos,2016-01-01,14,40,14,40,54
COTAGAITA,internaciones,egresos,2016-01-01,0,14,0,14,14
COTOCA,internaciones,egresos,2016-01-01,31,146,31,146,177
CUATRO CAÑADAS,internaciones,egresos,2016-01-01,22,44,22,44,66
CUEVO,internaciones,egresos,2016-01-01,3,5,3,5,8
CULPINA,internaciones,egresos,2016-01-01,15,33,15,33,48
CURAHUARA DE CARANGAS,internaciones,egresos,2016-01-01,0,2,0,2,2
EL ALTO,internaciones,egresos,2016-01-01,965,2897,965,2897,3862
EL PUENTE(STC),internaciones,egresos,2016-01-01,12,25,12,25,37
EL TORNO,internaciones,egresos,2016-01-01,324,422,324,422,746
EL VILLAR,internaciones,egresos,2016-01-01,0,1,0,1,1
ENTRE RIOS TRJ,internaciones,egresos,2016-01-01,3,28,3,28,31
ENTRE RIOS CBBA,internaciones,egresos,2016-01-01,2,37,2,37,39
ESCOMA,internaciones,egresos,2016-01-01,2,13,2,13,15
EUCALIPTUS,internaciones,egresos,2016-01-01,0,3,0,3,3
EXALTACION,internaciones,egresos,2016-01-01,1,1,1,1,2
FERNANDEZ ALONSO,internaciones,egresos,2016-01-01,16,17,16,17,33
GENERAL SAAVEDRA,internaciones,egresos,2016-01-01,10,24,10,24,34
GUANAY,internaciones,egresos,2016-01-01,15,28,15,28,43
GUAYARAMERIN,internaciones,egresos,2016-01-01,141,371,141,371,512
GUTIERREZ,internaciones,egresos,2016-01-01,8,20,8,20,28
HUACARETA,internaciones,egresos,2016-01-01,7,35,7,35,42
HUACAYA (VILLA DE HUACAYA),internaciones,egresos,2016-01-01,4,5,4,5,9
HUANUNI,internaciones,egresos,2016-01-01,80,109,80,109,189
HUARACAJE,internaciones,egresos,2016-01-01,4,9,4,9,13
HUATAJATA,internaciones,egresos,2016-01-01,0,1,0,1,1
HUAYLLAMARCA,internaciones,egresos,2016-01-01,1,1,1,1,2
HUMANATA,internaciones,egresos,2016-01-01,0,2,0,2,2
ICLA,internaciones,egresos,2016-01-01,1,5,1,5,6
INCAHUASI,internaciones,egresos,2016-01-01,1,10,1,10,11
INGAVI (HUMAITA),internaciones,egresos,2016-01-01,0,5,0,5,5
IRUPANA (VILLA DE LANZA),internaciones,egresos,2016-01-01,12,25,12,25,37
IXIAMAS,internaciones,egresos,2016-01-01,6,21,6,21,27
JESUS DE MACHACA,internaciones,egresos,2016-01-01,0,3,0,3,3
LA ASUNTA,internaciones,egresos,2016-01-01,13,72,13,72,85
LA GUARDIA,internaciones,egresos,2016-01-01,64,137,64,137,201
LA PAZ,internaciones,egresos,2016-01-01,2411,4995,2411,4995,7406
LAJA,internaciones,egresos,2016-01-01,0,12,0,12,12
LLICA,internaciones,egresos,2016-01-01,0,7,0,7,7
MACHACAMARCA,internaciones,egresos,2016-01-01,0,2,0,2,2
MACHARETI,internaciones,egresos,2016-01-01,2,5,2,5,7
MAGDALENA,internaciones,egresos,2016-01-01,42,26,42,26,68
MAIRANA,internaciones,egresos,2016-01-01,5,35,5,35,40
MAPIRI,internaciones,egresos,2016-01-01,9,23,9,23,32
MECAPACA,internaciones,egresos,2016-01-01,0,2,0,2,2
MINEROS,internaciones,egresos,2016-01-01,7,19,7,19,26
MIZQUE,internaciones,egresos,2016-01-01,6,55,6,55,61
MOCOMOCO,internaciones,egresos,2016-01-01,0,2,0,2,2
MOJOCOYA,internaciones,egresos,2016-01-01,2,9,2,9,11
MONTEAGUDO,internaciones,egresos,2016-01-01,59,156,59,156,215
MONTERO,internaciones,egresos,2016-01-01,238,248,238,248,486
MORO MORO,internaciones,egresos,2016-01-01,1,0,1,0,1
MOROCHATA,internaciones,egresos,2016-01-01,0,9,0,9,9
NACEBE (SANTA ROSA DEL ABUNA),internaciones,egresos,2016-01-01,0,2,0,2,2
OCURI,internaciones,egresos,2016-01-01,0,7,0,7,7
OMEREQUE,internaciones,egresos,2016-01-01,4,8,4,8,12
ORURO,internaciones,egresos,2016-01-01,1152,2222,1152,2222,3374
PADILLA,internaciones,egresos,2016-01-01,45,60,45,60,105
PAILON,internaciones,egresos,2016-01-01,32,110,32,110,142
PALCA,internaciones,egresos,2016-01-01,0,3,0,3,3
PALOS BLANCOS,internaciones,egresos,2016-01-01,10,48,10,48,58
PAMPA AULLAGAS,internaciones,egresos,2016-01-01,0,2,0,2,2
PAMPA GRANDE,internaciones,egresos,2016-01-01,0,11,0,11,11
PAPEL PAMPA,internaciones,egresos,2016-01-01,0,2,0,2,2
PASORAPA,internaciones,egresos,2016-01-01,6,3,6,3,9
PATACAMAYA,internaciones,egresos,2016-01-01,7,37,7,37,44
PAZÑA,internaciones,egresos,2016-01-01,0,2,0,2,2
POCOATA,internaciones,egresos,2016-01-01,0,7,0,7,7
POCONA,internaciones,egresos,2016-01-01,0,5,0,5,5
POJO (CBBA),internaciones,egresos,2016-01-01,4,18,4,18,22
POOPO,internaciones,egresos,2016-01-01,0,2,0,2,2
POROMA,internaciones,egresos,2016-01-01,0,7,0,7,7
PORONGO,internaciones,egresos,2016-01-01,5,10,5,10,15
PORTACHUELO,internaciones,egresos,2016-01-01,87,112,87,112,199
PORVENIR,internaciones,egresos,2016-01-01,0,1,0,1,1
POSTRER VALLE,internaciones,egresos,2016-01-01,0,1,0,1,1
POTOSI,internaciones,egresos,2016-01-01,707,1411,707,1411,2118
PRESTO,internaciones,egresos,2016-01-01,4,9,4,9,13
PUCARANI,internaciones,egresos,2016-01-01,0,11,0,11,11
PUERTO ACOSTA,internaciones,egresos,2016-01-01,0,1,0,1,1
PUERTO CARABUCO,internaciones,egresos,2016-01-01,0,1,0,1,1
PUERTO QUIJARRO,internaciones,egresos,2016-01-01,16,7,16,7,23
PUERTO RICO,internaciones,egresos,2016-01-01,2,19,2,19,21
PUERTO SUAREZ,internaciones,egresos,2016-01-01,41,47,41,47,88
PUERTO VILLARROEL,internaciones,egresos,2016-01-01,81,244,81,244,325
PUNA,internaciones,egresos,2016-01-01,0,1,0,1,1
PUNATA,internaciones,egresos,2016-01-01,88,210,88,210,298
QUIABAYA,internaciones,egresos,2016-01-01,0,3,0,3,3
QUILLACOLLO,internaciones,egresos,2016-01-01,48,346,48,346,394
QUIRUSILLAS,internaciones,egresos,2016-01-01,1,0,1,0,1
RAVELO,internaciones,egresos,2016-01-01,0,4,0,4,4
REYES,internaciones,egresos,2016-01-01,13,34,13,34,47
RIBERALTA,internaciones,egresos,2016-01-01,264,672,264,672,936
ROBORE,internaciones,egresos,2016-01-01,29,88,29,88,117
RURRENABAQUE,internaciones,egresos,2016-01-01,51,101,51,101,152
SACABA,internaciones,egresos,2016-01-01,149,436,149,436,585
SACABAMBA,internaciones,egresos,2016-01-01,7,10,7,10,17
SACACA,internaciones,egresos,2016-01-01,0,15,0,15,15
SAIPINA,internaciones,egresos,2016-01-01,0,14,0,14,14
SALINAS DE GARCI MENDOZA,internaciones,egresos,2016-01-01,2,3,2,3,5
SAMAIPATA,internaciones,egresos,2016-01-01,4,26,4,26,30
SAN ANTONIO DE LOMERIO,internaciones,egresos,2016-01-01,4,18,4,18,22
SAN BENITO,internaciones,egresos,2016-01-01,0,6,0,6,6
SAN BORJA,internaciones,egresos,2016-01-01,34,121,34,121,155
SAN BUENA VENTURA,internaciones,egresos,2016-01-01,18,46,18,46,64
SAN CARLOS,internaciones,egresos,2016-01-01,0,7,0,7,7
SAN IGNACIO,internaciones,egresos,2016-01-01,19,63,19,63,82
SAN IGNACIO DE VELASCO,internaciones,egresos,2016-01-01,97,224,97,224,321
SAN JAVIER(STC),internaciones,egresos,2016-01-01,7,37,7,37,44
SAN JOAQUIN,internaciones,egresos,2016-01-01,3,90,3,90,93
SAN JOSE DE CHIQUITOS,internaciones,egresos,2016-01-01,91,120,91,120,211
SAN JUAN DE YAPACANI,internaciones,egresos,2016-01-01,2,8,2,8,10
SAN JULIAN,internaciones,egresos,2016-01-01,64,193,64,193,257
SAN LORENZO(PND),internaciones,egresos,2016-01-01,0,5,0,5,5
SAN LORENZO(TJA),internaciones,egresos,2016-01-01,0,8,0,8,8
SAN LUCAS,internaciones,egresos,2016-01-01,8,43,8,43,51
SAN MATIAS,internaciones,egresos,2016-01-01,28,42,28,42,70
SAN MIGUEL DE VELASCO,internaciones,egresos,2016-01-01,13,32,13,32,45
SAN PEDRO,internaciones,egresos,2016-01-01,4,23,4,23,27
SAN RAFAEL,internaciones,egresos,2016-01-01,7,10,7,10,17
SAN RAMON BENI,internaciones,egresos,2016-01-01,16,21,16,21,37
SAN RAMON SCZ,internaciones,egresos,2016-01-01,14,33,14,33,47
SANTA ANA,internaciones,egresos,2016-01-01,30,100,30,100,130
SANTA CRUZ DE LA SIERRA,internaciones,egresos,2016-01-01,4156,7281,4156,7281,11437
SANTA ROSA,internaciones,egresos,2016-01-01,11,32,11,32,43
SANTA ROSA DEL SARA,internaciones,egresos,2016-01-01,28,33,28,33,61
SANTIAGO DE HUARI,internaciones,egresos,2016-01-01,0,4,0,4,4
SANTIAGO DE HUATA,internaciones,egresos,2016-01-01,0,1,0,1,1
SANTIAGO DE MACHACA,internaciones,egresos,2016-01-01,0,1,0,1,1
SANTIVAÑES,internaciones,egresos,2016-01-01,0,6,0,6,6
SANTUARIO DE QUILLACAS,internaciones,egresos,2016-01-01,0,1,0,1,1
SENA,internaciones,egresos,2016-01-01,1,10,1,10,11
SICA SICA (VILLA AROMA),internaciones,egresos,2016-01-01,0,3,0,3,3
SICAYA,internaciones,egresos,2016-01-01,0,1,0,1,1
SIPE SIPE,internaciones,egresos,2016-01-01,0,52,0,52,52
SOPACHUY,internaciones,egresos,2016-01-01,5,25,5,25,30
SORATA,internaciones,egresos,2016-01-01,4,12,4,12,16
SUCRE,internaciones,egresos,2016-01-01,1220,2393,1220,2393,3613
TACACOMA,internaciones,egresos,2016-01-01,0,4,0,4,4
TACOPAYA,internaciones,egresos,2016-01-01,2,0,2,0,2
TAPACARI,internaciones,egresos,2016-01-01,0,3,0,3,3
TARABUCO,internaciones,egresos,2016-01-01,12,30,12,30,42
TARATA,internaciones,egresos,2016-01-01,1,9,1,9,10
TARIJA,internaciones,egresos,2016-01-01,768,1428,768,1428,2196
TARVITA,internaciones,egresos,2016-01-01,15,26,15,26,41
TEOPONTE,internaciones,egresos,2016-01-01,17,25,17,25,42
TIAWANACU,internaciones,egresos,2016-01-01,7,11,7,11,18
TIPUANI,internaciones,egresos,2016-01-01,0,10,0,10,10
TIQUIPAYA,internaciones,egresos,2016-01-01,26,177,26,177,203
TIRAQUE (CBBA),internaciones,egresos,2016-01-01,0,18,0,18,18
TOCO,internaciones,egresos,2016-01-01,0,6,0,6,6
TOLATA,internaciones,egresos,2016-01-01,1,8,1,8,9
TOMINA,internaciones,egresos,2016-01-01,0,10,0,10,10
TORO TORO,internaciones,egresos,2016-01-01,0,7,0,7,7
TOTORA(CBBA),internaciones,egresos,2016-01-01,2,20,2,20,22
TOTORA(ORR),internaciones,egresos,2016-01-01,0,2,0,2,2
TRIGAL,internaciones,egresos,2016-01-01,4,3,4,3,7
TRINIDAD,internaciones,egresos,2016-01-01,316,539,316,539,855
TUPIZA,internaciones,egresos,2016-01-01,54,57,54,57,111
UNCIA,internaciones,egresos,2016-01-01,0,12,0,12,12
URUBICHA,internaciones,egresos,2016-01-01,12,18,12,18,30
UYUNI,internaciones,egresos,2016-01-01,50,156,50,156,206
VACAS,internaciones,egresos,2016-01-01,0,5,0,5,5
VALLEGRANDE,internaciones,egresos,2016-01-01,77,126,77,126,203
VIACHA,internaciones,egresos,2016-01-01,35,130,35,130,165
VILA VILA,internaciones,egresos,2016-01-01,0,3,0,3,3
VILLA CHARCAS,internaciones,egresos,2016-01-01,2,11,2,11,13
VILLA MONTES,internaciones,egresos,2016-01-01,90,228,90,228,318
VILLA RIVERO,internaciones,egresos,2016-01-01,0,7,0,7,7
VILLA SERRANO,internaciones,egresos,2016-01-01,0,2,0,2,2
VILLA TUNARI,internaciones,egresos,2016-01-01,75,117,75,117,192
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2016-01-01,6,10,6,10,16
VILLAZON,internaciones,egresos,2016-01-01,75,142,75,142,217
VINTO,internaciones,egresos,2016-01-01,25,111,25,111,136
VITICHI,internaciones,egresos,2016-01-01,0,6,0,6,6
WARNES,internaciones,egresos,2016-01-01,51,111,51,111,162
YACO,internaciones,egresos,2016-01-01,0,1,0,1,1
YACUIBA,internaciones,egresos,2016-01-01,405,740,405,740,1145
YAMPARAEZ,internaciones,egresos,2016-01-01,0,6,0,6,6
YANACACHI,internaciones,egresos,2016-01-01,1,6,1,6,7
YAPACANI,internaciones,egresos,2016-01-01,83,205,83,205,288
YOTALA,internaciones,egresos,2016-01-01,0,13,0,13,13
ZUDAÑEZ,internaciones,egresos,2016-01-01,10,11,10,11,21
ACACIO,internaciones,egresos,2016-02-01,1,3,1,3,4
ACHACACHI,internaciones,egresos,2016-02-01,21,76,21,76,97
ACHOCALLA,internaciones,egresos,2016-02-01,0,3,0,3,3
AIQUILE,internaciones,egresos,2016-02-01,19,65,19,65,84
ALCALA,internaciones,egresos,2016-02-01,0,2,0,2,2
ALTO BENI,internaciones,egresos,2016-02-01,0,10,0,10,10
ANCORAIMES,internaciones,egresos,2016-02-01,0,4,0,4,4
ANZALDO,internaciones,egresos,2016-02-01,9,11,9,11,20
APOLO,internaciones,egresos,2016-02-01,5,22,5,22,27
ARAMPAMPA,internaciones,egresos,2016-02-01,0,1,0,1,1
ARBIETO,internaciones,egresos,2016-02-01,0,13,0,13,13
ARQUE,internaciones,egresos,2016-02-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,egresos,2016-02-01,53,146,53,146,199
ATOCHA,internaciones,egresos,2016-02-01,6,15,6,15,21
AUCAPATA,internaciones,egresos,2016-02-01,0,1,0,1,1
AYO AYO,internaciones,egresos,2016-02-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2016-02-01,8,36,8,36,44
AZURDUY,internaciones,egresos,2016-02-01,13,23,13,23,36
BAURES,internaciones,egresos,2016-02-01,8,24,8,24,32
BELLA FLOR,internaciones,egresos,2016-02-01,1,1,1,1,2
BERMEJO,internaciones,egresos,2016-02-01,96,191,96,191,287
BETANZOS,internaciones,egresos,2016-02-01,5,25,5,25,30
BOYUIBE,internaciones,egresos,2016-02-01,20,27,20,27,47
BUENA VISTA,internaciones,egresos,2016-02-01,32,26,32,26,58
CABEZAS,internaciones,egresos,2016-02-01,11,15,11,15,26
"CAIZA ""D""",internaciones,egresos,2016-02-01,0,3,0,3,3
CAJUATA,internaciones,egresos,2016-02-01,0,12,0,12,12
CALAMARCA,internaciones,egresos,2016-02-01,1,15,1,15,16
CAMARGO,internaciones,egresos,2016-02-01,50,72,50,72,122
CAMATAQUI (C. VILLA ABECIA),internaciones,egresos,2016-02-01,0,2,0,2,2
CAMIRI,internaciones,egresos,2016-02-01,216,445,216,445,661
CAPINOTA,internaciones,egresos,2016-02-01,1,33,1,33,34
CAQUIAVIRI,internaciones,egresos,2016-02-01,0,1,0,1,1
CARACOLLO,internaciones,egresos,2016-02-01,0,19,0,19,19
CARANAVI,internaciones,egresos,2016-02-01,46,181,46,181,227
CARAPARI,internaciones,egresos,2016-02-01,1,7,1,7,8
CARIPUYO,internaciones,egresos,2016-02-01,0,1,0,1,1
CARMEN RIVERO TORREZ,internaciones,egresos,2016-02-01,24,42,24,42,66
CHALLAPATA,internaciones,egresos,2016-02-01,26,89,26,89,115
CHAQUI,internaciones,egresos,2016-02-01,0,1,0,1,1
CHARAGUA,internaciones,egresos,2016-02-01,47,92,47,92,139
CHAYANTA,internaciones,egresos,2016-02-01,4,14,4,14,18
CHIMORE,internaciones,egresos,2016-02-01,4,22,4,22,26
CHUA COCANI,internaciones,egresos,2016-02-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,egresos,2016-02-01,29,61,29,61,90
CHUMA,internaciones,egresos,2016-02-01,0,2,0,2,2
CKOCHAS,internaciones,egresos,2016-02-01,0,1,0,1,1
CLIZA,internaciones,egresos,2016-02-01,19,57,19,57,76
COBIJA,internaciones,egresos,2016-02-01,167,345,167,345,512
COCAPATA,internaciones,egresos,2016-02-01,0,7,0,7,7
COCHABAMBA,internaciones,egresos,2016-02-01,2825,4933,2825,4933,7758
COLCAPIRHUA,internaciones,egresos,2016-02-01,10,72,10,72,82
"COLCHA ""K""",internaciones,egresos,2016-02-01,4,0,4,0,4
COLLANA,internaciones,egresos,2016-02-01,0,1,0,1,1
COLOMI,internaciones,egresos,2016-02-01,0,21,0,21,21
COLPA BELGICA,internaciones,egresos,2016-02-01,8,22,8,22,30
COLQUECHACA,internaciones,egresos,2016-02-01,1,8,1,8,9
COLQUENCHA,internaciones,egresos,2016-02-01,0,2,0,2,2
COLQUIRI,internaciones,egresos,2016-02-01,0,4,0,4,4
COMARAPA,internaciones,egresos,2016-02-01,3,48,3,48,51
CONCEPCION,internaciones,egresos,2016-02-01,13,51,13,51,64
COPACABANA,internaciones,egresos,2016-02-01,0,6,0,6,6
CORIPATA,internaciones,egresos,2016-02-01,0,7,0,7,7
COROICO,internaciones,egresos,2016-02-01,16,61,16,61,77
COTAGAITA,internaciones,egresos,2016-02-01,5,5,5,5,10
COTOCA,internaciones,egresos,2016-02-01,47,172,47,172,219
CUATRO CAÑADAS,internaciones,egresos,2016-02-01,23,30,23,30,53
CUCHUMUELA (V. G. VILLARROEL),internaciones,egresos,2016-02-01,0,1,0,1,1
CUEVO,internaciones,egresos,2016-02-01,6,6,6,6,12
CULPINA,internaciones,egresos,2016-02-01,12,43,12,43,55
CURAHUARA DE CARANGAS,internaciones,egresos,2016-02-01,0,3,0,3,3
EL ALTO,internaciones,egresos,2016-02-01,736,2691,736,2691,3427
EL PUENTE(STC),internaciones,egresos,2016-02-01,8,9,8,9,17
EL TORNO,internaciones,egresos,2016-02-01,247,452,247,452,699
EL VILLAR,internaciones,egresos,2016-02-01,0,1,0,1,1
ENTRE RIOS TRJ,internaciones,egresos,2016-02-01,6,22,6,22,28
ENTRE RIOS CBBA,internaciones,egresos,2016-02-01,11,58,11,58,69
ESCOMA,internaciones,egresos,2016-02-01,1,5,1,5,6
EUCALIPTUS,internaciones,egresos,2016-02-01,0,2,0,2,2
EXALTACION,internaciones,egresos,2016-02-01,4,1,4,1,5
FERNANDEZ ALONSO,internaciones,egresos,2016-02-01,11,19,11,19,30
FILADELFIA,internaciones,egresos,2016-02-01,0,1,0,1,1
GENERAL SAAVEDRA,internaciones,egresos,2016-02-01,3,27,3,27,30
GRAL. J.J. PEREZ (CHARAZANI),internaciones,egresos,2016-02-01,0,5,0,5,5
GUANAY,internaciones,egresos,2016-02-01,12,36,12,36,48
GUAYARAMERIN,internaciones,egresos,2016-02-01,146,380,146,380,526
GUTIERREZ,internaciones,egresos,2016-02-01,12,22,12,22,34
HUACARETA,internaciones,egresos,2016-02-01,2,8,2,8,10
HUACAYA (VILLA DE HUACAYA),internaciones,egresos,2016-02-01,1,4,1,4,5
HUANUNI,internaciones,egresos,2016-02-01,65,89,65,89,154
HUARACAJE,internaciones,egresos,2016-02-01,3,20,3,20,23
HUARINA,internaciones,egresos,2016-02-01,0,1,0,1,1
HUATAJATA,internaciones,egresos,2016-02-01,0,1,0,1,1
HUAYLLAMARCA,internaciones,egresos,2016-02-01,1,1,1,1,2
ICLA,internaciones,egresos,2016-02-01,0,4,0,4,4
INCAHUASI,internaciones,egresos,2016-02-01,3,4,3,4,7
INQUISIVI,internaciones,egresos,2016-02-01,0,2,0,2,2
IRUPANA (VILLA DE LANZA),internaciones,egresos,2016-02-01,6,20,6,20,26
IXIAMAS,internaciones,egresos,2016-02-01,23,29,23,29,52
LA ASUNTA,internaciones,egresos,2016-02-01,5,54,5,54,59
LA GUARDIA,internaciones,egresos,2016-02-01,76,164,76,164,240
LA PAZ,internaciones,egresos,2016-02-01,2358,4853,2358,4853,7211
LAGUNILLAS,internaciones,egresos,2016-02-01,0,7,0,7,7
LAJA,internaciones,egresos,2016-02-01,0,1,0,1,1
LLALLAGUA,internaciones,egresos,2016-02-01,46,185,46,185,231
LLICA,internaciones,egresos,2016-02-01,0,3,0,3,3
LURIBAY,internaciones,egresos,2016-02-01,0,1,0,1,1
MACHARETI,internaciones,egresos,2016-02-01,1,16,1,16,17
MAGDALENA,internaciones,egresos,2016-02-01,22,57,22,57,79
MAIRANA,internaciones,egresos,2016-02-01,7,44,7,44,51
MAPIRI,internaciones,egresos,2016-02-01,5,18,5,18,23
MINEROS,internaciones,egresos,2016-02-01,8,36,8,36,44
MIZQUE,internaciones,egresos,2016-02-01,6,45,6,45,51
MOCOMOCO,internaciones,egresos,2016-02-01,0,3,0,3,3
MOJOCOYA,internaciones,egresos,2016-02-01,2,7,2,7,9
MONTEAGUDO,internaciones,egresos,2016-02-01,65,145,65,145,210
MONTERO,internaciones,egresos,2016-02-01,348,662,348,662,1010
MORO MORO,internaciones,egresos,2016-02-01,2,0,2,0,2
MOROCHATA,internaciones,egresos,2016-02-01,0,6,0,6,6
NACEBE (SANTA ROSA DEL ABUNA),internaciones,egresos,2016-02-01,0,1,0,1,1
OCURI,internaciones,egresos,2016-02-01,0,2,0,2,2
OMEREQUE,internaciones,egresos,2016-02-01,4,6,4,6,10
ORURO,internaciones,egresos,2016-02-01,1302,2266,1302,2266,3568
PADILLA,internaciones,egresos,2016-02-01,39,70,39,70,109
PAILON,internaciones,egresos,2016-02-01,30,84,30,84,114
PALCA,internaciones,egresos,2016-02-01,0,1,0,1,1
PALOS BLANCOS,internaciones,egresos,2016-02-01,10,47,10,47,57
PAMPA AULLAGAS,internaciones,egresos,2016-02-01,0,4,0,4,4
PAMPA GRANDE,internaciones,egresos,2016-02-01,0,15,0,15,15
PAPEL PAMPA,internaciones,egresos,2016-02-01,2,5,2,5,7
PASORAPA,internaciones,egresos,2016-02-01,4,8,4,8,12
PATACAMAYA,internaciones,egresos,2016-02-01,2,28,2,28,30
PELECHUCO,internaciones,egresos,2016-02-01,0,2,0,2,2
POCOATA,internaciones,egresos,2016-02-01,0,4,0,4,4
POCONA,internaciones,egresos,2016-02-01,0,10,0,10,10
POJO (CBBA),internaciones,egresos,2016-02-01,1,13,1,13,14
POOPO,internaciones,egresos,2016-02-01,0,2,0,2,2
POROMA,internaciones,egresos,2016-02-01,0,3,0,3,3
PORONGO,internaciones,egresos,2016-02-01,3,9,3,9,12
PORTACHUELO,internaciones,egresos,2016-02-01,47,128,47,128,175
PORVENIR,internaciones,egresos,2016-02-01,1,7,1,7,8
POSTRER VALLE,internaciones,egresos,2016-02-01,4,2,4,2,6
POTOSI,internaciones,egresos,2016-02-01,601,1225,601,1225,1826
PRESTO,internaciones,egresos,2016-02-01,1,7,1,7,8
PUCARA,internaciones,egresos,2016-02-01,0,3,0,3,3
PUCARANI,internaciones,egresos,2016-02-01,1,22,1,22,23
PUERTO ACOSTA,internaciones,egresos,2016-02-01,0,1,0,1,1
