,group,variable,month,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
HUAYLLAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,0,1,22,32,22,33,55
HUMANATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,1,0,20,16,21,16,37
ICHOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,2,2,12,15,14,17,31
ICLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,2,3,30,28,32,31,63
INCAHUASI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,2,6,50,54,52,60,112
INGAVI (HUMAITA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,1,1,4,11,5,12,17
INQUISIVI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,3,2,58,58,61,60,121
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,16,6,136,88,152,94,246
IXIAMAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,5,10,77,80,82,90,172
JESUS DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,4,7,86,72,90,79,169
LA ASUNTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,56,44,347,266,403,310,713
LA GUARDIA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,63,52,672,610,735,662,1397
LA PAZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,1768,1420,4384,3904,6152,5324,11476
LA RIVERA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,0,3,1,0,1,3,4
LAGUNILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,1,3,42,36,43,39,82
LAJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,10,11,127,100,137,111,248
LAS CARRERAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,0,4,21,30,21,34,55
LICOMA PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,0,2,18,16,18,18,36
LLALLAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,23,25,275,249,298,274,572
LLICA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,0,3,28,21,28,24,52
LORETO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,5,4,29,36,34,40,74
LURIBAY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,2,3,32,34,34,37,71
MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,1,0,20,20,21,20,41
MACHARETI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,1,4,57,48,58,52,110
MAGDALENA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,8,13,120,88,128,101,229
MAIRANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,11,16,114,101,125,117,242
MALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,0,0,1,2,1,2,3
MAPIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,19,7,179,152,198,159,357
MECAPACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,12,7,59,64,71,71,142
MINEROS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,3,8,23,23,26,31,57
MIZQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,22,15,267,224,289,239,528
MOCOMOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,7,7,68,63,75,70,145
MOJINETE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,1,1,6,7,7,8,15
MOJOCOYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,6,4,39,43,45,47,92
MONTEAGUDO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,20,12,193,165,213,177,390
MONTERO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,408,356,714,704,1122,1060,2182
MORO MORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,1,1,12,1,13,2,15
MOROCHATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,3,3,41,29,44,32,76
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,2,0,30,20,32,20,52
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,0,0,6,3,6,3,9
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,2,1,27,8,29,9,38
OCURI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,13,5,46,46,59,51,110
OKINAWA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,7,3,66,60,73,63,136
OMEREQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,4,1,59,37,63,38,101
ORURO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,1252,1229,2119,2209,3371,3438,6809
PADCAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,9,13,139,154,148,167,315
PADILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,8,9,51,46,59,55,114
PAILON,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,15,21,145,136,160,157,317
PALCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,20,11,123,119,143,130,273
PALOS BLANCOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,26,32,233,228,259,260,519
PAMPA AULLAGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,4,3,28,21,32,24,56
PAMPA GRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,3,3,75,55,78,58,136
PAPEL PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,3,3,29,24,32,27,59
PASORAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,1,0,17,19,18,19,37
PATACAMAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,19,19,152,181,171,200,371
PAZÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,6,5,51,52,57,57,114
PELECHUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,7,11,60,54,67,65,132
POCOATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,10,8,59,56,69,64,133
POCONA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,7,8,74,88,81,96,177
POJO (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,16,11,95,91,111,102,213
POOPO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,5,4,30,26,35,30,65
PORCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,17,2,88,92,105,94,199
POROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,8,9,47,43,55,52,107
PORONGO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,15,16,40,29,55,45,100
PORTACHUELO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,19,23,87,95,106,118,224
PORVENIR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,6,4,56,49,62,53,115
POSTRER VALLE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,0,0,3,6,3,6,9
POTOSI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,430,474,1336,1309,1766,1783,3549
PRESTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,4,5,37,24,41,29,70
PUCARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,1,0,4,8,5,8,13
PUCARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,6,8,174,158,180,166,346
PUERTO ACOSTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,1,2,44,25,45,27,72
PUERTO CARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,2,3,41,39,43,42,85
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,6,4,104,84,110,88,198
PUERTO PEREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,0,1,30,27,30,28,58
PUERTO QUIJARRO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,7,13,146,124,153,137,290
PUERTO RICO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,12,3,60,69,72,72,144
PUERTO SILES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,1,1,7,9,8,10,18
PUERTO SUAREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,27,20,95,109,122,129,251
PUERTO VILLARROEL,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,122,107,703,570,825,677,1502
PUNA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,9,7,85,56,94,63,157
PUNATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,39,41,253,291,292,332,624
QUIABAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,2,1,20,39,22,40,62
QUILLACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,605,548,917,769,1522,1317,2839
QUIME,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,9,10,57,53,66,63,129
QUIRUSILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,0,2,11,13,11,15,26
RAVELO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,6,5,47,50,53,55,108
REYES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,8,8,115,108,123,116,239
RIBERALTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,226,182,883,759,1109,941,2050
ROBORE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,16,23,99,71,115,94,209
RURRENABAQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,22,17,164,142,186,159,345
SABAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,1,2,28,19,29,21,50
SACABA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,197,193,1387,1182,1584,1375,2959
SACABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,4,3,29,35,33,38,71
SACACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,4,14,106,107,110,121,231
SAIPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,3,4,41,42,44,46,90
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,8,0,83,63,91,63,154
SAMAIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,6,7,63,60,69,67,136
SAN AGUSTIN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,0,0,5,7,5,7,12
SAN ANDRES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,6,8,87,68,93,76,169
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,2,3,18,14,20,17,37
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,4,2,19,10,23,12,35
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,6,4,22,17,28,21,49
SAN BENITO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,8,14,84,108,92,122,214
SAN BORJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,47,42,431,366,478,408,886
SAN BUENA VENTURA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,15,6,67,53,82,59,141
SAN CARLOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,21,14,181,164,202,178,380
SAN IGNACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,64,54,209,149,273,203,476
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,54,54,349,344,403,398,801
SAN JAVIER(BNI),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,6,8,4,11,10,19,29
SAN JAVIER(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,21,18,137,111,158,129,287
SAN JOAQUIN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,10,3,58,52,68,55,123
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,82,60,40,19,122,79,201
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,11,8,58,88,69,96,165
SAN JULIAN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,32,31,312,225,344,256,600
SAN LORENZO(PND),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,6,6,25,29,31,35,66
SAN LORENZO(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,29,28,175,174,204,202,406
SAN LUCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,22,12,134,109,156,121,277
SAN MATIAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,19,19,102,96,121,115,236
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,14,10,111,101,125,111,236
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,5,2,13,16,18,18,36
SAN PEDRO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,18,13,106,86,124,99,223
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,19,12,152,116,171,128,299
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,2,1,28,26,30,27,57
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,1,0,11,2,12,2,14
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,3,0,15,12,18,12,30
SAN PEDRO(PND),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,0,0,8,1,8,1,9
SAN RAFAEL,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,9,7,34,42,43,49,92
SAN RAMON BENI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,11,4,25,22,36,26,62
SAN RAMON SCZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,9,7,89,82,98,89,187
SANTA ANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,37,37,116,109,153,146,299
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,2357,2036,6781,6263,9138,8299,17437
SANTA ROSA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,12,13,104,90,116,103,219
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,17,21,130,84,147,105,252
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,7,5,16,13,23,18,41
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,7,5,71,83,78,88,166
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,3,2,28,19,31,21,52
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,2,0,36,33,38,33,71
SANTIVAÑES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,5,12,51,45,56,57,113
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,5,7,22,36,27,43,70
SAPAHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,4,2,50,44,54,46,100
SENA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,5,8,47,35,52,43,95
SHINAOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,67,78,252,303,319,381,700
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,43,47,109,116,152,163,315
SICAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,1,0,44,17,45,17,62
SIPE SIPE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,79,59,476,469,555,528,1083
SOPACHUY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,4,6,40,29,44,35,79
SORACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,4,2,91,55,95,57,152
SORATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,8,12,85,54,93,66,159
SUCRE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,744,716,2874,2643,3618,3359,6977
TACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,1,0,2,4,3,4,7
TACACOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,12,22,27,23,39,45,84
TACOBAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,6,3,38,36,44,39,83
TACOPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,11,8,25,22,36,30,66
TAHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,1,0,11,7,12,7,19
TAPACARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,9,10,147,160,156,170,326
TARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,6,5,61,53,67,58,125
TARACO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,1,0,20,20,21,20,41
TARATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,5,6,88,75,93,81,174
TARIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,751,619,1327,1202,2078,1821,3899
TARVITA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,4,4,44,47,48,51,99
TEOPONTE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,7,12,146,141,153,153,306
TIAWANACU,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,6,7,96,101,102,108,210
TINGUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,20,8,106,94,126,102,228
TIPUANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,11,9,88,87,99,96,195
TIQUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,106,104,640,520,746,624,1370
TIRAQUE (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,15,17,124,129,139,146,285
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,0,0,5,3,5,3,8
TOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,7,3,66,51,73,54,127
TODOS SANTOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,0,0,1,3,1,3,4
TOLATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,6,4,74,43,80,47,127
TOLEDO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,1,1,32,33,33,34,67
TOMAVE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,9,5,50,41,59,46,105
TOMINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,6,4,53,42,59,46,105
TORO TORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,6,6,42,29,48,35,83
TOTORA(CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,6,9,174,97,180,106,286
TOTORA(ORR),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,2,4,30,30,32,34,66
TRIGAL,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,0,0,6,4,6,4,10
TRINIDAD,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,410,316,786,699,1196,1015,2211
TUPIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,45,48,269,302,314,350,664
TURCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,2,1,35,28,37,29,66
UMALA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,6,3,40,24,46,27,73
UNCIA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,23,16,149,123,172,139,311
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,39,32,142,121,181,153,334
URUBICHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,4,4,62,72,66,76,142
UYUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,36,36,141,130,177,166,343
VACAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,16,14,62,58,78,72,150
VALLEGRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,18,4,117,100,135,104,239
VIACHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,112,70,560,502,672,572,1244
VILA VILA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,2,2,36,41,38,43,81
VILLA CHARCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,13,14,71,81,84,95,179
VILLA MONTES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,50,49,341,346,391,395,786
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,2,4,33,16,35,20,55
VILLA RIVERO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,6,7,86,66,92,73,165
VILLA SERRANO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,8,2,46,44,54,46,100
VILLA TUNARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,82,112,955,929,1037,1041,2078
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,7,6,62,50,69,56,125
VILLAZON,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,35,22,310,254,345,276,621
VINTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,84,73,397,277,481,350,831
VITICHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,2,4,57,53,59,57,116
WALDO BALLIVIAN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,0,1,16,15,16,16,32
WARNES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,191,179,609,591,800,770,1570
YACO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,2,2,21,40,23,42,65
YACUIBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,243,204,714,721,957,925,1882
YAMPARAEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,5,5,32,23,37,28,65
YANACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-06-01,24,34,23,25,47,59,106
