,group,variable,month,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
VALLEGRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-06-01,1,0,4,2,5,2,7
VIACHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-06-01,0,1,4,4,4,5,9
VILA VILA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-06-01,1,1,21,20,22,21,43
VILLA CHARCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-06-01,7,4,38,37,45,41,86
VILLA MONTES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-06-01,2,3,11,8,13,11,24
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-06-01,0,0,0,1,0,1,1
VILLA RIVERO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-06-01,1,0,8,6,9,6,15
VILLA SERRANO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-06-01,4,1,24,22,28,23,51
VILLA TUNARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-06-01,10,2,46,21,56,23,79
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-06-01,0,1,11,9,11,10,21
VILLAZON,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-06-01,0,1,15,20,15,21,36
VINTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-06-01,7,2,44,12,51,14,65
VITICHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-06-01,1,3,13,9,14,12,26
WALDO BALLIVIAN,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-06-01,2,0,2,0,4,0,4
WARNES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-06-01,0,0,0,1,0,1,1
YACO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-06-01,3,4,15,27,18,31,49
YACUIBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-06-01,13,10,12,14,25,24,49
YAMPARAEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-06-01,0,1,23,17,23,18,41
YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-06-01,10,8,75,62,85,70,155
YOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-06-01,1,2,19,17,20,19,39
YOTALA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-06-01,0,2,8,23,8,25,33
YUNCHARA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-06-01,3,2,23,22,26,24,50
YUNGUYO DE LITORAL,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-06-01,0,0,2,3,2,3,5
ZUDAÑEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-06-01,2,1,48,44,50,45,95
ACACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,1,2,12,23,13,25,38
ACHACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,8,10,42,33,50,43,93
ACHOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,3,4,74,79,77,83,160
AIQUILE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,4,13,56,65,60,78,138
ALALAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,4,2,5,5,9,7,16
ALCALA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,0,21,11,21,11,32
ALTO BENI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,0,2,5,2,5,7
ANCORAIMES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,11,12,13,19,24,31,55
ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,1,1,10,8,11,9,20
ANZALDO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,2,3,19,21,21,24,45
APOLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,4,5,9,14,13,19,32
ARAMPAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,2,2,21,23,23,25,48
ARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,3,7,8,7,11,18
ARBIETO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,4,2,42,28,46,30,76
ARQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,4,5,26,31,30,36,66
ATOCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,0,6,6,6,6,12
AUCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,4,0,2,2,6,2,8
AYATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,1,1,15,12,16,13,29
AYO AYO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,5,5,1,3,6,8,14
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,5,4,70,84,75,88,163
AZURDUY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,6,3,32,33,38,36,74
BATALLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,5,11,19,11,24,22,46
BAURES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,0,6,2,6,2,8
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,0,5,0,5,0,5
BELEN DE URMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,0,3,4,3,4,7
BELLA FLOR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,0,3,8,3,8,11
BERMEJO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,2,7,6,3,8,10,18
BETANZOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,9,7,83,79,92,86,178
BOLIVAR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,2,42,40,42,42,84
BOLPEBRA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,1,4,4,4,5,9
BOYUIBE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,0,5,4,5,4,9
BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,2,0,0,1,2,1,3
CABEZAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,2,5,15,16,17,21,38
CAIROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,2,13,13,13,15,28
"CAIZA ""D""",control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,3,3,8,17,11,20,31
CAJUATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,2,1,2,1,4,2,6
CALACOTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,2,1,18,12,20,13,33
CALAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,3,4,21,12,24,16,40
CAMARGO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,1,4,28,35,29,39,68
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,0,8,8,8,8,16
CAMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,2,0,33,19,35,19,54
CAPINOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,1,1,15,10,16,11,27
CAQUIAVIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,7,1,2,2,9,3,12
CARACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,1,1,14,11,15,12,27
CARANAVI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,6,1,9,8,15,9,24
CARAPARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,3,4,7,11,10,15,25
CARIPUYO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,1,9,7,9,8,17
CATACORA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,0,1,0,1,0,1
CHALLAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,9,11,75,59,84,70,154
CHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,2,2,15,10,17,12,29
CHARAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,0,9,9,9,9,18
CHARAÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,2,1,3,4,5,5,10
CHAYANTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,2,9,31,33,33,42,75
CHIMORE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,8,1,18,17,26,18,44
CHOQUE COTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,2,1,0,1,2,2,4
CHUA COCANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,1,2,2,2,3,4,7
CHUMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,6,5,23,28,29,33,62
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,2,1,2,5,4,6,10
CKOCHAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,12,4,36,45,48,49,97
CLIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,2,1,2,1,4,2,6
COBIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,2,2,7,13,9,15,24
COCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,14,6,73,85,87,91,178
COCHABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,28,18,37,23,65,41,106
COLCAPIRHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,10,4,4,0,14,4,18
"COLCHA ""K""",control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,3,7,6,11,9,18,27
COLLANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,3,1,2,1,5,6
COLOMI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,3,0,7,9,10,9,19
COLQUECHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,18,24,137,134,155,158,313
COLQUIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,16,11,36,44,52,55,107
COMANCHE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,1,0,0,0,1,0,1
COMARAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,0,2,1,2,1,3
COMBAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,5,2,6,1,11,3,14
CONCEPCION,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,1,3,25,19,26,22,48
COPACABANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,2,5,16,14,18,19,37
CORO CORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,5,6,12,12,17,18,35
COROICO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,1,1,1,1,2,2,4
CORQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,3,0,15,9,18,9,27
COTAGAITA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,7,4,33,19,40,23,63
COTOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,0,0,1,0,1,1
CRUZ DE MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,0,4,2,4,2,6
CUATRO CAÑADAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,1,1,15,8,16,9,25
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,2,0,2,3,4,3,7
CUEVO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,3,2,8,5,11,7,18
CULPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,4,2,28,23,32,25,57
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,1,1,1,1,2,2,4
CURVA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,0,9,6,9,6,15
DESAGUADERO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,0,1,1,1,1,2
EL ALTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,96,59,1278,1252,1374,1311,2685
EL CHORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,0,13,13,13,13,26
EL PUENTE(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,0,1,0,1,0,1
EL PUENTE(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,1,14,4,14,5,19
EL TORNO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,0,2,0,2,0,2
EL VILLAR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,0,9,10,9,10,19
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,1,2,19,27,20,29,49
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,2,3,27,21,29,24,53
ESCOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,1,5,13,6,14,11,25
ESMERALDA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,0,0,2,0,2,2
EUCALIPTUS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,0,1,2,1,2,3
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,0,0,3,0,3,3
FILADELFIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,1,2,2,2,3,5
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,4,2,11,6,15,8,23
GUANAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,11,5,16,11,27,16,43
GUAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,2,0,8,11,10,11,21
GUAYARAMERIN,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,2,0,6,9,8,9,17
GUTIERREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,1,1,7,5,8,6,14
HUACARETA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,1,19,20,19,21,40
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,0,9,11,9,11,20
HUACHACALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,1,0,0,0,1,1
HUANUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,0,3,3,3,3,6
HUARINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,3,0,9,7,12,7,19
HUAYLLAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,2,0,1,6,3,6,9
HUMANATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,3,0,7,14,10,14,24
ICHOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,1,6,7,7,8,13,21
ICLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,2,4,30,29,32,33,65
INCAHUASI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,6,4,43,51,49,55,104
INQUISIVI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,6,5,23,21,29,26,55
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,2,4,22,10,24,14,38
IXIAMAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,4,0,3,2,7,2,9
JESUS DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,6,2,12,2,18,4,22
LA ASUNTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,1,1,33,24,34,25,59
LA GUARDIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,1,0,0,0,1,0,1
LA PAZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,3,0,9,7,12,7,19
LAGUNILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,1,3,10,8,11,11,22
LAJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,3,11,10,11,13,24
LAS CARRERAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,1,2,1,2,2,4
LLALLAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,34,27,94,112,128,139,267
LLICA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,1,1,2,3,3,4,7
LORETO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,5,3,4,3,9,6,15
LURIBAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,1,1,18,11,19,12,31
MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,1,5,4,5,5,10
MACHARETI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,0,10,2,10,2,12
MAGDALENA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,0,2,0,2,0,2
MALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,3,2,12,11,15,13,28
MAPIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,2,0,2,2,4,2,6
MECAPACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,5,6,5,7,10,13,23
MINEROS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,0,3,2,3,2,5
MIZQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,1,4,23,12,24,16,40
MOCOMOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,4,4,17,13,21,17,38
MOJINETE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,0,4,3,4,3,7
MOJOCOYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,0,18,12,18,12,30
MONTEAGUDO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,3,0,25,19,28,19,47
MONTERO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,2,0,2,0,4,4
MORO MORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,1,3,2,3,3,6
MOROCHATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,2,4,58,47,60,51,111
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,0,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,1,0,7,2,8,2,10
OCURI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,10,19,63,51,73,70,143
OKINAWA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,1,0,0,0,1,1
OMEREQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,0,14,11,14,11,25
ORURO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,13,16,54,52,67,68,135
PADCAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,1,2,8,8,9,10,19
PADILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,1,0,23,12,24,12,36
PALCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,11,5,9,4,20,9,29
PALOS BLANCOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,1,0,4,3,5,3,8
PAMPA AULLAGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,2,3,4,3,6,9
PAPEL PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,2,1,8,10,10,11,21
PASORAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,1,0,4,15,5,15,20
PATACAMAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,1,1,7,4,8,5,13
PAZÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,0,5,6,5,6,11
PELECHUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,2,0,1,0,3,3
POCOATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,26,14,130,105,156,119,275
POCONA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,3,16,16,16,19,35
POJO (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,1,6,11,9,12,15,27
POOPO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,1,1,26,1,27,28
POROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,7,7,49,37,56,44,100
PORONGO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,2,0,4,2,6,2,8
PORVENIR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,1,18,4,18,5,23
POSTRER VALLE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,1,1,1,1,2,3
POTOSI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,6,2,42,41,48,43,91
PRESTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,1,3,38,29,39,32,71
PUCARA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,0,0,4,0,4,4
PUCARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,12,13,50,35,62,48,110
PUERTO ACOSTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,1,11,19,30,20,41,61
PUERTO CARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,5,8,24,23,29,31,60
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,3,2,26,33,29,35,64
PUERTO PEREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,4,25,19,25,23,48
PUERTO RICO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,0,0,1,0,1,1
PUERTO SUAREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,0,1,0,1,0,1
PUERTO VILLARROEL,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,1,1,9,16,10,17,27
PUNA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,4,7,78,92,82,99,181
PUNATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,3,22,17,22,20,42
QUIABAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,0,0,1,2,1,2,3
QUILLACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,159,129,288,310,447,439,886
QUIME,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,2,2,4,2,6,4,10
RAVELO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-07-01,7,5,86,63,93,68,161
