,group,variable,month,FALLECIDOS A PARTIR DE LAS 48 HRS. CANTIDAD,FALLECIDOS A PARTIR DE LAS 48 HRS. CANTIDAD,TOTALES,TOTALES,TOTALES
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,9,8,9,8,17
ACHACACHI,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,0,0,0,0,0
AIQUILE,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,2,1,2,1,3
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,3,2,3,2,5
ATOCHA,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,1,0,1,0,1
AZURDUY,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,0,1,0,1,1
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,1,2,1,2,3
CAMARGO,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,1,1,1,1,2
CAMATAQUI (C. VILLA ABECIA),internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,0,2,0,2,2
CAPINOTA,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,1,0,1,0,1
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,1,1,1,1,2
CARMEN RIVERO TORREZ,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,0,1,0,1,1
CHALLAPATA,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,1,1,1,1,2
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,10,6,10,6,16
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,311,160,311,160,471
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,5,3,5,3,8
CONCEPCION,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,3,1,3,1,4
COTAGAITA,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,1,0,1,0,1
COTOCA,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,16,7,16,7,23
CULPINA,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,115,67,115,67,182
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,0,1,0,1,1
ENTRE RIOS TRJ,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,1,0,1,0,1
ENTRE RIOS CBBA,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,0,3,0,3,3
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,1,0,1,0,1
HUANUNI,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,2,0,2,0,2
HUARACAJE,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,1,0,1,0,1
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,3,3,3,3,6
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,127,74,127,74,201
LLALLAGUA,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,0,2,0,2,2
MAGDALENA,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,1,0,1,0,1
MINEROS,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,2,2,2,2,4
MIZQUE,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,1,0,1,0,1
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,6,1,6,1,7
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,17,18,17,18,35
OKINAWA,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,2,0,2,0,2
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,89,50,89,50,139
POROMA,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,2,0,2,0,2
PORTACHUELO,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,1,1,1,1,2
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,51,43,51,43,94
PRESTO,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,0,1,0,1,1
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,10,4,10,4,14
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,5,7,5,7,12
QUILLACOLLO,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,8,6,8,6,14
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,9,8,9,8,17
ROBORE,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,0,1,0,1,1
RURRENABAQUE,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,3,2,3,2,5
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,11,12,11,12,23
SAMAIPATA,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,1,0,1,0,1
SAN BORJA,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,1,1,1,1,2
SAN BUENA VENTURA,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,9,2,9,2,11
SAN IGNACIO,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,1,1,1,1,2
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,1,0,1,0,1
SAN LUCAS,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,1,1,1,1,2
SAN PEDRO,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,2,4,2,4,6
SANTA ANA,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,2,1,2,1,3
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,205,154,205,154,359
SHINAOTA,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,5,1,5,1,6
SOPACHUY,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,1,0,1,0,1
SORATA,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,1,0,1,0,1
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,81,53,81,53,134
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,53,35,53,35,88
TARVITA,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,2,0,2,0,2
TIQUIPAYA,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,2,0,2,0,2
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,20,22,20,22,42
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,2,2,2,2,4
UYUNI,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,6,5,6,5,11
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,3,0,3,0,3
VILLA CHARCAS,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,2,5,2,5,7
VILLA TUNARI,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,7,1,7,1,8
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,3,2,3,2,5
VINTO,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,4,0,4,0,4
WARNES,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,1,1,1,1,2
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,4,6,4,6,10
YAMPARAEZ,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,1,1,1,1,2
YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2021-06-01,4,1,4,1,5
AIQUILE,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,0,0,0,0,0
AZURDUY,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,2,0,2,0,2
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,2,2,2,2,4
BOYUIBE,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,0,1,0,1,1
CAMARGO,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,2,2,2,2,4
CARAPARI,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,0,0,0,0,0
CHALLAPATA,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,0,1,0,1,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,7,7,7,7,14
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,166,115,166,115,281
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,1,0,1,0,1
CONCEPCION,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,1,0,1,0,1
COTOCA,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,3,1,3,1,4
CUATRO CAÑADAS,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,3,0,3,0,3
CULPINA,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,2,1,2,1,3
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,72,44,72,44,116
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,1,0,1,0,1
GUANAY,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,3,1,3,1,4
GUTIERREZ,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,1,0,1,0,1
IXIAMAS,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,1,2,1,2,3
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,4,3,4,3,7
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,93,58,93,58,151
LLALLAGUA,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,0,1,0,1,1
MAPIRI,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,0,1,0,1,1
MIZQUE,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,0,0,0,0,0
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,3,3,3,3,6
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,17,8,17,8,25
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,45,42,45,42,87
PORTACHUELO,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,0,1,0,1,1
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,51,45,51,45,96
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,6,0,6,0,6
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,3,2,3,2,5
QUILLACOLLO,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,4,5,4,5,9
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,2,3,2,3,5
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,6,3,6,3,9
SAN BORJA,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,2,2,2,2,4
SAN BUENA VENTURA,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,5,0,5,0,5
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,0,1,0,1,1
SAN MIGUEL DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,0,1,0,1,1
SAN PEDRO,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,2,0,2,0,2
SANTA ANA,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,141,108,141,108,249
SHINAOTA,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,1,0,1,0,1
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,51,31,51,31,82
TARABUCO,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,3,0,3,0,3
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,41,36,41,36,77
TARVITA,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,2,0,2,0,2
TIQUIPAYA,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,0,2,0,2,2
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,20,6,20,6,26
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,0,2,0,2,2
UYUNI,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,0,1,0,1,1
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,1,0,1,0,1
VIACHA,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,4,0,4,0,4
VILLA TUNARI,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,4,0,4,0,4
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,2,0,2,0,2
VINTO,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,2,2,2,2,4
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,10,7,10,7,17
YOTALA,internaciones,fallecidos a partir de las 48 hrs.,2021-07-01,1,0,1,0,1
ACHACACHI,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,0,1,0,1,1
AIQUILE,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,2,1,2,1,3
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,2,0,2,0,2
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,2,0,2,0,2
CAPINOTA,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,1,0,1,0,1
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,0,2,0,2,2
CARAPARI,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,0,0,0,0,0
CARMEN RIVERO TORREZ,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,1,0,1,0,1
CHARAGUA,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,1,0,1,0,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,4,0,4,0,4
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,106,95,106,95,201
COTOCA,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,5,3,5,3,8
CULPINA,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,58,36,58,36,94
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,8,1,8,1,9
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,3,1,3,1,4
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,74,70,74,70,144
LLALLAGUA,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,0,1,0,1,1
MIZQUE,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,0,0,0,0,0
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,0,1,0,1,1
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,10,4,10,4,14
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,26,13,26,13,39
PADILLA,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,1,0,1,0,1
PORTACHUELO,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,1,0,1,0,1
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,29,20,29,20,49
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,1,2,1,2,3
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,2,1,2,1,3
QUILLACOLLO,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,2,2,2,2,4
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,4,1,4,1,5
ROBORE,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,0,1,0,1,1
RURRENABAQUE,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,1,0,1,0,1
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,4,2,4,2,6
SAN BORJA,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,1,2,1,2,3
SAN BUENA VENTURA,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,2,0,2,0,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,1,1,1,1,2
SAN LUCAS,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,1,1,1,1,2
SAN PEDRO,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,1,0,1,0,1
SAN RAMON BENI,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,111,95,111,95,206
SOPACHUY,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,1,0,1,0,1
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,43,39,43,39,82
TARABUCO,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,2,1,2,1,3
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,44,46,44,46,90
TARVITA,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,0,1,0,1,1
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,6,14,6,14,20
UYUNI,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,1,0,1,0,1
VIACHA,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,1,0,1,0,1
VILLA TUNARI,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,1,0,1,0,1
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,1,0,1,0,1
VINTO,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,0,0,0,0,0
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,16,2,16,2,18
YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2021-08-01,6,1,6,1,7
ACHACACHI,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,0,0,0,0,0
AIQUILE,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,0,0,0,0,0
APOLO,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,1,0,1,0,1
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,0,1,0,1,1
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,3,2,3,2,5
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,2,1,2,1,3
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,2,0,2,0,2
CARAPARI,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,0,0,0,0,0
CHARAGUA,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,0,1,0,1,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,5,2,5,2,7
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,89,80,89,80,169
COROICO,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,31,28,31,28,59
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,4,0,4,0,4
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,3,0,3,0,3
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,1,2,1,2,3
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,66,37,66,37,103
LAGUNILLAS,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,1,0,1,0,1
LLALLAGUA,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,0,2,0,2,2
MIZQUE,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,0,0,0,0,0
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,1,1,1,1,2
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,8,12,8,12,20
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,43,31,43,31,74
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,24,14,24,14,38
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,1,1,1,1,2
QUILLACOLLO,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,1,2,1,2,3
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,7,4,7,4,11
ROBORE,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,0,1,0,1,1
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,1,0,1,0,1
SAN BORJA,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,1,0,1,0,1
SAN BUENA VENTURA,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,3,2,3,2,5
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,1,0,1,0,1
SAN JAVIER(STC),internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,77,100,77,100,177
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,29,14,29,14,43
TARABUCO,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,2,1,2,1,3
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,28,19,28,19,47
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,5,9,5,9,14
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,1,0,1,0,1
UYUNI,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,0,1,0,1,1
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,1,0,1,0,1
VILLA TUNARI,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,1,0,1,0,1
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,1,0,1,0,1
VINTO,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,0,1,0,1,1
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,8,4,8,4,12
YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2021-09-01,1,0,1,0,1
AIQUILE,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,0,0,0,0,0
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,2,0,2,0,2
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,0,1,0,1,1
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,0,1,0,1,1
CARAPARI,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,0,0,0,0,0
CARMEN RIVERO TORREZ,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,1,0,1,0,1
CHALLAPATA,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,0,1,0,1,1
CHARAGUA,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,1,0,1,0,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,2,2,2,2,4
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,73,74,73,74,147
COTOCA,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,3,2,3,2,5
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,32,18,32,18,50
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,4,2,4,2,6
ENTRE RIOS CBBA,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,3,1,3,1,4
HUANUNI,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,1,0,1,0,1
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,45,45,45,45,90
MAPIRI,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,0,1,0,1,1
MIZQUE,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,0,0,0,0,0
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,3,0,3,0,3
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,8,6,8,6,14
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,19,17,19,17,36
PORTACHUELO,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,1,1,1,1,2
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,11,12,11,12,23
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,4,0,4,0,4
QUILLACOLLO,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,2,3,2,3,5
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,5,4,5,4,9
ROBORE,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,0,1,0,1,1
RURRENABAQUE,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,0,1,0,1,1
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,3,2,3,2,5
SAN BORJA,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,2,4,2,4,6
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,2,0,2,0,2
SAN LUCAS,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,92,68,92,68,160
SORATA,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,0,1,0,1,1
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,25,14,25,14,39
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,25,18,25,18,43
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,11,9,11,9,20
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,1,2,1,2,3
VIACHA,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,1,1,1,1,2
VILLA TUNARI,internaciones,fallecidos a partir de las 48 hrs.,2021-10-01,0,0,0,0,0
