,group,variable,month,FALLECIDOS ANTES DE LAS 48 HRS. CANTIDAD,FALLECIDOS ANTES DE LAS 48 HRS. CANTIDAD,TOTALES,TOTALES,TOTALES
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2021-05-01,1,1,1,1,2
URIONDO (A. CONCEPCION),internaciones,fallecidos antes de las 48 hrs.,2021-05-01,13,5,13,5,18
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2021-05-01,2,0,2,0,2
VIACHA,internaciones,fallecidos antes de las 48 hrs.,2021-05-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2021-05-01,4,4,4,4,8
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2021-05-01,2,1,2,1,3
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2021-05-01,3,0,3,0,3
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2021-05-01,2,7,2,7,9
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2021-05-01,1,0,1,0,1
ACHACACHI,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,0,0,0,0,0
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,1,0,1,0,1
APOLO,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,1,0,1,0,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,1,1,1,1,2
AZURDUY,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,0,1,0,1,1
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,2,1,2,1,3
BUENA VISTA,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,0,1,0,1,1
CAMARGO,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,4,1,4,1,5
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,1,1,1,1,2
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,1,0,1,0,1
CHALLAPATA,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,2,1,2,1,3
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,6,2,6,2,8
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,86,62,86,62,148
COLCAPIRHUA,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,6,4,6,4,10
COROICO,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,0,2,0,2,2
CULPINA,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,1,2,1,2,3
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,52,38,52,38,90
ENTRE RIOS CBBA,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,1,3,1,3,4
GUANAY,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,1,2,1,2,3
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,2,1,2,1,3
HUANUNI,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,1,0,1,0,1
LA GUARDIA,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,1,2,1,2,3
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,48,33,48,33,81
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,3,2,3,2,5
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,2,0,2,0,2
MINEROS,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,2,0,2,0,2
MIZQUE,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,1,0,1,0,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,0,3,0,3,3
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,9,15,9,15,24
OCURI,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,1,0,1,0,1
ORURO,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,22,20,22,20,42
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,3,5,3,5,8
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,27,24,27,24,51
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,7,3,7,3,10
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,2,1,2,1,3
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,12,3,12,3,15
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,18,21,18,21,39
ROBORE,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,0,1,0,1,1
RURRENABAQUE,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,1,0,1,0,1
SACABA,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,2,0,2,0,2
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,1,2,1,2,3
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,2,1,2,1,3
SAN IGNACIO,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,0,2,0,2,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,3,1,3,1,4
SAN MATIAS,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,0,1,0,1,1
SAN PEDRO,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,1,1,1,1,2
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,1,3,1,3,4
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,81,55,81,55,136
SANTA ROSA,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,1,0,1,0,1
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,39,19,39,19,58
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,16,16,16,16,32
TIQUIPAYA,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,1,0,1,0,1
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,8,7,8,7,15
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,2,0,2,0,2
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,4,1,4,1,5
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,2,2,2,2,4
VILLA SERRANO,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,1,0,1,0,1
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,3,1,3,1,4
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,1,0,1,0,1
VINTO,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,0,0,0,0,0
WARNES,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,0,1,0,1,1
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,1,1,1,1,2
YAMPARAEZ,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,0,1,0,1,1
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2021-06-01,1,0,1,0,1
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,4,4,4,4,8
CAMARGO,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,1,1,1,1,2
CAPINOTA,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,0,1,0,1,1
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,0,1,0,1,1
CARAPARI,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,0,0,0,0,0
CHARAGUA,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,0,1,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,1,0,1,0,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,2,1,2,1,3
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,47,37,47,37,84
COLCAPIRHUA,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,2,0,2,0,2
CULPINA,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,32,27,32,27,59
ENTRE RIOS CBBA,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,2,1,2,1,3
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,2,1,2,1,3
IRUPANA (VILLA DE LANZA),internaciones,fallecidos antes de las 48 hrs.,2021-07-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,25,18,25,18,43
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,1,2,1,2,3
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,1,0,1,0,1
MAPIRI,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,1,0,1,0,1
MINEROS,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,1,1,1,1,2
MIZQUE,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,1,0,1,0,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,3,0,3,0,3
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,11,2,11,2,13
ORURO,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,17,8,17,8,25
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,2,0,2,0,2
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,21,14,21,14,35
PRESTO,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,2,0,2,0,2
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,3,1,3,1,4
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,1,3,1,3,4
REYES,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,7,7,7,7,14
ROBORE,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,1,1,1,1,2
SACABA,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,4,3,4,3,7
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,1,1,1,1,2
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,0,2,0,2,2
SAN IGNACIO,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,2,0,2,0,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,3,2,3,2,5
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,2,0,2,0,2
SAN LUCAS,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,1,0,1,0,1
SAN PEDRO,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,47,44,47,44,91
SHINAOTA,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,0,1,0,1,1
SORATA,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,1,0,1,0,1
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,33,19,33,19,52
TARABUCO,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,1,2,1,2,3
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,17,6,17,6,23
TIQUIPAYA,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,0,1,0,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,3,3,3,3,6
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,1,1,1,1,2
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,0,1,0,1,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,0,3,0,3,3
VIACHA,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,2,3,2,3,5
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,1,1,1,1,2
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,1,1,1,1,2
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,6,7,6,7,13
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,2,0,2,0,2
ZUDAÑEZ,internaciones,fallecidos antes de las 48 hrs.,2021-07-01,1,0,1,0,1
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,0,0,0,0,0
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,3,0,3,0,3
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,4,1,4,1,5
BOYUIBE,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,0,1,0,1,1
BUENA VISTA,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,3,1,3,1,4
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,0,1,0,1,1
CARAPARI,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,0,0,0,0,0
CARMEN RIVERO TORREZ,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,1,0,1,0,1
CHALLAPATA,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,1,0,1,0,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,0,1,0,1,1
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,35,51,35,51,86
COLCAPIRHUA,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,0,2,0,2,2
COLOMI,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,1,0,1,0,1
COROICO,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,27,21,27,21,48
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,1,3,1,3,4
ENTRE RIOS CBBA,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,2,3,2,3,5
GUTIERREZ,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,1,0,1,0,1
ICLA,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,2,0,2,0,2
IRUPANA (VILLA DE LANZA),internaciones,fallecidos antes de las 48 hrs.,2021-08-01,0,1,0,1,1
LA GUARDIA,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,0,1,0,1,1
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,18,16,18,16,34
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,2,1,2,1,3
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,2,2,2,2,4
MAPIRI,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,2,0,2,0,2
MIZQUE,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,0,0,0,0,0
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,2,1,2,1,3
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,4,4,4,4,8
ORURO,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,6,14,6,14,20
PALOS BLANCOS,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,0,1,0,1,1
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,2,0,2,0,2
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,14,5,14,5,19
PUERTO QUIJARRO,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,2,0,2,0,2
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,1,0,1,0,1
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,3,2,3,2,5
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,2,3,2,3,5
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,5,1,5,1,6
ROBORE,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,0,1,0,1,1
SACABA,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,3,0,3,0,3
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,0,1,0,1,1
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,2,0,2,0,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,5,1,5,1,6
SAN JAVIER(STC),internaciones,fallecidos antes de las 48 hrs.,2021-08-01,0,1,0,1,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,1,0,1,0,1
SAN MATIAS,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,0,1,0,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,2,1,2,1,3
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,46,38,46,38,84
SOPACHUY,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,1,0,1,0,1
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,23,19,23,19,42
TARABUCO,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,0,1,0,1,1
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,12,13,12,13,25
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,7,5,7,5,12
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,1,1,1,1,2
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,2,1,2,1,3
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,0,1,0,1,1
VIACHA,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,1,0,1,0,1
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,0,0,0,0,0
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,1,0,1,0,1
VINTO,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2021-08-01,3,3,3,3,6
ACHACACHI,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,0,0,0,0,0
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,0,1,0,1,1
APOLO,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,5,1,5,1,6
BAURES,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,0,1,0,1,1
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,2,0,2,0,2
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,3,1,3,1,4
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,2,1,2,1,3
CARAPARI,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,0,0,0,0,0
CHALLAPATA,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 hrs.,2021-09-01,1,0,1,0,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,0,1,0,1,1
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,25,32,25,32,57
COLCAPIRHUA,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,1,0,1,0,1
COROICO,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,0,2,0,2,2
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,17,14,17,14,31
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,2,2,2,2,4
GUANAY,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,2,2,2,2,4
GUTIERREZ,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,1,0,1,0,1
HUANUNI,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,0,1,0,1,1
LA GUARDIA,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,2,2,2,2,4
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,15,20,15,20,35
LAJA,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,1,0,1,0,1
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,3,3,3,3,6
MACHARETI,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,1,0,1,0,1
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,1,0,1,0,1
MAPIRI,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,1,0,1,0,1
MINEROS,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,1,0,1,0,1
MIZQUE,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,0,0,0,0,0
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,2,0,2,0,2
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,2,4,2,4,6
ORURO,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,14,14,14,14,28
PALOS BLANCOS,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,1,0,1,0,1
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,1,2,1,2,3
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,7,10,7,10,17
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,0,2,0,2,2
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,0,2,0,2,2
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,1,1,1,1,2
REYES,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,2,0,2,0,2
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,4,0,4,0,4
ROBORE,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,1,1,1,1,2
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,2,1,2,1,3
SAN RAMON SCZ,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,46,32,46,32,78
SHINAOTA,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,0,1,0,1,1
SORATA,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,1,0,1,0,1
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,11,12,11,12,23
TARABUCO,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,1,1,1,1,2
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,13,9,13,9,22
TOMINA,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,0,1,0,1,1
TRIGAL,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,1,1,1,1,2
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,7,5,7,5,12
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,0,1,0,1,1
VIACHA,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,2,1,2,1,3
VILLA SERRANO,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,0,1,0,1,1
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,1,1,1,1,2
VINTO,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,0,0,0,0,0
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2021-09-01,4,2,4,2,6
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2021-10-01,0,0,0,0,0
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 hrs.,2021-10-01,3,2,3,2,5
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2021-10-01,1,0,1,0,1
CAMARGO,internaciones,fallecidos antes de las 48 hrs.,2021-10-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2021-10-01,1,3,1,3,4
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2021-10-01,0,1,0,1,1
CARAPARI,internaciones,fallecidos antes de las 48 hrs.,2021-10-01,0,0,0,0,0
CHALLAPATA,internaciones,fallecidos antes de las 48 hrs.,2021-10-01,0,2,0,2,2
CHARAGUA,internaciones,fallecidos antes de las 48 hrs.,2021-10-01,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 hrs.,2021-10-01,1,0,1,0,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2021-10-01,3,3,3,3,6
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2021-10-01,37,31,37,31,68
COLCAPIRHUA,internaciones,fallecidos antes de las 48 hrs.,2021-10-01,1,0,1,0,1
COROICO,internaciones,fallecidos antes de las 48 hrs.,2021-10-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2021-10-01,27,16,27,16,43
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2021-10-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2021-10-01,2,1,2,1,3
IXIAMAS,internaciones,fallecidos antes de las 48 hrs.,2021-10-01,1,0,1,0,1
LA GUARDIA,internaciones,fallecidos antes de las 48 hrs.,2021-10-01,4,1,4,1,5
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2021-10-01,18,21,18,21,39
LAGUNILLAS,internaciones,fallecidos antes de las 48 hrs.,2021-10-01,0,1,0,1,1
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2021-10-01,3,1,3,1,4
MIZQUE,internaciones,fallecidos antes de las 48 hrs.,2021-10-01,0,0,0,0,0
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2021-10-01,1,3,1,3,4
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2021-10-01,3,5,3,5,8
ORURO,internaciones,fallecidos antes de las 48 hrs.,2021-10-01,7,11,7,11,18
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2021-10-01,1,0,1,0,1
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2021-10-01,8,12,8,12,20
PUERTO QUIJARRO,internaciones,fallecidos antes de las 48 hrs.,2021-10-01,0,1,0,1,1
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2021-10-01,3,2,3,2,5
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2021-10-01,0,1,0,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2021-10-01,4,2,4,2,6
SACABA,internaciones,fallecidos antes de las 48 hrs.,2021-10-01,0,2,0,2,2
