,group,variable,month,CONTRAREFERIDOS CANTIDAD,CONTRAREFERIDOS CANTIDAD,TOTALES,TOTALES,TOTALES
VINTO,internaciones,contrareferidos,2021-07-01,0,1,0,1,1
YACUIBA,internaciones,contrareferidos,2021-07-01,70,153,70,153,223
ACHACACHI,internaciones,contrareferidos,2021-08-01,1,4,1,4,5
AIQUILE,internaciones,contrareferidos,2021-08-01,1,3,1,3,4
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2021-08-01,3,14,3,14,17
BERMEJO,internaciones,contrareferidos,2021-08-01,33,35,33,35,68
CAMARGO,internaciones,contrareferidos,2021-08-01,1,0,1,0,1
CAMIRI,internaciones,contrareferidos,2021-08-01,1,32,1,32,33
CAPINOTA,internaciones,contrareferidos,2021-08-01,1,2,1,2,3
CARANAVI,internaciones,contrareferidos,2021-08-01,12,64,12,64,76
CARAPARI,internaciones,contrareferidos,2021-08-01,0,0,0,0,0
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2021-08-01,1,7,1,7,8
COBIJA,internaciones,contrareferidos,2021-08-01,78,128,78,128,206
COCHABAMBA,internaciones,contrareferidos,2021-08-01,343,831,343,831,1174
COLCAPIRHUA,internaciones,contrareferidos,2021-08-01,1,1,1,1,2
COROICO,internaciones,contrareferidos,2021-08-01,13,42,13,42,55
EL ALTO,internaciones,contrareferidos,2021-08-01,100,190,100,190,290
EL TORNO,internaciones,contrareferidos,2021-08-01,4,5,4,5,9
ESCOMA,internaciones,contrareferidos,2021-08-01,1,4,1,4,5
GUAYARAMERIN,internaciones,contrareferidos,2021-08-01,0,106,0,106,106
HUANUNI,internaciones,contrareferidos,2021-08-01,0,1,0,1,1
LA PAZ,internaciones,contrareferidos,2021-08-01,130,765,130,765,895
MIZQUE,internaciones,contrareferidos,2021-08-01,0,0,0,0,0
MONTEAGUDO,internaciones,contrareferidos,2021-08-01,8,29,8,29,37
MONTERO,internaciones,contrareferidos,2021-08-01,204,623,204,623,827
ORURO,internaciones,contrareferidos,2021-08-01,79,323,79,323,402
PADILLA,internaciones,contrareferidos,2021-08-01,11,16,11,16,27
POTOSI,internaciones,contrareferidos,2021-08-01,116,423,116,423,539
PUERTO VILLARROEL,internaciones,contrareferidos,2021-08-01,70,175,70,175,245
PUNATA,internaciones,contrareferidos,2021-08-01,98,232,98,232,330
RIBERALTA,internaciones,contrareferidos,2021-08-01,70,375,70,375,445
ROBORE,internaciones,contrareferidos,2021-08-01,1,1,1,1,2
SACABA,internaciones,contrareferidos,2021-08-01,28,43,28,43,71
SAN BORJA,internaciones,contrareferidos,2021-08-01,1,0,1,0,1
SAN BUENA VENTURA,internaciones,contrareferidos,2021-08-01,1,4,1,4,5
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2021-08-01,3,11,3,11,14
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2021-08-01,252,1796,252,1796,2048
SUCRE,internaciones,contrareferidos,2021-08-01,300,847,300,847,1147
TARABUCO,internaciones,contrareferidos,2021-08-01,18,22,18,22,40
TARIJA,internaciones,contrareferidos,2021-08-01,5,78,5,78,83
TRINIDAD,internaciones,contrareferidos,2021-08-01,2,8,2,8,10
TUPIZA,internaciones,contrareferidos,2021-08-01,21,77,21,77,98
VALLEGRANDE,internaciones,contrareferidos,2021-08-01,6,4,6,4,10
VILLA MONTES,internaciones,contrareferidos,2021-08-01,6,17,6,17,23
VILLA TUNARI,internaciones,contrareferidos,2021-08-01,30,108,30,108,138
VILLAZON,internaciones,contrareferidos,2021-08-01,2,3,2,3,5
VINTO,internaciones,contrareferidos,2021-08-01,0,0,0,0,0
WARNES,internaciones,contrareferidos,2021-08-01,4,75,4,75,79
YACUIBA,internaciones,contrareferidos,2021-08-01,90,148,90,148,238
ACHACACHI,internaciones,contrareferidos,2021-09-01,1,5,1,5,6
AIQUILE,internaciones,contrareferidos,2021-09-01,4,6,4,6,10
ARAMPAMPA,internaciones,contrareferidos,2021-09-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2021-09-01,4,34,4,34,38
BERMEJO,internaciones,contrareferidos,2021-09-01,63,93,63,93,156
CAMIRI,internaciones,contrareferidos,2021-09-01,0,58,0,58,58
CAPINOTA,internaciones,contrareferidos,2021-09-01,1,1,1,1,2
CARANAVI,internaciones,contrareferidos,2021-09-01,18,58,18,58,76
CARAPARI,internaciones,contrareferidos,2021-09-01,0,0,0,0,0
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2021-09-01,2,4,2,4,6
CLIZA,internaciones,contrareferidos,2021-09-01,0,1,0,1,1
COBIJA,internaciones,contrareferidos,2021-09-01,65,121,65,121,186
COCHABAMBA,internaciones,contrareferidos,2021-09-01,333,1021,333,1021,1354
COLCAPIRHUA,internaciones,contrareferidos,2021-09-01,0,1,0,1,1
COROICO,internaciones,contrareferidos,2021-09-01,18,37,18,37,55
EL ALTO,internaciones,contrareferidos,2021-09-01,119,247,119,247,366
EL PUENTE(STC),internaciones,contrareferidos,2021-09-01,0,1,0,1,1
EL TORNO,internaciones,contrareferidos,2021-09-01,2,8,2,8,10
ESCOMA,internaciones,contrareferidos,2021-09-01,1,7,1,7,8
GUAYARAMERIN,internaciones,contrareferidos,2021-09-01,30,128,30,128,158
HUANUNI,internaciones,contrareferidos,2021-09-01,2,3,2,3,5
LA PAZ,internaciones,contrareferidos,2021-09-01,102,751,102,751,853
LORETO,internaciones,contrareferidos,2021-09-01,1,0,1,0,1
MIZQUE,internaciones,contrareferidos,2021-09-01,0,3,0,3,3
MONTEAGUDO,internaciones,contrareferidos,2021-09-01,4,18,4,18,22
MONTERO,internaciones,contrareferidos,2021-09-01,196,631,196,631,827
ORURO,internaciones,contrareferidos,2021-09-01,134,237,134,237,371
PADILLA,internaciones,contrareferidos,2021-09-01,2,8,2,8,10
PORTACHUELO,internaciones,contrareferidos,2021-09-01,1,0,1,0,1
POTOSI,internaciones,contrareferidos,2021-09-01,116,563,116,563,679
PUERTO SUAREZ,internaciones,contrareferidos,2021-09-01,1,0,1,0,1
PUERTO VILLARROEL,internaciones,contrareferidos,2021-09-01,48,140,48,140,188
PUNATA,internaciones,contrareferidos,2021-09-01,111,221,111,221,332
QUILLACOLLO,internaciones,contrareferidos,2021-09-01,0,1,0,1,1
RIBERALTA,internaciones,contrareferidos,2021-09-01,82,430,82,430,512
ROBORE,internaciones,contrareferidos,2021-09-01,0,6,0,6,6
SACABA,internaciones,contrareferidos,2021-09-01,47,150,47,150,197
SAN BORJA,internaciones,contrareferidos,2021-09-01,0,2,0,2,2
SAN BUENA VENTURA,internaciones,contrareferidos,2021-09-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2021-09-01,7,5,7,5,12
SAN PEDRO DE BUENA VISTA,internaciones,contrareferidos,2021-09-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2021-09-01,293,1456,293,1456,1749
SUCRE,internaciones,contrareferidos,2021-09-01,378,891,378,891,1269
TARABUCO,internaciones,contrareferidos,2021-09-01,20,23,20,23,43
TARIJA,internaciones,contrareferidos,2021-09-01,13,27,13,27,40
TRINIDAD,internaciones,contrareferidos,2021-09-01,0,1,0,1,1
TUPIZA,internaciones,contrareferidos,2021-09-01,15,57,15,57,72
VALLEGRANDE,internaciones,contrareferidos,2021-09-01,3,3,3,3,6
VIACHA,internaciones,contrareferidos,2021-09-01,5,9,5,9,14
VILLA MONTES,internaciones,contrareferidos,2021-09-01,5,21,5,21,26
VILLA TUNARI,internaciones,contrareferidos,2021-09-01,22,128,22,128,150
VILLAZON,internaciones,contrareferidos,2021-09-01,2,3,2,3,5
VINTO,internaciones,contrareferidos,2021-09-01,0,0,0,0,0
YACUIBA,internaciones,contrareferidos,2021-09-01,84,213,84,213,297
ACHACACHI,internaciones,contrareferidos,2021-10-01,0,2,0,2,2
AIQUILE,internaciones,contrareferidos,2021-10-01,2,8,2,8,10
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2021-10-01,4,27,4,27,31
BERMEJO,internaciones,contrareferidos,2021-10-01,56,105,56,105,161
CAMARGO,internaciones,contrareferidos,2021-10-01,17,21,17,21,38
CAMIRI,internaciones,contrareferidos,2021-10-01,1,91,1,91,92
CAPINOTA,internaciones,contrareferidos,2021-10-01,0,4,0,4,4
CARANAVI,internaciones,contrareferidos,2021-10-01,10,69,10,69,79
CARAPARI,internaciones,contrareferidos,2021-10-01,0,0,0,0,0
CHARAGUA,internaciones,contrareferidos,2021-10-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2021-10-01,7,8,7,8,15
CLIZA,internaciones,contrareferidos,2021-10-01,2,0,2,0,2
COBIJA,internaciones,contrareferidos,2021-10-01,76,170,76,170,246
COCHABAMBA,internaciones,contrareferidos,2021-10-01,379,1016,379,1016,1395
COLCAPIRHUA,internaciones,contrareferidos,2021-10-01,0,1,0,1,1
COROICO,internaciones,contrareferidos,2021-10-01,19,61,19,61,80
COTAGAITA,internaciones,contrareferidos,2021-10-01,0,1,0,1,1
EL ALTO,internaciones,contrareferidos,2021-10-01,133,233,133,233,366
EL TORNO,internaciones,contrareferidos,2021-10-01,0,1,0,1,1
ESCOMA,internaciones,contrareferidos,2021-10-01,3,3,3,3,6
GUAYARAMERIN,internaciones,contrareferidos,2021-10-01,36,136,36,136,172
HUANUNI,internaciones,contrareferidos,2021-10-01,1,4,1,4,5
LA PAZ,internaciones,contrareferidos,2021-10-01,120,747,120,747,867
MIZQUE,internaciones,contrareferidos,2021-10-01,0,4,0,4,4
MOJOCOYA,internaciones,contrareferidos,2021-10-01,1,0,1,0,1
MONTEAGUDO,internaciones,contrareferidos,2021-10-01,15,30,15,30,45
MONTERO,internaciones,contrareferidos,2021-10-01,173,577,173,577,750
ORURO,internaciones,contrareferidos,2021-10-01,173,225,173,225,398
PADILLA,internaciones,contrareferidos,2021-10-01,5,15,5,15,20
POTOSI,internaciones,contrareferidos,2021-10-01,182,517,182,517,699
PUERTO SUAREZ,internaciones,contrareferidos,2021-10-01,2,2,2,2,4
PUERTO VILLARROEL,internaciones,contrareferidos,2021-10-01,47,170,47,170,217
PUNATA,internaciones,contrareferidos,2021-10-01,94,248,94,248,342
QUILLACOLLO,internaciones,contrareferidos,2021-10-01,0,1,0,1,1
REYES,internaciones,contrareferidos,2021-10-01,1,0,1,0,1
RIBERALTA,internaciones,contrareferidos,2021-10-01,81,423,81,423,504
SACABA,internaciones,contrareferidos,2021-10-01,84,125,84,125,209
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2021-10-01,3,8,3,8,11
SAN RAFAEL,internaciones,contrareferidos,2021-10-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2021-10-01,327,1970,327,1970,2297
SANTA ROSA DEL SARA,internaciones,contrareferidos,2021-10-01,1,1,1,1,2
SUCRE,internaciones,contrareferidos,2021-10-01,361,907,361,907,1268
TARABUCO,internaciones,contrareferidos,2021-10-01,11,25,11,25,36
TARIJA,internaciones,contrareferidos,2021-10-01,14,35,14,35,49
TUPIZA,internaciones,contrareferidos,2021-10-01,16,58,16,58,74
VALLEGRANDE,internaciones,contrareferidos,2021-10-01,2,5,2,5,7
VIACHA,internaciones,contrareferidos,2021-10-01,9,1,9,1,10
VILLA MONTES,internaciones,contrareferidos,2021-10-01,12,25,12,25,37
VILLA TUNARI,internaciones,contrareferidos,2021-10-01,37,104,37,104,141
VILLAZON,internaciones,contrareferidos,2021-10-01,1,4,1,4,5
VINTO,internaciones,contrareferidos,2021-10-01,0,0,0,0,0
WARNES,internaciones,contrareferidos,2021-10-01,0,93,0,93,93
YACUIBA,internaciones,contrareferidos,2021-10-01,94,211,94,211,305
ACHACACHI,internaciones,contrareferidos,2021-11-01,2,9,2,9,11
AIQUILE,internaciones,contrareferidos,2021-11-01,0,4,0,4,4
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2021-11-01,7,6,7,6,13
ATOCHA,internaciones,contrareferidos,2021-11-01,6,4,6,4,10
BERMEJO,internaciones,contrareferidos,2021-11-01,54,86,54,86,140
CAMARGO,internaciones,contrareferidos,2021-11-01,8,29,8,29,37
CAPINOTA,internaciones,contrareferidos,2021-11-01,1,4,1,4,5
CARANAVI,internaciones,contrareferidos,2021-11-01,10,65,10,65,75
CARAPARI,internaciones,contrareferidos,2021-11-01,0,0,0,0,0
CHALLAPATA,internaciones,contrareferidos,2021-11-01,0,1,0,1,1
CHARAGUA,internaciones,contrareferidos,2021-11-01,0,1,0,1,1
CHIMORE,internaciones,contrareferidos,2021-11-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2021-11-01,1,8,1,8,9
CLIZA,internaciones,contrareferidos,2021-11-01,0,1,0,1,1
COBIJA,internaciones,contrareferidos,2021-11-01,56,136,56,136,192
COCHABAMBA,internaciones,contrareferidos,2021-11-01,353,991,353,991,1344
COLCAPIRHUA,internaciones,contrareferidos,2021-11-01,1,2,1,2,3
COROICO,internaciones,contrareferidos,2021-11-01,15,41,15,41,56
EL ALTO,internaciones,contrareferidos,2021-11-01,116,293,116,293,409
EL TORNO,internaciones,contrareferidos,2021-11-01,0,2,0,2,2
ESCOMA,internaciones,contrareferidos,2021-11-01,1,11,1,11,12
GUAYARAMERIN,internaciones,contrareferidos,2021-11-01,22,112,22,112,134
HUANUNI,internaciones,contrareferidos,2021-11-01,1,10,1,10,11
LA PAZ,internaciones,contrareferidos,2021-11-01,73,732,73,732,805
MIZQUE,internaciones,contrareferidos,2021-11-01,1,2,1,2,3
MONTEAGUDO,internaciones,contrareferidos,2021-11-01,13,33,13,33,46
MONTERO,internaciones,contrareferidos,2021-11-01,270,597,270,597,867
ORURO,internaciones,contrareferidos,2021-11-01,62,386,62,386,448
PADILLA,internaciones,contrareferidos,2021-11-01,5,19,5,19,24
POTOSI,internaciones,contrareferidos,2021-11-01,69,550,69,550,619
PUERTO SUAREZ,internaciones,contrareferidos,2021-11-01,4,3,4,3,7
PUERTO VILLARROEL,internaciones,contrareferidos,2021-11-01,51,166,51,166,217
PUNATA,internaciones,contrareferidos,2021-11-01,105,226,105,226,331
RIBERALTA,internaciones,contrareferidos,2021-11-01,97,389,97,389,486
ROBORE,internaciones,contrareferidos,2021-11-01,0,2,0,2,2
SACABA,internaciones,contrareferidos,2021-11-01,63,101,63,101,164
SAN BUENA VENTURA,internaciones,contrareferidos,2021-11-01,0,6,0,6,6
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2021-11-01,5,12,5,12,17
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2021-11-01,292,1983,292,1983,2275
SANTA ROSA DEL SARA,internaciones,contrareferidos,2021-11-01,2,3,2,3,5
SUCRE,internaciones,contrareferidos,2021-11-01,328,906,328,906,1234
TARABUCO,internaciones,contrareferidos,2021-11-01,13,19,13,19,32
TARIJA,internaciones,contrareferidos,2021-11-01,41,132,41,132,173
TIQUIPAYA,internaciones,contrareferidos,2021-11-01,0,0,0,0,0
TRINIDAD,internaciones,contrareferidos,2021-11-01,1,3,1,3,4
TUPIZA,internaciones,contrareferidos,2021-11-01,19,63,19,63,82
VALLEGRANDE,internaciones,contrareferidos,2021-11-01,1,2,1,2,3
VIACHA,internaciones,contrareferidos,2021-11-01,1,4,1,4,5
VILLA MONTES,internaciones,contrareferidos,2021-11-01,6,13,6,13,19
VILLA TUNARI,internaciones,contrareferidos,2021-11-01,20,120,20,120,140
VILLAZON,internaciones,contrareferidos,2021-11-01,2,2,2,2,4
VINTO,internaciones,contrareferidos,2021-11-01,0,0,0,0,0
YACUIBA,internaciones,contrareferidos,2021-11-01,80,173,80,173,253
ACHACACHI,internaciones,contrareferidos,2021-12-01,3,10,3,10,13
AIQUILE,internaciones,contrareferidos,2021-12-01,4,2,4,2,6
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2021-12-01,2,9,2,9,11
AYOPAYA (V. DE INDEPENDENCIA),internaciones,contrareferidos,2021-12-01,1,0,1,0,1
BERMEJO,internaciones,contrareferidos,2021-12-01,57,99,57,99,156
BOYUIBE,internaciones,contrareferidos,2021-12-01,1,0,1,0,1
CAMARGO,internaciones,contrareferidos,2021-12-01,16,30,16,30,46
CAPINOTA,internaciones,contrareferidos,2021-12-01,2,8,2,8,10
CARANAVI,internaciones,contrareferidos,2021-12-01,6,38,6,38,44
CARAPARI,internaciones,contrareferidos,2021-12-01,0,0,0,0,0
CHALLAPATA,internaciones,contrareferidos,2021-12-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2021-12-01,4,5,4,5,9
CLIZA,internaciones,contrareferidos,2021-12-01,0,1,0,1,1
COBIJA,internaciones,contrareferidos,2021-12-01,73,109,73,109,182
COCHABAMBA,internaciones,contrareferidos,2021-12-01,426,1044,426,1044,1470
COLCAPIRHUA,internaciones,contrareferidos,2021-12-01,0,1,0,1,1
COROICO,internaciones,contrareferidos,2021-12-01,14,51,14,51,65
EL ALTO,internaciones,contrareferidos,2021-12-01,166,272,166,272,438
ENTRE RIOS CBBA,internaciones,contrareferidos,2021-12-01,1,0,1,0,1
ESCOMA,internaciones,contrareferidos,2021-12-01,0,9,0,9,9
GUAYARAMERIN,internaciones,contrareferidos,2021-12-01,36,152,36,152,188
HUANUNI,internaciones,contrareferidos,2021-12-01,1,8,1,8,9
LA PAZ,internaciones,contrareferidos,2021-12-01,89,663,89,663,752
MIZQUE,internaciones,contrareferidos,2021-12-01,0,3,0,3,3
MONTEAGUDO,internaciones,contrareferidos,2021-12-01,8,30,8,30,38
MONTERO,internaciones,contrareferidos,2021-12-01,147,417,147,417,564
ORURO,internaciones,contrareferidos,2021-12-01,56,308,56,308,364
PADILLA,internaciones,contrareferidos,2021-12-01,9,15,9,15,24
POTOSI,internaciones,contrareferidos,2021-12-01,91,628,91,628,719
PUERTO VILLARROEL,internaciones,contrareferidos,2021-12-01,42,152,42,152,194
PUNATA,internaciones,contrareferidos,2021-12-01,91,210,91,210,301
QUILLACOLLO,internaciones,contrareferidos,2021-12-01,0,1,0,1,1
RIBERALTA,internaciones,contrareferidos,2021-12-01,112,441,112,441,553
ROBORE,internaciones,contrareferidos,2021-12-01,0,2,0,2,2
RURRENABAQUE,internaciones,contrareferidos,2021-12-01,1,4,1,4,5
SACABA,internaciones,contrareferidos,2021-12-01,41,110,41,110,151
SAN ANDRES,internaciones,contrareferidos,2021-12-01,0,1,0,1,1
SAN BUENA VENTURA,internaciones,contrareferidos,2021-12-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2021-12-01,7,6,7,6,13
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2021-12-01,310,1820,310,1820,2130
SUCRE,internaciones,contrareferidos,2021-12-01,356,790,356,790,1146
TARABUCO,internaciones,contrareferidos,2021-12-01,10,10,10,10,20
TARIJA,internaciones,contrareferidos,2021-12-01,80,179,80,179,259
TUPIZA,internaciones,contrareferidos,2021-12-01,10,53,10,53,63
VALLEGRANDE,internaciones,contrareferidos,2021-12-01,5,7,5,7,12
VIACHA,internaciones,contrareferidos,2021-12-01,2,2,2,2,4
VILLA MONTES,internaciones,contrareferidos,2021-12-01,10,25,10,25,35
VILLA TUNARI,internaciones,contrareferidos,2021-12-01,23,110,23,110,133
VILLAZON,internaciones,contrareferidos,2021-12-01,2,2,2,2,4
YACUIBA,internaciones,contrareferidos,2021-12-01,97,178,97,178,275
