,group,variable,month,EGRESOS CANTIDAD,EGRESOS CANTIDAD,TOTALES,TOTALES,TOTALES
COLQUIRI,internaciones,egresos,2021-01-01,0,3,0,3,3
CONCEPCION,internaciones,egresos,2021-01-01,13,71,13,71,84
COPACABANA,internaciones,egresos,2021-01-01,1,4,1,4,5
CORIPATA,internaciones,egresos,2021-01-01,0,13,0,13,13
CORO CORO,internaciones,egresos,2021-01-01,0,1,0,1,1
COROICO,internaciones,egresos,2021-01-01,19,31,19,31,50
COTAGAITA,internaciones,egresos,2021-01-01,1,10,1,10,11
COTOCA,internaciones,egresos,2021-01-01,75,174,75,174,249
CUATRO CAÑADAS,internaciones,egresos,2021-01-01,12,24,12,24,36
CUEVO,internaciones,egresos,2021-01-01,3,0,3,0,3
CULPINA,internaciones,egresos,2021-01-01,5,29,5,29,34
CURAHUARA DE CARANGAS,internaciones,egresos,2021-01-01,0,1,0,1,1
DESAGUADERO,internaciones,egresos,2021-01-01,0,5,0,5,5
EL ALTO,internaciones,egresos,2021-01-01,781,1636,781,1636,2417
EL PUENTE(STC),internaciones,egresos,2021-01-01,11,21,11,21,32
EL PUENTE(TJA),internaciones,egresos,2021-01-01,0,5,0,5,5
EL TORNO,internaciones,egresos,2021-01-01,8,130,8,130,138
EL VILLAR,internaciones,egresos,2021-01-01,0,5,0,5,5
ENTRE RIOS TRJ,internaciones,egresos,2021-01-01,2,28,2,28,30
ENTRE RIOS CBBA,internaciones,egresos,2021-01-01,3,35,3,35,38
ESCOMA,internaciones,egresos,2021-01-01,3,6,3,6,9
EXALTACION,internaciones,egresos,2021-01-01,1,1,1,1,2
FERNANDEZ ALONSO,internaciones,egresos,2021-01-01,16,19,16,19,35
FILADELFIA,internaciones,egresos,2021-01-01,6,10,6,10,16
GENERAL SAAVEDRA,internaciones,egresos,2021-01-01,0,4,0,4,4
GRAL. J.J. PEREZ (CHARAZANI),internaciones,egresos,2021-01-01,2,5,2,5,7
GUANAY,internaciones,egresos,2021-01-01,9,23,9,23,32
GUAQUI,internaciones,egresos,2021-01-01,0,3,0,3,3
GUAYARAMERIN,internaciones,egresos,2021-01-01,56,158,56,158,214
GUTIERREZ,internaciones,egresos,2021-01-01,23,33,23,33,56
HUACARETA,internaciones,egresos,2021-01-01,5,14,5,14,19
HUACAYA (VILLA DE HUACAYA),internaciones,egresos,2021-01-01,1,3,1,3,4
HUANUNI,internaciones,egresos,2021-01-01,52,61,52,61,113
HUARACAJE,internaciones,egresos,2021-01-01,16,15,16,15,31
HUAYLLAMARCA,internaciones,egresos,2021-01-01,0,3,0,3,3
ICLA,internaciones,egresos,2021-01-01,5,12,5,12,17
INCAHUASI,internaciones,egresos,2021-01-01,0,6,0,6,6
IRUPANA (VILLA DE LANZA),internaciones,egresos,2021-01-01,11,7,11,7,18
IXIAMAS,internaciones,egresos,2021-01-01,8,20,8,20,28
JESUS DE MACHACA,internaciones,egresos,2021-01-01,0,4,0,4,4
LA ASUNTA,internaciones,egresos,2021-01-01,6,62,6,62,68
LA GUARDIA,internaciones,egresos,2021-01-01,56,100,56,100,156
LA PAZ,internaciones,egresos,2021-01-01,2163,3326,2163,3326,5489
LAGUNILLAS,internaciones,egresos,2021-01-01,2,6,2,6,8
LAJA,internaciones,egresos,2021-01-01,0,1,0,1,1
LAS CARRERAS,internaciones,egresos,2021-01-01,1,1,1,1,2
LICOMA PAMPA,internaciones,egresos,2021-01-01,0,2,0,2,2
LLALLAGUA,internaciones,egresos,2021-01-01,96,181,96,181,277
LLICA,internaciones,egresos,2021-01-01,0,5,0,5,5
LURIBAY,internaciones,egresos,2021-01-01,0,1,0,1,1
MACHACAMARCA,internaciones,egresos,2021-01-01,1,1,1,1,2
MACHARETI,internaciones,egresos,2021-01-01,6,19,6,19,25
MAGDALENA,internaciones,egresos,2021-01-01,7,20,7,20,27
MAIRANA,internaciones,egresos,2021-01-01,1,11,1,11,12
MAPIRI,internaciones,egresos,2021-01-01,12,40,12,40,52
MECAPACA,internaciones,egresos,2021-01-01,0,3,0,3,3
MINEROS,internaciones,egresos,2021-01-01,16,18,16,18,34
MIZQUE,internaciones,egresos,2021-01-01,8,42,8,42,50
MOCOMOCO,internaciones,egresos,2021-01-01,0,1,0,1,1
MOJOCOYA,internaciones,egresos,2021-01-01,1,6,1,6,7
MONTEAGUDO,internaciones,egresos,2021-01-01,83,130,83,130,213
MONTERO,internaciones,egresos,2021-01-01,389,918,389,918,1307
MORO MORO,internaciones,egresos,2021-01-01,1,1,1,1,2
MOROCHATA,internaciones,egresos,2021-01-01,3,10,3,10,13
OCURI,internaciones,egresos,2021-01-01,1,7,1,7,8
OKINAWA,internaciones,egresos,2021-01-01,0,7,0,7,7
OMEREQUE,internaciones,egresos,2021-01-01,3,12,3,12,15
ORURO,internaciones,egresos,2021-01-01,666,1203,666,1203,1869
PADILLA,internaciones,egresos,2021-01-01,16,35,16,35,51
PAILON,internaciones,egresos,2021-01-01,28,75,28,75,103
PALCA,internaciones,egresos,2021-01-01,0,3,0,3,3
PALOS BLANCOS,internaciones,egresos,2021-01-01,10,44,10,44,54
PAMPA GRANDE,internaciones,egresos,2021-01-01,0,5,0,5,5
PAPEL PAMPA,internaciones,egresos,2021-01-01,0,1,0,1,1
PASORAPA,internaciones,egresos,2021-01-01,3,6,3,6,9
PATACAMAYA,internaciones,egresos,2021-01-01,0,44,0,44,44
PELECHUCO,internaciones,egresos,2021-01-01,0,1,0,1,1
POCOATA,internaciones,egresos,2021-01-01,0,7,0,7,7
POCONA,internaciones,egresos,2021-01-01,0,17,0,17,17
POJO (CBBA),internaciones,egresos,2021-01-01,4,20,4,20,24
POOPO,internaciones,egresos,2021-01-01,0,3,0,3,3
PORCO,internaciones,egresos,2021-01-01,0,4,0,4,4
POROMA,internaciones,egresos,2021-01-01,0,6,0,6,6
PORONGO,internaciones,egresos,2021-01-01,7,18,7,18,25
PORTACHUELO,internaciones,egresos,2021-01-01,40,64,40,64,104
PORVENIR,internaciones,egresos,2021-01-01,0,1,0,1,1
POSTRER VALLE,internaciones,egresos,2021-01-01,2,7,2,7,9
POTOSI,internaciones,egresos,2021-01-01,486,892,486,892,1378
PRESTO,internaciones,egresos,2021-01-01,3,10,3,10,13
PUCARA,internaciones,egresos,2021-01-01,0,1,0,1,1
PUCARANI,internaciones,egresos,2021-01-01,3,12,3,12,15
PUERTO ACOSTA,internaciones,egresos,2021-01-01,0,1,0,1,1
PUERTO GONZALO MORENO,internaciones,egresos,2021-01-01,2,4,2,4,6
PUERTO QUIJARRO,internaciones,egresos,2021-01-01,10,16,10,16,26
PUERTO RICO,internaciones,egresos,2021-01-01,5,20,5,20,25
PUERTO SUAREZ,internaciones,egresos,2021-01-01,36,38,36,38,74
PUERTO VILLARROEL,internaciones,egresos,2021-01-01,76,201,76,201,277
PUNA,internaciones,egresos,2021-01-01,0,6,0,6,6
PUNATA,internaciones,egresos,2021-01-01,115,222,115,222,337
QUIABAYA,internaciones,egresos,2021-01-01,0,2,0,2,2
QUILLACOLLO,internaciones,egresos,2021-01-01,138,402,138,402,540
QUIME,internaciones,egresos,2021-01-01,0,7,0,7,7
RAQAYPAMPA(ETA),internaciones,egresos,2021-01-01,0,3,0,3,3
RAVELO,internaciones,egresos,2021-01-01,0,5,0,5,5
REYES,internaciones,egresos,2021-01-01,21,31,21,31,52
RIBERALTA,internaciones,egresos,2021-01-01,173,505,173,505,678
ROBORE,internaciones,egresos,2021-01-01,34,74,34,74,108
RURRENABAQUE,internaciones,egresos,2021-01-01,17,66,17,66,83
SACABA,internaciones,egresos,2021-01-01,106,363,106,363,469
SACABAMBA,internaciones,egresos,2021-01-01,0,4,0,4,4
SACACA,internaciones,egresos,2021-01-01,0,9,0,9,9
SAIPINA,internaciones,egresos,2021-01-01,2,4,2,4,6
SALINAS DE GARCI MENDOZA,internaciones,egresos,2021-01-01,0,6,0,6,6
SAMAIPATA,internaciones,egresos,2021-01-01,2,6,2,6,8
SAN ANTONIO DE LOMERIO,internaciones,egresos,2021-01-01,3,8,3,8,11
SAN BENITO,internaciones,egresos,2021-01-01,0,5,0,5,5
SAN BORJA,internaciones,egresos,2021-01-01,34,82,34,82,116
SAN BUENA VENTURA,internaciones,egresos,2021-01-01,14,37,14,37,51
SAN CARLOS,internaciones,egresos,2021-01-01,2,10,2,10,12
SAN IGNACIO,internaciones,egresos,2021-01-01,30,56,30,56,86
SAN IGNACIO DE VELASCO,internaciones,egresos,2021-01-01,118,210,118,210,328
SAN JAVIER(BNI),internaciones,egresos,2021-01-01,0,1,0,1,1
SAN JAVIER(STC),internaciones,egresos,2021-01-01,11,47,11,47,58
SAN JOAQUIN,internaciones,egresos,2021-01-01,9,23,9,23,32
SAN JOSE DE CHIQUITOS,internaciones,egresos,2021-01-01,75,96,75,96,171
SAN JUAN DE YAPACANI,internaciones,egresos,2021-01-01,2,1,2,1,3
SAN JULIAN,internaciones,egresos,2021-01-01,92,175,92,175,267
SAN LUCAS,internaciones,egresos,2021-01-01,14,37,14,37,51
SAN MATIAS,internaciones,egresos,2021-01-01,10,28,10,28,38
SAN MIGUEL DE VELASCO,internaciones,egresos,2021-01-01,18,37,18,37,55
SAN PEDRO,internaciones,egresos,2021-01-01,7,19,7,19,26
SAN PEDRO DE BUENA VISTA,internaciones,egresos,2021-01-01,1,15,1,15,16
SAN PEDRO DE CURAHUARA,internaciones,egresos,2021-01-01,0,2,0,2,2
SAN PEDRO DE MACHA,internaciones,egresos,2021-01-01,0,11,0,11,11
SAN PEDRO DE TIQUINA,internaciones,egresos,2021-01-01,0,1,0,1,1
SAN RAFAEL,internaciones,egresos,2021-01-01,11,22,11,22,33
SAN RAMON BENI,internaciones,egresos,2021-01-01,6,14,6,14,20
SAN RAMON SCZ,internaciones,egresos,2021-01-01,16,29,16,29,45
SANTA ANA,internaciones,egresos,2021-01-01,22,81,22,81,103
SANTA CRUZ DE LA SIERRA,internaciones,egresos,2021-01-01,2833,5138,2833,5138,7971
SANTA ROSA,internaciones,egresos,2021-01-01,25,28,25,28,53
SANTA ROSA DEL SARA,internaciones,egresos,2021-01-01,9,25,9,25,34
SANTIAGO DE HUATA,internaciones,egresos,2021-01-01,0,4,0,4,4
SANTIVAÑES,internaciones,egresos,2021-01-01,0,4,0,4,4
SAPAHAQUI,internaciones,egresos,2021-01-01,0,3,0,3,3
SENA,internaciones,egresos,2021-01-01,0,10,0,10,10
SHINAOTA,internaciones,egresos,2021-01-01,4,44,4,44,48
SICA SICA (VILLA AROMA),internaciones,egresos,2021-01-01,0,12,0,12,12
SICAYA,internaciones,egresos,2021-01-01,0,3,0,3,3
SIPE SIPE,internaciones,egresos,2021-01-01,1,45,1,45,46
SOPACHUY,internaciones,egresos,2021-01-01,6,16,6,16,22
SORACACHI,internaciones,egresos,2021-01-01,0,1,0,1,1
SORATA,internaciones,egresos,2021-01-01,5,17,5,17,22
SUCRE,internaciones,egresos,2021-01-01,809,1462,809,1462,2271
TACACOMA,internaciones,egresos,2021-01-01,1,5,1,5,6
TACOPAYA,internaciones,egresos,2021-01-01,2,4,2,4,6
TAPACARI,internaciones,egresos,2021-01-01,0,1,0,1,1
TARABUCO,internaciones,egresos,2021-01-01,20,39,20,39,59
TARACO,internaciones,egresos,2021-01-01,0,2,0,2,2
TARATA,internaciones,egresos,2021-01-01,0,3,0,3,3
TARIJA,internaciones,egresos,2021-01-01,788,802,788,802,1590
TARVITA,internaciones,egresos,2021-01-01,5,27,5,27,32
TEOPONTE,internaciones,egresos,2021-01-01,0,13,0,13,13
TIAHUANACU,internaciones,egresos,2021-01-01,0,13,0,13,13
TINGUIPAYA,internaciones,egresos,2021-01-01,0,2,0,2,2
TIPUANI,internaciones,egresos,2021-01-01,0,6,0,6,6
TIQUIPAYA,internaciones,egresos,2021-01-01,27,112,27,112,139
TIRAQUE (CBBA),internaciones,egresos,2021-01-01,0,23,0,23,23
TOCO,internaciones,egresos,2021-01-01,0,7,0,7,7
TOLATA,internaciones,egresos,2021-01-01,0,3,0,3,3
TOLEDO,internaciones,egresos,2021-01-01,0,3,0,3,3
TOMAVE,internaciones,egresos,2021-01-01,7,4,7,4,11
TOMINA,internaciones,egresos,2021-01-01,6,12,6,12,18
TORO TORO,internaciones,egresos,2021-01-01,0,9,0,9,9
TOTORA(CBBA),internaciones,egresos,2021-01-01,3,34,3,34,37
TRIGAL,internaciones,egresos,2021-01-01,3,4,3,4,7
TRINIDAD,internaciones,egresos,2021-01-01,324,552,324,552,876
TUPIZA,internaciones,egresos,2021-01-01,63,117,63,117,180
UMALA,internaciones,egresos,2021-01-01,0,1,0,1,1
UNCIA,internaciones,egresos,2021-01-01,0,5,0,5,5
URUBICHA,internaciones,egresos,2021-01-01,7,18,7,18,25
UYUNI,internaciones,egresos,2021-01-01,69,112,69,112,181
VACAS,internaciones,egresos,2021-01-01,0,6,0,6,6
VALLEGRANDE,internaciones,egresos,2021-01-01,40,64,40,64,104
VIACHA,internaciones,egresos,2021-01-01,15,111,15,111,126
VILA VILA,internaciones,egresos,2021-01-01,0,2,0,2,2
VILLA CHARCAS,internaciones,egresos,2021-01-01,0,15,0,15,15
VILLA MONTES,internaciones,egresos,2021-01-01,54,127,54,127,181
VILLA NUEVA (LOMA ALTA),internaciones,egresos,2021-01-01,1,2,1,2,3
VILLA RIVERO,internaciones,egresos,2021-01-01,0,3,0,3,3
VILLA SERRANO,internaciones,egresos,2021-01-01,0,4,0,4,4
VILLA TUNARI,internaciones,egresos,2021-01-01,53,210,53,210,263
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2021-01-01,3,6,3,6,9
VILLAZON,internaciones,egresos,2021-01-01,40,96,40,96,136
VINTO,internaciones,egresos,2021-01-01,24,78,24,78,102
VITICHI,internaciones,egresos,2021-01-01,0,5,0,5,5
WALDO BALLIVIAN,internaciones,egresos,2021-01-01,0,1,0,1,1
WARNES,internaciones,egresos,2021-01-01,87,162,87,162,249
YACUIBA,internaciones,egresos,2021-01-01,220,312,220,312,532
YAMPARAEZ,internaciones,egresos,2021-01-01,0,6,0,6,6
YAPACANI,internaciones,egresos,2021-01-01,84,165,84,165,249
YOTALA,internaciones,egresos,2021-01-01,0,11,0,11,11
YUNGUYO DE LITORAL,internaciones,egresos,2021-01-01,0,1,0,1,1
ZUDAÑEZ,internaciones,egresos,2021-01-01,6,9,6,9,15
ACACIO,internaciones,egresos,2021-02-01,0,1,0,1,1
ACHACACHI,internaciones,egresos,2021-02-01,17,61,17,61,78
ACHOCALLA,internaciones,egresos,2021-02-01,0,6,0,6,6
AIQUILE,internaciones,egresos,2021-02-01,9,46,9,46,55
ALALAY,internaciones,egresos,2021-02-01,2,1,2,1,3
ALCALA,internaciones,egresos,2021-02-01,0,1,0,1,1
ALTO BENI,internaciones,egresos,2021-02-01,0,10,0,10,10
ANCORAIMES,internaciones,egresos,2021-02-01,0,5,0,5,5
ANDAMARCA,internaciones,egresos,2021-02-01,0,2,0,2,2
ANZALDO,internaciones,egresos,2021-02-01,13,10,13,10,23
APOLO,internaciones,egresos,2021-02-01,2,13,2,13,15
ARANI,internaciones,egresos,2021-02-01,0,2,0,2,2
ARBIETO,internaciones,egresos,2021-02-01,0,6,0,6,6
ARQUE,internaciones,egresos,2021-02-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,egresos,2021-02-01,50,134,50,134,184
ATOCHA,internaciones,egresos,2021-02-01,35,43,35,43,78
AUCAPATA,internaciones,egresos,2021-02-01,0,4,0,4,4
AYATA,internaciones,egresos,2021-02-01,2,0,2,0,2
AYO AYO,internaciones,egresos,2021-02-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2021-02-01,3,29,3,29,32
AZURDUY,internaciones,egresos,2021-02-01,19,24,19,24,43
BATALLAS,internaciones,egresos,2021-02-01,0,3,0,3,3
BAURES,internaciones,egresos,2021-02-01,8,4,8,4,12
BERMEJO,internaciones,egresos,2021-02-01,83,127,83,127,210
BETANZOS,internaciones,egresos,2021-02-01,0,21,0,21,21
BOYUIBE,internaciones,egresos,2021-02-01,4,9,4,9,13
BUENA VISTA,internaciones,egresos,2021-02-01,24,13,24,13,37
CABEZAS,internaciones,egresos,2021-02-01,1,6,1,6,7
"CAIZA ""D""",internaciones,egresos,2021-02-01,0,4,0,4,4
CAJUATA,internaciones,egresos,2021-02-01,0,23,0,23,23
CALAMARCA,internaciones,egresos,2021-02-01,0,3,0,3,3
CAMARGO,internaciones,egresos,2021-02-01,27,51,27,51,78
CAMATAQUI (C. VILLA ABECIA),internaciones,egresos,2021-02-01,2,6,2,6,8
CAMIRI,internaciones,egresos,2021-02-01,84,154,84,154,238
CAPINOTA,internaciones,egresos,2021-02-01,4,26,4,26,30
CAQUIAVIRI,internaciones,egresos,2021-02-01,0,1,0,1,1
CARACOLLO,internaciones,egresos,2021-02-01,1,21,1,21,22
CARANAVI,internaciones,egresos,2021-02-01,28,124,28,124,152
CARIPUYO,internaciones,egresos,2021-02-01,0,4,0,4,4
CARMEN RIVERO TORREZ,internaciones,egresos,2021-02-01,8,16,8,16,24
CATACORA,internaciones,egresos,2021-02-01,2,0,2,0,2
CHALLAPATA,internaciones,egresos,2021-02-01,22,90,22,90,112
CHAQUI,internaciones,egresos,2021-02-01,0,3,0,3,3
CHARAGUA,internaciones,egresos,2021-02-01,29,52,29,52,81
CHAYANTA,internaciones,egresos,2021-02-01,0,8,0,8,8
CHIMORE,internaciones,egresos,2021-02-01,2,37,2,37,39
CHULUMANI (V. DE LA LIBERTAD),internaciones,egresos,2021-02-01,18,37,18,37,55
CHUMA,internaciones,egresos,2021-02-01,0,6,0,6,6
CKOCHAS,internaciones,egresos,2021-02-01,0,5,0,5,5
CLIZA,internaciones,egresos,2021-02-01,4,35,4,35,39
COBIJA,internaciones,egresos,2021-02-01,196,295,196,295,491
COCAPATA,internaciones,egresos,2021-02-01,0,9,0,9,9
COCHABAMBA,internaciones,egresos,2021-02-01,1994,3630,1994,3630,5624
COLCAPIRHUA,internaciones,egresos,2021-02-01,30,106,30,106,136
"COLCHA ""K""",internaciones,egresos,2021-02-01,1,3,1,3,4
COLLANA,internaciones,egresos,2021-02-01,0,1,0,1,1
COLOMI,internaciones,egresos,2021-02-01,0,30,0,30,30
COLPA BELGICA,internaciones,egresos,2021-02-01,8,17,8,17,25
COLQUECHACA,internaciones,egresos,2021-02-01,0,11,0,11,11
COLQUENCHA,internaciones,egresos,2021-02-01,0,4,0,4,4
COLQUIRI,internaciones,egresos,2021-02-01,0,7,0,7,7
COMARAPA,internaciones,egresos,2021-02-01,5,29,5,29,34
CONCEPCION,internaciones,egresos,2021-02-01,6,42,6,42,48
COPACABANA,internaciones,egresos,2021-02-01,0,2,0,2,2
CORIPATA,internaciones,egresos,2021-02-01,0,8,0,8,8
CORO CORO,internaciones,egresos,2021-02-01,0,2,0,2,2
COROICO,internaciones,egresos,2021-02-01,18,33,18,33,51
CORQUE,internaciones,egresos,2021-02-01,0,2,0,2,2
COTAGAITA,internaciones,egresos,2021-02-01,3,14,3,14,17
COTOCA,internaciones,egresos,2021-02-01,101,228,101,228,329
CUATRO CAÑADAS,internaciones,egresos,2021-02-01,7,24,7,24,31
CUEVO,internaciones,egresos,2021-02-01,0,1,0,1,1
CULPINA,internaciones,egresos,2021-02-01,11,19,11,19,30
CURAHUARA DE CARANGAS,internaciones,egresos,2021-02-01,0,1,0,1,1
DESAGUADERO,internaciones,egresos,2021-02-01,0,4,0,4,4
EL ALTO,internaciones,egresos,2021-02-01,725,1521,725,1521,2246
EL PUENTE(STC),internaciones,egresos,2021-02-01,16,41,16,41,57
EL PUENTE(TJA),internaciones,egresos,2021-02-01,0,7,0,7,7
EL TORNO,internaciones,egresos,2021-02-01,24,96,24,96,120
EL VILLAR,internaciones,egresos,2021-02-01,0,4,0,4,4
ENTRE RIOS TRJ,internaciones,egresos,2021-02-01,1,17,1,17,18
ENTRE RIOS CBBA,internaciones,egresos,2021-02-01,7,51,7,51,58
ESCOMA,internaciones,egresos,2021-02-01,3,5,3,5,8
EUCALIPTUS,internaciones,egresos,2021-02-01,0,7,0,7,7
EXALTACION,internaciones,egresos,2021-02-01,1,1,1,1,2
FERNANDEZ ALONSO,internaciones,egresos,2021-02-01,10,19,10,19,29
FILADELFIA,internaciones,egresos,2021-02-01,6,3,6,3,9
GENERAL SAAVEDRA,internaciones,egresos,2021-02-01,0,10,0,10,10
GRAL. J.J. PEREZ (CHARAZANI),internaciones,egresos,2021-02-01,0,4,0,4,4
GUANAY,internaciones,egresos,2021-02-01,7,20,7,20,27
GUAQUI,internaciones,egresos,2021-02-01,0,1,0,1,1
GUAYARAMERIN,internaciones,egresos,2021-02-01,58,131,58,131,189
GUTIERREZ,internaciones,egresos,2021-02-01,15,25,15,25,40
HUACARETA,internaciones,egresos,2021-02-01,3,16,3,16,19
HUACHACALLA,internaciones,egresos,2021-02-01,0,1,0,1,1
HUANUNI,internaciones,egresos,2021-02-01,55,77,55,77,132
HUARACAJE,internaciones,egresos,2021-02-01,1,1,1,1,2
HUARINA,internaciones,egresos,2021-02-01,0,3,0,3,3
HUATAJATA,internaciones,egresos,2021-02-01,0,2,0,2,2
HUAYLLAMARCA,internaciones,egresos,2021-02-01,0,2,0,2,2
ICLA,internaciones,egresos,2021-02-01,1,11,1,11,12
INCAHUASI,internaciones,egresos,2021-02-01,0,6,0,6,6
INQUISIVI,internaciones,egresos,2021-02-01,0,3,0,3,3
IRUPANA (VILLA DE LANZA),internaciones,egresos,2021-02-01,5,8,5,8,13
IXIAMAS,internaciones,egresos,2021-02-01,8,14,8,14,22
JESUS DE MACHACA,internaciones,egresos,2021-02-01,0,4,0,4,4
LA ASUNTA,internaciones,egresos,2021-02-01,2,48,2,48,50
LA GUARDIA,internaciones,egresos,2021-02-01,72,113,72,113,185
LA PAZ,internaciones,egresos,2021-02-01,1894,2856,1894,2856,4750
LAS CARRERAS,internaciones,egresos,2021-02-01,0,2,0,2,2
LLALLAGUA,internaciones,egresos,2021-02-01,97,157,97,157,254
LLICA,internaciones,egresos,2021-02-01,0,3,0,3,3
LORETO,internaciones,egresos,2021-02-01,1,1,1,1,2
LURIBAY,internaciones,egresos,2021-02-01,0,4,0,4,4
MACHACAMARCA,internaciones,egresos,2021-02-01,1,2,1,2,3
MACHARETI,internaciones,egresos,2021-02-01,2,12,2,12,14
MAGDALENA,internaciones,egresos,2021-02-01,8,28,8,28,36
MAIRANA,internaciones,egresos,2021-02-01,1,17,1,17,18
MAPIRI,internaciones,egresos,2021-02-01,12,35,12,35,47
MECAPACA,internaciones,egresos,2021-02-01,0,3,0,3,3
MINEROS,internaciones,egresos,2021-02-01,10,10,10,10,20
MIZQUE,internaciones,egresos,2021-02-01,6,38,6,38,44
MOCOMOCO,internaciones,egresos,2021-02-01,0,5,0,5,5
MOJOCOYA,internaciones,egresos,2021-02-01,0,5,0,5,5
MONTEAGUDO,internaciones,egresos,2021-02-01,52,109,52,109,161
MONTERO,internaciones,egresos,2021-02-01,350,574,350,574,924
MORO MORO,internaciones,egresos,2021-02-01,0,1,0,1,1
MOROCHATA,internaciones,egresos,2021-02-01,0,9,0,9,9
OCURI,internaciones,egresos,2021-02-01,1,10,1,10,11
OKINAWA,internaciones,egresos,2021-02-01,1,2,1,2,3
OMEREQUE,internaciones,egresos,2021-02-01,3,9,3,9,12
ORURO,internaciones,egresos,2021-02-01,432,728,432,728,1160
PADILLA,internaciones,egresos,2021-02-01,16,44,16,44,60
