municipality,group,variable,month,Viviendas Positivas,TOTAL
CLIZA,chagas viviendas,viviendas positivas,2011-03-01,2,2
COTAGAITA,chagas viviendas,viviendas positivas,2011-03-01,2,2
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2011-03-01,1,1
EL TORNO,chagas viviendas,viviendas positivas,2011-03-01,6,6
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2011-03-01,3,3
MONTEAGUDO,chagas viviendas,viviendas positivas,2011-03-01,35,35
OMEREQUE,chagas viviendas,viviendas positivas,2011-03-01,1,1
PADCAYA,chagas viviendas,viviendas positivas,2011-03-01,1,1
PAMPA GRANDE,chagas viviendas,viviendas positivas,2011-03-01,6,6
PASORAPA,chagas viviendas,viviendas positivas,2011-03-01,2,2
POCONA,chagas viviendas,viviendas positivas,2011-03-01,2,2
POJO (CBBA),chagas viviendas,viviendas positivas,2011-03-01,2,2
POSTRER VALLE,chagas viviendas,viviendas positivas,2011-03-01,3,3
PUERTO VILLARROEL,chagas viviendas,viviendas positivas,2011-03-01,21,21
SACABA,chagas viviendas,viviendas positivas,2011-03-01,9,9
SAMAIPATA,chagas viviendas,viviendas positivas,2011-03-01,4,4
SAN BENITO,chagas viviendas,viviendas positivas,2011-03-01,4,4
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2011-03-01,2,2
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2011-03-01,10,10
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas positivas,2011-03-01,0,0
SICAYA,chagas viviendas,viviendas positivas,2011-03-01,5,5
SIPE SIPE,chagas viviendas,viviendas positivas,2011-03-01,5,5
SUCRE,chagas viviendas,viviendas positivas,2011-03-01,186,186
TAPACARI,chagas viviendas,viviendas positivas,2011-03-01,4,4
TARIJA,chagas viviendas,viviendas positivas,2011-03-01,3,3
TOLATA,chagas viviendas,viviendas positivas,2011-03-01,1,1
TOMINA,chagas viviendas,viviendas positivas,2011-03-01,39,39
TOTORA(CBBA),chagas viviendas,viviendas positivas,2011-03-01,2,2
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2011-03-01,3,3
VALLEGRANDE,chagas viviendas,viviendas positivas,2011-03-01,3,3
VILA VILA,chagas viviendas,viviendas positivas,2011-03-01,25,25
VILLA RIVERO,chagas viviendas,viviendas positivas,2011-03-01,4,4
VILLA SERRANO,chagas viviendas,viviendas positivas,2011-03-01,15,15
ZUDAÑEZ,chagas viviendas,viviendas positivas,2011-03-01,2,2
ACACIO,chagas viviendas,viviendas positivas,2011-04-01,2,2
AIQUILE,chagas viviendas,viviendas positivas,2011-04-01,7,7
ANZALDO,chagas viviendas,viviendas positivas,2011-04-01,17,17
ARAMPAMPA,chagas viviendas,viviendas positivas,2011-04-01,1,1
ARANI,chagas viviendas,viviendas positivas,2011-04-01,3,3
BETANZOS,chagas viviendas,viviendas positivas,2011-04-01,264,264
"CAIZA ""D""",chagas viviendas,viviendas positivas,2011-04-01,1,1
CAPINOTA,chagas viviendas,viviendas positivas,2011-04-01,7,7
CLIZA,chagas viviendas,viviendas positivas,2011-04-01,1,1
COCHABAMBA,chagas viviendas,viviendas positivas,2011-04-01,15,15
COLCAPIRHUA,chagas viviendas,viviendas positivas,2011-04-01,1,1
COTAGAITA,chagas viviendas,viviendas positivas,2011-04-01,10,10
EL TORNO,chagas viviendas,viviendas positivas,2011-04-01,2,2
HUACARETA,chagas viviendas,viviendas positivas,2011-04-01,3,3
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2011-04-01,13,13
ICLA,chagas viviendas,viviendas positivas,2011-04-01,8,8
MAIRANA,chagas viviendas,viviendas positivas,2011-04-01,8,8
MECAPACA,chagas viviendas,viviendas positivas,2011-04-01,22,22
MIZQUE,chagas viviendas,viviendas positivas,2011-04-01,40,40
MOJOCOYA,chagas viviendas,viviendas positivas,2011-04-01,1,1
OCURI,chagas viviendas,viviendas positivas,2011-04-01,80,80
OMEREQUE,chagas viviendas,viviendas positivas,2011-04-01,13,13
PAMPA GRANDE,chagas viviendas,viviendas positivas,2011-04-01,7,7
PASORAPA,chagas viviendas,viviendas positivas,2011-04-01,1,1
POCONA,chagas viviendas,viviendas positivas,2011-04-01,1,1
POSTRER VALLE,chagas viviendas,viviendas positivas,2011-04-01,2,2
SACABA,chagas viviendas,viviendas positivas,2011-04-01,2,2
SAIPINA,chagas viviendas,viviendas positivas,2011-04-01,2,2
SAMAIPATA,chagas viviendas,viviendas positivas,2011-04-01,2,2
SAN BENITO,chagas viviendas,viviendas positivas,2011-04-01,4,4
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2011-04-01,2,2
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2011-04-01,8,8
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas positivas,2011-04-01,0,0
SANTIVAÑES,chagas viviendas,viviendas positivas,2011-04-01,9,9
SICAYA,chagas viviendas,viviendas positivas,2011-04-01,3,3
SIPE SIPE,chagas viviendas,viviendas positivas,2011-04-01,1,1
TACOBAMBA,chagas viviendas,viviendas positivas,2011-04-01,6,6
TAPACARI,chagas viviendas,viviendas positivas,2011-04-01,1,1
TARIJA,chagas viviendas,viviendas positivas,2011-04-01,22,22
TOTORA(CBBA),chagas viviendas,viviendas positivas,2011-04-01,5,5
TRINIDAD,chagas viviendas,viviendas positivas,2011-04-01,22,22
TUPIZA,chagas viviendas,viviendas positivas,2011-04-01,3,3
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2011-04-01,1,1
VILA VILA,chagas viviendas,viviendas positivas,2011-04-01,17,17
VILLA RIVERO,chagas viviendas,viviendas positivas,2011-04-01,3,3
VITICHI,chagas viviendas,viviendas positivas,2011-04-01,8,8
AIQUILE,chagas viviendas,viviendas positivas,2011-05-01,75,75
ALCALA,chagas viviendas,viviendas positivas,2011-05-01,4,4
ANZALDO,chagas viviendas,viviendas positivas,2011-05-01,48,48
ARAMPAMPA,chagas viviendas,viviendas positivas,2011-05-01,1,1
ARANI,chagas viviendas,viviendas positivas,2011-05-01,21,21
ARQUE,chagas viviendas,viviendas positivas,2011-05-01,17,17
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2011-05-01,4,4
CABEZAS,chagas viviendas,viviendas positivas,2011-05-01,16,16
CAMARGO,chagas viviendas,viviendas positivas,2011-05-01,3,3
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas positivas,2011-05-01,4,4
CAPINOTA,chagas viviendas,viviendas positivas,2011-05-01,44,44
CHARAGUA,chagas viviendas,viviendas positivas,2011-05-01,15,15
CHULUMANI (V. DE LA LIBERTAD),chagas viviendas,viviendas positivas,2011-05-01,14,14
CLIZA,chagas viviendas,viviendas positivas,2011-05-01,8,8
COCHABAMBA,chagas viviendas,viviendas positivas,2011-05-01,83,83
COTAGAITA,chagas viviendas,viviendas positivas,2011-05-01,4,4
CULPINA,chagas viviendas,viviendas positivas,2011-05-01,3,3
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2011-05-01,3,3
EL TORNO,chagas viviendas,viviendas positivas,2011-05-01,1,1
ENTRE RIOS TRJ,chagas viviendas,viviendas positivas,2011-05-01,7,7
HUACARETA,chagas viviendas,viviendas positivas,2011-05-01,10,10
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2011-05-01,13,13
LAS CARRERAS,chagas viviendas,viviendas positivas,2011-05-01,45,45
MIZQUE,chagas viviendas,viviendas positivas,2011-05-01,90,90
MOJOCOYA,chagas viviendas,viviendas positivas,2011-05-01,3,3
OMEREQUE,chagas viviendas,viviendas positivas,2011-05-01,48,48
PADCAYA,chagas viviendas,viviendas positivas,2011-05-01,1,1
PASORAPA,chagas viviendas,viviendas positivas,2011-05-01,3,3
POJO (CBBA),chagas viviendas,viviendas positivas,2011-05-01,8,8
POROMA,chagas viviendas,viviendas positivas,2011-05-01,29,29
PUNATA,chagas viviendas,viviendas positivas,2011-05-01,9,9
QUILLACOLLO,chagas viviendas,viviendas positivas,2011-05-01,33,33
QUIRUSILLAS,chagas viviendas,viviendas positivas,2011-05-01,1,1
RAVELO,chagas viviendas,viviendas positivas,2011-05-01,1,1
ROBORE,chagas viviendas,viviendas positivas,2011-05-01,10,10
SACABA,chagas viviendas,viviendas positivas,2011-05-01,8,8
SAMAIPATA,chagas viviendas,viviendas positivas,2011-05-01,3,3
SAN BENITO,chagas viviendas,viviendas positivas,2011-05-01,1,1
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2011-05-01,1,1
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2011-05-01,32,32
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas positivas,2011-05-01,0,0
SANTIVAÑES,chagas viviendas,viviendas positivas,2011-05-01,58,58
SAPAHAQUI,chagas viviendas,viviendas positivas,2011-05-01,7,7
SICAYA,chagas viviendas,viviendas positivas,2011-05-01,2,2
SIPE SIPE,chagas viviendas,viviendas positivas,2011-05-01,9,9
TACOPAYA,chagas viviendas,viviendas positivas,2011-05-01,1,1
TAPACARI,chagas viviendas,viviendas positivas,2011-05-01,4,4
TARATA,chagas viviendas,viviendas positivas,2011-05-01,3,3
TARIJA,chagas viviendas,viviendas positivas,2011-05-01,1,1
TIQUIPAYA,chagas viviendas,viviendas positivas,2011-05-01,3,3
TOCO,chagas viviendas,viviendas positivas,2011-05-01,4,4
TOLATA,chagas viviendas,viviendas positivas,2011-05-01,4,4
TOMAVE,chagas viviendas,viviendas positivas,2011-05-01,3,3
TORO TORO,chagas viviendas,viviendas positivas,2011-05-01,22,22
TOTORA(CBBA),chagas viviendas,viviendas positivas,2011-05-01,3,3
TRINIDAD,chagas viviendas,viviendas positivas,2011-05-01,10,10
TUPIZA,chagas viviendas,viviendas positivas,2011-05-01,4,4
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2011-05-01,5,5
VALLEGRANDE,chagas viviendas,viviendas positivas,2011-05-01,6,6
VILA VILA,chagas viviendas,viviendas positivas,2011-05-01,14,14
VILLA RIVERO,chagas viviendas,viviendas positivas,2011-05-01,1,1
VITICHI,chagas viviendas,viviendas positivas,2011-05-01,6,6
ZUDAÑEZ,chagas viviendas,viviendas positivas,2011-05-01,1,1
ACACIO,chagas viviendas,viviendas positivas,2011-06-01,3,3
AIQUILE,chagas viviendas,viviendas positivas,2011-06-01,21,21
ANZALDO,chagas viviendas,viviendas positivas,2011-06-01,8,8
ARAMPAMPA,chagas viviendas,viviendas positivas,2011-06-01,1,1
ARANI,chagas viviendas,viviendas positivas,2011-06-01,5,5
ARBIETO,chagas viviendas,viviendas positivas,2011-06-01,5,5
ARQUE,chagas viviendas,viviendas positivas,2011-06-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2011-06-01,2,2
BOYUIBE,chagas viviendas,viviendas positivas,2011-06-01,84,84
CAMARGO,chagas viviendas,viviendas positivas,2011-06-01,5,5
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas positivas,2011-06-01,6,6
CAPINOTA,chagas viviendas,viviendas positivas,2011-06-01,22,22
CHULUMANI (V. DE LA LIBERTAD),chagas viviendas,viviendas positivas,2011-06-01,5,5
CLIZA,chagas viviendas,viviendas positivas,2011-06-01,3,3
COCHABAMBA,chagas viviendas,viviendas positivas,2011-06-01,17,17
COLCAPIRHUA,chagas viviendas,viviendas positivas,2011-06-01,1,1
COMARAPA,chagas viviendas,viviendas positivas,2011-06-01,3,3
COROICO,chagas viviendas,viviendas positivas,2011-06-01,3,3
COTAGAITA,chagas viviendas,viviendas positivas,2011-06-01,18,18
EL TORNO,chagas viviendas,viviendas positivas,2011-06-01,4,4
GUTIERREZ,chagas viviendas,viviendas positivas,2011-06-01,69,69
HUACARETA,chagas viviendas,viviendas positivas,2011-06-01,27,27
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2011-06-01,7,7
INCAHUASI,chagas viviendas,viviendas positivas,2011-06-01,1,1
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas positivas,2011-06-01,1,1
LAGUNILLAS,chagas viviendas,viviendas positivas,2011-06-01,1,1
LAS CARRERAS,chagas viviendas,viviendas positivas,2011-06-01,21,21
LURIBAY,chagas viviendas,viviendas positivas,2011-06-01,6,6
MAIRANA,chagas viviendas,viviendas positivas,2011-06-01,3,3
MIZQUE,chagas viviendas,viviendas positivas,2011-06-01,57,57
MONTEAGUDO,chagas viviendas,viviendas positivas,2011-06-01,70,70
OMEREQUE,chagas viviendas,viviendas positivas,2011-06-01,14,14
PADCAYA,chagas viviendas,viviendas positivas,2011-06-01,1,1
PAMPA GRANDE,chagas viviendas,viviendas positivas,2011-06-01,8,8
POCONA,chagas viviendas,viviendas positivas,2011-06-01,2,2
POJO (CBBA),chagas viviendas,viviendas positivas,2011-06-01,11,11
POROMA,chagas viviendas,viviendas positivas,2011-06-01,4,4
PRESTO,chagas viviendas,viviendas positivas,2011-06-01,8,8
PUCARA,chagas viviendas,viviendas positivas,2011-06-01,1,1
PUNA,chagas viviendas,viviendas positivas,2011-06-01,1,1
PUNATA,chagas viviendas,viviendas positivas,2011-06-01,5,5
QUILLACOLLO,chagas viviendas,viviendas positivas,2011-06-01,15,15
QUIRUSILLAS,chagas viviendas,viviendas positivas,2011-06-01,2,2
ROBORE,chagas viviendas,viviendas positivas,2011-06-01,86,86
SACABA,chagas viviendas,viviendas positivas,2011-06-01,5,5
SAIPINA,chagas viviendas,viviendas positivas,2011-06-01,3,3
SAN BENITO,chagas viviendas,viviendas positivas,2011-06-01,3,3
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2011-06-01,6,6
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2011-06-01,5,5
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas positivas,2011-06-01,0,0
SANTIVAÑES,chagas viviendas,viviendas positivas,2011-06-01,41,41
SAPAHAQUI,chagas viviendas,viviendas positivas,2011-06-01,1,1
SICAYA,chagas viviendas,viviendas positivas,2011-06-01,2,2
SIPE SIPE,chagas viviendas,viviendas positivas,2011-06-01,14,14
TACOBAMBA,chagas viviendas,viviendas positivas,2011-06-01,10,10
TACOPAYA,chagas viviendas,viviendas positivas,2011-06-01,2,2
TAPACARI,chagas viviendas,viviendas positivas,2011-06-01,3,3
TIQUIPAYA,chagas viviendas,viviendas positivas,2011-06-01,1,1
TOCO,chagas viviendas,viviendas positivas,2011-06-01,4,4
TOMINA,chagas viviendas,viviendas positivas,2011-06-01,11,11
TOTORA(CBBA),chagas viviendas,viviendas positivas,2011-06-01,5,5
TRIGAL,chagas viviendas,viviendas positivas,2011-06-01,2,2
TRINIDAD,chagas viviendas,viviendas positivas,2011-06-01,11,11
TUPIZA,chagas viviendas,viviendas positivas,2011-06-01,5,5
VILA VILA,chagas viviendas,viviendas positivas,2011-06-01,13,13
VILLA CHARCAS,chagas viviendas,viviendas positivas,2011-06-01,20,20
VILLA MONTES,chagas viviendas,viviendas positivas,2011-06-01,1,1
VILLA RIVERO,chagas viviendas,viviendas positivas,2011-06-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2011-06-01,3,3
VITICHI,chagas viviendas,viviendas positivas,2011-06-01,1,1
YUNCHARA,chagas viviendas,viviendas positivas,2011-06-01,2,2
ZUDAÑEZ,chagas viviendas,viviendas positivas,2011-06-01,5,5
ACACIO,chagas viviendas,viviendas positivas,2011-07-01,4,4
AIQUILE,chagas viviendas,viviendas positivas,2011-07-01,8,8
ARAMPAMPA,chagas viviendas,viviendas positivas,2011-07-01,3,3
ARANI,chagas viviendas,viviendas positivas,2011-07-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2011-07-01,4,4
BOYUIBE,chagas viviendas,viviendas positivas,2011-07-01,2,2
CABEZAS,chagas viviendas,viviendas positivas,2011-07-01,14,14
"CAIZA ""D""",chagas viviendas,viviendas positivas,2011-07-01,9,9
CAMARGO,chagas viviendas,viviendas positivas,2011-07-01,17,17
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas positivas,2011-07-01,12,12
CAPINOTA,chagas viviendas,viviendas positivas,2011-07-01,31,31
CLIZA,chagas viviendas,viviendas positivas,2011-07-01,4,4
COCHABAMBA,chagas viviendas,viviendas positivas,2011-07-01,106,106
COTAGAITA,chagas viviendas,viviendas positivas,2011-07-01,4,4
CUATRO CAÑADAS,chagas viviendas,viviendas positivas,2011-07-01,24,24
CUEVO,chagas viviendas,viviendas positivas,2011-07-01,5,5
EL TORNO,chagas viviendas,viviendas positivas,2011-07-01,25,25
ENTRE RIOS TRJ,chagas viviendas,viviendas positivas,2011-07-01,8,8
GUTIERREZ,chagas viviendas,viviendas positivas,2011-07-01,26,26
HUACARETA,chagas viviendas,viviendas positivas,2011-07-01,55,55
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2011-07-01,25,25
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas positivas,2011-07-01,3,3
LAGUNILLAS,chagas viviendas,viviendas positivas,2011-07-01,14,14
LAS CARRERAS,chagas viviendas,viviendas positivas,2011-07-01,17,17
MAIRANA,chagas viviendas,viviendas positivas,2011-07-01,6,6
MIZQUE,chagas viviendas,viviendas positivas,2011-07-01,43,43
MOJOCOYA,chagas viviendas,viviendas positivas,2011-07-01,1,1
MONTEAGUDO,chagas viviendas,viviendas positivas,2011-07-01,5,5
MORO MORO,chagas viviendas,viviendas positivas,2011-07-01,22,22
OMEREQUE,chagas viviendas,viviendas positivas,2011-07-01,10,10
PADCAYA,chagas viviendas,viviendas positivas,2011-07-01,1,1
PALCA,chagas viviendas,viviendas positivas,2011-07-01,34,34
PAMPA GRANDE,chagas viviendas,viviendas positivas,2011-07-01,2,2
POCOATA,chagas viviendas,viviendas positivas,2011-07-01,10,10
POJO (CBBA),chagas viviendas,viviendas positivas,2011-07-01,10,10
POSTRER VALLE,chagas viviendas,viviendas positivas,2011-07-01,1,1
PRESTO,chagas viviendas,viviendas positivas,2011-07-01,1,1
PUNA,chagas viviendas,viviendas positivas,2011-07-01,12,12
PUNATA,chagas viviendas,viviendas positivas,2011-07-01,9,9
QUIRUSILLAS,chagas viviendas,viviendas positivas,2011-07-01,2,2
RAVELO,chagas viviendas,viviendas positivas,2011-07-01,7,7
SACABA,chagas viviendas,viviendas positivas,2011-07-01,10,10
SAIPINA,chagas viviendas,viviendas positivas,2011-07-01,1,1
SAMAIPATA,chagas viviendas,viviendas positivas,2011-07-01,7,7
SAN BENITO,chagas viviendas,viviendas positivas,2011-07-01,4,4
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2011-07-01,5,5
SAN LUCAS,chagas viviendas,viviendas positivas,2011-07-01,13,13
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2011-07-01,6,6
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas positivas,2011-07-01,0,0
SICAYA,chagas viviendas,viviendas positivas,2011-07-01,5,5
SIPE SIPE,chagas viviendas,viviendas positivas,2011-07-01,20,20
SUCRE,chagas viviendas,viviendas positivas,2011-07-01,2,2
TACOBAMBA,chagas viviendas,viviendas positivas,2011-07-01,9,9
TACOPAYA,chagas viviendas,viviendas positivas,2011-07-01,1,1
TAPACARI,chagas viviendas,viviendas positivas,2011-07-01,2,2
TOCO,chagas viviendas,viviendas positivas,2011-07-01,1,1
TOMAVE,chagas viviendas,viviendas positivas,2011-07-01,1,1
TOMINA,chagas viviendas,viviendas positivas,2011-07-01,9,9
TOTORA(CBBA),chagas viviendas,viviendas positivas,2011-07-01,7,7
TRIGAL,chagas viviendas,viviendas positivas,2011-07-01,8,8
TRINIDAD,chagas viviendas,viviendas positivas,2011-07-01,11,11
VILLA SERRANO,chagas viviendas,viviendas positivas,2011-07-01,15,15
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2011-07-01,5,5
VITICHI,chagas viviendas,viviendas positivas,2011-07-01,5,5
WARNES,chagas viviendas,viviendas positivas,2011-07-01,2,2
YAMPARAEZ,chagas viviendas,viviendas positivas,2011-07-01,86,86
YUNCHARA,chagas viviendas,viviendas positivas,2011-07-01,2,2
ZUDAÑEZ,chagas viviendas,viviendas positivas,2011-07-01,11,11
ALCALA,chagas viviendas,viviendas positivas,2011-08-01,1,1
ANZALDO,chagas viviendas,viviendas positivas,2011-08-01,8,8
ARAMPAMPA,chagas viviendas,viviendas positivas,2011-08-01,1,1
ARANI,chagas viviendas,viviendas positivas,2011-08-01,5,5
ARBIETO,chagas viviendas,viviendas positivas,2011-08-01,6,6
ARQUE,chagas viviendas,viviendas positivas,2011-08-01,8,8
BETANZOS,chagas viviendas,viviendas positivas,2011-08-01,23,23
CABEZAS,chagas viviendas,viviendas positivas,2011-08-01,4,4
"CAIZA ""D""",chagas viviendas,viviendas positivas,2011-08-01,5,5
CAMARGO,chagas viviendas,viviendas positivas,2011-08-01,20,20
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas positivas,2011-08-01,5,5
CAPINOTA,chagas viviendas,viviendas positivas,2011-08-01,32,32
CHARAGUA,chagas viviendas,viviendas positivas,2011-08-01,46,46
CHULUMANI (V. DE LA LIBERTAD),chagas viviendas,viviendas positivas,2011-08-01,17,17
CLIZA,chagas viviendas,viviendas positivas,2011-08-01,1,1
COCHABAMBA,chagas viviendas,viviendas positivas,2011-08-01,21,21
COLCAPIRHUA,chagas viviendas,viviendas positivas,2011-08-01,3,3
COMARAPA,chagas viviendas,viviendas positivas,2011-08-01,2,2
CORIPATA,chagas viviendas,viviendas positivas,2011-08-01,7,7
CUATRO CAÑADAS,chagas viviendas,viviendas positivas,2011-08-01,23,23
CUEVO,chagas viviendas,viviendas positivas,2011-08-01,33,33
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2011-08-01,4,4
EL TORNO,chagas viviendas,viviendas positivas,2011-08-01,7,7
ENTRE RIOS TRJ,chagas viviendas,viviendas positivas,2011-08-01,2,2
GUTIERREZ,chagas viviendas,viviendas positivas,2011-08-01,11,11
HUACARETA,chagas viviendas,viviendas positivas,2011-08-01,56,56
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2011-08-01,7,7
ICLA,chagas viviendas,viviendas positivas,2011-08-01,17,17
INCAHUASI,chagas viviendas,viviendas positivas,2011-08-01,50,50
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas positivas,2011-08-01,3,3
LAGUNILLAS,chagas viviendas,viviendas positivas,2011-08-01,8,8
LAS CARRERAS,chagas viviendas,viviendas positivas,2011-08-01,20,20
