municipality,group,variable,month,Viviendas Roceadas,TOTAL
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2011-08-01,13,13
VILA VILA,chagas viviendas,viviendas roceadas,2011-08-01,317,317
VILLA MONTES,chagas viviendas,viviendas roceadas,2011-08-01,198,198
VILLA RIVERO,chagas viviendas,viviendas roceadas,2011-08-01,2,2
VILLA SERRANO,chagas viviendas,viviendas roceadas,2011-08-01,131,131
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas roceadas,2011-08-01,135,135
VINTO,chagas viviendas,viviendas roceadas,2011-08-01,6,6
VITICHI,chagas viviendas,viviendas roceadas,2011-08-01,17,17
WARNES,chagas viviendas,viviendas roceadas,2011-08-01,7,7
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2011-08-01,46,46
AIQUILE,chagas viviendas,viviendas roceadas,2011-09-01,262,262
ANZALDO,chagas viviendas,viviendas roceadas,2011-09-01,2,2
ARAMPAMPA,chagas viviendas,viviendas roceadas,2011-09-01,38,38
ARANI,chagas viviendas,viviendas roceadas,2011-09-01,9,9
ARBIETO,chagas viviendas,viviendas roceadas,2011-09-01,16,16
ARQUE,chagas viviendas,viviendas roceadas,2011-09-01,16,16
BETANZOS,chagas viviendas,viviendas roceadas,2011-09-01,270,270
CAIROMA,chagas viviendas,viviendas roceadas,2011-09-01,14,14
"CAIZA ""D""",chagas viviendas,viviendas roceadas,2011-09-01,43,43
CAMARGO,chagas viviendas,viviendas roceadas,2011-09-01,30,30
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2011-09-01,12,12
CAPINOTA,chagas viviendas,viviendas roceadas,2011-09-01,64,64
CHARAGUA,chagas viviendas,viviendas roceadas,2011-09-01,59,59
CHULUMANI (V. DE LA LIBERTAD),chagas viviendas,viviendas roceadas,2011-09-01,14,14
CLIZA,chagas viviendas,viviendas roceadas,2011-09-01,3,3
COCHABAMBA,chagas viviendas,viviendas roceadas,2011-09-01,37,37
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2011-09-01,6,6
COMARAPA,chagas viviendas,viviendas roceadas,2011-09-01,49,49
CUATRO CAÑADAS,chagas viviendas,viviendas roceadas,2011-09-01,1176,1176
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2011-09-01,9,9
HUACARETA,chagas viviendas,viviendas roceadas,2011-09-01,4,4
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2011-09-01,99,99
ICLA,chagas viviendas,viviendas roceadas,2011-09-01,2,2
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas roceadas,2011-09-01,5,5
LAS CARRERAS,chagas viviendas,viviendas roceadas,2011-09-01,51,51
LURIBAY,chagas viviendas,viviendas roceadas,2011-09-01,52,52
MACHARETI,chagas viviendas,viviendas roceadas,2011-09-01,130,130
MAIRANA,chagas viviendas,viviendas roceadas,2011-09-01,378,378
MIZQUE,chagas viviendas,viviendas roceadas,2011-09-01,374,374
MOJOCOYA,chagas viviendas,viviendas roceadas,2011-09-01,73,73
MONTEAGUDO,chagas viviendas,viviendas roceadas,2011-09-01,54,54
MORO MORO,chagas viviendas,viviendas roceadas,2011-09-01,81,81
OMEREQUE,chagas viviendas,viviendas roceadas,2011-09-01,460,460
PADCAYA,chagas viviendas,viviendas roceadas,2011-09-01,6,6
PAMPA GRANDE,chagas viviendas,viviendas roceadas,2011-09-01,61,61
PASORAPA,chagas viviendas,viviendas roceadas,2011-09-01,17,17
POCOATA,chagas viviendas,viviendas roceadas,2011-09-01,340,340
POJO (CBBA),chagas viviendas,viviendas roceadas,2011-09-01,451,451
PRESTO,chagas viviendas,viviendas roceadas,2011-09-01,17,17
PUCARA,chagas viviendas,viviendas roceadas,2011-09-01,3,3
PUNA,chagas viviendas,viviendas roceadas,2011-09-01,251,251
PUNATA,chagas viviendas,viviendas roceadas,2011-09-01,5,5
ROBORE,chagas viviendas,viviendas roceadas,2011-09-01,72,72
SACABA,chagas viviendas,viviendas roceadas,2011-09-01,34,34
SACABAMBA,chagas viviendas,viviendas roceadas,2011-09-01,1,1
SAIPINA,chagas viviendas,viviendas roceadas,2011-09-01,20,20
SAMAIPATA,chagas viviendas,viviendas roceadas,2011-09-01,20,20
SAN BENITO,chagas viviendas,viviendas roceadas,2011-09-01,15,15
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2011-09-01,8,8
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2011-09-01,479,479
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas roceadas,2011-09-01,0,0
SANTIVAÑES,chagas viviendas,viviendas roceadas,2011-09-01,4,4
SICAYA,chagas viviendas,viviendas roceadas,2011-09-01,14,14
SOPACHUY,chagas viviendas,viviendas roceadas,2011-09-01,12,12
TAPACARI,chagas viviendas,viviendas roceadas,2011-09-01,4,4
TARABUCO,chagas viviendas,viviendas roceadas,2011-09-01,34,34
TARIJA,chagas viviendas,viviendas roceadas,2011-09-01,20,20
TOCO,chagas viviendas,viviendas roceadas,2011-09-01,1,1
TOLATA,chagas viviendas,viviendas roceadas,2011-09-01,1,1
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2011-09-01,4,4
TUPIZA,chagas viviendas,viviendas roceadas,2011-09-01,166,166
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2011-09-01,13,13
VILA VILA,chagas viviendas,viviendas roceadas,2011-09-01,18,18
VILLA RIVERO,chagas viviendas,viviendas roceadas,2011-09-01,7,7
VILLA SERRANO,chagas viviendas,viviendas roceadas,2011-09-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas roceadas,2011-09-01,95,95
VILLAZON,chagas viviendas,viviendas roceadas,2011-09-01,236,236
VITICHI,chagas viviendas,viviendas roceadas,2011-09-01,18,18
YACUIBA,chagas viviendas,viviendas roceadas,2011-09-01,103,103
YAMPARAEZ,chagas viviendas,viviendas roceadas,2011-09-01,110,110
YANACACHI,chagas viviendas,viviendas roceadas,2011-09-01,3,3
YUNCHARA,chagas viviendas,viviendas roceadas,2011-09-01,37,37
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2011-09-01,9,9
ACACIO,chagas viviendas,viviendas roceadas,2011-10-01,10,10
AIQUILE,chagas viviendas,viviendas roceadas,2011-10-01,54,54
ARAMPAMPA,chagas viviendas,viviendas roceadas,2011-10-01,16,16
ARBIETO,chagas viviendas,viviendas roceadas,2011-10-01,14,14
ARQUE,chagas viviendas,viviendas roceadas,2011-10-01,16,16
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2011-10-01,6,6
AZURDUY,chagas viviendas,viviendas roceadas,2011-10-01,14,14
BOYUIBE,chagas viviendas,viviendas roceadas,2011-10-01,70,70
CABEZAS,chagas viviendas,viviendas roceadas,2011-10-01,150,150
CAMARGO,chagas viviendas,viviendas roceadas,2011-10-01,8,8
CAPINOTA,chagas viviendas,viviendas roceadas,2011-10-01,38,38
CHULUMANI (V. DE LA LIBERTAD),chagas viviendas,viviendas roceadas,2011-10-01,7,7
CLIZA,chagas viviendas,viviendas roceadas,2011-10-01,10,10
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2011-10-01,17,17
COLQUECHACA,chagas viviendas,viviendas roceadas,2011-10-01,61,61
COMARAPA,chagas viviendas,viviendas roceadas,2011-10-01,153,153
CORIPATA,chagas viviendas,viviendas roceadas,2011-10-01,15,15
COTAGAITA,chagas viviendas,viviendas roceadas,2011-10-01,426,426
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas roceadas,2011-10-01,6,6
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2011-10-01,8,8
EL VILLAR,chagas viviendas,viviendas roceadas,2011-10-01,167,167
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2011-10-01,4,4
HUACARETA,chagas viviendas,viviendas roceadas,2011-10-01,37,37
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2011-10-01,10,10
ICLA,chagas viviendas,viviendas roceadas,2011-10-01,25,25
INCAHUASI,chagas viviendas,viviendas roceadas,2011-10-01,183,183
LURIBAY,chagas viviendas,viviendas roceadas,2011-10-01,39,39
MAIRANA,chagas viviendas,viviendas roceadas,2011-10-01,31,31
MIZQUE,chagas viviendas,viviendas roceadas,2011-10-01,226,226
MOJOCOYA,chagas viviendas,viviendas roceadas,2011-10-01,36,36
MONTEAGUDO,chagas viviendas,viviendas roceadas,2011-10-01,233,233
OMEREQUE,chagas viviendas,viviendas roceadas,2011-10-01,116,116
PADCAYA,chagas viviendas,viviendas roceadas,2011-10-01,13,13
PAMPA GRANDE,chagas viviendas,viviendas roceadas,2011-10-01,29,29
PASORAPA,chagas viviendas,viviendas roceadas,2011-10-01,19,19
POJO (CBBA),chagas viviendas,viviendas roceadas,2011-10-01,292,292
POROMA,chagas viviendas,viviendas roceadas,2011-10-01,16,16
POSTRER VALLE,chagas viviendas,viviendas roceadas,2011-10-01,2,2
PRESTO,chagas viviendas,viviendas roceadas,2011-10-01,24,24
QUILLACOLLO,chagas viviendas,viviendas roceadas,2011-10-01,1,1
RAVELO,chagas viviendas,viviendas roceadas,2011-10-01,8,8
ROBORE,chagas viviendas,viviendas roceadas,2011-10-01,28,28
SACABA,chagas viviendas,viviendas roceadas,2011-10-01,32,32
SACABAMBA,chagas viviendas,viviendas roceadas,2011-10-01,6,6
SAN BENITO,chagas viviendas,viviendas roceadas,2011-10-01,11,11
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2011-10-01,40,40
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas roceadas,2011-10-01,0,0
SANTIVAÑES,chagas viviendas,viviendas roceadas,2011-10-01,174,174
SICAYA,chagas viviendas,viviendas roceadas,2011-10-01,23,23
SOPACHUY,chagas viviendas,viviendas roceadas,2011-10-01,12,12
SUCRE,chagas viviendas,viviendas roceadas,2011-10-01,233,233
TACOPAYA,chagas viviendas,viviendas roceadas,2011-10-01,2,2
TAPACARI,chagas viviendas,viviendas roceadas,2011-10-01,8,8
TARABUCO,chagas viviendas,viviendas roceadas,2011-10-01,211,211
TARATA,chagas viviendas,viviendas roceadas,2011-10-01,5,5
TIQUIPAYA,chagas viviendas,viviendas roceadas,2011-10-01,8,8
TOLATA,chagas viviendas,viviendas roceadas,2011-10-01,2,2
TOMAVE,chagas viviendas,viviendas roceadas,2011-10-01,2,2
TORO TORO,chagas viviendas,viviendas roceadas,2011-10-01,64,64
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2011-10-01,4,4
TUPIZA,chagas viviendas,viviendas roceadas,2011-10-01,4,4
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2011-10-01,23,23
VALLEGRANDE,chagas viviendas,viviendas roceadas,2011-10-01,224,224
VILA VILA,chagas viviendas,viviendas roceadas,2011-10-01,142,142
VILLA RIVERO,chagas viviendas,viviendas roceadas,2011-10-01,3,3
VILLA SERRANO,chagas viviendas,viviendas roceadas,2011-10-01,83,83
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas roceadas,2011-10-01,178,178
VILLAZON,chagas viviendas,viviendas roceadas,2011-10-01,1,1
VINTO,chagas viviendas,viviendas roceadas,2011-10-01,2,2
VITICHI,chagas viviendas,viviendas roceadas,2011-10-01,6,6
YACUIBA,chagas viviendas,viviendas roceadas,2011-10-01,146,146
YANACACHI,chagas viviendas,viviendas roceadas,2011-10-01,8,8
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2011-10-01,20,20
ACACIO,chagas viviendas,viviendas roceadas,2011-11-01,61,61
AIQUILE,chagas viviendas,viviendas roceadas,2011-11-01,333,333
ANZALDO,chagas viviendas,viviendas roceadas,2011-11-01,113,113
ARAMPAMPA,chagas viviendas,viviendas roceadas,2011-11-01,120,120
ARQUE,chagas viviendas,viviendas roceadas,2011-11-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2011-11-01,8,8
BETANZOS,chagas viviendas,viviendas roceadas,2011-11-01,254,254
CABEZAS,chagas viviendas,viviendas roceadas,2011-11-01,420,420
CAJUATA,chagas viviendas,viviendas roceadas,2011-11-01,5,5
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2011-11-01,9,9
CAMIRI,chagas viviendas,viviendas roceadas,2011-11-01,15,15
CAPINOTA,chagas viviendas,viviendas roceadas,2011-11-01,31,31
CHARAGUA,chagas viviendas,viviendas roceadas,2011-11-01,158,158
CKOCHAS,chagas viviendas,viviendas roceadas,2011-11-01,34,34
CLIZA,chagas viviendas,viviendas roceadas,2011-11-01,6,6
COCHABAMBA,chagas viviendas,viviendas roceadas,2011-11-01,76,76
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2011-11-01,3,3
COLQUECHACA,chagas viviendas,viviendas roceadas,2011-11-01,110,110
COMARAPA,chagas viviendas,viviendas roceadas,2011-11-01,358,358
CORIPATA,chagas viviendas,viviendas roceadas,2011-11-01,24,24
COTAGAITA,chagas viviendas,viviendas roceadas,2011-11-01,56,56
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas roceadas,2011-11-01,4,4
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2011-11-01,4,4
EL VILLAR,chagas viviendas,viviendas roceadas,2011-11-01,106,106
GUTIERREZ,chagas viviendas,viviendas roceadas,2011-11-01,549,549
HUACARETA,chagas viviendas,viviendas roceadas,2011-11-01,20,20
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2011-11-01,31,31
ICLA,chagas viviendas,viviendas roceadas,2011-11-01,22,22
INCAHUASI,chagas viviendas,viviendas roceadas,2011-11-01,33,33
LURIBAY,chagas viviendas,viviendas roceadas,2011-11-01,10,10
MAIRANA,chagas viviendas,viviendas roceadas,2011-11-01,10,10
MONTEAGUDO,chagas viviendas,viviendas roceadas,2011-11-01,508,508
MOROCHATA,chagas viviendas,viviendas roceadas,2011-11-01,2,2
OMEREQUE,chagas viviendas,viviendas roceadas,2011-11-01,232,232
PADCAYA,chagas viviendas,viviendas roceadas,2011-11-01,8,8
PASORAPA,chagas viviendas,viviendas roceadas,2011-11-01,254,254
POCOATA,chagas viviendas,viviendas roceadas,2011-11-01,376,376
POCONA,chagas viviendas,viviendas roceadas,2011-11-01,5,5
POJO (CBBA),chagas viviendas,viviendas roceadas,2011-11-01,159,159
POROMA,chagas viviendas,viviendas roceadas,2011-11-01,45,45
PRESTO,chagas viviendas,viviendas roceadas,2011-11-01,44,44
QUIRUSILLAS,chagas viviendas,viviendas roceadas,2011-11-01,26,26
RAVELO,chagas viviendas,viviendas roceadas,2011-11-01,152,152
ROBORE,chagas viviendas,viviendas roceadas,2011-11-01,33,33
SACABA,chagas viviendas,viviendas roceadas,2011-11-01,45,45
SACABAMBA,chagas viviendas,viviendas roceadas,2011-11-01,6,6
SAN BENITO,chagas viviendas,viviendas roceadas,2011-11-01,17,17
SAN JULIAN,chagas viviendas,viviendas roceadas,2011-11-01,70,70
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2011-11-01,2,2
SAN LUCAS,chagas viviendas,viviendas roceadas,2011-11-01,17,17
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas roceadas,2011-11-01,0,0
SANTIVAÑES,chagas viviendas,viviendas roceadas,2011-11-01,123,123
SICAYA,chagas viviendas,viviendas roceadas,2011-11-01,4,4
SOPACHUY,chagas viviendas,viviendas roceadas,2011-11-01,10,10
SUCRE,chagas viviendas,viviendas roceadas,2011-11-01,70,70
TACOPAYA,chagas viviendas,viviendas roceadas,2011-11-01,5,5
TAPACARI,chagas viviendas,viviendas roceadas,2011-11-01,3,3
TARABUCO,chagas viviendas,viviendas roceadas,2011-11-01,265,265
TARATA,chagas viviendas,viviendas roceadas,2011-11-01,4,4
TIQUIPAYA,chagas viviendas,viviendas roceadas,2011-11-01,4,4
TOMAVE,chagas viviendas,viviendas roceadas,2011-11-01,5,5
TOMINA,chagas viviendas,viviendas roceadas,2011-11-01,99,99
TORO TORO,chagas viviendas,viviendas roceadas,2011-11-01,475,475
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2011-11-01,4,4
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2011-11-01,36,36
VALLEGRANDE,chagas viviendas,viviendas roceadas,2011-11-01,154,154
VILLA SERRANO,chagas viviendas,viviendas roceadas,2011-11-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas roceadas,2011-11-01,250,250
VINTO,chagas viviendas,viviendas roceadas,2011-11-01,3,3
VITICHI,chagas viviendas,viviendas roceadas,2011-11-01,8,8
WARNES,chagas viviendas,viviendas roceadas,2011-11-01,7,7
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2011-11-01,21,21
AIQUILE,chagas viviendas,viviendas roceadas,2011-12-01,132,132
ALCALA,chagas viviendas,viviendas roceadas,2011-12-01,27,27
ANZALDO,chagas viviendas,viviendas roceadas,2011-12-01,51,51
ARAMPAMPA,chagas viviendas,viviendas roceadas,2011-12-01,116,116
ARANI,chagas viviendas,viviendas roceadas,2011-12-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2011-12-01,6,6
AZURDUY,chagas viviendas,viviendas roceadas,2011-12-01,17,17
CAJUATA,chagas viviendas,viviendas roceadas,2011-12-01,4,4
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2011-12-01,5,5
CAMIRI,chagas viviendas,viviendas roceadas,2011-12-01,8,8
CAPINOTA,chagas viviendas,viviendas roceadas,2011-12-01,28,28
CKOCHAS,chagas viviendas,viviendas roceadas,2011-12-01,336,336
CLIZA,chagas viviendas,viviendas roceadas,2011-12-01,10,10
COCHABAMBA,chagas viviendas,viviendas roceadas,2011-12-01,9,9
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2011-12-01,9,9
CORIPATA,chagas viviendas,viviendas roceadas,2011-12-01,6,6
COTAGAITA,chagas viviendas,viviendas roceadas,2011-12-01,28,28
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas roceadas,2011-12-01,5,5
EL VILLAR,chagas viviendas,viviendas roceadas,2011-12-01,47,47
LA GUARDIA,chagas viviendas,viviendas roceadas,2011-12-01,46,46
LICOMA PAMPA,chagas viviendas,viviendas roceadas,2011-12-01,2,2
MIZQUE,chagas viviendas,viviendas roceadas,2011-12-01,48,48
MOJOCOYA,chagas viviendas,viviendas roceadas,2011-12-01,7,7
MONTEAGUDO,chagas viviendas,viviendas roceadas,2011-12-01,287,287
NUEVO MANOA (NUEVA ESPERANZA),chagas viviendas,viviendas roceadas,2011-12-01,85,85
PASORAPA,chagas viviendas,viviendas roceadas,2011-12-01,1,1
POCOATA,chagas viviendas,viviendas roceadas,2011-12-01,340,340
POCONA,chagas viviendas,viviendas roceadas,2011-12-01,2,2
POJO (CBBA),chagas viviendas,viviendas roceadas,2011-12-01,84,84
PUNA,chagas viviendas,viviendas roceadas,2011-12-01,176,176
QUIRUSILLAS,chagas viviendas,viviendas roceadas,2011-12-01,18,18
RAVELO,chagas viviendas,viviendas roceadas,2011-12-01,220,220
SACABA,chagas viviendas,viviendas roceadas,2011-12-01,28,28
SACABAMBA,chagas viviendas,viviendas roceadas,2011-12-01,11,11
SAN BENITO,chagas viviendas,viviendas roceadas,2011-12-01,11,11
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2011-12-01,22,22
SAN LUCAS,chagas viviendas,viviendas roceadas,2011-12-01,44,44
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2011-12-01,154,154
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas roceadas,2011-12-01,0,0
SANTIVAÑES,chagas viviendas,viviendas roceadas,2011-12-01,30,30
SICAYA,chagas viviendas,viviendas roceadas,2011-12-01,10,10
SIPE SIPE,chagas viviendas,viviendas roceadas,2011-12-01,20,20
SOPACHUY,chagas viviendas,viviendas roceadas,2011-12-01,17,17
SUCRE,chagas viviendas,viviendas roceadas,2011-12-01,312,312
TAPACARI,chagas viviendas,viviendas roceadas,2011-12-01,6,6
TARABUCO,chagas viviendas,viviendas roceadas,2011-12-01,15,15
TARIJA,chagas viviendas,viviendas roceadas,2011-12-01,42,42
TOMAVE,chagas viviendas,viviendas roceadas,2011-12-01,14,14
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2011-12-01,7,7
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2011-12-01,10,10
VALLEGRANDE,chagas viviendas,viviendas roceadas,2011-12-01,27,27
VILLA CHARCAS,chagas viviendas,viviendas roceadas,2011-12-01,47,47
VILLA MONTES,chagas viviendas,viviendas roceadas,2011-12-01,2,2
VILLAZON,chagas viviendas,viviendas roceadas,2011-12-01,89,89
VINTO,chagas viviendas,viviendas roceadas,2011-12-01,4,4
VITICHI,chagas viviendas,viviendas roceadas,2011-12-01,2,2
WARNES,chagas viviendas,viviendas roceadas,2011-12-01,2,2
YAMPARAEZ,chagas viviendas,viviendas roceadas,2011-12-01,96,96
YUNCHARA,chagas viviendas,viviendas roceadas,2011-12-01,1,1
