municipality,group,variable,month,Mujeres con primer control post parto,TOTAL
TARABUCO,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,31,31
TARACO,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,7,7
TARATA,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,11,11
TARIJA,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,222,222
TARVITA,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,23,23
TEOPONTE,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,8,8
TIAWANACU,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,14,14
TINGUIPAYA,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,19,19
TIPUANI,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,27,27
TIQUIPAYA,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,124,124
TIRAQUE (CBBA),atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,18,18
TITO YUPANQUI (PARQUIPUJIO),atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,2,2
TOCO,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,3,3
TOLEDO,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,6,6
TOMAVE,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,10,10
TOMINA,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,11,11
TORO TORO,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,1,1
TOTORA(CBBA),atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,6,6
TOTORA(ORR),atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,7,7
TRIGAL,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,1,1
TRINIDAD,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,245,245
TUPIZA,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,49,49
TURCO,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,2,2
UMALA,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,9,9
UNCIA,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,15,15
URIONDO (A. CONCEPCION),atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,8,8
URUBICHA,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,9,9
UYUNI,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,14,14
VACAS,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,9,9
VALLEGRANDE,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,24,24
VIACHA,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,56,56
VILA VILA,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,7,7
VILLA CHARCAS,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,19,19
VILLA MONTES,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,27,27
VILLA RIVERO,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,5,5
VILLA SERRANO,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,10,10
VILLA TUNARI,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,160,160
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,8,8
VILLAZON,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,61,61
VINTO,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,44,44
VITICHI,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,2,2
WALDO BALLIVIAN,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,2,2
WARNES,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,34,34
YACO,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,12,12
YACUIBA,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,87,87
YAMPARAEZ,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,9,9
YANACACHI,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,4,4
YAPACANI,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,77,77
YOCALLA,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,3,3
YOTALA,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,9,9
YUNCHARA,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,7,7
ZUDAÑEZ,atencion de partos en servicios,mujeres con primer control post parto,2012-07-01,9,9
ACACIO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,4,4
ACHACACHI,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,45,45
ACHOCALLA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,10,10
AIQUILE,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,20,20
ALALAY,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,3,3
ALCALA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,3,3
ALTO BENI,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,8,8
ANCORAIMES,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,11,11
ANDAMARCA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,4,4
ANTEQUERA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,6,6
ANZALDO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,1,1
APOLO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,29,29
ARAMPAMPA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,7,7
ARANI,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,9,9
ARBIETO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,15,15
ARQUE,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,23,23
ASCENCION DE GUARAYOS,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,52,52
ATOCHA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,11,11
AUCAPATA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,6,6
AYATA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,8,8
AYO AYO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,18,18
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,14,14
AZURDUY,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,18,18
BATALLAS,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,16,16
BAURES,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,5,5
BELEN DE ANDAMARCA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,2,2
BELLA FLOR,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,2,2
BERMEJO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,40,40
BETANZOS,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,48,48
BOLIVAR,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,13,13
BOLPEBRA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,1,1
BUENA VISTA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,4,4
CABEZAS,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,15,15
CAIROMA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,10,10
"CAIZA ""D""",atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,11,11
CAJUATA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,10,10
CALACOTO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,8,8
CALAMARCA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,14,14
CAMARGO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,26,26
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,1,1
CAMIRI,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,30,30
CAPINOTA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,23,23
CAQUIAVIRI,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,5,5
CARACOLLO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,17,17
CARANAVI,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,113,113
CARAPARI,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,16,16
CARIPUYO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,18,18
CARMEN RIVERO TORREZ,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,6,6
CATACORA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,1,1
CHACARILLA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,1,1
CHALLAPATA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,63,63
CHAQUI,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,10,10
CHARAGUA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,31,31
CHARAÑA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,1,1
CHAYANTA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,21,21
CHIMORE,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,18,18
CHIPAYA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,22,22
CHUMA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,4,4
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,12,12
CKOCHAS,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,32,32
CLIZA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,19,19
COBIJA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,36,36
COCAPATA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,14,14
COCHABAMBA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,495,495
COLCAPIRHUA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,47,47
"COLCHA ""K""",atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,6,6
COLLANA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,1,1
COLOMI,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,28,28
COLPA BELGICA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,5,5
COLQUECHACA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,56,56
COLQUENCHA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,11,11
COLQUIRI,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,37,37
COMANCHE,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,3,3
COMARAPA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,40,40
COMBAYA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,6,6
CONCEPCION,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,3,3
COPACABANA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,10,10
CORIPATA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,13,13
CORO CORO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,9,9
COROICO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,11,11
CORQUE,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,4,4
COTAGAITA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,12,12
COTOCA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,72,72
CUATRO CAÑADAS,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,17,17
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,2,2
CUEVO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,4,4
CULPINA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,10,10
CURAHUARA DE CARANGAS,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,7,7
CURVA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,6,6
DESAGUADERO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,7,7
EL ALTO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,659,659
EL CHORO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,7,7
EL PUENTE(STC),atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,17,17
EL PUENTE(TJA),atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,6,6
EL TORNO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,44,44
EL VILLAR,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,3,3
ENTRE RIOS TRJ,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,21,21
ENTRE RIOS CBBA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,12,12
ESCOMA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,7,7
EUCALIPTUS,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,8,8
EXALTACION,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,4,4
FERNANDEZ ALONSO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,9,9
GENERAL SAAVEDRA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,7,7
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,8,8
GUANAY,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,22,22
GUAQUI,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,5,5
GUAYARAMERIN,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,14,14
GUTIERREZ,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,15,15
HUACARETA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,6,6
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,3,3
HUANUNI,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,35,35
HUARACAJE,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,1,1
HUARINA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,7,7
HUAYLLAMARCA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,3,3
HUMANATA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,2,2
ICHOCA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,2,2
ICLA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,16,16
INCAHUASI,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,15,15
INQUISIVI,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,15,15
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,14,14
IXIAMAS,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,4,4
JESUS DE MACHACA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,16,16
LA ASUNTA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,38,38
LA GUARDIA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,45,45
LA PAZ,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,1257,1257
LAGUNILLAS,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,12,12
LAJA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,23,23
LAS CARRERAS,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,6,6
LICOMA PAMPA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,1,1
LLALLAGUA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,31,31
LLICA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,3,3
LORETO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,1,1
LURIBAY,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,10,10
MACHACAMARCA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,10,10
MACHARETI,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,2,2
MAGDALENA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,18,18
MAIRANA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,21,21
MALLA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,5,5
MAPIRI,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,26,26
MECAPACA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,6,6
MINEROS,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,6,6
MIZQUE,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,27,27
MOCOMOCO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,16,16
MOJINETE,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,1,1
MOJOCOYA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,10,10
MONTEAGUDO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,30,30
MONTERO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,105,105
MORO MORO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,3,3
MOROCHATA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,20,20
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,4,4
OCURI,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,22,22
OKINAWA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,19,19
OMEREQUE,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,2,2
ORURO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,568,568
PADCAYA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,15,15
PADILLA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,21,21
PAILON,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,18,18
PALCA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,15,15
PALOS BLANCOS,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,30,30
PAMPA AULLAGAS,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,5,5
PAMPA GRANDE,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,9,9
PAPEL PAMPA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,9,9
PASORAPA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,1,1
PATACAMAYA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,21,21
PAZÑA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,7,7
PELECHUCO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,10,10
POCOATA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,48,48
POCONA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,17,17
POJO (CBBA),atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,6,6
POOPO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,8,8
PORCO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,14,14
POROMA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,41,41
PORONGO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,10,10
PORTACHUELO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,47,47
POSTRER VALLE,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,1,1
POTOSI,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,306,306
PRESTO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,16,16
PUCARANI,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,38,38
PUERTO ACOSTA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,24,24
PUERTO CARABUCO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,20,20
PUERTO GONZALO MORENO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,3,3
PUERTO PEREZ,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,13,13
PUERTO QUIJARRO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,11,11
PUERTO RICO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,1,1
PUERTO SILES,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,40,40
PUERTO VILLARROEL,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,55,55
PUNA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,23,23
PUNATA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,27,27
QUIABAYA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,2,2
QUILLACOLLO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,390,390
QUIME,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,14,14
QUIRUSILLAS,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,1,1
RAVELO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,30,30
REYES,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,24,24
RIBERALTA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,18,18
ROBORE,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,8,8
RURRENABAQUE,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,5,5
SABAYA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,3,3
SACABA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,187,187
SACABAMBA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,2,2
SACACA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,25,25
SAIPINA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,7,7
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,15,15
SAMAIPATA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,3,3
SAN AGUSTIN,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,2,2
SAN ANDRES,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,4,4
SAN ANDRES DE MACHACA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,7,7
SAN ANTONIO DE ESMORUCO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,9,9
SAN BENITO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,7,7
SAN BORJA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,82,82
SAN BUENA VENTURA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,21,21
SAN CARLOS,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,41,41
SAN IGNACIO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,27,27
SAN IGNACIO DE VELASCO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,60,60
SAN JAVIER(BNI),atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,3,3
SAN JAVIER(STC),atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,28,28
SAN JOAQUIN,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,10,10
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,37,37
SAN JUAN DE YAPACANI,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,11,11
SAN JULIAN,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,65,65
SAN LORENZO(PND),atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,6,6
SAN LORENZO(TJA),atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,20,20
SAN LUCAS,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,51,51
SAN MATIAS,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,24,24
SAN MIGUEL DE VELASCO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,21,21
SAN PABLO DE LIPEZ,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,4,4
SAN PEDRO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,10,10
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,27,27
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,5,5
SAN PEDRO DE TIQUINA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,1,1
SAN RAFAEL,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,6,6
SAN RAMON BENI,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,6,6
SAN RAMON SCZ,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,19,19
SANTA ANA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,45,45
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,1701,1701
SANTA ROSA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,2,2
SANTA ROSA DEL SARA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,19,19
SANTIAGO DE CALLAPA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,5,5
SANTIAGO DE HUARI,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,10,10
SANTIAGO DE HUATA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,6,6
SANTIAGO DE MACHACA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,5,5
SANTIVAÑES,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,4,4
SANTUARIO DE QUILLACAS,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,6,6
SAPAHAQUI,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,11,11
SENA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,4,4
SHINAOTA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,30,30
SICA SICA (VILLA AROMA),atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,21,21
SICAYA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,4,4
SIPE SIPE,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,31,31
SOPACHUY,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,7,7
SORACACHI,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,26,26
SORATA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,12,12
SUCRE,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,313,313
TACACOMA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,9,9
TACOBAMBA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,13,13
TACOPAYA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,13,13
TAPACARI,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,39,39
TARABUCO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,33,33
TARACO,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,7,7
TARATA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,6,6
TARIJA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,212,212
TARVITA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,28,28
TEOPONTE,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,8,8
TIAWANACU,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,14,14
TINGUIPAYA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,18,18
TIPUANI,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,14,14
TIQUIPAYA,atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,108,108
TIRAQUE (CBBA),atencion de partos en servicios,mujeres con primer control post parto,2012-08-01,22,22
