municipality,group,variable,month,Primer Control Post Parto,TOTAL
BELLA FLOR,atencion de partos en servicios,primer control post parto,2021-09-01,1,1
BERMEJO,atencion de partos en servicios,primer control post parto,2021-09-01,13,13
BETANZOS,atencion de partos en servicios,primer control post parto,2021-09-01,12,12
BOLIVAR,atencion de partos en servicios,primer control post parto,2021-09-01,7,7
BOYUIBE,atencion de partos en servicios,primer control post parto,2021-09-01,8,8
BUENA VISTA,atencion de partos en servicios,primer control post parto,2021-09-01,13,13
CABEZAS,atencion de partos en servicios,primer control post parto,2021-09-01,5,5
CAIROMA,atencion de partos en servicios,primer control post parto,2021-09-01,4,4
"CAIZA ""D""",atencion de partos en servicios,primer control post parto,2021-09-01,6,6
CAJUATA,atencion de partos en servicios,primer control post parto,2021-09-01,2,2
CAMARGO,atencion de partos en servicios,primer control post parto,2021-09-01,14,14
CAMIRI,atencion de partos en servicios,primer control post parto,2021-09-01,8,8
CAPINOTA,atencion de partos en servicios,primer control post parto,2021-09-01,6,6
CARACOLLO,atencion de partos en servicios,primer control post parto,2021-09-01,13,13
CARANAVI,atencion de partos en servicios,primer control post parto,2021-09-01,77,77
CARAPARI,atencion de partos en servicios,primer control post parto,2021-09-01,6,6
CARIPUYO,atencion de partos en servicios,primer control post parto,2021-09-01,1,1
CHALLAPATA,atencion de partos en servicios,primer control post parto,2021-09-01,3,3
CHAQUI,atencion de partos en servicios,primer control post parto,2021-09-01,7,7
CHARAGUA,atencion de partos en servicios,primer control post parto,2021-09-01,23,23
CHAYANTA,atencion de partos en servicios,primer control post parto,2021-09-01,5,5
CHIMORE,atencion de partos en servicios,primer control post parto,2021-09-01,15,15
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,primer control post parto,2021-09-01,3,3
CKOCHAS,atencion de partos en servicios,primer control post parto,2021-09-01,6,6
CLIZA,atencion de partos en servicios,primer control post parto,2021-09-01,17,17
COBIJA,atencion de partos en servicios,primer control post parto,2021-09-01,4,4
COCHABAMBA,atencion de partos en servicios,primer control post parto,2021-09-01,593,593
COLCAPIRHUA,atencion de partos en servicios,primer control post parto,2021-09-01,16,16
"COLCHA ""K""",atencion de partos en servicios,primer control post parto,2021-09-01,2,2
COLOMI,atencion de partos en servicios,primer control post parto,2021-09-01,29,29
COLPA BELGICA,atencion de partos en servicios,primer control post parto,2021-09-01,2,2
COLQUECHACA,atencion de partos en servicios,primer control post parto,2021-09-01,15,15
COMANCHE,atencion de partos en servicios,primer control post parto,2021-09-01,2,2
COMARAPA,atencion de partos en servicios,primer control post parto,2021-09-01,3,3
CONCEPCION,atencion de partos en servicios,primer control post parto,2021-09-01,39,39
COPACABANA,atencion de partos en servicios,primer control post parto,2021-09-01,2,2
CORIPATA,atencion de partos en servicios,primer control post parto,2021-09-01,18,18
COROICO,atencion de partos en servicios,primer control post parto,2021-09-01,25,25
CORQUE,atencion de partos en servicios,primer control post parto,2021-09-01,1,1
COTAGAITA,atencion de partos en servicios,primer control post parto,2021-09-01,1,1
COTOCA,atencion de partos en servicios,primer control post parto,2021-09-01,8,8
CUATRO CAÑADAS,atencion de partos en servicios,primer control post parto,2021-09-01,6,6
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,primer control post parto,2021-09-01,1,1
CUEVO,atencion de partos en servicios,primer control post parto,2021-09-01,2,2
CULPINA,atencion de partos en servicios,primer control post parto,2021-09-01,14,14
EL ALTO,atencion de partos en servicios,primer control post parto,2021-09-01,350,350
EL PUENTE(STC),atencion de partos en servicios,primer control post parto,2021-09-01,4,4
EL PUENTE(TJA),atencion de partos en servicios,primer control post parto,2021-09-01,13,13
EL TORNO,atencion de partos en servicios,primer control post parto,2021-09-01,8,8
EL VILLAR,atencion de partos en servicios,primer control post parto,2021-09-01,2,2
ENTRE RIOS TRJ,atencion de partos en servicios,primer control post parto,2021-09-01,9,9
ENTRE RIOS CBBA,atencion de partos en servicios,primer control post parto,2021-09-01,11,11
ESCOMA,atencion de partos en servicios,primer control post parto,2021-09-01,6,6
FERNANDEZ ALONSO,atencion de partos en servicios,primer control post parto,2021-09-01,21,21
FILADELFIA,atencion de partos en servicios,primer control post parto,2021-09-01,1,1
GENERAL SAAVEDRA,atencion de partos en servicios,primer control post parto,2021-09-01,7,7
GUANAY,atencion de partos en servicios,primer control post parto,2021-09-01,11,11
GUAYARAMERIN,atencion de partos en servicios,primer control post parto,2021-09-01,17,17
GUTIERREZ,atencion de partos en servicios,primer control post parto,2021-09-01,12,12
HUACARETA,atencion de partos en servicios,primer control post parto,2021-09-01,7,7
HUACHACALLA,atencion de partos en servicios,primer control post parto,2021-09-01,1,1
HUANUNI,atencion de partos en servicios,primer control post parto,2021-09-01,20,20
HUARACAJE,atencion de partos en servicios,primer control post parto,2021-09-01,1,1
HUARINA,atencion de partos en servicios,primer control post parto,2021-09-01,3,3
HUAYLLAMARCA,atencion de partos en servicios,primer control post parto,2021-09-01,2,2
HUMANATA,atencion de partos en servicios,primer control post parto,2021-09-01,2,2
ICLA,atencion de partos en servicios,primer control post parto,2021-09-01,4,4
INCAHUASI,atencion de partos en servicios,primer control post parto,2021-09-01,12,12
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,primer control post parto,2021-09-01,3,3
IXIAMAS,atencion de partos en servicios,primer control post parto,2021-09-01,7,7
JESUS DE MACHACA,atencion de partos en servicios,primer control post parto,2021-09-01,3,3
LA ASUNTA,atencion de partos en servicios,primer control post parto,2021-09-01,43,43
LA GUARDIA,atencion de partos en servicios,primer control post parto,2021-09-01,44,44
LA PAZ,atencion de partos en servicios,primer control post parto,2021-09-01,321,321
LA RIVERA,atencion de partos en servicios,primer control post parto,2021-09-01,1,1
LAGUNILLAS,atencion de partos en servicios,primer control post parto,2021-09-01,1,1
LAJA,atencion de partos en servicios,primer control post parto,2021-09-01,2,2
LAS CARRERAS,atencion de partos en servicios,primer control post parto,2021-09-01,1,1
LLALLAGUA,atencion de partos en servicios,primer control post parto,2021-09-01,8,8
LLICA,atencion de partos en servicios,primer control post parto,2021-09-01,2,2
LORETO,atencion de partos en servicios,primer control post parto,2021-09-01,1,1
LURIBAY,atencion de partos en servicios,primer control post parto,2021-09-01,6,6
MACHACAMARCA,atencion de partos en servicios,primer control post parto,2021-09-01,1,1
MACHARETI,atencion de partos en servicios,primer control post parto,2021-09-01,6,6
MAGDALENA,atencion de partos en servicios,primer control post parto,2021-09-01,1,1
MAIRANA,atencion de partos en servicios,primer control post parto,2021-09-01,11,11
MAPIRI,atencion de partos en servicios,primer control post parto,2021-09-01,23,23
MINEROS,atencion de partos en servicios,primer control post parto,2021-09-01,21,21
MIZQUE,atencion de partos en servicios,primer control post parto,2021-09-01,22,22
MOCOMOCO,atencion de partos en servicios,primer control post parto,2021-09-01,4,4
MOJINETE,atencion de partos en servicios,primer control post parto,2021-09-01,1,1
MOJOCOYA,atencion de partos en servicios,primer control post parto,2021-09-01,6,6
MONTEAGUDO,atencion de partos en servicios,primer control post parto,2021-09-01,26,26
MONTERO,atencion de partos en servicios,primer control post parto,2021-09-01,63,63
MOROCHATA,atencion de partos en servicios,primer control post parto,2021-09-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en servicios,primer control post parto,2021-09-01,1,1
OCURI,atencion de partos en servicios,primer control post parto,2021-09-01,8,8
OKINAWA,atencion de partos en servicios,primer control post parto,2021-09-01,5,5
OMEREQUE,atencion de partos en servicios,primer control post parto,2021-09-01,7,7
ORURO,atencion de partos en servicios,primer control post parto,2021-09-01,230,230
PADCAYA,atencion de partos en servicios,primer control post parto,2021-09-01,4,4
PADILLA,atencion de partos en servicios,primer control post parto,2021-09-01,9,9
PALCA,atencion de partos en servicios,primer control post parto,2021-09-01,4,4
PALOS BLANCOS,atencion de partos en servicios,primer control post parto,2021-09-01,11,11
PAMPA GRANDE,atencion de partos en servicios,primer control post parto,2021-09-01,5,5
PAPEL PAMPA,atencion de partos en servicios,primer control post parto,2021-09-01,2,2
PASORAPA,atencion de partos en servicios,primer control post parto,2021-09-01,2,2
PAZÑA,atencion de partos en servicios,primer control post parto,2021-09-01,2,2
PELECHUCO,atencion de partos en servicios,primer control post parto,2021-09-01,1,1
POCOATA,atencion de partos en servicios,primer control post parto,2021-09-01,13,13
POCONA,atencion de partos en servicios,primer control post parto,2021-09-01,3,3
POOPO,atencion de partos en servicios,primer control post parto,2021-09-01,1,1
PORCO,atencion de partos en servicios,primer control post parto,2021-09-01,8,8
POROMA,atencion de partos en servicios,primer control post parto,2021-09-01,8,8
PORTACHUELO,atencion de partos en servicios,primer control post parto,2021-09-01,20,20
POTOSI,atencion de partos en servicios,primer control post parto,2021-09-01,267,267
PRESTO,atencion de partos en servicios,primer control post parto,2021-09-01,2,2
PUCARANI,atencion de partos en servicios,primer control post parto,2021-09-01,12,12
PUERTO ACOSTA,atencion de partos en servicios,primer control post parto,2021-09-01,1,1
PUERTO CARABUCO,atencion de partos en servicios,primer control post parto,2021-09-01,3,3
PUERTO GONZALO MORENO,atencion de partos en servicios,primer control post parto,2021-09-01,9,9
PUERTO RICO,atencion de partos en servicios,primer control post parto,2021-09-01,8,8
PUERTO VILLARROEL,atencion de partos en servicios,primer control post parto,2021-09-01,12,12
PUNA,atencion de partos en servicios,primer control post parto,2021-09-01,11,11
PUNATA,atencion de partos en servicios,primer control post parto,2021-09-01,39,39
QUIABAYA,atencion de partos en servicios,primer control post parto,2021-09-01,3,3
QUILLACOLLO,atencion de partos en servicios,primer control post parto,2021-09-01,70,70
QUIME,atencion de partos en servicios,primer control post parto,2021-09-01,1,1
QUIRUSILLAS,atencion de partos en servicios,primer control post parto,2021-09-01,1,1
RAVELO,atencion de partos en servicios,primer control post parto,2021-09-01,2,2
RIBERALTA,atencion de partos en servicios,primer control post parto,2021-09-01,229,229
ROBORE,atencion de partos en servicios,primer control post parto,2021-09-01,28,28
RURRENABAQUE,atencion de partos en servicios,primer control post parto,2021-09-01,5,5
SACABA,atencion de partos en servicios,primer control post parto,2021-09-01,82,82
SACABAMBA,atencion de partos en servicios,primer control post parto,2021-09-01,2,2
SACACA,atencion de partos en servicios,primer control post parto,2021-09-01,3,3
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,primer control post parto,2021-09-01,8,8
SAN ANDRES,atencion de partos en servicios,primer control post parto,2021-09-01,3,3
SAN BENITO,atencion de partos en servicios,primer control post parto,2021-09-01,12,12
SAN BORJA,atencion de partos en servicios,primer control post parto,2021-09-01,12,12
SAN BUENA VENTURA,atencion de partos en servicios,primer control post parto,2021-09-01,31,31
SAN IGNACIO,atencion de partos en servicios,primer control post parto,2021-09-01,24,24
SAN IGNACIO DE VELASCO,atencion de partos en servicios,primer control post parto,2021-09-01,136,136
SAN JAVIER(STC),atencion de partos en servicios,primer control post parto,2021-09-01,32,32
SAN LORENZO(PND),atencion de partos en servicios,primer control post parto,2021-09-01,2,2
SAN LORENZO(TJA),atencion de partos en servicios,primer control post parto,2021-09-01,4,4
SAN LUCAS,atencion de partos en servicios,primer control post parto,2021-09-01,16,16
SAN MIGUEL DE VELASCO,atencion de partos en servicios,primer control post parto,2021-09-01,15,15
SAN PEDRO,atencion de partos en servicios,primer control post parto,2021-09-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,primer control post parto,2021-09-01,13,13
SAN PEDRO DE MACHA,atencion de partos en servicios,primer control post parto,2021-09-01,4,4
SAN PEDRO DE TIQUINA,atencion de partos en servicios,primer control post parto,2021-09-01,4,4
SAN RAFAEL,atencion de partos en servicios,primer control post parto,2021-09-01,9,9
SAN RAMON SCZ,atencion de partos en servicios,primer control post parto,2021-09-01,15,15
SANTA ANA,atencion de partos en servicios,primer control post parto,2021-09-01,4,4
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,primer control post parto,2021-09-01,338,338
SANTA ROSA,atencion de partos en servicios,primer control post parto,2021-09-01,2,2
SANTA ROSA DEL SARA,atencion de partos en servicios,primer control post parto,2021-09-01,3,3
SANTIAGO DE CALLAPA,atencion de partos en servicios,primer control post parto,2021-09-01,3,3
SANTIAGO DE HUARI,atencion de partos en servicios,primer control post parto,2021-09-01,2,2
SANTIVAÑES,atencion de partos en servicios,primer control post parto,2021-09-01,2,2
SANTUARIO DE QUILLACAS,atencion de partos en servicios,primer control post parto,2021-09-01,1,1
