municipality,group,variable,month,Cesáreas,TOTAL
PUERTO VILLARROEL,atencion de partos en servicios,cesareas,2021-01-01,30,30
PUNATA,atencion de partos en servicios,cesareas,2021-01-01,58,58
QUILLACOLLO,atencion de partos en servicios,cesareas,2021-01-01,60,60
RIBERALTA,atencion de partos en servicios,cesareas,2021-01-01,79,79
ROBORE,atencion de partos en servicios,cesareas,2021-01-01,7,7
RURRENABAQUE,atencion de partos en servicios,cesareas,2021-01-01,11,11
SACABA,atencion de partos en servicios,cesareas,2021-01-01,65,65
SAN BORJA,atencion de partos en servicios,cesareas,2021-01-01,10,10
SAN BUENA VENTURA,atencion de partos en servicios,cesareas,2021-01-01,8,8
SAN CARLOS,atencion de partos en servicios,cesareas,2021-01-01,9,9
SAN IGNACIO DE VELASCO,atencion de partos en servicios,cesareas,2021-01-01,30,30
SAN JAVIER(STC),atencion de partos en servicios,cesareas,2021-01-01,9,9
SAN JOAQUIN,atencion de partos en servicios,cesareas,2021-01-01,3,3
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,cesareas,2021-01-01,14,14
SAN JULIAN,atencion de partos en servicios,cesareas,2021-01-01,2,2
SAN RAMON BENI,atencion de partos en servicios,cesareas,2021-01-01,3,3
SAN RAMON SCZ,atencion de partos en servicios,cesareas,2021-01-01,4,4
SANTA ANA,atencion de partos en servicios,cesareas,2021-01-01,15,15
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,cesareas,2021-01-01,1761,1761
SHINAOTA,atencion de partos en servicios,cesareas,2021-01-01,12,12
SOPACHUY,atencion de partos en servicios,cesareas,2021-01-01,2,2
SUCRE,atencion de partos en servicios,cesareas,2021-01-01,214,214
TARIJA,atencion de partos en servicios,cesareas,2021-01-01,179,179
TIQUIPAYA,atencion de partos en servicios,cesareas,2021-01-01,10,10
TOTORA(CBBA),atencion de partos en servicios,cesareas,2021-01-01,4,4
TRINIDAD,atencion de partos en servicios,cesareas,2021-01-01,108,108
TUPIZA,atencion de partos en servicios,cesareas,2021-01-01,12,12
UYUNI,atencion de partos en servicios,cesareas,2021-01-01,4,4
VALLEGRANDE,atencion de partos en servicios,cesareas,2021-01-01,11,11
VIACHA,atencion de partos en servicios,cesareas,2021-01-01,8,8
VILLA MONTES,atencion de partos en servicios,cesareas,2021-01-01,30,30
VILLA TUNARI,atencion de partos en servicios,cesareas,2021-01-01,39,39
VILLAZON,atencion de partos en servicios,cesareas,2021-01-01,7,7
VINTO,atencion de partos en servicios,cesareas,2021-01-01,2,2
WARNES,atencion de partos en servicios,cesareas,2021-01-01,26,26
YACUIBA,atencion de partos en servicios,cesareas,2021-01-01,69,69
YAPACANI,atencion de partos en servicios,cesareas,2021-01-01,32,32
ACHACACHI,atencion de partos en servicios,cesareas,2021-02-01,10,10
AIQUILE,atencion de partos en servicios,cesareas,2021-02-01,8,8
ASCENCION DE GUARAYOS,atencion de partos en servicios,cesareas,2021-02-01,8,8
ATOCHA,atencion de partos en servicios,cesareas,2021-02-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,cesareas,2021-02-01,3,3
BERMEJO,atencion de partos en servicios,cesareas,2021-02-01,31,31
CAMARGO,atencion de partos en servicios,cesareas,2021-02-01,8,8
CAMIRI,atencion de partos en servicios,cesareas,2021-02-01,46,46
CARANAVI,atencion de partos en servicios,cesareas,2021-02-01,23,23
CHALLAPATA,atencion de partos en servicios,cesareas,2021-02-01,16,16
CHARAGUA,atencion de partos en servicios,cesareas,2021-02-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,cesareas,2021-02-01,1,1
CLIZA,atencion de partos en servicios,cesareas,2021-02-01,8,8
COBIJA,atencion de partos en servicios,cesareas,2021-02-01,62,62
COCHABAMBA,atencion de partos en servicios,cesareas,2021-02-01,606,606
COLCAPIRHUA,atencion de partos en servicios,cesareas,2021-02-01,8,8
COMARAPA,atencion de partos en servicios,cesareas,2021-02-01,8,8
CONCEPCION,atencion de partos en servicios,cesareas,2021-02-01,6,6
COROICO,atencion de partos en servicios,cesareas,2021-02-01,8,8
COTOCA,atencion de partos en servicios,cesareas,2021-02-01,4,4
CUATRO CAÑADAS,atencion de partos en servicios,cesareas,2021-02-01,7,7
EL ALTO,atencion de partos en servicios,cesareas,2021-02-01,279,279
EL TORNO,atencion de partos en servicios,cesareas,2021-02-01,36,36
ENTRE RIOS TRJ,atencion de partos en servicios,cesareas,2021-02-01,6,6
GUAYARAMERIN,atencion de partos en servicios,cesareas,2021-02-01,33,33
HUANUNI,atencion de partos en servicios,cesareas,2021-02-01,12,12
LA GUARDIA,atencion de partos en servicios,cesareas,2021-02-01,11,11
LA PAZ,atencion de partos en servicios,cesareas,2021-02-01,462,462
LLALLAGUA,atencion de partos en servicios,cesareas,2021-02-01,13,13
MINEROS,atencion de partos en servicios,cesareas,2021-02-01,1,1
MIZQUE,atencion de partos en servicios,cesareas,2021-02-01,1,1
MONTEAGUDO,atencion de partos en servicios,cesareas,2021-02-01,9,9
MONTERO,atencion de partos en servicios,cesareas,2021-02-01,206,206
ORURO,atencion de partos en servicios,cesareas,2021-02-01,208,208
PADILLA,atencion de partos en servicios,cesareas,2021-02-01,4,4
PAILON,atencion de partos en servicios,cesareas,2021-02-01,5,5
PATACAMAYA,atencion de partos en servicios,cesareas,2021-02-01,3,3
PORTACHUELO,atencion de partos en servicios,cesareas,2021-02-01,16,16
POTOSI,atencion de partos en servicios,cesareas,2021-02-01,113,113
PUERTO QUIJARRO,atencion de partos en servicios,cesareas,2021-02-01,3,3
PUERTO SUAREZ,atencion de partos en servicios,cesareas,2021-02-01,29,29
PUERTO VILLARROEL,atencion de partos en servicios,cesareas,2021-02-01,28,28
PUNATA,atencion de partos en servicios,cesareas,2021-02-01,43,43
QUILLACOLLO,atencion de partos en servicios,cesareas,2021-02-01,68,68
RIBERALTA,atencion de partos en servicios,cesareas,2021-02-01,80,80
ROBORE,atencion de partos en servicios,cesareas,2021-02-01,11,11
RURRENABAQUE,atencion de partos en servicios,cesareas,2021-02-01,14,14
SACABA,atencion de partos en servicios,cesareas,2021-02-01,95,95
SAN BORJA,atencion de partos en servicios,cesareas,2021-02-01,16,16
SAN BUENA VENTURA,atencion de partos en servicios,cesareas,2021-02-01,7,7
SAN CARLOS,atencion de partos en servicios,cesareas,2021-02-01,8,8
SAN IGNACIO DE VELASCO,atencion de partos en servicios,cesareas,2021-02-01,21,21
SAN JAVIER(STC),atencion de partos en servicios,cesareas,2021-02-01,3,3
SAN JOAQUIN,atencion de partos en servicios,cesareas,2021-02-01,4,4
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,cesareas,2021-02-01,21,21
SAN JUAN DE YAPACANI,atencion de partos en servicios,cesareas,2021-02-01,4,4
SAN JULIAN,atencion de partos en servicios,cesareas,2021-02-01,1,1
SAN RAMON BENI,atencion de partos en servicios,cesareas,2021-02-01,5,5
SAN RAMON SCZ,atencion de partos en servicios,cesareas,2021-02-01,6,6
SANTA ANA,atencion de partos en servicios,cesareas,2021-02-01,28,28
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,cesareas,2021-02-01,1753,1753
SHINAOTA,atencion de partos en servicios,cesareas,2021-02-01,15,15
SOPACHUY,atencion de partos en servicios,cesareas,2021-02-01,1,1
SUCRE,atencion de partos en servicios,cesareas,2021-02-01,215,215
TARIJA,atencion de partos en servicios,cesareas,2021-02-01,158,158
TIQUIPAYA,atencion de partos en servicios,cesareas,2021-02-01,28,28
TOTORA(CBBA),atencion de partos en servicios,cesareas,2021-02-01,4,4
TRINIDAD,atencion de partos en servicios,cesareas,2021-02-01,108,108
TUPIZA,atencion de partos en servicios,cesareas,2021-02-01,16,16
UYUNI,atencion de partos en servicios,cesareas,2021-02-01,6,6
VALLEGRANDE,atencion de partos en servicios,cesareas,2021-02-01,12,12
VIACHA,atencion de partos en servicios,cesareas,2021-02-01,14,14
VILLA MONTES,atencion de partos en servicios,cesareas,2021-02-01,29,29
VILLA TUNARI,atencion de partos en servicios,cesareas,2021-02-01,36,36
VILLAZON,atencion de partos en servicios,cesareas,2021-02-01,6,6
VINTO,atencion de partos en servicios,cesareas,2021-02-01,4,4
WARNES,atencion de partos en servicios,cesareas,2021-02-01,33,33
YACUIBA,atencion de partos en servicios,cesareas,2021-02-01,70,70
YAPACANI,atencion de partos en servicios,cesareas,2021-02-01,36,36
ACHACACHI,atencion de partos en servicios,cesareas,2021-03-01,11,11
AIQUILE,atencion de partos en servicios,cesareas,2021-03-01,5,5
ASCENCION DE GUARAYOS,atencion de partos en servicios,cesareas,2021-03-01,11,11
ATOCHA,atencion de partos en servicios,cesareas,2021-03-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,cesareas,2021-03-01,4,4
BAURES,atencion de partos en servicios,cesareas,2021-03-01,1,1
BERMEJO,atencion de partos en servicios,cesareas,2021-03-01,22,22
CAMARGO,atencion de partos en servicios,cesareas,2021-03-01,6,6
CAMIRI,atencion de partos en servicios,cesareas,2021-03-01,46,46
CARANAVI,atencion de partos en servicios,cesareas,2021-03-01,19,19
CHALLAPATA,atencion de partos en servicios,cesareas,2021-03-01,10,10
CHARAGUA,atencion de partos en servicios,cesareas,2021-03-01,8,8
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,cesareas,2021-03-01,12,12
CLIZA,atencion de partos en servicios,cesareas,2021-03-01,14,14
COBIJA,atencion de partos en servicios,cesareas,2021-03-01,47,47
COCHABAMBA,atencion de partos en servicios,cesareas,2021-03-01,715,715
COLCAPIRHUA,atencion de partos en servicios,cesareas,2021-03-01,12,12
COMARAPA,atencion de partos en servicios,cesareas,2021-03-01,8,8
CONCEPCION,atencion de partos en servicios,cesareas,2021-03-01,8,8
COROICO,atencion de partos en servicios,cesareas,2021-03-01,11,11
CUATRO CAÑADAS,atencion de partos en servicios,cesareas,2021-03-01,15,15
EL ALTO,atencion de partos en servicios,cesareas,2021-03-01,324,324
EL TORNO,atencion de partos en servicios,cesareas,2021-03-01,58,58
ENTRE RIOS TRJ,atencion de partos en servicios,cesareas,2021-03-01,4,4
GUAYARAMERIN,atencion de partos en servicios,cesareas,2021-03-01,37,37
HUANUNI,atencion de partos en servicios,cesareas,2021-03-01,11,11
LA GUARDIA,atencion de partos en servicios,cesareas,2021-03-01,13,13
LA PAZ,atencion de partos en servicios,cesareas,2021-03-01,548,548
LLALLAGUA,atencion de partos en servicios,cesareas,2021-03-01,8,8
MINEROS,atencion de partos en servicios,cesareas,2021-03-01,1,1
MIZQUE,atencion de partos en servicios,cesareas,2021-03-01,4,4
MONTEAGUDO,atencion de partos en servicios,cesareas,2021-03-01,14,14
MONTERO,atencion de partos en servicios,cesareas,2021-03-01,246,246
ORURO,atencion de partos en servicios,cesareas,2021-03-01,241,241
PADILLA,atencion de partos en servicios,cesareas,2021-03-01,8,8
PAILON,atencion de partos en servicios,cesareas,2021-03-01,13,13
PATACAMAYA,atencion de partos en servicios,cesareas,2021-03-01,4,4
PORTACHUELO,atencion de partos en servicios,cesareas,2021-03-01,8,8
POTOSI,atencion de partos en servicios,cesareas,2021-03-01,149,149
PUERTO QUIJARRO,atencion de partos en servicios,cesareas,2021-03-01,4,4
PUERTO SUAREZ,atencion de partos en servicios,cesareas,2021-03-01,21,21
PUERTO VILLARROEL,atencion de partos en servicios,cesareas,2021-03-01,58,58
PUNATA,atencion de partos en servicios,cesareas,2021-03-01,46,46
QUILLACOLLO,atencion de partos en servicios,cesareas,2021-03-01,70,70
RIBERALTA,atencion de partos en servicios,cesareas,2021-03-01,93,93
ROBORE,atencion de partos en servicios,cesareas,2021-03-01,18,18
RURRENABAQUE,atencion de partos en servicios,cesareas,2021-03-01,11,11
SACABA,atencion de partos en servicios,cesareas,2021-03-01,95,95
SAN BORJA,atencion de partos en servicios,cesareas,2021-03-01,20,20
SAN BUENA VENTURA,atencion de partos en servicios,cesareas,2021-03-01,5,5
SAN CARLOS,atencion de partos en servicios,cesareas,2021-03-01,11,11
SAN IGNACIO DE VELASCO,atencion de partos en servicios,cesareas,2021-03-01,35,35
SAN JAVIER(STC),atencion de partos en servicios,cesareas,2021-03-01,3,3
SAN JOAQUIN,atencion de partos en servicios,cesareas,2021-03-01,4,4
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,cesareas,2021-03-01,22,22
SAN JUAN DE YAPACANI,atencion de partos en servicios,cesareas,2021-03-01,4,4
SAN JULIAN,atencion de partos en servicios,cesareas,2021-03-01,12,12
SAN RAMON BENI,atencion de partos en servicios,cesareas,2021-03-01,3,3
SAN RAMON SCZ,atencion de partos en servicios,cesareas,2021-03-01,3,3
SANTA ANA,atencion de partos en servicios,cesareas,2021-03-01,20,20
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,cesareas,2021-03-01,2060,2060
SANTA ROSA,atencion de partos en servicios,cesareas,2021-03-01,1,1
SHINAOTA,atencion de partos en servicios,cesareas,2021-03-01,21,21
SOPACHUY,atencion de partos en servicios,cesareas,2021-03-01,3,3
SUCRE,atencion de partos en servicios,cesareas,2021-03-01,209,209
TARABUCO,atencion de partos en servicios,cesareas,2021-03-01,1,1
TARIJA,atencion de partos en servicios,cesareas,2021-03-01,167,167
TIQUIPAYA,atencion de partos en servicios,cesareas,2021-03-01,26,26
TOTORA(CBBA),atencion de partos en servicios,cesareas,2021-03-01,5,5
TRINIDAD,atencion de partos en servicios,cesareas,2021-03-01,134,134
TUPIZA,atencion de partos en servicios,cesareas,2021-03-01,15,15
UYUNI,atencion de partos en servicios,cesareas,2021-03-01,8,8
VALLEGRANDE,atencion de partos en servicios,cesareas,2021-03-01,7,7
VIACHA,atencion de partos en servicios,cesareas,2021-03-01,17,17
VILLA MONTES,atencion de partos en servicios,cesareas,2021-03-01,36,36
VILLA TUNARI,atencion de partos en servicios,cesareas,2021-03-01,40,40
VILLAZON,atencion de partos en servicios,cesareas,2021-03-01,12,12
VINTO,atencion de partos en servicios,cesareas,2021-03-01,1,1
WARNES,atencion de partos en servicios,cesareas,2021-03-01,34,34
YACUIBA,atencion de partos en servicios,cesareas,2021-03-01,64,64
YAPACANI,atencion de partos en servicios,cesareas,2021-03-01,56,56
ACHACACHI,atencion de partos en servicios,cesareas,2021-04-01,9,9
AIQUILE,atencion de partos en servicios,cesareas,2021-04-01,6,6
ASCENCION DE GUARAYOS,atencion de partos en servicios,cesareas,2021-04-01,21,21
ATOCHA,atencion de partos en servicios,cesareas,2021-04-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,cesareas,2021-04-01,3,3
BERMEJO,atencion de partos en servicios,cesareas,2021-04-01,27,27
CAMARGO,atencion de partos en servicios,cesareas,2021-04-01,7,7
CAMIRI,atencion de partos en servicios,cesareas,2021-04-01,53,53
CARANAVI,atencion de partos en servicios,cesareas,2021-04-01,23,23
CHALLAPATA,atencion de partos en servicios,cesareas,2021-04-01,5,5
CHARAGUA,atencion de partos en servicios,cesareas,2021-04-01,5,5
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,cesareas,2021-04-01,3,3
CLIZA,atencion de partos en servicios,cesareas,2021-04-01,12,12
COBIJA,atencion de partos en servicios,cesareas,2021-04-01,50,50
COCHABAMBA,atencion de partos en servicios,cesareas,2021-04-01,703,703
COLCAPIRHUA,atencion de partos en servicios,cesareas,2021-04-01,10,10
COMARAPA,atencion de partos en servicios,cesareas,2021-04-01,12,12
CONCEPCION,atencion de partos en servicios,cesareas,2021-04-01,6,6
COROICO,atencion de partos en servicios,cesareas,2021-04-01,20,20
COTOCA,atencion de partos en servicios,cesareas,2021-04-01,3,3
CUATRO CAÑADAS,atencion de partos en servicios,cesareas,2021-04-01,8,8
EL ALTO,atencion de partos en servicios,cesareas,2021-04-01,314,314
EL TORNO,atencion de partos en servicios,cesareas,2021-04-01,39,39
ENTRE RIOS TRJ,atencion de partos en servicios,cesareas,2021-04-01,4,4
ESCOMA,atencion de partos en servicios,cesareas,2021-04-01,2,2
GUAYARAMERIN,atencion de partos en servicios,cesareas,2021-04-01,44,44
HUANUNI,atencion de partos en servicios,cesareas,2021-04-01,12,12
LA GUARDIA,atencion de partos en servicios,cesareas,2021-04-01,10,10
LA PAZ,atencion de partos en servicios,cesareas,2021-04-01,488,488
LLALLAGUA,atencion de partos en servicios,cesareas,2021-04-01,21,21
MAGDALENA,atencion de partos en servicios,cesareas,2021-04-01,1,1
MINEROS,atencion de partos en servicios,cesareas,2021-04-01,1,1
MIZQUE,atencion de partos en servicios,cesareas,2021-04-01,7,7
MONTEAGUDO,atencion de partos en servicios,cesareas,2021-04-01,9,9
MONTERO,atencion de partos en servicios,cesareas,2021-04-01,389,389
ORURO,atencion de partos en servicios,cesareas,2021-04-01,230,230
PADILLA,atencion de partos en servicios,cesareas,2021-04-01,6,6
PAILON,atencion de partos en servicios,cesareas,2021-04-01,10,10
PATACAMAYA,atencion de partos en servicios,cesareas,2021-04-01,3,3
PORTACHUELO,atencion de partos en servicios,cesareas,2021-04-01,18,18
POTOSI,atencion de partos en servicios,cesareas,2021-04-01,126,126
PUERTO QUIJARRO,atencion de partos en servicios,cesareas,2021-04-01,11,11
PUERTO SUAREZ,atencion de partos en servicios,cesareas,2021-04-01,18,18
PUERTO VILLARROEL,atencion de partos en servicios,cesareas,2021-04-01,46,46
PUNATA,atencion de partos en servicios,cesareas,2021-04-01,41,41
QUILLACOLLO,atencion de partos en servicios,cesareas,2021-04-01,65,65
REYES,atencion de partos en servicios,cesareas,2021-04-01,4,4
RIBERALTA,atencion de partos en servicios,cesareas,2021-04-01,99,99
ROBORE,atencion de partos en servicios,cesareas,2021-04-01,15,15
RURRENABAQUE,atencion de partos en servicios,cesareas,2021-04-01,9,9
SACABA,atencion de partos en servicios,cesareas,2021-04-01,90,90
SAN BORJA,atencion de partos en servicios,cesareas,2021-04-01,27,27
SAN BUENA VENTURA,atencion de partos en servicios,cesareas,2021-04-01,6,6
SAN CARLOS,atencion de partos en servicios,cesareas,2021-04-01,12,12
SAN IGNACIO DE VELASCO,atencion de partos en servicios,cesareas,2021-04-01,38,38
SAN JAVIER(STC),atencion de partos en servicios,cesareas,2021-04-01,1,1
SAN JOAQUIN,atencion de partos en servicios,cesareas,2021-04-01,8,8
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,cesareas,2021-04-01,16,16
SAN JUAN DE YAPACANI,atencion de partos en servicios,cesareas,2021-04-01,3,3
SAN JULIAN,atencion de partos en servicios,cesareas,2021-04-01,3,3
SAN MATIAS,atencion de partos en servicios,cesareas,2021-04-01,3,3
SAN RAMON BENI,atencion de partos en servicios,cesareas,2021-04-01,1,1
SAN RAMON SCZ,atencion de partos en servicios,cesareas,2021-04-01,7,7
SANTA ANA,atencion de partos en servicios,cesareas,2021-04-01,11,11
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,cesareas,2021-04-01,2026,2026
SHINAOTA,atencion de partos en servicios,cesareas,2021-04-01,15,15
SOPACHUY,atencion de partos en servicios,cesareas,2021-04-01,1,1
SUCRE,atencion de partos en servicios,cesareas,2021-04-01,184,184
TARIJA,atencion de partos en servicios,cesareas,2021-04-01,168,168
TARVITA,atencion de partos en servicios,cesareas,2021-04-01,1,1
TIQUIPAYA,atencion de partos en servicios,cesareas,2021-04-01,28,28
TOTORA(CBBA),atencion de partos en servicios,cesareas,2021-04-01,1,1
TRINIDAD,atencion de partos en servicios,cesareas,2021-04-01,154,154
TUPIZA,atencion de partos en servicios,cesareas,2021-04-01,10,10
UYUNI,atencion de partos en servicios,cesareas,2021-04-01,8,8
VALLEGRANDE,atencion de partos en servicios,cesareas,2021-04-01,26,26
VIACHA,atencion de partos en servicios,cesareas,2021-04-01,11,11
VILLA MONTES,atencion de partos en servicios,cesareas,2021-04-01,21,21
VILLA TUNARI,atencion de partos en servicios,cesareas,2021-04-01,56,56
VILLAZON,atencion de partos en servicios,cesareas,2021-04-01,12,12
WARNES,atencion de partos en servicios,cesareas,2021-04-01,30,30
YACUIBA,atencion de partos en servicios,cesareas,2021-04-01,66,66
YAPACANI,atencion de partos en servicios,cesareas,2021-04-01,46,46
ACHACACHI,atencion de partos en servicios,cesareas,2021-05-01,8,8
AIQUILE,atencion de partos en servicios,cesareas,2021-05-01,4,4
ASCENCION DE GUARAYOS,atencion de partos en servicios,cesareas,2021-05-01,15,15
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,cesareas,2021-05-01,4,4
BERMEJO,atencion de partos en servicios,cesareas,2021-05-01,20,20
CAMARGO,atencion de partos en servicios,cesareas,2021-05-01,9,9
CAMIRI,atencion de partos en servicios,cesareas,2021-05-01,39,39
CARANAVI,atencion de partos en servicios,cesareas,2021-05-01,33,33
CHALLAPATA,atencion de partos en servicios,cesareas,2021-05-01,9,9
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,cesareas,2021-05-01,3,3
CLIZA,atencion de partos en servicios,cesareas,2021-05-01,17,17
COBIJA,atencion de partos en servicios,cesareas,2021-05-01,56,56
COCHABAMBA,atencion de partos en servicios,cesareas,2021-05-01,754,754
COLCAPIRHUA,atencion de partos en servicios,cesareas,2021-05-01,14,14
COMARAPA,atencion de partos en servicios,cesareas,2021-05-01,12,12
CONCEPCION,atencion de partos en servicios,cesareas,2021-05-01,8,8
COROICO,atencion de partos en servicios,cesareas,2021-05-01,9,9
COTOCA,atencion de partos en servicios,cesareas,2021-05-01,21,21
CUATRO CAÑADAS,atencion de partos en servicios,cesareas,2021-05-01,7,7
EL ALTO,atencion de partos en servicios,cesareas,2021-05-01,355,355
EL TORNO,atencion de partos en servicios,cesareas,2021-05-01,51,51
ENTRE RIOS TRJ,atencion de partos en servicios,cesareas,2021-05-01,1,1
GUAYARAMERIN,atencion de partos en servicios,cesareas,2021-05-01,46,46
HUANUNI,atencion de partos en servicios,cesareas,2021-05-01,11,11
LA GUARDIA,atencion de partos en servicios,cesareas,2021-05-01,9,9
LA PAZ,atencion de partos en servicios,cesareas,2021-05-01,547,547
LLALLAGUA,atencion de partos en servicios,cesareas,2021-05-01,19,19
MAGDALENA,atencion de partos en servicios,cesareas,2021-05-01,2,2
MINEROS,atencion de partos en servicios,cesareas,2021-05-01,1,1
MIZQUE,atencion de partos en servicios,cesareas,2021-05-01,4,4
MONTEAGUDO,atencion de partos en servicios,cesareas,2021-05-01,11,11
MONTERO,atencion de partos en servicios,cesareas,2021-05-01,263,263
ORURO,atencion de partos en servicios,cesareas,2021-05-01,269,269
PADILLA,atencion de partos en servicios,cesareas,2021-05-01,12,12
PAILON,atencion de partos en servicios,cesareas,2021-05-01,12,12
PATACAMAYA,atencion de partos en servicios,cesareas,2021-05-01,6,6
PORTACHUELO,atencion de partos en servicios,cesareas,2021-05-01,12,12
POTOSI,atencion de partos en servicios,cesareas,2021-05-01,152,152
PUERTO QUIJARRO,atencion de partos en servicios,cesareas,2021-05-01,6,6
PUERTO SUAREZ,atencion de partos en servicios,cesareas,2021-05-01,22,22
PUERTO VILLARROEL,atencion de partos en servicios,cesareas,2021-05-01,42,42
PUNATA,atencion de partos en servicios,cesareas,2021-05-01,41,41
QUILLACOLLO,atencion de partos en servicios,cesareas,2021-05-01,74,74
REYES,atencion de partos en servicios,cesareas,2021-05-01,2,2
RIBERALTA,atencion de partos en servicios,cesareas,2021-05-01,101,101
ROBORE,atencion de partos en servicios,cesareas,2021-05-01,12,12
RURRENABAQUE,atencion de partos en servicios,cesareas,2021-05-01,7,7
SACABA,atencion de partos en servicios,cesareas,2021-05-01,73,73
SAN BORJA,atencion de partos en servicios,cesareas,2021-05-01,14,14
SAN BUENA VENTURA,atencion de partos en servicios,cesareas,2021-05-01,7,7
SAN CARLOS,atencion de partos en servicios,cesareas,2021-05-01,23,23
SAN IGNACIO DE VELASCO,atencion de partos en servicios,cesareas,2021-05-01,47,47
SAN JAVIER(STC),atencion de partos en servicios,cesareas,2021-05-01,6,6
SAN JOAQUIN,atencion de partos en servicios,cesareas,2021-05-01,3,3
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,cesareas,2021-05-01,19,19
SAN JUAN DE YAPACANI,atencion de partos en servicios,cesareas,2021-05-01,4,4
SAN JULIAN,atencion de partos en servicios,cesareas,2021-05-01,4,4
SAN RAMON BENI,atencion de partos en servicios,cesareas,2021-05-01,4,4
SAN RAMON SCZ,atencion de partos en servicios,cesareas,2021-05-01,5,5
SANTA ANA,atencion de partos en servicios,cesareas,2021-05-01,19,19
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,cesareas,2021-05-01,2199,2199
SHINAOTA,atencion de partos en servicios,cesareas,2021-05-01,13,13
SUCRE,atencion de partos en servicios,cesareas,2021-05-01,228,228
TARIJA,atencion de partos en servicios,cesareas,2021-05-01,175,175
TIQUIPAYA,atencion de partos en servicios,cesareas,2021-05-01,30,30
TOTORA(CBBA),atencion de partos en servicios,cesareas,2021-05-01,6,6
TRINIDAD,atencion de partos en servicios,cesareas,2021-05-01,183,183
