,group,variable,month,NIÑOS DE 1 A 4 AÑOS NUEVO,NIÑOS DE 1 A 4 AÑOS NUEVO,NIÑOS DE 1 A 4 AÑOS REPETIDO,NIÑOS DE 1 A 4 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
CARANAVI,consulta externa,ninos  de 1 a 4 anos,2017-11-01,807,682,146,108,953,790,1743
CARANGAS,consulta externa,ninos  de 1 a 4 anos,2017-11-01,0,3,0,1,0,4,4
CARAPARI,consulta externa,ninos  de 1 a 4 anos,2017-11-01,296,300,14,15,310,315,625
CARIPUYO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,81,63,0,0,81,63,144
CARMEN RIVERO TORREZ,consulta externa,ninos  de 1 a 4 anos,2017-11-01,52,48,1,4,53,52,105
CATACORA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,23,26,4,2,27,28,55
CHACARILLA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,13,25,1,6,14,31,45
CHALLAPATA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,364,342,15,9,379,351,730
CHAQUI,consulta externa,ninos  de 1 a 4 anos,2017-11-01,78,70,0,2,78,72,150
CHARAGUA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,619,576,17,20,636,596,1232
CHARAÑA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,5,13,0,1,5,14,19
CHAYANTA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,187,193,11,8,198,201,399
CHIMORE,consulta externa,ninos  de 1 a 4 anos,2017-11-01,642,591,77,75,719,666,1385
CHIPAYA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,14,25,0,0,14,25,39
CHOQUE COTA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,7,5,0,0,7,5,12
CHUA COCANI,consulta externa,ninos  de 1 a 4 anos,2017-11-01,10,22,3,5,13,27,40
CHULUMANI (V. DE LA LIBERTAD),consulta externa,ninos  de 1 a 4 anos,2017-11-01,264,223,7,1,271,224,495
CHUMA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,54,49,0,1,54,50,104
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,ninos  de 1 a 4 anos,2017-11-01,72,72,0,1,72,73,145
CKOCHAS,consulta externa,ninos  de 1 a 4 anos,2017-11-01,189,152,4,1,193,153,346
CLIZA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,132,120,51,57,183,177,360
COBIJA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,792,667,75,78,867,745,1612
COCAPATA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,448,441,11,8,459,449,908
COCHABAMBA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,8192,7736,3045,2751,11237,10487,21724
COIPASA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,15,4,3,0,18,4,22
COLCAPIRHUA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,379,356,365,352,744,708,1452
"COLCHA ""K""",consulta externa,ninos  de 1 a 4 anos,2017-11-01,237,254,32,37,269,291,560
COLLANA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,35,29,1,1,36,30,66
COLOMI,consulta externa,ninos  de 1 a 4 anos,2017-11-01,215,176,24,8,239,184,423
COLPA BELGICA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,119,131,57,68,176,199,375
COLQUECHACA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,353,305,3,3,356,308,664
COLQUENCHA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,96,66,17,16,113,82,195
COLQUIRI,consulta externa,ninos  de 1 a 4 anos,2017-11-01,153,137,12,10,165,147,312
COMANCHE,consulta externa,ninos  de 1 a 4 anos,2017-11-01,18,10,4,0,22,10,32
COMARAPA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,173,143,23,13,196,156,352
COMBAYA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,16,21,0,1,16,22,38
CONCEPCION,consulta externa,ninos  de 1 a 4 anos,2017-11-01,234,161,20,11,254,172,426
COPACABANA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,45,59,3,1,48,60,108
CORIPATA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,217,212,25,33,242,245,487
CORO CORO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,67,53,10,6,77,59,136
COROICO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,206,183,45,34,251,217,468
CORQUE,consulta externa,ninos  de 1 a 4 anos,2017-11-01,56,58,4,7,60,65,125
COTAGAITA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,306,261,21,22,327,283,610
COTOCA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,897,825,45,59,942,884,1826
CRUZ DE MACHACAMARCA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,3,2,0,0,3,2,5
CUATRO CAÑADAS,consulta externa,ninos  de 1 a 4 anos,2017-11-01,389,347,84,82,473,429,902
CUCHUMUELA (V. G. VILLARROEL),consulta externa,ninos  de 1 a 4 anos,2017-11-01,19,13,2,4,21,17,38
CUEVO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,69,73,17,13,86,86,172
CULPINA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,202,191,2,2,204,193,397
CURAHUARA DE CARANGAS,consulta externa,ninos  de 1 a 4 anos,2017-11-01,33,42,4,1,37,43,80
CURVA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,37,26,3,7,40,33,73
DESAGUADERO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,24,24,0,1,24,25,49
EL ALTO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,7876,7671,2695,2576,10571,10247,20818
EL CHORO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,40,41,0,0,40,41,81
EL PUENTE(STC),consulta externa,ninos  de 1 a 4 anos,2017-11-01,201,206,2,4,203,210,413
EL PUENTE(TJA),consulta externa,ninos  de 1 a 4 anos,2017-11-01,202,161,13,7,215,168,383
EL TORNO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,1036,885,170,145,1206,1030,2236
EL VILLAR,consulta externa,ninos  de 1 a 4 anos,2017-11-01,52,33,2,1,54,34,88
ENTRE RIOS TRJ,consulta externa,ninos  de 1 a 4 anos,2017-11-01,243,271,1,1,244,272,516
ENTRE RIOS CBBA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,609,632,44,32,653,664,1317
ESCARA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,1,7,0,1,1,8,9
ESCOMA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,56,49,16,15,72,64,136
ESMERALDA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,3,1,2,1,5,2,7
EUCALIPTUS,consulta externa,ninos  de 1 a 4 anos,2017-11-01,51,62,1,0,52,62,114
EUREKA (SANTOS MERCADO),consulta externa,ninos  de 1 a 4 anos,2017-11-01,20,23,1,0,21,23,44
EXALTACION,consulta externa,ninos  de 1 a 4 anos,2017-11-01,37,40,3,4,40,44,84
FERNANDEZ ALONSO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,242,192,102,88,344,280,624
FILADELFIA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,134,110,3,3,137,113,250
GENERAL SAAVEDRA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,301,273,60,67,361,340,701
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,ninos  de 1 a 4 anos,2017-11-01,94,73,5,1,99,74,173
GUANAY,consulta externa,ninos  de 1 a 4 anos,2017-11-01,237,201,35,30,272,231,503
GUAQUI,consulta externa,ninos  de 1 a 4 anos,2017-11-01,43,41,0,1,43,42,85
GUAYARAMERIN,consulta externa,ninos  de 1 a 4 anos,2017-11-01,569,732,24,27,593,759,1352
GUTIERREZ,consulta externa,ninos  de 1 a 4 anos,2017-11-01,413,391,45,45,458,436,894
HUACARETA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,142,193,6,5,148,198,346
HUACAYA (VILLA DE HUACAYA),consulta externa,ninos  de 1 a 4 anos,2017-11-01,75,94,17,14,92,108,200
HUACHACALLA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,12,20,2,2,14,22,36
HUANUNI,consulta externa,ninos  de 1 a 4 anos,2017-11-01,253,218,18,24,271,242,513
HUARACAJE,consulta externa,ninos  de 1 a 4 anos,2017-11-01,60,75,0,0,60,75,135
HUARINA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,25,25,41,45,66,70,136
HUATAJATA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,18,12,11,14,29,26,55
HUAYLLAMARCA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,32,33,2,4,34,37,71
HUMANATA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,29,35,0,0,29,35,64
ICHOCA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,37,48,0,0,37,48,85
ICLA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,194,188,21,19,215,207,422
INCAHUASI,consulta externa,ninos  de 1 a 4 anos,2017-11-01,245,247,3,7,248,254,502
INGAVI (HUMAITA),consulta externa,ninos  de 1 a 4 anos,2017-11-01,17,30,1,1,18,31,49
INQUISIVI,consulta externa,ninos  de 1 a 4 anos,2017-11-01,119,133,0,1,119,134,253
IRUPANA (VILLA DE LANZA),consulta externa,ninos  de 1 a 4 anos,2017-11-01,225,204,34,15,259,219,478
IXIAMAS,consulta externa,ninos  de 1 a 4 anos,2017-11-01,166,177,9,9,175,186,361
JESUS DE MACHACA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,128,109,51,47,179,156,335
LA ASUNTA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,490,425,22,20,512,445,957
LA GUARDIA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,1376,1016,86,56,1462,1072,2534
LA PAZ,consulta externa,ninos  de 1 a 4 anos,2017-11-01,7328,6800,2089,1918,9417,8718,18135
LAGUNILLAS,consulta externa,ninos  de 1 a 4 anos,2017-11-01,164,150,20,17,184,167,351
LAJA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,121,105,15,28,136,133,269
LAS CARRERAS,consulta externa,ninos  de 1 a 4 anos,2017-11-01,48,44,0,0,48,44,92
LICOMA PAMPA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,30,35,0,1,30,36,66
LLALLAGUA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,622,613,13,17,635,630,1265
LLICA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,28,32,0,0,28,32,60
LORETO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,87,92,14,7,101,99,200
LURIBAY,consulta externa,ninos  de 1 a 4 anos,2017-11-01,86,85,9,5,95,90,185
MACHACAMARCA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,35,34,2,5,37,39,76
MACHARETI,consulta externa,ninos  de 1 a 4 anos,2017-11-01,139,153,5,13,144,166,310
MAGDALENA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,155,129,13,19,168,148,316
MAIRANA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,163,107,21,11,184,118,302
MALLA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,18,15,0,0,18,15,33
MAPIRI,consulta externa,ninos  de 1 a 4 anos,2017-11-01,238,228,52,47,290,275,565
MECAPACA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,91,95,5,1,96,96,192
MINEROS,consulta externa,ninos  de 1 a 4 anos,2017-11-01,264,255,74,60,338,315,653
MIZQUE,consulta externa,ninos  de 1 a 4 anos,2017-11-01,472,369,17,12,489,381,870
MOCOMOCO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,69,52,4,2,73,54,127
MOJINETE,consulta externa,ninos  de 1 a 4 anos,2017-11-01,8,7,1,2,9,9,18
MOJOCOYA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,90,80,25,27,115,107,222
MONTEAGUDO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,533,490,40,31,573,521,1094
MONTERO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,2234,2039,252,231,2486,2270,4756
MORO MORO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,33,26,1,1,34,27,61
MOROCHATA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,97,72,2,0,99,72,171
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,ninos  de 1 a 4 anos,2017-11-01,61,67,2,4,63,71,134
NAZACARA DE PACAJES,consulta externa,ninos  de 1 a 4 anos,2017-11-01,4,3,0,0,4,3,7
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,ninos  de 1 a 4 anos,2017-11-01,79,79,1,3,80,82,162
OCURI,consulta externa,ninos  de 1 a 4 anos,2017-11-01,177,203,2,2,179,205,384
OKINAWA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,182,183,6,6,188,189,377
OMEREQUE,consulta externa,ninos  de 1 a 4 anos,2017-11-01,148,123,3,7,151,130,281
ORURO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,3938,3449,557,547,4495,3996,8491
PADCAYA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,305,290,19,9,324,299,623
PADILLA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,184,174,8,5,192,179,371
PAILON,consulta externa,ninos  de 1 a 4 anos,2017-11-01,416,344,44,38,460,382,842
PALCA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,185,175,15,17,200,192,392
PALOS BLANCOS,consulta externa,ninos  de 1 a 4 anos,2017-11-01,613,564,75,87,688,651,1339
PAMPA AULLAGAS,consulta externa,ninos  de 1 a 4 anos,2017-11-01,26,36,0,0,26,36,62
PAMPA GRANDE,consulta externa,ninos  de 1 a 4 anos,2017-11-01,110,106,6,13,116,119,235
PAPEL PAMPA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,73,66,0,2,73,68,141
PASORAPA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,37,34,2,1,39,35,74
PATACAMAYA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,186,163,39,32,225,195,420
PAZÑA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,70,54,1,4,71,58,129
PELECHUCO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,101,118,4,8,105,126,231
POCOATA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,235,191,0,0,235,191,426
POCONA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,141,158,5,2,146,160,306
POJO (CBBA),consulta externa,ninos  de 1 a 4 anos,2017-11-01,125,103,13,8,138,111,249
POOPO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,42,62,1,4,43,66,109
PORCO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,139,96,6,1,145,97,242
POROMA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,256,237,1,3,257,240,497
PORONGO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,173,171,12,17,185,188,373
PORTACHUELO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,298,284,2,1,300,285,585
PORVENIR,consulta externa,ninos  de 1 a 4 anos,2017-11-01,92,114,10,8,102,122,224
POSTRER VALLE,consulta externa,ninos  de 1 a 4 anos,2017-11-01,15,24,0,2,15,26,41
POTOSI,consulta externa,ninos  de 1 a 4 anos,2017-11-01,2949,2607,176,132,3125,2739,5864
PRESTO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,132,129,0,2,132,131,263
PUCARA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,15,12,4,3,19,15,34
PUCARANI,consulta externa,ninos  de 1 a 4 anos,2017-11-01,191,154,9,12,200,166,366
PUERTO ACOSTA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,63,60,14,13,77,73,150
PUERTO CARABUCO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,78,65,21,22,99,87,186
PUERTO GONZALO MORENO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,188,169,13,8,201,177,378
PUERTO PEREZ,consulta externa,ninos  de 1 a 4 anos,2017-11-01,33,31,0,0,33,31,64
PUERTO QUIJARRO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,133,123,26,21,159,144,303
PUERTO RICO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,150,144,7,3,157,147,304
PUERTO SILES,consulta externa,ninos  de 1 a 4 anos,2017-11-01,20,14,0,0,20,14,34
PUERTO SUAREZ,consulta externa,ninos  de 1 a 4 anos,2017-11-01,268,269,40,45,308,314,622
PUERTO VILLARROEL,consulta externa,ninos  de 1 a 4 anos,2017-11-01,1154,1057,53,41,1207,1098,2305
PUNA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,180,150,5,4,185,154,339
PUNATA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,406,274,56,34,462,308,770
QUIABAYA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,14,18,7,1,21,19,40
QUILLACOLLO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,1902,1746,1353,1152,3255,2898,6153
QUIME,consulta externa,ninos  de 1 a 4 anos,2017-11-01,64,78,5,14,69,92,161
QUIRUSILLAS,consulta externa,ninos  de 1 a 4 anos,2017-11-01,19,12,2,1,21,13,34
RAVELO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,199,169,1,0,200,169,369
REYES,consulta externa,ninos  de 1 a 4 anos,2017-11-01,147,140,11,10,158,150,308
RIBERALTA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,1672,1594,187,209,1859,1803,3662
ROBORE,consulta externa,ninos  de 1 a 4 anos,2017-11-01,213,233,36,26,249,259,508
RURRENABAQUE,consulta externa,ninos  de 1 a 4 anos,2017-11-01,288,241,55,77,343,318,661
SABAYA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,38,39,8,4,46,43,89
SACABA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,1693,1469,420,387,2113,1856,3969
SACABAMBA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,55,39,4,2,59,41,100
SACACA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,316,270,2,4,318,274,592
SAIPINA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,87,70,7,4,94,74,168
SALINAS DE GARCI MENDOZA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,122,135,5,7,127,142,269
SAMAIPATA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,129,87,6,3,135,90,225
SAN AGUSTIN,consulta externa,ninos  de 1 a 4 anos,2017-11-01,35,31,2,0,37,31,68
SAN ANDRES,consulta externa,ninos  de 1 a 4 anos,2017-11-01,205,217,32,24,237,241,478
SAN ANDRES DE MACHACA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,36,21,11,8,47,29,76
SAN ANTONIO DE ESMORUCO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,24,22,0,1,24,23,47
SAN ANTONIO DE LOMERIO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,120,127,2,3,122,130,252
SAN BENITO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,91,113,36,32,127,145,272
SAN BORJA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,556,523,26,33,582,556,1138
SAN BUENA VENTURA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,203,150,4,4,207,154,361
SAN CARLOS,consulta externa,ninos  de 1 a 4 anos,2017-11-01,298,280,30,21,328,301,629
SAN IGNACIO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,270,301,6,8,276,309,585
SAN IGNACIO DE VELASCO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,861,780,26,33,887,813,1700
SAN JAVIER(BNI),consulta externa,ninos  de 1 a 4 anos,2017-11-01,32,38,3,0,35,38,73
SAN JAVIER(STC),consulta externa,ninos  de 1 a 4 anos,2017-11-01,61,59,0,1,61,60,121
SAN JOAQUIN,consulta externa,ninos  de 1 a 4 anos,2017-11-01,84,61,1,4,85,65,150
SAN JOSE DE CHIQUITOS,consulta externa,ninos  de 1 a 4 anos,2017-11-01,302,301,175,179,477,480,957
SAN JUAN DE YAPACANI,consulta externa,ninos  de 1 a 4 anos,2017-11-01,208,211,25,15,233,226,459
SAN JULIAN,consulta externa,ninos  de 1 a 4 anos,2017-11-01,734,626,89,65,823,691,1514
SAN LORENZO(PND),consulta externa,ninos  de 1 a 4 anos,2017-11-01,204,194,2,2,206,196,402
SAN LORENZO(TJA),consulta externa,ninos  de 1 a 4 anos,2017-11-01,371,283,22,25,393,308,701
SAN LUCAS,consulta externa,ninos  de 1 a 4 anos,2017-11-01,459,361,3,1,462,362,824
SAN MATIAS,consulta externa,ninos  de 1 a 4 anos,2017-11-01,206,164,19,11,225,175,400
SAN MIGUEL DE VELASCO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,149,126,48,38,197,164,361
SAN PABLO DE LIPEZ,consulta externa,ninos  de 1 a 4 anos,2017-11-01,70,70,0,1,70,71,141
SAN PEDRO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,402,316,34,42,436,358,794
SAN PEDRO DE BUENA VISTA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,284,278,5,1,289,279,568
SAN PEDRO DE CURAHUARA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,103,73,5,1,108,74,182
SAN PEDRO DE QUEMES,consulta externa,ninos  de 1 a 4 anos,2017-11-01,20,13,1,0,21,13,34
SAN PEDRO DE TIQUINA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,44,26,8,4,52,30,82
SAN PEDRO(PND),consulta externa,ninos  de 1 a 4 anos,2017-11-01,37,33,1,0,38,33,71
SAN RAFAEL,consulta externa,ninos  de 1 a 4 anos,2017-11-01,78,97,45,60,123,157,280
SAN RAMON BENI,consulta externa,ninos  de 1 a 4 anos,2017-11-01,63,51,1,4,64,55,119
SAN RAMON SCZ,consulta externa,ninos  de 1 a 4 anos,2017-11-01,190,186,13,21,203,207,410
SANTA ANA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,135,129,59,68,194,197,391
SANTA CRUZ DE LA SIERRA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,11980,10913,2294,2351,14274,13264,27538
SANTA ROSA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,126,110,6,9,132,119,251
SANTA ROSA DEL SARA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,219,256,24,33,243,289,532
SANTIAGO DE CALLAPA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,38,20,9,11,47,31,78
SANTIAGO DE HUARI,consulta externa,ninos  de 1 a 4 anos,2017-11-01,113,102,6,6,119,108,227
SANTIAGO DE HUATA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,30,25,0,0,30,25,55
SANTIAGO DE MACHACA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,29,13,1,0,30,13,43
SANTIVAÑES,consulta externa,ninos  de 1 a 4 anos,2017-11-01,74,92,5,3,79,95,174
SANTUARIO DE QUILLACAS,consulta externa,ninos  de 1 a 4 anos,2017-11-01,30,23,6,1,36,24,60
SAPAHAQUI,consulta externa,ninos  de 1 a 4 anos,2017-11-01,70,60,0,0,70,60,130
SENA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,109,111,5,1,114,112,226
SHINAOTA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,512,454,49,51,561,505,1066
SICA SICA (VILLA AROMA),consulta externa,ninos  de 1 a 4 anos,2017-11-01,172,162,6,10,178,172,350
SICAYA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,47,49,0,1,47,50,97
SIPE SIPE,consulta externa,ninos  de 1 a 4 anos,2017-11-01,580,507,217,252,797,759,1556
SOPACHUY,consulta externa,ninos  de 1 a 4 anos,2017-11-01,120,118,3,3,123,121,244
SORACACHI,consulta externa,ninos  de 1 a 4 anos,2017-11-01,88,77,0,0,88,77,165
SORATA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,189,162,51,45,240,207,447
SUCRE,consulta externa,ninos  de 1 a 4 anos,2017-11-01,3887,3442,660,684,4547,4126,8673
TACACHI,consulta externa,ninos  de 1 a 4 anos,2017-11-01,32,10,0,0,32,10,42
TACACOMA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,155,127,25,28,180,155,335
TACOBAMBA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,87,91,0,1,87,92,179
TACOPAYA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,76,74,4,3,80,77,157
TAHUA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,14,16,0,0,14,16,30
TAPACARI,consulta externa,ninos  de 1 a 4 anos,2017-11-01,263,234,12,10,275,244,519
TARABUCO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,260,192,1,2,261,194,455
TARACO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,17,24,4,5,21,29,50
TARATA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,94,66,25,22,119,88,207
TARIJA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,2410,2172,725,667,3135,2839,5974
TARVITA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,409,375,9,14,418,389,807
TEOPONTE,consulta externa,ninos  de 1 a 4 anos,2017-11-01,245,256,45,42,290,298,588
TIAWANACU,consulta externa,ninos  de 1 a 4 anos,2017-11-01,80,70,10,17,90,87,177
TINGUIPAYA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,203,164,2,0,205,164,369
TIPUANI,consulta externa,ninos  de 1 a 4 anos,2017-11-01,195,124,1,1,196,125,321
TIQUIPAYA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,772,685,124,110,896,795,1691
TIRAQUE (CBBA),consulta externa,ninos  de 1 a 4 anos,2017-11-01,175,152,19,7,194,159,353
TITO YUPANQUI (PARQUIPUJIO),consulta externa,ninos  de 1 a 4 anos,2017-11-01,10,7,0,0,10,7,17
TOCO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,89,103,35,26,124,129,253
TODOS SANTOS,consulta externa,ninos  de 1 a 4 anos,2017-11-01,8,2,0,0,8,2,10
TOLATA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,93,64,24,16,117,80,197
TOLEDO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,45,38,0,1,45,39,84
TOMAVE,consulta externa,ninos  de 1 a 4 anos,2017-11-01,195,148,5,1,200,149,349
TOMINA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,204,213,16,5,220,218,438
TORO TORO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,116,112,1,0,117,112,229
TOTORA(CBBA),consulta externa,ninos  de 1 a 4 anos,2017-11-01,154,124,1,0,155,124,279
TOTORA(ORR),consulta externa,ninos  de 1 a 4 anos,2017-11-01,44,50,13,17,57,67,124
TRIGAL,consulta externa,ninos  de 1 a 4 anos,2017-11-01,36,29,3,3,39,32,71
TRINIDAD,consulta externa,ninos  de 1 a 4 anos,2017-11-01,1522,1354,314,274,1836,1628,3464
TUPIZA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,651,623,63,49,714,672,1386
TURCO,consulta externa,ninos  de 1 a 4 anos,2017-11-01,41,41,2,4,43,45,88
UMALA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,77,91,6,2,83,93,176
UNCIA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,300,281,8,14,308,295,603
URIONDO (A. CONCEPCION),consulta externa,ninos  de 1 a 4 anos,2017-11-01,238,289,20,24,258,313,571
URUBICHA,consulta externa,ninos  de 1 a 4 anos,2017-11-01,97,91,1,0,98,91,189
UYUNI,consulta externa,ninos  de 1 a 4 anos,2017-11-01,302,322,13,14,315,336,651
VACAS,consulta externa,ninos  de 1 a 4 anos,2017-11-01,108,93,38,43,146,136,282
