municipality,group,variable,month,Mujeres con primer control post parto,TOTAL
SAN ANDRES,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,10,10
SAN ANTONIO DE LOMERIO,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,13,13
SAN BENITO,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,11,11
SAN BORJA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,55,55
SAN BUENA VENTURA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,16,16
SAN CARLOS,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,35,35
SAN IGNACIO,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,31,31
SAN IGNACIO DE VELASCO,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,35,35
SAN JAVIER(STC),atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,7,7
SAN JOAQUIN,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,4,4
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,33,33
SAN JUAN DE YAPACANI,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,18,18
SAN JULIAN,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,61,61
SAN LORENZO(PND),atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,12,12
SAN LORENZO(TJA),atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,23,23
SAN LUCAS,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,71,71
SAN MIGUEL DE VELASCO,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,12,12
SAN PABLO DE LIPEZ,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,4,4
SAN PEDRO,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,30,30
SAN PEDRO DE BUENA VISTA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,9,9
SAN PEDRO DE CURAHUARA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,7,7
SAN PEDRO DE TIQUINA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,2,2
SAN PEDRO(PND),atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,1,1
SAN RAFAEL,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,7,7
SAN RAMON,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,2,2
SAN RAMON,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,11,11
SANTA ANA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,48,48
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,1382,1382
SANTA ROSA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,9,9
SANTA ROSA DEL SARA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,21,21
SANTIAGO DE CALLAPA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,1,1
SANTIAGO DE HUARI,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,6,6
SANTIAGO DE MACHACA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,2,2
SANTIVAÑES,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,9,9
SAPAHAQUI,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,20,20
SENA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,2,2
SICA SICA (VILLA AROMA),atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,21,21
SIPE SIPE,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,36,36
SOPACHUY,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,9,9
SORACACHI,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,12,12
SORATA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,14,14
SUCRE,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,287,287
TACACHI,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,3,3
TACACOMA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,3,3
TACOBAMBA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,13,13
TACOPAYA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,22,22
TAPACARI,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,28,28
TARABUCO,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,53,53
TARACO,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,4,4
TARATA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,12,12
TARIJA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,199,199
TARVITA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,31,31
TEOPONTE,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,7,7
TIAWANACU,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,11,11
TINGUIPAYA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,29,29
TIPUANI,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,14,14
TIQUIPAYA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,89,89
TIRAQUE (CBBA),atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,74,74
TOCO,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,5,5
TOLATA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,4,4
TOLEDO,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,6,6
TOMAVE,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,16,16
TOMINA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,4,4
TORO TORO,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,15,15
TOTORA(CBBA),atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,25,25
TRIGAL,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,2,2
TRINIDAD,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,108,108
TUPIZA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,53,53
TURCO,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,8,8
UMALA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,2,2
UNCIA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,40,40
URIONDO (A. CONCEPCION),atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,11,11
URUBICHA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,9,9
UYUNI,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,10,10
VACAS,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,16,16
VALLEGRANDE,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,11,11
VIACHA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,22,22
VILA VILA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,7,7
VILLA MONTES,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,32,32
VILLA NUEVA (LOMA ALTA),atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,1,1
VILLA RIVERO,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,7,7
VILLA SERRANO,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,18,18
VILLA TUNARI,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,107,107
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,9,9
VILLAZON,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,65,65
VINTO,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,29,29
VITICHI,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,18,18
WALDO BALLIVIAN,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,2,2
WARNES,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,55,55
YACO,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,1,1
YACUIBA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,86,86
YAMPARAEZ,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,15,15
YANACACHI,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,3,3
YAPACANI,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,73,73
YOCALLA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,6,6
YOTALA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,15,15
YUNCHARA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,9,9
ZUDAÑEZ,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,18,18
ACACIO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,21,21
ACHACACHI,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,52,52
ACHOCALLA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,11,11
AIQUILE,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,35,35
ALALAY,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,4,4
ALCALA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,2,2
ANCORAIMES,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,21,21
ANDAMARCA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,4,4
ANTEQUERA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,2,2
ANZALDO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,9,9
APOLO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,19,19
ARAMPAMPA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,9,9
ARANI,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,12,12
ARBIETO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,3,3
ARQUE,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,7,7
ASCENCION DE GUARAYOS,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,6,6
ATOCHA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,23,23
AUCAPATA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,8,8
AYATA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,13,13
AYO AYO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,33,33
AZURDUY,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,30,30
BATALLAS,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,13,13
BAURES,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,5,5
BELLA FLOR,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,1,1
BERMEJO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,33,33
BETANZOS,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,49,49
BOLIVAR,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,16,16
BOLPEBRA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,1,1
BOYUIBE,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,9,9
BUENA VISTA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,24,24
CABEZAS,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,60,60
CAIROMA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,8,8
"CAIZA ""D""",atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,8,8
CAJUATA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,10,10
CALACOTO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,9,9
CALAMARCA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,11,11
CAMARGO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,38,38
CAMIRI,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,34,34
CAPINOTA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,26,26
CAQUIAVIRI,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,8,8
CARACOLLO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,21,21
CARANAVI,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,73,73
CARAPARI,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,9,9
CARIPUYO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,4,4
CARMEN RIVERO TORREZ,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,6,6
CHALLAPATA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,35,35
CHAQUI,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,7,7
CHARAGUA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,29,29
CHARAÑA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,2,2
CHAYANTA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,25,25
CHIMORE,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,26,26
CHIPAYA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,6,6
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,27,27
CHUMA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,7,7
CLIZA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,4,4
COBIJA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,54,54
COCHABAMBA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,590,590
COIPASA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,1,1
COLCAPIRHUA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,52,52
"COLCHA ""K""",atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,6,6
COLLANA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,3,3
COLOMI,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,25,25
COLPA BELGICA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,10,10
COLQUECHACA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,50,50
COLQUENCHA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,7,7
COLQUIRI,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,24,24
COMANCHE,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,3,3
COMARAPA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,39,39
CONCEPCION,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,2,2
COPACABANA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,4,4
CORIPATA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,17,17
CORO CORO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,5,5
COROICO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,12,12
CORQUE,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,9,9
COTAGAITA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,37,37
COTOCA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,120,120
CUATRO CAÑADAS,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,22,22
CUEVO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,7,7
CULPINA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,26,26
CURVA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,5,5
DESAGUADERO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,6,6
EL ALTO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,647,647
EL CHORO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,1,1
EL PUENTE(STC),atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,13,13
EL PUENTE(TJA),atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,15,15
EL TORNO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,78,78
EL VILLAR,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,7,7
ENTRE RIOS,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,27,27
ENTRE RIOS,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,37,37
EUCALIPTUS,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,7,7
EXALTACION,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,2,2
FERNANDEZ ALONSO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,20,20
FILADELFIA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,6,6
GENERAL SAAVEDRA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,35,35
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,12,12
GUANAY,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,17,17
GUAQUI,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,5,5
GUAYARAMERIN,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,76,76
GUTIERREZ,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,22,22
HUACARETA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,17,17
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,1,1
HUACHACALLA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,1,1
HUANUNI,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,34,34
HUARACAJE,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,10,10
HUAYLLAMARCA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,4,4
ICHOCA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,6,6
ICLA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,28,28
INCAHUASI,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,27,27
INGAVI (HUMAITA),atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,4,4
INQUISIVI,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,18,18
IRUPANA (VILLA DE LANZA),atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,13,13
IXIAMAS,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,7,7
JESUS DE MACHACA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,17,17
LA ASUNTA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,30,30
LA GUARDIA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,49,49
LA PAZ,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,1214,1214
LAGUNILLAS,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,16,16
LAJA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,14,14
LAS CARRERAS,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,3,3
LICOMA PAMPA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,5,5
LLALLAGUA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,58,58
LLICA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,2,2
LORETO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,3,3
LURIBAY,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,19,19
MACHACAMARCA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,2,2
MACHARETI,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,13,13
MAGDALENA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,11,11
MAIRANA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,17,17
MALLA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,2,2
MAPIRI,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,20,20
MECAPACA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,5,5
MINEROS,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,40,40
MIZQUE,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,34,34
MOCOMOCO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,13,13
MOJINETE,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,1,1
MOJOCOYA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,12,12
MONTEAGUDO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,61,61
MONTERO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,167,167
MORO MORO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,4,4
MOROCHATA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,64,64
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,3,3
OCURI,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,26,26
OKINAWA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,13,13
OMEREQUE,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,14,14
ORURO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,305,305
PADCAYA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,18,18
PADILLA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,28,28
PAILON,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,22,22
PALCA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,13,13
PALOS BLANCOS,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,33,33
PAMPA AULLAGAS,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,4,4
PAMPA GRANDE,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,14,14
PAPEL PAMPA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,10,10
PASORAPA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,13,13
PATACAMAYA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,50,50
PAZÑA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,4,4
PELECHUCO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,11,11
POCOATA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,37,37
POCONA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,39,39
POJO (CBBA),atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,10,10
POOPO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,9,9
PORCO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,6,6
POROMA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,25,25
PORONGO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,5,5
PORTACHUELO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,18,18
PORVENIR,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,2,2
POSTRER VALLE,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,2,2
POTOSI,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,378,378
PRESTO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,17,17
PUCARANI,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,23,23
PUERTO ACOSTA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,29,29
PUERTO CARABUCO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,14,14
PUERTO PEREZ,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,9,9
PUERTO QUIJARRO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,28,28
PUERTO RICO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,10,10
PUERTO SILES,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,2,2
PUERTO SUAREZ,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,34,34
PUERTO VILLARROEL,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,110,110
PUNA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,47,47
PUNATA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,24,24
QUIABAYA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,4,4
QUILLACOLLO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,32,32
QUIME,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,4,4
QUIRUSILLAS,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,6,6
RAVELO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,34,34
REYES,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,12,12
ROBORE,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,22,22
RURRENABAQUE,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,24,24
SABAYA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,8,8
SACABA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,147,147
SACABAMBA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,5,5
SACACA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,24,24
SAIPINA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,5,5
SALINAS DE GARCI MENDOZA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,14,14
SAMAIPATA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,20,20
SAN AGUSTIN,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,1,1
SAN ANDRES,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,10,10
SAN ANDRES DE MACHACA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,4,4
SAN ANTONIO DE ESMORUCO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,3,3
SAN ANTONIO DE LOMERIO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,6,6
SAN BENITO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,11,11
SAN BORJA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,44,44
SAN BUENA VENTURA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,13,13
SAN CARLOS,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,43,43
SAN IGNACIO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,21,21
SAN IGNACIO DE VELASCO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,68,68
SAN JAVIER(BNI),atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,4,4
SAN JAVIER(STC),atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,25,25
SAN JOAQUIN,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,3,3
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,41,41
SAN JUAN DE YAPACANI,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,21,21
SAN JULIAN,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,77,77
SAN LORENZO(PND),atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,4,4
SAN LORENZO(TJA),atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,23,23
SAN LUCAS,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,50,50
SAN MATIAS,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,15,15
SAN MIGUEL DE VELASCO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,15,15
SAN PABLO DE LIPEZ,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,2,2
SAN PEDRO,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,42,42
SAN PEDRO DE BUENA VISTA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,9,9
SAN PEDRO DE CURAHUARA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,4,4
SAN PEDRO DE TIQUINA,atencion de partos en servicio,mujeres con primer control post parto,2005-03-01,9,9
