municipality,group,variable,month,Nacidos muertos,TOTAL
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos,2005-01-01,18,18
SANTA ROSA,atencion de partos en servicio,nacidos muertos,2005-01-01,1,1
SIPE SIPE,atencion de partos en servicio,nacidos muertos,2005-01-01,1,1
SOPACHUY,atencion de partos en servicio,nacidos muertos,2005-01-01,1,1
SORATA,atencion de partos en servicio,nacidos muertos,2005-01-01,1,1
SUCRE,atencion de partos en servicio,nacidos muertos,2005-01-01,11,11
TARABUCO,atencion de partos en servicio,nacidos muertos,2005-01-01,2,2
TARIJA,atencion de partos en servicio,nacidos muertos,2005-01-01,11,11
TOMINA,atencion de partos en servicio,nacidos muertos,2005-01-01,1,1
TOTORA(CBBA),atencion de partos en servicio,nacidos muertos,2005-01-01,1,1
TOTORA(ORR),atencion de partos en servicio,nacidos muertos,2005-01-01,1,1
UYUNI,atencion de partos en servicio,nacidos muertos,2005-01-01,1,1
VILLA TUNARI,atencion de partos en servicio,nacidos muertos,2005-01-01,3,3
VILLAZON,atencion de partos en servicio,nacidos muertos,2005-01-01,2,2
YACUIBA,atencion de partos en servicio,nacidos muertos,2005-01-01,1,1
ZUDAÑEZ,atencion de partos en servicio,nacidos muertos,2005-01-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicio,nacidos muertos,2005-02-01,2,2
ATOCHA,atencion de partos en servicio,nacidos muertos,2005-02-01,1,1
AZURDUY,atencion de partos en servicio,nacidos muertos,2005-02-01,1,1
BETANZOS,atencion de partos en servicio,nacidos muertos,2005-02-01,1,1
BOYUIBE,atencion de partos en servicio,nacidos muertos,2005-02-01,1,1
CAJUATA,atencion de partos en servicio,nacidos muertos,2005-02-01,1,1
CAMARGO,atencion de partos en servicio,nacidos muertos,2005-02-01,4,4
CARANAVI,atencion de partos en servicio,nacidos muertos,2005-02-01,3,3
CHAYANTA,atencion de partos en servicio,nacidos muertos,2005-02-01,1,1
COBIJA,atencion de partos en servicio,nacidos muertos,2005-02-01,2,2
COCHABAMBA,atencion de partos en servicio,nacidos muertos,2005-02-01,27,27
CORO CORO,atencion de partos en servicio,nacidos muertos,2005-02-01,1,1
COTOCA,atencion de partos en servicio,nacidos muertos,2005-02-01,2,2
CUATRO CAÑADAS,atencion de partos en servicio,nacidos muertos,2005-02-01,1,1
CULPINA,atencion de partos en servicio,nacidos muertos,2005-02-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos,2005-02-01,19,19
ENTRE RIOS,atencion de partos en servicio,nacidos muertos,2005-02-01,1,1
GUAYARAMERIN,atencion de partos en servicio,nacidos muertos,2005-02-01,2,2
INCAHUASI,atencion de partos en servicio,nacidos muertos,2005-02-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos,2005-02-01,22,22
LLALLAGUA,atencion de partos en servicio,nacidos muertos,2005-02-01,3,3
MONTERO,atencion de partos en servicio,nacidos muertos,2005-02-01,5,5
ORURO,atencion de partos en servicio,nacidos muertos,2005-02-01,15,15
PAMPA GRANDE,atencion de partos en servicio,nacidos muertos,2005-02-01,1,1
PAPEL PAMPA,atencion de partos en servicio,nacidos muertos,2005-02-01,1,1
POCOATA,atencion de partos en servicio,nacidos muertos,2005-02-01,1,1
PORTACHUELO,atencion de partos en servicio,nacidos muertos,2005-02-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos,2005-02-01,1,1
PUERTO SUAREZ,atencion de partos en servicio,nacidos muertos,2005-02-01,1,1
PUERTO VILLARROEL,atencion de partos en servicio,nacidos muertos,2005-02-01,1,1
QUILLACOLLO,atencion de partos en servicio,nacidos muertos,2005-02-01,2,2
QUIRUSILLAS,atencion de partos en servicio,nacidos muertos,2005-02-01,1,1
RIBERALTA,atencion de partos en servicio,nacidos muertos,2005-02-01,1,1
ROBORE,atencion de partos en servicio,nacidos muertos,2005-02-01,1,1
SACABA,atencion de partos en servicio,nacidos muertos,2005-02-01,4,4
SAN ANTONIO DE LOMERIO,atencion de partos en servicio,nacidos muertos,2005-02-01,1,1
SAN BORJA,atencion de partos en servicio,nacidos muertos,2005-02-01,2,2
SAN JAVIER(STC),atencion de partos en servicio,nacidos muertos,2005-02-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,nacidos muertos,2005-02-01,1,1
SAN JULIAN,atencion de partos en servicio,nacidos muertos,2005-02-01,4,4
SAN LUCAS,atencion de partos en servicio,nacidos muertos,2005-02-01,1,1
SANTA ANA,atencion de partos en servicio,nacidos muertos,2005-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos,2005-02-01,33,33
SUCRE,atencion de partos en servicio,nacidos muertos,2005-02-01,4,4
TARABUCO,atencion de partos en servicio,nacidos muertos,2005-02-01,1,1
TARIJA,atencion de partos en servicio,nacidos muertos,2005-02-01,3,3
TIRAQUE (CBBA),atencion de partos en servicio,nacidos muertos,2005-02-01,1,1
TUPIZA,atencion de partos en servicio,nacidos muertos,2005-02-01,1,1
UYUNI,atencion de partos en servicio,nacidos muertos,2005-02-01,1,1
VALLEGRANDE,atencion de partos en servicio,nacidos muertos,2005-02-01,1,1
VILLA MONTES,atencion de partos en servicio,nacidos muertos,2005-02-01,1,1
YACUIBA,atencion de partos en servicio,nacidos muertos,2005-02-01,1,1
YOTALA,atencion de partos en servicio,nacidos muertos,2005-02-01,1,1
APOLO,atencion de partos en servicio,nacidos muertos,2005-03-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicio,nacidos muertos,2005-03-01,2,2
ATOCHA,atencion de partos en servicio,nacidos muertos,2005-03-01,1,1
BERMEJO,atencion de partos en servicio,nacidos muertos,2005-03-01,1,1
CAMARGO,atencion de partos en servicio,nacidos muertos,2005-03-01,2,2
CAPINOTA,atencion de partos en servicio,nacidos muertos,2005-03-01,2,2
CHALLAPATA,atencion de partos en servicio,nacidos muertos,2005-03-01,1,1
CHARAGUA,atencion de partos en servicio,nacidos muertos,2005-03-01,1,1
COBIJA,atencion de partos en servicio,nacidos muertos,2005-03-01,3,3
COCHABAMBA,atencion de partos en servicio,nacidos muertos,2005-03-01,21,21
COLCAPIRHUA,atencion de partos en servicio,nacidos muertos,2005-03-01,1,1
COLOMI,atencion de partos en servicio,nacidos muertos,2005-03-01,1,1
COMARAPA,atencion de partos en servicio,nacidos muertos,2005-03-01,2,2
COTAGAITA,atencion de partos en servicio,nacidos muertos,2005-03-01,1,1
CUATRO CAÑADAS,atencion de partos en servicio,nacidos muertos,2005-03-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos,2005-03-01,11,11
EL TORNO,atencion de partos en servicio,nacidos muertos,2005-03-01,1,1
ENTRE RIOS,atencion de partos en servicio,nacidos muertos,2005-03-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicio,nacidos muertos,2005-03-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos,2005-03-01,29,29
LLALLAGUA,atencion de partos en servicio,nacidos muertos,2005-03-01,1,1
MIZQUE,atencion de partos en servicio,nacidos muertos,2005-03-01,1,1
MONTEAGUDO,atencion de partos en servicio,nacidos muertos,2005-03-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos,2005-03-01,10,10
OCURI,atencion de partos en servicio,nacidos muertos,2005-03-01,1,1
ORURO,atencion de partos en servicio,nacidos muertos,2005-03-01,14,14
PASORAPA,atencion de partos en servicio,nacidos muertos,2005-03-01,1,1
POCONA,atencion de partos en servicio,nacidos muertos,2005-03-01,1,1
PORTACHUELO,atencion de partos en servicio,nacidos muertos,2005-03-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos,2005-03-01,4,4
PUERTO QUIJARRO,atencion de partos en servicio,nacidos muertos,2005-03-01,1,1
PUERTO SUAREZ,atencion de partos en servicio,nacidos muertos,2005-03-01,2,2
PUERTO VILLARROEL,atencion de partos en servicio,nacidos muertos,2005-03-01,2,2
PUNATA,atencion de partos en servicio,nacidos muertos,2005-03-01,2,2
QUILLACOLLO,atencion de partos en servicio,nacidos muertos,2005-03-01,4,4
RAVELO,atencion de partos en servicio,nacidos muertos,2005-03-01,2,2
SAN BORJA,atencion de partos en servicio,nacidos muertos,2005-03-01,1,1
SAN CARLOS,atencion de partos en servicio,nacidos muertos,2005-03-01,1,1
SAN IGNACIO,atencion de partos en servicio,nacidos muertos,2005-03-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos,2005-03-01,2,2
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,nacidos muertos,2005-03-01,2,2
SAN JULIAN,atencion de partos en servicio,nacidos muertos,2005-03-01,3,3
SAN LUCAS,atencion de partos en servicio,nacidos muertos,2005-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos,2005-03-01,31,31
SANTA ROSA,atencion de partos en servicio,nacidos muertos,2005-03-01,1,1
SUCRE,atencion de partos en servicio,nacidos muertos,2005-03-01,7,7
TAPACARI,atencion de partos en servicio,nacidos muertos,2005-03-01,1,1
TARABUCO,atencion de partos en servicio,nacidos muertos,2005-03-01,1,1
TARIJA,atencion de partos en servicio,nacidos muertos,2005-03-01,6,6
TIRAQUE (CBBA),atencion de partos en servicio,nacidos muertos,2005-03-01,1,1
TUPIZA,atencion de partos en servicio,nacidos muertos,2005-03-01,1,1
UNCIA,atencion de partos en servicio,nacidos muertos,2005-03-01,1,1
VACAS,atencion de partos en servicio,nacidos muertos,2005-03-01,1,1
VALLEGRANDE,atencion de partos en servicio,nacidos muertos,2005-03-01,1,1
VILLA MONTES,atencion de partos en servicio,nacidos muertos,2005-03-01,2,2
VILLA TUNARI,atencion de partos en servicio,nacidos muertos,2005-03-01,2,2
VILLAZON,atencion de partos en servicio,nacidos muertos,2005-03-01,1,1
YACUIBA,atencion de partos en servicio,nacidos muertos,2005-03-01,3,3
ACACIO,atencion de partos en servicio,nacidos muertos,2005-04-01,1,1
AIQUILE,atencion de partos en servicio,nacidos muertos,2005-04-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicio,nacidos muertos,2005-04-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,nacidos muertos,2005-04-01,1,1
AZURDUY,atencion de partos en servicio,nacidos muertos,2005-04-01,1,1
BATALLAS,atencion de partos en servicio,nacidos muertos,2005-04-01,2,2
BERMEJO,atencion de partos en servicio,nacidos muertos,2005-04-01,1,1
CABEZAS,atencion de partos en servicio,nacidos muertos,2005-04-01,1,1
CAMARGO,atencion de partos en servicio,nacidos muertos,2005-04-01,1,1
CAMIRI,atencion de partos en servicio,nacidos muertos,2005-04-01,1,1
CAPINOTA,atencion de partos en servicio,nacidos muertos,2005-04-01,1,1
CARANAVI,atencion de partos en servicio,nacidos muertos,2005-04-01,1,1
CARAPARI,atencion de partos en servicio,nacidos muertos,2005-04-01,1,1
CHARAGUA,atencion de partos en servicio,nacidos muertos,2005-04-01,1,1
COBIJA,atencion de partos en servicio,nacidos muertos,2005-04-01,1,1
COCHABAMBA,atencion de partos en servicio,nacidos muertos,2005-04-01,12,12
COLLANA,atencion de partos en servicio,nacidos muertos,2005-04-01,1,1
COLOMI,atencion de partos en servicio,nacidos muertos,2005-04-01,1,1
COMARAPA,atencion de partos en servicio,nacidos muertos,2005-04-01,1,1
CONCEPCION,atencion de partos en servicio,nacidos muertos,2005-04-01,1,1
CORIPATA,atencion de partos en servicio,nacidos muertos,2005-04-01,1,1
COROICO,atencion de partos en servicio,nacidos muertos,2005-04-01,1,1
COTAGAITA,atencion de partos en servicio,nacidos muertos,2005-04-01,1,1
COTOCA,atencion de partos en servicio,nacidos muertos,2005-04-01,1,1
CULPINA,atencion de partos en servicio,nacidos muertos,2005-04-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos,2005-04-01,11,11
EUCALIPTUS,atencion de partos en servicio,nacidos muertos,2005-04-01,1,1
EXALTACION,atencion de partos en servicio,nacidos muertos,2005-04-01,1,1
GUAYARAMERIN,atencion de partos en servicio,nacidos muertos,2005-04-01,2,2
LA PAZ,atencion de partos en servicio,nacidos muertos,2005-04-01,20,20
LLALLAGUA,atencion de partos en servicio,nacidos muertos,2005-04-01,3,3
MAIRANA,atencion de partos en servicio,nacidos muertos,2005-04-01,1,1
MONTEAGUDO,atencion de partos en servicio,nacidos muertos,2005-04-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos,2005-04-01,4,4
ORURO,atencion de partos en servicio,nacidos muertos,2005-04-01,10,10
PAILON,atencion de partos en servicio,nacidos muertos,2005-04-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos,2005-04-01,3,3
PUERTO SILES,atencion de partos en servicio,nacidos muertos,2005-04-01,2,2
PUERTO SUAREZ,atencion de partos en servicio,nacidos muertos,2005-04-01,1,1
PUERTO VILLARROEL,atencion de partos en servicio,nacidos muertos,2005-04-01,1,1
PUNATA,atencion de partos en servicio,nacidos muertos,2005-04-01,1,1
QUILLACOLLO,atencion de partos en servicio,nacidos muertos,2005-04-01,1,1
RURRENABAQUE,atencion de partos en servicio,nacidos muertos,2005-04-01,1,1
SACABA,atencion de partos en servicio,nacidos muertos,2005-04-01,1,1
SAMAIPATA,atencion de partos en servicio,nacidos muertos,2005-04-01,1,1
SAN BORJA,atencion de partos en servicio,nacidos muertos,2005-04-01,2,2
SAN CARLOS,atencion de partos en servicio,nacidos muertos,2005-04-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos,2005-04-01,2,2
SAN JULIAN,atencion de partos en servicio,nacidos muertos,2005-04-01,1,1
SANTA ANA,atencion de partos en servicio,nacidos muertos,2005-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos,2005-04-01,33,33
SUCRE,atencion de partos en servicio,nacidos muertos,2005-04-01,7,7
TARABUCO,atencion de partos en servicio,nacidos muertos,2005-04-01,3,3
TARIJA,atencion de partos en servicio,nacidos muertos,2005-04-01,3,3
TIRAQUE (CBBA),atencion de partos en servicio,nacidos muertos,2005-04-01,1,1
TRINIDAD,atencion de partos en servicio,nacidos muertos,2005-04-01,2,2
TUPIZA,atencion de partos en servicio,nacidos muertos,2005-04-01,2,2
UNCIA,atencion de partos en servicio,nacidos muertos,2005-04-01,1,1
VILLA MONTES,atencion de partos en servicio,nacidos muertos,2005-04-01,4,4
VILLA TUNARI,atencion de partos en servicio,nacidos muertos,2005-04-01,7,7
YACUIBA,atencion de partos en servicio,nacidos muertos,2005-04-01,5,5
AIQUILE,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
ALALAY,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
ANCORAIMES,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
ATOCHA,atencion de partos en servicio,nacidos muertos,2005-05-01,4,4
AZURDUY,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
BERMEJO,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
BETANZOS,atencion de partos en servicio,nacidos muertos,2005-05-01,2,2
CABEZAS,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
CAMARGO,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
CARANAVI,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
CHARAGUA,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
CHAYANTA,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,nacidos muertos,2005-05-01,2,2
COCHABAMBA,atencion de partos en servicio,nacidos muertos,2005-05-01,20,20
COLQUIRI,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
COROICO,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
COTAGAITA,atencion de partos en servicio,nacidos muertos,2005-05-01,2,2
COTOCA,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
CULPINA,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
DESAGUADERO,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos,2005-05-01,17,17
GENERAL SAAVEDRA,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
GUAYARAMERIN,atencion de partos en servicio,nacidos muertos,2005-05-01,2,2
HUANUNI,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
INCAHUASI,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
IXIAMAS,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
LA ASUNTA,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos,2005-05-01,32,32
LLICA,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
MAGDALENA,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
MONTEAGUDO,atencion de partos en servicio,nacidos muertos,2005-05-01,2,2
MONTERO,atencion de partos en servicio,nacidos muertos,2005-05-01,4,4
ORURO,atencion de partos en servicio,nacidos muertos,2005-05-01,9,9
PADILLA,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
PAMPA GRANDE,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
PATACAMAYA,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos,2005-05-01,5,5
PUERTO RICO,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
QUILLACOLLO,atencion de partos en servicio,nacidos muertos,2005-05-01,2,2
RAVELO,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
ROBORE,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
RURRENABAQUE,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
SACABA,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
SAN ANDRES,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
SAN BORJA,atencion de partos en servicio,nacidos muertos,2005-05-01,2,2
SAN CARLOS,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos,2005-05-01,2,2
SAN JOAQUIN,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
SAN JULIAN,atencion de partos en servicio,nacidos muertos,2005-05-01,2,2
SAN LORENZO(TJA),atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
SAN MATIAS,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
SAN PEDRO,atencion de partos en servicio,nacidos muertos,2005-05-01,2,2
SAN RAMON,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos,2005-05-01,25,25
SUCRE,atencion de partos en servicio,nacidos muertos,2005-05-01,5,5
TARIJA,atencion de partos en servicio,nacidos muertos,2005-05-01,3,3
TIPUANI,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
TIRAQUE (CBBA),atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
TORO TORO,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
TOTORA(CBBA),atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
TRINIDAD,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
VILLA TUNARI,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
VILLAZON,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
VINTO,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
YACUIBA,atencion de partos en servicio,nacidos muertos,2005-05-01,2,2
YAPACANI,atencion de partos en servicio,nacidos muertos,2005-05-01,1,1
ACHACACHI,atencion de partos en servicio,nacidos muertos,2005-06-01,1,1
ACHOCALLA,atencion de partos en servicio,nacidos muertos,2005-06-01,1,1
AIQUILE,atencion de partos en servicio,nacidos muertos,2005-06-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicio,nacidos muertos,2005-06-01,2,2
BATALLAS,atencion de partos en servicio,nacidos muertos,2005-06-01,1,1
BETANZOS,atencion de partos en servicio,nacidos muertos,2005-06-01,1,1
CAMARGO,atencion de partos en servicio,nacidos muertos,2005-06-01,3,3
CAPINOTA,atencion de partos en servicio,nacidos muertos,2005-06-01,1,1
CARANAVI,atencion de partos en servicio,nacidos muertos,2005-06-01,6,6
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,nacidos muertos,2005-06-01,3,3
COBIJA,atencion de partos en servicio,nacidos muertos,2005-06-01,1,1
COCHABAMBA,atencion de partos en servicio,nacidos muertos,2005-06-01,23,23
COPACABANA,atencion de partos en servicio,nacidos muertos,2005-06-01,1,1
CULPINA,atencion de partos en servicio,nacidos muertos,2005-06-01,3,3
EL ALTO,atencion de partos en servicio,nacidos muertos,2005-06-01,13,13
EL PUENTE(STC),atencion de partos en servicio,nacidos muertos,2005-06-01,1,1
ENTRE RIOS,atencion de partos en servicio,nacidos muertos,2005-06-01,1,1
HUANUNI,atencion de partos en servicio,nacidos muertos,2005-06-01,1,1
INCAHUASI,atencion de partos en servicio,nacidos muertos,2005-06-01,1,1
LA ASUNTA,atencion de partos en servicio,nacidos muertos,2005-06-01,2,2
LA PAZ,atencion de partos en servicio,nacidos muertos,2005-06-01,26,26
MONTERO,atencion de partos en servicio,nacidos muertos,2005-06-01,4,4
ORURO,atencion de partos en servicio,nacidos muertos,2005-06-01,15,15
PADILLA,atencion de partos en servicio,nacidos muertos,2005-06-01,2,2
PALOS BLANCOS,atencion de partos en servicio,nacidos muertos,2005-06-01,1,1
POROMA,atencion de partos en servicio,nacidos muertos,2005-06-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos,2005-06-01,3,3
PUERTO VILLARROEL,atencion de partos en servicio,nacidos muertos,2005-06-01,1,1
QUILLACOLLO,atencion de partos en servicio,nacidos muertos,2005-06-01,1,1
ROBORE,atencion de partos en servicio,nacidos muertos,2005-06-01,1,1
SAN BORJA,atencion de partos en servicio,nacidos muertos,2005-06-01,1,1
SAN IGNACIO,atencion de partos en servicio,nacidos muertos,2005-06-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos,2005-06-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,nacidos muertos,2005-06-01,1,1
SAN JULIAN,atencion de partos en servicio,nacidos muertos,2005-06-01,4,4
SAN LUCAS,atencion de partos en servicio,nacidos muertos,2005-06-01,1,1
SAN RAMON,atencion de partos en servicio,nacidos muertos,2005-06-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos,2005-06-01,20,20
SIPE SIPE,atencion de partos en servicio,nacidos muertos,2005-06-01,1,1
SUCRE,atencion de partos en servicio,nacidos muertos,2005-06-01,7,7
TARABUCO,atencion de partos en servicio,nacidos muertos,2005-06-01,2,2
TARIJA,atencion de partos en servicio,nacidos muertos,2005-06-01,6,6
TOLEDO,atencion de partos en servicio,nacidos muertos,2005-06-01,1,1
TUPIZA,atencion de partos en servicio,nacidos muertos,2005-06-01,1,1
UNCIA,atencion de partos en servicio,nacidos muertos,2005-06-01,3,3
UYUNI,atencion de partos en servicio,nacidos muertos,2005-06-01,1,1
VILLA TUNARI,atencion de partos en servicio,nacidos muertos,2005-06-01,2,2
VILLAZON,atencion de partos en servicio,nacidos muertos,2005-06-01,1,1
YACUIBA,atencion de partos en servicio,nacidos muertos,2005-06-01,1,1
YAPACANI,atencion de partos en servicio,nacidos muertos,2005-06-01,2,2
ZUDAÑEZ,atencion de partos en servicio,nacidos muertos,2005-06-01,2,2
AIQUILE,atencion de partos en servicio,nacidos muertos,2005-07-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicio,nacidos muertos,2005-07-01,1,1
ATOCHA,atencion de partos en servicio,nacidos muertos,2005-07-01,1,1
AZURDUY,atencion de partos en servicio,nacidos muertos,2005-07-01,1,1
BERMEJO,atencion de partos en servicio,nacidos muertos,2005-07-01,1,1
BETANZOS,atencion de partos en servicio,nacidos muertos,2005-07-01,1,1
"CAIZA ""D""",atencion de partos en servicio,nacidos muertos,2005-07-01,1,1
CAMARGO,atencion de partos en servicio,nacidos muertos,2005-07-01,1,1
CARANAVI,atencion de partos en servicio,nacidos muertos,2005-07-01,4,4
