municipality,group,variable,month,Cesáreas,TOTAL
QUILLACOLLO,atencion de partos en servicio,cesareas,2005-01-01,37,37
REYES,atencion de partos en servicio,cesareas,2005-01-01,7,7
RIBERALTA,atencion de partos en servicio,cesareas,2005-01-01,48,48
ROBORE,atencion de partos en servicio,cesareas,2005-01-01,11,11
RURRENABAQUE,atencion de partos en servicio,cesareas,2005-01-01,4,4
SACABA,atencion de partos en servicio,cesareas,2005-01-01,20,20
SAMAIPATA,atencion de partos en servicio,cesareas,2005-01-01,5,5
SAN BORJA,atencion de partos en servicio,cesareas,2005-01-01,18,18
SAN CARLOS,atencion de partos en servicio,cesareas,2005-01-01,6,6
SAN IGNACIO DE VELASCO,atencion de partos en servicio,cesareas,2005-01-01,15,15
SAN JAVIER(STC),atencion de partos en servicio,cesareas,2005-01-01,3,3
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,cesareas,2005-01-01,4,4
SAN JUAN DE YAPACANI,atencion de partos en servicio,cesareas,2005-01-01,3,3
SAN JULIAN,atencion de partos en servicio,cesareas,2005-01-01,8,8
SAN LUCAS,atencion de partos en servicio,cesareas,2005-01-01,3,3
SAN RAMON,atencion de partos en servicio,cesareas,2005-01-01,1,1
SANTA ANA,atencion de partos en servicio,cesareas,2005-01-01,6,6
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,cesareas,2005-01-01,1014,1014
SANTA ROSA,atencion de partos en servicio,cesareas,2005-01-01,1,1
SUCRE,atencion de partos en servicio,cesareas,2005-01-01,128,128
TARABUCO,atencion de partos en servicio,cesareas,2005-01-01,4,4
TARIJA,atencion de partos en servicio,cesareas,2005-01-01,111,111
TIQUIPAYA,atencion de partos en servicio,cesareas,2005-01-01,2,2
TIRAQUE (CBBA),atencion de partos en servicio,cesareas,2005-01-01,8,8
TOTORA(CBBA),atencion de partos en servicio,cesareas,2005-01-01,9,9
TRINIDAD,atencion de partos en servicio,cesareas,2005-01-01,52,52
TUPIZA,atencion de partos en servicio,cesareas,2005-01-01,11,11
UNCIA,atencion de partos en servicio,cesareas,2005-01-01,3,3
UYUNI,atencion de partos en servicio,cesareas,2005-01-01,1,1
VALLEGRANDE,atencion de partos en servicio,cesareas,2005-01-01,12,12
VILLA MONTES,atencion de partos en servicio,cesareas,2005-01-01,18,18
VILLA TUNARI,atencion de partos en servicio,cesareas,2005-01-01,13,13
VILLAZON,atencion de partos en servicio,cesareas,2005-01-01,7,7
WARNES,atencion de partos en servicio,cesareas,2005-01-01,15,15
YACUIBA,atencion de partos en servicio,cesareas,2005-01-01,23,23
YAPACANI,atencion de partos en servicio,cesareas,2005-01-01,8,8
YOTALA,atencion de partos en servicio,cesareas,2005-01-01,1,1
ZUDAÑEZ,atencion de partos en servicio,cesareas,2005-01-01,1,1
ACHACACHI,atencion de partos en servicio,cesareas,2005-02-01,1,1
AIQUILE,atencion de partos en servicio,cesareas,2005-02-01,12,12
ASCENCION DE GUARAYOS,atencion de partos en servicio,cesareas,2005-02-01,6,6
ATOCHA,atencion de partos en servicio,cesareas,2005-02-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,cesareas,2005-02-01,1,1
AZURDUY,atencion de partos en servicio,cesareas,2005-02-01,1,1
BERMEJO,atencion de partos en servicio,cesareas,2005-02-01,12,12
BETANZOS,atencion de partos en servicio,cesareas,2005-02-01,3,3
CAMARGO,atencion de partos en servicio,cesareas,2005-02-01,13,13
CAMIRI,atencion de partos en servicio,cesareas,2005-02-01,30,30
CARANAVI,atencion de partos en servicio,cesareas,2005-02-01,6,6
CHARAGUA,atencion de partos en servicio,cesareas,2005-02-01,9,9
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,cesareas,2005-02-01,2,2
COBIJA,atencion de partos en servicio,cesareas,2005-02-01,19,19
COCHABAMBA,atencion de partos en servicio,cesareas,2005-02-01,391,391
COLCAPIRHUA,atencion de partos en servicio,cesareas,2005-02-01,3,3
COMARAPA,atencion de partos en servicio,cesareas,2005-02-01,9,9
CONCEPCION,atencion de partos en servicio,cesareas,2005-02-01,9,9
COTOCA,atencion de partos en servicio,cesareas,2005-02-01,6,6
CULPINA,atencion de partos en servicio,cesareas,2005-02-01,2,2
EL ALTO,atencion de partos en servicio,cesareas,2005-02-01,111,111
EL TORNO,atencion de partos en servicio,cesareas,2005-02-01,12,12
GUAYARAMERIN,atencion de partos en servicio,cesareas,2005-02-01,24,24
HUANUNI,atencion de partos en servicio,cesareas,2005-02-01,5,5
LA PAZ,atencion de partos en servicio,cesareas,2005-02-01,368,368
LLALLAGUA,atencion de partos en servicio,cesareas,2005-02-01,7,7
MAGDALENA,atencion de partos en servicio,cesareas,2005-02-01,2,2
MAIRANA,atencion de partos en servicio,cesareas,2005-02-01,2,2
MONTEAGUDO,atencion de partos en servicio,cesareas,2005-02-01,9,9
MONTERO,atencion de partos en servicio,cesareas,2005-02-01,66,66
ORURO,atencion de partos en servicio,cesareas,2005-02-01,113,113
PADILLA,atencion de partos en servicio,cesareas,2005-02-01,8,8
PORTACHUELO,atencion de partos en servicio,cesareas,2005-02-01,15,15
POTOSI,atencion de partos en servicio,cesareas,2005-02-01,44,44
PUERTO ACOSTA,atencion de partos en servicio,cesareas,2005-02-01,2,2
PUERTO SUAREZ,atencion de partos en servicio,cesareas,2005-02-01,8,8
PUERTO VILLARROEL,atencion de partos en servicio,cesareas,2005-02-01,9,9
PUNATA,atencion de partos en servicio,cesareas,2005-02-01,18,18
QUILLACOLLO,atencion de partos en servicio,cesareas,2005-02-01,40,40
REYES,atencion de partos en servicio,cesareas,2005-02-01,3,3
RIBERALTA,atencion de partos en servicio,cesareas,2005-02-01,39,39
ROBORE,atencion de partos en servicio,cesareas,2005-02-01,8,8
RURRENABAQUE,atencion de partos en servicio,cesareas,2005-02-01,2,2
SACABA,atencion de partos en servicio,cesareas,2005-02-01,17,17
SAMAIPATA,atencion de partos en servicio,cesareas,2005-02-01,3,3
SAN BORJA,atencion de partos en servicio,cesareas,2005-02-01,19,19
SAN BUENA VENTURA,atencion de partos en servicio,cesareas,2005-02-01,2,2
SAN CARLOS,atencion de partos en servicio,cesareas,2005-02-01,9,9
SAN IGNACIO DE VELASCO,atencion de partos en servicio,cesareas,2005-02-01,18,18
SAN JAVIER(STC),atencion de partos en servicio,cesareas,2005-02-01,3,3
SAN JOAQUIN,atencion de partos en servicio,cesareas,2005-02-01,4,4
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,cesareas,2005-02-01,6,6
SAN JUAN DE YAPACANI,atencion de partos en servicio,cesareas,2005-02-01,5,5
SAN JULIAN,atencion de partos en servicio,cesareas,2005-02-01,15,15
SAN LUCAS,atencion de partos en servicio,cesareas,2005-02-01,1,1
SAN RAMON,atencion de partos en servicio,cesareas,2005-02-01,2,2
SAN RAMON,atencion de partos en servicio,cesareas,2005-02-01,2,2
SANTA ANA,atencion de partos en servicio,cesareas,2005-02-01,4,4
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,cesareas,2005-02-01,1100,1100
SIPE SIPE,atencion de partos en servicio,cesareas,2005-02-01,1,1
SUCRE,atencion de partos en servicio,cesareas,2005-02-01,105,105
TARABUCO,atencion de partos en servicio,cesareas,2005-02-01,3,3
TARIJA,atencion de partos en servicio,cesareas,2005-02-01,88,88
TIQUIPAYA,atencion de partos en servicio,cesareas,2005-02-01,3,3
TIRAQUE (CBBA),atencion de partos en servicio,cesareas,2005-02-01,8,8
TRINIDAD,atencion de partos en servicio,cesareas,2005-02-01,53,53
TUPIZA,atencion de partos en servicio,cesareas,2005-02-01,11,11
UNCIA,atencion de partos en servicio,cesareas,2005-02-01,1,1
UYUNI,atencion de partos en servicio,cesareas,2005-02-01,4,4
VALLEGRANDE,atencion de partos en servicio,cesareas,2005-02-01,8,8
VILLA MONTES,atencion de partos en servicio,cesareas,2005-02-01,23,23
VILLA TUNARI,atencion de partos en servicio,cesareas,2005-02-01,13,13
VILLAZON,atencion de partos en servicio,cesareas,2005-02-01,6,6
WARNES,atencion de partos en servicio,cesareas,2005-02-01,16,16
YACUIBA,atencion de partos en servicio,cesareas,2005-02-01,29,29
YAPACANI,atencion de partos en servicio,cesareas,2005-02-01,8,8
YOTALA,atencion de partos en servicio,cesareas,2005-02-01,1,1
ZUDAÑEZ,atencion de partos en servicio,cesareas,2005-02-01,1,1
AIQUILE,atencion de partos en servicio,cesareas,2005-03-01,9,9
ASCENCION DE GUARAYOS,atencion de partos en servicio,cesareas,2005-03-01,9,9
ATOCHA,atencion de partos en servicio,cesareas,2005-03-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,cesareas,2005-03-01,2,2
BAURES,atencion de partos en servicio,cesareas,2005-03-01,2,2
BERMEJO,atencion de partos en servicio,cesareas,2005-03-01,24,24
BETANZOS,atencion de partos en servicio,cesareas,2005-03-01,3,3
CAMARGO,atencion de partos en servicio,cesareas,2005-03-01,8,8
CAMIRI,atencion de partos en servicio,cesareas,2005-03-01,48,48
CARANAVI,atencion de partos en servicio,cesareas,2005-03-01,8,8
CHALLAPATA,atencion de partos en servicio,cesareas,2005-03-01,2,2
CHARAGUA,atencion de partos en servicio,cesareas,2005-03-01,6,6
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,cesareas,2005-03-01,2,2
COBIJA,atencion de partos en servicio,cesareas,2005-03-01,39,39
COCHABAMBA,atencion de partos en servicio,cesareas,2005-03-01,452,452
COLCAPIRHUA,atencion de partos en servicio,cesareas,2005-03-01,5,5
COMARAPA,atencion de partos en servicio,cesareas,2005-03-01,11,11
CONCEPCION,atencion de partos en servicio,cesareas,2005-03-01,12,12
COROICO,atencion de partos en servicio,cesareas,2005-03-01,1,1
COTOCA,atencion de partos en servicio,cesareas,2005-03-01,13,13
CULPINA,atencion de partos en servicio,cesareas,2005-03-01,2,2
EL ALTO,atencion de partos en servicio,cesareas,2005-03-01,170,170
EL TORNO,atencion de partos en servicio,cesareas,2005-03-01,16,16
GUANAY,atencion de partos en servicio,cesareas,2005-03-01,4,4
GUAYARAMERIN,atencion de partos en servicio,cesareas,2005-03-01,23,23
HUANUNI,atencion de partos en servicio,cesareas,2005-03-01,3,3
LA PAZ,atencion de partos en servicio,cesareas,2005-03-01,401,401
LLALLAGUA,atencion de partos en servicio,cesareas,2005-03-01,10,10
MAGDALENA,atencion de partos en servicio,cesareas,2005-03-01,4,4
MAIRANA,atencion de partos en servicio,cesareas,2005-03-01,10,10
MONTEAGUDO,atencion de partos en servicio,cesareas,2005-03-01,5,5
MONTERO,atencion de partos en servicio,cesareas,2005-03-01,79,79
ORURO,atencion de partos en servicio,cesareas,2005-03-01,116,116
PADILLA,atencion de partos en servicio,cesareas,2005-03-01,5,5
PORTACHUELO,atencion de partos en servicio,cesareas,2005-03-01,10,10
POTOSI,atencion de partos en servicio,cesareas,2005-03-01,53,53
PUERTO ACOSTA,atencion de partos en servicio,cesareas,2005-03-01,7,7
PUERTO QUIJARRO,atencion de partos en servicio,cesareas,2005-03-01,7,7
PUERTO SUAREZ,atencion de partos en servicio,cesareas,2005-03-01,10,10
PUERTO VILLARROEL,atencion de partos en servicio,cesareas,2005-03-01,36,36
PUNATA,atencion de partos en servicio,cesareas,2005-03-01,23,23
QUILLACOLLO,atencion de partos en servicio,cesareas,2005-03-01,32,32
REYES,atencion de partos en servicio,cesareas,2005-03-01,4,4
RIBERALTA,atencion de partos en servicio,cesareas,2005-03-01,55,55
ROBORE,atencion de partos en servicio,cesareas,2005-03-01,9,9
RURRENABAQUE,atencion de partos en servicio,cesareas,2005-03-01,6,6
SACABA,atencion de partos en servicio,cesareas,2005-03-01,24,24
SAMAIPATA,atencion de partos en servicio,cesareas,2005-03-01,7,7
SAN BORJA,atencion de partos en servicio,cesareas,2005-03-01,18,18
SAN BUENA VENTURA,atencion de partos en servicio,cesareas,2005-03-01,2,2
SAN CARLOS,atencion de partos en servicio,cesareas,2005-03-01,12,12
SAN IGNACIO,atencion de partos en servicio,cesareas,2005-03-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicio,cesareas,2005-03-01,22,22
SAN JAVIER(STC),atencion de partos en servicio,cesareas,2005-03-01,6,6
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,cesareas,2005-03-01,7,7
SAN JUAN DE YAPACANI,atencion de partos en servicio,cesareas,2005-03-01,5,5
SAN JULIAN,atencion de partos en servicio,cesareas,2005-03-01,9,9
SAN LUCAS,atencion de partos en servicio,cesareas,2005-03-01,3,3
SAN MATIAS,atencion de partos en servicio,cesareas,2005-03-01,1,1
SAN RAMON,atencion de partos en servicio,cesareas,2005-03-01,5,5
SAN RAMON,atencion de partos en servicio,cesareas,2005-03-01,4,4
SANTA ANA,atencion de partos en servicio,cesareas,2005-03-01,8,8
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,cesareas,2005-03-01,1161,1161
SANTA ROSA,atencion de partos en servicio,cesareas,2005-03-01,1,1
SIPE SIPE,atencion de partos en servicio,cesareas,2005-03-01,2,2
SUCRE,atencion de partos en servicio,cesareas,2005-03-01,142,142
TARABUCO,atencion de partos en servicio,cesareas,2005-03-01,7,7
TARIJA,atencion de partos en servicio,cesareas,2005-03-01,97,97
TIQUIPAYA,atencion de partos en servicio,cesareas,2005-03-01,8,8
TIRAQUE (CBBA),atencion de partos en servicio,cesareas,2005-03-01,11,11
TRINIDAD,atencion de partos en servicio,cesareas,2005-03-01,55,55
TUPIZA,atencion de partos en servicio,cesareas,2005-03-01,5,5
UNCIA,atencion de partos en servicio,cesareas,2005-03-01,2,2
UYUNI,atencion de partos en servicio,cesareas,2005-03-01,4,4
VALLEGRANDE,atencion de partos en servicio,cesareas,2005-03-01,20,20
VILLA MONTES,atencion de partos en servicio,cesareas,2005-03-01,28,28
VILLA TUNARI,atencion de partos en servicio,cesareas,2005-03-01,16,16
VILLAZON,atencion de partos en servicio,cesareas,2005-03-01,10,10
VINTO,atencion de partos en servicio,cesareas,2005-03-01,2,2
WARNES,atencion de partos en servicio,cesareas,2005-03-01,18,18
YACUIBA,atencion de partos en servicio,cesareas,2005-03-01,21,21
YAPACANI,atencion de partos en servicio,cesareas,2005-03-01,8,8
YOTALA,atencion de partos en servicio,cesareas,2005-03-01,1,1
AIQUILE,atencion de partos en servicio,cesareas,2005-04-01,6,6
ASCENCION DE GUARAYOS,atencion de partos en servicio,cesareas,2005-04-01,7,7
ATOCHA,atencion de partos en servicio,cesareas,2005-04-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,cesareas,2005-04-01,3,3
AZURDUY,atencion de partos en servicio,cesareas,2005-04-01,2,2
BERMEJO,atencion de partos en servicio,cesareas,2005-04-01,13,13
BETANZOS,atencion de partos en servicio,cesareas,2005-04-01,5,5
CAMARGO,atencion de partos en servicio,cesareas,2005-04-01,4,4
CAMIRI,atencion de partos en servicio,cesareas,2005-04-01,31,31
CARANAVI,atencion de partos en servicio,cesareas,2005-04-01,8,8
CHALLAPATA,atencion de partos en servicio,cesareas,2005-04-01,1,1
CHARAGUA,atencion de partos en servicio,cesareas,2005-04-01,5,5
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,cesareas,2005-04-01,2,2
COBIJA,atencion de partos en servicio,cesareas,2005-04-01,26,26
COCHABAMBA,atencion de partos en servicio,cesareas,2005-04-01,550,550
COLCAPIRHUA,atencion de partos en servicio,cesareas,2005-04-01,3,3
COMARAPA,atencion de partos en servicio,cesareas,2005-04-01,10,10
CONCEPCION,atencion de partos en servicio,cesareas,2005-04-01,5,5
COROICO,atencion de partos en servicio,cesareas,2005-04-01,6,6
COTOCA,atencion de partos en servicio,cesareas,2005-04-01,9,9
CULPINA,atencion de partos en servicio,cesareas,2005-04-01,2,2
EL ALTO,atencion de partos en servicio,cesareas,2005-04-01,149,149
EL TORNO,atencion de partos en servicio,cesareas,2005-04-01,15,15
GUANAY,atencion de partos en servicio,cesareas,2005-04-01,2,2
GUAYARAMERIN,atencion de partos en servicio,cesareas,2005-04-01,24,24
HUANUNI,atencion de partos en servicio,cesareas,2005-04-01,2,2
LA PAZ,atencion de partos en servicio,cesareas,2005-04-01,392,392
LLALLAGUA,atencion de partos en servicio,cesareas,2005-04-01,5,5
MAGDALENA,atencion de partos en servicio,cesareas,2005-04-01,2,2
MAIRANA,atencion de partos en servicio,cesareas,2005-04-01,6,6
MONTEAGUDO,atencion de partos en servicio,cesareas,2005-04-01,4,4
MONTERO,atencion de partos en servicio,cesareas,2005-04-01,63,63
ORURO,atencion de partos en servicio,cesareas,2005-04-01,142,142
PADILLA,atencion de partos en servicio,cesareas,2005-04-01,3,3
PORTACHUELO,atencion de partos en servicio,cesareas,2005-04-01,18,18
POTOSI,atencion de partos en servicio,cesareas,2005-04-01,49,49
PUERTO ACOSTA,atencion de partos en servicio,cesareas,2005-04-01,2,2
PUERTO QUIJARRO,atencion de partos en servicio,cesareas,2005-04-01,1,1
PUERTO SUAREZ,atencion de partos en servicio,cesareas,2005-04-01,7,7
PUERTO VILLARROEL,atencion de partos en servicio,cesareas,2005-04-01,16,16
PUNATA,atencion de partos en servicio,cesareas,2005-04-01,13,13
QUILLACOLLO,atencion de partos en servicio,cesareas,2005-04-01,49,49
REYES,atencion de partos en servicio,cesareas,2005-04-01,3,3
RIBERALTA,atencion de partos en servicio,cesareas,2005-04-01,43,43
ROBORE,atencion de partos en servicio,cesareas,2005-04-01,7,7
RURRENABAQUE,atencion de partos en servicio,cesareas,2005-04-01,5,5
SACABA,atencion de partos en servicio,cesareas,2005-04-01,16,16
SAMAIPATA,atencion de partos en servicio,cesareas,2005-04-01,3,3
SAN BORJA,atencion de partos en servicio,cesareas,2005-04-01,19,19
SAN BUENA VENTURA,atencion de partos en servicio,cesareas,2005-04-01,1,1
SAN CARLOS,atencion de partos en servicio,cesareas,2005-04-01,11,11
SAN IGNACIO,atencion de partos en servicio,cesareas,2005-04-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicio,cesareas,2005-04-01,33,33
SAN JAVIER(STC),atencion de partos en servicio,cesareas,2005-04-01,3,3
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,cesareas,2005-04-01,6,6
SAN JUAN DE YAPACANI,atencion de partos en servicio,cesareas,2005-04-01,6,6
SAN JULIAN,atencion de partos en servicio,cesareas,2005-04-01,11,11
SAN LUCAS,atencion de partos en servicio,cesareas,2005-04-01,1,1
SAN MATIAS,atencion de partos en servicio,cesareas,2005-04-01,1,1
SAN RAMON,atencion de partos en servicio,cesareas,2005-04-01,1,1
SAN RAMON,atencion de partos en servicio,cesareas,2005-04-01,4,4
SANTA ANA,atencion de partos en servicio,cesareas,2005-04-01,12,12
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,cesareas,2005-04-01,950,950
SANTA ROSA,atencion de partos en servicio,cesareas,2005-04-01,1,1
SIPE SIPE,atencion de partos en servicio,cesareas,2005-04-01,2,2
SUCRE,atencion de partos en servicio,cesareas,2005-04-01,109,109
TARABUCO,atencion de partos en servicio,cesareas,2005-04-01,3,3
TARIJA,atencion de partos en servicio,cesareas,2005-04-01,95,95
TIQUIPAYA,atencion de partos en servicio,cesareas,2005-04-01,8,8
TIRAQUE (CBBA),atencion de partos en servicio,cesareas,2005-04-01,10,10
TOTORA(CBBA),atencion de partos en servicio,cesareas,2005-04-01,3,3
TRINIDAD,atencion de partos en servicio,cesareas,2005-04-01,83,83
TUPIZA,atencion de partos en servicio,cesareas,2005-04-01,9,9
UNCIA,atencion de partos en servicio,cesareas,2005-04-01,2,2
UYUNI,atencion de partos en servicio,cesareas,2005-04-01,3,3
VALLEGRANDE,atencion de partos en servicio,cesareas,2005-04-01,13,13
VILLA MONTES,atencion de partos en servicio,cesareas,2005-04-01,20,20
VILLA TUNARI,atencion de partos en servicio,cesareas,2005-04-01,19,19
VILLAZON,atencion de partos en servicio,cesareas,2005-04-01,9,9
VINTO,atencion de partos en servicio,cesareas,2005-04-01,1,1
WARNES,atencion de partos en servicio,cesareas,2005-04-01,16,16
YACUIBA,atencion de partos en servicio,cesareas,2005-04-01,21,21
YAPACANI,atencion de partos en servicio,cesareas,2005-04-01,12,12
ACHACACHI,atencion de partos en servicio,cesareas,2005-05-01,1,1
AIQUILE,atencion de partos en servicio,cesareas,2005-05-01,4,4
ASCENCION DE GUARAYOS,atencion de partos en servicio,cesareas,2005-05-01,9,9
ATOCHA,atencion de partos en servicio,cesareas,2005-05-01,1,1
AZURDUY,atencion de partos en servicio,cesareas,2005-05-01,1,1
BAURES,atencion de partos en servicio,cesareas,2005-05-01,3,3
BERMEJO,atencion de partos en servicio,cesareas,2005-05-01,7,7
BETANZOS,atencion de partos en servicio,cesareas,2005-05-01,2,2
CAMARGO,atencion de partos en servicio,cesareas,2005-05-01,13,13
CAMIRI,atencion de partos en servicio,cesareas,2005-05-01,44,44
CARANAVI,atencion de partos en servicio,cesareas,2005-05-01,15,15
CHALLAPATA,atencion de partos en servicio,cesareas,2005-05-01,1,1
CHARAGUA,atencion de partos en servicio,cesareas,2005-05-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,cesareas,2005-05-01,2,2
COBIJA,atencion de partos en servicio,cesareas,2005-05-01,20,20
COCHABAMBA,atencion de partos en servicio,cesareas,2005-05-01,459,459
COLCAPIRHUA,atencion de partos en servicio,cesareas,2005-05-01,3,3
COMARAPA,atencion de partos en servicio,cesareas,2005-05-01,5,5
CONCEPCION,atencion de partos en servicio,cesareas,2005-05-01,2,2
COROICO,atencion de partos en servicio,cesareas,2005-05-01,5,5
COTOCA,atencion de partos en servicio,cesareas,2005-05-01,7,7
CULPINA,atencion de partos en servicio,cesareas,2005-05-01,5,5
EL ALTO,atencion de partos en servicio,cesareas,2005-05-01,133,133
EL TORNO,atencion de partos en servicio,cesareas,2005-05-01,12,12
EL VILLAR,atencion de partos en servicio,cesareas,2005-05-01,1,1
GUANAY,atencion de partos en servicio,cesareas,2005-05-01,2,2
GUAYARAMERIN,atencion de partos en servicio,cesareas,2005-05-01,23,23
HUANUNI,atencion de partos en servicio,cesareas,2005-05-01,2,2
LA PAZ,atencion de partos en servicio,cesareas,2005-05-01,402,402
LLALLAGUA,atencion de partos en servicio,cesareas,2005-05-01,4,4
MAGDALENA,atencion de partos en servicio,cesareas,2005-05-01,3,3
MAIRANA,atencion de partos en servicio,cesareas,2005-05-01,10,10
MONTEAGUDO,atencion de partos en servicio,cesareas,2005-05-01,10,10
MONTERO,atencion de partos en servicio,cesareas,2005-05-01,83,83
ORURO,atencion de partos en servicio,cesareas,2005-05-01,149,149
PADILLA,atencion de partos en servicio,cesareas,2005-05-01,6,6
PORTACHUELO,atencion de partos en servicio,cesareas,2005-05-01,19,19
POTOSI,atencion de partos en servicio,cesareas,2005-05-01,66,66
PUERTO ACOSTA,atencion de partos en servicio,cesareas,2005-05-01,4,4
PUERTO QUIJARRO,atencion de partos en servicio,cesareas,2005-05-01,4,4
PUERTO SUAREZ,atencion de partos en servicio,cesareas,2005-05-01,17,17
PUERTO VILLARROEL,atencion de partos en servicio,cesareas,2005-05-01,17,17
PUNATA,atencion de partos en servicio,cesareas,2005-05-01,13,13
QUILLACOLLO,atencion de partos en servicio,cesareas,2005-05-01,47,47
REYES,atencion de partos en servicio,cesareas,2005-05-01,5,5
RIBERALTA,atencion de partos en servicio,cesareas,2005-05-01,38,38
ROBORE,atencion de partos en servicio,cesareas,2005-05-01,5,5
RURRENABAQUE,atencion de partos en servicio,cesareas,2005-05-01,7,7
SACABA,atencion de partos en servicio,cesareas,2005-05-01,21,21
SAMAIPATA,atencion de partos en servicio,cesareas,2005-05-01,3,3
SAN BORJA,atencion de partos en servicio,cesareas,2005-05-01,22,22
SAN CARLOS,atencion de partos en servicio,cesareas,2005-05-01,8,8
SAN IGNACIO,atencion de partos en servicio,cesareas,2005-05-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicio,cesareas,2005-05-01,28,28
SAN JAVIER(STC),atencion de partos en servicio,cesareas,2005-05-01,4,4
SAN JOAQUIN,atencion de partos en servicio,cesareas,2005-05-01,4,4
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,cesareas,2005-05-01,4,4
SAN JUAN DE YAPACANI,atencion de partos en servicio,cesareas,2005-05-01,4,4
SAN JULIAN,atencion de partos en servicio,cesareas,2005-05-01,11,11
SAN LUCAS,atencion de partos en servicio,cesareas,2005-05-01,1,1
SAN MATIAS,atencion de partos en servicio,cesareas,2005-05-01,2,2
SAN RAMON,atencion de partos en servicio,cesareas,2005-05-01,4,4
SAN RAMON,atencion de partos en servicio,cesareas,2005-05-01,6,6
SANTA ANA,atencion de partos en servicio,cesareas,2005-05-01,14,14
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,cesareas,2005-05-01,1151,1151
SANTA ROSA,atencion de partos en servicio,cesareas,2005-05-01,2,2
