municipality,group,variable,month,Días camas ocupadas otros servicios,TOTAL
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,1190,1190
GUTIERREZ,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,23,23
HUACARETA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,88,88
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,3,3
HUANUNI,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,648,648
HUARACAJE,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,25,25
INCAHUASI,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,24,24
INQUISIVI,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,2,2
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,36,36
IXIAMAS,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,46,46
LA ASUNTA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,14,14
LA GUARDIA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,606,606
LA PAZ,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,51406,51406
LAGUNILLAS,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,5,5
LAS CARRERAS,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,1,1
LLALLAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,547,547
MACHARETI,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,13,13
MAGDALENA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,163,163
MAIRANA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,47,47
MAPIRI,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,32,32
MINEROS,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,21,21
MIZQUE,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,132,132
MOCOMOCO,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,2,2
MONTEAGUDO,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,846,846
MONTERO,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,3686,3686
OCURI,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,7,7
OMEREQUE,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,6,6
ORURO,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,17624,17624
PADILLA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,359,359
PAILON,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,137,137
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,52,52
PAMPA GRANDE,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,2,2
PASORAPA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,2,2
PATACAMAYA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,59,59
POCONA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,1,1
POJO (CBBA),internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,1,1
PORCO,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,9,9
PORONGO,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,19,19
PORTACHUELO,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,530,530
PORVENIR,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,3,3
POSTRER VALLE,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,7,7
POTOSI,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,8514,8514
PRESTO,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,7,7
PUERTO GONZALO MORENO,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,6,6
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,70,70
PUERTO RICO,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,81,81
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,222,222
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,658,658
PUNATA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,696,696
QUILLACOLLO,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,547,547
QUIRUSILLAS,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,2,2
REYES,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,30,30
RIBERALTA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,2523,2523
ROBORE,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,276,276
RURRENABAQUE,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,350,350
SACABA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,1014,1014
SACABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,12,12
SACACA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,30,30
SAIPINA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,17,17
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,1,1
SAMAIPATA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,22,22
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,48,48
SAN BORJA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,418,418
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,110,110
SAN CARLOS,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,31,31
SAN IGNACIO,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,330,330
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,1047,1047
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,33,33
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,386,386
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,3,3
SAN JULIAN,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,600,600
SAN LUCAS,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,268,268
SAN MATIAS,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,149,149
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,45,45
SAN PEDRO,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,71,71
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,33,33
SAN RAFAEL,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,51,51
SAN RAMON BENI,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,36,36
SAN RAMON SCZ,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,113,113
SANTA ANA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,124,124
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,55062,55062
SANTA ROSA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,76,76
SANTA ROSA DEL SARA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,58,58
SANTIAGO DE HUATA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,3,3
SENA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,5,5
SHINAOTA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,52,52
SOPACHUY,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,126,126
SORATA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,2,2
SUCRE,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,27277,27277
TACOPAYA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,4,4
TARABUCO,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,371,371
TARIJA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,10895,10895
TARVITA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,93,93
TIQUIPAYA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,50,50
TOMINA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,8,8
TORO TORO,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,31,31
TOTORA(CBBA),internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,37,37
TRIGAL,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,2,2
TRINIDAD,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,4031,4031
TUPIZA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,1812,1812
UNCIA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,5,5
URUBICHA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,26,26
UYUNI,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,505,505
VALLEGRANDE,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,395,395
VIACHA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,704,704
VILLA MONTES,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,546,546
VILLA RIVERO,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,6,6
VILLA SERRANO,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,5,5
VILLA TUNARI,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,652,652
VILLAZON,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,393,393
VINTO,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,137,137
WARNES,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,608,608
YACUIBA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,2435,2435
YAPACANI,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,14,14
YOTALA,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,9,9
ZUDAÑEZ,internaciones dias camas,dias camas ocupadas otros servicios,2019-01-01,24,24
ACHACACHI,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,55,55
AIQUILE,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,134,134
ANZALDO,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,77,77
APOLO,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,14,14
ARANI,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,1,1
ARQUE,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,56,56
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,426,426
ATOCHA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,182,182
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,1,1
AZURDUY,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,48,48
BAURES,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,38,38
BELLA FLOR,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,2,2
BERMEJO,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,840,840
BOYUIBE,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,18,18
BUENA VISTA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,64,64
CABEZAS,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,63,63
CAMARGO,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,263,263
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,9,9
CAMIRI,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,1101,1101
CAPINOTA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,58,58
CARANAVI,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,300,300
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,29,29
CHALLAPATA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,157,157
CHARAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,225,225
CHAYANTA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,5,5
CHIMORE,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,60,60
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,226,226
CHUMA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,6,6
CKOCHAS,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,1,1
CLIZA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,40,40
COBIJA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,2173,2173
COCHABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,31914,31914
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,219,219
"COLCHA ""K""",internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,11,11
COLPA BELGICA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,26,26
COMARAPA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,162,162
CONCEPCION,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,115,115
COROICO,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,228,228
COTAGAITA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,40,40
COTOCA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,775,775
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,138,138
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,1,1
CUEVO,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,16,16
CULPINA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,42,42
EL ALTO,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,8453,8453
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,41,41
EL TORNO,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,343,343
EL VILLAR,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,56,56
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,35,35
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,15,15
ESCOMA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,6,6
EXALTACION,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,2,2
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,22,22
FILADELFIA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,8,8
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,59,59
GUANAY,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,12,12
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,1161,1161
GUTIERREZ,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,118,118
HUACARETA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,57,57
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,57,57
HUANUNI,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,464,464
HUARACAJE,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,30,30
HUARINA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,3,3
INCAHUASI,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,6,6
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,39,39
IXIAMAS,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,45,45
LA ASUNTA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,19,19
LA GUARDIA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,404,404
LA PAZ,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,57703,57703
LAGUNILLAS,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,8,8
LLALLAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,463,463
MACHARETI,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,19,19
MAGDALENA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,105,105
MAIRANA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,39,39
MAPIRI,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,77,77
MINEROS,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,70,70
MIZQUE,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,113,113
MOJOCOYA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,7,7
MONTEAGUDO,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,785,785
MONTERO,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,3304,3304
MOROCHATA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,4,4
OCURI,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,4,4
OKINAWA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,1,1
OMEREQUE,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,14,14
ORURO,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,18778,18778
PADILLA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,296,296
PAILON,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,142,142
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,155,155
PASORAPA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,1,1
PATACAMAYA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,40,40
PELECHUCO,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,2,2
POCONA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,3,3
PORCO,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,11,11
PORONGO,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,18,18
PORTACHUELO,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,540,540
PORVENIR,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,6,6
POSTRER VALLE,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,2,2
POTOSI,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,7210,7210
PRESTO,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,27,27
PUERTO CARABUCO,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,1,1
PUERTO GONZALO MORENO,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,2,2
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,62,62
PUERTO RICO,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,32,32
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,604,604
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,570,570
PUNATA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,551,551
QUILLACOLLO,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,471,471
RAQAYPAMPA(ETA),internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,1,1
REYES,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,42,42
RIBERALTA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,2310,2310
ROBORE,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,231,231
RURRENABAQUE,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,302,302
SACABA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,914,914
SACABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,3,3
SACACA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,30,30
SAIPINA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,14,14
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,3,3
SAMAIPATA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,5,5
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,45,45
SAN BORJA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,360,360
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,150,150
SAN IGNACIO,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,178,178
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,810,810
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,20,20
SAN JOAQUIN,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,20,20
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,254,254
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,9,9
SAN JULIAN,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,689,689
SAN LUCAS,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,100,100
SAN MATIAS,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,92,92
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,53,53
SAN PEDRO,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,28,28
SAN RAFAEL,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,32,32
SAN RAMON BENI,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,61,61
SAN RAMON SCZ,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,88,88
SANTA ANA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,102,102
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,44947,44947
SANTA ROSA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,130,130
SANTA ROSA DEL SARA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,72,72
SANTIAGO DE HUATA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,3,3
SENA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,3,3
SHINAOTA,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,76,76
SOPACHUY,internaciones dias camas,dias camas ocupadas otros servicios,2019-02-01,68,68
