municipality,group,variable,month,Niñas(os) de 1 año con dosis completa de hierro,TOTAL
CAIROMA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,11,11
"CAIZA ""D""",micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,14,14
CAJUATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,14,14
CALACOTO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,5,5
CALAMARCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,13,13
CAMARGO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,20,20
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,17,17
CAMIRI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,40,40
CAPINOTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,50,50
CAQUIAVIRI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,6,6
CARACOLLO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,34,34
CARANAVI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,84,84
CARAPARI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,38,38
CARIPUYO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,11,11
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,11,11
CATACORA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,3,3
CHACARILLA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,3,3
CHALLAPATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,56,56
CHAQUI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,19,19
CHARAGUA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,57,57
CHAYANTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,25,25
CHIMORE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,37,37
CHUA COCANI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,6,6
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,30,30
CHUMA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,12,12
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,14,14
CKOCHAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,15,15
CLIZA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,51,51
COBIJA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,99,99
COCAPATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,31,31
COCHABAMBA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,585,585
COIPASA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,1,1
COLCAPIRHUA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,69,69
"COLCHA ""K""",micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,17,17
COLLANA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,8,8
COLOMI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,33,33
COLPA BELGICA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,10,10
COLQUECHACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,56,56
COLQUENCHA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,18,18
COLQUIRI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,14,14
COMANCHE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,3,3
COMARAPA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,24,24
COMBAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,2,2
CONCEPCION,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,45,45
COPACABANA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,35,35
CORIPATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,24,24
CORO CORO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,5,5
COROICO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,27,27
CORQUE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,12,12
COTAGAITA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,47,47
COTOCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,135,135
CUATRO CAÑADAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,41,41
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,4,4
CUEVO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,11,11
CULPINA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,23,23
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,6,6
CURVA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,3,3
DESAGUADERO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,9,9
EL ALTO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,1339,1339
EL CHORO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,7,7
EL PUENTE(STC),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,25,25
EL PUENTE(TJA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,21,21
EL TORNO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,107,107
EL VILLAR,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,6,6
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,38,38
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,68,68
ESCOMA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,5,5
EUCALIPTUS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,5,5
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,2,2
EXALTACION,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,2,2
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,26,26
FILADELFIA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,12,12
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,40,40
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,13,13
GUANAY,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,35,35
GUAQUI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,2,2
GUAYARAMERIN,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,28,28
GUTIERREZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,18,18
HUACARETA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,25,25
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,5,5
HUANUNI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,38,38
HUARACAJE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,1,1
HUARINA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,9,9
HUATAJATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,3,3
HUAYLLAMARCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,3,3
HUMANATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,2,2
ICHOCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,9,9
ICLA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,9,9
INCAHUASI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,17,17
INGAVI (HUMAITA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,1,1
INQUISIVI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,13,13
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,19,19
IXIAMAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,22,22
JESUS DE MACHACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,17,17
LA ASUNTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,96,96
LA GUARDIA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,299,299
LA PAZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,843,843
LAGUNILLAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,9,9
LAJA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,43,43
LAS CARRERAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,9,9
LICOMA PAMPA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,5,5
LLALLAGUA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,91,91
LLICA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,6,6
LORETO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,7,7
LURIBAY,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,7,7
MACHACAMARCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,3,3
MACHARETI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,10,10
MAGDALENA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,69,69
MAIRANA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,5,5
MALLA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,5,5
MAPIRI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,27,27
MECAPACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,24,24
MINEROS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,33,33
MIZQUE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,60,60
MOCOMOCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,16,16
MOJINETE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,2,2
MOJOCOYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,10,10
MONTEAGUDO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,52,52
MONTERO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,173,173
MOROCHATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,11,11
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,2,2
NAZACARA DE PACAJES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,2,2
OCURI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,29,29
OKINAWA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,16,16
OMEREQUE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,19,19
ORURO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,426,426
PADCAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,33,33
PADILLA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,16,16
PAILON,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,56,56
PALCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,38,38
PALOS BLANCOS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,66,66
PAMPA AULLAGAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,10,10
PAMPA GRANDE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,65,65
PAPEL PAMPA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,8,8
PASORAPA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,3,3
PATACAMAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,27,27
PAZÑA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,8,8
PELECHUCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,9,9
POCOATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,29,29
POCONA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,17,17
POJO (CBBA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,29,29
POOPO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,7,7
PORCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,24,24
POROMA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,13,13
PORONGO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,24,24
PORTACHUELO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,24,24
PORVENIR,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,9,9
POSTRER VALLE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,2,2
POTOSI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,414,414
PRESTO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,7,7
PUCARA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,3,3
PUCARANI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,46,46
PUERTO ACOSTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,8,8
PUERTO CARABUCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,23,23
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,9,9
PUERTO PEREZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,9,9
PUERTO QUIJARRO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,24,24
PUERTO RICO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,15,15
PUERTO SILES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,2,2
PUERTO SUAREZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,64,64
PUERTO VILLARROEL,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,134,134
PUNA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,28,28
PUNATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,53,53
QUIABAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,10,10
QUILLACOLLO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,220,220
QUIME,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,14,14
QUIRUSILLAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,8,8
RAVELO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,18,18
REYES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,24,24
RIBERALTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,170,170
ROBORE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,31,31
RURRENABAQUE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,9,9
SABAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,11,11
SACABA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,269,269
SACABAMBA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,3,3
SACACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,29,29
SAIPINA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,5,5
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,19,19
SAMAIPATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,15,15
SAN ANDRES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,25,25
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,10,10
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,3,3
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,11,11
SAN BENITO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,15,15
SAN BORJA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,76,76
SAN BUENA VENTURA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,29,29
SAN CARLOS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,40,40
SAN IGNACIO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,61,61
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,62,62
SAN JAVIER(STC),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,21,21
SAN JOAQUIN,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,9,9
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,18,18
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,11,11
SAN JULIAN,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,91,91
SAN LORENZO(PND),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,9,9
SAN LORENZO(TJA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,18,18
SAN LUCAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,51,51
SAN MATIAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,15,15
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,2,2
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,2,2
SAN PEDRO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,23,23
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,54,54
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,9,9
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,3,3
SAN PEDRO(PND),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,1,1
SAN RAFAEL,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,4,4
SAN RAMON BENI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,13,13
SAN RAMON SCZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,13,13
SANTA ANA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,15,15
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,1596,1596
SANTA ROSA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,4,4
SANTA ROSA DEL SARA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,15,15
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,5,5
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,6,6
SANTIAGO DE HUATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,8,8
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,5,5
SANTIVAÑES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,15,15
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,6,6
SAPAHAQUI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,14,14
SENA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,20,20
SHINAOTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,42,42
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,28,28
SICAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,14,14
SIPE SIPE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,90,90
SOPACHUY,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,7,7
SORACACHI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,18,18
SORATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,34,34
SUCRE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,600,600
TACACHI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,1,1
TACACOMA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,16,16
TACOBAMBA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,10,10
TACOPAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,8,8
TAHUA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,1,1
TAPACARI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,27,27
TARABUCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,14,14
TARACO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,3,3
TARATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,16,16
TARIJA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,294,294
TARVITA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2017-01-01,23,23
