municipality,group,variable,month,Niñas(os) menores de 1 año con dosis completa de hierro,TOTAL
COROICO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,16,16
CORQUE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,8,8
COTAGAITA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,43,43
COTOCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,108,108
CUATRO CAÑADAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,40,40
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,1,1
CUEVO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,4,4
CULPINA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,20,20
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,8,8
CURVA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,4,4
DESAGUADERO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,10,10
EL ALTO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,1227,1227
EL CHORO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,6,6
EL PUENTE(STC),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,27,27
EL PUENTE(TJA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,14,14
EL TORNO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,100,100
EL VILLAR,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,3,3
ENTRE RIOS TRJ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,20,20
ENTRE RIOS CBBA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,63,63
ESCOMA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,3,3
ESMERALDA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,1,1
EUCALIPTUS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,6,6
EXALTACION,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,1,1
FERNANDEZ ALONSO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,18,18
FILADELFIA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,14,14
GENERAL SAAVEDRA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,24,24
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,21,21
GUANAY,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,30,30
GUAQUI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,8,8
GUAYARAMERIN,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,18,18
GUTIERREZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,20,20
HUACARETA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,17,17
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,6,6
HUACHACALLA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,4,4
HUANUNI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,36,36
HUARINA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,7,7
HUATAJATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,1,1
HUAYLLAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,4,4
HUMANATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,6,6
ICHOCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,5,5
ICLA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,7,7
INCAHUASI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,13,13
INGAVI (HUMAITA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,2,2
INQUISIVI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,19,19
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,20,20
IXIAMAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,15,15
JESUS DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,11,11
LA ASUNTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,60,60
LA GUARDIA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,94,94
LA PAZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,801,801
LAGUNILLAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,10,10
LAJA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,26,26
LAS CARRERAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,4,4
LICOMA PAMPA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,4,4
LLALLAGUA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,79,79
LLICA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,2,2
LORETO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,4,4
LURIBAY,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,7,7
MACHACAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,6,6
MACHARETI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,15,15
MAGDALENA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,27,27
MAIRANA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,6,6
MAPIRI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,22,22
MECAPACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,14,14
MINEROS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,37,37
MIZQUE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,52,52
MOCOMOCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,21,21
MOJINETE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,1,1
MOJOCOYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,9,9
MONTEAGUDO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,40,40
MONTERO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,128,128
MOROCHATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,9,9
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,7,7
OCURI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,18,18
OKINAWA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,2,2
OMEREQUE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,23,23
ORURO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,453,453
PADCAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,26,26
PADILLA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,13,13
PAILON,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,35,35
PALCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,25,25
PALOS BLANCOS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,47,47
PAMPA AULLAGAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,7,7
PAMPA GRANDE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,14,14
PAPEL PAMPA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,8,8
PASORAPA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,2,2
PATACAMAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,64,64
PAZÑA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,7,7
PELECHUCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,6,6
POCOATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,36,36
POCONA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,19,19
POJO (CBBA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,19,19
POOPO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,13,13
PORCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,19,19
POROMA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,23,23
PORONGO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,18,18
PORTACHUELO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,24,24
PORVENIR,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,14,14
POSTRER VALLE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,2,2
POTOSI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,487,487
PRESTO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,7,7
PUCARA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,1,1
PUCARANI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,56,56
PUERTO ACOSTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,9,9
PUERTO CARABUCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,20,20
PUERTO GONZALO MORENO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,8,8
PUERTO PEREZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,3,3
PUERTO QUIJARRO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,22,22
PUERTO RICO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,18,18
PUERTO SILES,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,2,2
PUERTO SUAREZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,43,43
PUERTO VILLARROEL,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,132,132
PUNA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,17,17
PUNATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,40,40
QUIABAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,7,7
QUILLACOLLO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,177,177
QUIME,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,10,10
QUIRUSILLAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,4,4
RAVELO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,19,19
REYES,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,18,18
RIBERALTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,254,254
ROBORE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,31,31
RURRENABAQUE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,8,8
SABAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,4,4
SACABA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,221,221
SACABAMBA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,7,7
SACACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,28,28
SAIPINA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,11,11
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,15,15
SAMAIPATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,22,22
SAN AGUSTIN,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,2,2
SAN ANDRES,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,20,20
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,4,4
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,1,1
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,9,9
SAN BENITO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,15,15
SAN BORJA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,76,76
SAN BUENA VENTURA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,25,25
SAN CARLOS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,28,28
SAN IGNACIO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,46,46
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,67,67
SAN JAVIER(BNI),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,4,4
SAN JAVIER(STC),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,30,30
SAN JOAQUIN,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,6,6
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,15,15
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,16,16
SAN JULIAN,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,88,88
SAN LORENZO(PND),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,8,8
SAN LORENZO(TJA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,13,13
SAN LUCAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,37,37
SAN MATIAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,4,4
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,6,6
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,6,6
SAN PEDRO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,18,18
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,49,49
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,8,8
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,3,3
SAN PEDRO(PND),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,2,2
SAN RAFAEL,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,5,5
SAN RAMON BENI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,9,9
SAN RAMON SCZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,16,16
SANTA ANA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,15,15
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,1476,1476
SANTA ROSA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,9,9
SANTA ROSA DEL SARA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,16,16
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,7,7
SANTIAGO DE HUARI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,11,11
SANTIAGO DE HUATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,9,9
SANTIAGO DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,6,6
SANTIVAÑES,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,10,10
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,5,5
SAPAHAQUI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,12,12
SENA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,21,21
SHINAOTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,19,19
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,28,28
SICAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,9,9
SIPE SIPE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,78,78
SOPACHUY,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,5,5
SORACACHI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2017-01-01,18,18
