municipality,group,variable,month,Mujeres puérperas con dosis completa de hierro,TOTAL
CARIPUYO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,11,11
CARMEN RIVERO TORREZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,6,6
CATACORA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,1,1
CHACARILLA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,4,4
CHALLAPATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,59,59
CHAQUI,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,7,7
CHARAGUA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,53,53
CHARAÑA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,1,1
CHAYANTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,19,19
CHIMORE,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,24,24
CHIPAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,4,4
CHUA COCANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,4,4
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,32,32
CHUMA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,4,4
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,4,4
CKOCHAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,16,16
CLIZA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,34,34
COBIJA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,170,170
COCAPATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,30,30
COCHABAMBA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,168,168
COLCAPIRHUA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,55,55
"COLCHA ""K""",micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,8,8
COLLANA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,1,1
COLOMI,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,20,20
COLPA BELGICA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,2,2
COLQUECHACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,55,55
COLQUENCHA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,12,12
COLQUIRI,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,19,19
COMARAPA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,31,31
COMBAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,1,1
CONCEPCION,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,41,41
COPACABANA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,11,11
CORIPATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,12,12
CORO CORO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,4,4
COROICO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,29,29
CORQUE,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,6,6
COTAGAITA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,22,22
COTOCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,71,71
CUATRO CAÑADAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,11,11
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,2,2
CUEVO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,4,4
CULPINA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,18,18
CURAHUARA DE CARANGAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,2,2
CURVA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,3,3
DESAGUADERO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,2,2
EL ALTO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,1410,1410
EL CHORO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,3,3
EL PUENTE(STC),micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,7,7
EL PUENTE(TJA),micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,9,9
EL TORNO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,91,91
EL VILLAR,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,2,2
ENTRE RIOS TRJ,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,21,21
ENTRE RIOS CBBA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,43,43
ESCOMA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,5,5
EUCALIPTUS,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,5,5
EUREKA (SANTOS MERCADO),micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,1,1
FERNANDEZ ALONSO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,10,10
FILADELFIA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,6,6
GENERAL SAAVEDRA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,8,8
GUANAY,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,25,25
GUAQUI,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,8,8
GUAYARAMERIN,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,136,136
GUTIERREZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,14,14
HUACARETA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,7,7
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,3,3
HUANUNI,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,24,24
HUARACAJE,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,3,3
HUARINA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,4,4
HUATAJATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,3,3
HUAYLLAMARCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,1,1
HUMANATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,6,6
ICHOCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,5,5
ICLA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,1,1
INCAHUASI,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,11,11
INGAVI (HUMAITA),micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,1,1
INQUISIVI,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,12,12
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,19,19
IXIAMAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,9,9
JESUS DE MACHACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,14,14
LA ASUNTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,56,56
LA GUARDIA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,144,144
LA PAZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,848,848
LAGUNILLAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,5,5
LAJA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,20,20
LAS CARRERAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,1,1
LICOMA PAMPA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,1,1
LLALLAGUA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,15,15
LLICA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,2,2
LORETO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,7,7
MACHACAMARCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,3,3
MACHARETI,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,1,1
MAGDALENA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,9,9
MAIRANA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,40,40
MALLA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,4,4
MAPIRI,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,36,36
MECAPACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,10,10
MINEROS,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,13,13
MIZQUE,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,31,31
MOCOMOCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,19,19
MOJINETE,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,1,1
MOJOCOYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,9,9
MONTEAGUDO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,47,47
MONTERO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,98,98
MORO MORO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,1,1
MOROCHATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,13,13
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,3,3
NAZACARA DE PACAJES,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,1,1
OCURI,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,23,23
OKINAWA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,10,10
OMEREQUE,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,6,6
ORURO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,475,475
PADCAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,12,12
PADILLA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,27,27
PAILON,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,42,42
PALCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,11,11
PALOS BLANCOS,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,39,39
PAMPA AULLAGAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,1,1
PAMPA GRANDE,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,2,2
PAPEL PAMPA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,4,4
PASORAPA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,1,1
PATACAMAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,28,28
PAZÑA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,3,3
PELECHUCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,2,2
POCOATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,33,33
POCONA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,12,12
POJO (CBBA),micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,4,4
POOPO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,5,5
PORCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,7,7
POROMA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,12,12
PORONGO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,4,4
PORTACHUELO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,27,27
PORVENIR,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,2,2
POSTRER VALLE,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,1,1
POTOSI,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,306,306
PRESTO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,11,11
PUCARA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,1,1
PUCARANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,32,32
PUERTO ACOSTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,8,8
PUERTO CARABUCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,21,21
PUERTO GONZALO MORENO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,11,11
PUERTO PEREZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,4,4
PUERTO RICO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,6,6
PUERTO SUAREZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,21,21
PUERTO VILLARROEL,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,109,109
PUNA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,19,19
PUNATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,56,56
QUIABAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,3,3
QUILLACOLLO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,204,204
QUIME,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,4,4
RAVELO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,21,21
REYES,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,17,17
RIBERALTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,215,215
ROBORE,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,21,21
RURRENABAQUE,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,38,38
SABAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,3,3
SACABA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,221,221
SACABAMBA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,1,1
SACACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,39,39
SAIPINA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,5,5
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,10,10
SAMAIPATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,6,6
SAN AGUSTIN,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,5,5
SAN ANDRES,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,12,12
SAN ANDRES DE MACHACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,2,2
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,3,3
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,8,8
SAN BENITO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,2,2
SAN BORJA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,101,101
SAN BUENA VENTURA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,18,18
SAN CARLOS,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,31,31
SAN IGNACIO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,34,34
SAN IGNACIO DE VELASCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,133,133
SAN JAVIER(BNI),micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,7,7
SAN JAVIER(STC),micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,31,31
SAN JOAQUIN,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,109,109
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,36,36
SAN JUAN DE YAPACANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,16,16
SAN JULIAN,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,58,58
SAN LORENZO(PND),micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,3,3
SAN LORENZO(TJA),micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,17,17
SAN LUCAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,37,37
SAN MATIAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,27,27
SAN MIGUEL DE VELASCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,12,12
SAN PABLO DE LIPEZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,2,2
SAN PEDRO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,5,5
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,40,40
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,7,7
SAN PEDRO DE TIQUINA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,3,3
SAN PEDRO(PND),micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,1,1
SAN RAFAEL,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,4,4
SAN RAMON BENI,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,12,12
SAN RAMON SCZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,12,12
SANTA ANA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,26,26
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,1157,1157
SANTA ROSA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,10,10
SANTA ROSA DEL SARA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,8,8
SANTIAGO DE CALLAPA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,3,3
SANTIAGO DE HUARI,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,9,9
SANTIAGO DE HUATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,4,4
SANTIAGO DE MACHACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,7,7
SANTIVAÑES,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,7,7
SANTUARIO DE QUILLACAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,2,2
SAPAHAQUI,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,13,13
SENA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,7,7
SHINAOTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,35,35
SICA SICA (VILLA AROMA),micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,15,15
SICAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,5,5
SIPE SIPE,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,45,45
SOPACHUY,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,4,4
SORACACHI,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,6,6
SORATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,20,20
SUCRE,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,460,460
TACACOMA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,11,11
TACOBAMBA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,6,6
TACOPAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,14,14
TAHUA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,2,2
TAPACARI,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,22,22
TARABUCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,20,20
TARACO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,6,6
TARATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,7,7
TARIJA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,319,319
TARVITA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,24,24
TEOPONTE,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,15,15
TIAWANACU,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,5,5
TINGUIPAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,35,35
TIPUANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,7,7
TIQUIPAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,106,106
TIRAQUE (CBBA),micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,18,18
TOCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,3,3
TODOS SANTOS,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,1,1
TOLATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,3,3
TOLEDO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,3,3
TOMAVE,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,15,15
TOMINA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,8,8
TORO TORO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,13,13
TOTORA(CBBA),micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,23,23
TOTORA(ORR),micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,8,8
TRINIDAD,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,212,212
TUPIZA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,18,18
UMALA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,11,11
UNCIA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,14,14
URIONDO (A. CONCEPCION),micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,3,3
URUBICHA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,3,3
UYUNI,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,37,37
VACAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,10,10
VALLEGRANDE,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,28,28
VIACHA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,47,47
VILA VILA,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,7,7
VILLA CHARCAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,15,15
VILLA MONTES,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,43,43
VILLA NUEVA (LOMA ALTA),micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,3,3
VILLA RIVERO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,2,2
VILLA SERRANO,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,4,4
VILLA TUNARI,micronutrientes,mujeres puerperas con dosis completa de hierro,2017-01-01,106,106
