municipality,group,variable,month,Niñas(os) de 1 año con 1ra. dosis de vitamina A,TOTAL
SOPACHUY,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,12,12
SORACACHI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,15,15
SORATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,28,28
SUCRE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,523,523
TACACHI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,1,1
TACACOMA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,12,12
TACOBAMBA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,18,18
TACOPAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,9,9
TAHUA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,4,4
TAPACARI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,51,51
TARABUCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,28,28
TARACO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,7,7
TARATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,25,25
TARIJA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,225,225
TARVITA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,13,13
TEOPONTE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,23,23
TIAWANACU,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,14,14
TINGUIPAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,47,47
TIPUANI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,20,20
TIQUIPAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,93,93
TIRAQUE (CBBA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,27,27
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,2,2
TOCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,8,8
TODOS SANTOS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,1,1
TOLATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,8,8
TOLEDO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,3,3
TOMAVE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,25,25
TOMINA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,11,11
TORO TORO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,21,21
TOTORA(CBBA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,45,45
TOTORA(ORR),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,3,3
TRIGAL,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,2,2
TRINIDAD,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,140,140
TUPIZA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,85,85
TURCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,4,4
UMALA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,18,18
UNCIA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,32,32
URIONDO (A. CONCEPCION),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,32,32
URUBICHA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,16,16
UYUNI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,46,46
VACAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,19,19
VALLEGRANDE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,23,23
VIACHA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,69,69
VILA VILA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,6,6
VILLA CHARCAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,24,24
VILLA MONTES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,70,70
VILLA NUEVA (LOMA ALTA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,4,4
VILLA RIVERO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,9,9
VILLA SERRANO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,11,11
VILLA TUNARI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,151,151
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,17,17
VILLAZON,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,80,80
VINTO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,80,80
VITICHI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,14,14
WALDO BALLIVIAN,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,2,2
WARNES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,135,135
YACO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,3,3
YACUIBA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,162,162
YAMPARAEZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,11,11
YANACACHI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,11,11
YAPACANI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,102,102
YOCALLA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,18,18
YOTALA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,11,11
YUNCHARA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,10,10
ZUDAÑEZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-02-01,15,15
ACACIO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,14,14
ACHACACHI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,56,56
ACHOCALLA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,33,33
AIQUILE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,51,51
ALALAY,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,14,14
ALCALA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,1,1
ALTO BENI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,24,24
ANCORAIMES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,20,20
ANDAMARCA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,4,4
ANTEQUERA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,5,5
ANZALDO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,13,13
APOLO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,28,28
ARAMPAMPA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,3,3
ARANI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,17,17
ARBIETO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,39,39
ARQUE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,14,14
ASCENCION DE GUARAYOS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,116,116
ATOCHA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,27,27
AUCAPATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,8,8
AYATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,12,12
AYO AYO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,16,16
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,48,48
AZURDUY,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,9,9
BATALLAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,25,25
BAURES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,13,13
BELEN DE ANDAMARCA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,1,1
BELEN DE URMIRI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,2,2
BELLA FLOR,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,8,8
BERMEJO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,67,67
BETANZOS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,43,43
BOLIVAR,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,11,11
BOYUIBE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,6,6
BUENA VISTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,23,23
CABEZAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,77,77
CAIROMA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,16,16
"CAIZA ""D""",micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,17,17
CAJUATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,26,26
CALACOTO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,8,8
CALAMARCA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,18,18
CAMARGO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,29,29
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,4,4
CAMIRI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,51,51
CAPINOTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,36,36
CAQUIAVIRI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,10,10
CARACOLLO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,37,37
CARANAVI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,108,108
CARAPARI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,38,38
CARIPUYO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,8,8
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,12,12
CHACARILLA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,4,4
CHALLAPATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,66,66
CHAQUI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,14,14
CHARAGUA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,74,74
CHARAÑA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,1,1
CHAYANTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,26,26
CHIMORE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,57,57
CHIPAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,2,2
CHOQUE COTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,3,3
CHUA COCANI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,8,8
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,31,31
CHUMA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,13,13
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,13,13
CKOCHAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,29,29
CLIZA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,29,29
COBIJA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,175,175
COCAPATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,34,34
COCHABAMBA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,801,801
COLCAPIRHUA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,66,66
"COLCHA ""K""",micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,22,22
COLLANA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,2,2
COLOMI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,49,49
COLPA BELGICA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,11,11
COLQUECHACA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,69,69
COLQUENCHA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,11,11
COLQUIRI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,20,20
COMANCHE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,1,1
COMARAPA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,38,38
COMBAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,1,1
CONCEPCION,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,49,49
COPACABANA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,18,18
CORIPATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,32,32
CORO CORO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,11,11
COROICO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,35,35
CORQUE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,10,10
COTAGAITA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,37,37
COTOCA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,147,147
CUATRO CAÑADAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,49,49
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,1,1
CUEVO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,12,12
CULPINA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,23,23
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,8,8
CURVA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,5,5
DESAGUADERO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,7,7
EL ALTO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,1739,1739
EL CHORO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,6,6
EL PUENTE(STC),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,22,22
EL PUENTE(TJA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,19,19
EL TORNO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,107,107
EL VILLAR,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,11,11
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,50,50
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,74,74
ESCOMA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,7,7
EUCALIPTUS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,8,8
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,5,5
EXALTACION,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,2,2
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,29,29
FILADELFIA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,42,42
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,31,31
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,22,22
GUANAY,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,38,38
GUAQUI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,8,8
GUAYARAMERIN,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,87,87
GUTIERREZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,38,38
HUACARETA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,16,16
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,4,4
HUACHACALLA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,1,1
HUANUNI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,53,53
HUARACAJE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,11,11
HUARINA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,7,7
HUATAJATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,3,3
HUAYLLAMARCA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,5,5
HUMANATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,4,4
ICHOCA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,16,16
ICLA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,11,11
INCAHUASI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,14,14
INGAVI (HUMAITA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,2,2
INQUISIVI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,21,21
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,24,24
IXIAMAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,39,39
JESUS DE MACHACA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,17,17
LA ASUNTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,62,62
LA GUARDIA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,222,222
LA PAZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,1309,1309
LA RIVERA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,1,1
LAGUNILLAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,11,11
LAJA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,38,38
LAS CARRERAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,9,9
LICOMA PAMPA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,4,4
LLALLAGUA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,132,132
LLICA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,7,7
LORETO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,11,11
LURIBAY,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,11,11
MACHACAMARCA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,14,14
MACHARETI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,18,18
MAGDALENA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,19,19
MAIRANA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,22,22
MALLA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,2,2
MAPIRI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,31,31
MECAPACA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,20,20
MINEROS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,75,75
MIZQUE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,62,62
MOCOMOCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,19,19
MOJINETE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,1,1
MOJOCOYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,8,8
MONTEAGUDO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,60,60
MONTERO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,317,317
MORO MORO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,4,4
MOROCHATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,23,23
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,5,5
NAZACARA DE PACAJES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,3,3
OCURI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,24,24
OKINAWA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,40,40
OMEREQUE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,15,15
ORURO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,536,536
PADCAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,32,32
PADILLA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,13,13
PAILON,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,62,62
PALCA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,40,40
PALOS BLANCOS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,48,48
PAMPA GRANDE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,21,21
PAPEL PAMPA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,4,4
PASORAPA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,3,3
PATACAMAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,29,29
PAZÑA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,7,7
PELECHUCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,21,21
POCOATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,38,38
POCONA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,26,26
POJO (CBBA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,31,31
POOPO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,11,11
PORCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,14,14
POROMA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,22,22
PORONGO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,30,30
PORTACHUELO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,43,43
PORVENIR,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,17,17
POTOSI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,424,424
PRESTO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,9,9
PUCARA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,1,1
PUCARANI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,38,38
PUERTO ACOSTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-03-01,18,18
