municipality,group,variable,month,Niñas(os) menores de 1 año con dosis completa de hierro,TOTAL
ACACIO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,6,6
ACHACACHI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,42,42
ACHOCALLA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,30,30
AIQUILE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,49,49
ALALAY,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,8,8
ALCALA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,7,7
ALTO BENI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,19,19
ANCORAIMES,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,28,28
ANDAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,6,6
ANTEQUERA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,3,3
ANZALDO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,7,7
APOLO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,31,31
ARAMPAMPA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,2,2
ARBIETO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,45,45
ARQUE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,18,18
ASCENCION DE GUARAYOS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,73,73
ATOCHA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,11,11
AUCAPATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,5,5
AYATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,15,15
AYO AYO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,12,12
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,34,34
AZURDUY,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,20,20
BATALLAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,25,25
BAURES,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,15,15
BELEN DE ANDAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,3,3
BELEN DE URMIRI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,2,2
BELLA FLOR,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,8,8
BERMEJO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,72,72
BETANZOS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,51,51
BOLIVAR,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,4,4
BOYUIBE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,10,10
BUENA VISTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,4,4
CABEZAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,35,35
CAIROMA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,12,12
"CAIZA ""D""",micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,1,1
CAJUATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,22,22
CALACOTO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,6,6
CALAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,12,12
CAMARGO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,26,26
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,3,3
CAMIRI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,53,53
CAPINOTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,45,45
CAQUIAVIRI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,12,12
CARACOLLO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,34,34
CARANAVI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,72,72
CARAPARI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,33,33
CARIPUYO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,8,8
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,4,4
CATACORA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,2,2
CHACARILLA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,2,2
CHALLAPATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,50,50
CHAQUI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,10,10
CHARAGUA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,30,30
CHARAÑA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,4,4
CHAYANTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,22,22
CHIMORE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,38,38
CHIPAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,4,4
CHOQUE COTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,2,2
CHUA COCANI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,7,7
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,42,42
CHUMA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,6,6
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,21,21
CKOCHAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,12,12
CLIZA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,37,37
COBIJA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,125,125
COCAPATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,24,24
COCHABAMBA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,607,607
COIPASA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,1,1
COLCAPIRHUA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,73,73
"COLCHA ""K""",micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,18,18
COLLANA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,6,6
COLOMI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,41,41
COLPA BELGICA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,15,15
COLQUECHACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,30,30
COLQUENCHA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,13,13
COLQUIRI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,49,49
COMANCHE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,7,7
COMARAPA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,21,21
COMBAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,7,7
CONCEPCION,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,30,30
COPACABANA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,10,10
CORIPATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,16,16
CORO CORO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,5,5
COROICO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,24,24
CORQUE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,4,4
COTAGAITA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,44,44
COTOCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,15,15
CUATRO CAÑADAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,45,45
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,3,3
CUEVO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,4,4
CULPINA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,55,55
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,5,5
CURVA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,3,3
DESAGUADERO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,8,8
EL ALTO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,1077,1077
EL CHORO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,7,7
EL PUENTE(STC),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,15,15
EL PUENTE(TJA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,16,16
EL TORNO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,95,95
EL VILLAR,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,5,5
ENTRE RIOS TRJ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,46,46
ENTRE RIOS CBBA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,59,59
ESCOMA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,11,11
EUCALIPTUS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,11,11
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,5,5
EXALTACION,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,7,7
FERNANDEZ ALONSO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,17,17
FILADELFIA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,12,12
GENERAL SAAVEDRA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,18,18
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,16,16
GUANAY,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,35,35
GUAQUI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,8,8
GUAYARAMERIN,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,137,137
GUTIERREZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,28,28
HUACARETA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,15,15
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,4,4
HUACHACALLA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,1,1
HUANUNI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,33,33
HUARACAJE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,2,2
HUARINA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,10,10
HUAYLLAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,7,7
ICHOCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,5,5
ICLA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,10,10
INCAHUASI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,26,26
INQUISIVI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,19,19
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,30,30
IXIAMAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,45,45
JESUS DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,30,30
LA ASUNTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,66,66
LA GUARDIA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,82,82
LA PAZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,827,827
LA RIVERA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,1,1
LAGUNILLAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,14,14
LAJA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,38,38
LAS CARRERAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,6,6
LICOMA PAMPA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,6,6
LLALLAGUA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,105,105
LLICA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,5,5
LORETO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,7,7
LURIBAY,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,17,17
MACHACAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,7,7
MACHARETI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,18,18
MAGDALENA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,19,19
MAIRANA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,7,7
MALLA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,1,1
MAPIRI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,25,25
MECAPACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,23,23
MINEROS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,40,40
MIZQUE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,41,41
MOCOMOCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,12,12
MOJOCOYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,6,6
MONTEAGUDO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,53,53
MONTERO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,94,94
MORO MORO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,6,6
MOROCHATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,17,17
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,5,5
NAZACARA DE PACAJES,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,13,13
OCURI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,3,3
OKINAWA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,23,23
OMEREQUE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,14,14
ORURO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,493,493
PADCAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,39,39
PADILLA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,11,11
PAILON,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,18,18
PALCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,45,45
PALOS BLANCOS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,44,44
PAMPA AULLAGAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,6,6
PAMPA GRANDE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,1,1
PAPEL PAMPA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,6,6
PASORAPA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,4,4
PAZÑA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,7,7
PELECHUCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,12,12
POCOATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,44,44
POCONA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,21,21
POJO (CBBA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,14,14
POOPO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,7,7
PORCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,19,19
POROMA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,23,23
PORONGO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,1,1
PORTACHUELO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,51,51
PORVENIR,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,14,14
POSTRER VALLE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,1,1
POTOSI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,376,376
PRESTO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,8,8
PUCARA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,3,3
PUCARANI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,48,48
PUERTO ACOSTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,13,13
PUERTO CARABUCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,16,16
PUERTO GONZALO MORENO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,8,8
PUERTO PEREZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,4,4
PUERTO QUIJARRO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,33,33
PUERTO RICO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,8,8
PUERTO SILES,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,2,2
PUERTO SUAREZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,22,22
PUERTO VILLARROEL,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,56,56
PUNA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,19,19
PUNATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,46,46
QUIABAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,12,12
QUILLACOLLO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,87,87
QUIME,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,18,18
RAVELO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,21,21
REYES,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,21,21
RIBERALTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,169,169
ROBORE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,21,21
RURRENABAQUE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,3,3
SABAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,2,2
SACABA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,297,297
SACABAMBA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,5,5
SACACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,21,21
SAIPINA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,8,8
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,23,23
SAMAIPATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,14,14
SAN AGUSTIN,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,3,3
SAN ANDRES,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,24,24
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,3,3
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,3,3
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,15,15
SAN BENITO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,21,21
SAN BORJA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,105,105
SAN BUENA VENTURA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,16,16
SAN CARLOS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,41,41
SAN IGNACIO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,44,44
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,107,107
SAN JAVIER(BNI),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,14,14
SAN JAVIER(STC),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,23,23
SAN JOAQUIN,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,14,14
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,21,21
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,12,12
SAN JULIAN,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,93,93
SAN LORENZO(PND),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,9,9
SAN LORENZO(TJA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,30,30
SAN LUCAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,45,45
SAN MATIAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,31,31
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,23,23
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,4,4
SAN PEDRO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,25,25
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,52,52
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,8,8
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,6,6
SAN PEDRO(PND),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,2,2
SAN RAFAEL,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,10,10
SAN RAMON BENI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,6,6
SAN RAMON SCZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,16,16
SANTA ANA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,35,35
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,1126,1126
SANTA ROSA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,27,27
SANTA ROSA DEL SARA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,29,29
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,2,2
SANTIAGO DE HUARI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,15,15
SANTIAGO DE HUATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,8,8
SANTIAGO DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,9,9
SANTIVAÑES,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,7,7
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,6,6
SAPAHAQUI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,20,20
SENA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,23,23
SHINAOTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,38,38
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,25,25
SICAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,6,6
SIPE SIPE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,156,156
SOPACHUY,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,11,11
SORACACHI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,18,18
SORATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,31,31
SUCRE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,516,516
TACACOMA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,8,8
TACOBAMBA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2016-01-01,9,9
