municipality,group,variable,month,Mujeres embarazadas con dosis completa de hierro,TOTAL
CABEZAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,53,53
CAIROMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,17,17
"CAIZA ""D""",micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,9,9
CAJUATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,27,27
CALACOTO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,9,9
CALAMARCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,24,24
CAMARGO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,27,27
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,7,7
CAMIRI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,68,68
CAPINOTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,53,53
CAQUIAVIRI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,9,9
CARACOLLO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,32,32
CARANAVI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,101,101
CARAPARI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,23,23
CARIPUYO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,18,18
CARMEN RIVERO TORREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,9,9
CATACORA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,3,3
CHALLAPATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,96,96
CHAQUI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,11,11
CHARAGUA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,64,64
CHARAÑA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,3,3
CHAYANTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,5,5
CHIMORE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,45,45
CHIPAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,2,2
CHOQUE COTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,1,1
CHUA COCANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,3,3
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,46,46
CHUMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,7,7
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,18,18
CKOCHAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,15,15
CLIZA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,45,45
COBIJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,198,198
COCAPATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,52,52
COCHABAMBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,763,763
COIPASA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,3,3
COLCAPIRHUA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,39,39
"COLCHA ""K""",micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,27,27
COLLANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,2,2
COLOMI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,33,33
COLPA BELGICA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,15,15
COLQUECHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,52,52
COLQUENCHA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,18,18
COLQUIRI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,39,39
COMANCHE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,3,3
COMARAPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,28,28
COMBAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,1,1
CONCEPCION,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,45,45
COPACABANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,21,21
CORIPATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,43,43
CORO CORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,10,10
COROICO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,31,31
CORQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,11,11
COTAGAITA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,21,21
COTOCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,182,182
CUATRO CAÑADAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,20,20
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,5,5
CUEVO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,2,2
CULPINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,28,28
CURAHUARA DE CARANGAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,8,8
CURVA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,3,3
DESAGUADERO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,9,9
EL ALTO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,1974,1974
EL CHORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,3,3
EL PUENTE(STC),micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,12,12
EL PUENTE(TJA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,18,18
EL TORNO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,93,93
EL VILLAR,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,4,4
ENTRE RIOS TRJ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,32,32
ENTRE RIOS CBBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,124,124
ESCOMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,6,6
ESMERALDA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,3,3
EUCALIPTUS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,8,8
EUREKA (SANTOS MERCADO),micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,2,2
FERNANDEZ ALONSO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,22,22
FILADELFIA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,18,18
GENERAL SAAVEDRA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,18,18
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,17,17
GUANAY,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,33,33
GUAQUI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,13,13
GUAYARAMERIN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,157,157
GUTIERREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,31,31
HUACARETA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,9,9
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,7,7
HUACHACALLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,6,6
HUANUNI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,45,45
HUARACAJE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,2,2
HUARINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,8,8
HUATAJATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,4,4
HUAYLLAMARCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,6,6
HUMANATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,6,6
ICHOCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,2,2
ICLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,11,11
INCAHUASI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,19,19
INGAVI (HUMAITA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,1,1
INQUISIVI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,18,18
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,24,24
IXIAMAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,21,21
JESUS DE MACHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,16,16
LA ASUNTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,85,85
LA GUARDIA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,166,166
LA PAZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,1579,1579
LAGUNILLAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,8,8
LAJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,28,28
LAS CARRERAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,4,4
LICOMA PAMPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,4,4
LLALLAGUA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,60,60
LLICA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,4,4
LORETO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,10,10
LURIBAY,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,11,11
MACHACAMARCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,5,5
MACHARETI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,12,12
MAGDALENA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,8,8
MAIRANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,34,34
MALLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,3,3
MAPIRI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,28,28
MECAPACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,15,15
MINEROS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,15,15
MIZQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,75,75
MOCOMOCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,14,14
MOJINETE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,2,2
MOJOCOYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,14,14
MONTEAGUDO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,48,48
MONTERO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,221,221
MORO MORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,5,5
MOROCHATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,12,12
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,3,3
NAZACARA DE PACAJES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,3,3
OCURI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,23,23
OKINAWA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,10,10
OMEREQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,10,10
ORURO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,769,769
PADCAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,33,33
PADILLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,12,12
PAILON,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,41,41
PALCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,30,30
PALOS BLANCOS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,76,76
PAMPA AULLAGAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,9,9
PAMPA GRANDE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,13,13
PAPEL PAMPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,7,7
PASORAPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,5,5
PATACAMAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,48,48
PAZÑA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,12,12
PELECHUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,12,12
POCOATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,27,27
POCONA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,23,23
POJO (CBBA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,20,20
POOPO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,12,12
PORCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,20,20
POROMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,19,19
PORONGO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,10,10
PORTACHUELO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,30,30
PORVENIR,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,10,10
POTOSI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,428,428
PRESTO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,8,8
PUCARA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,2,2
PUCARANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,68,68
PUERTO ACOSTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,6,6
PUERTO CARABUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,16,16
PUERTO GONZALO MORENO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,11,11
PUERTO PEREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,7,7
PUERTO QUIJARRO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,2,2
PUERTO RICO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,9,9
PUERTO SILES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,3,3
PUERTO SUAREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,43,43
PUERTO VILLARROEL,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,62,62
PUNA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,35,35
PUNATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,48,48
QUIABAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,5,5
QUILLACOLLO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,243,243
QUIME,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,21,21
QUIRUSILLAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,3,3
RAVELO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,10,10
REYES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,38,38
RIBERALTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,219,219
ROBORE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,10,10
RURRENABAQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,51,51
SABAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,6,6
SACABA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,325,325
SACABAMBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,5,5
SACACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,45,45
SAIPINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,6,6
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,15,15
SAMAIPATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,25,25
SAN ANDRES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,24,24
SAN ANDRES DE MACHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,3,3
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,11,11
SAN BENITO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,16,16
SAN BORJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,95,95
SAN BUENA VENTURA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,28,28
SAN CARLOS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,31,31
SAN IGNACIO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,49,49
SAN IGNACIO DE VELASCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,128,128
SAN JAVIER(BNI),micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,5,5
SAN JAVIER(STC),micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,32,32
SAN JOAQUIN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,12,12
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,49,49
SAN JUAN DE YAPACANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,14,14
SAN JULIAN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,65,65
SAN LORENZO(PND),micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,25,25
SAN LORENZO(TJA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,31,31
SAN LUCAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,48,48
SAN MATIAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,49,49
SAN MIGUEL DE VELASCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,30,30
SAN PABLO DE LIPEZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,1,1
SAN PEDRO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,25,25
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,43,43
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,5,5
SAN PEDRO DE QUEMES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,5,5
SAN RAFAEL,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,16,16
SAN RAMON BENI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,6,6
SAN RAMON SCZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,19,19
SANTA ANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,81,81
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,2834,2834
SANTA ROSA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,13,13
SANTA ROSA DEL SARA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,39,39
SANTIAGO DE CALLAPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,2,2
SANTIAGO DE HUARI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,15,15
SANTIAGO DE HUATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,6,6
SANTIAGO DE MACHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,6,6
SANTIVAÑES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,12,12
SANTUARIO DE QUILLACAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,5,5
SAPAHAQUI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,16,16
SENA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,17,17
SHINAOTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,58,58
SICA SICA (VILLA AROMA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,29,29
SICAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,9,9
SIPE SIPE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,88,88
SOPACHUY,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,8,8
SORACACHI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,12,12
SORATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,32,32
SUCRE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,595,595
TACACHI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,4,4
TACACOMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,8,8
TACOBAMBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,13,13
TACOPAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,8,8
TAHUA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,4,4
TAPACARI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,35,35
TARABUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,18,18
TARACO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,3,3
TARATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,28,28
TARIJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,350,350
TARVITA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,33,33
TEOPONTE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,30,30
TIAWANACU,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,29,29
TINGUIPAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,24,24
TIPUANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,16,16
TIQUIPAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,112,112
TIRAQUE (CBBA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,22,22
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,2,2
TOCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,19,19
TOLATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,6,6
TOLEDO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,7,7
TOMAVE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,27,27
TOMINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,12,12
TORO TORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,12,12
TOTORA(CBBA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,21,21
TOTORA(ORR),micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,6,6
TRIGAL,micronutrientes,mujeres embarazadas con dosis completa de hierro,2016-01-01,3,3
