municipality,group,variable,month,Mujeres puérperas con dosis única de vitamina A,TOTAL
TACACOMA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,6,6
TACOBAMBA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,17,17
TACOPAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,8,8
TAPACARI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,24,24
TARABUCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,15,15
TARACO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,5,5
TARATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,7,7
TARIJA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,302,302
TARVITA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,15,15
TEOPONTE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,18,18
TIAWANACU,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,14,14
TINGUIPAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,23,23
TIPUANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,9,9
TIQUIPAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,118,118
TIRAQUE (CBBA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,22,22
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,2,2
TOCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,7,7
TOLATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,5,5
TOLEDO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,2,2
TOMAVE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,17,17
TOMINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,7,7
TORO TORO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,13,13
TOTORA(CBBA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,18,18
TOTORA(ORR),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,3,3
TRIGAL,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,3,3
TRINIDAD,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,301,301
TUPIZA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,16,16
TURCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,3,3
UMALA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,7,7
UNCIA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,22,22
URIONDO (A. CONCEPCION),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,10,10
URUBICHA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,2,2
UYUNI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,53,53
VACAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,9,9
VALLEGRANDE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,36,36
VIACHA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,60,60
VILA VILA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,5,5
VILLA CHARCAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,20,20
VILLA MONTES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,29,29
VILLA NUEVA (LOMA ALTA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,3,3
VILLA RIVERO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,4,4
VILLA SERRANO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,8,8
VILLA TUNARI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,140,140
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,13,13
VILLAZON,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,66,66
VINTO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,61,61
VITICHI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,21,21
WALDO BALLIVIAN,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,3,3
WARNES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,153,153
YACO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,9,9
YACUIBA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,161,161
YAMPARAEZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,7,7
YANACACHI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,3,3
YAPACANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,135,135
YOCALLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,10,10
YOTALA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,3,3
YUNCHARA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,8,8
ZUDAÑEZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-03-01,9,9
ACACIO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,3,3
ACHACACHI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,30,30
ACHOCALLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,15,15
AIQUILE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,41,41
ALALAY,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,3,3
ALCALA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,2,2
ALTO BENI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,14,14
ANCORAIMES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,16,16
ANDAMARCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,1,1
ANTEQUERA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,2,2
ANZALDO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,4,4
APOLO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,17,17
ARAMPAMPA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,7,7
ARANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,7,7
ARBIETO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,18,18
ARQUE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,13,13
ASCENCION DE GUARAYOS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,62,62
ATOCHA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,10,10
AUCAPATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,3,3
AYATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,15,15
AYO AYO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,23,23
AZURDUY,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,14,14
BATALLAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,19,19
BAURES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,9,9
BELEN DE ANDAMARCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,2,2
BELLA FLOR,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,4,4
BERMEJO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,50,50
BETANZOS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,39,39
BOLIVAR,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,9,9
BOYUIBE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,4,4
BUENA VISTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,9,9
CABEZAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,35,35
CAIROMA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,20,20
"CAIZA ""D""",micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,6,6
CAJUATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,12,12
CALACOTO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,4,4
CALAMARCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,16,16
CAMARGO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,20,20
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,1,1
CAMIRI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,99,99
CAPINOTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,25,25
CAQUIAVIRI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,4,4
CARACOLLO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,16,16
CARANAVI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,90,90
CARAPARI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,8,8
CARIPUYO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,15,15
CARMEN RIVERO TORREZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,10,10
CATACORA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,1,1
CHACARILLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,1,1
CHALLAPATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,63,63
CHAQUI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,13,13
CHARAGUA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,54,54
CHARAÑA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,2,2
CHAYANTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,15,15
CHIMORE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,37,37
CHIPAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,3,3
CHUA COCANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,9,9
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,20,20
CHUMA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,10,10
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,10,10
CKOCHAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,23,23
CLIZA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,24,24
COBIJA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,158,158
COCAPATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,19,19
COCHABAMBA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,804,804
COIPASA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,1,1
COLCAPIRHUA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,49,49
"COLCHA ""K""",micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,16,16
COLLANA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,3,3
COLOMI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,17,17
COLPA BELGICA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,7,7
COLQUECHACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,50,50
COLQUENCHA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,23,23
COLQUIRI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,26,26
COMANCHE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,4,4
COMARAPA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,25,25
COMBAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,2,2
CONCEPCION,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,30,30
COPACABANA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,3,3
CORIPATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,14,14
CORO CORO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,9,9
COROICO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,18,18
CORQUE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,4,4
COTAGAITA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,17,17
COTOCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,109,109
CUATRO CAÑADAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,28,28
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,1,1
CULPINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,22,22
CURAHUARA DE CARANGAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,5,5
CURVA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,4,4
DESAGUADERO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,5,5
EL ALTO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,1461,1461
EL CHORO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,2,2
EL PUENTE(STC),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,6,6
EL PUENTE(TJA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,7,7
EL TORNO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,87,87
EL VILLAR,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,2,2
ENTRE RIOS TRJ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,23,23
ENTRE RIOS CBBA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,49,49
ESCOMA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,8,8
EUCALIPTUS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,5,5
EUREKA (SANTOS MERCADO),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,1,1
EXALTACION,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,1,1
FERNANDEZ ALONSO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,20,20
FILADELFIA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,5,5
GENERAL SAAVEDRA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,7,7
GUANAY,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,10,10
GUAQUI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,7,7
GUAYARAMERIN,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,207,207
GUTIERREZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,14,14
HUACARETA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,12,12
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,3,3
HUACHACALLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,2,2
HUANUNI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,27,27
HUARACAJE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,3,3
HUARINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,3,3
HUATAJATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,1,1
HUAYLLAMARCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,5,5
HUMANATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,3,3
ICHOCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,4,4
ICLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,10,10
INCAHUASI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,20,20
INGAVI (HUMAITA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,1,1
INQUISIVI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,10,10
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,12,12
IXIAMAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,13,13
JESUS DE MACHACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,17,17
LA ASUNTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,69,69
LA GUARDIA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,59,59
LA PAZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,957,957
LAGUNILLAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,7,7
LAJA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,13,13
LAS CARRERAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,4,4
LICOMA PAMPA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,1,1
LLALLAGUA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,63,63
LLICA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,5,5
LORETO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,9,9
LURIBAY,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,7,7
MACHACAMARCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,4,4
MACHARETI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,7,7
MAGDALENA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,1,1
MAIRANA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,19,19
MALLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,1,1
MAPIRI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,22,22
MECAPACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,1,1
MINEROS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,17,17
MIZQUE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,34,34
MOCOMOCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,15,15
MOJINETE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,1,1
MOJOCOYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,10,10
MONTEAGUDO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,58,58
MONTERO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,100,100
MORO MORO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,1,1
MOROCHATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,12,12
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,3,3
NAZACARA DE PACAJES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,1,1
OCURI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,15,15
OKINAWA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,4,4
OMEREQUE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,5,5
ORURO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,464,464
PADCAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,7,7
PADILLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,24,24
PAILON,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,43,43
PALCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,6,6
PALOS BLANCOS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,33,33
PAMPA AULLAGAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,5,5
PAMPA GRANDE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,3,3
PAPEL PAMPA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,6,6
PATACAMAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,6,6
PAZÑA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,3,3
PELECHUCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,3,3
POCOATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,24,24
POCONA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,9,9
POJO (CBBA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,13,13
POOPO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,3,3
PORCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,15,15
POROMA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,17,17
PORONGO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,12,12
PORTACHUELO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,44,44
PORVENIR,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,6,6
POTOSI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,322,322
PRESTO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,6,6
PUCARA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,2,2
PUCARANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,44,44
PUERTO ACOSTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,11,11
PUERTO CARABUCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,18,18
PUERTO GONZALO MORENO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,7,7
PUERTO PEREZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,7,7
PUERTO QUIJARRO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,14,14
PUERTO RICO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,12,12
PUERTO SUAREZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,50,50
PUERTO VILLARROEL,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,126,126
PUNA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,19,19
PUNATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,76,76
QUIABAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,4,4
QUILLACOLLO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,165,165
QUIME,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,7,7
QUIRUSILLAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,1,1
RAVELO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,17,17
REYES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,21,21
RIBERALTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,225,225
ROBORE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,22,22
RURRENABAQUE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,50,50
SABAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,2,2
SACABA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,210,210
SACABAMBA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,2,2
SACACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,40,40
SAIPINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,4,4
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,11,11
SAMAIPATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,8,8
SAN ANDRES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,10,10
SAN ANDRES DE MACHACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,3,3
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,5,5
SAN BENITO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,8,8
SAN BORJA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,80,80
SAN BUENA VENTURA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,27,27
SAN CARLOS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,28,28
SAN IGNACIO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,46,46
SAN IGNACIO DE VELASCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,142,142
SAN JAVIER(BNI),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,1,1
SAN JAVIER(STC),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,27,27
SAN JOAQUIN,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,14,14
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,46,46
SAN JUAN DE YAPACANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,6,6
SAN JULIAN,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,54,54
SAN LORENZO(PND),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,5,5
SAN LORENZO(TJA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,11,11
SAN LUCAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,36,36
SAN MATIAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,20,20
SAN MIGUEL DE VELASCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-04-01,11,11
