municipality,group,variable,month,Niñas(os) RN con lactancia materna inmediata,TOTAL
TRIGAL,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-03-01,3,3
TRINIDAD,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-03-01,66,66
TUPIZA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-03-01,10,10
TURCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-03-01,3,3
UMALA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-03-01,6,6
UNCIA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-03-01,21,21
URIONDO (A. CONCEPCION),micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-03-01,9,9
UYUNI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-03-01,10,10
VACAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-03-01,9,9
VALLEGRANDE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-03-01,36,36
VIACHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-03-01,54,54
VILA VILA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-03-01,3,3
VILLA CHARCAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-03-01,19,19
VILLA MONTES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-03-01,25,25
VILLA NUEVA (LOMA ALTA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-03-01,3,3
VILLA RIVERO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-03-01,2,2
VILLA SERRANO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-03-01,7,7
VILLA TUNARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-03-01,136,136
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-03-01,16,16
VILLAZON,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-03-01,3,3
VINTO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-03-01,51,51
VITICHI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-03-01,12,12
WALDO BALLIVIAN,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-03-01,3,3
WARNES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-03-01,38,38
YACO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-03-01,8,8
YACUIBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-03-01,41,41
YAMPARAEZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-03-01,7,7
YANACACHI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-03-01,3,3
YAPACANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-03-01,17,17
YOCALLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-03-01,10,10
YOTALA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-03-01,3,3
YUNCHARA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-03-01,6,6
ZUDAÑEZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-03-01,9,9
ACACIO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,3,3
ACHACACHI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,29,29
ACHOCALLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,22,22
AIQUILE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,32,32
ALALAY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,3,3
ALCALA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,1,1
ALTO BENI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,9,9
ANCORAIMES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,14,14
ANDAMARCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,1,1
ANTEQUERA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,2,2
ANZALDO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,3,3
APOLO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,14,14
ARAMPAMPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,6,6
ARANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,6,6
ARBIETO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,17,17
ARQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,12,12
ASCENCION DE GUARAYOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,73,73
ATOCHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,9,9
AUCAPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,3,3
AYATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,15,15
AYO AYO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,23,23
AZURDUY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,9,9
BATALLAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,11,11
BAURES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,12,12
BELEN DE ANDAMARCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,2,2
BELLA FLOR,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,4,4
BERMEJO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,29,29
BETANZOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,40,40
BOLIVAR,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,7,7
BOYUIBE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,4,4
BUENA VISTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,2,2
CABEZAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,14,14
CAIROMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,14,14
"CAIZA ""D""",micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,10,10
CAJUATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,11,11
CALACOTO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,3,3
CALAMARCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,16,16
CAMARGO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,13,13
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,1,1
CAMIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,40,40
CAPINOTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,28,28
CAQUIAVIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,3,3
CARACOLLO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,16,16
CARANAVI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,87,87
CARAPARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,8,8
CARIPUYO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,13,13
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,11,11
CATACORA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,1,1
CHACARILLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,1,1
CHALLAPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,57,57
CHAQUI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,12,12
CHARAGUA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,25,25
CHAYANTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,16,16
CHIMORE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,41,41
CHIPAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,3,3
CHUA COCANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,9,9
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,21,21
CHUMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,10,10
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,22,22
CKOCHAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,22,22
CLIZA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,25,25
COBIJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,85,85
COCAPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,19,19
COCHABAMBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,42,42
COIPASA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,1,1
COLCAPIRHUA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,49,49
"COLCHA ""K""",micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,16,16
COLLANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,3,3
COLOMI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,9,9
COLQUECHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,42,42
COLQUENCHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,22,22
COLQUIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,26,26
COMANCHE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,4,4
COMARAPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,24,24
COMBAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,2,2
CONCEPCION,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,2,2
COPACABANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,2,2
CORIPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,14,14
CORO CORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,8,8
COROICO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,18,18
CORQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,5,5
COTAGAITA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,17,17
COTOCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,8,8
CUATRO CAÑADAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,26,26
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,1,1
CUEVO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,2,2
CULPINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,21,21
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,5,5
CURVA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,4,4
DESAGUADERO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,2,2
EL ALTO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,821,821
EL CHORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,2,2
EL PUENTE(STC),micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,7,7
EL PUENTE(TJA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,8,8
EL TORNO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,42,42
EL VILLAR,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,2,2
ENTRE RIOS TRJ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,19,19
ENTRE RIOS CBBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,34,34
EUCALIPTUS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,4,4
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,1,1
FERNANDEZ ALONSO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,8,8
FILADELFIA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,5,5
GUANAY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,3,3
GUAQUI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,7,7
GUAYARAMERIN,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,3,3
GUTIERREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,36,36
HUACARETA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,12,12
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,3,3
HUACHACALLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,2,2
HUANUNI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,26,26
HUARINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,1,1
HUATAJATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,1,1
HUAYLLAMARCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,5,5
HUMANATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,2,2
ICHOCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,4,4
ICLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,10,10
INCAHUASI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,20,20
INGAVI (HUMAITA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,1,1
INQUISIVI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,9,9
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,12,12
IXIAMAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,13,13
JESUS DE MACHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,13,13
LA ASUNTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,67,67
LA GUARDIA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,63,63
LA PAZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,404,404
LAGUNILLAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,4,4
LAJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,10,10
LAS CARRERAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,2,2
LLALLAGUA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,41,41
LLICA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,6,6
LORETO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,9,9
LURIBAY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,2,2
MACHACAMARCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,4,4
MACHARETI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,6,6
MAGDALENA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,4,4
MAIRANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,18,18
MALLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,1,1
MAPIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,22,22
MECAPACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,1,1
MINEROS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,24,24
MIZQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,35,35
MOCOMOCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,13,13
MOJINETE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,1,1
MOJOCOYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,10,10
MONTEAGUDO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,42,42
MONTERO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,40,40
MORO MORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,2,2
MOROCHATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,11,11
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,1,1
OCURI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,13,13
OKINAWA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,5,5
OMEREQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,5,5
ORURO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,276,276
PADCAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,6,6
PADILLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,15,15
PAILON,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,40,40
PALCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,4,4
PALOS BLANCOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,31,31
PAMPA AULLAGAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,5,5
PAMPA GRANDE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,5,5
PAPEL PAMPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,6,6
PASORAPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,3,3
PATACAMAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,141,141
PAZÑA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,2,2
PELECHUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,3,3
POCOATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,24,24
POCONA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,8,8
POJO (CBBA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,9,9
POOPO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,3,3
PORCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,15,15
POROMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,17,17
PORONGO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,5,5
PORTACHUELO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,37,37
PORVENIR,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,6,6
POSTRER VALLE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,1,1
POTOSI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,239,239
PRESTO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,6,6
PUCARA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,2,2
PUCARANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,35,35
PUERTO ACOSTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,7,7
PUERTO CARABUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,19,19
PUERTO GONZALO MORENO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,3,3
PUERTO PEREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,6,6
PUERTO QUIJARRO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,14,14
PUERTO RICO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,11,11
PUERTO SUAREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,26,26
PUERTO VILLARROEL,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,124,124
PUNA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,16,16
PUNATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,2,2
QUIABAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,4,4
QUILLACOLLO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,179,179
QUIME,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,7,7
QUIRUSILLAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,1,1
RAVELO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,15,15
REYES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,25,25
RIBERALTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,64,64
ROBORE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,22,22
RURRENABAQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,36,36
SABAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,2,2
SACABA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,44,44
SACABAMBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,3,3
SACACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,26,26
SAIPINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,4,4
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,10,10
SAMAIPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,8,8
SAN ANDRES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,15,15
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,5,5
SAN BENITO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,7,7
SAN BORJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,60,60
SAN BUENA VENTURA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,27,27
SAN IGNACIO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,46,46
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,102,102
SAN JAVIER(BNI),micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,1,1
SAN JAVIER(STC),micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,26,26
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,42,42
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,8,8
SAN JULIAN,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,8,8
SAN LORENZO(PND),micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,5,5
SAN LORENZO(TJA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,4,4
SAN LUCAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,36,36
SAN MATIAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,21,21
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,11,11
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,2,2
SAN PEDRO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,14,14
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,44,44
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,1,1
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,3,3
SAN PEDRO(PND),micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,3,3
SAN RAFAEL,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,6,6
SAN RAMON BENI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,8,8
SAN RAMON SCZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,20,20
SANTA ANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,45,45
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,1068,1068
SANTA ROSA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,27,27
SANTA ROSA DEL SARA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,6,6
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,2,2
SANTIAGO DE HUARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,6,6
SANTIAGO DE HUATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,5,5
SANTIAGO DE MACHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,3,3
SANTIVAÑES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,3,3
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,7,7
SAPAHAQUI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,8,8
SENA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,7,7
SHINAOTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,37,37
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,30,30
SIPE SIPE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,42,42
SOPACHUY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,4,4
SORACACHI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,5,5
SORATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,21,21
SUCRE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,285,285
TACACOMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,2,2
TACOBAMBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,11,11
TACOPAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,6,6
TAPACARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,28,28
TARABUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,16,16
TARACO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,1,1
TARATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2016-04-01,5,5
