municipality,group,variable,month,Niñas(os) de 1 año con dosis completa de hierro,TOTAL
SAN BENITO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,18,18
SAN BORJA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,168,168
SAN BUENA VENTURA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,29,29
SAN CARLOS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,41,41
SAN IGNACIO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,49,49
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,106,106
SAN JAVIER(BNI),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,10,10
SAN JAVIER(STC),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,45,45
SAN JOAQUIN,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,12,12
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,36,36
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,19,19
SAN JULIAN,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,100,100
SAN LORENZO(PND),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,27,27
SAN LORENZO(TJA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,37,37
SAN LUCAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,55,55
SAN MATIAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,23,23
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,18,18
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,2,2
SAN PEDRO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,23,23
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,73,73
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,7,7
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,1,1
SAN PEDRO(PND),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,5,5
SAN RAFAEL,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,10,10
SAN RAMON BENI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,13,13
SAN RAMON SCZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,31,31
SANTA ANA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,27,27
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,1921,1921
SANTA ROSA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,12,12
SANTA ROSA DEL SARA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,27,27
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,6,6
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,11,11
SANTIAGO DE HUATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,6,6
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,5,5
SANTIVAÑES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,8,8
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,2,2
SAPAHAQUI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,16,16
SENA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,15,15
SHINAOTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,43,43
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,42,42
SICAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,4,4
SIPE SIPE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,26,26
SOPACHUY,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,12,12
SORACACHI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,20,20
SORATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,31,31
SUCRE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,673,673
TACACHI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,3,3
TACACOMA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,27,27
TACOBAMBA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,14,14
TAHUA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,1,1
TAPACARI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,33,33
TARABUCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,26,26
TARACO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,8,8
TARATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,14,14
TARIJA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,356,356
TARVITA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,21,21
TEOPONTE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,81,81
TIAWANACU,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,15,15
TINGUIPAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,45,45
TIPUANI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,22,22
TIQUIPAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,125,125
TIRAQUE (CBBA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,26,26
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,2,2
TOCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,7,7
TODOS SANTOS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,4,4
TOLATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,10,10
TOLEDO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,7,7
TOMAVE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,19,19
TOMINA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,14,14
TORO TORO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,38,38
TOTORA(CBBA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,6,6
TOTORA(ORR),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,6,6
TRINIDAD,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,145,145
TUPIZA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,94,94
TURCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,6,6
UMALA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,13,13
UNCIA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,57,57
URIONDO (A. CONCEPCION),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,29,29
URUBICHA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,15,15
UYUNI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,88,88
VACAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,16,16
VALLEGRANDE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,32,32
VIACHA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,134,134
VILA VILA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,6,6
VILLA CHARCAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,27,27
VILLA MONTES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,119,119
VILLA NUEVA (LOMA ALTA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,6,6
VILLA RIVERO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,10,10
VILLA SERRANO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,16,16
VILLA TUNARI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,174,174
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,25,25
VILLAZON,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,85,85
VINTO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,28,28
VITICHI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,13,13
WALDO BALLIVIAN,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,1,1
WARNES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,109,109
YACO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,5,5
YACUIBA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,297,297
YAMPARAEZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,13,13
YANACACHI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,8,8
YAPACANI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,53,53
YOCALLA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,23,23
YOTALA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,18,18
YUNCHARA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,9,9
ZUDAÑEZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-03-01,9,9
ACACIO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,7,7
ACHACACHI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,73,73
ACHOCALLA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,49,49
AIQUILE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,32,32
ALALAY,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,3,3
ALCALA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,3,3
ALTO BENI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,19,19
ANCORAIMES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,29,29
ANDAMARCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,9,9
ANTEQUERA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,4,4
ANZALDO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,22,22
APOLO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,34,34
ARAMPAMPA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,6,6
ARANI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,46,46
ARBIETO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,35,35
ARQUE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,19,19
ASCENCION DE GUARAYOS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,39,39
ATOCHA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,40,40
AUCAPATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,6,6
AYATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,16,16
AYO AYO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,9,9
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,42,42
AZURDUY,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,13,13
BATALLAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,27,27
BAURES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,8,8
BELEN DE ANDAMARCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,3,3
BELEN DE URMIRI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,1,1
BELLA FLOR,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,15,15
BERMEJO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,66,66
BETANZOS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,47,47
BOLIVAR,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,16,16
BOYUIBE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,11,11
BUENA VISTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,30,30
CABEZAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,60,60
CAIROMA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,9,9
"CAIZA ""D""",micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,1,1
CAJUATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,24,24
CALACOTO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,11,11
CALAMARCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,25,25
CAMARGO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,31,31
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,2,2
CAMIRI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,62,62
CAPINOTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,47,47
CAQUIAVIRI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,10,10
CARACOLLO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,8,8
CARANAVI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,119,119
CARANGAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,1,1
CARAPARI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,36,36
CARIPUYO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,12,12
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,5,5
CATACORA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,3,3
CHACARILLA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,3,3
CHALLAPATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,113,113
CHAQUI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,22,22
CHARAGUA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,102,102
CHARAÑA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,7,7
CHAYANTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,32,32
CHIMORE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,44,44
CHIPAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,4,4
CHOQUE COTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,1,1
CHUA COCANI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,4,4
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,25,25
CHUMA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,8,8
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,7,7
CKOCHAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,33,33
CLIZA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,31,31
COBIJA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,174,174
COCAPATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,31,31
COCHABAMBA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,348,348
COIPASA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,1,1
COLCAPIRHUA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,101,101
"COLCHA ""K""",micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,26,26
COLLANA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,6,6
COLOMI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,39,39
COLPA BELGICA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,4,4
COLQUECHACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,13,13
COLQUENCHA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,10,10
COLQUIRI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,40,40
COMANCHE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,2,2
COMARAPA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,22,22
COMBAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,8,8
CONCEPCION,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,47,47
COPACABANA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,20,20
CORIPATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,30,30
CORO CORO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,10,10
COROICO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,22,22
CORQUE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,8,8
COTAGAITA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,20,20
COTOCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,179,179
CRUZ DE MACHACAMARCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,3,3
CUATRO CAÑADAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,49,49
CUEVO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,7,7
CULPINA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,33,33
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,3,3
CURVA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,6,6
DESAGUADERO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,4,4
EL ALTO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,999,999
EL CHORO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,14,14
EL PUENTE(STC),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,18,18
EL PUENTE(TJA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,22,22
EL TORNO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,115,115
EL VILLAR,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,9,9
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,47,47
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,71,71
ESCOMA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,8,8
EUCALIPTUS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,5,5
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,8,8
EXALTACION,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,9,9
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,30,30
FILADELFIA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,12,12
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,33,33
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,19,19
GUANAY,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,52,52
GUAQUI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,9,9
GUAYARAMERIN,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,38,38
GUTIERREZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,15,15
HUACARETA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,10,10
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,3,3
HUACHACALLA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,1,1
HUANUNI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,68,68
HUARACAJE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,6,6
HUARINA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,6,6
HUATAJATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,4,4
HUAYLLAMARCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,6,6
HUMANATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,9,9
ICHOCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,12,12
ICLA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,11,11
INCAHUASI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,21,21
INGAVI (HUMAITA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,10,10
INQUISIVI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,18,18
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,19,19
IXIAMAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,24,24
JESUS DE MACHACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,13,13
LA ASUNTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,117,117
LA GUARDIA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,241,241
LA PAZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,967,967
LAGUNILLAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,16,16
LAJA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,26,26
LAS CARRERAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,6,6
LICOMA PAMPA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,3,3
LLALLAGUA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,106,106
LLICA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,11,11
LORETO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,17,17
LURIBAY,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,9,9
MACHACAMARCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,5,5
MACHARETI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,6,6
MAGDALENA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,40,40
MAIRANA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,20,20
MALLA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,3,3
MAPIRI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,8,8
MECAPACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,32,32
MINEROS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,5,5
MIZQUE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,54,54
MOCOMOCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,15,15
MOJINETE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,2,2
MOJOCOYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,11,11
MONTEAGUDO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,38,38
MONTERO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,475,475
MORO MORO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,5,5
MOROCHATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,13,13
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,18,18
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,4,4
OCURI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,21,21
OKINAWA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,36,36
OMEREQUE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,12,12
ORURO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,606,606
PADCAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,35,35
PADILLA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,16,16
PAILON,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,57,57
PALCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,50,50
PALOS BLANCOS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-04-01,78,78
