municipality,group,variable,month,Niñas(os) de 6 meses con lactancia materna exclusiva,TOTAL
CABEZAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,6,6
CAIROMA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,5,5
"CAIZA ""D""",micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,12,12
CALAMARCA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,15,15
CAMARGO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,18,18
CAMIRI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,54,54
CAPINOTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,19,19
CAQUIAVIRI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,8,8
CARACOLLO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,29,29
CARANAVI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,4,4
CARAPARI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,48,48
CARIPUYO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,27,27
CATACORA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,2,2
CHACARILLA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,2,2
CHALLAPATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,30,30
CHAQUI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,25,25
CHARAGUA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,19,19
CHAYANTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,12,12
CHIMORE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,54,54
CHIPAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,4,4
CHOQUE COTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,2,2
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,23,23
CHUMA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,4,4
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,36,36
CKOCHAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,31,31
CLIZA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,1,1
COBIJA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,77,77
COCAPATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,18,18
COCHABAMBA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,423,423
COLCAPIRHUA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,53,53
"COLCHA ""K""",micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,12,12
COLOMI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,33,33
COLQUECHACA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,74,74
COLQUENCHA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,8,8
COLQUIRI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,2,2
COMANCHE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,3,3
COMARAPA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,7,7
CONCEPCION,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,2,2
CORIPATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,2,2
CORO CORO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,5,5
COROICO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,6,6
CORQUE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,2,2
COTAGAITA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,18,18
COTOCA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,8,8
CUATRO CAÑADAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,13,13
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,2,2
CUEVO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,6,6
CULPINA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,25,25
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,5,5
CURVA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,2,2
DESAGUADERO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,3,3
EL ALTO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,876,876
EL CHORO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,6,6
EL PUENTE(STC),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,15,15
EL PUENTE(TJA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,4,4
EL TORNO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,70,70
EL VILLAR,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,4,4
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,35,35
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,17,17
EUCALIPTUS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,8,8
EXALTACION,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,1,1
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,17,17
FILADELFIA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,7,7
GUANAY,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,7,7
GUAQUI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,4,4
GUAYARAMERIN,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,92,92
GUTIERREZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,28,28
HUACARETA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,8,8
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,4,4
HUACHACALLA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,2,2
HUANUNI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,27,27
HUARACAJE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,51,51
HUAYLLAMARCA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,3,3
HUMANATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,1,1
ICHOCA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,1,1
ICLA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,8,8
INCAHUASI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,24,24
INQUISIVI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,2,2
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,12,12
IXIAMAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,10,10
JESUS DE MACHACA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,8,8
LA ASUNTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,51,51
LA GUARDIA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,67,67
LA PAZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,565,565
LA RIVERA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,1,1
LAJA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,23,23
LICOMA PAMPA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,2,2
LLALLAGUA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,106,106
LLICA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,1,1
LORETO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,16,16
LURIBAY,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,11,11
MACHACAMARCA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,5,5
MACHARETI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,13,13
MAGDALENA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,17,17
MAPIRI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,1,1
MINEROS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,39,39
MIZQUE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,30,30
MOCOMOCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,18,18
MOJOCOYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,5,5
MONTEAGUDO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,80,80
MONTERO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,107,107
MORO MORO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,1,1
MOROCHATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,6,6
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,7,7
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,3,3
OCURI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,8,8
OKINAWA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,6,6
ORURO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,365,365
PADCAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,26,26
PADILLA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,7,7
PAILON,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,93,93
PALCA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,25,25
PALOS BLANCOS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,1,1
PAMPA AULLAGAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,6,6
PAMPA GRANDE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,3,3
PAPEL PAMPA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,5,5
PATACAMAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,78,78
PAZÑA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,4,4
PELECHUCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,1,1
POCOATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,49,49
POCONA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,13,13
POJO (CBBA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,15,15
POOPO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,7,7
PORCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,23,23
POROMA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,22,22
PORONGO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,5,5
PORTACHUELO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,12,12
PORVENIR,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,10,10
POTOSI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,433,433
PRESTO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,7,7
PUCARA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,2,2
PUCARANI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,38,38
PUERTO CARABUCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,14,14
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,5,5
PUERTO PEREZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,2,2
PUERTO RICO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,8,8
PUERTO SUAREZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,67,67
PUERTO VILLARROEL,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,80,80
PUNA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,32,32
PUNATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,23,23
QUILLACOLLO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,275,275
QUIME,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,4,4
RAVELO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,17,17
REYES,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,17,17
RIBERALTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,116,116
ROBORE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,12,12
RURRENABAQUE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,12,12
SABAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,3,3
SACABA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,190,190
SACABAMBA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,8,8
SACACA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,24,24
SAIPINA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,10,10
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,14,14
SAMAIPATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,5,5
SAN AGUSTIN,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,1,1
SAN ANDRES,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,16,16
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,2,2
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,3,3
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,6,6
SAN BENITO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,10,10
SAN BORJA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,53,53
SAN BUENA VENTURA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,7,7
SAN CARLOS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,14,14
SAN IGNACIO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,55,55
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,10,10
SAN JAVIER(BNI),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,9,9
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,14,14
SAN JULIAN,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,42,42
SAN LORENZO(PND),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,10,10
SAN LORENZO(TJA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,7,7
SAN LUCAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,46,46
SAN MATIAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,16,16
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,3,3
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,4,4
SAN PEDRO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,4,4
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,51,51
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,3,3
SAN PEDRO(PND),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,2,2
SAN RAMON SCZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,8,8
SANTA ANA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,10,10
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,1041,1041
SANTA ROSA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,21,21
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,1,1
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,14,14
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,8,8
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,2,2
SAPAHAQUI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,5,5
SENA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,10,10
SHINAOTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,15,15
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,3,3
SICAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,4,4
SIPE SIPE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,44,44
SOPACHUY,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,7,7
SORACACHI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,9,9
SORATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,5,5
SUCRE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,350,350
TACOBAMBA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,6,6
TACOPAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,8,8
TAPACARI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,31,31
TARABUCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,7,7
TARACO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,3,3
TARATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,6,6
TARIJA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,220,220
TARVITA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,21,21
TEOPONTE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,4,4
TIAWANACU,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,6,6
TINGUIPAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,53,53
TIPUANI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,3,3
TIQUIPAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,53,53
TIRAQUE (CBBA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,12,12
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,2,2
TOCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,1,1
TOLATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,1,1
TOMAVE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,14,14
TOMINA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,15,15
TORO TORO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,16,16
TOTORA(CBBA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,86,86
TOTORA(ORR),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,6,6
TRINIDAD,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,319,319
TUPIZA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,145,145
TURCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,3,3
UMALA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,4,4
UNCIA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,46,46
URIONDO (A. CONCEPCION),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,10,10
URUBICHA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,7,7
UYUNI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,4,4
VACAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,10,10
VALLEGRANDE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,7,7
VIACHA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,10,10
VILA VILA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,5,5
VILLA CHARCAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,14,14
VILLA MONTES,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,29,29
VILLA NUEVA (LOMA ALTA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,6,6
VILLA RIVERO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,4,4
VILLA SERRANO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,41,41
VILLA TUNARI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,62,62
VILLAZON,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2016-01-01,40,40
