municipality,group,variable,month,Niñas(os) de 1 año que reciben alimento complementario,TOTAL
COTAGAITA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,247,247
COTOCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,141,141
CRUZ DE MACHACAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,5,5
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,20,20
CUEVO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,9,9
CULPINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,270,270
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,6,6
CURVA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,37,37
DESAGUADERO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,42,42
EL ALTO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,6,6
EL CHORO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,64,64
EL PUENTE(STC),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,165,165
EL PUENTE(TJA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,151,151
EL TORNO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,4,4
EL VILLAR,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,69,69
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,393,393
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,393,393
ESCARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,1,1
ESCOMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,39,39
ESMERALDA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,3,3
EUCALIPTUS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,62,62
EXALTACION,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,4,4
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,131,131
FILADELFIA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,40,40
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,48,48
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,118,118
GUAQUI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,65,65
GUAYARAMERIN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,3,3
GUTIERREZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,90,90
HUACARETA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,23,23
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,28,28
HUACHACALLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,6,6
HUANUNI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,187,187
HUARACAJE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,49,49
HUARINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,24,24
HUATAJATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,10,10
HUAYLLAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,50,50
HUMANATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,38,38
ICHOCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,51,51
ICLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,117,117
INCAHUASI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,165,165
JESUS DE MACHACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,33,33
LA ASUNTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,539,539
LA GUARDIA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,686,686
LA PAZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,30,30
LA RIVERA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,3,3
LAJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,176,176
LAS CARRERAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,41,41
LICOMA PAMPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,31,31
LLALLAGUA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,93,93
LLICA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,57,57
LORETO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,14,14
LURIBAY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,94,94
MACHACAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,43,43
MACHARETI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,30,30
MAGDALENA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,1,1
MAIRANA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,146,146
MALLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,27,27
MAPIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,97,97
MIZQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,437,437
MOCOMOCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,146,146
MOJINETE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,9,9
MOJOCOYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,102,102
MONTEAGUDO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,336,336
MONTERO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,39,39
MORO MORO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,24,24
MOROCHATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,115,115
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,33,33
NAZACARA DE PACAJES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,8,8
OCURI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,190,190
OKINAWA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,1,1
ORURO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,2976,2976
PADCAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,291,291
PADILLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,122,122
PAILON,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,73,73
PALCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,145,145
PALOS BLANCOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,1,1
PAMPA AULLAGAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,55,55
PAMPA GRANDE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,15,15
PAPEL PAMPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,62,62
PASORAPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,29,29
PATACAMAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,13,13
PAZÑA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,23,23
PELECHUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,76,76
POCOATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,327,327
POCONA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,170,170
POJO (CBBA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,3,3
POOPO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,63,63
PORCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,180,180
POROMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,220,220
PORTACHUELO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,18,18
PORVENIR,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,77,77
POSTRER VALLE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,16,16
POTOSI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,2580,2580
PRESTO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,137,137
PUCARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,17,17
PUCARANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,232,232
PUERTO ACOSTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,102,102
PUERTO CARABUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,2,2
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,120,120
PUERTO PEREZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,58,58
PUERTO VILLARROEL,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,514,514
PUNA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,257,257
PUNATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,37,37
QUILLACOLLO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,532,532
QUIME,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,55,55
QUIRUSILLAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,14,14
RAVELO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,237,237
RIBERALTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,153,153
ROBORE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,57,57
RURRENABAQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,102,102
SABAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,40,40
SACABA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,1570,1570
SACABAMBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,43,43
SACACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,198,198
SAIPINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,68,68
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,184,184
SAMAIPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,159,159
SAN AGUSTIN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,16,16
SAN ANDRES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,1,1
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,18,18
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,27,27
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,2,2
SAN BENITO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,127,127
SAN BORJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,520,520
SAN CARLOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,12,12
SAN IGNACIO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,71,71
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,237,237
SAN JAVIER(STC),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,157,157
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,75,75
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,91,91
SAN JULIAN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,546,546
SAN LORENZO(PND),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,77,77
SAN LORENZO(TJA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,154,154
SAN LUCAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,466,466
SAN MATIAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,104,104
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,133,133
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,29,29
SAN PEDRO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,128,128
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,480,480
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,13,13
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,23,23
SAN PEDRO(PND),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,16,16
SAN RAFAEL,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,79,79
SAN RAMON BENI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,5,5
SAN RAMON SCZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,129,129
SANTA ANA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,112,112
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,3632,3632
SANTA ROSA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,5,5
SANTA ROSA DEL SARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,206,206
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,10,10
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,41,41
SANTIAGO DE HUATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,29,29
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,39,39
SANTIVAÑES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,46,46
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,51,51
SAPAHAQUI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,94,94
SENA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,13,13
SHINAOTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,145,145
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,72,72
SICAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,65,65
SIPE SIPE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,542,542
SOPACHUY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,103,103
SORACACHI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,175,175
SORATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,147,147
SUCRE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,1559,1559
TACACHI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,11,11
TACACOMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,11,11
TACOBAMBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,169,169
TACOPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,122,122
TAHUA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,10,10
TAPACARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,375,375
TARABUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,188,188
TARACO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,46,46
TARATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,116,116
TARIJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,1746,1746
TARVITA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,213,213
TEOPONTE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,198,198
TINGUIPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,332,332
TIPUANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,71,71
TIQUIPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,314,314
TIRAQUE (CBBA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,183,183
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,1,1
TOCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,74,74
TODOS SANTOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,6,6
TOLATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,54,54
TOLEDO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,9,9
TOMAVE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,208,208
TOMINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,129,129
TORO TORO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,209,209
TOTORA(CBBA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,27,27
TOTORA(ORR),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,55,55
TRIGAL,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,8,8
TRINIDAD,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,293,293
TUPIZA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,40,40
TURCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,17,17
UMALA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,69,69
UNCIA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,401,401
URIONDO (A. CONCEPCION),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,151,151
UYUNI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,309,309
VACAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,86,86
VALLEGRANDE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,7,7
VIACHA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,437,437
VILA VILA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,78,78
VILLA CHARCAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,228,228
VILLA NUEVA (LOMA ALTA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,17,17
VILLA RIVERO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,96,96
VILLA SERRANO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,127,127
VILLA TUNARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,404,404
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,170,170
VILLAZON,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,594,594
VINTO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,158,158
VITICHI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,123,123
WALDO BALLIVIAN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,29,29
WARNES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,12,12
YACO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,15,15
YACUIBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,54,54
YAMPARAEZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,93,93
YOCALLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,121,121
YOTALA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,99,99
YUNCHARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,64,64
YUNGUYO DE LITORAL,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,1,1
ZUDAÑEZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-03-01,110,110
ACACIO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,69,69
ACHOCALLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,168,168
AIQUILE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,268,268
ALALAY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,24,24
ALCALA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,60,60
ANCORAIMES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,118,118
ANDAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,45,45
ANTEQUERA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,24,24
ANZALDO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,77,77
APOLO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,165,165
ARAMPAMPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,50,50
ARANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,108,108
ARBIETO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,212,212
ARQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,189,189
ASCENCION DE GUARAYOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,33,33
ATOCHA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,109,109
AUCAPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,34,34
AYATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,128,128
AYO AYO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,94,94
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,343,343
AZURDUY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,144,144
BATALLAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,151,151
BAURES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,30,30
BELEN DE ANDAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,27,27
BELEN DE URMIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,21,21
BELLA FLOR,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,55,55
BERMEJO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,277,277
BETANZOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,344,344
BOLIVAR,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,107,107
BOLPEBRA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,4,4
BOYUIBE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,61,61
BUENA VISTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,93,93
CABEZAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,85,85
CAIROMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,156,156
"CAIZA ""D""",micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,130,130
CAJUATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,86,86
CALACOTO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,27,27
CALAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,158,158
CAMARGO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,236,236
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,32,32
CAMIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,44,44
CAPINOTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,213,213
CAQUIAVIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,84,84
CARACOLLO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,58,58
CARANAVI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,606,606
CARANGAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,3,3
CARAPARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,216,216
CARIPUYO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,112,112
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,33,33
CATACORA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,20,20
CHACARILLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,11,11
CHALLAPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,504,504
CHAQUI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-04-01,134,134
