municipality,group,variable,month,Niñas(os) de 1 año con dosis completas de zinc (Talla Baja),TOTAL
UYUNI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-02-01,6,6
VACAS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-02-01,6,6
VALLEGRANDE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-02-01,2,2
VIACHA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-02-01,6,6
VILA VILA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-02-01,1,1
VILLA CHARCAS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-02-01,9,9
VILLA MONTES,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-02-01,2,2
VILLA RIVERO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-02-01,6,6
VILLA SERRANO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-02-01,1,1
VILLA TUNARI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-02-01,22,22
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-02-01,2,2
VILLAZON,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-02-01,11,11
VINTO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-02-01,16,16
VITICHI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-02-01,5,5
WALDO BALLIVIAN,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-02-01,4,4
WARNES,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-02-01,5,5
YACO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-02-01,5,5
YACUIBA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-02-01,6,6
YAMPARAEZ,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-02-01,1,1
YAPACANI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-02-01,4,4
YOCALLA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-02-01,5,5
ZUDAÑEZ,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-02-01,3,3
ACHACACHI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,11,11
ACHOCALLA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,3,3
AIQUILE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,10,10
ALTO BENI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,3,3
ANCORAIMES,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,5,5
ANDAMARCA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,3,3
ANTEQUERA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,2,2
ANZALDO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,6,6
APOLO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,12,12
ARAMPAMPA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,3,3
ARANI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
ARBIETO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,2,2
ARQUE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,7,7
ASCENCION DE GUARAYOS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,6,6
ATOCHA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,3,3
AUCAPATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
AYATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,3,3
AYO AYO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,22,22
AZURDUY,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,16,16
BATALLAS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,5,5
BAURES,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,2,2
BELEN DE ANDAMARCA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,4,4
BELEN DE URMIRI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,4,4
BELLA FLOR,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,4,4
BERMEJO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,12,12
BETANZOS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,11,11
BOLIVAR,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,13,13
BOYUIBE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,2,2
CAIROMA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,3,3
"CAIZA ""D""",micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,8,8
CAJUATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
CALAMARCA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,8,8
CAMARGO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,39,39
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
CAMIRI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
CAPINOTA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,19,19
CAQUIAVIRI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,4,4
CARACOLLO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,8,8
CARANAVI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,24,24
CARIPUYO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,5,5
CATACORA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,2,2
CHALLAPATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,7,7
CHAQUI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,4,4
CHARAGUA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,3,3
CHARAÑA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
CHAYANTA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,7,7
CHIMORE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,2,2
CHIPAYA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
CHOQUE COTA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
CHUMA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,6,6
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,4,4
CKOCHAS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,19,19
CLIZA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,2,2
COBIJA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,17,17
COCAPATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,38,38
COCHABAMBA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,147,147
COLCAPIRHUA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,20,20
"COLCHA ""K""",micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,4,4
COLLANA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,6,6
COLOMI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,10,10
COLQUECHACA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,28,28
COLQUENCHA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
COLQUIRI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,17,17
COMARAPA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,5,5
COPACABANA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,2,2
CORIPATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,3,3
CORO CORO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,3,3
COROICO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
CORQUE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,2,2
COTAGAITA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,10,10
CRUZ DE MACHACAMARCA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,2,2
CULPINA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,6,6
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,5,5
DESAGUADERO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,2,2
EL ALTO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,198,198
EL CHORO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,2,2
EL PUENTE(TJA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,5,5
EL TORNO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,8,8
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,4,4
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,9,9
ESCOMA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,5,5
GUANAY,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,5,5
GUAYARAMERIN,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,47,47
GUTIERREZ,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,3,3
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
HUANUNI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,8,8
HUARACAJE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
HUATAJATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
HUAYLLAMARCA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
HUMANATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
ICHOCA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,3,3
ICLA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,4,4
INCAHUASI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
INGAVI (HUMAITA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,3,3
INQUISIVI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,3,3
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,2,2
JESUS DE MACHACA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
LA ASUNTA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,3,3
LA GUARDIA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,3,3
LA PAZ,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,255,255
LAJA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,13,13
LLALLAGUA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,8,8
LLICA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,2,2
LORETO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,4,4
MACHACAMARCA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,3,3
MACHARETI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,2,2
MAGDALENA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
MAPIRI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,2,2
MECAPACA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,4,4
MINEROS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,12,12
MIZQUE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,40,40
MOCOMOCO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,9,9
MOJINETE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
MOJOCOYA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
MONTEAGUDO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,6,6
MONTERO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,12,12
MORO MORO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,2,2
MOROCHATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,7,7
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
OCURI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,18,18
ORURO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,141,141
PADCAYA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,4,4
PADILLA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,3,3
PALOS BLANCOS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,10,10
PAMPA AULLAGAS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
PAPEL PAMPA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
PATACAMAYA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,74,74
PAZÑA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
PELECHUCO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,5,5
POCOATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,9,9
POCONA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,10,10
POJO (CBBA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,7,7
POOPO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
PORCO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,4,4
POROMA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,10,10
POTOSI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,141,141
PRESTO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,4,4
PUCARANI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,8,8
PUERTO CARABUCO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,4,4
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,4,4
PUERTO RICO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
PUERTO VILLARROEL,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,69,69
PUNA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,5,5
PUNATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,15,15
QUILLACOLLO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,23,23
RAVELO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,11,11
REYES,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,3,3
RIBERALTA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,25,25
RURRENABAQUE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,5,5
SACABA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,26,26
SACABAMBA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,4,4
SACACA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,32,32
SAIPINA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,12,12
SAN ANDRES,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
SAN BENITO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,9,9
SAN BORJA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,37,37
SAN BUENA VENTURA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,5,5
SAN IGNACIO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,17,17
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,5,5
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,2,2
SAN JULIAN,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
SAN LORENZO(PND),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,7,7
SAN LORENZO(TJA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,7,7
SAN LUCAS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,19,19
SAN MATIAS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,5,5
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,2,2
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,17,17
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
SANTA ANA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,7,7
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,353,353
SANTA ROSA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,7,7
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,3,3
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,2,2
SANTIVAÑES,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,4,4
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,2,2
SAPAHAQUI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,2,2
SENA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,3,3
SHINAOTA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,15,15
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,10,10
SICAYA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,7,7
SIPE SIPE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,20,20
SOPACHUY,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,5,5
SORACACHI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,7,7
SORATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,4,4
SUCRE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,65,65
TACACHI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
TACOBAMBA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,5,5
TACOPAYA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,13,13
TAPACARI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,22,22
TARABUCO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,11,11
TARACO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
TARATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,8,8
TARIJA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,27,27
TARVITA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
TEOPONTE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
TIAWANACU,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,4,4
TINGUIPAYA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,11,11
TIPUANI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,6,6
TIQUIPAYA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,9,9
TIRAQUE (CBBA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,17,17
TOCO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
TOLATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,10,10
TOLEDO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,2,2
TOMAVE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,5,5
TOMINA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,8,8
TORO TORO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,2,2
TOTORA(CBBA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,21,21
TOTORA(ORR),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
TRINIDAD,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,6,6
TUPIZA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,11,11
TURCO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,1,1
UMALA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,6,6
UNCIA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,19,19
URIONDO (A. CONCEPCION),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,4,4
UYUNI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,6,6
VACAS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,5,5
VALLEGRANDE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,4,4
VIACHA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,7,7
VILA VILA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,3,3
VILLA CHARCAS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2016-03-01,7,7
