,group,variable,month,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,TOTALES
TARATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,13,1,14
TARIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,362,7,369
TARVITA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,18,7,25
TEOPONTE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,15,1,16
TIAWANACU,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,11,0,11
TINGUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,15,1,16
TIPUANI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,14,0,14
TIQUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,103,5,108
TIRAQUE (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,25,2,27
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,0,1,1
TOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,13,0,13
TODOS SANTOS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,1,0,1
TOLATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,13,0,13
TOLEDO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,2,0,2
TOMAVE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,3,2,5
TOMINA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,20,0,20
TORO TORO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,8,8,16
TOTORA(CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,21,2,23
TOTORA(ORR),consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,6,0,6
TRIGAL,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,1,0,1
TRINIDAD,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,197,0,197
TUPIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,78,4,82
TURCO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,4,1,5
UMALA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,5,0,5
UNCIA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,21,5,26
URIONDO (A. CONCEPCION),consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,30,0,30
URUBICHA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,9,0,9
UYUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,45,1,46
VACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,11,0,11
VALLEGRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,17,0,17
VIACHA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,94,0,94
VILA VILA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,1,0,1
VILLA CHARCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,11,7,18
VILLA MONTES,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,60,0,60
VILLA NUEVA (LOMA ALTA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,1,1,2
VILLA RIVERO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,7,2,9
VILLA SERRANO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,8,5,13
VILLA TUNARI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,93,0,93
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,14,0,14
VILLAZON,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,66,5,71
VINTO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,49,0,49
VITICHI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,8,3,11
WALDO BALLIVIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,2,0,2
WARNES,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,96,0,96
YACO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,3,3,6
YACUIBA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,142,0,142
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,7,1,8
YANACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,2,0,2
YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,94,1,95
YOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,4,0,4
YOTALA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,20,1,21
YUNCHARA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,1,4,5
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,13,2,15
ACACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,5,1,6
ACHACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,29,1,30
ACHOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,10,3,13
AIQUILE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,18,0,18
ALALAY,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,2,0,2
ALCALA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,6,0,6
ALTO BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,10,0,10
ANCORAIMES,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,17,2,19
ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,1,0,1
ANTEQUERA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,1,0,1
ANZALDO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,2,1,3
APOLO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,14,4,18
ARAMPAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,5,1,6
ARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,13,0,13
ARBIETO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,12,0,12
ARQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,12,0,12
ASCENCION DE GUARAYOS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,74,0,74
ATOCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,11,0,11
AUCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,0,2,2
AYO AYO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,13,0,13
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,23,1,24
AZURDUY,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,6,4,10
BATALLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,13,1,14
BAURES,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,7,0,7
BELLA FLOR,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,2,0,2
BERMEJO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,58,0,58
BETANZOS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,33,1,34
BOLIVAR,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,4,3,7
BOLPEBRA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,2,0,2
BOYUIBE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,3,0,3
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,12,0,12
CABEZAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,33,0,33
CAIROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,7,1,8
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,10,2,12
CAJUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,6,0,6
CALACOTO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,3,1,4
CALAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,8,1,9
CAMARGO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,38,0,38
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,4,0,4
CAMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,64,0,64
CAPINOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,25,0,25
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,1,0,1
CARACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,20,0,20
CARANAVI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,70,4,74
CARAPARI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,18,0,18
CARIPUYO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,4,5,9
CARMEN RIVERO TORREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,6,0,6
CATACORA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,1,0,1
CHACARILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,1,0,1
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,35,3,38
CHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,8,1,9
CHARAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,57,1,58
CHAYANTA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,13,7,20
CHIMORE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,20,1,21
CHIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,1,0,1
CHOQUE COTA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,1,0,1
CHUA COCANI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,0,3,3
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,38,0,38
CHUMA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,3,0,3
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,8,3,11
CKOCHAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,16,6,22
CLIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,28,1,29
COBIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,83,0,83
COCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,8,15,23
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,1039,0,1039
COIPASA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,1,0,1
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,133,0,133
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,9,3,12
COLLANA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,3,0,3
COLOMI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,30,0,30
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,13,0,13
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,28,12,40
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,9,0,9
COLQUIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,8,11,19
COMANCHE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,2,2,4
COMARAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,18,0,18
COMBAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,1,0,1
CONCEPCION,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,32,1,33
COPACABANA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,11,0,11
CORIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,10,0,10
CORO CORO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,6,4,10
COROICO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,18,0,18
CORQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,3,0,3
COTAGAITA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,25,2,27
COTOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,79,0,79
CUATRO CAÑADAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,10,0,10
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,1,0,1
CUEVO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,6,0,6
CULPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,12,8,20
CURAHUARA DE CARANGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,5,0,5
CURVA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,2,0,2
DESAGUADERO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,6,0,6
EL ALTO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,1109,50,1159
EL CHORO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,3,4,7
EL PUENTE(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,21,0,21
EL PUENTE(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,8,0,8
EL TORNO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,63,0,63
EL VILLAR,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,3,0,3
ENTRE RIOS TRJ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,29,2,31
ENTRE RIOS CBBA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,38,0,38
ESCOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,4,0,4
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,5,0,5
EUREKA (SANTOS MERCADO),consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,1,1,2
EXALTACION,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,3,0,3
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,19,0,19
FILADELFIA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,5,2,7
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,13,0,13
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,3,0,3
GUANAY,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,22,1,23
GUAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,8,2,10
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,64,0,64
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,13,0,13
HUACARETA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,9,6,15
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,4,2,6
HUANUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,45,0,45
HUARACAJE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,8,0,8
HUARINA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,1,1,2
HUATAJATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,1,0,1
HUAYLLAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,4,0,4
HUMANATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,0,2,2
ICLA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,12,6,18
INCAHUASI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,17,7,24
INQUISIVI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,6,1,7
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,7,1,8
IXIAMAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,8,0,8
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,19,1,20
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,40,0,40
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,91,0,91
LA PAZ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,742,2,744
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,6,0,6
LAJA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,15,0,15
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,7,0,7
LICOMA PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,0,2,2
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,61,7,68
LLICA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,7,0,7
LORETO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,4,1,5
LURIBAY,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,0,1,1
MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,3,1,4
MACHARETI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,14,0,14
MAGDALENA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,16,0,16
MAIRANA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,5,0,5
MALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,1,1,2
MAPIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,21,0,21
MECAPACA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,9,1,10
MINEROS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,45,0,45
MIZQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,24,0,24
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,3,3,6
MOJINETE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,2,0,2
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,9,1,10
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,60,0,60
MONTERO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,193,0,193
MORO MORO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,1,0,1
MOROCHATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,7,1,8
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,4,0,4
NAZACARA DE PACAJES,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,0,6,6
OCURI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,10,7,17
OKINAWA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,28,0,28
OMEREQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,4,1,5
ORURO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,413,0,413
PADCAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,29,1,30
PADILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,13,0,13
PAILON,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,10,0,10
PALCA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,11,0,11
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,32,0,32
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,3,0,3
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,8,0,8
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,3,1,4
PASORAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,3,2,5
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,37,1,38
PAZÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,1,0,1
PELECHUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,3,1,4
POCOATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,11,24,35
POCONA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,18,0,18
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,16,0,16
POOPO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,5,0,5
PORCO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,15,0,15
POROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,13,6,19
PORONGO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,11,0,11
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,28,1,29
PORVENIR,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,10,2,12
POTOSI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,328,0,328
PRESTO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,4,4,8
PUCARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,35,0,35
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,1,0,1
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,6,2,8
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,3,0,3
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-12-01,4,1,5
