,group,variable,month,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS REPETIDO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,1,3,21,23,22,26,48
CATACORA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,1,0,9,10,10,10,20
CHACARILLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,0,2,9,5,9,7,16
CHALLAPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,23,16,231,215,254,231,485
CHAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,5,2,58,53,63,55,118
CHARAGUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,47,46,168,138,215,184,399
CHARAÑA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,2,1,16,13,18,14,32
CHAYANTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,9,8,110,105,119,113,232
CHIMORE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,72,57,184,188,256,245,501
CHIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,0,0,17,11,17,11,28
CHOQUE COTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,0,0,7,12,7,12,19
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,32,22,52,44,84,66,150
CHUMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,12,15,72,78,84,93,177
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,8,3,37,45,45,48,93
CKOCHAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,6,15,131,117,137,132,269
CLIZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,7,2,129,115,136,117,253
COBIJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,52,63,222,238,274,301,575
COCAPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,26,25,136,148,162,173,335
COCHABAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,747,750,2095,1924,2842,2674,5516
COIPASA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,0,0,5,7,5,7,12
COLCAPIRHUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,39,37,276,201,315,238,553
"COLCHA ""K""",control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,4,5,70,80,74,85,159
COLLANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,4,3,23,15,27,18,45
COLOMI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,11,8,150,103,161,111,272
COLPA BELGICA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,1,1,3,2,4,3,7
COLQUECHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,34,23,318,324,352,347,699
COLQUENCHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,5,2,62,79,67,81,148
COLQUIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,12,20,93,84,105,104,209
COMANCHE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,2,2,14,19,16,21,37
COMARAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,5,2,112,117,117,119,236
COMBAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,1,1,16,12,17,13,30
CONCEPCION,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,35,22,49,61,84,83,167
COPACABANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,7,8,42,56,49,64,113
CORIPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,13,12,82,70,95,82,177
CORO CORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,5,5,59,52,64,57,121
COROICO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,12,18,96,67,108,85,193
CORQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,7,2,40,48,47,50,97
COTAGAITA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,23,13,136,135,159,148,307
COTOCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,69,61,125,118,194,179,373
CUATRO CAÑADAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,33,29,127,148,160,177,337
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,0,0,15,7,15,7,22
CUEVO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,4,1,34,36,38,37,75
CULPINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,7,7,184,186,191,193,384
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,4,4,37,39,41,43,84
CURVA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,3,7,17,11,20,18,38
DESAGUADERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,4,5,35,21,39,26,65
EL ALTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,587,581,3380,3203,3967,3784,7751
EL CHORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,2,6,32,32,34,38,72
EL PUENTE(STC),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,9,12,73,67,82,79,161
EL PUENTE(TJA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,8,2,80,70,88,72,160
EL TORNO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,44,43,183,206,227,249,476
EL VILLAR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,3,2,26,30,29,32,61
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,15,14,105,130,120,144,264
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,21,21,123,204,144,225,369
ESCARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,1,0,1,0,2,0,2
ESCOMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,3,5,23,22,26,27,53
EUCALIPTUS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,2,3,39,38,41,41,82
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,1,1,16,16,17,17,34
EXALTACION,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,1,0,14,14,15,14,29
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,1,1,101,74,102,75,177
FILADELFIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,12,8,28,25,40,33,73
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,19,26,83,84,102,110,212
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,11,9,76,73,87,82,169
GUANAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,7,7,84,93,91,100,191
GUAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,7,4,18,21,25,25,50
GUAYARAMERIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,6,2,258,224,264,226,490
GUTIERREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,19,14,127,134,146,148,294
HUACARETA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,10,10,90,83,100,93,193
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,5,3,31,18,36,21,57
HUACHACALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,3,1,7,1,10,2,12
HUANUNI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,20,22,134,138,154,160,314
HUARACAJE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,3,1,24,19,27,20,47
HUARINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,3,3,27,33,30,36,66
HUAYLLAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,2,2,27,19,29,21,50
HUMANATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,2,10,21,25,23,35,58
ICHOCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,0,1,26,25,26,26,52
ICLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,6,3,67,77,73,80,153
INCAHUASI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,12,21,79,65,91,86,177
INGAVI (HUMAITA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,9,13,1,2,10,15,25
INQUISIVI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,8,3,69,74,77,77,154
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,11,10,63,72,74,82,156
IXIAMAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,8,8,43,44,51,52,103
JESUS DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,15,10,68,71,83,81,164
LA ASUNTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,57,89,248,193,305,282,587
LA GUARDIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,57,58,216,214,273,272,545
LA PAZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,714,641,2774,2530,3488,3171,6659
LA RIVERA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,1,4,0,0,1,4,5
LAGUNILLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,3,0,51,58,54,58,112
LAJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,13,18,96,69,109,87,196
LAS CARRERAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,0,0,30,32,30,32,62
LICOMA PAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,2,0,19,21,21,21,42
LLALLAGUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,31,38,215,229,246,267,513
LLICA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,1,1,20,24,21,25,46
LORETO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,10,4,8,9,18,13,31
LURIBAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,5,11,46,42,51,53,104
MACHACAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,5,4,29,30,34,34,68
MACHARETI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,10,4,90,60,100,64,164
MAGDALENA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,6,10,42,30,48,40,88
MAIRANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,5,5,77,65,82,70,152
MALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,1,1,23,18,24,19,43
MAPIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,27,20,44,42,71,62,133
MECAPACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,14,10,56,53,70,63,133
MINEROS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,0,1,141,138,141,139,280
MIZQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,23,19,203,228,226,247,473
MOCOMOCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,11,11,64,70,75,81,156
MOJINETE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,1,0,1,6,2,6,8
MOJOCOYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,2,4,62,60,64,64,128
MONTEAGUDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,21,12,244,188,265,200,465
MONTERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,194,141,674,656,868,797,1665
MORO MORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,1,1,22,20,23,21,44
MOROCHATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,10,8,106,89,116,97,213
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,4,2,20,10,24,12,36
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,0,1,7,2,7,3,10
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,3,1,26,16,29,17,46
OCURI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,16,10,136,111,152,121,273
OKINAWA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,8,4,89,77,97,81,178
OMEREQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,11,6,49,53,60,59,119
ORURO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,246,189,1372,1324,1618,1513,3131
PADCAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,3,8,112,104,115,112,227
PADILLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,6,9,74,96,80,105,185
PAILON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,17,28,119,76,136,104,240
PALCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,8,5,105,89,113,94,207
PALOS BLANCOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,15,16,204,182,219,198,417
PAMPA AULLAGAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,2,2,17,18,19,20,39
PAMPA GRANDE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,7,11,54,47,61,58,119
PAPEL PAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,2,0,45,26,47,26,73
PASORAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,8,6,24,18,32,24,56
PATACAMAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,30,19,127,110,157,129,286
PAZÑA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,1,8,44,60,45,68,113
PELECHUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,7,10,40,36,47,46,93
POCOATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,20,17,154,162,174,179,353
POCONA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,15,8,109,69,124,77,201
POJO (CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,14,6,67,81,81,87,168
POOPO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,6,4,37,50,43,54,97
PORCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,5,3,78,61,83,64,147
POROMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,23,24,121,132,144,156,300
PORONGO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,21,13,35,32,56,45,101
PORTACHUELO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,7,5,55,69,62,74,136
PORVENIR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,7,6,38,48,45,54,99
POSTRER VALLE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,2,1,14,16,16,17,33
POTOSI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,140,146,702,725,842,871,1713
PRESTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,5,4,84,71,89,75,164
PUCARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,2,2,12,14,14,16,30
PUCARANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,27,26,204,170,231,196,427
PUERTO ACOSTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,4,7,53,61,57,68,125
PUERTO CARABUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,4,11,84,67,88,78,166
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,4,5,62,51,66,56,122
PUERTO PEREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,7,4,31,41,38,45,83
PUERTO QUIJARRO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,3,2,105,104,108,106,214
PUERTO RICO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,12,8,54,36,66,44,110
PUERTO SILES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-03-01,0,0,10,7,10,7,17
