,group,variable,month,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
CAIROMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,7,10,86,80,93,90,183
"CAIZA ""D""",control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,10,5,45,57,55,62,117
CAJUATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,5,3,61,39,66,42,108
CALACOTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,5,3,44,30,49,33,82
CALAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,9,5,72,91,81,96,177
CAMARGO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,13,5,171,162,184,167,351
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,4,3,57,38,61,41,102
CAMIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,102,81,183,172,285,253,538
CAPINOTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,8,7,174,141,182,148,330
CAQUIAVIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,3,1,56,38,59,39,98
CARACOLLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,18,18,166,159,184,177,361
CARANAVI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,34,37,259,250,293,287,580
CARANGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,1,0,2,1,3,1,4
CARAPARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,11,3,137,96,148,99,247
CARIPUYO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,5,8,70,71,75,79,154
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,3,3,36,28,39,31,70
CATACORA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,0,1,10,10,10,11,21
CHACARILLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,3,0,7,11,10,11,21
CHALLAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,15,14,215,228,230,242,472
CHAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,2,4,40,47,42,51,93
CHARAGUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,22,9,177,182,199,191,390
CHARAÑA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,1,0,16,22,17,22,39
CHAYANTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,10,7,137,118,147,125,272
CHIMORE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,50,56,107,85,157,141,298
CHIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,2,1,36,45,38,46,84
CHOQUE COTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,1,1,10,20,11,21,32
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,0,0,1,1,1,1,2
CHUMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,10,12,86,89,96,101,197
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,4,8,51,64,55,72,127
CKOCHAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,16,10,93,98,109,108,217
CLIZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,25,25,112,96,137,121,258
COBIJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,64,54,262,253,326,307,633
COCAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,25,30,208,178,233,208,441
COCHABAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,600,524,1623,1527,2223,2051,4274
COIPASA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,0,0,6,13,6,13,19
COLCAPIRHUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,101,82,349,259,450,341,791
"COLCHA ""K""",control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,5,5,101,94,106,99,205
COLLANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,3,1,21,21,24,22,46
COLOMI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,9,13,114,122,123,135,258
COLPA BELGICA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,2,1,1,2,3,3,6
COLQUECHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,23,25,162,177,185,202,387
COLQUENCHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,6,7,45,47,51,54,105
COLQUIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,7,11,92,96,99,107,206
COMANCHE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,0,1,17,32,17,33,50
COMARAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,8,8,41,53,49,61,110
COMBAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,2,2,27,35,29,37,66
CONCEPCION,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,15,26,45,63,60,89,149
COPACABANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,13,10,81,61,94,71,165
CORIPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,0,4,33,43,33,47,80
CORO CORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,4,3,52,74,56,77,133
COROICO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,11,5,27,35,38,40,78
CORQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,7,3,53,54,60,57,117
COTAGAITA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,19,26,205,208,224,234,458
COTOCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,43,43,105,107,148,150,298
CRUZ DE MACHACAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,0,0,2,4,2,4,6
CUATRO CAÑADAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,34,30,171,174,205,204,409
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,0,0,10,3,10,3,13
CUEVO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,3,2,51,53,54,55,109
CULPINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,54,54,171,176,225,230,455
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,4,4,54,50,58,54,112
CURVA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,0,2,31,18,31,20,51
DESAGUADERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,4,1,16,15,20,16,36
EL ALTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,808,818,3021,2865,3829,3683,7512
EL CHORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,4,3,66,65,70,68,138
EL PUENTE(STC),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,12,11,55,50,67,61,128
EL PUENTE(TJA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,20,20,82,94,102,114,216
EL TORNO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,35,23,181,199,216,222,438
EL VILLAR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,5,2,65,64,70,66,136
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,9,8,181,172,190,180,370
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,34,27,232,169,266,196,462
ESCARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,0,0,1,2,1,2,3
ESCOMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,6,3,37,47,43,50,93
ESMERALDA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,0,0,2,3,2,3,5
EUCALIPTUS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,3,3,72,63,75,66,141
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,1,0,30,15,31,15,46
EXALTACION,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,6,7,22,24,28,31,59
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,2,7,134,120,136,127,263
FILADELFIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,2,2,22,28,24,30,54
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,11,12,111,96,122,108,230
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,1,3,52,94,53,97,150
GUANAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,7,7,143,125,150,132,282
GUAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,2,1,38,47,40,48,88
GUAYARAMERIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,1,6,232,232,233,238,471
GUTIERREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,7,7,197,197,204,204,408
HUACARETA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,3,3,124,96,127,99,226
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,6,2,41,32,47,34,81
HUACHACALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,4,1,12,19,16,20,36
HUANUNI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,11,21,131,153,142,174,316
HUARACAJE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,4,3,21,33,25,36,61
HUARINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,4,4,45,31,49,35,84
HUAYLLAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,1,0,38,37,39,37,76
HUMANATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,3,4,31,32,34,36,70
ICHOCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,3,3,14,17,17,20,37
ICLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,6,6,201,209,207,215,422
INCAHUASI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,27,29,164,190,191,219,410
INGAVI (HUMAITA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,4,6,1,8,5,14,19
INQUISIVI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,11,14,40,72,51,86,137
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,2,5,29,24,31,29,60
IXIAMAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,10,8,46,47,56,55,111
JESUS DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,6,6,87,83,93,89,182
LA ASUNTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,38,19,93,88,131,107,238
LA GUARDIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,41,27,323,288,364,315,679
LA PAZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,1043,866,3255,3051,4298,3917,8215
LA RIVERA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,1,2,0,0,1,2,3
LAGUNILLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,8,2,100,90,108,92,200
LAJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,8,7,82,84,90,91,181
LAS CARRERAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,0,3,55,51,55,54,109
LICOMA PAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,1,1,30,37,31,38,69
LLALLAGUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,28,42,179,206,207,248,455
LLICA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,0,0,17,19,17,19,36
LORETO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,11,13,40,37,51,50,101
LURIBAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,5,5,68,86,73,91,164
MACHACAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,7,3,24,30,31,33,64
MACHARETI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,13,10,131,100,144,110,254
MAGDALENA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,3,4,53,69,56,73,129
MAIRANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,4,7,58,62,62,69,131
MALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,0,0,17,27,17,27,44
MAPIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,12,11,101,95,113,106,219
MECAPACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,34,18,58,72,92,90,182
MINEROS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,22,20,133,132,155,152,307
MIZQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,24,23,247,218,271,241,512
MOCOMOCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,10,8,80,73,90,81,171
MOJINETE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,0,0,3,7,3,7,10
MOJOCOYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,14,25,109,82,123,107,230
MONTEAGUDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,37,27,248,244,285,271,556
MONTERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,242,257,648,629,890,886,1776
MORO MORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,1,1,23,14,24,15,39
MOROCHATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,11,10,139,132,150,142,292
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,9,6,32,27,41,33,74
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,0,0,6,3,6,3,9
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,3,2,79,63,82,65,147
OCURI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,30,33,150,133,180,166,346
OKINAWA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,3,0,89,83,92,83,175
OMEREQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,7,22,101,63,108,85,193
ORURO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,277,294,1128,1162,1405,1456,2861
PADCAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,20,11,142,125,162,136,298
PADILLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,8,5,199,210,207,215,422
PAILON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,13,12,59,41,72,53,125
PALCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,28,20,99,101,127,121,248
PALOS BLANCOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,23,22,236,225,259,247,506
PAMPA AULLAGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,3,1,8,15,11,16,27
PAMPA GRANDE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,8,10,24,27,32,37,69
PAPEL PAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,0,0,59,44,59,44,103
PASORAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,5,1,26,23,31,24,55
PATACAMAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,8,12,86,89,94,101,195
PAZÑA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,5,2,109,123,114,125,239
PELECHUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,7,6,52,51,59,57,116
POCOATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,25,39,216,195,241,234,475
POCONA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,10,5,107,89,117,94,211
POJO (CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,11,6,83,96,94,102,196
POOPO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,4,2,45,49,49,51,100
PORCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,10,4,57,58,67,62,129
POROMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,18,13,245,262,263,275,538
PORONGO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,23,20,42,32,65,52,117
PORTACHUELO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,19,13,44,45,63,58,121
PORVENIR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,1,5,32,40,33,45,78
POSTRER VALLE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,1,1,6,8,7,9,16
POTOSI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,217,225,478,475,695,700,1395
PRESTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,7,10,117,104,124,114,238
PUCARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,1,1,12,21,13,22,35
PUCARANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,16,9,186,160,202,169,371
PUERTO ACOSTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,7,10,47,67,54,77,131
PUERTO CARABUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,8,3,82,79,90,82,172
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,0,0,116,118,116,118,234
PUERTO PEREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,7,4,42,45,49,49,98
PUERTO QUIJARRO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,4,5,62,57,66,62,128
PUERTO RICO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,13,6,77,72,90,78,168
PUERTO SILES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,1,0,10,15,11,15,26
PUERTO SUAREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,16,21,50,39,66,60,126
PUERTO VILLARROEL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,79,60,374,327,453,387,840
PUNA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,14,6,158,190,172,196,368
PUNATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,59,43,143,106,202,149,351
QUIABAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,0,1,11,14,11,15,26
QUILLACOLLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,172,222,597,493,769,715,1484
QUIME,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,10,4,57,58,67,62,129
QUIRUSILLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,2,1,8,10,10,11,21
RAVELO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,27,23,291,319,318,342,660
REYES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,0,1,113,120,113,121,234
RIBERALTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,171,172,575,556,746,728,1474
ROBORE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,0,1,35,46,35,47,82
RURRENABAQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,0,0,66,71,66,71,137
SABAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,0,1,30,42,30,43,73
SACABA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,82,86,718,871,800,957,1757
SACABAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,4,2,40,41,44,43,87
SACACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,12,11,238,291,250,302,552
SAIPINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,1,0,59,59,60,59,119
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,7,11,127,122,134,133,267
SAMAIPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,5,7,39,42,44,49,93
SAN AGUSTIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,1,0,11,12,12,12,24
SAN ANDRES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,49,53,113,100,162,153,315
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,5,3,7,11,12,14,26
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,3,2,25,31,28,33,61
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,11,12,96,102,107,114,221
SAN BENITO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,9,12,150,126,159,138,297
SAN BORJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,6,2,237,228,243,230,473
SAN BUENA VENTURA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,5,4,75,58,80,62,142
SAN CARLOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,12,9,108,115,120,124,244
SAN IGNACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,63,100,350,279,413,379,792
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,110,107,348,347,458,454,912
SAN JAVIER(BNI),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,2,1,46,37,48,38,86
SAN JAVIER(STC),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,33,26,72,65,105,91,196
SAN JOAQUIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,14,13,25,29,39,42,81
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,16,21,52,74,68,95,163
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,36,24,51,60,87,84,171
SAN JULIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,26,26,243,238,269,264,533
SAN LORENZO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,8,4,38,52,46,56,102
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,22,11,185,168,207,179,386
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,36,49,616,622,652,671,1323
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,7,5,49,69,56,74,130
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,20,15,133,119,153,134,287
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,0,0,14,19,14,19,33
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,10,6,121,127,131,133,264
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-10-01,24,17,265,246,289,263,552
