,group,variable,month,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,TOTALES
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,88,0,88
QUIME,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,9,0,9
QUIRUSILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,1,0,1
RAVELO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,7,6,13
REYES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,10,9,19
RIBERALTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,198,8,206
ROBORE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,15,0,15
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,31,0,31
SABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,2,1,3
SACABA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,191,0,191
SACABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,8,3,11
SACACA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,12,0,12
SAIPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,6,0,6
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,8,2,10
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,9,0,9
SAN AGUSTIN,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,1,0,1
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,4,4,8
SAN ANDRES DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,3,1,4
SAN ANTONIO DE ESMORUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,0,1,1
SAN ANTONIO DE LOMERIO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,7,0,7
SAN BENITO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,14,0,14
SAN BORJA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,94,1,95
SAN BUENA VENTURA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,13,1,14
SAN CARLOS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,34,0,34
SAN IGNACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,33,0,33
SAN IGNACIO DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,66,10,76
SAN JAVIER(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,37,0,37
SAN JOAQUIN,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,6,0,6
SAN JOSE DE CHIQUITOS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,20,0,20
SAN JUAN DE YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,25,0,25
SAN JULIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,63,7,70
SAN LORENZO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,4,3,7
SAN LORENZO(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,14,2,16
SAN LUCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,30,24,54
SAN MATIAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,10,0,10
SAN MIGUEL DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,19,1,20
SAN PEDRO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,22,0,22
SAN PEDRO DE BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,13,6,19
SAN PEDRO DE CURAHUARA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,2,3,5
SAN PEDRO DE QUEMES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,1,0,1
SAN PEDRO DE TIQUINA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,2,1,3
SAN PEDRO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,0,1,1
SAN RAFAEL,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,5,0,5
SAN RAMON BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,6,0,6
SAN RAMON SCZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,26,0,26
SANTA ANA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,40,0,40
SANTA CRUZ DE LA SIERRA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,1401,4,1405
SANTA ROSA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,12,0,12
SANTA ROSA DEL SARA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,21,0,21
SANTIAGO DE CALLAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,1,1,2
SANTIAGO DE HUARI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,2,2,4
SANTIAGO DE HUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,1,1,2
SANTIAGO DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,4,0,4
SANTIVAÑES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,4,0,4
SANTUARIO DE QUILLACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,1,1,2
SAPAHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,3,0,3
SENA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,1,1,2
SHINAOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,39,0,39
SICA SICA (VILLA AROMA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,25,1,26
SICAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,5,0,5
SIPE SIPE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,69,0,69
SOPACHUY,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,8,4,12
SORACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,6,2,8
SORATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,11,5,16
SUCRE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,582,1,583
TACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,1,0,1
TACACOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,10,0,10
TACOBAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,3,0,3
TACOPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,7,1,8
TAHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,1,0,1
TAPACARI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,18,2,20
TARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,24,6,30
TARACO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,6,2,8
TARATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,15,0,15
TARIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,223,0,223
TARVITA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,13,6,19
TEOPONTE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,15,2,17
TIAWANACU,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,10,2,12
TINGUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,13,0,13
TIPUANI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,27,0,27
TIQUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,68,0,68
TIRAQUE (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,33,4,37
TOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,2,0,2
TOLATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,6,0,6
TOLEDO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,2,0,2
TOMAVE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,5,5,10
TOMINA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,9,0,9
TORO TORO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,9,0,9
TOTORA(CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,25,2,27
TOTORA(ORR),consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,3,1,4
TRIGAL,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,1,0,1
TRINIDAD,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,173,0,173
TUPIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,42,4,46
TURCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,1,0,1
UMALA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,7,0,7
UNCIA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,12,3,15
URIONDO (A. CONCEPCION),consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,14,1,15
URUBICHA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,13,3,16
UYUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,18,2,20
VACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,10,4,14
VALLEGRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,18,0,18
VIACHA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,61,2,63
VILA VILA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,4,1,5
VILLA CHARCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,18,8,26
VILLA MONTES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,43,1,44
VILLA NUEVA (LOMA ALTA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,3,1,4
VILLA RIVERO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,3,0,3
VILLA SERRANO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,11,5,16
VILLA TUNARI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,97,0,97
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,8,6,14
VILLAZON,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,49,1,50
VINTO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,52,0,52
VITICHI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,6,0,6
WALDO BALLIVIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,3,3,6
WARNES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,132,0,132
YACO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,5,4,9
YACUIBA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,207,0,207
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,4,2,6
YANACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,5,0,5
YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,52,2,54
YOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,4,1,5
YOTALA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,11,1,12
YUNCHARA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,2,4,6
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-03-01,12,0,12
ACACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,2,0,2
ACHACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,22,7,29
ACHOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,9,2,11
AIQUILE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,15,1,16
ALALAY,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,1,0,1
ALCALA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,6,0,6
ALTO BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,10,0,10
ANCORAIMES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,8,1,9
ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,0,2,2
ANTEQUERA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,8,0,8
ANZALDO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,5,0,5
APOLO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,22,2,24
ARAMPAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,1,0,1
ARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,8,2,10
ARBIETO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,7,3,10
ARQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,19,1,20
ASCENCION DE GUARAYOS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,8,0,8
ATOCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,4,0,4
AUCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,0,2,2
AYATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,7,3,10
AYO AYO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,12,0,12
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,27,1,28
AZURDUY,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,7,6,13
BATALLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,14,0,14
BAURES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,4,0,4
BELEN DE ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,1,0,1
BELLA FLOR,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,1,0,1
BERMEJO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,31,0,31
BETANZOS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,20,3,23
BOLIVAR,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,8,1,9
BOYUIBE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,3,0,3
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,14,0,14
CABEZAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,22,3,25
CAIROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,17,1,18
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,5,0,5
CAJUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,9,0,9
CALACOTO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,2,2,4
CALAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,8,1,9
CAMARGO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,36,2,38
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,2,1,3
CAMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,24,0,24
CAPINOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,24,0,24
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,1,1,2
CARACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,12,0,12
CARANAVI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,61,5,66
CARAPARI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,19,0,19
CARIPUYO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,4,0,4
CARMEN RIVERO TORREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,1,0,1
CHACARILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,0,1,1
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,22,3,25
CHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,6,3,9
CHARAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,30,0,30
CHAYANTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,6,0,6
CHIMORE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,45,2,47
CHIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,1,0,1
CHOQUE COTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,13,1,14
CHUMA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,3,1,4
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,6,0,6
CKOCHAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,5,0,5
CLIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,22,0,22
COBIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,21,0,21
COCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,8,15,23
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,656,1,657
COIPASA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,1,0,1
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,47,0,47
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,7,0,7
COLLANA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,2,1,3
COLOMI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,19,0,19
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,4,0,4
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,13,3,16
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,3,0,3
COLQUIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,11,14,25
COMANCHE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,1,0,1
COMARAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,26,0,26
COMBAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,2,1,3
CONCEPCION,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,4,0,4
COPACABANA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,13,0,13
CORIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,11,1,12
CORO CORO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,9,4,13
COROICO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,17,1,18
CORQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,6,1,7
COTAGAITA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,24,0,24
COTOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,39,0,39
CUATRO CAÑADAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,22,0,22
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,0,1,1
CUEVO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,4,0,4
CULPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,26,10,36
CURAHUARA DE CARANGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,3,0,3
CURVA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,4,0,4
DESAGUADERO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,4,0,4
EL ALTO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,505,5,510
EL CHORO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,3,3,6
EL PUENTE(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,8,0,8
EL PUENTE(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,10,1,11
EL TORNO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,31,0,31
EL VILLAR,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,4,0,4
ENTRE RIOS TRJ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,20,0,20
ENTRE RIOS CBBA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,22,0,22
ESCOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,6,0,6
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,3,1,4
EXALTACION,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,5,0,5
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,14,0,14
FILADELFIA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,4,0,4
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,20,0,20
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,13,6,19
GUANAY,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,20,4,24
GUAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,3,1,4
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,53,0,53
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,12,3,15
HUACARETA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,19,1,20
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,6,0,6
HUACHACALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,1,0,1
HUANUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,37,0,37
HUARACAJE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-04-01,3,0,3
