municipality,group,variable,month,RN con alojamiento conjunto,TOTAL
TUPIZA,atencion de partos en servicios,rn con alojamiento conjunto,2018-02-01,56,56
UMALA,atencion de partos en servicios,rn con alojamiento conjunto,2018-02-01,3,3
UNCIA,atencion de partos en servicios,rn con alojamiento conjunto,2018-02-01,13,13
URUBICHA,atencion de partos en servicios,rn con alojamiento conjunto,2018-02-01,6,6
UYUNI,atencion de partos en servicios,rn con alojamiento conjunto,2018-02-01,37,37
VACAS,atencion de partos en servicios,rn con alojamiento conjunto,2018-02-01,13,13
VALLEGRANDE,atencion de partos en servicios,rn con alojamiento conjunto,2018-02-01,30,30
VIACHA,atencion de partos en servicios,rn con alojamiento conjunto,2018-02-01,45,45
VILLA MONTES,atencion de partos en servicios,rn con alojamiento conjunto,2018-02-01,101,101
VILLA RIVERO,atencion de partos en servicios,rn con alojamiento conjunto,2018-02-01,2,2
VILLA SERRANO,atencion de partos en servicios,rn con alojamiento conjunto,2018-02-01,1,1
VILLA TUNARI,atencion de partos en servicios,rn con alojamiento conjunto,2018-02-01,75,75
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,rn con alojamiento conjunto,2018-02-01,4,4
VILLAZON,atencion de partos en servicios,rn con alojamiento conjunto,2018-02-01,34,34
VINTO,atencion de partos en servicios,rn con alojamiento conjunto,2018-02-01,29,29
WARNES,atencion de partos en servicios,rn con alojamiento conjunto,2018-02-01,2,2
YACUIBA,atencion de partos en servicios,rn con alojamiento conjunto,2018-02-01,61,61
YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2018-02-01,107,107
YOCALLA,atencion de partos en servicios,rn con alojamiento conjunto,2018-02-01,2,2
YOTALA,atencion de partos en servicios,rn con alojamiento conjunto,2018-02-01,5,5
ACACIO,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,4,4
ACHACACHI,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,30,30
AIQUILE,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,31,31
ALCALA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,1,1
ANDAMARCA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,1,1
ANTEQUERA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,1,1
APOLO,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,11,11
ARAMPAMPA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,1,1
ARQUE,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,4,4
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,55,55
AUCAPATA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,2,2
AYATA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,16,16
AZURDUY,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,6,6
BAURES,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,10,10
BELLA FLOR,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,1,1
BERMEJO,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,55,55
BOYUIBE,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,6,6
BUENA VISTA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,6,6
CABEZAS,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,24,24
"CAIZA ""D""",atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,4,4
CAMARGO,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,9,9
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,1,1
CAMIRI,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,26,26
CAPINOTA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,16,16
CARACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,15,15
CARANAVI,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,77,77
CARMEN RIVERO TORREZ,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,6,6
CHALLAPATA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,40,40
CHAQUI,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,3,3
CHARAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,45,45
CHAYANTA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,7,7
CHIPAYA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,2,2
CHOQUE COTA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,24,24
CHUMA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,11,11
CKOCHAS,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,6,6
CLIZA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,38,38
COBIJA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,98,98
COCAPATA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,1071,1071
COLCAPIRHUA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,64,64
"COLCHA ""K""",atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,1,1
COLQUECHACA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,15,15
COMANCHE,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,1,1
COMARAPA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,35,35
COROICO,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,21,21
COTAGAITA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,3,3
COTOCA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,82,82
CUATRO CAÑADAS,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,15,15
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,2,2
CUEVO,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,1,1
EL ALTO,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,1338,1338
EL PUENTE(STC),atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,8,8
EL TORNO,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,97,97
EL VILLAR,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,6,6
ENTRE RIOS TRJ,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,11,11
ESCOMA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,4,4
FERNANDEZ ALONSO,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,10,10
FILADELFIA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,4,4
GUTIERREZ,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,6,6
HUACARETA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,5,5
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,1,1
HUANUNI,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,21,21
HUARACAJE,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,3,3
INCAHUASI,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,1,1
IXIAMAS,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,7,7
LA GUARDIA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,68,68
LA PAZ,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,693,693
LAGUNILLAS,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,1,1
LLALLAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,51,51
LLICA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,1,1
MACHARETI,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,5,5
MAGDALENA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,24,24
MAIRANA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,18,18
MIZQUE,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,20,20
MONTEAGUDO,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,45,45
MONTERO,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,39,39
MOROCHATA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,3,3
ORURO,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,630,630
PADCAYA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,7,7
PADILLA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,16,16
PAILON,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,41,41
PAMPA GRANDE,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,4,4
PATACAMAYA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,25,25
PELECHUCO,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,3,3
POCOATA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,12,12
PORCO,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,14,14
POROMA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,7,7
PORONGO,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,4,4
PORTACHUELO,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,31,31
PORVENIR,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,4,4
POTOSI,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,464,464
PUERTO GONZALO MORENO,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,7,7
PUERTO QUIJARRO,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,3,3
PUERTO RICO,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,6,6
PUERTO SILES,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,3,3
PUERTO SUAREZ,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,41,41
PUERTO VILLARROEL,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,139,139
PUNA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,10,10
PUNATA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,78,78
QUILLACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,211,211
REYES,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,18,18
RIBERALTA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,271,271
ROBORE,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,45,45
RURRENABAQUE,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,38,38
SACABA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,161,161
SACACA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,9,9
SAIPINA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,8,8
SAMAIPATA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,6,6
SAN ANDRES,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,7,7
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,10,10
SAN BENITO,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,1,1
SAN BORJA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,74,74
SAN BUENA VENTURA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,13,13
SAN CARLOS,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,24,24
SAN IGNACIO,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,27,27
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,98,98
SAN JOAQUIN,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,9,9
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,40,40
SAN JUAN DE YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,7,7
SAN JULIAN,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,59,59
SAN LORENZO(PND),atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,3,3
SAN LORENZO(TJA),atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,7,7
SAN LUCAS,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,27,27
SAN MATIAS,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,2,2
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,5,5
SAN PEDRO,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,10,10
SAN RAFAEL,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,5,5
SAN RAMON BENI,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,11,11
SAN RAMON SCZ,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,4,4
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,1905,1905
SANTA ROSA DEL SARA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,10,10
SENA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,8,8
SIPE SIPE,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,17,17
SOPACHUY,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,9,9
SUCRE,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,398,398
TARABUCO,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,8,8
TARIJA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,456,456
TARVITA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,10,10
TINGUIPAYA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,2,2
TIQUIPAYA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,105,105
TIRAQUE (CBBA),atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,16,16
TOMAVE,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,8,8
TOMINA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,7,7
TORO TORO,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,4,4
TOTORA(CBBA),atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,23,23
TRINIDAD,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,337,337
TUPIZA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,43,43
UNCIA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,12,12
URUBICHA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,7,7
UYUNI,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,37,37
VALLEGRANDE,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,23,23
VIACHA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,49,49
VILLA MONTES,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,97,97
VILLA RIVERO,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,1,1
VILLA SERRANO,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,11,11
VILLA TUNARI,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,84,84
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,2,2
VILLAZON,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,47,47
VINTO,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,28,28
WARNES,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,1,1
YACO,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,3,3
YACUIBA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,99,99
YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,105,105
YOCALLA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,1,1
YOTALA,atencion de partos en servicios,rn con alojamiento conjunto,2018-03-01,5,5
ACACIO,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,1,1
ACHACACHI,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,18,18
AIQUILE,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,30,30
ALCALA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,2,2
ANDAMARCA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,1,1
ANTEQUERA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,2,2
APOLO,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,16,16
ARANI,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,4,4
ARQUE,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,52,52
ATOCHA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,2,2
AYATA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,18,18
AZURDUY,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,1,1
BAURES,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,4,4
BELLA FLOR,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,1,1
BERMEJO,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,39,39
BOLPEBRA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,1,1
BOYUIBE,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,6,6
BUENA VISTA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,6,6
CABEZAS,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,22,22
"CAIZA ""D""",atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,5,5
CAMARGO,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,23,23
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,2,2
CAMIRI,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,16,16
CAPINOTA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,19,19
CARACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,12,12
CARANAVI,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,61,61
CARIPUYO,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,5,5
CARMEN RIVERO TORREZ,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,6,6
CHALLAPATA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,43,43
CHAQUI,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,1,1
CHARAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,45,45
CHAYANTA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,8,8
CHIPAYA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,22,22
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,3,3
CKOCHAS,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,4,4
CLIZA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,31,31
COBIJA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,170,170
COCHABAMBA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,1061,1061
COLCAPIRHUA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,52,52
"COLCHA ""K""",atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,5,5
COLQUECHACA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,3,3
COMARAPA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,34,34
CONCEPCION,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,28,28
COROICO,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,16,16
COTOCA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,89,89
CUATRO CAÑADAS,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,21,21
CUEVO,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,1,1
EL ALTO,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,1219,1219
EL PUENTE(STC),atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,9,9
EL TORNO,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,101,101
EL VILLAR,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,1,1
ENTRE RIOS TRJ,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,14,14
ESCOMA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,6,6
EXALTACION,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,7,7
FILADELFIA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,5,5
GUAYARAMERIN,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,1,1
GUTIERREZ,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,5,5
HUACARETA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,4,4
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,2,2
HUANUNI,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,23,23
HUARACAJE,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,8,8
IXIAMAS,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,11,11
LA GUARDIA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,69,69
LA PAZ,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,844,844
LAGUNILLAS,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,2,2
LLALLAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,45,45
LLICA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,4,4
LORETO,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,1,1
MACHARETI,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,1,1
MAGDALENA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,18,18
MAIRANA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,23,23
MIZQUE,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,27,27
MOCOMOCO,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,2,2
MONTEAGUDO,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,36,36
MONTERO,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,42,42
MOROCHATA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,1,1
ORURO,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,627,627
PADCAYA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,11,11
PADILLA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,21,21
PAILON,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,41,41
PALOS BLANCOS,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,10,10
PATACAMAYA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,29,29
PELECHUCO,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,1,1
POCOATA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,11,11
POCONA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,3,3
POJO (CBBA),atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,11,11
POOPO,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,1,1
PORCO,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,21,21
POROMA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,2,2
PORONGO,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,5,5
PORTACHUELO,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,32,32
PORVENIR,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,1,1
POTOSI,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,474,474
PUERTO GONZALO MORENO,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,4,4
PUERTO QUIJARRO,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,23,23
PUERTO RICO,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,4,4
PUERTO SILES,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,3,3
PUERTO SUAREZ,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,3,3
PUERTO VILLARROEL,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,106,106
PUNA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,8,8
PUNATA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,85,85
QUILLACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,226,226
QUIRUSILLAS,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,1,1
RAVELO,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,4,4
REYES,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,1,1
RIBERALTA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,256,256
ROBORE,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,36,36
RURRENABAQUE,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,46,46
SACABA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,173,173
SACACA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,9,9
SAIPINA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,4,4
SAMAIPATA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,7,7
SAN ANDRES,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,4,4
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,11,11
SAN BENITO,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,6,6
SAN BORJA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,64,64
SAN BUENA VENTURA,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,20,20
SAN CARLOS,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,21,21
SAN IGNACIO,atencion de partos en servicios,rn con alojamiento conjunto,2018-04-01,42,42
