municipality,group,variable,month,Mujeres puérperas con dosis única de vitamina A,TOTAL
CARAPARI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,11,11
CARIPUYO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,16,16
CARMEN RIVERO TORREZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,8,8
CATACORA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,1,1
CHACARILLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,4,4
CHALLAPATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,51,51
CHAQUI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,5,5
CHARAGUA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,67,67
CHARAÑA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,2,2
CHAYANTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,26,26
CHIMORE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,11,11
CHIPAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,4,4
CHOQUE COTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,1,1
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,34,34
CHUMA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,9,9
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,6,6
CKOCHAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,10,10
CLIZA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,20,20
COBIJA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,112,112
COCAPATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,20,20
COCHABAMBA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,929,929
COIPASA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,2,2
COLCAPIRHUA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,43,43
"COLCHA ""K""",micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,8,8
COLLANA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,5,5
COLOMI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,28,28
COLPA BELGICA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,6,6
COLQUECHACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,64,64
COLQUENCHA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,14,14
COLQUIRI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,28,28
COMANCHE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,3,3
COMARAPA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,41,41
COMBAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,2,2
CONCEPCION,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,49,49
COPACABANA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,18,18
CORIPATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,13,13
CORO CORO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,12,12
COROICO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,27,27
CORQUE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,4,4
COTAGAITA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,29,29
COTOCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,82,82
CUATRO CAÑADAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,18,18
CUEVO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,5,5
CULPINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,34,34
CURAHUARA DE CARANGAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,15,15
CURVA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,5,5
DESAGUADERO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,5,5
EL ALTO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,1185,1185
EL CHORO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,5,5
EL PUENTE(STC),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,19,19
EL PUENTE(TJA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,16,16
EL TORNO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,9,9
EL VILLAR,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,4,4
ENTRE RIOS TRJ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,33,33
ENTRE RIOS CBBA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,24,24
ESCOMA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,3,3
EUCALIPTUS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,5,5
EUREKA (SANTOS MERCADO),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,2,2
EXALTACION,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,3,3
FERNANDEZ ALONSO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,16,16
FILADELFIA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,5,5
GENERAL SAAVEDRA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,16,16
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,6,6
GUANAY,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,11,11
GUAQUI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,7,7
GUAYARAMERIN,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,128,128
GUTIERREZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,12,12
HUACARETA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,12,12
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,6,6
HUANUNI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,20,20
HUARACAJE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,6,6
HUARINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,10,10
HUAYLLAMARCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,6,6
HUMANATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,5,5
ICHOCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,2,2
ICLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,19,19
INCAHUASI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,28,28
INGAVI (HUMAITA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,3,3
INQUISIVI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,18,18
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,13,13
IXIAMAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,6,6
JESUS DE MACHACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,14,14
LA ASUNTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,44,44
LA GUARDIA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,58,58
LA PAZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,1128,1128
LAGUNILLAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,6,6
LAJA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,20,20
LICOMA PAMPA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,3,3
LLALLAGUA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,71,71
LLICA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,4,4
LORETO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,2,2
LURIBAY,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,4,4
MACHACAMARCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,6,6
MACHARETI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,8,8
MAGDALENA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,24,24
MAIRANA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,35,35
MALLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,5,5
MAPIRI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,19,19
MECAPACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,13,13
MINEROS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,27,27
MIZQUE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,25,25
MOCOMOCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,18,18
MOJOCOYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,10,10
MONTEAGUDO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,48,48
MONTERO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,324,324
MORO MORO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,3,3
MOROCHATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,23,23
NAZACARA DE PACAJES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,6,6
OCURI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,25,25
OKINAWA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,7,7
OMEREQUE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,10,10
ORURO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,507,507
PADCAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,17,17
PADILLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,41,41
PAILON,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,39,39
PALCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,13,13
PALOS BLANCOS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,59,59
PAMPA AULLAGAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,8,8
PAMPA GRANDE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,11,11
PAPEL PAMPA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,6,6
PASORAPA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,5,5
PATACAMAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,25,25
PAZÑA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,8,8
PELECHUCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,5,5
POCOATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,33,33
POCONA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,12,12
POJO (CBBA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,19,19
POOPO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,8,8
PORCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,9,9
POROMA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,18,18
PORONGO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,19,19
PORTACHUELO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,61,61
PORVENIR,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,2,2
POSTRER VALLE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,3,3
POTOSI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,313,313
PRESTO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,10,10
PUCARA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,3,3
PUCARANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,37,37
PUERTO ACOSTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,3,3
PUERTO CARABUCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,7,7
PUERTO GONZALO MORENO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,11,11
PUERTO PEREZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,3,3
PUERTO QUIJARRO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,11,11
PUERTO RICO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,11,11
PUERTO SILES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,3,3
PUERTO SUAREZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,38,38
PUERTO VILLARROEL,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,13,13
PUNA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,22,22
PUNATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,81,81
QUIABAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,6,6
QUILLACOLLO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,125,125
QUIME,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,12,12
RAVELO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,25,25
REYES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,27,27
RIBERALTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,237,237
ROBORE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,24,24
RURRENABAQUE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,56,56
SABAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,4,4
SACABA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,204,204
SACABAMBA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,5,5
SACACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,42,42
SAIPINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,2,2
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,12,12
SAMAIPATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,17,17
SAN AGUSTIN,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,4,4
SAN ANDRES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,9,9
SAN ANDRES DE MACHACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,4,4
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,11,11
SAN BENITO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,13,13
SAN BORJA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,80,80
SAN BUENA VENTURA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,27,27
SAN CARLOS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,54,54
SAN IGNACIO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,38,38
SAN IGNACIO DE VELASCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,170,170
SAN JAVIER(BNI),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,5,5
SAN JAVIER(STC),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,28,28
SAN JOAQUIN,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,5,5
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,34,34
SAN JUAN DE YAPACANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,15,15
SAN JULIAN,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,42,42
SAN LORENZO(PND),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,7,7
SAN LORENZO(TJA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,10,10
SAN LUCAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,58,58
SAN MATIAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,13,13
SAN MIGUEL DE VELASCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,15,15
SAN PABLO DE LIPEZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,2,2
SAN PEDRO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,11,11
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,26,26
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,9,9
SAN PEDRO DE QUEMES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,5,5
SAN PEDRO(PND),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,1,1
SAN RAFAEL,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,4,4
SAN RAMON BENI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,8,8
SAN RAMON SCZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,22,22
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,1095,1095
SANTA ROSA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,31,31
SANTA ROSA DEL SARA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,18,18
SANTIAGO DE CALLAPA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,5,5
SANTIAGO DE HUARI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,10,10
SANTIAGO DE HUATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,7,7
SANTIAGO DE MACHACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,5,5
SANTIVAÑES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,6,6
SANTUARIO DE QUILLACAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,2,2
SAPAHAQUI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,6,6
SENA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,7,7
SHINAOTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,68,68
SICA SICA (VILLA AROMA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,23,23
SICAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,2,2
SIPE SIPE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,42,42
SOPACHUY,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,11,11
SORACACHI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,10,10
SORATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,16,16
SUCRE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,561,561
TACACOMA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,8,8
TACOBAMBA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,16,16
TACOPAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,11,11
TAPACARI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,31,31
TARABUCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,43,43
TARACO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,2,2
TARATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,7,7
TARIJA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,302,302
TARVITA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,19,19
TEOPONTE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,5,5
TIAWANACU,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,18,18
TINGUIPAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,25,25
TIPUANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,9,9
TIQUIPAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,90,90
TIRAQUE (CBBA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,26,26
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,2,2
TOCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,8,8
TOLATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,4,4
TOLEDO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,5,5
TOMAVE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,14,14
TOMINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,12,12
TORO TORO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,11,11
TOTORA(CBBA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,16,16
TOTORA(ORR),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,11,11
TRIGAL,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,1,1
TRINIDAD,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,295,295
TUPIZA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2011-01-01,55,55
