municipality,group,variable,month,Mujeres puérperas con dosis completa de hierro,TOTAL
LAGUNILLAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,5,5
LAJA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,20,20
LICOMA PAMPA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,3,3
LLALLAGUA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,68,68
LLICA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,4,4
LORETO,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,3,3
LURIBAY,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,4,4
MACHACAMARCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,6,6
MACHARETI,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,8,8
MAGDALENA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,20,20
MAIRANA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,35,35
MALLA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,5,5
MAPIRI,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,20,20
MECAPACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,13,13
MINEROS,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,23,23
MIZQUE,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,35,35
MOCOMOCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,18,18
MOJOCOYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,9,9
MONTEAGUDO,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,48,48
MONTERO,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,107,107
MORO MORO,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,3,3
MOROCHATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,23,23
NAZACARA DE PACAJES,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,6,6
OCURI,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,25,25
OKINAWA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,8,8
OMEREQUE,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,10,10
ORURO,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,186,186
PADCAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,17,17
PADILLA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,41,41
PAILON,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,28,28
PALCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,12,12
PALOS BLANCOS,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,60,60
PAMPA AULLAGAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,8,8
PAMPA GRANDE,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,12,12
PAPEL PAMPA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,6,6
PASORAPA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,6,6
PATACAMAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,3,3
PAZÑA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,8,8
PELECHUCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,5,5
POCOATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,33,33
POCONA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,8,8
POJO (CBBA),micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,19,19
POOPO,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,8,8
PORCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,3,3
POROMA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,19,19
PORONGO,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,17,17
PORTACHUELO,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,30,30
PORVENIR,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,2,2
POSTRER VALLE,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,3,3
POTOSI,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,332,332
PRESTO,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,10,10
PUCARA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,3,3
PUCARANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,36,36
PUERTO ACOSTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,3,3
PUERTO CARABUCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,7,7
PUERTO GONZALO MORENO,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,9,9
PUERTO PEREZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,3,3
PUERTO QUIJARRO,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,11,11
PUERTO RICO,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,11,11
PUERTO SILES,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,3,3
PUERTO SUAREZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,8,8
PUERTO VILLARROEL,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,188,188
PUNA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,13,13
PUNATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,82,82
QUIABAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,6,6
QUILLACOLLO,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,129,129
QUIME,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,12,12
RAVELO,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,27,27
REYES,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,27,27
RIBERALTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,255,255
ROBORE,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,24,24
RURRENABAQUE,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,57,57
SABAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,4,4
SACABA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,197,197
SACABAMBA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,6,6
SACACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,43,43
SAIPINA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,2,2
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,11,11
SAMAIPATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,17,17
SAN AGUSTIN,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,2,2
SAN ANDRES,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,8,8
SAN ANDRES DE MACHACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,4,4
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,11,11
SAN BENITO,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,4,4
SAN BORJA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,82,82
SAN BUENA VENTURA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,19,19
SAN CARLOS,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,54,54
SAN IGNACIO,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,35,35
SAN IGNACIO DE VELASCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,166,166
SAN JAVIER(BNI),micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,5,5
SAN JAVIER(STC),micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,28,28
SAN JOAQUIN,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,5,5
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,33,33
SAN JUAN DE YAPACANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,9,9
SAN JULIAN,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,83,83
SAN LORENZO(PND),micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,7,7
SAN LORENZO(TJA),micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,10,10
SAN LUCAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,58,58
SAN MATIAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,12,12
SAN MIGUEL DE VELASCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,15,15
SAN PABLO DE LIPEZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,2,2
SAN PEDRO,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,14,14
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,8,8
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,9,9
SAN PEDRO DE QUEMES,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,5,5
SAN PEDRO(PND),micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,1,1
SAN RAFAEL,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,4,4
SAN RAMON BENI,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,8,8
SAN RAMON SCZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,22,22
SANTA ANA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,11,11
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,323,323
SANTA ROSA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,31,31
SANTA ROSA DEL SARA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,20,20
SANTIAGO DE CALLAPA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,5,5
SANTIAGO DE HUARI,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,9,9
SANTIAGO DE HUATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,7,7
SANTIAGO DE MACHACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,5,5
SANTIVAÑES,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,6,6
SANTUARIO DE QUILLACAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,2,2
SAPAHAQUI,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,6,6
SENA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,7,7
SHINAOTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,35,35
SICA SICA (VILLA AROMA),micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,25,25
SICAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,2,2
SIPE SIPE,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,42,42
SOPACHUY,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,11,11
SORACACHI,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,2,2
SORATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,16,16
SUCRE,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,367,367
TACACHI,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,1,1
TACACOMA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,8,8
TACOBAMBA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,14,14
TACOPAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,11,11
TAPACARI,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,23,23
TARABUCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,43,43
TARACO,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,2,2
TARATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,8,8
TARIJA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,251,251
TARVITA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,19,19
TEOPONTE,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,6,6
TIAWANACU,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,18,18
TINGUIPAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,27,27
TIPUANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,8,8
TIQUIPAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,101,101
TIRAQUE (CBBA),micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,12,12
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,2,2
TOCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,8,8
TOLATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,4,4
TOLEDO,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,5,5
TOMAVE,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,14,14
TOMINA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,12,12
TORO TORO,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,10,10
TOTORA(CBBA),micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,16,16
TOTORA(ORR),micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,11,11
TRIGAL,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,1,1
TRINIDAD,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,266,266
TUPIZA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,62,62
TURCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,2,2
UMALA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,14,14
UNCIA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,17,17
URIONDO (A. CONCEPCION),micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,11,11
URUBICHA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,14,14
UYUNI,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,16,16
VACAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,3,3
VALLEGRANDE,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,36,36
VIACHA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,71,71
VILA VILA,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,4,4
VILLA CHARCAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,21,21
VILLA MONTES,micronutrientes,mujeres puerperas con dosis completa de hierro,2011-01-01,85,85
